date,CNH,INR,KRW,TWD,SGD,THB,MYR,IDR,PHP,JPY,CAD,EUR
2024-12-13,3933.18,24677.8,2428.16,23193.27,3810.35,1431.67,1608.75,7324.789,6616.51,39470.44,25274.29,4967.95
2024-12-20,3927.74,24768.3,2494.46,23020.48,3719.93,1365.07,1591.41,6983.865,6406.38,38701.9,24599.48,4862.28
2024-12-27,3981.03,23587.5,2404.15,22510.25,3771.63,1401.46,1628.14,7036.571,6528.79,40281.16,24796.4,4898.88
2025-01-03,3775.17,23813.4,2404.77,23275.68,3801.83,1384.76,1629.46,7164.429,6603.81,39894.54,25073.54,4871.45
2025-01-10,3732.48,24004.75,2441.92,22908.3,3801.56,1367.99,1602.41,7088.866,6496.32,39190.4,24767.73,4977.26
2025-01-17,3812.34,23431.5,2515.78,23011.86,3810.78,1340.63,1566.72,7154.658,6352.12,38451.46,25067.92,5148.3
2025-01-24,3832.86,23203.2,2523.55,23148.08,3804.26,1354.07,1573.73,7166.056,6296.2,39931.98,25468.49,5219.37
2025-01-31,3817.08,23092.2,2536.8,23525.41,3855.82,1314.5,1556.92,7109.196,5862.59,39572.49,25533.1,5286.87
2025-02-07,3892.7,23482.15,2517.37,23525.41,3861.42,1282.09,1590.91,6742.576,6154.99,38787.02,25442.91,5325.4
2025-02-14,3939.01,23559.95,2521.92,23478.27,3877.5,1272.1,1591.6,6638.459,6061.33,39149.43,25483.22,5493.4
2025-02-21,3978.44,22929.25,2591.05,23152.61,3929.94,1246.21,1591.03,6803.001,6098.04,38776.94,25147.03,5474.85
2025-02-28,3890.05,22795.9,2654.58,23730.25,3895.7,1203.72,1574.7,6270.597,5997.97,37155.5,25393.45,5463.54
2025-03-07,3944.01,22124.7,2532.78,23053.18,3914.48,1202.03,1547.27,6636.0,6298.29,36887.17,24758.76,5468.41
2025-03-14,4006.56,22552.5,2563.48,22576.07,3836.02,1173.76,1512.15,6515.631,6294.11,37053.1,24553.4,5404.18
2025-03-21,3914.7,22397.2,2566.36,21968.05,3926.45,1186.61,1505.45,6258.179,6266.75,37677.06,24968.49,5423.83
2025-03-28,3915.17,23350.4,2643.13,22209.1,3972.43,1175.45,1513.65,6510.62,6147.44,37120.33,24759.15,5331.4
2025-04-04,3861.5,23519.35,2557.98,21602.89,3825.86,1125.21,1504.14,6510.62,6084.19,33780.58,23193.47,4878.31
2025-04-11,3750.52,22904.45,2465.42,21298.22,3512.53,1128.66,1454.76,6262.226,6082.44,33585.58,23587.8,4787.23
2025-04-18,3772.52,22828.55,2432.72,19528.77,3720.33,1150.95,1499.4,6438.269,6134.62,34730.28,24192.81,4935.34
2025-04-25,3786.99,23851.65,2483.42,19395.03,3823.78,1159.0,1509.2,6678.915,6268.75,35705.74,24710.51,5154.12
2025-05-02,3770.57,24039.35,2546.3,19872.73,3845.14,1198.98,1542.49,6815.73,6411.86,36830.69,25031.51,5285.19
2025-05-09,3846.16,24346.7,2559.79,20787.64,3876.16,1210.94,1546.5,6832.803,6458.2,37503.33,25357.74,5309.74
2025-05-16,3889.09,24008.0,2577.27,20915.04,3897.87,1195.77,1571.75,7106.526,6465.53,37753.72,25971.93,5427.53
2025-05-23,3882.27,25019.8,2626.87,21843.69,3882.42,1176.36,1535.38,7214.163,6413.1,37160.47,25879.95,5326.31
2025-05-30,3840.23,24853.15,2592.09,21652.24,3894.61,1149.18,1508.35,7175.819,6341.53,37965.1,26175.05,5366.59
2025-06-06,3873.98,24750.7,2697.67,21347.3,3934.29,1136.43,1516.79,7113.425,6376.79,37741.61,26429.13,5430.17
2025-06-13,3864.18,25003.05,2812.05,21660.66,3911.42,1122.7,1518.11,7166.065,6395.59,37834.25,26504.35,5290.47
2025-06-20,3846.64,24718.6,2894.62,22072.95,3883.43,1067.63,1502.74,6907.138,6339.77,38403.23,26497.57,5233.58
2025-06-27,3921.76,25112.4,3021.84,22045.74,3966.2,1082.42,1528.16,6897.4,6408.27,40150.79,26692.32,5325.64
2025-07-04,3982.2,25637.8,3055.94,22580.08,4013.62,1119.94,1550.19,6865.192,6395.57,39810.88,27036.16,5288.81
2025-07-11,4014.81,25461.0,3054.28,22547.5,4087.81,1121.13,1536.07,7047.438,6459.88,39569.68,27023.25,5383.48
2025-07-18,4058.55,25149.85,3175.77,22751.03,4189.5,1206.58,1525.86,7311.915,6303.72,39819.11,27314.01,5359.23
2025-07-25,4127.16,24968.4,3188.07,23383.13,4261.06,1217.15,1533.76,7543.503,6413.18,41456.23,27494.35,5352.16
2025-08-01,4054.93,24837.0,3196.05,23364.38,4153.83,1218.33,1533.35,7537.768,6306.13,40799.6,27020.43,5165.6
2025-08-08,4104.97,24565.35,3119.41,23434.38,4239.83,1259.07,1556.98,7533.385,6339.38,41820.48,27758.68,5347.74
2025-08-15,4202.35,24363.3,3210.01,24021.26,4230.53,1259.42,1576.34,7898.375,6315.93,43378.31,27905.49,5448.61
2025-08-22,4378.0,24631.3,3225.66,24334.48,4253.02,1253.39,1597.47,7858.851,6281.58,42633.29,28333.13,5488.23
2025-08-29,4496.76,24870.1,3168.73,23764.47,4269.7,1236.61,1575.12,7830.493,6155.57,42718.47,28564.45,5351.73
2025-09-05,4460.32,24426.85,3186.01,24233.1,4307.08,1264.8,1578.15,7867.348,6149.13,43018.75,29050.63,5318.15
2025-09-12,4522.0,24741.0,3205.12,24494.58,4344.24,1293.62,1600.13,7854.06,6109.21,44768.12,29283.82,5390.71
2025-09-19,4501.92,25114.0,3395.54,25474.64,4302.71,1292.72,1598.23,8051.118,6264.49,45045.81,29768.36,5458.42
2025-09-26,4550.05,25327.05,3445.24,25578.37,4265.98,1278.74,1609.05,8099.333,6027.12,45354.99,29761.28,5499.7
2025-10-03,4640.69,24654.7,3386.05,25580.32,4411.95,1293.61,1635.06,8118.301,6108.86,45769.5,30471.68,5651.71
2025-10-10,4616.83,24894.25,3549.21,26761.06,4427.06,1286.98,1622.25,8257.859,6037.79,48088.8,29850.89,5531.32
2025-10-17,4514.23,25285.35,3610.6,27301.92,4328.93,1274.61,1607.18,7915.656,6089.53,47582.15,30108.48,5607.39
2025-10-24,4660.68,25709.85,3748.89,27302.37,4422.21,1313.91,1613.27,8271.722,5988.02,49299.65,30353.07,5674.5
2025-10-31,4640.67,25795.15,3941.59,27532.26,4428.62,1309.5,1609.15,8163.875,5929.68,52411.34,30260.74,5662.04
2025-11-07,4678.79,25722.1,4107.5,28233.35,4492.24,1302.91,1619.13,8394.59,5759.37,50276.37,29912.19,5566.53
2025-11-14,4628.14,25492.3,3953.76,27651.41,4546.07,1269.26,1625.67,8370.436,5584.35,50376.53,30326.46,5693.77
2025-11-21,4453.61,25910.05,4011.57,27397.5,4469.14,1254.4,1617.57,8414.352,5997.13,48625.88,30160.65,5515.09
2025-11-28,4526.66,26068.15,3853.26,26434.94,4523.96,1256.69,1604.47,8508.706,6022.24,50253.91,31382.78,5668.17
2025-12-05,4584.54,26202.95,3926.59,27626.48,4531.36,1273.77,1616.52,8632.761,5949.22,50491.87,31311.41,5723.93
2025-12-12,4580.95,26186.45,4100.05,27980.89,4586.45,1254.1,1637.81,8660.499,6036.72,50836.55,31527.39,5720.71
2025-12-19,4568.18,26046.95,4167.16,28198.02,4569.78,1252.19,1665.9,8609.551,5920.87,49507.21,31755.77,5760.35
2025-12-26,4657.24,25966.4,4020.55,27696.35,4636.15,1259.25,1677.1,8537.911,6065.64,50750.39,31999.76,5746.24
2026-01-02,4629.94,26042.3,4129.68,28556.02,4656.12,1259.67,1669.76,8748.132,6135.06,50339.48,31881.99,5850.38
2026-01-09,4758.92,26328.55,4309.63,29349.81,4744.66,1254.09,1686.54,8936.754,6348.14,51939.89,32612.93,5997.47
2026-01-16,4731.87,25683.3,4586.32,30288.96,4849.1,1275.6,1712.74,9075.406,6464.67,53936.17,33040.55,6029.45
2026-01-23,4702.5,25694.35,4840.74,31408.7,4891.45,1314.39,1719.99,8951.01,6333.26,53846.87,33144.98,5948.2
2026-01-30,4706.34,25048.65,4990.07,31961.51,4905.13,1325.62,1740.88,8329.606,6328.97,53322.85,31923.52,5947.81
2026-02-06,4643.6,24825.45,5224.36,32063.75,4934.41,1354.01,1732.83,7935.26,6390.91,54253.68,32470.98,5998.4
2026-02-13,4660.41,25693.7,5089.14,31782.92,4937.78,1430.41,1739.54,8212.271,6384.58,56941.97,33073.71,5985.23
2026-02-20,4660.41,25471.1,5507.01,33605.71,5017.6,1479.71,1752.83,8271.767,6465.12,56825.7,33817.51,6131.31
2026-02-27,4710.65,25571.25,5808.53,33605.71,4995.07,1528.26,1716.61,8235.485,6611.24,58850.27,34339.99,6138.41
2026-03-06,4660.44,25178.65,6244.13,35414.49,4848.25,1410.37,1718.06,7585.687,6320.41,55620.84,33083.71,5719.9
2026-03-13,4669.14,24450.45,5584.87,33599.54,4842.27,1409.35,1698.85,7137.212,6058.94,53819.61,32541.93,5716.61
2026-03-20,4567.02,23151.1,5487.24,33400.32,4948.87,1432.99,1720.71,7106.839,6018.62,53372.53,31317.41,5501.28
2026-03-27,4502.57,23114.5,5781.2,33543.88,4898.18,1447.05,1712.65,7097.057,5972.83,53373.07,31960.65,5505.8
2026-04-03,4440.79,22819.6,5438.87,33112.59,4947.5,1454.0,1695.5,7026.782,5998.68,53123.49,33108.21,5692.86
2026-04-10,4636.56,22713.1,5377.3,32572.43,4989.41,1506.84,1691.31,7458.496,6098.21,56924.11,33695.76,5926.11
2026-04-17,4728.67,24050.6,5858.87,35417.83,4997.93,1482.45,1695.21,7634.004,5999.13,58475.9,34346.29,6057.71
2026-04-24,4769.37,24353.55,6191.92,36804.34,4922.86,1456.1,1720.34,7129.49,5943.49,59716.18,33904.11,5883.48
2026-05-01,4807.31,23897.95,6475.63,38932.4,4912.69,1493.69,1722.02,6956.804,5833.64,59513.12,33891.18,5881.51
2026-05-08,4871.91,23997.55,6598.87,38926.63,4921.9,1500.36,1748.06,6969.396,5960.97,62713.65,34077.75,5911.53
2026-05-15,4859.59,24176.15,7498.0,41603.94,4989.08,1517.95,1740.22,6723.32,5976.77,61409.29,33833.35,5827.76
2026-05-22,4845.1,23643.5,7493.18,41172.36,5068.15,1538.67,1712.67,6162.045,5961.4,63339.07,34471.36,6019.45
2026-05-29,4892.12,23719.3,7847.71,42267.97,5037.86,1568.37,1683.07,6127.381,5768.76,66329.5,34769.14,6050.54
2026-06-05,4816.92,23547.75,8476.15,44732.94,5049.96,1582.6,1693.43,5594.765,5938.38,66588.12,34413.45,6062.07
2026-06-12,4777.32,23366.7,8160.59,45070.94,5025.8,1592.41,1683.63,6007.656,5910.06,66020.04,34937.86,6187.63
2026-06-19,4941.6,23622.9,8123.62,44169.04,5192.7,1572.5,1712.03,6177.139,6135.35,71250.06,34857.34,6293.13
2026-06-26,4868.22,24013.1,9052.42,46465.2,5191.73,1542.34,1667.74,5896.134,6072.24,69360.88,34980.0,6221.55
2026-07-03,4842.17,24056.0,8411.21,44571.76,5244.29,1611.28,1679.05,5875.78,6188.03,69744.07,35274.84,6412.68
2026-07-10,4780.79,24270.85,8088.34,46780.62,5469.29,1621.55,1691.49,5924.36,6286.7,68557.73,35305.31,6269.97
2026-07-17,4529.1,24206.9,7475.94,45354.61,5509.43,1639.04,1731.45,6175.535,6404.11,64141.12,35263.86,6230.87
2026-07-24,4649.19,24334.3,6820.6,42671.27,5588.34,1644.39,1701.02,6196.43,6281.01,64611.15,35369.1,6280.94
