date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD,BRL,HUF,MXN,EUR,JPY,CAD,CLP
2014-12-12,0.94,5.446400000000001,3.9099999999999997,-1.25,3.464,4.639999999999999,0.6797,1.1736,-0.98,5.3904000000000005,1.0365,-2.1067,-0.2999,-2.8806,-0.9106000000000001,-2.06
2014-12-19,0.8899999999999999,5.8028,4.449999999999999,-1.49,4.1709,6.83,-0.49160000000000004,1.7198,-0.9689,3.9346000000000005,1.4015,-2.2024999999999997,-0.4274,-2.5465999999999998,-0.9639,-2.02
2014-12-26,1.0899999999999999,6.002,4.940000000000001,-1.9,2.7319,4.199999999999999,0.6573000000000002,1.6711,-1.2394,3.7527999999999997,1.5131999999999999,-2.8967,-0.4376,-2.5528999999999997,-1.0,-1.9000000000000004
2015-01-02,1.34,5.1954,3.4699999999999998,-2.26,2.6249000000000002,3.4700000000000006,3.2393,1.3096,-1.4259,4.2765,2.4041,-1.4762,0.0874,-2.4337,-0.47029999999999994,-1.3199999999999998
2015-01-09,0.95,3.6906000000000003,1.9899999999999993,0.1299999999999999,2.6849,-2.4799999999999995,2.1606999999999994,0.9314,-0.46309999999999996,5.9283,2.1083,-1.6492,0.1255,-2.4347,-0.4458,-1.2599999999999998
2015-01-16,0.95,1.605,1.5299999999999994,-0.11999999999999988,2.8459000000000003,-2.4099999999999993,1.0122999999999998,0.6227,-1.3254000000000001,4.411099999999999,2.358,-1.5109,0.05840000000000001,-2.5636,-0.3783000000000001,-1.2399999999999998
2015-01-23,0.8599999999999999,2.3716999999999997,0.9399999999999995,-2.4699999999999998,3.4002999999999997,-3.959999999999999,1.3136,0.8191999999999999,-0.9333,6.022399999999999,2.2688,-1.3868,0.12530000000000002,-2.4941,-0.6583,-0.9399999999999995
2015-01-30,0.9299999999999999,2.2434,3.2699999999999996,-1.65,4.0224,-0.41999999999999904,1.5544000000000002,1.2708000000000002,-2.711,4.823,2.3669000000000002,-1.3662,0.137,-2.5093,-0.6975,-0.40999999999999925
2015-02-06,0.94,3.0947,1.6799999999999997,-0.57,5.5782,0.28000000000000025,2.4732,1.2801,-2.9621999999999997,4.437600000000001,2.7488,-0.38359999999999994,0.5044,-2.5067,-0.14939999999999998,-0.7800000000000002
2015-02-13,0.6499999999999999,4.758500000000001,1.6399999999999997,0.9100000000000001,4.0907,2.3099999999999996,2.1931,1.2662,0.5683,4.7825999999999995,2.7318,-0.28549999999999986,0.4779,-2.4537999999999998,-0.18220000000000003,-0.7800000000000002
