date,CNH,INR,KRW,TWD,SGD,THB,MYR,IDR,PHP,JPY,CAD,EUR
2013-01-04,,,,,,,,,,,,
2013-01-11,,,,,,,,,,,,
2013-01-18,,,,,,,,,,,,
2013-01-25,,,,,,,,,,,,
2013-02-01,,,,,,,,,,,,
2013-02-08,,,,,,,,,,,,
2013-02-15,,,,,,,,,,,,
2013-02-22,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,
2013-03-08,,,,,,,,,,,,
2013-03-15,,,,,,,,,,,,
2013-03-22,,,,,,,,,,,,
2013-03-29,,,,,,,,,,,,
2013-04-05,-0.011686579239753137,,,,0.02537284147528318,0.09706308931925012,-0.01245479373538494,0.11368568182920846,,0.14839600136052233,0.016535302016270848,-0.03200126071988407
2013-04-12,0.00012885612024060578,-0.05704744419736407,-0.0035102343086581556,0.0143242976812612,0.025561987714528556,0.05341100286918188,0.003529746942703582,0.13455214177351316,0.10580260406684694,0.1829379397865214,-0.021684468392132672,-0.04998523074167238
2013-04-19,-0.0527373531979487,-0.06922634113200843,-0.03539705408441485,0.015633348244685763,0.025509383481598036,0.06274003636860215,0.01309067366812755,0.10042278721513753,0.11558254127449352,0.21160610954115455,-0.030972085369267432,-0.028494963740628876
2013-04-26,-0.014823501282505092,-0.09251003422137138,-0.03252776495297738,0.011412898318191367,0.007538857284504985,0.05591987755828942,0.04137085341684532,0.1190168259892399,0.12044645205105908,0.19779760659793233,-0.060389261976265374,-0.06357063727217138
2013-05-03,-0.11417940356753054,-0.049184503308666194,-0.02073027233935054,0.033100978975738826,0.017388966183455423,0.05433258722411782,0.05017165547853164,0.10514233481985968,0.10603859945009297,0.2156061963205964,-0.04391672463867202,-0.009882327792893442
2013-05-10,-0.10602097117958476,-0.02147449701186055,-0.006780555659246623,0.02092149444385072,0.030001346513209626,0.053096582999455855,0.04277795696370834,0.09228749630519495,0.1107872868528812,0.20523783585650435,-0.028782545416735417,0.04946521683740901
2013-05-17,-0.08697693896650627,0.006836912050431465,0.007562698653870825,0.02847525089970837,0.04778784127096003,0.06424600767247046,0.08501400703209328,0.10222254521100815,0.10758172075413341,0.26796339673022374,-0.007718117165319782,0.06297052664821923
2013-05-24,-0.0017538285165832335,0.036662115972930565,-0.018559192684260317,0.046170191336958766,0.047852297780613284,0.05546086880677148,0.08679558136574439,0.10104941490055452,0.08823404906558352,0.28483680504086806,-0.006998339424379552,0.06902100743834971
2013-05-31,-0.027198428593109725,0.056005862159910436,-0.016017517971802953,0.046636165149440245,0.03712751968132899,0.04313265103333386,0.07957282083243555,0.06895278710523556,0.09015257654555597,0.23031895814660608,-0.008325408519025856,0.0548507310540165
2013-06-07,-0.0001918148762154459,0.04509768084587584,-0.026521952355905043,0.030315637465644585,0.006617303608717151,-0.0031000443492326113,0.06736635898035459,0.039053660200934814,0.027164459368790972,0.11455529310090462,-0.01453292328565503,0.01486272498781549
2013-06-14,-0.022178324383107295,0.006746787356092909,-0.0024756317765231017,0.0294625961799575,-0.031321862495762076,-0.052600609688918,0.08700164915648134,0.009499642306412426,0.007090183971110164,0.024891136977220896,-0.03624759161374769,-0.0006018569670462881
2013-06-21,-0.08009713357340331,0.0014293495490971253,-0.032045909646203796,0.020934827435567627,-0.0302639919538521,-0.00930637371817511,0.07988713685480953,0.007926103159640263,-0.043334207305028016,0.027813125855514542,-0.04570822701882982,-0.005365511779416465
2013-06-28,-0.07387924042698746,0.027410691004149612,-0.030992983402043706,0.017989599135233902,-0.05711573875205822,-0.10853576197601367,0.04915387184418396,-0.09007733092358094,-0.10220989846146367,0.06496889421325136,-0.06097851073225158,-0.02881807619713772
2013-07-05,-0.12094076109025931,-0.002625505904592984,-0.09519895794228184,-0.015950012013661308,-0.046313673960920454,-0.02558759044777581,0.04904815610544322,-0.021996455238797452,-0.03970376906399409,0.06366913812546571,-0.016576998014119937,0.00667328373239684
2013-07-12,-0.10043067506642522,0.050724096275034825,-0.03372389598428782,0.014978511240812509,-0.038513899963291465,-0.05794826708005285,0.04249803967286159,-0.07013405954567808,-0.05840259033150019,0.059368158686480044,-0.016564276978416004,-0.014326717277802992
2013-07-19,-0.10758931549842021,0.05957124355014898,-0.048402811501811804,0.02277604307129444,-0.017761270320285405,-0.06120269123848221,0.045466932390779924,-0.0759021478615729,-0.05660830209625267,0.08557722511658383,0.032344173482275806,0.03798911292852836
2013-07-26,-0.11086876427961734,0.03831847426227242,-0.019472486440075265,0.035875904714766094,-0.04133697738400066,-0.06599300125306407,0.04928284840288999,-0.05238714980017711,-0.05928841008048913,0.04958373265544758,0.03734012110189511,0.012126972826573379
2013-08-02,-0.11413883002562297,0.026512709878984353,-0.03834357296043933,0.004970139097599358,-0.04051416926613882,-0.06694342883016446,0.06445849232715695,-0.055648552842573196,-0.06465245141485987,0.03133807958536927,0.016732478845426613,-0.007890131821167934
2013-08-09,-0.12278303867514495,-0.009771679248386178,-0.028326267284883855,0.0017648764777096204,-0.05664184269614658,-0.13263721842629117,0.00569920724373052,-0.09552130927815661,-0.10569593793649901,-0.009725704978608363,0.001124151348481206,0.009206246315531352
2013-08-16,-0.12564112861118826,-0.07289514397267816,-0.011049379115657842,-0.02202512211651353,-0.0657170388365742,-0.12808106294738053,0.005726411175317914,-0.10327543967880004,-0.12815429536366807,-0.10602998470167968,-0.005638615021027249,0.0027039446909968845
2013-08-23,-0.11973798760997045,-0.10588502479577144,-0.05488097233673983,-0.06314222094242616,-0.05938595094373156,-0.10602015860334113,0.008525028464419826,-0.12076652606005034,-0.10781981259967921,-0.06812632485780412,0.005487308359349186,0.0320322978375609
2013-08-30,-0.13077116213922135,-0.08283968992960133,-0.02740080403656009,-0.03530380675243272,-0.06956314768502558,-0.1547387478274258,-0.027592581063600186,-0.19519562140181002,-0.1307677704151029,-0.00830984377671129,0.008805096253725608,0.020162629103616325
2013-09-06,-0.07099583991065117,-0.0898165644303095,-0.06764805409201546,-0.047316290831295404,-0.05015164974047259,-0.15826357756965237,-0.02741117677928795,-0.1482187561433257,-0.09818855645355029,0.03893908581619421,0.022424542773240574,-0.000995326455564438
2013-09-13,-0.024711439548797287,-0.07211918553312913,0.0013038251708739068,-0.00909723847076549,-0.03642399625449144,-0.09217234247198824,-0.02202619747845347,-0.15618274791379783,-0.04382179882860271,0.08852542117313078,0.050678862709705896,0.049765877411437565
2013-09-20,0.07139929340981599,-0.022283492885724954,0.0343741168427707,0.028130142460552676,-0.0013291166534870058,0.00041405207653255616,0.00847835172384137,-0.031457863280410336,-0.007946184083287733,0.08505565533056014,0.058897900088185295,0.11741513699000805
2013-09-27,0.1001754189171562,0.03176965034160695,0.08991290163987298,0.04382912855779786,0.027268567769462848,0.023726212154817183,0.015825265864831906,-0.05001019177449528,-0.00633529741315364,0.07499006582026979,0.05434216351059895,0.11753581544147718
2013-10-04,0.07278267386797399,0.028666666921632,0.0735734528958103,0.018065327796113806,0.012680599576004425,-0.016678596511563448,0.0021925198233105903,-0.03968558975571845,-0.018737703979958553,0.03096906457840376,0.05679658220969053,0.11738191242034102
2013-10-11,0.057085651353520284,-0.0059310836967938485,0.09290676750150517,0.02819962001447429,-0.03074539250243724,-0.018040143164768097,-0.005103584421059182,-0.05404744832187802,-0.028345035814565378,-0.03378733870306583,0.02351101501925079,0.09052468377551381
2013-10-18,0.1194940318571236,-0.017069471114693258,0.06570830373885794,0.0173727194179083,-0.010496000452146603,-0.0163698282635254,-0.006691825423359887,-0.04425037246276631,-0.020017723029715384,-0.012772874821871838,0.016185055016475047,0.09077919311530014
2013-10-25,0.08695254758607707,0.01105129429087448,0.07882815918465624,0.035020701065487714,-0.013439306334385392,0.005409561957084641,-0.004446669558030969,-0.024400465568694685,-0.023302940187413412,0.030085025138870236,0.037872210599777745,0.10098143937574733
2013-11-01,0.052570479205062526,0.05021944493815411,0.07148260415560692,0.03517898901882077,-0.015137988264218194,0.02360479855801767,0.01947796073803687,-0.012998973814264403,0.0008964521901031475,-0.0264752710251841,0.06125670523254634,0.07650637436937746
2013-11-08,0.042374412894947255,0.07904102343204755,0.056111964670415126,0.030007419740007535,-0.008928533558519192,-0.0022157537207823097,0.017322070120210142,-0.04589883331277633,0.02789333089727819,0.04216644065099295,0.06148324032045238,0.0771151743846259
2013-11-15,0.001652179756543859,0.12668603708457304,0.08101608858492604,0.06552818036958818,-0.006362593976747988,-0.028576479986528014,0.00904056570523526,-0.020327996561009698,-0.026516308086224072,0.031490608483784044,0.0491313710822876,0.06136565139109429
2013-11-22,0.02751561142675918,0.1087725371563888,0.033170944745381625,0.037713875944714204,0.035748752718568255,0.059848435438214054,0.03919680108800083,0.0389504016205926,0.02961453617836618,0.10453868843240954,0.054902227674091364,0.07774575767627301
2013-11-29,0.03567964157453396,0.1014757925106533,0.0699392231157816,0.0378614518744147,0.04641751427906016,0.04883063383834063,0.03801599142568257,0.02886851307463445,0.0015904595536362365,0.1387567734588444,0.06311848444656576,0.11596489680416333
2013-12-06,0.03384302032894748,0.09139321826986091,0.04062512720196132,0.011759468839374065,0.04113227819614984,0.02576803402612704,0.05029732346000326,0.04421097976480581,0.03845036431822635,0.1221636623369573,0.0438331526512723,0.09624302022823983
2013-12-13,-0.014818563920651506,0.08366535151251497,0.04478546915025117,0.029285728261776,-0.001966486958933089,-0.028604922102782204,0.031216487876783106,-0.04552996670505394,-0.019476784125194158,0.06029121846789742,0.04287054165371984,0.038598612289543865
2013-12-20,-0.010692062223662369,0.067619990456528,-0.006999246130875214,0.027286644042529673,-0.05443038980643422,-0.10308671348124498,0.021152955809921714,-0.0934608179825478,-0.10793646757548814,0.043840384693014656,0.024621628419573938,-0.001801984037242299
2013-12-27,-0.05001138413304407,0.02566537984910333,-0.021505229682324156,0.020229652398500164,-0.03670713123941205,-0.05419029457547797,0.034240615287319365,-0.05295487515043007,-0.0892417715098901,0.07253143750797442,0.04234185096796139,0.04357088981815771
2014-01-03,-0.044807304978672136,0.07288822110491111,-0.014242509502635947,0.021378030972472928,0.003715111527645476,-0.09470730214816925,0.04646730768731544,-0.04101023309590879,-0.08158224817097981,0.14291814416774606,0.06297610546384114,0.06063767885086779
2014-01-10,-0.07472235882673672,0.0665488397555869,0.002650491892378426,0.02017750540512786,-0.015287454801024225,-0.17428413877698645,0.027064287041404178,-0.05977210642748432,-0.08718845373324768,0.12307451772949385,0.04968691460501695,0.03311752532237122
2014-01-17,-0.09560494099321293,0.018680437740801636,-0.0396723930009637,0.023340435767169154,-0.015475069621396997,-0.16773212823644457,0.014902928733771859,-0.06628537597917372,-0.12303148352926563,0.08869350587748848,0.04549504012140915,0.023085493378221855
2014-01-24,-0.08365019929933659,-0.0028962546942814527,-0.05707472765849442,0.010389863029196533,-0.01823249620658629,-0.11609617563529984,-0.0025119966494875356,-0.037503919925455875,-0.08830262865852667,0.11051635377073588,0.03582885633340105,0.03865652751490778
2014-01-31,-0.06017398205756219,0.018821259163534165,-0.0452014305191506,0.02944031228641819,-0.03989893884793361,-0.08347562336896619,-0.004339914588753047,0.001071936167090115,-0.061674656766891545,0.08046678536035223,0.0281147261018031,-0.007874600337640203
2014-02-07,-0.04678930753810828,-0.008041937477161198,-0.04968886249099658,0.024742100283718926,-0.048371336161117995,-0.09767734164930175,-0.0002494104227688254,-0.013032200602372868,-0.05066921598609753,0.057097716879090044,0.023390187788125516,-0.006926941319422397
2014-02-14,-0.06061185990478535,-0.008380907991472952,-0.02227283985698225,0.02791671428342113,-0.06056488168598406,-0.09146093947156242,0.010404544653430214,0.029817095394207627,-0.054273308586015645,-0.0474979357977503,0.02229211235292361,-0.005265053143903131
2014-02-21,-0.043637197211213063,0.0011634288629700507,-0.04233678942176411,0.025384608001344233,-0.043197154356029444,-0.03534704205783168,0.013752710608275542,0.0430802880540373,0.004725179919297773,-0.07200948017812792,0.04187717593840645,0.020431347595312843
2014-02-28,-0.0743022746745261,0.008784659358626712,-0.03342504644156108,0.04774075774373543,-0.024353208233492296,-0.05003772390002137,0.00989177701070787,0.08760737495863147,0.015904876072168506,-0.05217456819765687,0.0587333359601967,0.014483287948902301
2014-03-07,-0.11816999379555337,-0.0033491360456867625,-0.04349750074208725,0.022933988239776326,-0.0010891654824938257,-0.02697696065926536,0.004756180111587405,0.09994171173147492,0.06594870004529163,-0.030445340463872483,0.06760372932620129,0.05525481242525476
2014-03-14,-0.1042604623899619,0.002719983171491691,-0.000212099788695852,0.03197252456361177,0.022650703629180313,0.010347950998165878,-0.00440559334373436,0.11548222672075603,0.11682832147332434,-0.008412817675656825,0.08562305914304957,0.057647128225776
2014-03-21,-0.07060450572377608,0.056454309803481095,0.005978293857389794,0.03944364469292161,-0.006731324661167548,0.021703308687929024,-0.01806727432004518,0.15084123755160483,0.09103175793259766,-0.10226506449953554,0.05996310149359729,-0.014770692675286412
2014-03-28,-0.06486851115402636,0.03599416611804784,-0.032514232865492154,0.032653508015146215,-0.024545072550424152,0.046480815129201325,-0.022046015291037335,0.10943801657601071,0.07353490762582382,-0.12876354801070278,0.053571536610716564,-0.00479393172442677
2014-04-04,-0.06250866924306031,0.02827953955253726,-0.03421021300431448,0.004923979441830539,0.01291335341954003,0.1113769058275107,0.008677373758506413,0.11326460551256368,0.06692536727242704,-0.10305444753211113,0.05120649365010266,0.03137833752272101
2014-04-11,-0.008828570982915451,0.07514933480061714,0.01775384409429126,0.02633922018761936,0.021663405255218038,0.1032546717430014,0.01629045424618436,0.13252735664507043,0.11594968708996234,-0.05478478923439489,0.04589048086951486,0.03984437330287882
