date,INR,KRW,MYR,IDR,PHP,BRL,PLN
2019-02-08,-3.396000000000015,-2.5368999999999957,-11.79910000000001,,-11.849199999999996,-10.627999999999986,-0.5335000000000036
2019-02-15,-10.693000000000012,-2.7897999999999996,-16.491200000000006,,-11.8549,-9.631,0.952699999999993
2019-02-22,-12.658999999999992,-4.101000000000003,-13.350300000000004,,-11.359300000000005,-7.719999999999999,0.952699999999993
2019-03-01,-17.513999999999996,-3.490099999999998,-15.812600000000003,,-10.8566,-8.706000000000017,0.5383999999999958
2019-03-08,-21.428999999999988,-3.568900000000003,-15.8549,,-8.893699999999995,-8.701999999999998,0.5383999999999958
2019-03-15,-20.497,-2.4581000000000017,-14.603799999999993,,-9.411000000000001,-5.810000000000002,-0.5330000000000013
2019-03-22,-14.668000000000006,0.33270000000000266,-8.839899999999993,,-3.3114999999999952,17.46799999999999,2.98190000000001
2019-03-29,-10.75699999999999,5.004100000000001,-0.9350000000000023,,-0.4766999999999939,17.42700000000002,2.98190000000001
2019-04-05,-8.799999999999997,3.0109999999999992,-9.810999999999993,,-6.856900000000003,5.7169999999999845,3.467800000000011
2019-04-12,3.9110000000000014,3.542200000000001,-5.890100000000004,,-5.897100000000002,13.554000000000002,4.000800000000012
2019-04-19,-4.85199999999999,0.9396999999999984,-9.926700000000004,,-11.027699999999996,-7.799000000000007,-2.9857000000000085
2019-04-26,-3.9080000000000013,-1.980400000000003,-8.9317,,-7.428000000000004,-0.953000000000003,-2.0071999999999974
2019-05-03,-3.903000000000006,-0.9831000000000003,0.21240000000000236,,-5.735299999999995,-0.012000000000000455,-2.4930999999999983
2019-05-10,-8.799000000000007,1.5848000000000013,7.6137000000000015,,1.9547000000000025,1.9579999999999984,-3.489699999999999
2019-05-17,-1.948999999999998,3.176499999999997,11.806399999999996,,5.3936999999999955,13.75,-0.01809999999998979
2019-05-24,-1.948999999999998,3.3878000000000057,12.772299999999994,,6.367100000000001,5.8870000000000005,-0.017200000000002547
2019-05-31,1.9650000000000034,4.846400000000003,14.989099999999993,,14.492299999999993,10.842000000000013,-0.017200000000002547
2019-06-07,5.8770000000000095,0.01549999999999585,8.138100000000001,,5.933799999999998,-3.8870000000000005,0.9793999999999983
2019-06-14,0.9759999999999991,-1.936,1.0054000000000087,,1.4781000000000049,-18.60499999999999,0.003899999999987358
2019-06-21,0.9689999999999941,-4.072100000000006,-9.416099999999993,,-8.789099999999998,-29.29000000000002,-1.0833000000000084
2019-06-28,-3.9170000000000016,-4.634,-19.228199999999994,,-16.714099999999995,-30.31400000000002,-1.0139000000000067
2019-07-05,-3.9170000000000016,-3.7441999999999993,-20.7573,,-14.881,-21.476,-1.0139000000000067
2019-07-12,-2.932000000000002,-0.4842999999999975,-14.7879,,-10.372,-37.144000000000005,-0.03839999999999577
2019-07-19,-11.741900000000001,0.8948999999999998,-6.396700000000003,,-3.0968000000000018,-21.53,-0.9051999999999936
2019-07-26,-17.627499999999998,-3.147500000000001,-5.386700000000005,,-2.9662000000000006,-26.465999999999994,-0.9745999999999952
2019-08-02,-17.627499999999998,-0.907,4.9908,,4.9891000000000005,-13.725999999999999,-0.9745999999999952
2019-08-09,-17.6216,0.21600000000000108,6.866700000000002,,7.3777999999999935,2.9399999999999977,0.039299999999997226
2019-08-16,-8.804699999999997,0.22270000000000323,6.917200000000001,,6.911499999999997,8.868000000000023,1.0138999999999925
2019-08-23,1.9553999999999974,2.8530000000000015,4.4447000000000045,,4.890999999999998,17.685999999999993,1.027000000000001
2019-08-30,2.4402999999999935,3.179599999999997,-2.984400000000001,,-1.522199999999998,1.9799999999999898,1.027000000000001
2019-09-06,-5.4166000000000025,-2.9502000000000024,-9.853800000000007,,-9.872599999999998,-9.810999999999993,0.01310000000000855
2019-09-13,-7.352000000000004,-3.8299999999999983,-15.6939,,-13.237699999999997,-18.65400000000001,-0.9745999999999952
2019-09-20,-0.39990000000000236,1.1721999999999966,-3.869500000000002,,-3.854599999999998,-9.923999999999978,4.1299999999999955
2019-09-27,-2.9299999999999926,1.3137000000000043,-0.7006999999999977,,-1.3982000000000028,4.817000000000007,2.988100000000003
2019-10-04,4.9210000000000065,4.531300000000002,5.495200000000004,,4.035200000000003,15.595000000000013,2.988100000000003
2019-10-11,8.268100000000004,3.905299999999997,8.374899999999997,,5.563600000000001,14.89200000000001,2.6984999999999957
2019-10-18,-0.5644999999999953,-1.0030999999999963,-0.5279999999999987,,-1.990700000000004,-0.9350000000000023,-2.117900000000006
2019-10-25,1.4806999999999988,-3.9968000000000004,-6.117800000000003,,-6.933599999999998,-19.572000000000003,-1.9968000000000075
2019-11-01,1.4806999999999988,-4.764399999999998,-10.1841,,-8.9542,-19.545000000000016,-1.9968000000000075
2019-11-08,-3.8752000000000066,-5.466099999999997,-10.941699999999997,,-8.587899999999998,-16.88000000000001,-0.7194999999999965
2019-11-15,-3.9442000000000093,-4.028700000000001,-6.026700000000005,,-4.013399999999997,-7.806000000000012,-2.014499999999998
2019-11-22,-3.9442000000000093,-2.0717,-2.1537000000000006,,-0.09210000000000207,5.912999999999997,-0.993700000000004
2019-11-29,-2.9694000000000074,-1.245700000000003,-1.2779000000000025,,0.4882999999999953,6.881,-3.9412999999999982
2019-12-06,0.9748000000000019,-0.048799999999999955,2.4251000000000005,,2.4388999999999967,-0.9740000000000038,-3.9412999999999982
2019-12-13,-0.5041999999999973,-3.0172000000000025,-1.5042999999999935,,-2.0294000000000025,-21.587999999999994,-4.934999999999995
2019-12-20,-0.5076999999999998,-6.974500000000003,-7.428999999999995,,-6.960099999999997,-20.599999999999994,-4.945599999999992
2019-12-27,-1.4825000000000017,-6.5091,-6.468599999999995,,-6.489399999999996,-24.534999999999997,-1.9979999999999976
2020-01-03,-2.9720999999999975,-4.8886,-5.950299999999999,,-6.218699999999998,-16.691900000000004,-1.9979999999999976
2020-01-10,-1.4959999999999951,-3.1351999999999975,-5.068300000000001,,-4.0839,-0.9843000000000046,-4.947400000000002
2020-01-17,-6.430599999999998,-0.6124999999999972,-1.5676000000000059,,-0.06269999999999953,-5.901300000000006,-4.936800000000005
2020-01-24,-7.415700000000001,1.6715000000000018,2.4110999999999976,,3.8937000000000026,1.9699999999999989,-4.936800000000005
2020-01-31,-1.0242999999999967,3.7368999999999986,4.825099999999999,,6.059399999999997,5.906900000000007,-6.971600000000002
2020-02-07,-2.987000000000009,1.7281999999999975,1.930499999999995,,1.937100000000001,1.9703000000000088,-2.034799999999997
2020-02-14,-1.0054999999999978,1.7746999999999993,1.1778000000000048,,0.924199999999999,-5.91879999999999,-2.034799999999997
2020-02-21,-0.02039999999999509,0.7754000000000012,-2.5461000000000027,,-3.519300000000001,-8.872,-5.043799999999997
2020-02-28,-4.922200000000004,7.9939,13.887699999999995,,9.433,27.567000000000007,-3.0090000000000003
2020-03-06,17.71820000000001,11.302600000000002,24.841700000000003,,14.958400000000005,43.17799999999998,-3.0090000000000003
2020-03-13,98.6945,32.211,113.4011,,84.0586,144.6841,0.177500000000002
2020-03-20,179.3715,31.079499999999996,141.2613,,118.28670000000001,248.632,10.662700000000001
2020-03-27,202.1845,0.38119999999999976,56.18990000000001,,44.6016,142.211,10.662700000000001
2020-04-03,148.1797,9.193599999999996,68.64000000000001,,67.8977,207.54900000000004,11.0884
2020-04-10,70.16,-19.683299999999996,-41.485,,-24.5831,13.804000000000002,8.888599999999997
2020-04-17,-39.05099999999999,-23.8681,-77.38900000000001,,-70.06300000000002,-57.28800000000001,1.412399999999998
2020-04-24,-52.152000000000015,2.8628,6.8999999999999915,,-6.86269999999999,87.32899999999995,1.412399999999998
2020-05-01,-13.992999999999995,-7.0882000000000005,-14.467000000000013,,-34.1717,-37.94400000000002,1.9251999999999967
2020-05-08,-18.635999999999996,0.36759999999999593,1.0079999999999956,,-11.795000000000002,58.400000000000006,-2.070700000000002
2020-05-15,-1.4800000000000182,2.853200000000001,11.718999999999994,,4.857100000000003,53.63499999999999,-2.070700000000002
2020-05-22,-46.28200000000001,-9.5486,-21.4863,,-9.8399,-61.56999999999999,-2.062199999999997
2020-05-29,-66.332,-9.480799999999995,-28.36269999999999,,-11.7975,-33.70600000000002,-3.999699999999997
2020-06-05,-85.703,-11.515799999999999,-33.332499999999996,,-19.71999999999999,-104.04499999999999,-0.9904999999999973
2020-06-12,-74.19,-7.013999999999999,-33.351699999999994,,-18.750199999999992,-79.65199999999999,-0.04899999999999949
2020-06-19,-48.845,0.44250000000000256,-25.600499999999997,,-15.838700000000003,-41.91899999999998,-0.05750000000000455
2020-06-26,-33.624000000000024,0.4314,-14.820900000000009,,-7.972000000000008,-14.185999999999979,0.9519999999999982
2020-07-03,-4.705999999999989,1.8863999999999983,-6.971199999999996,,-1.0326000000000022,21.887,0.9519999999999982
2020-07-10,-4.84099999999998,-2.0547000000000004,-11.852800000000002,,-6.9443000000000055,-23.61700000000002,-0.997799999999998
2020-07-17,3.9420000000000073,-3.011800000000001,-6.4384000000000015,,-1.999600000000001,-31.51400000000001,-0.997799999999998
2020-07-24,-5.830999999999989,-4.0335,-12.371899999999997,,-7.940799999999996,-38.79000000000002,-1.0082999999999984
2020-07-31,-14.63900000000001,-2.555399999999999,-8.443600000000004,,-5.010800000000003,-11.425000000000011,-0.0373999999999981
2020-08-07,-14.63900000000001,-2.0657999999999994,-10.906500000000001,,-8.933999999999997,-20.328000000000003,1.9403999999999968
2020-08-14,-25.411999999999992,-3.0134000000000007,-12.877000000000002,,-10.412800000000004,-1.7949999999999875,1.9403999999999968
2020-08-21,-15.638999999999996,-2.017900000000001,-9.930999999999997,,-7.966299999999997,-4.7409999999999854,1.9403999999999968
2020-08-28,-19.584000000000003,-1.5078999999999994,-10.422800000000002,,-8.936299999999996,-3.8249999999999886,1.9528999999999996
2020-09-04,-24.5039,-1.0202000000000027,-10.994399999999999,,-9.4799,-9.693999999999988,0.9834000000000032
2020-09-11,-14.737099999999998,0.6572999999999993,-5.560199999999995,,-4.0426,-25.30000000000001,-0.012099999999996669
2020-09-18,-14.737099999999998,0.43189999999999884,-6.027700000000003,,-5.044800000000002,-17.474999999999994,-0.012099999999996669
2020-09-25,11.754999999999995,5.268699999999999,7.972300000000004,,8.462299999999999,32.778999999999996,2.9629000000000048
2020-10-02,16.674899999999994,4.516500000000001,12.982700000000001,,13.467199999999998,39.61099999999999,1.0031000000000034
2020-10-09,16.6841,1.5627999999999993,2.096199999999996,,2.556600000000003,13.255000000000024,1.9986000000000033
2020-10-16,6.888099999999994,3.0639000000000003,2.3449000000000026,-3.962999999999994,2.8530999999999977,12.288999999999987,1.9986000000000033
2020-10-23,-11.754999999999995,-2.235099999999999,-11.863900000000001,-16.004999999999995,-11.3692,-35.009000000000015,-2.9521000000000015
2020-10-30,-11.754999999999995,-0.4656999999999982,-8.417699999999996,-33.578,-9.421500000000002,-28.173000000000002,-0.9923000000000002
2020-11-06,-9.796000000000006,-0.4917999999999978,-5.953299999999999,-20.47,-5.949600000000004,-28.158000000000015,-1.9805000000000064
2020-11-13,-17.693799999999996,-3.5516000000000005,-8.2821,-19.388999999999996,-10.7605,-36.968999999999994,-3.981200000000001
2020-11-20,-17.220600000000005,-3.0310000000000024,-6.5560000000000045,-15.086999999999989,-6.560300000000005,-36.974999999999994,-2.988900000000001
2020-11-27,-14.766199999999998,-5.031000000000002,-12.229400000000005,-17.721999999999994,-12.000900000000001,-51.601,-2.988900000000001
2020-12-04,-20.692099999999996,-3.3489000000000004,-7.040199999999999,-19.551000000000002,-7.048199999999994,-33.05599999999998,-3.9915999999999983
2020-12-11,-2.0204999999999984,-0.5713000000000008,-0.8246000000000038,-8.936999999999998,0.16500000000000625,-26.241000000000014,-1.9909000000000034
2020-12-18,-2.49369999999999,-0.8476999999999997,-2.0792999999999964,-14.849000000000004,-3.5637999999999934,-24.27799999999999,-1.9909000000000034
2020-12-25,-4.950199999999995,0.1443000000000012,0.15170000000000528,-9.155999999999992,-0.5792999999999964,-19.465000000000003,-2.0426
2021-01-01,0.47570000000000334,0.7052000000000014,1.8845000000000027,-4.376999999999995,0.3920999999999992,-9.756,-1.050699999999999
2021-01-08,-1.9846000000000004,1.755700000000001,-0.9835999999999956,-4.409999999999997,-0.9832000000000036,1.0170000000000243,-1.050699999999999
2021-01-15,-0.01850000000000307,3.729400000000002,4.964399999999998,-1.3199999999999932,5.951899999999995,20.554000000000002,-6.974699999999999
2021-01-22,0.9739999999999895,3.490400000000001,4.730899999999998,-1.9789999999999992,4.9853999999999985,27.41300000000001,-5.9487999999999985
2021-01-29,2.4610999999999876,4.254899999999999,5.5001999999999995,8.689000000000007,6.257100000000001,31.341999999999985,-4.949799999999996
2021-02-05,5.4268,0.4831000000000003,3.2261999999999986,3.789999999999992,3.734400000000001,-7.850000000000023,-4.949799999999996
2021-02-12,0.00730000000000075,-2.0284000000000013,-3.474199999999996,2.309999999999988,-3.4545999999999992,-15.66500000000002,0.9742000000000033
2021-02-19,-3.977499999999992,-2.6678999999999995,-3.976700000000001,-2.9580000000000126,-2.7702000000000027,-9.73599999999999,0.0
2021-02-26,-1.9444000000000017,-1.8384999999999998,-2.3948000000000036,0.5009999999999906,-1.636800000000001,19.521000000000015,0.9609999999999985
2021-03-05,-0.4982000000000113,-0.7296000000000014,1.9863,7.084000000000003,2.9786,47.033000000000015,0.9609999999999985
2021-03-12,9.856099999999998,-0.4679000000000002,2.9654999999999987,15.004000000000005,3.459600000000002,45.04000000000002,0.9609999999999985
2021-03-19,22.005399999999995,2.5396,11.011400000000002,9.869,8.069600000000001,27.40299999999999,0.9609999999999985
2021-03-26,18.985500000000002,-1.3064,3.473399999999998,14.289000000000001,3.4542,26.046999999999997,3.5375000000000014
2021-04-02,11.856400000000008,-0.5633999999999979,2.121600000000001,13.498999999999995,1.5801000000000016,29.85299999999998,3.5375000000000014
2021-04-09,4.955500000000001,-0.4391999999999996,6.061799999999998,5.061999999999998,5.068100000000001,20.10499999999999,3.5375000000000014
2021-04-16,-4.199399999999997,-2.563200000000002,-1.7435000000000045,15.63600000000001,1.727400000000003,7.484000000000009,1.0435999999999979
2021-04-23,10.538200000000003,-1.341000000000001,1.4734000000000052,1.4150000000000063,2.442699999999995,-31.104000000000013,-2.4939000000000036
2021-04-30,12.771900000000002,-2.6631,1.8678999999999988,-2.2039999999999935,2.4204000000000008,-33.968999999999994,-3.5146000000000015
2021-05-07,9.828900000000004,-2.1156000000000006,-1.0707000000000022,-2.6700000000000017,0.16029999999999944,-45.71100000000001,-3.5146000000000015
2021-05-14,6.877899999999997,-2.985199999999999,1.4226000000000028,-2.5220000000000056,1.0041999999999973,-24.28400000000002,-1.020699999999998
2021-05-21,-8.350999999999999,-2.0396,2.161200000000001,-3.8299999999999983,1.9893,-10.647999999999996,-2.0105999999999966
2021-05-28,-6.385000000000005,-1.2965000000000018,0.012499999999995737,-1.563999999999993,0.48989999999999867,-20.447000000000003,-0.9898999999999987
2021-06-04,-9.834900000000005,-1.6499999999999986,-0.26259999999999906,-0.6129999999999995,-0.45580000000000354,-10.668999999999983,-0.9898999999999987
2021-06-11,-9.844399999999993,-0.8866000000000014,-4.5035000000000025,-2.4410000000000025,-5.089199999999998,-14.591999999999985,-0.9898999999999987
2021-06-18,-9.342500000000001,-0.5495999999999981,-2.8157000000000068,0.9529999999999887,-3.8736999999999995,-11.74799999999999,0.0
2021-06-25,-9.342399999999998,-0.18959999999999866,-1.4224999999999994,-1.358000000000004,-2.177199999999999,-13.751999999999981,-0.9879000000000033
2021-07-02,-2.9495000000000005,-0.20279999999999987,-2.1751999999999967,3.070999999999998,-1.9625999999999948,1.9240000000000066,-0.9879000000000033
2021-07-09,1.9724999999999966,0.2001000000000026,3.510000000000005,-5.0319999999999965,3.4934999999999974,13.652999999999992,-1.9750000000000014
2021-07-16,3.4410000000000025,0.0779999999999994,3.1247000000000043,-8.268,1.8896000000000015,7.873999999999995,-1.9750000000000014
2021-07-23,4.920900000000003,0.7386000000000017,4.916000000000004,-3.7590000000000003,3.7035999999999945,15.710999999999984,-0.9870999999999981
2021-07-30,6.885300000000001,0.7528000000000006,7.910799999999995,-6.668999999999997,6.650099999999995,11.789999999999992,-0.9870999999999981
2021-08-06,5.4158999999999935,0.2552999999999983,4.209399999999995,1.4599999999999937,3.9953000000000003,8.863,0.9780999999999977
2021-08-13,1.4775000000000063,-0.4460000000000015,2.443799999999996,-2.4709999999999894,3.4337000000000018,3.945999999999998,0.9780999999999977
2021-08-20,-2.4651000000000067,-0.867600000000003,-0.5217000000000027,-5.652000000000001,0.9072000000000031,17.638000000000005,0.9780999999999977
2021-08-27,-4.920100000000005,-1.0463000000000022,-3.6964999999999932,-9.105999999999995,-2.8333999999999975,0.0,0.9780999999999977
2021-09-03,-16.265299999999996,-0.8686000000000007,-8.423299999999998,-12.545999999999992,-7.696300000000001,-7.829999999999984,0.9587000000000003
2021-09-10,-13.806300000000007,-0.6745999999999981,-7.444899999999997,-7.868000000000009,-7.217399999999998,-0.9629999999999939,0.9587000000000003
2021-09-17,-13.313999999999993,-0.6678999999999995,-4.450400000000002,-5.899000000000001,-4.412199999999999,-9.758999999999986,0.9587000000000003
2021-09-24,-3.0773999999999972,1.4685000000000024,1.3843999999999994,6.820999999999998,1.5457999999999998,22.208,4.090600000000002
2021-10-01,9.385900000000007,1.5585000000000022,9.220100000000002,14.739999999999995,9.258000000000003,28.069999999999993,3.1319000000000017
2021-10-08,8.8921,3.2302,15.445700000000002,18.647000000000006,17.6881,27.95999999999998,3.1319000000000017
2021-10-15,15.781899999999993,2.5517000000000003,14.901000000000003,18.664,15.391100000000002,21.189999999999998,2.034399999999998
2021-10-22,3.088800000000006,0.31680000000000064,6.854900000000001,2.9989999999999952,8.0505,35.92400000000001,-1.0975000000000037
2021-10-29,1.4786000000000001,-0.517000000000003,1.5015999999999963,-0.9789999999999992,3.9452,42.70099999999999,-1.0975000000000037
2021-11-05,1.4784000000000077,-1.6526000000000032,-2.5626000000000033,-2.894999999999996,-0.5530000000000044,28.17100000000002,-0.10050000000000381
2021-11-12,-0.9716999999999985,-0.9329000000000001,1.1214000000000013,-1.5570000000000022,5.0824,31.959000000000003,0.9969999999999999
2021-11-19,0.983799999999988,-0.7618000000000009,1.471199999999996,-3.448999999999998,4.709200000000003,1.9379999999999882,0.9969999999999999
2021-11-26,0.983799999999988,1.427500000000002,6.532000000000004,6.828000000000003,10.002200000000002,21.468999999999994,0.9969999999999999
2021-12-03,4.420599999999993,1.8518000000000008,6.557200000000002,4.849999999999994,10.525999999999996,2.9329999999999927,0.0
2021-12-10,1.9512,1.8129999999999988,-7.480499999999999,-6.317999999999998,-3.5069000000000017,-14.519000000000005,0.0
2021-12-17,2.9428000000000054,2.1838999999999977,-9.424,-1.448999999999998,-2.981500000000004,-14.480999999999995,-0.926400000000001
2021-12-24,2.94380000000001,0.8832999999999984,-11.903000000000006,-10.275000000000006,-6.956200000000003,-55.41299999999998,-0.9677999999999969
2021-12-31,-4.918700000000001,0.3064999999999998,-13.850500000000004,-10.293000000000006,-10.907599999999995,-31.994,-11.910899999999998
2022-01-07,-7.866399999999999,2.2554000000000016,-5.386000000000003,-0.972999999999999,-3.9380000000000024,-6.675000000000011,-11.910899999999998
2022-01-14,-4.927499999999995,2.0394000000000005,3.9746999999999986,7.132999999999996,1.9720000000000013,0.05299999999999727,-10.984499999999997
2022-01-21,0.48919999999999675,2.3984000000000023,7.835900000000002,10.364000000000004,6.874900000000004,7.901999999999987,-10.943100000000001
2022-01-28,8.359899999999996,3.421900000000001,10.321000000000005,12.814999999999998,12.283899999999996,22.464,0.0
2022-02-04,10.814599999999999,2.429400000000001,12.296100000000003,12.743999999999986,14.299900000000008,8.843999999999994,0.0
2022-02-11,9.347699999999989,3.514900000000001,13.020000000000003,10.376000000000019,17.9056,8.77000000000001,0.0
2022-02-18,8.349000000000004,4.0229,8.929699999999997,8.319999999999993,14.319099999999992,6.793000000000006,-0.9801000000000002
2022-02-25,13.236000000000004,4.3687000000000005,11.448300000000003,18.02000000000001,18.2988,-7.811000000000007,-0.9801000000000002
2022-03-04,18.679000000000002,4.7818000000000005,14.7984,22.519000000000005,23.647599999999997,6.760000000000019,47.5842
2022-03-11,22.03500000000001,4.613199999999999,4.831800000000001,18.677999999999997,18.650900000000007,-5.869,42.630100000000006
2022-03-18,9.801999999999992,1.6815999999999995,-3.870599999999996,-7.471000000000004,-1.4094999999999942,-22.494,43.610200000000006
2022-03-25,-9.816000000000003,0.11149999999999949,-1.998500000000007,-11.837999999999994,0.019100000000008777,-4.431999999999988,46.298
2022-04-01,-21.623000000000005,-1.7458000000000027,-7.811300000000003,-27.48899999999999,-13.720200000000006,-19.992999999999995,-2.266300000000001
2022-04-08,-26.451000000000008,-1.4879999999999995,-1.2248000000000019,-24.312000000000012,-14.378800000000012,-10.312000000000012,0.8994
2022-04-15,-11.732,1.591899999999999,13.540099999999995,9.114000000000004,12.738600000000005,14.98599999999999,0.8994
2022-04-22,4.9879999999999995,4.724599999999999,12.753500000000003,7.121999999999986,7.857299999999995,8.84899999999999,-1.7883999999999958
2022-04-29,25.650999999999996,11.0671,23.578400000000002,29.611000000000004,26.524,20.511999999999972,-1.7883999999999958
2022-05-06,31.581000000000003,12.967400000000001,25.8438,35.418000000000006,34.09150000000001,23.572000000000003,1.0171999999999883
2022-05-13,28.77300000000001,14.771099999999997,25.86500000000001,32.426000000000016,31.577799999999996,18.462000000000018,1.0171999999999883
2022-05-20,22.751999999999995,12.824800000000003,18.7868,21.769000000000005,21.7158,22.358000000000004,1.0171999999999883
2022-05-27,-0.9489999999999981,5.9497,-6.927000000000007,-10.700000000000017,-8.863,-7.001999999999981,8.973199999999991
2022-06-03,-20.738,2.1188000000000002,-14.814599999999999,-18.744,-20.7046,-6.022999999999996,7.956000000000003
2022-06-10,-20.885000000000005,-0.38009999999999877,-19.787300000000002,-16.751000000000005,-22.683000000000007,20.607999999999976,7.956000000000003
2022-06-17,-2.9299999999999784,3.461599999999997,-3.965999999999994,5.942000000000007,1.0379999999999967,36.178000000000026,7.956000000000003
2022-06-24,12.263999999999996,2.8596000000000004,11.844400000000007,26.661,19.789,61.373999999999995,4.983400000000003
2022-07-01,18.182999999999993,7.8260000000000005,21.738299999999995,35.477000000000004,30.5766,60.033000000000015,9.970399999999998
2022-07-08,36.245999999999995,7.493600000000001,20.77029999999999,30.703000000000003,27.528999999999996,30.073000000000036,9.970399999999998
2022-07-15,40.839999999999975,2.0527999999999977,14.841999999999999,32.06399999999999,25.482000000000014,38.649,14.952399999999997
2022-07-22,14.126000000000005,-3.1156000000000006,-1.980400000000003,5.973000000000013,3.9470000000000027,13.629000000000019,9.968999999999994
2022-07-29,7.497000000000014,-12.141200000000005,-23.795299999999997,-25.480000000000018,-23.664,-19.27600000000001,9.969000000000008
2022-08-05,-19.488,-12.0201,-20.572999999999993,-28.623999999999995,-22.582999999999984,-15.420000000000016,9.969000000000008
2022-08-12,-60.67099999999999,-17.944999999999993,-37.12400000000001,-66.076,-57.63680000000001,-76.80500000000004,4.987000000000009
2022-08-19,-33.321,-10.1644,-17.7825,-28.593000000000018,-26.704300000000003,-31.994000000000028,4.987000000000009
2022-08-26,-24.67800000000001,-8.329499999999996,-2.9643999999999977,-10.847999999999985,-8.898600000000002,-15.281999999999982,0.0
2022-09-02,-8.891999999999996,-7.991700000000002,0.7814999999999941,7.305999999999983,5.904999999999987,-19.414000000000016,1.009999999999991
2022-09-09,9.902000000000001,-2.643100000000004,-3.435699999999997,7.338999999999999,6.437200000000004,-7.804999999999978,1.009999999999991
2022-09-16,-1.9920000000000044,-3.073699999999995,-1.0260999999999996,0.9210000000000207,0.0037999999999982492,-18.343999999999994,1.009999999999991
2022-09-23,21.548000000000016,14.589999999999996,27.741699999999994,37.047,36.38659999999999,18.843999999999994,3.394999999999996
2022-09-30,47.831999999999994,25.927300000000002,36.587500000000006,33.640000000000015,35.327,52.578,2.385000000000005
2022-10-07,34.00699999999999,24.3009,41.4867,48.591999999999985,44.09959999999998,61.613999999999976,23.899000000000015
2022-10-14,54.83200000000001,26.573,45.4058,52.33699999999999,49.945499999999996,59.35500000000002,23.899000000000015
2022-10-21,35.10899999999998,15.211000000000006,19.357,24.554000000000002,15.097000000000008,8.492999999999995,51.99799999999999
2022-10-28,0.12000000000000455,9.171099999999996,-9.867000000000004,-19.501000000000005,-18.56899999999999,-32.610000000000014,21.51400000000001
2022-11-04,0.10600000000002296,20.85450000000001,-2.4380000000000024,-14.609999999999985,-12.624999999999986,-37.66199999999998,0.0
2022-11-11,-30.182999999999993,-4.399900000000002,-44.5226,-57.111999999999995,-51.90589999999999,-33.60700000000003,-0.9800000000000182
2022-11-18,-28.073999999999984,-8.666000000000004,-40.1939,-56.855999999999995,-43.587,-23.037000000000035,-31.464
2022-11-25,-63.694,-17.214099999999995,-31.729299999999995,-41.172,-37.5029,-13.662999999999954,-0.9800000000000182
2022-12-02,-53.88900000000001,-29.134000000000007,-37.20139999999999,-47.672,-36.4423,-27.16300000000001,-0.9800000000000182
2022-12-09,-38.46600000000001,-2.2621000000000038,1.0489999999999924,-2.0829999999999984,2.9462999999999937,-34.099999999999994,-18.948999999999984
2022-12-16,-38.46600000000001,-0.5602000000000018,-7.895799999999994,-14.605000000000018,-11.846499999999992,-4.734999999999957,-18.948999999999984
2022-12-23,-4.954999999999998,4.590600000000002,3.0097999999999985,6.907999999999987,8.906899999999993,-6.782000000000039,-18.938999999999993
2022-12-30,0.0,7.6433000000000035,8.017899999999997,11.794999999999987,9.903300000000002,19.51400000000001,-23.930999999999997
2023-01-06,-0.49509999999999366,-2.395299999999999,-0.9829999999999899,-5.961000000000013,-3.946399999999997,15.665999999999997,-4.9820000000000135
2023-01-13,-4.4654000000000025,-8.063899999999997,-6.0486000000000075,-6.841999999999999,-1.0165000000000077,-18.344000000000023,-4.9820000000000135
2023-01-20,-8.939599999999999,-14.165700000000001,-13.854500000000002,-15.328999999999994,-12.349800000000002,-8.57899999999998,-4.992000000000004
2023-01-27,-8.939599999999999,-15.427800000000005,-14.862899999999996,-17.782999999999987,-12.871399999999994,-22.324000000000012,0.0
2023-02-03,-7.431900000000013,-10.213499999999996,-15.896800000000006,-17.73299999999999,-12.891199999999998,-31.091999999999985,-4.991
2023-02-10,2.4869000000000057,-3.6644999999999968,-1.8813999999999993,1.6550000000000153,1.012200000000007,-4.7450000000000045,-4.991
2023-02-17,6.961100000000002,1.199300000000001,1.9438999999999993,6.441999999999993,5.430599999999998,-13.592000000000013,-4.991
2023-02-24,13.881599999999992,4.860600000000005,4.9114999999999895,8.937999999999988,5.9405,4.045999999999992,-4.991
2023-03-03,12.869,4.2143000000000015,6.937999999999995,12.843000000000004,7.9238,-3.7009999999999934,0.0
2023-03-10,2.9724999999999966,1.4535999999999945,5.798400000000001,9.308999999999997,4.921099999999996,-4.7620000000000005,-19.951399999999992
2023-03-17,11.857500000000002,-0.37590000000000146,5.999499999999998,5.828000000000003,5.932200000000009,17.741000000000014,-19.951399999999992
2023-03-24,9.834000000000003,-0.05200000000000671,16.8673,19.74600000000001,17.81989999999999,16.882000000000005,-9.962999999999994
2023-03-31,9.834000000000003,0.8097999999999956,5.042400000000001,2.9209999999999923,3.9765000000000015,7.107999999999976,-9.962999999999994
2023-04-07,3.9599999999999937,1.558800000000005,-0.8646999999999991,-7.5049999999999955,-5.43719999999999,4.007000000000005,9.988399999999999
2023-04-14,-19.76960000000001,2.3286999999999978,-8.934399999999997,-11.765999999999991,-11.361000000000004,-27.899,9.988399999999999
2023-04-21,-21.69359999999999,0.9722000000000008,-15.88969999999999,-18.326999999999998,-15.82419999999999,-24.212999999999994,-4.969399999999993
