date,CNH,IDR,INR,KRW,MYR,PHP,SGD,THB,TWD,BRL,MXN,PLN,HUF
2013-01-04,6.212,9780.0,54.9252,1062.9,3.047,40.88,1.2292,30.4725,29.0355,2.0347,12.7632,3.15855,223.33
2013-01-11,6.18375,9890.7,54.7968,1056.58,3.0211,40.565,1.2247,30.28,28.943,2.03655,12.6444,3.08435,221.765
2013-01-18,6.19125,9838.45,53.9186,1059.38,3.0116,40.6775,1.22785,29.731,28.9665,2.04335,12.6694,3.1308,220.695
2013-01-25,6.2205,9787.5,53.8994,1084.5,3.045,40.7775,1.23445,29.946,29.287,2.0275,12.704,3.0982,220.985
2013-02-01,6.21275,9665.0,53.0615,1091.96,3.1065,40.575,1.24,29.78,29.625,1.981,12.6288,3.0413,212.76
2013-02-08,6.2215,9645.0,53.539,1091.22,3.0985,40.72,1.23725,29.79,29.7255,1.971,12.7264,3.1023,217.365
2013-02-15,6.2195,9665.0,54.3694,1082.68,3.0938,40.595,1.23765,29.9,29.5955,1.96085,12.6826,3.1318,218.875
2013-02-22,6.2345,9705.5,54.3434,1085.86,3.1017,40.75,1.2376,29.8435,29.6555,1.97165,12.762,3.16285,223.285
2013-03-01,6.2215,9712.0,55.048,1090.1,3.0965,40.74,1.23955,29.7985,29.6705,1.98085,12.7806,3.1836,226.745
2013-03-08,6.206,9682.0,54.371,1093.62,3.106,40.675,1.24815,29.7425,29.673,1.94885,12.672,3.1813,230.5
2013-03-15,6.20445,9713.0,54.0566,1112.46,3.1235,40.575,1.2484,29.5275,29.7345,1.97665,12.436,3.172,233.425
2013-03-22,6.20325,9762.0,54.3482,1117.12,3.1119,40.875,1.2488,29.29,29.873,2.01625,12.3739,3.2137,236.055
2013-03-29,6.206,9733.0,54.5576,1112.76,3.0938,40.855,1.2403,29.265,29.8405,2.0196,12.321,3.26115,237.135
2013-04-05,6.199,9748.5,54.8174,1137.54,3.0582,41.185,1.23985,29.265,29.948,1.9967,12.2892,3.1935,230.71
2013-04-12,6.18635,9702.0,54.6747,1132.8,3.039,41.26,1.2367,29.06,29.948,1.9775,12.0848,3.13415,225.41
2013-04-19,6.17455,9700.0,54.0002,1119.76,3.0355,41.15,1.2364,28.615,29.783,2.00365,12.2218,3.1351,228.295
2013-04-26,6.1675,9707.5,54.353,1110.56,3.0353,41.2,1.2365,29.2475,29.558,1.99935,12.1648,3.1925,231.765
2013-05-03,6.154,9747.5,53.8279,1097.32,3.0335,40.785,1.2338,29.68,29.535,2.01315,12.0952,3.1617,226.18
2013-05-10,6.15425,9750.0,54.9469,1115.8,2.9908,41.185,1.2391,29.81,29.7605,2.02495,12.1118,3.1989,226.73
2013-05-17,6.1465,9775.0,55.0793,1120.18,3.022,41.265,1.25685,29.8625,29.9805,2.03455,12.312,3.2553,226.69
2013-05-24,6.12385,9830.0,55.7702,1128.02,3.0487,41.69,1.2644,29.94,29.9255,2.04875,12.4994,3.24575,223.635
2013-05-31,6.15,9942.0,56.6978,1132.76,3.0955,42.342,1.265,30.428,29.99,2.13355,12.8348,3.30305,228.685
2013-06-07,6.1445,9974.4,57.1813,1121.6,3.0947,42.2605,1.2456,30.6455,29.732,2.13085,12.718,3.2019,223.25
2013-06-14,6.1333,9922.7,57.504,1126.82,3.1145,42.844,1.2502,30.5655,29.855,2.14105,12.6886,3.1709,217.58
2013-06-21,6.1335,10039.6,59.5834,1156.0,3.1995,43.9895,1.2765,31.1725,30.19,2.26145,13.3784,3.30965,228.32
2013-06-28,6.1368,9980.0,59.4435,1145.64,3.1605,43.095,1.2683,31.114,30.01,2.20825,13.0349,3.3317,226.69
2013-07-05,6.1378,10015.0,61.018,1151.0,3.1885,43.636,1.2754,31.2625,30.1575,2.26505,13.078,3.36015,230.54
2013-07-12,6.1415,9975.0,59.8932,1123.42,3.1775,43.35,1.263,31.1575,29.895,2.26455,12.8108,3.2933,223.875
2013-07-19,6.1354,10145.0,59.3922,1120.66,3.1923,43.275,1.2649,31.0225,29.8925,2.23615,12.5262,3.2263,225.135
2013-07-26,6.13525,10283.0,59.1925,1113.42,3.208,43.238,1.2648,31.1465,29.899,2.25285,12.738,3.1943,224.61
2013-08-02,6.12775,10265.0,60.895,1117.98,3.2575,43.531,1.2708,31.273,29.965,2.28775,12.6818,3.1829,224.37
2013-08-09,6.11825,10250.0,60.439,1111.82,3.2545,43.5475,1.2576,31.22,29.905,2.26705,12.5615,3.1351,222.375
2013-08-16,6.10845,10500.0,62.0793,1112.82,3.277,43.7245,1.2696,31.275,29.883,2.35785,12.8346,3.1677,224.465
2013-08-23,6.1129,10974.1,63.8682,1114.04,3.3005,44.11,1.2782,31.8725,29.88,2.38285,12.9648,3.15105,222.415
2013-08-30,6.1179,11275.0,66.985,1111.3,3.2847,44.535,1.27645,32.1625,29.93,2.3763,13.3395,3.23425,228.5
2013-09-06,6.11235,11530.0,64.8369,1087.82,3.3285,44.2,1.2735,32.2305,29.715,2.30225,13.24,3.2531,228.125
2013-09-13,6.11425,11180.0,63.2347,1085.76,3.29,43.795,1.2691,31.8635,29.6825,2.27765,13.0475,3.17185,226.61
2013-09-20,6.1113,11090.0,62.7955,1077.64,3.165,43.225,1.25125,31.0675,29.575,2.20755,12.7792,3.1251,220.995
2013-09-27,6.1165,11295.0,62.9065,1073.8,3.2275,43.343,1.2552,31.2825,29.557,2.25375,13.132,3.12,220.54
2013-10-04,6.1068,11185.0,61.4288,1070.72,3.1827,43.115,1.24585,31.305,29.345,2.20605,13.13,3.09215,218.43
2013-10-11,6.10665,10970.0,61.1979,1071.78,3.1785,43.11,1.24685,31.325,29.36,2.18105,13.0723,3.0918,218.515
2013-10-18,6.09055,10845.0,61.2714,1060.38,3.1565,43.065,1.23725,31.0725,29.375,2.16245,12.7907,3.047,218.515
2013-10-25,6.0763,10695.0,61.4133,1062.82,3.157,43.05,1.2365,31.07,29.395,2.18465,12.863,3.03015,212.105
2013-11-01,6.08875,11140.0,62.3955,1063.23,3.1725,43.435,1.2434,31.24,29.435,2.258,13.079,3.1118,220.5
2013-11-08,6.08135,11385.0,63.543,1067.89,3.1795,43.345,1.2471,31.5,29.525,2.33415,13.2792,3.1412,222.47
2013-11-15,6.07545,11360.0,62.8808,1061.08,3.2023,43.575,1.2465,31.58,29.565,2.3068,12.958,3.1078,221.46
2013-11-22,6.07455,11510.0,62.7238,1062.32,3.2155,43.855,1.2506,31.8325,29.5725,2.29005,13.0305,3.10315,220.735
2013-11-29,6.08525,11755.0,62.3671,1057.68,3.223,43.675,1.254,32.0675,29.595,2.3332,13.1054,3.08765,221.455
2013-12-06,6.06825,11785.0,61.1783,1053.62,3.2335,43.8625,1.2499,32.235,29.5415,2.33445,12.9595,3.05715,220.035
2013-12-13,6.0754,11990.0,62.1727,1054.42,3.2355,44.2,1.25565,32.0425,29.625,2.3372,12.956,3.04415,220.07
2013-12-20,6.06935,12110.0,62.041,1061.88,3.2874,44.52,1.2666,32.585,29.875,2.3844,12.9715,3.04245,218.52
2013-12-27,6.0726,12145.0,61.9634,1054.16,3.2878,44.3225,1.2666,32.8635,29.997,2.3519,13.0548,3.01055,215.015
2014-01-03,6.0496,12102.5,62.28,1054.61,3.2865,44.69,1.2661,33.0,29.97,2.37515,13.081,3.0634,219.61
2014-01-10,6.03365,11860.0,61.4638,1058.55,3.269,44.555,1.2668,33.005,29.997,2.36775,13.0123,3.0452,218.31
2014-01-17,6.02335,11880.0,61.603,1062.22,3.2969,45.1105,1.2745,32.835,30.114,2.3596,13.264,3.0711,221.96
2014-01-24,6.0419,12135.0,62.6667,1086.53,3.3325,45.4195,1.2799,32.8525,30.234,2.4132,13.4925,3.0725,223.56
2014-01-31,6.03785,12180.0,62.7999,1085.88,3.347,45.341,1.2782,33.035,30.3365,2.4207,13.3871,3.1522,231.46
2014-02-07,6.0278,11975.0,62.1534,1074.34,3.33,44.84,1.2677,32.8075,30.3075,2.391,13.3517,3.06795,226.84
2014-02-14,6.0341,11580.0,61.9026,1059.42,3.3068,44.487,1.2605,32.315,30.245,2.3872,13.2538,3.0307,225.88
2014-02-21,6.0958,11685.0,61.9895,1074.05,3.295,44.585,1.2676,32.535,30.3175,2.35575,13.263,3.02375,225.81
2014-02-28,6.1166,11560.0,61.7886,1069.06,3.277,44.6695,1.2667,32.603,30.2985,2.33585,13.2395,3.0206,224.515
2014-03-07,6.1112,11435.0,61.2369,1065.56,3.258,44.43,1.268,32.365,30.2465,2.3412,13.195,3.03265,225.625
2014-03-14,6.15735,11310.0,61.2589,1071.96,3.2795,44.6445,1.2651,32.265,30.3425,2.35985,13.228,3.04195,224.46
2014-03-21,6.1954,11395.0,60.8578,1078.15,3.3085,45.2275,1.2745,32.39,30.576,2.32155,13.22,3.0472,227.34
2014-03-28,6.2048,11335.0,59.8342,1067.58,3.2736,44.7325,1.2594,32.465,30.46,2.26325,13.0885,3.0334,224.575
2014-04-04,6.21355,11265.0,59.8057,1049.83,3.2795,44.77,1.2599,32.483,30.205,2.2379,13.0148,3.03885,223.2
2014-04-11,6.2098,11460.0,60.3747,1038.71,3.237,44.424,1.2479,32.28,30.0625,2.2033,13.061,3.0107,220.35
2014-04-18,6.22475,11392.5,60.2577,1038.01,3.2405,44.3165,1.25265,32.1875,30.1725,2.23875,13.0533,3.0272,223.34
2014-04-25,6.25975,11565.0,60.5898,1039.99,3.2703,44.562,1.2559,32.2475,30.292,2.23455,13.1352,3.0435,224.03
2014-05-02,6.25615,11507.5,60.0185,1029.6,3.266,44.52,1.2534,32.35,30.1725,2.21925,12.9985,3.03255,221.74
2014-05-09,6.23315,11454.5,59.8846,1025.39,3.229,43.56,1.249,32.62,30.1275,2.22205,13.005,3.0397,221.09
2014-05-16,6.23435,11335.0,58.6567,1024.31,3.234,43.7095,1.2508,32.5,30.1335,2.21225,12.9237,3.0546,222.29
2014-05-23,6.2338,11602.5,58.322,1024.43,3.212,43.6145,1.252,32.5675,30.106,2.2191,12.8658,3.048,221.7
2014-05-30,6.2477,11712.5,59.1963,1021.4,3.213,43.87,1.2537,32.85,29.9985,2.243,12.8686,3.0305,221.895
2014-06-06,6.24445,11752.5,58.9723,1017.72,3.2122,43.5125,1.2517,32.483,29.987,2.2422,12.898,3.0016,221.85
2014-06-13,6.2103,11792.5,59.6538,1020.56,3.2185,43.861,1.2501,32.378,30.0125,2.2349,13.0181,3.0453,226.815
2014-06-20,6.2279,11970.0,60.2548,1021.76,3.2235,43.8525,1.2509,32.455,29.986,2.2342,13.0178,3.072,225.73
2014-06-27,6.2166,12031.5,60.0286,1014.48,3.2132,43.7375,1.2495,32.46,29.8675,2.19575,12.9983,3.04685,226.95
2014-07-04,6.2066,11812.0,59.7906,1009.39,3.186,43.501,1.2453,32.385,29.885,2.21,12.9738,3.05,228.43
2014-07-11,6.20385,11615.3,60.0835,1019.86,3.186,43.46,1.2409,32.143,29.9375,2.2222,12.9826,3.0462,228.13
2014-07-18,6.2067,11614.3,60.3897,1029.94,3.183,43.5,1.2413,32.1375,29.9965,2.2361,12.9554,3.0651,229.39
2014-07-25,6.18985,11555.0,60.0208,1025.66,3.175,43.2965,1.2409,31.83,29.9575,2.2272,12.956,3.0831,229.37
2014-08-01,6.17525,11779.5,60.8291,1031.93,3.2127,43.675,1.2463,32.15,30.007,2.25375,13.1665,3.113,233.76
2014-08-08,6.15535,11736.0,61.1831,1030.28,3.2075,43.955,1.2509,32.148,29.995,2.299,13.2385,3.1346,233.49
2014-08-15,6.14725,11703.4,60.9242,1020.18,3.1545,43.7245,1.2461,31.9125,29.958,2.2729,13.0975,3.1403,234.47
2014-08-22,6.1598,11700.9,60.4777,1020.04,3.161,43.8965,1.24905,31.955,29.9675,2.28405,13.1462,3.1649,236.75
2014-08-29,6.1489,11720.4,60.5487,1014.77,3.152,43.678,1.2479,31.945,29.875,2.2374,13.076,3.1976,239.39
2014-09-05,6.1423,11730.0,60.2591,1021.63,3.1825,43.564,1.2535,32.065,29.887,2.24825,13.0845,3.2262,242.23
2014-09-12,6.13945,11847.5,60.8483,1036.45,3.1972,44.0065,1.2632,32.24,30.044,2.33125,13.2698,3.2467,243.195
2014-09-19,6.1444,11986.3,60.8412,1040.83,3.234,44.568,1.2663,32.1975,30.2215,2.36995,13.2363,3.2565,242.35
2014-09-26,6.14535,12134.0,61.3863,1048.35,3.2595,44.991,1.273,32.335,30.3365,2.43155,13.4545,3.2915,245.92
2014-10-03,6.1678,12253.3,61.7985,1074.48,3.2585,45.0405,1.275,32.6275,30.512,2.50425,13.489,3.3471,247.605
2014-10-10,6.14315,12224.8,61.3033,1071.9,3.2573,44.807,1.2739,32.445,30.424,2.4121,13.45,3.3155,242.38
2014-10-17,6.1394,12077.5,61.3237,1063.26,3.274,44.877,1.2753,32.3925,30.3895,2.44705,13.52,3.3079,239.54
2014-10-24,6.1241,12041.5,61.172,1056.54,3.279,44.764,1.2761,32.415,30.3985,2.45325,13.532,3.32585,243.52
2014-10-31,6.1262,12100.9,61.441,1073.93,3.2895,44.974,1.2855,32.608,30.4625,2.4539,13.483,3.3619,246.08
2014-11-07,6.1377,12161.5,61.3902,1088.36,3.3463,44.9235,1.2926,32.825,30.5825,2.5556,13.565,3.4041,249.14
2014-11-14,6.1301,12185.0,61.6903,1102.4,3.347,45.0045,1.2988,32.825,30.7295,2.6098,13.5345,3.3868,245.0
2014-11-21,6.13405,12092.5,61.5706,1109.62,3.3555,44.925,1.2977,32.7525,30.8955,2.5218,13.608,3.3804,245.075
2014-11-28,6.16075,12280.0,62.2108,1112.56,3.3828,44.9945,1.3035,32.858,31.0175,2.57555,13.8935,3.3539,245.74
2014-12-05,6.1563,12404.8,61.8694,1118.79,3.471,44.659,1.3224,33.0125,31.2325,2.6021,14.2895,3.3812,249.58
2014-12-12,6.1936,12532.3,62.5727,1103.45,3.495,44.548,1.31225,32.8125,31.3065,2.6704,14.7745,3.35465,247.81
2014-12-19,6.22145,12514.6,63.2977,1098.83,3.4767,44.72,1.3163,32.87,31.518,2.649,14.5938,3.4755,258.235
2014-12-26,6.21515,12402.0,63.6543,1099.8,3.4908,44.725,1.3216,32.928,31.693,2.6833,14.698,3.6065,260.26
2015-01-02,6.22745,12497.6,63.2364,1105.85,3.5165,44.841,1.3298,32.965,31.732,2.69165,14.8358,3.5764,264.405
2015-01-09,6.20665,12567.2,62.1211,1087.44,3.5625,44.863,1.3338,32.858,31.894,2.64195,14.585,3.5998,267.69
2015-01-16,6.2343,12611.6,61.6744,1077.91,3.5595,44.628,1.3274,32.573,31.494,2.6245,14.6153,3.7501,278.26
2015-01-23,6.2514,12445.7,61.4107,1076.54,3.603,44.021,1.3444,32.6,31.258,2.5841,14.6388,3.7423,275.72
2015-01-30,6.284,12767.5,61.9975,1104.5,3.6293,44.195,1.3529,32.775,31.731,2.6841,14.9638,3.71115,275.54
2015-02-06,6.252,12686.0,61.9525,1095.86,3.5473,44.336,1.3515,32.63,31.555,2.7735,14.8892,3.66965,269.5
2015-02-13,6.2445,12750.0,62.175,1097.7,3.5795,44.263,1.3544,32.583,31.3245,2.8173,14.8723,3.6686,268.21
2015-02-20,6.2793,12857.6,62.2552,1110.4,3.6205,44.234,1.359,32.5525,31.756,2.8731,15.0477,3.673,268.82
2015-02-27,6.2866,12981.2,61.7148,1101.05,3.6042,44.092,1.36,32.328,31.441,2.8591,14.9488,3.7,270.16
2015-03-06,6.2824,13036.2,62.7655,1112.26,3.653,44.249,1.3797,32.5375,31.589,3.053,15.438,3.8033,281.39
2015-03-13,6.28395,13273.5,63.1137,1138.21,3.6855,44.405,1.3912,32.945,31.717,3.26045,15.5026,3.9449,290.77
2015-03-20,6.20535,13180.0,62.2668,1114.53,3.7263,44.901,1.38255,32.6225,31.4085,3.22115,15.0501,3.8338,282.59
2015-03-27,6.21275,13063.9,62.5749,1104.64,3.6842,44.809,1.3684,32.56,31.216,3.2415,15.1781,3.76405,275.36
2015-04-03,6.19545,12962.5,62.049,1086.65,3.67,44.315,1.3564,32.4725,30.887,3.0571,14.7885,3.6971,272.1
2015-04-10,6.21715,12922.8,62.2506,1093.19,3.667,44.581,1.36495,32.523,31.2125,3.0833,15.17,3.7751,279.3
2015-04-17,6.1965,12855.9,62.4617,1082.27,3.625,44.279,1.3462,32.353,31.0155,3.0562,15.3027,3.728,279.09
2015-04-24,6.19675,12960.0,63.5685,1075.74,3.581,44.238,1.3329,32.568,30.6705,2.97465,15.3828,3.7062,279.06
2015-05-01,6.2144,12999.8,63.7222,1081.95,3.5615,44.655,1.3284,33.19,30.68,3.08125,15.5473,3.63085,271.15
2015-05-08,6.20905,13103.8,63.8734,1090.32,3.5968,44.617,1.33015,33.5525,30.723,2.9882,15.1581,3.60735,270.05
2015-05-15,6.20215,13106.7,63.3751,1087.96,3.564,44.3575,1.3195,33.4925,30.424,2.9772,15.0378,3.5437,268.58
2015-05-22,6.1988,13129.3,63.4662,1094.43,3.5852,44.596,1.33645,33.49,30.45,3.0637,15.281,3.72015,279.55
2015-05-29,6.2024,13217.2,63.7471,1113.1,3.6675,44.542,1.3487,33.655,30.8015,3.1928,15.4247,3.75495,282.23
2015-06-05,6.2119,13377.5,64.0768,1122.25,3.718,45.271,1.3576,33.935,31.0575,3.1589,15.6963,3.7421,281.42
2015-06-12,6.21325,13300.5,64.0694,1112.75,3.759,45.26,1.34385,33.6825,30.9275,3.1165,15.4213,3.68655,277.4
2015-06-19,6.20695,13330.5,63.4966,1103.71,3.7445,45.025,1.3353,33.655,30.7355,3.07705,15.3205,3.68595,276.56
2015-06-26,6.209,13327.3,63.5653,1122.49,3.7675,45.152,1.3499,33.8,31.024,3.1317,15.578,3.74815,280.34
2015-07-03,6.20555,13351.1,63.4536,1122.38,3.7775,45.093,1.3474,33.773,30.8825,3.1323,15.712,3.7735,283.64
2015-07-10,6.2156,13285.9,63.3695,1127.59,3.7938,45.079,1.3501,33.935,31.0235,3.1932,15.7473,3.73475,278.18
2015-07-17,6.2127,13355.8,63.4795,1149.31,3.8082,45.231,1.3662,34.218,31.11,3.1956,15.888,3.78325,284.615
2015-07-24,6.228,13474.5,64.1235,1172.61,3.8087,45.527,1.3728,34.933,31.509,3.33155,16.2535,3.7695,283.98
2015-07-31,6.21825,13522.2,63.8992,1162.29,3.825,45.637,1.3684,34.933,31.545,3.41075,16.0185,3.7565,278.6
2015-08-07,6.21645,13524.8,63.7899,1165.29,3.9235,45.795,1.3853,35.163,31.687,3.50555,16.1582,3.82675,284.18
2015-08-14,6.4518,13800.5,65.0646,1176.92,4.0795,46.13,1.40555,35.2575,32.138,3.4681,16.3598,3.76505,279.51
2015-08-21,6.44715,14025.2,66.1665,1194.2,4.1827,46.746,1.40455,35.6225,32.645,3.4945,16.91,3.725,278.0
2015-08-28,6.46025,13995.0,66.1961,1176.41,4.2,46.735,1.40615,35.8125,32.345,3.57415,16.7426,3.7689,279.85
2015-09-04,6.4613,14142.0,66.6915,1196.1,4.2585,46.87,1.4226,35.918,32.624,3.80455,16.8533,3.8027,282.35
2015-09-11,6.41145,14341.2,66.4653,1183.08,4.3175,46.795,1.41595,36.145,32.525,3.88725,16.8473,3.7286,278.17
2015-09-18,6.3854,14360.0,65.7179,1164.89,4.2043,46.294,1.39585,35.5475,32.31,3.90085,16.504,3.6955,272.68
2015-09-25,6.39705,14642.5,66.1402,1190.5,4.3855,46.755,1.4229,36.165,33.053,3.9471,16.933,3.78285,281.785
2015-10-02,6.36295,14685.8,65.3682,1178.53,4.4152,46.707,1.4322,36.5175,32.81,3.9777,16.8226,3.77145,276.66
2015-10-09,6.3417,13418.3,64.8108,1143.45,4.1325,45.701,1.3937,35.5255,32.217,3.7273,16.3808,3.71975,274.065
2015-10-16,6.36355,13465.9,64.7331,1129.24,4.1788,46.052,1.3815,35.2455,32.1895,3.8435,16.3891,3.7235,271.635
2015-10-23,6.3915,13562.5,64.9034,1131.55,4.2205,46.614,1.3954,35.5305,32.427,3.8856,16.515,3.85745,282.92
2015-10-30,6.32235,13699.2,65.4348,1140.73,4.2987,46.775,1.4005,35.6355,32.478,3.84475,16.5311,3.8536,281.49
2015-11-06,6.3885,13759.3,66.1202,1153.08,4.3105,47.16,1.4124,35.84,32.706,3.8384,16.864,3.925,293.21
2015-11-13,6.4088,13737.5,66.1857,1170.69,4.3735,47.19,1.4246,35.9405,32.86,3.8166,16.716,3.9505,290.26
2015-11-20,6.4176,13604.6,66.0982,1151.95,4.2845,47.016,1.4127,35.7155,32.463,3.7012,16.5078,3.9791,291.35
2015-11-27,6.44955,13797.6,66.9144,1155.72,4.2592,47.184,1.4128,35.8925,32.689,3.756,16.5438,4.031,294.22
2015-12-04,6.4425,13829.8,66.7063,1161.5,4.226,47.06,1.3958,35.7525,32.711,3.7464,16.682,3.96245,287.12
2015-12-11,6.53465,14135.8,67.1332,1189.62,4.2915,47.447,1.413,36.1475,33.0085,3.878,17.386,3.9684,289.08
2015-12-18,6.55295,13881.1,66.2826,1180.86,4.2927,47.321,1.4143,36.0975,32.879,3.89765,16.9875,3.9324,288.96
2015-12-25,6.5392,13600.8,66.0016,1169.13,4.3115,47.055,1.40565,36.048,32.788,3.9487,17.2748,3.8688,288.83
2016-01-01,6.57055,13881.5,66.204,1175.83,4.2935,46.859,1.41725,36.025,32.939,3.958,17.2195,3.94225,290.985
2016-01-08,6.6849,13941.2,66.8878,1207.46,4.3847,47.297,1.44135,36.34,33.363,4.0441,17.9308,3.99615,289.62
2016-01-15,6.6163,13987.4,67.7479,1216.95,4.3995,47.921,1.44015,36.35,33.605,4.05085,18.19,4.0285,286.82
2016-01-22,6.6064,13790.2,67.6044,1196.52,4.2995,47.723,1.42745,36.0125,33.397,4.11125,18.4485,4.11845,288.27
2016-01-29,6.59565,13690.0,67.8998,1208.68,4.1537,47.733,1.42315,35.67,33.513,4.0185,18.1666,4.0824,287.34
2016-02-05,6.5699,13635.0,67.7951,1205.88,4.1663,47.785,1.40535,35.6,33.393,3.92235,18.3668,3.96145,277.71
2016-02-12,6.51145,13492.5,68.2085,1208.38,4.17,47.521,1.39745,35.625,33.0585,3.9799,19.0992,3.92155,275.93
2016-02-19,6.52875,13480.5,68.8344,1232.59,4.2067,47.672,1.40755,35.755,33.32,4.0514,18.2885,3.94055,278.23
2016-02-26,6.53965,13373.5,68.7384,1240.03,4.213,47.519,1.40655,35.7225,33.291,3.98255,18.1301,3.99205,285.03
2016-03-04,6.50705,13049.2,66.9786,1199.56,4.121,46.768,1.37595,35.3625,32.599,3.734,17.7545,3.9312,280.08
2016-03-11,6.48515,13010.2,67.008,1186.03,4.0878,46.474,1.37205,35.065,32.6675,3.61975,17.7139,3.85195,278.19
2016-03-18,6.46015,13083.5,66.3983,1161.15,4.0533,46.504,1.35705,34.8775,32.358,3.60755,17.2984,3.77265,274.605
2016-03-25,6.5242,13287.1,66.9108,1169.3,4.0387,46.439,1.37115,35.275,32.587,3.675,17.5514,3.8177,280.78
2016-04-01,6.4806,13146.7,66.365,1151.11,3.8928,46.142,1.35145,35.235,32.283,3.57225,17.3815,3.7385,276.095
2016-04-08,6.4812,13110.0,66.49,1147.82,3.9018,46.11,1.3476,35.055,32.3285,3.62665,17.7321,3.7618,273.99
2016-04-15,6.4856,13197.0,66.5658,1146.75,3.905,46.135,1.3579,35.045,32.328,3.5293,17.5709,3.8,274.745
2016-04-22,6.5011,13182.5,66.6023,1146.48,3.8983,46.741,1.35255,35.0325,32.368,3.59075,17.4412,3.8804,276.19
2016-04-29,6.4858,13191.1,66.391,1142.33,3.9045,46.943,1.3443,34.9025,32.251,3.4523,17.14,3.8214,272.24
2016-05-06,6.51255,13354.5,66.5465,1170.25,4.0043,47.09,1.3601,35.12,32.384,3.5378,17.9976,3.8744,275.19
2016-05-13,6.5528,13328.0,66.9775,1177.22,4.0265,46.66,1.37245,35.4825,32.704,3.51255,18.1447,3.90305,279.82
2016-05-20,6.56355,13624.4,67.4752,1188.97,4.082,46.706,1.38205,35.7275,32.719,3.5425,18.4012,3.941,282.7
2016-05-27,6.5718,13594.0,67.035,1181.76,4.0802,46.69,1.3752,35.695,32.57,3.6163,18.475,3.944,282.89
2016-06-03,6.54995,13452.9,66.96,1168.94,4.1453,46.269,1.3606,35.3775,32.315,3.549,18.6506,3.865,275.28
2016-06-10,6.59745,13290.0,66.816,1167.02,4.0718,46.067,1.3555,35.1825,32.295,3.4327,18.4686,3.85995,275.78
2016-06-17,6.60145,13342.5,67.0734,1171.87,4.1007,46.424,1.35035,35.255,32.362,3.4294,18.8642,3.9426,279.42
2016-06-24,6.6305,13410.0,67.805,1168.07,4.09,46.869,1.34915,35.275,32.365,3.36835,18.8462,3.9872,285.03
2016-07-01,6.66685,13092.3,67.1863,1147.45,3.998,46.986,1.3441,35.055,32.218,3.24225,18.2873,3.96,284.87
2016-07-08,6.70195,13147.7,67.1881,1150.32,4.033,47.199,1.3454,35.215,32.265,3.3004,18.6197,3.9972,284.55
2016-07-15,6.7029,13106.4,67.0641,1137.18,3.9475,46.775,1.34755,34.955,31.941,3.2733,18.5126,3.9881,285.23
2016-07-22,6.68165,13118.0,67.1403,1137.39,4.057,47.124,1.35775,34.93,31.991,3.28285,18.5877,3.96785,285.23
2016-07-29,6.63735,13091.0,66.726,1111.91,4.0708,47.049,1.3436,34.795,31.788,3.2328,18.7416,3.89965,278.235
2016-08-05,6.66965,13134.0,66.8485,1115.59,4.0215,47.0,1.34785,35.035,31.572,3.1908,18.8577,3.86835,280.47
2016-08-12,6.6439,13086.9,66.8408,1101.19,4.0285,46.572,1.34455,34.7375,31.399,3.1574,18.2354,3.8171,277.39
2016-08-19,6.65795,13184.9,67.1353,1118.13,4.0128,46.407,1.347,34.6425,31.693,3.2224,18.2362,3.8069,273.9
2016-08-26,6.67925,13193.5,66.8748,1109.58,4.017,46.225,1.3508,34.565,31.614,3.206,18.2586,3.8278,273.41
2016-09-02,6.69615,13209.5,66.6564,1116.17,4.088,46.67,1.3601,34.585,31.674,3.24885,18.6823,3.91895,277.86
2016-09-09,6.69485,13188.8,66.892,1106.99,4.0685,47.492,1.35875,34.8475,31.583,3.2607,18.8611,3.87255,276.095
2016-09-16,6.6512,13176.3,67.1086,1127.35,4.1375,47.946,1.3675,34.93,31.695,3.30355,19.6658,3.8658,277.8
2016-09-23,6.6786,13066.9,66.6765,1103.98,4.1132,48.075,1.35905,34.625,31.325,3.22465,19.7204,3.8298,272.79
2016-09-30,6.6735,13028.9,66.587,1101.99,4.1357,48.399,1.36345,34.655,31.2635,3.24855,19.3546,3.8274,275.04
2016-10-07,6.7057,12949.7,66.57,1113.95,4.157,48.27,1.3729,34.885,31.4485,3.22295,19.2682,3.8316,271.97
2016-10-14,6.7337,13053.9,66.677,1132.08,4.2025,48.36,1.38875,35.29,31.7235,3.19375,18.9597,3.9132,277.66
2016-10-21,6.7717,13063.7,66.954,1137.63,4.1838,48.29,1.39535,35.145,31.7405,3.16115,18.6524,3.9843,283.91
2016-10-28,6.7906,13064.4,66.783,1147.67,4.2,48.53,1.39275,35.06,31.644,3.17425,18.735,3.96865,283.25
2016-11-04,6.76975,13122.6,66.74,1143.94,4.198,48.52,1.38325,34.965,31.476,3.24065,19.1205,3.889,274.92
2016-11-11,6.81895,13554.4,67.673,1165.12,4.2945,49.2265,1.41245,35.4275,31.922,3.4895,21.2028,4.0926,285.04
2016-11-18,6.9009,13358.2,68.138,1178.78,4.419,49.685,1.42655,35.5525,31.9775,3.39135,20.4278,4.206,292.44
2016-11-25,6.94805,13525.9,68.512,1176.58,4.4583,49.78,1.4282,35.6125,31.845,3.41785,20.6559,4.1616,292.03
2016-12-02,6.87465,13499.3,68.07,1168.88,4.4532,49.681,1.42145,35.6075,31.9095,3.46455,20.6328,4.212,293.97
