date,CNH,IDR,INR,KRW,MYR,PHP,SGD,THB,TWD,BRL,MXN,PLN,HUF
2024-12-13,7.27765,16021.2,84.819,1434.47,4.4495,58.711,1.3494,34.135,32.515,6.04875,20.1545,4.06605,390.015
2024-12-20,7.29735,16221.7,84.963,1446.71,4.506,58.806,1.3567,34.3025,32.637,6.0846,20.1065,4.10265,397.69
2024-12-27,7.2962,16189.1,85.487,1472.8,4.4707,57.96,1.358,34.0325,32.82,6.2029,20.2345,4.0952,394.05
2025-01-03,7.35995,16214.0,85.777,1469.83,4.5002,58.14,1.3711,34.545,32.943,6.1524,20.6595,4.14925,403.91
2025-01-10,7.35705,16244.4,86.138,1472.92,4.4975,58.6535,1.37205,34.6925,33.062,6.11155,20.702,4.1625,403.005
2025-01-17,7.3379,16367.0,86.572,1456.31,4.5065,58.4065,1.3665,34.365,32.867,6.03755,20.6835,4.1332,400.915
2025-01-24,7.24075,16119.0,86.166,1428.36,4.3775,58.3545,1.3455,33.5625,32.672,5.89645,20.1925,4.00615,388.01
2025-01-31,7.2919,16288.9,86.5635,1452.61,4.4602,58.4145,1.35535,33.5525,32.849,5.84075,20.6425,4.0538,392.035
2025-02-07,7.30545,16312.4,87.6835,1451.91,4.4397,58.087,1.353,33.7125,32.826,5.75695,20.558,4.0522,391.755
2025-02-14,7.2525,16187.9,86.639,1438.6,4.4358,57.731,1.3385,33.67,32.69,5.7211,20.2955,3.95755,381.905
2025-02-21,7.24975,16297.5,86.5945,1434.23,4.4183,57.924,1.3365,33.5875,32.777,5.7089,20.338,3.9805,385.97
2025-02-28,7.2926,16543.5,87.415,1461.08,4.4625,58.0205,1.34885,34.24,32.907,5.8701,20.5345,3.99525,384.645
2025-03-07,7.24065,16269.6,87.097,1447.96,4.412,57.3795,1.32995,33.6375,32.806,5.76605,20.27,3.8361,366.34
2025-03-14,7.24055,16326.8,86.943,1452.15,4.4462,57.252,1.3346,33.615,32.941,5.7305,19.86,3.84455,367.065
2025-03-21,7.25725,16530.3,86.036,1467.08,4.4205,57.3605,1.3365,33.94,33.017,5.6868,20.189,3.88205,368.725
2025-03-28,7.27015,16593.6,85.5455,1469.47,4.4383,57.4005,1.3409,33.925,33.171,5.7674,20.4225,3.8628,372.1
2025-04-04,7.29115,17014.8,85.604,1459.78,4.4367,57.379,1.34255,34.51,33.161,5.81265,20.5045,3.88235,370.23
2025-04-11,7.28905,16814.3,86.205,1426.49,4.4245,56.9865,1.31975,33.53,32.342,5.8906,20.3975,3.7935,361.055
2025-04-18,7.30385,16849.0,85.4005,1423.41,4.4137,56.78,1.31115,33.435,32.614,5.8073,19.728,3.7472,357.61
2025-04-25,7.29145,16832.3,85.361,1440.84,4.3737,56.238,1.31495,33.5925,32.558,5.67715,19.56,3.75815,357.085
2025-05-02,7.21225,16436.7,84.49,1393.66,4.2568,55.579,1.2927,32.98,30.67,5.63325,19.6265,3.76645,355.71
2025-05-09,7.23745,16518.6,85.385,1398.83,4.3007,55.4365,1.2971,32.9475,30.14,5.6775,19.4815,3.7579,358.525
2025-05-16,7.2098,16493.0,85.6225,1401.07,4.2937,55.83,1.3004,33.4425,30.202,5.6978,19.556,3.82555,361.27
2025-05-23,7.17355,16263.2,85.162,1367.56,4.2315,55.3605,1.2852,32.4875,29.97,5.6848,19.3065,3.7512,355.44
2025-05-30,7.2019,16343.8,85.533,1380.41,4.2568,55.816,1.28965,32.8325,29.888,5.73145,19.401,3.7446,355.96
2025-06-06,7.19315,16314.4,85.747,1361.28,4.2315,55.907,1.2898,32.74,29.968,5.61115,19.182,3.7629,353.86
2025-06-13,7.18535,16296.2,86.13,1368.67,4.2458,56.1825,1.2817,32.395,29.562,5.55225,18.9615,3.7,348.8
2025-06-20,7.1802,16421.8,86.607,1372.01,4.2535,57.27,1.2867,32.785,29.559,5.47085,19.135,3.7071,350.1
2025-06-27,7.17395,16233.4,85.4945,1360.99,4.2308,56.694,1.2762,32.5925,29.084,5.48695,18.8685,3.6197,340.34
2025-07-04,7.16535,16195.6,85.5035,1362.45,4.2225,56.452,1.27455,32.3925,28.958,5.4058,18.6405,3.6023,338.5
2025-07-11,7.1708,16218.3,85.819,1375.67,4.2535,56.493,1.2802,32.4,29.218,5.57185,18.6985,3.64645,341.975
2025-07-18,7.17745,16299.7,86.122,1388.78,4.2438,57.008,1.2837,32.4,29.392,5.5467,18.712,3.6472,342.635
2025-07-25,7.166,16343.7,86.5295,1382.66,4.2225,57.144,1.2813,32.425,29.495,5.52535,18.5645,3.6233,337.92
2025-08-01,7.19365,16404.5,87.28,1388.66,4.279,57.711,1.2902,32.5325,29.712,5.5485,18.9045,3.6972,344.56
2025-08-08,7.1903,16248.8,87.491,1390.15,4.2432,56.788,1.2851,32.315,29.876,5.4254,18.5505,3.644,339.15
2025-08-15,7.18545,16180.6,87.4785,1386.76,4.2133,57.002,1.2816,32.45,30.004,5.3935,18.6885,3.635,337.14
2025-08-22,7.17135,16222.5,87.2225,1381.08,4.2267,56.3925,1.28085,32.345,30.311,5.42205,18.5895,3.6302,336.76
2025-08-29,7.1228,16441.3,88.1805,1390.53,4.2248,57.1225,1.28305,32.2925,30.58,5.4276,18.645,3.6439,339.035
2025-09-05,7.12585,16378.8,88.163,1387.93,4.2292,56.66,1.2839,32.055,30.453,5.4088,18.6845,3.6226,334.57
2025-09-12,7.12575,16402.4,88.2418,1392.34,4.2032,57.135,1.2831,31.725,30.337,5.40195,18.501,3.6283,333.365
2025-09-19,7.117,16639.5,88.0986,1396.75,4.207,57.059,1.2844,31.8475,30.234,5.31835,18.359,3.6263,332.31
2025-09-26,7.1413,16713.9,88.7164,1409.18,4.2222,58.1645,1.29245,32.2075,30.488,5.34655,18.3695,3.65125,334.38
2025-10-03,7.13585,16582.2,88.7479,1405.99,4.2078,57.923,1.28905,32.3475,30.404,5.3225,18.409,3.62305,330.88
2025-10-10,7.13455,16586.4,88.6538,1424.21,4.2227,58.3005,1.298,32.725,30.581,5.3225,18.486,3.68375,337.925
2025-10-17,7.12935,16565.9,88.0169,1421.64,4.2265,58.1475,1.29595,32.81,30.665,5.43,18.44,3.63625,333.865
2025-10-24,7.12788,16613.0,87.8063,1439.42,4.2233,58.665,1.29899,32.705,30.836,5.3867,18.3866,3.65214,335.2
2025-10-31,7.1224,16643.4,88.763,1428.66,4.1885,58.688,1.30148,32.335,30.769,5.38605,18.5519,3.69007,336.219
2025-11-07,7.12683,16692.0,88.68,1462.54,4.1768,59.072,1.30182,32.41,30.999,5.34765,18.5096,3.66646,332.687
2025-11-14,7.09735,16723.1,88.6874,1453.59,4.1328,59.065,1.29865,32.4145,30.7022,5.2741,18.3105,3.63767,330.968
2025-11-21,7.11057,16719.8,89.6455,1475.14,4.1475,58.829,1.3085,32.4595,31.4079,5.41565,18.5078,3.69068,333.931
2025-11-28,7.06894,16649.6,89.35,1466.47,4.1328,58.6345,1.29513,32.114,31.4101,5.34515,18.326,3.64505,328.67
2025-12-05,7.06742,16691.2,89.936,1471.76,4.1108,58.938,1.29505,31.8265,31.2755,5.376,18.1662,3.63081,327.535
2025-12-12,7.05416,16655.2,90.6218,1478.76,4.097,59.0445,1.29168,31.561,31.3067,5.4174,18.0599,3.6028,328.313
2025-12-19,7.03465,16731.9,89.5855,1478.27,4.076,58.6275,1.29252,31.4345,31.5506,5.5118,18.0182,3.59251,330.454
2025-12-26,7.00295,16752.5,89.7363,1441.42,4.0485,58.749,1.2835,31.0135,31.4041,5.5348,17.8909,3.58264,329.064
2026-01-02,6.96759,16706.3,90.1031,1444.7,4.054,58.8065,1.28544,31.4255,31.3678,5.437,17.8807,3.58234,326.44
2026-01-09,6.97386,16843.2,90.2993,1460.07,4.0725,59.279,1.28694,31.3575,31.6385,5.3542,17.9715,3.61768,331.376
2026-01-16,6.96661,16918.7,90.7759,1474.88,4.0575,59.4235,1.28949,31.51,31.5994,5.3828,17.705,3.64213,332.278
2026-01-23,6.96224,16821.4,91.8566,1465.3,4.0068,59.1155,1.27731,31.114,31.5562,5.2838,17.4615,3.57713,324.847
2026-01-30,6.95145,16786.7,91.9148,1444.89,3.9453,58.8905,1.26906,31.486,31.5081,5.2377,17.347,3.53697,320.129
2026-02-06,6.93075,16850.1,90.587,1463.44,3.9475,58.425,1.27129,31.52,31.6323,5.22675,17.3148,3.56885,319.848
2026-02-13,6.90565,16828.2,90.5874,1444.78,3.9078,57.868,1.26393,31.128,31.4151,5.2364,17.187,3.55486,320.107
2026-02-20,6.89817,16865.3,90.8156,1446.34,3.903,57.982,1.26694,31.145,31.5707,5.1863,17.1555,3.58115,322.181
2026-02-27,6.86065,16787.3,91.0604,1440.0,3.8925,57.7625,1.26487,31.0155,31.3444,5.12875,17.2067,3.57202,319.168
2026-03-06,6.89761,16970.8,91.895,1485.54,3.9475,59.205,1.27958,31.86,31.8282,5.2839,17.7999,3.69185,340.277
2026-03-13,6.90255,16930.7,92.4731,1499.01,3.9375,59.745,1.28266,32.399,32.0732,5.2922,17.9453,3.73762,343.613
2026-03-20,6.90685,16956.4,93.7329,1504.43,3.9362,59.967,1.28237,32.8875,31.9991,5.29135,17.8922,3.70771,340.293
2026-03-27,6.91574,16979.5,94.9119,1510.47,4.011,60.454,1.28732,32.8215,31.993,5.2325,18.0255,3.71724,337.956
2026-04-03,6.88487,17001.3,92.6379,1510.36,4.03,60.362,1.28682,32.673,32.0104,5.16815,17.8683,3.71289,333.51
2026-04-10,6.82337,17082.2,92.9436,1482.42,3.9653,59.884,1.27272,32.0475,31.7467,5.02355,17.291,3.61899,319.962
2026-04-17,6.81244,17078.6,92.3715,1459.89,3.9505,59.478,1.26801,31.7615,31.4217,4.9786,17.1834,3.57444,305.071
2026-04-24,6.83478,17241.4,94.2037,1479.86,3.9645,60.715,1.27706,32.346,31.4946,5.0134,17.4134,3.62253,311.675
2026-05-01,6.82582,17302.3,94.7857,1466.66,3.9717,61.2415,1.27131,32.374,31.5987,4.946,17.3952,3.60572,307.266
2026-05-08,6.79755,17350.8,94.4235,1461.76,3.9212,60.521,1.2674,32.2285,31.3244,4.89545,17.2067,3.59526,301.224
2026-05-15,6.81188,17602.0,95.9212,1497.93,3.9565,61.608,1.27979,32.6345,31.554,5.06765,17.3505,3.64933,310.259
2026-05-22,6.79709,17692.5,95.6205,1517.61,3.9688,61.5895,1.27975,32.6665,31.4244,5.0272,17.3453,3.65523,309.243
2026-05-29,6.76205,17805.8,94.618,1503.98,3.9645,61.422,1.27537,32.466,31.3851,5.06125,17.346,3.62152,303.488
2026-06-05,6.78335,18125.2,95.2487,1553.85,4.03,61.67,1.28895,32.78,31.5448,5.12135,17.4145,3.66958,307.822
2026-06-12,6.76321,17788.9,95.0869,1516.0,4.0595,60.755,1.28317,32.719,31.6041,5.07425,17.1906,3.6667,304.199
2026-06-19,6.78472,17784.0,94.3223,1530.65,4.1363,60.6965,1.29193,32.937,31.6339,5.1377,17.3125,3.71175,306.642
2026-06-26,6.80277,17847.1,94.4051,1535.16,4.089,61.2895,1.29384,33.374,31.8743,5.1724,17.4667,3.76343,310.499
2026-07-03,6.78494,17971.2,95.2332,1532.74,4.0722,61.504,1.29143,33.17,31.9521,5.17255,17.4748,3.7474,308.812
2026-07-10,6.78205,18067.3,95.4126,1503.24,4.073,61.555,1.29169,33.2985,32.093,5.1109,17.5142,3.79406,311.562
2026-07-17,6.77875,17948.0,96.2939,1486.43,4.0968,61.653,1.29132,33.6285,32.3914,5.1133,17.5283,3.79383,316.841
2026-07-24,6.7716,17918.6,96.3942,1459.09,4.0907,61.812,1.2906,33.69,32.3371,5.08385,17.4969,3.80718,317.592
