date,US,KRW,THB,IDR,PHP,CNH,MYR,SGD,TWD,EUR,CAD,JPY,CLP,PLN,BRL,HUF,MXN
2013-06-14,1.01943,2.9858,3.3366,5.9136,2.9262,3.3463,3.3486,1.1115,1.0368,0.75,1.5752,,,3.197,5.0373,5.2328,
2013-06-21,1.40612,3.3113,3.606,6.4652,3.1415,3.6527,3.4936,1.4546,1.097,0.9752,1.8692,,,3.8031,5.4409,5.8463,
2013-06-28,1.38474,3.1824,3.455,6.7774,3.4988,3.4905,3.5423,1.3421,1.0729,0.9554,1.8647,,,3.6989,4.9898,5.3976,
2013-07-05,1.59456,3.2674,3.4766,6.8975,3.3255,3.364,3.508,1.3431,1.1874,0.8593,1.9259,,,3.4704,5.1302,4.9102,
2013-07-12,1.43392,3.1437,3.4507,7.572,3.4457,3.4771,3.5619,1.1111,1.1262,0.7846,1.7999,,,3.3174,5.1168,4.9214,
2013-07-19,1.30124,3.1494,3.4683,7.7685,3.0405,3.5736,3.6434,1.0723,1.1372,0.7541,1.7172,,,3.2614,4.6985,5.0786,
2013-07-26,1.36203,3.249,3.5178,7.5933,2.8791,3.7506,3.6835,1.1053,1.1416,0.8663,1.7975,,,3.3579,4.6493,5.1768,
2013-08-02,1.3571,3.3023,3.6363,7.4924,2.9392,3.7164,3.8004,1.1927,1.2257,0.8441,1.8307,,,3.4548,5.0678,5.3164,
2013-08-09,1.35702,3.2856,3.547,7.4754,2.9319,3.7726,3.6585,1.0883,1.2494,0.8782,1.8325,,,3.5179,4.896,5.2159,
2013-08-16,1.56765,3.3519,3.6171,7.7925,2.8875,3.958,3.6318,1.2316,1.277,1.0023,2.044,,,3.7432,5.4971,5.5398,
2013-08-23,1.63076,3.3773,3.6728,8.1108,3.0873,3.9898,3.7736,1.4015,1.2737,1.0927,2.0192,,,3.8711,5.4769,5.705,
2013-08-30,1.59888,3.2245,3.7924,8.3216,3.2104,3.9834,3.8155,1.4213,1.2659,1.0309,1.9571,0.289773,,3.8435,5.5061,5.8335,
2013-09-06,1.76682,3.3957,3.868,8.4224,3.1986,4.0315,3.7568,1.5739,1.2982,1.1046,2.1282,0.312613,,4.2113,5.4976,5.9235,
2013-09-13,1.70463,3.2541,3.8184,8.2669,3.1714,4.1057,3.6913,1.3783,1.2998,1.0815,2.1125,0.287168,,3.8795,5.4549,5.5861,
2013-09-20,1.47523,3.1578,3.6112,7.7481,3.3362,4.0629,3.559,1.0981,1.2468,1.029,2.0059,0.268844,,3.7601,5.1446,5.15,
2013-09-27,1.39772,3.1119,3.6044,7.666,3.4502,3.9965,3.6152,1.307,1.2648,0.9279,1.8989,0.251306,,3.8141,5.3095,5.1022,
2013-10-04,1.40921,3.0987,3.5464,7.6981,3.4691,4.0061,3.5408,1.2213,1.263,0.9584,1.9176,0.237568,,3.8138,5.3579,5.0862,
2013-10-11,1.41097,3.1848,3.5702,7.5581,3.4385,3.9971,3.5623,1.2768,1.2792,0.9634,1.9307,0.244058,,3.7528,5.3245,4.9274,
2013-10-18,1.33562,3.1224,3.4883,7.2509,3.4334,4.0714,3.4956,1.1876,1.2502,0.9408,1.8641,0.228885,,3.5621,5.4498,4.7753,
2013-10-25,1.27804,3.0584,3.4387,6.7755,3.3128,4.1427,3.4371,1.0448,1.2386,0.9019,1.725,0.230285,,3.4922,5.4177,4.6368,
2013-11-01,1.37354,3.1236,3.5626,7.0152,3.2017,4.1708,3.4574,1.127,1.2439,0.8023,1.8016,0.21992,,3.5252,5.6239,4.7135,
2013-11-08,1.41505,3.1689,3.5525,7.3314,3.252,4.2717,3.5357,1.0633,1.2211,0.8438,1.8647,0.217202,,3.6509,6.0923,4.9501,
2013-11-15,1.34817,3.276,3.6418,7.8771,3.2057,4.3771,3.6665,1.0688,1.2342,0.8122,1.8046,0.232499,,3.6498,5.6817,4.8665,
2013-11-22,1.35182,3.3342,3.6968,7.9964,3.2653,4.687,3.7729,1.0891,1.2278,0.8389,1.7888,0.225839,,3.6809,5.933,4.955,
2013-11-29,1.36363,3.3742,3.5146,8.0794,3.2729,4.5118,3.7885,1.1462,1.2145,0.817,1.7617,0.208646,,3.8004,6.0484,5.0693,
2013-12-06,1.50185,3.4098,3.5911,8.1978,3.4338,4.5766,3.8039,1.3725,1.2339,0.9315,1.8528,0.242813,,3.817,6.1194,4.8675,
2013-12-13,1.5309,3.3622,3.5649,8.1283,3.3899,4.6019,3.7903,1.4238,1.2221,0.9519,1.8474,0.242492,,3.7381,5.9129,4.8239,
2013-12-20,1.66841,3.2823,3.5456,7.9891,3.4695,4.6088,3.8117,1.4248,1.2074,0.9855,1.8675,0.241104,,3.6548,6.1538,4.7684,
2013-12-27,1.74083,3.2269,3.4237,7.9943,3.5629,4.6032,3.8326,1.5434,1.2323,1.0484,1.9858,0.253559,,3.6738,6.1339,4.673,
2014-01-03,1.72669,3.3527,3.3432,8.1527,3.6589,4.6554,3.8531,1.5531,1.2294,1.0233,1.9644,0.275106,,3.8212,6.185,4.7597,
2014-01-10,1.62164,3.3087,3.49,8.3157,3.8975,4.6166,3.7374,1.5165,1.2222,0.9788,1.7563,0.246984,,3.6747,6.1868,4.5237,
2014-01-17,1.62877,3.2885,3.4045,7.9887,3.947,4.6007,3.7651,1.4788,1.2271,0.9123,1.731,0.235642,,3.6325,6.2291,4.3651,
2014-01-24,1.56444,3.2502,3.4051,7.969,3.9813,4.4156,3.8561,1.4081,1.2046,0.8618,1.6391,0.217323,,3.7518,6.5919,4.6034,
2014-01-31,1.50977,3.265,3.4393,8.1765,3.9667,4.3587,3.8873,1.429,1.1831,0.7584,1.5964,0.215008,,4.1475,6.8686,5.1896,
2014-02-07,1.46074,3.2331,3.4339,8.178,4.0303,4.357,3.8274,1.291,1.2193,0.7763,1.6455,0.218594,,3.8358,6.4504,4.9714,
2014-02-14,1.52461,3.196,3.3506,7.9781,4.0577,4.3541,3.7904,1.2649,1.1529,0.7992,1.7029,0.201181,,3.8904,6.4372,4.9829,
2014-02-21,1.53293,3.1944,3.288,7.7903,4.0787,4.3789,3.7899,1.3479,1.1539,0.7886,1.6525,0.20155,,3.7956,6.0603,5.1482,
2014-02-28,1.50977,3.159,3.2569,7.8307,3.6931,4.19,3.7712,1.3517,1.1759,0.7861,1.6007,0.1963,,3.7738,6.0544,5.1233,
2014-03-07,1.63957,3.2317,3.2823,7.6692,3.5967,4.2491,3.7596,1.3647,1.1893,0.8091,1.7013,0.204244,,3.7532,6.222,4.9868,
2014-03-14,1.52624,3.1408,3.2087,7.5425,3.4065,4.291,3.7299,1.369,1.1844,0.7382,1.5971,0.207582,,3.7371,6.2847,4.9835,
2014-03-21,1.71378,3.1992,3.3081,7.551,3.4852,4.2758,3.7421,1.4723,1.1655,0.8129,1.7185,0.195651,,3.7023,6.5051,4.9116,
2014-03-28,1.73639,3.1713,3.2659,7.5528,3.5356,4.2866,3.768,1.4919,1.1705,0.7359,1.6958,0.210191,,3.6657,6.1832,4.8226,
2014-04-04,1.70218,3.2009,3.2653,7.4582,3.5728,4.3024,3.7654,1.4852,1.1801,0.7198,1.7476,0.218772,,3.5136,6.1315,4.6796,
2014-04-11,1.56582,3.168,3.2247,7.4534,3.635,4.2984,3.7304,1.3698,1.161,0.7169,1.6432,0.205227,,3.5004,6.112,4.6724,
2014-04-18,1.72909,3.1846,3.1594,7.4473,3.6536,4.225,3.7331,1.3726,1.1611,0.7228,1.7105,0.205953,,3.6103,6.1379,4.665,
2014-04-25,1.72818,3.1828,3.072,7.495,3.7033,4.2619,3.7179,1.4293,1.1215,0.7252,1.6616,0.218145,,3.5925,6.0836,4.5997,
2014-05-02,1.67581,3.1631,3.0891,7.4981,3.7255,4.2866,3.6771,1.3767,1.1193,0.6689,1.627,0.20841,,3.4973,6.1695,4.3438,
2014-05-09,1.62167,3.1082,2.9976,7.5122,3.7868,4.1608,3.6771,1.3137,1.1197,0.658,1.631,0.209931,,3.402,6.1215,4.2057,
2014-05-16,1.54593,3.0801,2.9698,7.4887,3.6739,4.1707,3.7081,1.2471,1.107,0.5722,1.5543,0.200831,,3.3214,6.1204,3.9557,
2014-05-23,1.52414,3.0873,3.1232,7.5122,3.5877,4.1813,3.7957,1.323,1.1236,0.5807,1.5904,0.206146,,3.231,5.9323,3.7528,
2014-05-30,1.52771,3.0475,3.2336,7.5299,3.4966,4.0636,3.776,1.2854,1.1203,0.5542,1.5392,0.203295,,3.2352,5.7411,3.6847,
2014-06-06,1.65104,3.0738,3.1753,7.5288,3.4855,4.0327,3.7789,1.2638,1.1377,0.4978,1.6101,0.198488,,2.9817,5.714,3.2654,
2014-06-13,1.69466,2.9977,3.251,7.5218,3.5994,3.9698,3.7772,1.3298,1.1787,0.5147,1.6127,0.202199,,3.0015,5.5896,3.4151,
2014-06-20,1.69869,2.9025,3.2309,7.5458,3.6882,4.006,3.7707,1.323,1.2401,0.5139,1.641,0.194392,,3.1695,5.7078,3.4868,
2014-06-27,1.63644,2.897,3.2346,7.6998,3.7083,4.0247,3.7632,1.2334,1.2404,0.4818,1.5987,0.180408,,2.9845,5.6789,3.3219,
2014-07-04,1.74007,2.8331,3.3259,7.6454,3.7638,4.1306,3.7335,1.2135,1.2705,0.453,1.6632,0.182845,,2.95,5.7017,3.3533,
2014-07-11,1.64141,2.7877,3.2848,7.6164,3.6036,4.1207,3.7242,1.1757,1.2698,0.4302,1.5726,0.159419,,2.9459,5.7801,3.3615,
2014-07-18,1.66626,2.7267,3.194,7.6415,3.6064,4.2132,3.6802,1.1912,1.2551,0.4216,1.5271,0.175003,,2.9009,5.634,3.3674,
2014-07-25,1.67636,2.7206,3.2046,7.6579,3.6566,4.1622,3.7016,1.2461,1.2675,0.4148,1.5099,0.171842,,2.7709,5.5869,3.3528,
2014-08-01,1.67087,2.8155,3.2591,7.6731,3.6552,4.1351,3.693,1.3461,1.2414,0.4084,1.5089,0.168724,,2.9707,5.8335,3.9298,
2014-08-08,1.60854,2.7335,3.1404,7.8293,3.6895,4.1488,3.658,1.3061,1.2085,0.3751,1.4601,0.157138,,2.8719,5.7203,3.9788,
2014-08-15,1.53941,2.7877,3.1579,7.8076,3.6373,4.0917,3.6786,1.3584,1.2147,0.3249,1.4471,0.163335,,2.6952,5.6263,3.7281,
2014-08-22,1.6597,2.8525,3.1975,8.0046,3.6585,4.1181,3.7076,1.3829,1.255,0.3436,1.5199,0.169509,,2.6659,5.5415,3.5624,
2014-08-29,1.62499,2.7621,3.1246,8.0024,3.6889,4.1336,3.6965,1.3863,1.2162,0.2831,1.4887,0.168674,,2.567,5.4051,3.635,
2014-09-05,1.6874,2.7843,3.1776,7.8427,3.7176,4.1375,3.7099,1.4964,1.2792,0.2431,1.5564,0.17711,,2.4008,5.3224,3.544,
2014-09-12,1.81689,2.7126,3.1601,7.9006,3.7636,4.1599,3.7423,1.6512,1.3388,0.3299,1.6734,0.19175,,2.5268,5.7993,3.7735,
2014-09-19,1.81759,2.6729,3.1423,7.9942,3.7954,4.0386,3.7107,1.6814,1.3709,0.31,1.6892,0.183973,,2.4545,5.7461,3.6009,
2014-09-26,1.80251,2.5839,3.103,7.984,3.7854,4.0871,3.6997,1.6646,1.3824,0.2686,1.6244,0.169797,,2.3673,5.6406,3.6302,
2014-10-03,1.73519,2.493,3.0423,8.2219,3.7515,4.0572,3.6858,1.6074,1.3519,0.2725,1.5863,0.162866,,2.4053,5.6768,3.6156,
2014-10-10,1.55779,2.4999,2.9767,8.1895,3.7209,4.052,3.6788,1.4881,1.3131,0.2502,1.5081,0.157596,,2.1587,5.5951,3.447,
2014-10-17,1.41835,2.4441,2.8344,8.1004,3.7201,3.8358,3.6526,1.3952,1.2354,0.2867,1.4103,0.13519,,2.0816,5.5964,3.3417,
2014-10-24,1.49565,2.4106,2.8129,7.9264,3.701,3.7416,3.652,1.4157,1.3047,0.2847,1.4778,0.125554,,2.0822,5.8101,3.3524,
2014-10-31,1.61118,2.3439,2.8618,7.9109,3.7158,3.6774,3.6613,1.4851,1.3064,0.241,1.5269,0.122885,,2.0175,5.8259,3.1798,
2014-11-07,1.59183,2.3336,2.7447,7.8543,3.7748,3.5447,3.6361,1.5589,1.3144,0.2292,1.5156,0.139639,,2.1282,6.03,3.143,
2014-11-14,1.60371,2.4463,2.6475,7.8962,3.7092,3.5568,3.6468,1.5354,1.3184,0.2149,1.5129,0.148763,,2.1079,6.0716,2.9632,
2014-11-21,1.61072,2.3938,2.5603,7.7302,3.6448,3.6018,3.7422,1.5238,1.303,0.2248,1.5024,0.12204,,2.0308,5.7162,2.9031,
2014-11-28,1.50814,2.2719,2.5395,7.6697,3.5745,3.488,3.712,1.468,1.3093,0.2005,1.3589,0.102963,,1.9659,5.6642,2.8463,
2014-12-05,1.6823,2.3944,2.4961,7.7561,3.5684,3.6755,3.7681,1.5107,1.3008,0.2286,1.4708,0.076905,,2.2232,5.7974,2.9702,
2014-12-12,1.52951,2.379,2.4594,7.8796,3.5177,3.7512,3.9694,1.5401,1.3042,0.1774,1.298,0.078805,,2.2094,6.1126,2.8838,
2014-12-19,1.65206,2.421,2.5811,8.0616,3.5991,3.716,3.9961,1.7856,1.3283,0.1594,1.3655,0.052905,,2.1897,6.3306,3.1923,
2014-12-26,1.75612,2.3578,2.6058,7.8482,3.6591,3.5873,3.9398,1.727,1.2835,0.1408,1.4393,0.043996,,2.146,6.2641,3.11,
2015-01-02,1.61843,2.3334,2.4597,7.6946,3.673,3.5961,3.942,1.7176,1.275,0.0949,1.3109,0.03439,,2.0862,6.1938,3.111,
2015-01-09,1.44178,2.2478,2.315,7.6897,3.5092,3.572,3.9798,1.5925,1.2195,0.0934,1.226,0.019906,,1.9462,5.9106,2.885,
2015-01-16,1.28471,2.1385,2.2693,7.4646,3.4268,3.5164,3.854,1.2925,1.0925,0.0333,1.0951,0.01404,,1.8748,5.7757,2.6432,
2015-01-23,1.3243,2.1401,2.3027,7.0599,3.35,3.4304,3.8499,1.422,1.1385,0.0132,0.8036,0.025198,,1.7439,5.7655,2.3292,
2015-01-30,1.18537,2.0792,2.3682,6.9203,3.2927,3.4536,3.7376,1.4275,1.1033,0.0196,0.629,0.045574,,1.6843,5.7948,2.3421,
2015-02-06,1.46238,2.0704,2.3885,6.8885,3.3015,3.4167,3.6616,1.4556,1.1116,0.0162,0.7887,0.095686,,1.8876,5.9148,2.489,
2015-02-13,1.51616,2.1922,2.4827,7.2537,3.3929,3.3551,3.7393,1.6067,1.1065,-0.0011,0.7614,0.127713,,1.843,6.2147,2.4946,
2015-02-20,1.60523,2.1938,2.5443,7.0195,3.5096,3.3109,3.7376,1.7723,1.1125,0.0056,0.7427,0.105647,,1.9868,6.2939,2.6227,
2015-02-27,1.49882,2.1503,2.4791,6.798,3.3544,3.3285,3.6766,1.7367,1.1068,-0.0328,0.6608,0.075638,,1.8488,6.0669,2.3644,
2015-03-06,1.69389,2.1119,2.4632,7.0613,3.4172,3.3779,3.6915,1.8788,1.1674,0.0032,0.9299,0.08398,,2.1383,6.2529,2.7183,
2015-03-13,1.58223,2.0567,2.454,7.3407,3.4567,3.4147,3.7128,1.8636,1.2023,-0.0404,0.8186,0.111895,,2.076,6.3666,2.8192,
2015-03-20,1.41439,1.9529,2.4402,7.2007,3.4365,3.4106,3.6818,1.9879,1.1787,-0.0577,0.6823,0.071152,,1.879,6.3255,2.5253,
2015-03-27,1.4156,1.9141,2.3494,7.1329,3.4804,3.4786,3.6341,1.8785,1.1643,-0.0354,0.7602,0.113982,,1.9298,6.4251,2.5871,
2015-04-03,1.25172,1.8516,2.3201,7.2674,3.4465,3.5131,3.6015,1.8066,1.135,-0.0464,0.7106,0.093209,,1.8981,6.3285,2.6235,
2015-04-10,1.40276,1.8519,2.3165,7.2197,3.4953,3.5509,3.6161,1.6461,1.128,-0.079,0.7671,0.091287,,1.8955,6.256,2.5268,
2015-04-17,1.29316,1.8705,2.3191,7.3946,3.5223,3.5041,3.6432,1.6476,1.168,-0.096,0.8342,0.051347,,1.9099,6.23,2.6228,
2015-04-24,1.32399,1.9929,2.2141,7.4524,3.4789,3.3923,3.6176,1.6636,1.1738,-0.0661,0.8591,0.043274,,2.0616,6.5423,2.6658,
2015-05-01,1.50386,2.1048,2.1525,7.6463,3.5022,3.3386,3.6276,1.7313,1.1958,0.061,1.0466,0.080419,,2.2034,6.53,2.8903,
2015-05-08,1.49282,2.1427,2.3302,7.9915,3.6065,3.3527,3.6673,1.865,1.1578,0.1092,1.0321,0.101063,,2.2178,6.5056,2.9607,
2015-05-15,1.46031,2.1911,2.3899,7.8221,3.5518,3.209,3.7004,1.6795,1.1455,0.1558,1.0312,0.080235,,2.3194,6.3114,2.9752,
2015-05-22,1.57666,2.1641,2.3119,7.8996,3.5693,3.4322,3.6978,1.7939,1.1228,0.1327,1.0808,0.089884,,2.3456,6.3496,2.9063,
2015-05-29,1.46745,1.9994,2.3099,7.9966,3.643,3.3422,3.7066,1.8549,1.0937,0.075,0.9142,0.074436,,2.4226,6.3816,2.7964,
2015-06-05,1.74016,2.062,2.4807,8.2922,3.5786,3.3593,3.734,2.0587,1.1314,0.2434,1.0825,0.104439,,2.6179,6.5047,2.8619,
2015-06-12,1.73106,2.0788,2.4869,8.5361,3.6472,3.3585,3.8194,2.0523,1.1298,0.2539,1.0522,0.117731,,2.6644,6.5004,3.0684,
2015-06-19,1.57584,2.0729,2.4161,8.3885,3.7364,3.3447,3.739,1.885,1.1029,0.2211,0.9719,0.079524,,2.7119,6.4827,3.0833,
2015-06-26,1.75447,2.1365,2.4428,8.2208,3.7003,3.3332,3.7107,2.0355,1.1033,0.2682,1.0788,0.105015,,2.6871,6.5445,2.8939,
2015-07-03,1.64299,2.1662,2.3979,8.1471,3.6295,3.3168,3.6677,1.9897,1.1027,0.1926,0.8804,0.109023,,2.6105,6.5203,2.9275,
2015-07-10,1.676,2.1351,2.291,8.2086,3.635,3.2689,3.6965,1.9403,1.0693,0.2402,0.8754,0.091012,,2.4767,6.4848,2.831,
2015-07-17,1.66954,2.1014,2.2457,8.1622,3.6864,3.311,3.6633,1.9378,1.1028,0.1621,0.7874,0.093982,,2.3348,6.4711,2.7597,
2015-07-24,1.61994,1.9948,2.2585,8.1405,3.6736,3.3067,3.603,2.0765,1.0984,0.1103,0.7559,0.085509,,2.3461,6.8665,2.7748,
2015-07-31,1.54501,2.0679,2.2845,8.3121,3.6574,3.3362,3.6753,2.0619,1.0643,0.0912,0.7351,0.083737,,2.4286,6.5722,2.8922,
2015-08-07,1.58069,2.089,2.2632,8.3059,3.6677,3.3081,3.8534,2.0664,1.0477,0.0802,0.7571,0.089453,,2.4906,7.2349,2.8863,
2015-08-14,1.59695,1.9997,2.2343,8.4969,3.6241,3.3768,4.0451,2.0703,0.9993,0.0821,0.7088,0.073073,,2.2706,7.089,2.7149,
2015-08-21,1.43569,1.9418,2.2123,8.5992,3.5282,3.3477,4.1154,1.9894,0.8963,0.0786,0.6109,0.063537,,2.2497,7.0096,2.7566,
2015-08-28,1.52321,1.9759,2.2959,8.6715,3.5902,3.2491,4.1916,2.1639,0.8784,0.1521,0.7551,0.074298,,2.4195,7.1437,2.7613,
2015-09-04,1.4648,1.9134,2.3139,8.6974,3.623,3.1973,4.0158,2.1869,0.8637,0.1175,0.6661,0.063105,,2.4267,7.6647,2.7247,
2015-09-11,1.50452,1.9165,2.4756,8.9449,3.5804,3.2188,4.0027,2.3403,0.8878,0.104,0.6869,0.050383,,2.4917,7.5025,2.6657,
2015-09-18,1.43739,1.8674,2.2786,9.1387,3.6583,3.2262,3.9485,2.2041,0.9061,0.1165,0.7916,0.053226,,2.3802,7.3916,2.5463,
2015-09-25,1.47585,1.8216,2.3334,9.3465,3.672,3.2042,3.9828,2.2333,0.8868,0.1065,0.885,0.051305,,2.3925,7.4577,2.4702,
2015-10-02,1.28251,1.7764,2.3468,9.3567,3.6478,3.1556,3.9836,1.995,0.9253,0.0525,0.8016,0.045253,,2.1861,7.2768,2.412,
2015-10-09,1.40439,1.8112,2.2792,8.6729,3.7072,3.2261,3.8739,1.9125,0.8841,0.1041,0.9086,0.051382,,2.2228,7.3281,2.4111,
2015-10-16,1.34548,1.8043,2.251,8.6193,3.6846,3.1038,3.853,1.7798,0.8882,0.0678,0.8678,0.052369,,2.2232,7.3569,2.5804,
2015-10-23,1.41281,1.8383,2.2716,8.7218,3.7037,3.0779,3.8439,1.84,0.8573,0.0043,0.8837,0.044193,,2.1476,7.3409,2.5602,
2015-10-30,1.525,1.8358,2.3054,8.7416,3.7371,3.0632,3.8487,1.9446,0.8617,0.0262,0.918,0.038845,,2.101,7.3096,2.593,
2015-11-06,1.73873,1.9485,2.2716,8.6564,3.8395,3.0969,3.8643,2.0804,0.8675,0.0918,1.0807,0.045517,,2.3176,7.2206,2.7066,
2015-11-13,1.66847,2.036,2.3062,8.6571,4.0216,3.1558,3.9449,2.1349,0.8639,-0.0087,1.0014,0.039263,1.4348,2.0836,7.0488,2.6571,2.2909
2015-11-20,1.68625,1.9952,2.2966,8.6467,4.0739,3.1327,3.9111,2.0641,0.8455,-0.0462,0.9915,0.037747,1.3099,2.1271,6.8526,2.5574,2.2244
2015-11-27,1.64951,2.0128,2.2332,8.6107,4.2174,3.1,3.8229,1.9584,0.8463,-0.0804,0.9701,0.037027,1.3082,2.0503,7.5319,2.6346,2.4513
2015-12-04,1.70876,2.0368,2.2541,8.5864,4.2326,3.0389,3.8453,2.0902,0.8516,0.0991,0.9788,0.039289,1.3233,2.2737,7.413,2.8624,2.5807
2015-12-11,1.56746,2.0098,2.2451,8.6063,4.3486,3.0053,3.8845,1.9237,0.8536,-0.014,0.8051,0.032671,1.3821,2.5075,7.5213,3.0074,2.8774
2015-12-18,1.67619,1.9015,2.2262,8.7476,4.2592,3.0188,3.8314,1.9446,0.8103,0.0096,0.8118,0.019741,1.3872,2.3684,7.4151,2.8725,2.7158
2015-12-25,1.71629,1.8638,2.204,8.8272,4.289,2.9208,3.7649,1.9099,0.7906,0.0498,0.7914,0.022253,1.3978,2.3898,7.3417,2.8059,2.8204
2016-01-01,1.76312,1.8545,2.1601,8.878,4.2338,2.8924,3.7474,2.0488,0.7067,0.0367,0.8067,0.018559,1.391,2.3138,7.3164,2.8,2.9734
2016-01-08,1.57606,1.8435,2.2169,8.8928,4.1412,2.8755,3.758,2.0874,0.7046,-0.0021,0.7094,0.004975,1.3037,2.229,7.0718,2.8111,2.7232
2016-01-15,1.45108,1.8377,2.0783,8.6066,4.2052,2.7715,3.6907,2.0218,0.6761,-0.0157,0.5334,-0.001532,1.2988,2.262,7.0829,2.5926,2.8371
2016-01-22,1.47955,1.8051,2.0001,8.5953,4.1969,2.8124,3.5968,1.9325,0.679,-0.0753,0.7409,0.011437,1.2874,2.3625,6.8589,2.583,2.7214
2016-01-29,1.32961,1.7578,1.9357,8.4937,4.0667,2.8593,3.5155,1.843,0.7031,-0.1574,0.6629,-0.080814,1.2888,2.2569,7.0256,2.2968,2.5525
2016-02-05,1.24996,1.6641,1.9146,8.1814,3.9686,2.8692,3.5654,1.7675,0.6382,-0.1712,0.5712,-0.200261,1.2234,2.205,6.9883,2.3269,2.3633
2016-02-12,1.1991,1.5958,1.7838,8.0832,3.9049,2.8692,3.5675,1.6692,0.6382,-0.1914,0.6038,-0.15596,1.1399,2.1652,6.7912,2.3309,2.4182
2016-02-19,1.22618,1.6198,1.7476,8.0864,3.7758,2.8744,3.6123,1.6963,0.6352,-0.2257,0.6212,-0.176921,1.1538,2.1361,6.7139,2.3094,2.5073
2016-02-26,1.23813,1.5905,1.7912,8.188,3.8317,2.846,3.6555,1.7875,0.6753,-0.2664,0.6948,-0.219853,1.1159,2.126,6.6126,2.2512,2.6045
2016-03-04,1.38393,1.6699,1.6485,8.0547,3.8669,2.8226,3.6029,1.7224,0.6476,-0.2596,0.7212,-0.197882,1.146,2.1207,6.4867,2.2173,2.6035
