date,EUR,USD,CAD,JPY
2025-06-06,0.24,0.64,1.1,1.33
2025-06-13,0.87,0.89,1.47,1.13
2025-06-20,0.86,0.86,1.43,1.1
2025-06-27,1.23,-0.28,1.75,1.05
2025-07-04,1.19,-0.28,1.67,1.05
2025-07-11,1.5,-0.11,1.73,0.74
2025-07-18,1.84,0.04,1.79,0.23
2025-07-25,1.35,-0.16,1.48,0.08
2025-08-01,1.4,-0.46,1.45,-0.57
2025-08-08,1.48,-0.71,1.41,-0.67
2025-08-15,1.44,-0.73,1.33,-1.27
2025-08-22,1.32,-0.45,1.15,-1.57
2025-08-29,1.31,-0.24,1.0,-1.43
2025-09-05,1.12,-0.09,0.6,-2.0
2025-09-12,1.22,0.39,0.44,-1.32
2025-09-19,0.96,-0.59,0.4,-1.63
2025-09-26,0.7,-0.5,0.38,-1.65
2025-10-03,0.68,-0.48,0.38,-1.57
2025-10-10,0.67,-0.46,0.39,-1.5
2025-10-17,0.67,-0.46,0.38,-1.44
2025-10-24,0.66,-0.46,0.37,-1.38
2025-10-31,0.63,-0.48,0.36,-1.32
2025-11-07,0.6,-0.5,0.33,-1.27
2025-11-14,0.58,-0.53,0.3,-1.23
2025-11-21,0.61,-1.44,0.32,-1.29
2025-11-28,0.61,-1.95,0.19,-1.14
2025-12-05,0.39,-1.8,-0.31,-1.04
2025-12-12,0.17,-2.75,-1.01,-1.43
2025-12-19,1.35,-2.39,-1.12,-2.2
2025-12-26,1.72,-0.17,-1.25,-1.91
2026-01-02,1.9,-0.08,-0.27,-1.7
2026-01-09,1.63,0.14,-0.27,-1.21
2026-01-16,0.42,-0.37,-0.25,-2.21
2026-01-23,-0.39,-0.48,-0.4,-1.72
2026-01-30,0.42,0.07,-0.14,-1.3
2026-02-06,1.33,0.12,-0.23,-0.8
2026-02-13,1.83,0.35,-0.16,-0.76
2026-02-20,1.38,0.26,0.46,-0.09
2026-02-27,0.9,0.14,1.06,-0.01
2026-03-06,0.37,-0.5,0.44,-0.21
2026-03-13,-1.45,-1.36,0.76,-0.6
2026-03-20,-2.38,-0.56,0.67,-1.01
2026-03-27,-2.7,-0.71,1.16,-0.69
2026-04-03,-1.33,-0.93,0.18,-0.43
2026-04-10,-1.48,-0.87,0.07,-0.54
2026-04-17,0.17,-0.15,-1.43,-0.6
2026-04-24,-0.17,-0.04,-1.62,-0.96
2026-05-01,-0.74,-0.11,-0.7,-1.14
2026-05-08,-0.72,-0.43,-0.16,-0.44
2026-05-15,-0.32,-0.25,0.71,-0.69
2026-05-22,-0.44,-1.2,0.63,-0.75
2026-05-29,-1.05,-1.29,0.67,-0.91
2026-06-05,-0.76,-1.05,0.11,-1.49
2026-06-12,-2.76,-1.43,-1.07,-1.89
2026-06-19,-2.56,-1.43,-1.03,-1.86
2026-06-26,-2.31,-0.03,-2.95,-1.74
2026-07-03,-2.16,-0.02,-2.7,-1.73
2026-07-10,-3.5,0.16,-2.64,-1.4
2026-07-17,-3.47,0.11,-2.91,-1.41
2026-07-24,-3.15,0.14,-2.73,-1.4
