date,EUR,USD,CAD,JPY,KRW,MYR,ASIA,CNH,EM,IDR,INR,TWD,THB,SGD,PHP,CLP,HUF,MXN,PLN,BRL
2022-10-07,2.41,2.06,-8.37,-1.55,-2.46,-10.0,0.69,2.54,1.59,0.45,-1.26,0.52,-0.43,0.37,-0.92,-5.73,0.1,6.07,4.18,-0.71
2022-10-14,-1.11,3.74,-7.97,-7.4,-5.7,-10.0,-1.18,1.77,1.01,0.12,-2.69,-0.55,-2.29,1.75,-0.57,-0.83,-0.53,4.37,-0.07,2.85
2022-10-21,2.06,-0.37,-3.75,-5.19,1.47,-9.07,1.31,1.21,2.57,1.6,-1.13,1.5,-3.47,-1.11,-1.15,1.93,0.9,0.52,-2.61,3.91
2022-10-28,0.9,-1.68,-1.51,-5.84,8.05,-6.1,3.37,-0.38,3.47,2.94,0.07,-1.92,-1.66,-0.86,2.79,0.03,1.87,1.71,4.55,2.14
2022-11-04,-0.36,-5.38,-0.6,-2.37,6.96,-2.13,4.05,-1.39,7.52,6.38,0.79,-3.49,-0.01,-1.68,2.73,-1.5,2.0,3.81,3.68,6.35
2022-11-11,2.17,-6.93,2.07,0.7,10.0,-0.3,7.22,1.27,8.76,3.19,2.55,-8.02,3.86,2.89,3.0,-1.99,2.86,2.71,3.72,5.85
2022-11-18,1.22,-6.05,0.52,0.38,9.7,2.32,8.9,4.93,8.14,2.79,1.74,-9.38,4.23,5.68,3.56,-2.01,0.82,4.7,6.55,2.33
2022-11-25,0.74,-5.78,0.76,2.41,6.34,0.66,7.31,4.68,6.44,3.38,2.73,-5.69,3.43,8.92,0.96,-1.18,-0.24,2.9,0.47,1.16
2022-12-02,2.2,-4.43,-0.93,2.0,2.96,0.54,7.32,6.33,4.48,6.53,4.13,-7.33,3.69,7.57,2.06,3.24,-2.26,0.36,-0.67,-0.29
2022-12-09,1.55,-3.4,-2.38,2.99,-0.37,1.17,5.24,5.33,2.03,9.72,4.19,-2.25,0.11,1.27,0.12,3.0,-3.47,0.39,-1.95,-3.69
2022-12-16,1.74,-3.24,-0.66,2.08,-2.11,-2.28,2.34,2.22,1.16,8.85,3.38,-1.72,0.73,4.68,-0.29,1.06,-2.09,0.12,-5.68,-1.41
2022-12-23,2.74,-3.13,0.01,5.67,-3.23,0.33,2.23,3.71,0.49,8.77,2.86,-3.06,-0.33,-1.77,-0.08,1.43,-0.97,2.1,-6.28,-4.4
2022-12-30,3.97,-2.8,2.75,1.59,-3.05,-1.49,-0.88,1.67,-0.6,4.24,0.92,-1.87,-3.08,0.16,0.07,-2.54,0.76,2.64,-2.93,-2.99
2023-01-06,0.62,-3.4,2.03,-1.24,-2.3,-1.42,1.36,2.2,1.32,4.02,0.71,-1.27,-0.3,4.98,0.81,-4.32,2.16,3.74,1.8,-0.9
2023-01-13,1.91,-3.89,-0.2,-0.2,-3.66,1.57,3.17,5.45,2.22,5.12,0.28,1.2,1.62,2.93,0.08,-4.23,1.77,4.88,3.95,-0.53
2023-01-20,0.74,-4.68,-0.19,-1.5,-6.48,1.89,4.36,6.26,4.43,7.74,0.36,2.42,4.74,8.45,1.93,-2.4,2.09,5.47,3.63,2.88
2023-01-27,-0.6,-5.06,0.75,1.29,-2.82,4.04,5.7,6.36,4.49,7.81,-0.18,2.05,5.46,6.18,1.04,3.09,4.45,6.11,0.24,0.19
2023-02-03,-0.79,-3.37,2.07,3.67,1.23,4.54,2.76,6.69,1.9,4.3,-2.8,0.96,1.04,5.67,-0.48,2.02,5.39,4.98,-4.17,-0.95
2023-02-10,-0.6,-1.86,2.2,3.38,-0.17,4.26,-1.29,3.74,-1.15,2.07,-3.11,-0.02,-0.56,0.03,-3.26,6.6,5.54,1.97,-7.79,-2.31
2023-02-17,0.92,-0.3,0.67,2.47,4.42,2.96,-4.32,0.83,-3.29,-1.11,-4.57,-0.88,-5.34,-3.7,-8.95,4.93,2.59,1.25,-8.15,-1.22
2023-02-24,-0.06,0.81,-1.71,3.07,6.46,0.37,-6.03,-1.13,-3.89,-3.71,-5.79,2.33,-5.78,1.54,-7.9,-1.43,0.48,1.11,-5.99,0.23
2023-03-03,1.59,-0.62,-5.33,4.36,4.62,-1.99,-4.24,-0.91,-2.86,-5.0,-3.8,2.7,-5.42,-5.32,-5.53,-1.98,-1.57,-0.65,-3.47,0.9
2023-03-10,1.44,-0.79,-5.01,2.54,5.22,-2.52,-3.38,-0.13,-2.04,-7.58,-4.31,2.01,-4.66,-2.57,-2.43,-4.05,-3.64,0.27,0.42,0.25
2023-03-17,-0.76,0.33,-5.54,4.49,3.13,-3.5,-2.4,3.79,-2.64,-8.15,-3.85,2.99,-3.26,-8.84,0.54,-8.15,-4.59,-2.02,-1.65,-2.66
2023-03-24,5.22,0.44,-6.19,7.54,-1.84,-3.22,-2.71,6.06,-3.77,-5.15,-2.73,-1.57,-4.1,-10.0,1.36,-4.35,-7.78,-4.83,-1.77,-4.37
2023-03-31,4.56,3.2,-4.69,2.69,-3.58,-0.2,-3.52,3.98,-5.42,-0.79,-2.53,-0.65,-1.78,-6.26,0.64,-1.16,-4.67,-4.84,-4.32,-6.5
2023-04-07,1.02,1.7,-4.94,1.56,-1.25,-1.08,-0.59,3.73,-3.58,3.27,-1.04,-1.36,-1.59,-2.34,-0.94,0.52,-5.65,-5.14,-3.87,-4.32
2023-04-14,0.74,-0.57,-5.1,0.9,2.13,0.3,2.47,-0.38,-1.24,3.13,1.45,3.74,0.42,4.48,-3.24,6.18,2.24,-4.98,-0.26,-2.28
2023-04-21,-4.4,-1.09,-4.1,0.91,5.22,0.89,3.46,-4.09,-0.38,1.75,2.68,8.67,1.59,6.56,-3.43,-0.75,0.91,-1.89,1.56,0.02
2023-04-28,-5.99,-1.0,-4.36,8.86,7.44,-1.65,1.21,-9.76,0.03,-0.7,1.56,7.75,-0.69,3.4,-1.21,-4.79,-2.97,-0.55,3.9,2.9
2023-05-05,-6.14,-0.28,-5.61,10.0,6.87,-0.56,0.38,-8.88,-0.74,-1.31,1.5,9.44,-1.65,-0.51,0.68,-8.32,-4.49,-0.04,3.91,3.08
2023-05-12,-9.55,0.18,-5.95,8.8,5.3,-0.13,0.33,-5.68,-0.81,-2.39,2.19,7.54,-1.74,-5.26,2.06,-3.62,-6.59,1.54,3.73,2.16
2023-05-19,-9.15,-0.34,-3.03,7.62,6.23,-0.32,2.62,-2.85,0.02,-0.66,2.4,5.41,-0.56,-9.85,2.48,1.0,-0.92,1.2,1.99,-1.69
2023-05-26,-10.0,0.41,-2.11,4.36,3.62,0.14,2.65,2.53,-0.6,0.8,0.65,3.75,1.02,-8.3,0.93,-3.23,-3.0,1.63,0.91,-2.87
2023-06-02,-6.55,-0.31,-1.48,-1.75,2.78,0.25,1.78,3.97,0.9,2.26,0.51,0.84,-0.77,-6.61,-2.28,0.35,0.92,3.95,-0.55,0.12
2023-06-09,-2.99,-0.7,2.03,-2.76,-1.9,-0.25,-2.51,2.89,-0.55,4.56,-2.02,-4.43,0.0,1.17,-0.9,-0.39,-3.95,2.94,-0.59,3.16
2023-06-16,-3.38,-1.37,2.66,-2.84,-3.84,0.74,-4.14,4.81,-0.41,6.27,-4.11,-5.29,-0.3,2.01,-0.61,3.46,-9.37,3.25,-0.64,4.54
2023-06-23,-2.49,-1.96,2.94,-5.09,-7.74,-0.76,-2.84,4.91,0.76,4.94,0.83,-7.62,0.76,6.03,0.43,6.74,-4.42,3.63,0.51,4.95
2023-06-30,-6.5,0.87,1.91,-2.82,-9.39,-0.24,-3.23,4.33,-1.1,2.11,0.8,-5.82,3.17,3.05,3.3,7.07,-9.13,2.38,1.03,0.72
2023-07-07,-5.42,0.86,1.14,-1.46,-7.39,2.13,-2.66,4.32,-1.7,1.31,-1.78,0.42,1.84,-2.64,1.72,0.77,-10.0,5.03,-1.37,0.31
2023-07-14,-2.31,-0.32,-0.98,2.32,-8.15,2.17,-2.83,2.95,-1.9,-3.31,0.01,1.52,2.39,-3.27,1.24,-3.39,-8.35,6.14,-2.49,1.02
2023-07-21,-0.59,-3.03,0.08,4.08,-1.59,4.3,0.6,3.18,0.19,-1.17,-1.19,4.42,6.84,-7.1,0.6,-0.65,-9.69,5.84,-3.32,0.56
2023-07-28,4.36,-4.09,2.03,1.69,-0.66,4.91,-0.55,2.65,-0.49,-0.89,-3.54,3.4,10.0,-5.39,1.48,-3.42,-9.08,6.04,-3.25,1.71
2023-08-04,5.39,-4.04,2.02,0.68,1.51,2.88,-0.4,2.06,0.55,2.12,-3.33,1.64,8.42,-6.75,0.3,-1.71,-6.55,1.4,-1.54,-0.5
2023-08-11,2.5,-0.05,-0.13,-1.49,3.14,2.04,-2.57,-2.0,-0.8,6.01,-4.7,2.69,6.9,-6.66,-2.34,-1.25,-4.47,-2.55,-1.7,0.19
2023-08-18,3.14,3.13,-0.92,-3.1,-2.84,1.29,-8.43,-7.06,-4.71,1.12,-5.07,1.18,2.82,-4.4,-2.11,1.01,-3.18,-2.58,-2.44,1.59
2023-08-25,-1.53,3.58,-0.8,-2.24,-4.44,1.69,-7.59,-9.05,-3.32,4.23,-1.56,0.66,1.75,-2.79,-3.63,1.48,0.24,-1.7,-2.81,3.29
2023-09-01,-2.0,2.89,-2.77,0.58,-6.35,2.42,-6.31,-8.0,-3.04,-0.6,1.81,-0.94,2.15,1.14,0.23,-0.5,4.33,-1.06,-2.52,6.72
2023-09-08,0.22,1.73,-1.75,-0.71,-7.9,1.8,-7.99,-6.45,-3.96,-7.95,1.91,-2.8,-1.51,-0.83,0.74,-1.1,1.52,2.65,-3.01,6.85
2023-09-15,-0.76,-0.08,-3.47,3.18,-4.38,2.22,-6.32,-2.71,-2.04,-6.02,0.05,-2.74,-2.22,-0.24,-2.08,-4.17,-2.18,2.05,-2.83,5.45
2023-09-22,-0.91,0.13,-2.42,4.23,-4.57,0.45,-7.95,-1.8,-3.34,-8.62,-2.44,-1.48,-6.06,-1.45,-1.52,-2.34,-4.87,-0.49,-2.55,5.45
2023-09-29,0.0,3.34,-2.21,4.22,-4.21,-1.79,-8.68,-2.0,-5.36,-8.55,-5.21,-1.43,-6.81,-2.27,-3.36,0.35,-3.98,2.6,-1.22,1.98
2023-10-06,-1.7,4.46,-1.53,3.36,-4.31,-0.52,-7.29,-0.53,-4.51,-4.05,-4.98,-3.75,-1.82,-0.14,-2.32,1.14,-2.59,-0.45,2.66,0.41
2023-10-13,0.71,4.48,-2.81,2.33,-5.08,-3.47,-6.32,-2.47,-4.49,-3.67,-1.74,-4.1,-3.84,1.39,-0.14,1.97,4.7,3.47,1.86,0.03
2023-10-20,-0.9,6.21,-2.87,1.16,-5.25,-3.84,-6.67,-5.8,-4.42,-4.24,-1.75,-3.73,-1.96,4.37,-1.1,1.82,8.18,2.34,2.78,-1.21
2023-10-27,0.97,6.19,-2.63,1.35,-3.82,-2.35,-7.22,-6.63,-4.41,-1.99,-1.61,-3.62,-3.16,2.11,-2.63,0.33,6.56,-5.26,2.83,-0.55
2023-11-03,2.53,3.81,-5.47,-0.75,-2.19,-1.7,-5.32,-9.23,-2.2,-1.35,-0.23,-1.86,-4.34,4.62,-1.17,1.0,10.0,-5.93,2.94,2.18
2023-11-10,2.01,1.33,-2.16,0.66,-1.65,7.52,-3.54,-8.1,-0.12,-2.78,0.08,1.04,-0.48,3.12,1.37,1.77,6.28,-4.94,3.41,4.44
2023-11-17,5.9,-3.62,-3.44,2.03,2.65,8.62,-0.4,-6.17,3.03,-1.21,0.69,1.87,-0.17,-0.47,-0.84,0.75,3.87,-6.94,4.08,5.51
2023-11-24,-2.01,-6.42,-1.94,1.2,1.52,6.25,0.39,-6.82,7.99,1.93,0.15,1.49,1.46,0.65,3.66,2.12,3.7,-2.19,3.53,7.11
2023-12-01,-3.44,-9.98,2.14,7.06,1.21,6.62,2.24,-3.81,9.67,2.92,-0.93,3.96,1.99,0.77,3.25,3.11,-1.3,-2.7,3.3,6.63
2023-12-08,-1.88,-5.54,2.26,0.81,0.47,5.03,-0.44,-6.18,4.12,2.65,-1.33,1.63,-0.64,-0.26,1.31,3.03,-2.55,-10.0,3.02,5.44
2023-12-15,-3.03,-4.32,0.27,1.35,-1.92,3.04,-3.01,-3.89,-2.11,1.99,-0.59,-1.54,-0.24,-0.04,3.82,2.68,-1.59,-10.0,1.18,3.11
2023-12-22,-2.12,-5.5,8.48,1.34,1.35,4.04,-2.96,-3.23,-5.88,1.2,-0.29,-2.22,2.72,0.13,1.03,2.1,-2.56,-8.62,0.62,1.35
2023-12-29,-2.7,-1.5,10.0,0.02,1.93,4.1,-4.55,-4.14,-7.99,0.66,-0.89,-4.85,2.77,0.06,1.16,0.51,0.14,-6.68,0.76,-1.04
2024-01-05,-2.73,-2.84,9.08,2.97,1.7,2.62,-2.64,-4.02,-5.29,2.21,-0.99,-3.04,4.26,2.39,0.92,-0.15,-0.82,-3.65,1.84,-2.28
2024-01-12,-5.17,1.45,8.21,-1.82,3.16,1.82,-0.47,-5.81,-1.97,5.0,-3.2,0.65,0.36,4.62,2.14,-0.1,0.45,0.29,1.59,-1.75
2024-01-19,-6.16,2.52,3.11,-4.76,1.99,2.78,1.59,-7.57,0.92,1.58,0.03,3.08,-5.33,3.75,4.29,-0.87,1.5,-0.02,0.71,-1.96
2024-01-26,-2.16,1.85,-0.65,-6.92,2.77,-0.72,1.64,-8.55,0.81,-0.98,1.47,2.97,-7.88,1.43,5.33,-1.93,-1.18,0.28,0.87,-2.21
2024-02-02,-1.43,-1.33,0.22,-5.3,2.45,-0.19,-1.13,-6.07,-1.71,0.7,-0.58,0.34,-5.94,-0.1,6.28,-3.15,-1.95,1.81,0.8,-0.38
2024-02-09,-2.44,-0.53,3.2,-4.17,1.07,0.55,-2.88,-7.04,-3.41,-0.64,2.64,-2.84,-4.56,-2.36,5.46,-2.58,-3.13,1.67,1.18,-0.72
2024-02-16,4.33,-1.71,3.72,-5.03,-0.16,-3.19,-1.65,-3.01,0.45,3.73,3.25,-4.31,-4.38,-1.3,4.2,-1.6,-3.08,4.1,4.74,-0.25
2024-02-23,-1.25,1.8,4.32,-5.96,0.52,-4.03,-1.14,-3.14,0.35,5.76,4.87,-3.98,-4.59,0.49,3.47,-0.74,-1.45,3.95,7.33,0.81
2024-03-01,-2.61,3.58,2.37,-5.64,1.26,-8.53,1.62,-2.92,1.18,3.79,10.0,-0.85,-7.66,-1.68,3.69,1.77,-2.14,3.73,6.27,-1.09
2024-03-08,-0.97,-3.54,-0.89,-5.43,2.33,-8.58,4.09,0.07,6.2,0.63,8.76,2.74,-5.45,-0.44,2.51,3.94,-3.38,4.09,9.04,0.69
2024-03-15,1.36,-4.08,-2.14,-2.52,1.82,-6.92,-2.9,-0.51,-1.36,-3.65,0.7,1.58,-3.4,-1.66,3.7,6.32,-8.04,3.18,7.51,-0.32
2024-03-22,5.22,-2.88,-3.52,-2.14,-0.81,-7.03,-5.76,0.47,-5.47,-9.09,-2.29,1.96,-4.26,-2.96,2.87,6.68,-5.11,2.04,4.83,-0.17
2024-03-29,8.1,-3.54,-4.93,-3.73,-0.84,-6.63,-4.77,1.87,-2.38,-7.78,-4.33,2.64,-3.46,-3.29,-1.11,6.13,1.45,0.8,6.0,0.89
2024-04-05,5.75,-0.6,-6.5,-5.93,-1.4,-10.0,-1.64,3.53,-0.8,-8.79,-1.72,2.86,-4.43,-6.38,-3.0,4.5,0.53,-1.58,0.32,0.12
2024-04-12,-0.13,4.34,-7.58,-9.61,-1.11,-7.94,4.82,3.08,5.79,-7.46,6.86,6.7,-0.75,-6.21,-2.85,0.11,3.0,-2.02,-1.65,-0.65
2024-04-19,-3.35,4.9,-10.0,-10.0,-1.58,-6.35,7.02,3.9,7.62,-5.78,9.49,6.63,2.32,-5.27,-2.14,1.01,1.61,-4.67,-2.03,-2.53
2024-04-26,-8.7,9.09,-6.68,-7.26,0.16,-0.7,4.97,0.01,3.86,-6.93,6.09,4.4,1.04,-4.39,-1.25,-1.85,0.8,-6.36,-2.21,-3.06
2024-05-03,-5.89,9.16,-4.74,-2.18,-0.52,2.93,1.89,-3.06,0.87,-2.6,4.85,3.65,1.22,-2.45,-2.71,-1.77,3.46,-5.66,-1.2,-5.36
2024-05-10,0.63,3.57,-3.77,4.5,1.02,4.18,1.93,-4.05,0.96,-2.07,2.92,2.86,-0.34,-0.35,-5.16,-1.96,2.5,-4.87,-1.26,-3.66
2024-05-17,1.44,2.0,-1.93,3.9,1.82,8.03,1.38,-3.98,1.33,-1.97,-1.36,5.84,-2.03,-1.05,-9.44,-8.37,3.61,-1.65,-4.33,-3.95
2024-05-24,2.4,0.11,-2.16,3.79,0.15,4.2,2.16,-3.49,-0.41,0.8,0.23,7.8,-1.28,0.33,-9.42,-4.61,0.14,-2.02,-6.64,-3.34
2024-05-31,2.55,0.47,1.36,-0.43,-1.21,5.09,-2.77,-3.29,-5.51,-2.62,-4.2,6.18,-3.14,2.75,-8.72,-6.84,-2.25,-2.31,-6.52,-1.67
2024-06-07,3.57,1.64,0.39,-2.62,-3.23,2.06,-7.09,-3.01,-8.22,-4.16,-7.45,3.7,-5.68,0.79,-7.77,-2.96,2.58,-3.67,-10.0,3.18
2024-06-14,-0.13,2.63,-1.58,-3.92,-3.55,-2.57,-7.36,-4.3,-9.57,-1.97,-3.03,-1.46,-2.78,0.92,-6.51,2.73,-0.67,-4.98,-9.78,1.5
2024-06-21,-2.55,1.68,-3.31,-7.27,-4.39,-2.04,-4.63,-1.76,-3.69,-2.09,-1.05,-6.13,-2.14,2.86,-6.46,3.35,1.22,-2.97,-8.28,-0.7
2024-06-28,-4.72,-0.7,-2.1,-8.47,-0.76,-4.97,-1.5,-0.96,-0.53,-0.88,1.8,-8.04,1.59,1.86,-6.41,0.43,0.64,-2.01,-6.66,-2.08
2024-07-05,-9.04,0.38,-0.64,-7.0,0.42,-1.84,-0.54,1.97,-1.93,-2.32,4.54,-7.82,2.75,2.33,-7.78,3.41,-1.39,-0.4,-2.65,-4.8
2024-07-12,-5.82,-1.56,2.05,-5.58,0.96,-1.88,2.43,5.47,1.66,-1.34,4.49,-4.63,0.93,2.64,-8.11,4.68,0.05,0.82,0.23,-2.97
2024-07-19,-1.0,1.13,0.69,-4.33,0.82,-3.07,-2.83,6.88,-5.36,-2.68,3.11,-2.56,-0.23,-4.07,-6.49,1.44,-1.84,-3.46,-1.05,-0.99
2024-07-26,0.02,0.15,-2.37,-2.75,-1.94,0.59,1.74,8.58,0.57,-0.26,2.96,0.42,-1.23,-5.62,-5.78,4.66,-1.29,-0.46,-2.22,-0.66
2024-08-02,-0.52,-2.18,-3.05,-1.36,-2.19,-1.22,5.39,8.78,3.27,3.2,3.22,2.09,0.92,-4.06,-5.0,6.46,-3.21,1.2,-3.21,-7.05
2024-08-09,2.01,-1.69,-2.14,-3.62,-4.73,0.82,4.08,8.71,5.69,5.26,-0.92,2.47,4.46,-0.88,-3.97,8.02,-2.5,1.42,-5.76,-4.17
2024-08-16,1.5,-6.25,-1.28,-2.48,-2.64,0.63,6.56,8.81,9.55,7.52,-6.07,2.18,8.43,2.37,-3.09,9.87,-2.87,7.38,-4.76,-5.04
2024-08-23,2.55,-2.52,-2.05,-2.69,-3.67,0.25,-3.96,7.74,-0.91,6.66,-9.46,-0.35,7.95,0.61,-2.05,7.88,-2.62,3.8,-3.47,-4.21
2024-08-30,-1.34,0.57,-0.76,-3.69,-2.12,1.34,-3.87,5.66,1.36,3.24,-10.0,-0.96,7.46,-3.25,-0.14,2.63,-1.77,3.55,-3.03,1.29
2024-09-06,-1.63,1.55,-1.01,-0.82,2.94,0.12,-8.01,4.48,-5.81,-1.26,-9.18,-3.28,5.51,-5.66,1.67,-2.95,0.05,3.31,0.17,1.17
2024-09-13,-0.58,-0.02,-0.29,1.16,4.09,1.3,-1.01,3.93,-0.73,-0.6,-2.7,0.62,5.47,-1.65,0.18,-6.42,3.12,0.71,1.82,7.62
2024-09-20,-0.53,-3.97,-0.63,1.75,7.27,4.1,10.0,5.61,9.32,0.36,2.34,3.65,6.37,2.41,2.13,-5.37,1.38,4.12,0.28,8.91
2024-09-27,1.45,-3.64,-0.37,2.75,3.93,4.45,7.95,7.44,5.6,3.82,4.18,2.55,7.72,4.4,0.16,-0.38,1.84,-0.06,0.01,3.73
2024-10-04,-1.81,-6.87,0.68,1.95,-0.7,3.6,10.0,7.74,10.0,7.35,6.14,6.47,7.55,2.61,-1.69,0.36,1.31,0.84,-0.42,3.63
2024-10-11,-4.58,-2.42,-0.31,0.77,-7.49,2.86,4.92,7.44,3.81,0.62,3.06,4.56,5.04,-0.03,1.27,-2.13,-1.23,1.83,-0.47,-2.78
2024-10-18,-8.2,1.34,-2.01,0.57,-10.0,-1.46,0.23,6.04,-0.88,-5.82,0.13,2.65,5.75,-1.14,1.64,-5.07,2.5,-1.38,-1.59,-7.09
2024-10-25,-6.36,3.7,-1.69,-0.35,-10.0,-4.24,-3.76,3.85,-5.52,-8.96,-2.8,3.34,1.9,-5.1,2.44,-8.62,1.38,-0.55,-0.91,-7.01
2024-11-01,-4.02,4.06,-1.87,0.71,-8.36,-3.58,-5.8,3.55,-8.51,-8.95,-3.38,2.02,0.49,-4.45,4.37,-7.14,-1.49,-2.57,-2.23,-9.33
2024-11-08,-2.14,2.7,-1.3,0.66,-4.44,-0.76,-5.1,2.5,-6.5,-2.24,-3.25,-2.83,2.28,0.55,4.55,-1.97,-1.03,-2.14,-2.21,-5.67
2024-11-15,-1.99,1.15,-0.93,1.77,-0.62,-0.93,-3.73,4.0,-4.12,3.34,-2.03,-2.48,0.44,0.91,0.05,-0.04,-2.55,-0.5,-2.13,-1.47
2024-11-22,-6.87,-1.98,-1.85,2.29,1.77,-1.52,1.21,4.27,2.6,7.34,-0.22,-0.86,-2.54,4.04,-0.37,0.66,2.96,1.53,-4.4,5.1
2024-11-29,-5.01,-2.8,-1.96,2.93,6.2,-1.05,2.64,5.01,4.22,6.92,-0.88,-0.94,-2.82,5.84,-2.63,1.08,1.65,0.75,-0.78,6.78
2024-12-06,-7.45,-6.57,-1.41,5.72,4.41,-5.4,7.08,7.17,8.24,4.37,2.34,2.18,-3.43,1.95,-3.73,-1.68,2.08,0.31,-0.39,2.17
2024-12-13,-7.23,-4.84,-2.12,4.01,1.64,-3.78,6.02,4.8,5.74,-1.01,3.37,2.83,-1.0,2.25,-3.46,-1.67,-0.81,-1.61,2.43,-7.58
2024-12-20,-3.62,0.47,-1.99,1.18,1.76,-3.29,2.57,6.41,1.48,-4.74,0.69,2.49,-0.83,-0.76,-3.97,-0.5,-2.11,-4.95,4.6,-8.88
2024-12-27,-5.02,0.52,-1.07,0.37,-1.25,-4.41,2.35,5.73,1.59,-4.41,2.44,1.14,-0.03,-3.46,-1.61,-0.85,4.24,-4.07,1.78,-6.69
2025-01-03,-5.44,2.99,-0.65,0.0,-0.12,-3.52,-1.69,4.62,-2.37,-5.85,-1.66,0.13,0.39,-2.29,-1.17,-1.71,4.14,-3.49,0.59,-5.94
2025-01-10,-2.64,5.39,-0.16,-0.79,-1.94,-2.49,-5.11,4.98,-5.01,-2.63,-5.93,-4.26,-2.23,-1.76,-2.81,-4.48,8.08,-2.08,0.47,1.74
2025-01-17,0.28,1.55,0.82,1.61,-0.99,-0.83,-4.38,2.75,-3.33,0.55,-0.59,-6.52,0.92,0.49,-2.4,-7.3,9.48,0.24,-3.48,9.5
2025-01-24,4.98,-0.66,0.58,2.31,1.11,2.26,-3.37,1.22,-2.41,4.07,-1.27,-6.94,1.28,2.7,-3.08,-7.1,7.85,-1.87,-1.1,7.97
2025-01-31,7.73,1.69,1.45,1.42,3.57,2.01,-2.94,1.32,-5.52,5.01,-4.12,-5.24,-0.29,3.36,-6.67,-6.76,6.25,-1.41,1.35,2.79
2025-02-07,5.37,-1.74,0.57,2.04,4.97,4.19,1.58,1.13,-0.68,3.66,-2.48,-1.19,-2.52,4.55,-1.74,-4.36,5.03,-0.32,1.36,-2.1
2025-02-14,-0.08,-2.69,0.98,1.67,4.71,1.83,4.86,1.84,1.79,1.45,-3.56,0.93,-3.34,10.0,0.67,0.83,0.07,-2.11,2.52,-9.32
2025-02-21,-5.15,-1.0,1.99,2.84,1.23,-1.28,4.19,3.21,0.97,-0.69,-2.82,1.93,-3.23,9.65,-1.38,1.6,-3.13,0.15,1.25,-7.68
2025-02-28,-6.7,-2.19,1.66,1.81,-3.09,1.24,4.48,4.47,2.97,0.94,-1.39,1.83,-5.18,7.69,1.37,3.82,-3.23,-4.77,-2.3,-4.3
2025-03-07,-1.91,-5.86,1.0,4.19,-2.96,-3.2,2.93,6.7,2.7,3.52,-1.37,-2.81,-5.45,5.05,-0.4,8.25,-2.3,-5.57,0.0,-0.9
2025-03-14,4.71,-4.74,0.07,4.91,-3.07,-0.72,1.53,5.86,1.5,5.23,0.3,-4.01,-4.25,0.84,-1.36,0.76,-3.7,-3.23,4.38,1.69
2025-03-21,6.84,-5.91,-0.08,2.31,-0.92,2.81,2.07,5.15,2.08,3.95,-0.79,-4.92,-5.97,-0.77,2.3,2.13,0.16,-4.86,3.53,4.43
2025-03-28,8.17,-5.29,0.78,3.89,2.57,-1.87,2.14,2.33,2.18,-0.35,4.6,-5.18,-0.75,-3.41,2.22,3.1,2.69,-2.91,7.18,3.8
2025-04-04,10.0,-3.76,-0.26,2.56,2.65,-0.62,2.46,-0.38,2.2,-2.3,6.62,-2.96,1.47,-3.19,2.72,2.5,-0.08,-2.67,0.76,3.21
2025-04-11,10.0,-10.0,3.34,5.34,3.12,-4.07,5.59,1.45,4.44,-1.29,7.89,-2.78,2.54,-1.07,-0.91,0.93,6.97,1.6,0.79,1.17
2025-04-18,6.5,-7.25,5.07,7.1,0.43,-8.37,3.34,1.57,1.82,-0.96,8.26,-1.8,6.18,-2.39,-3.62,-4.65,6.74,6.89,-0.87,-1.16
2025-04-25,2.98,-6.86,6.92,6.3,1.92,-4.96,3.35,1.99,3.33,-0.31,4.3,-1.62,5.85,-1.13,-1.21,-5.09,5.82,8.89,-5.22,-0.46
2025-05-02,-5.71,-5.08,7.69,7.61,5.96,-4.43,7.1,3.72,4.43,0.56,6.36,-0.08,5.77,1.71,-1.26,-8.02,2.6,3.4,-3.2,-1.3
2025-05-09,-10.0,-0.26,6.86,2.05,7.71,-3.4,5.76,2.53,5.03,1.04,4.72,-1.23,7.46,2.25,-0.24,-3.66,-1.83,2.83,-6.78,0.41
2025-05-16,-9.28,-0.93,9.29,0.15,9.36,0.09,7.77,4.95,6.26,-0.23,5.07,-1.17,3.38,5.36,-0.65,-5.2,-1.36,-1.87,-6.61,1.63
2025-05-23,-4.94,-6.67,10.0,2.12,8.93,-2.96,7.93,4.91,7.24,1.99,6.11,1.38,2.22,7.93,-3.23,-3.54,-4.05,-4.6,-4.37,1.98
2025-05-30,-1.6,-7.96,10.0,-1.11,5.94,-8.08,3.43,0.82,4.37,0.02,-0.22,2.81,1.94,5.87,-3.82,-0.24,-0.3,0.02,-3.23,4.38
2025-06-06,0.96,-8.9,9.07,0.52,3.67,-6.7,1.61,0.43,1.41,-0.36,-2.74,4.39,-2.76,3.17,-2.05,2.0,-0.05,-1.11,-1.83,3.24
2025-06-13,4.21,-10.0,7.27,1.71,7.65,-7.18,3.66,-1.21,3.84,0.24,-1.77,7.18,-2.85,1.42,-1.46,5.21,-4.34,-1.31,-2.72,1.05
2025-06-20,3.18,-5.61,4.33,1.16,5.59,-4.11,3.03,-1.83,3.14,0.12,-1.39,6.14,-5.3,0.77,-5.95,2.18,-8.93,-4.39,-4.32,0.95
2025-06-27,1.84,-6.72,3.12,0.57,5.9,-1.49,6.95,4.16,7.73,0.16,5.92,6.01,-6.3,1.63,-7.52,5.63,-6.73,-3.85,-2.09,-0.51
