date,EUR,USD,CAD,JPY
2024-09-20,0.08,-2.02,-0.55,2.14
2024-09-27,0.03,-2.07,-0.58,2.05
2024-10-04,-0.16,-2.2,-0.21,1.87
2024-10-11,-0.74,-1.16,-0.39,1.53
2024-10-18,-1.65,-0.93,-1.6,1.19
2024-10-25,-2.18,-0.29,-1.73,0.39
2024-11-01,-2.07,0.07,-1.76,0.03
2024-11-08,-1.46,0.14,-1.73,-0.21
2024-11-15,-1.42,0.36,-1.75,-0.44
2024-11-22,-1.98,0.7,-1.66,-0.35
2024-11-29,-1.88,0.71,-1.58,-0.34
2024-12-06,-2.36,0.6,-1.19,0.77
2024-12-13,-2.03,0.7,-1.5,1.05
2024-12-20,-1.92,1.41,-1.7,0.76
2024-12-27,-1.84,1.35,-1.62,0.78
2025-01-03,-1.77,1.33,-1.62,0.69
2025-01-10,-1.85,1.54,-1.63,0.75
2025-01-17,-1.71,1.9,-1.43,0.45
2025-01-24,-1.62,1.65,-0.92,0.64
2025-01-31,-1.34,1.12,-1.03,0.94
2025-02-07,-1.49,1.01,-1.23,1.34
2025-02-14,-1.51,0.8,-0.95,1.91
2025-02-21,-1.23,0.46,-0.84,1.85
2025-02-28,-0.84,0.28,-0.88,2.57
2025-03-07,-0.42,0.06,-1.07,2.65
2025-03-14,0.13,-0.61,-1.03,2.46
2025-03-21,0.53,-0.86,-0.78,2.19
2025-03-28,0.64,-1.11,-0.5,2.05
2025-04-04,0.5,-1.05,-0.29,1.87
2025-04-11,1.02,-1.35,0.47,2.27
2025-04-18,1.14,-1.75,1.13,2.35
2025-04-25,1.23,-1.8,1.58,2.29
2025-05-02,1.29,-1.83,1.64,2.27
2025-05-09,1.34,-2.01,1.61,2.11
2025-05-16,1.36,-1.65,1.24,1.72
2025-05-23,1.31,-1.69,0.86,1.67
2025-05-30,1.34,-1.79,1.26,1.65
2025-06-06,1.41,-1.75,1.42,1.51
2025-06-13,1.38,-1.96,1.71,1.46
2025-06-20,1.35,-1.87,1.7,1.42
2025-06-27,1.58,-1.42,2.42,1.08
2025-07-04,1.51,-1.36,2.25,1.05
2025-07-11,1.63,-1.62,1.72,0.96
2025-07-18,1.72,-1.86,1.45,0.59
2025-07-25,1.85,-1.45,1.47,0.6
2025-08-01,1.52,-1.15,1.31,0.59
2025-08-08,1.32,-0.97,0.97,0.31
2025-08-15,1.56,-0.84,0.77,0.32
2025-08-22,1.56,-1.04,0.82,0.48
2025-08-29,1.59,-1.03,0.7,0.57
2025-09-05,1.59,-0.99,0.83,0.56
2025-09-12,1.59,-1.26,0.84,0.73
2025-09-19,1.63,-1.27,0.99,0.4
2025-09-26,1.63,-1.27,0.9,0.54
2025-10-03,1.57,-1.24,0.89,0.52
2025-10-10,1.51,-1.21,0.88,0.5
2025-10-17,1.45,-1.18,0.87,0.48
2025-10-24,1.39,-1.14,0.84,0.45
2025-10-31,1.33,-1.09,0.81,0.43
2025-11-07,1.28,-1.05,0.78,0.4
2025-11-14,1.23,-1.01,0.74,0.36
2025-11-21,1.1,-0.48,-0.01,0.15
2025-11-28,0.88,-0.17,-0.23,0.04
2025-12-05,0.78,-0.04,-0.28,0.45
2025-12-12,0.66,0.48,-0.11,0.02
2025-12-19,0.83,0.37,0.31,0.17
2025-12-26,0.81,0.19,1.5,-0.35
2026-01-02,0.97,0.11,1.95,-0.71
2026-01-09,1.05,-0.11,2.24,-0.84
2026-01-16,1.1,0.26,2.11,-1.53
2026-01-23,0.9,0.37,1.94,-2.04
2026-01-30,1.05,0.03,2.35,-1.78
2026-02-06,1.05,-0.26,2.75,-1.73
2026-02-13,1.14,-0.25,2.75,-2.06
2026-02-20,1.2,-0.24,2.81,-1.43
2026-02-27,0.87,-0.09,2.5,-1.8
2026-03-06,0.35,0.84,2.32,-2.2
2026-03-13,0.23,2.21,2.37,-2.6
2026-03-20,-1.52,2.93,1.48,-2.5
2026-03-27,-1.75,3.08,1.36,-2.5
2026-04-03,-2.39,3.1,0.88,-2.24
2026-04-10,-2.55,2.83,0.42,-2.45
2026-04-17,-2.17,1.82,0.17,-2.12
2026-04-24,-1.75,1.5,0.68,-2.13
2026-05-01,-1.62,1.58,1.03,-2.34
2026-05-08,-1.73,1.9,1.28,-1.81
2026-05-15,-1.58,1.48,1.11,-1.98
2026-05-22,-2.0,2.29,0.8,-2.44
2026-05-29,-1.95,2.34,-0.02,-2.7
2026-06-05,-1.53,2.04,-0.56,-2.68
2026-06-12,-1.59,2.12,-1.02,-2.76
2026-06-19,-1.54,1.99,-1.0,-2.56
2026-06-26,-2.02,2.11,-1.18,-2.38
2026-07-03,-1.92,1.98,-1.14,-2.22
2026-07-10,-1.84,2.16,-1.6,-1.54
2026-07-17,-1.87,2.1,-1.51,-1.57
2026-07-24,-1.79,2.01,-1.46,-1.51
