date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD
2011-02-04,1.1000000000000014,-9.000000000000002,-28.0,0.5999999999999996,3.700000000000017,1.0,-2.0,17.199999999999996,-6.300000000000001
2011-02-11,1.1000000000000014,-9.000000000000002,-28.0,0.5999999999999996,3.700000000000017,1.0,-2.0,17.199999999999996,-6.300000000000001
2011-02-18,1.1000000000000014,-9.000000000000002,-28.0,0.5999999999999996,3.700000000000017,1.0,-2.0,17.199999999999996,-6.300000000000001
2011-02-25,1.1000000000000014,-9.000000000000002,-28.0,0.5999999999999996,3.700000000000017,1.0,-2.0,17.199999999999996,-6.300000000000001
2011-03-04,1.8999999999999986,-4.600000000000001,-20.099999999999994,-0.1999999999999993,-14.0,1.5,-2.3999999999999986,18.8,-5.5
2011-03-11,1.8999999999999986,-4.600000000000001,-20.099999999999994,-0.1999999999999993,-14.0,1.5,-2.3999999999999986,18.8,-5.5
2011-03-18,1.8999999999999986,-4.600000000000001,-20.099999999999994,-0.1999999999999993,-14.0,1.5,-2.3999999999999986,18.8,-5.5
2011-03-25,1.8999999999999986,-4.600000000000001,-20.099999999999994,-0.1999999999999993,-14.0,1.5,-2.3999999999999986,18.8,-5.5
2011-04-01,4.899999999999999,-2.5,-9.0,-1.0,19.200000000000017,1.8000000000000007,-4.100000000000001,17.800000000000004,-3.1999999999999993
2011-04-08,4.899999999999999,-2.5,-9.0,-1.0,19.200000000000017,1.8000000000000007,-4.100000000000001,17.800000000000004,-3.1999999999999993
2011-04-15,4.899999999999999,-2.5,-9.0,-1.0,19.200000000000017,1.8000000000000007,-4.100000000000001,17.800000000000004,-3.1999999999999993
2011-04-22,4.899999999999999,-2.5,-9.0,-1.0,19.200000000000017,1.8000000000000007,-4.100000000000001,17.800000000000004,-3.1999999999999993
2011-04-29,4.899999999999999,-2.5,-9.0,-1.0,19.200000000000017,1.8000000000000007,-4.100000000000001,17.800000000000004,-3.1999999999999993
2011-05-06,7.199999999999996,-1.799999999999999,-1.9000000000000057,-0.6000000000000005,40.30000000000001,3.6000000000000014,-4.100000000000001,17.9,-2.700000000000003
2011-05-13,7.199999999999996,-1.799999999999999,-1.9000000000000057,-0.6000000000000005,40.30000000000001,3.6000000000000014,-4.100000000000001,17.9,-2.700000000000003
2011-05-20,7.199999999999996,-1.799999999999999,-1.9000000000000057,-0.6000000000000005,40.30000000000001,3.6000000000000014,-4.100000000000001,17.9,-2.700000000000003
2011-05-27,7.199999999999996,-1.799999999999999,-1.9000000000000057,-0.6000000000000005,40.30000000000001,3.6000000000000014,-4.100000000000001,17.9,-2.700000000000003
2011-06-03,5.600000000000001,-3.8000000000000007,-3.4000000000000057,-0.7000000000000002,27.69999999999999,3.400000000000002,-3.5,14.199999999999996,-4.5
2011-06-10,5.600000000000001,-3.8000000000000007,-3.4000000000000057,-0.7000000000000002,27.69999999999999,3.400000000000002,-3.5,14.199999999999996,-4.5
2011-06-17,5.600000000000001,-3.8000000000000007,-3.4000000000000057,-0.7000000000000002,27.69999999999999,3.400000000000002,-3.5,14.199999999999996,-4.5
2011-06-24,5.600000000000001,-3.8000000000000007,-3.4000000000000057,-0.7000000000000002,27.69999999999999,3.400000000000002,-3.5,14.199999999999996,-4.5
