date,CNH,IDR,INR,KRW,MYR,PHP,SGD,THB,TWD
2013-01-04,,,,,,,,,
2013-01-11,,,,,,,,,
2013-01-18,,,,,,,,,
2013-01-25,,,,,,,,,
2013-02-01,,,,,,,,,
2013-02-08,,,,,,,,,
2013-02-15,,,,,,,,,
2013-02-22,,,,,,,,,
2013-03-01,,,,,,,,,
2013-03-08,,,,,,,,,
2013-03-15,,,,,,,,,
2013-03-22,,,,,,,,,
2013-03-29,,,,,,,,,
2013-04-05,-0.0009663392602521359,-0.004817310602369673,-0.006715235295229327,0.04584239406059876,0.015242608816855574,-0.0006117330587787073,0.008989734564954194,-0.040432374804670435,0.027347311955777887
2013-04-12,0.0024631051600010334,-0.014481494673766804,0.0003758637155133471,0.07383075912996606,0.012205504113246057,0.015168486546183857,0.012294488512718,-0.034095165826063756,0.034134165787194526
2013-04-19,-0.0007917528852077194,-0.013966128508306141,0.013925577704049008,0.0670086126177667,0.00905701494082578,0.014218393611768576,0.007181869338955926,-0.0228276143600441,0.033322554521685976
2013-04-26,-0.007414284007769778,-0.0089801758075847,0.0018684041335434998,0.03199532534546101,-0.003124745573508836,0.009093468417030515,0.0015784045205868569,-0.045464703854461774,0.01679402937445973
2013-05-03,-0.007310062640399018,0.004387669963392682,0.024048191642805694,0.016890145993949446,-0.02318642410769245,0.015286142954825888,-0.0028265716376116856,-0.01804292731624324,-0.0022641646629142365
2013-05-10,-0.010908758333698643,0.010571195516922316,0.005381559814807257,0.005574507019762365,-0.021201055019809623,0.0015949945102762264,-0.0027923370564571504,-0.003699348426011273,-0.0064292625340418574
2013-05-17,-0.010546617608763409,0.008756172349462688,0.010565768736170877,0.030132187602865734,-0.03385919867680398,0.01442920607880227,0.0011708894039854645,-0.003014572706660612,0.005559688153315534
2013-05-24,-0.01421556932924517,0.0071353707424197665,0.013450793941698347,0.03111708692170012,-0.02603148442807246,0.012558843357775906,0.015434570468548792,0.0006364519693620174,0.01089956460887409
2013-05-31,-0.015820051532994706,0.012076699841932381,0.013034144652285917,0.03419444826296125,-0.01555717114647126,0.02305088109404574,0.0198492908334979,0.004737322317470927,0.00855767354238024
2013-06-07,-0.009064484207761847,0.02649971615497826,0.04190448579092054,0.0351638381166568,-0.0033862807493454383,0.0401658481416467,0.013409667147071869,0.022786237766510897,0.010626451335104203
2013-06-14,-0.009709403790454596,0.026556616170687164,0.056195276069141986,0.008182457942508492,-0.009263197046113891,0.04070073023643106,-0.0022453898768357294,0.0371638001760739,-8.408095319145659e-05
2013-06-21,-0.011340407108535233,0.016327764217626495,0.056443016257618606,0.00864556130679972,0.0008351535883082128,0.047046982684965766,0.0011204482964897178,0.042625761087321745,-0.0006027324050670302
2013-06-28,-0.011751016535519021,0.031015099388117306,0.08811998748860006,0.03812235463218805,0.03359443877695045,0.07392175623976671,0.02876867186025464,0.06314403314542005,0.011644212491396466
2013-07-05,-0.0100845550568327,0.023469663302996935,0.08101861977921221,0.0070953967559406195,0.0329037353383026,0.045332868706150276,0.02268701653342428,0.06126561592174573,0.0020681150838366413
2013-07-12,-0.007878880271976696,0.031751919294757514,0.1097678230330752,0.01593868578242752,0.048022072838533214,0.055988990092404656,0.030813313133159992,0.07305663806160023,0.006971104088962843
2013-07-19,-0.0053669933676270265,0.02795607726658922,0.10357522587855117,0.003263227425208015,0.045718568493120504,0.05208277610347212,0.021285912092529835,0.08512393085732972,0.003753481399972447
2013-07-26,-0.005218293709904787,0.044082190654091136,0.08866309477899703,0.00905340485150763,0.05043139371973937,0.04913684470679236,0.022708259692025196,0.05891864772701805,0.011253178019216659
2013-08-02,-0.0030514497709748234,0.05348120437243864,0.09500292456663928,0.014565516197558637,0.05593062160405249,0.05840537147972924,0.024815169119723923,0.048228461070913387,0.012249034262098668
2013-08-09,-0.004315264797669638,0.05147276546114021,0.10278380520348218,0.0019518490559482515,0.08541911987323947,0.0553992155696581,0.02526131377291374,0.04791119777725328,0.006848023011125193
2013-08-16,-0.004606706204284494,0.0474495997129889,0.0928606269409693,-0.007491074457210978,0.07411979017975723,0.05383761332483239,0.0005965519475369663,0.04445540243535806,-0.0025214798240487113
2013-08-23,-0.0025179251876203956,0.06593632300440255,0.10717292348573082,-0.01356654926802392,0.07221309946717014,0.04764729384080413,0.004104188870736714,0.04362367736149242,-0.00142120291107517
2013-08-30,-0.00605078948571669,0.09876974337038824,0.11908617565571333,-0.016664085096223857,0.06412452816953862,0.0409070128700999,0.010380716054560868,0.04638033189508528,-0.003674632496301289
2013-09-06,-0.004338472358240919,0.12256607479786119,0.1582417918711192,-0.0092257360887249,0.05958435265997819,0.052422553246746606,0.02446544579021398,0.04831534492792322,0.006637415001560676
2013-09-13,-0.0034216265268709467,0.15012727259838599,0.12002037512956143,-0.03522381267095476,0.0664531263465582,0.03115917718126937,0.018465476921799784,0.053041287276792026,-0.004700361180332013
2013-09-20,-0.003143437096786439,0.10758919489448004,0.059476189326073126,-0.06268556763645794,0.027893017179902557,-0.0044313134613847005,-0.005813969865419877,0.021924858177941875,-0.01695309716093707
2013-09-27,-0.004163917153465091,0.1054607110389032,0.05485713327267394,-0.06118996786583075,0.0014228126659230345,0.003012050469991756,-0.013534369443953559,-0.0014956219669173265,-0.014601249587825382
2013-10-04,-0.0034763342582919687,0.12027618080218438,0.030480594387673143,-0.06942737073341387,0.01215725696547132,-0.006737283902917834,-0.015964932462348397,0.0006395395533358439,-0.020113046025677317
2013-10-11,-0.005666107596361769,0.11449163216616576,0.02531580441593473,-0.04804628467919425,0.0016351690697264942,-0.005435738822263225,-0.0136718154827212,0.004722842478878775,-0.01856906832256966
2013-10-18,-0.0046969343949618825,0.07818330100936244,0.029949970589099095,-0.04459697975393251,-0.00433227273933201,-0.0038201123032299833,-0.01437269690158749,0.009703753115494429,-0.017974409065283137
2013-10-25,-0.007312437498087965,0.05321209803178384,0.034518331483232245,-0.048809025154541885,-0.016183871178724774,-0.004009135991136059,-0.022022832063266773,-0.0023786957325637736,-0.01768106255697388
2013-11-01,-0.008431677158262652,0.041036292063472146,0.008475354534799528,-0.050597732542745355,-0.03133782044100841,-0.011111097089130606,-0.027361815433890185,-0.006512382062277222,-0.019205442055930444
2013-11-08,-0.004833301782358745,0.0832645289147198,0.03185856545687926,-0.04468686749924622,-0.02551873342389932,-0.0025867286575960158,-0.011355579839704949,0.0006404098841992223,-0.01584124801629594
2013-11-15,-0.004446347708289444,0.08092144235222598,0.023304242041775503,-0.04121259516827003,-0.030204417991352095,-0.00871722941290587,-0.017881034285497838,0.007168489478612372,-0.01205239474771247
2013-11-22,-0.006145231775372517,0.03456046225013765,-0.015580714244856075,-0.04870579014832188,-0.030204670518086285,-0.01220292271076362,-0.025113214252568877,-0.00921956020264414,-0.010598130991823052
2013-11-29,-0.007110987975355698,0.020628337345049985,-0.06572775278740473,-0.04507530550952854,-0.021292456972571205,-0.015386659480487452,-0.020459351176805085,-0.010313397142408753,-0.0120164464268524
2013-12-06,-0.004443504392695363,0.019326347711064784,-0.03883699298684817,-0.028097863350674324,-0.03220914922532048,-0.011948933063532063,-0.015430573226645733,-0.005070153011887069,-0.004046540675935795
2013-12-13,-0.007551852019961336,0.05270106866114155,-0.03306064963432753,-0.03004834881089291,-0.017322422872770193,0.0015400852942808463,-0.015244439719942465,0.011591664696037451,-0.004761592138485149
2013-12-20,-0.005891685829069182,0.07802916767714585,-0.009967418210819368,-0.021782612230225595,0.022030419919044197,0.022305757514298197,0.0035103151447447023,0.030900889923829222,0.001689189590845075
2013-12-27,-0.0077385221870993615,0.06967140764503554,-0.013854040188502559,-0.01116283692120934,0.018389135051627425,0.026793312574751482,0.00904122266350696,0.040793224027270814,0.010701407819950326
2014-01-03,-0.005616054959876493,0.08234396751204365,0.00866510759986383,-0.015587078121407139,0.03248875494207426,0.027621484386110673,0.016518117214560035,0.04858479021697315,0.021975202651524306
2014-01-10,-0.0093861871619767,0.09824776854457262,0.017527471761736635,-0.016149787369276858,0.03341378132716755,0.035994774186316914,0.015320938774298937,0.0520910606843481,0.02056367758225708
2014-01-17,-0.009386255216623507,0.08946724929074179,0.0031352074645250028,-0.001727287314811754,0.03502030891653041,0.03401377882354639,0.023602860832489247,0.0603358815032049,0.020953404197499026
2014-01-24,-0.00875237515383187,0.10507997140013003,0.0030841465784323674,-0.0005646952678013406,0.04336042345017832,0.0467528045019856,0.030269136854699258,0.055252296237980225,0.0241655880466336
2014-01-31,-0.007724274122090868,0.08555160467942713,0.004337048686264389,0.021677687206921092,0.0492028524643211,0.04467596053857781,0.02893238702650891,0.05032852056417081,0.02678267644629173
2014-02-07,-0.007178722491714806,0.0674985627660476,-0.011763360963773728,0.016705979190062337,0.051340470503864255,0.04502034409562006,0.02463198228947988,0.047580059650261575,0.027114245920868196
2014-02-14,-0.00787395884383879,0.052722730003972984,-0.011635347870355695,0.012419262189763636,0.039103002363750416,0.028617006797874822,0.016864610981068534,0.03813313896080839,0.024803977365808194
2014-02-21,-0.006681199054983766,0.00606324941105818,-0.013178778902087629,-0.002733607139310479,0.0279980878036028,0.014308274257696763,0.007885031494776984,0.01504373824940508,0.022486006121122504
2014-02-28,0.0017321992173007228,-0.0059727140012117985,-0.006072876879629874,0.01535871971814462,0.022093565121169778,0.02062162356672248,0.010786906623899722,0.014473376755078426,0.024119675406121477
2014-03-07,0.007936126216590011,-0.01927667314386383,0.009926329950033619,0.014547903886701796,0.013363227812167144,0.018231201197512092,0.01335154539341063,0.011351489915957469,0.025302151920092886
2014-03-14,0.0058753225645975515,-0.04739414156467703,-0.015166047646210323,0.01050962984214987,0.006930034664669682,0.00519012786416484,0.009787489222996243,0.010014445375631897,0.02076187584816802
2014-03-21,0.014394974862166787,-0.06834426743697186,-0.01268631182020119,0.009447826434488604,-0.0024060070386349164,0.0027925930366956564,-0.0011849746617060841,-0.009869008396540924,0.015527359746704494
2014-03-28,0.02002023175605716,-0.06374289975648928,-0.01800389287764581,0.022502368119678096,0.006276266376704198,0.020212860122880816,0.006217799733840235,-0.014512886231008881,0.01911801083609488
2014-04-04,0.025331031911664192,-0.06551675887222075,-0.040062943130809714,0.012223374427228428,-0.003932871946323635,0.0009505438385200016,-0.005305892471565127,-0.01634497550602987,0.016217466138443992
2014-04-11,0.029380256811819105,-0.05147081968537215,-0.027347409482882057,-0.008271800833275833,0.0032068440095793793,0.004813891188191199,-0.005461682947900615,-0.015942189580578248,0.006910096928882226
2014-04-18,0.030485106358241865,-0.03599360264790441,-0.020140427636013314,-0.02238149905051845,-0.01833565808192561,-0.01533517143641916,-0.02109180630236146,-0.017047176241188122,-0.0017116320348717906
2014-04-25,0.029814748885216513,-0.06313859502266439,-0.03919984104178198,-0.045683713321365005,-0.02799513418509303,-0.024584460048949985,-0.021520642594397954,-0.020449667111701153,-0.002036205416600545
2014-05-02,0.036092259899374035,-0.051811966598348747,-0.03582691903947932,-0.04317962044646784,-0.02318269840890408,-0.017330222501009462,-0.01760039119210033,-0.024127084624694373,-0.001467956752717825
2014-05-09,0.03718287822416522,-0.039822146587718876,-0.03495267478549291,-0.04253614224485425,-0.019406309444079284,-0.007162071796615432,-0.011344376154105884,-0.014043126841394749,-0.004464293128685792
2014-05-16,0.03245510964125642,-0.01089680625358369,-0.03314280513127699,-0.03264856053250398,-0.023808462620245274,-0.021057713596281946,-0.009165236502396729,0.009394078478008883,-0.003892505639467636
2014-05-23,0.0224743140499013,-0.030410684031329183,-0.05526321029014891,-0.04741733476033794,-0.018686406799555577,-0.01983200980701616,-0.013342002233079575,-0.0010763436112553038,-0.006087593860633067
2014-05-30,0.01897971210973748,0.0036697288889619983,-0.057739500763074325,-0.0426433973397371,-0.0200345736321621,-0.023901278233265266,-0.011672820829542935,-0.0010894500889588876,-0.006373718901105718
2014-06-06,0.022090242774680746,0.023977820089795543,-0.033890909061996766,-0.04232624733049217,-0.013908430046131848,-0.01268420176969487,-0.01134167687519183,0.014874152933145979,-0.008233094891349602
2014-06-13,0.014046579062844122,0.03837869378811831,-0.03804130285673146,-0.05192391734013935,-0.02073491110499326,-0.02568286630648231,-0.01064854308664595,0.006733824172353131,-0.011785415585578551
2014-06-20,0.0024021227604498208,0.034289073478632304,-0.019982143817456333,-0.05489511312664064,-0.027579501959443586,-0.030679766365847794,-0.019330396719652643,-0.0003705533639242198,-0.01860142595054537
2014-06-27,0.0037160112577023785,0.05450823561039009,0.007004833412239009,-0.04386777422038257,-0.015422571006632468,-0.01986857704808198,-0.006772124833946791,-0.0003080714750183233,-0.015683741394304285
2014-07-04,0.0004907422776410097,0.06582763660874491,0.0037201411794072214,-0.0342520803550288,-0.020423646434132525,-0.02333241455906787,-0.00828888144157694,-0.0007083134737109198,-0.011236540881462531
2014-07-11,-0.0005154473230324363,0.030253252595082714,-0.00972168505090032,-0.028633370624594257,-0.015880763456250557,-0.020995937603152104,-0.0020856737867058217,0.0032475092331321065,-0.005921865589762376
2014-07-18,-0.003363213829449707,0.01936795040274042,-0.0028951036166038335,-0.017640055634756457,-0.01696142739777695,-0.019516093373228127,-0.009424384486774323,-0.0013834808402801713,-0.007819038338781947
2014-07-25,-0.008510894476633224,0.004253801826592962,-0.003308001479132905,-0.009710549604815988,-0.027057575520329946,-0.02412053982057616,-0.011693229502178881,-0.003416948265146491,-0.009802943062172442
2014-08-01,-0.010654126168053724,0.004119247017083438,3.832078328169786e-05,-0.003834069486613245,-0.028258362203618326,-0.02786672607471008,-0.010022936010001343,-0.01620477965290812,-0.007151202935381296
