date,USD_BROAD,EUR,CAD,JPY,BRL,CLP,PLN,MXN,HUF,CNH,IDR,INR,TWD,THB,SGD,KRW,MYR,PHP
2017-07-07,94.9491,108.29,103.214,102.336,100.005,100.881,113.023,114.695,109.114,102.502,101.804,106.617,105.189,104.582,104.253,104.394,104.695,98.5585
2017-07-14,94.0773,108.289,105.218,102.737,102.754,101.552,113.504,118.241,109.823,102.788,102.435,106.906,105.769,105.235,104.691,106.158,104.709,98.6058
2017-07-21,93.1311,110.46,106.408,104.317,105.762,102.891,115.37,119.365,112.534,103.111,102.592,107.154,105.751,106.435,105.526,107.637,105.091,98.3809
2017-07-28,93.139,111.027,106.792,104.509,104.697,103.37,115.385,117.766,113.088,103.345,102.512,107.431,106.092,106.743,105.731,107.146,105.201,98.7824
2017-08-04,92.8492,112.561,106.49,105.577,106.11,103.476,117.262,117.062,115.068,103.648,102.69,108.341,106.475,107.108,106.01,107.012,105.189,99.5111
2017-08-11,93.2845,111.488,105.213,106.521,104.066,103.514,114.91,116.123,113.473,104.336,102.307,107.567,105.689,107.123,105.422,105.045,104.615,97.8642
2017-08-18,93.0893,111.363,105.822,106.487,104.11,103.819,115.095,117.212,114.128,104.311,102.359,107.628,105.754,107.182,105.401,105.452,104.713,97.0663
2017-08-25,92.5886,111.996,107.018,105.871,105.031,105.21,116.347,118.587,114.559,104.708,102.526,107.858,106.384,106.851,105.687,106.896,105.328,97.8291
2017-09-01,92.2541,112.894,107.296,105.386,105.085,107.399,117.66,117.045,115.126,106.085,102.75,107.961,106.726,107.252,105.919,107.186,105.663,97.7284
2017-09-08,90.9247,114.331,110.634,108.041,106.755,109.539,118.895,118.751,116.199,107.68,103.93,108.244,106.871,107.475,107.416,106.332,107.303,98.3792
2017-09-15,91.6193,113.192,110.1,104.268,106.098,107.58,117.064,118.273,114.035,106.431,103.328,107.807,106.664,107.455,106.768,106.222,107.265,97.5316
2017-09-22,91.9424,113.313,109.072,103.5,105.514,107.519,117.547,117.719,113.92,105.973,102.958,106.712,106.204,107.451,106.64,106.121,107.292,98.7397
2017-09-29,92.9998,111.843,107.714,103.081,104.073,105.606,114.763,115.267,111.892,104.815,101.907,105.856,105.619,106.639,105.684,104.958,106.745,98.4061
2017-10-06,93.6217,110.828,106.386,102.629,105.041,106.834,113.917,113.414,110.744,104.712,101.525,105.895,105.392,106.231,104.998,105.083,106.242,97.6747
2017-10-13,93.2018,111.926,107.239,103.292,104.507,107.545,116.335,110.936,112.771,105.833,101.697,106.718,106.261,107.309,105.866,106.35,106.751,97.3426
2017-10-20,93.4733,111.731,107.086,102.231,103.851,107.429,116.625,111.105,113.001,105.229,101.533,106.552,105.86,107.045,105.448,106.08,106.489,97.0891
2017-10-27,94.6387,110.003,103.853,101.492,100.786,105.808,114.557,109.478,110.047,104.717,100.801,106.616,105.898,106.58,104.688,106.394,106.128,96.637
2017-11-03,94.2965,110.197,104.255,101.443,101.325,106.642,115.075,110.123,110.51,105.2,101.774,107.464,105.976,107.151,105.283,107.808,106.319,97.9048
2017-11-10,94.2521,110.096,105.49,101.958,101.722,106.559,115.296,110.148,110.079,104.691,101.347,106.244,106.026,107.166,105.281,107.309,107.26,97.6732
2017-11-17,93.9003,111.547,104.925,102.714,101.177,106.522,116.537,110.26,111.622,104.889,101.698,106.836,106.452,108.063,105.625,109.461,108.036,98.5318
2017-11-24,93.1382,112.128,105.075,103.733,102.753,105.913,117.926,112.928,112.135,105.604,101.733,107.411,106.753,108.558,106.346,110.694,109.285,98.7448
2017-12-01,93.2731,112.529,103.816,102.88,101.675,103.989,118.351,112.686,111.824,105.471,101.59,107.72,106.663,108.727,106.321,110.81,110.049,99.5348
2017-12-08,93.845,110.973,104.063,101.816,101.613,102.493,116.971,111.181,110.19,105.154,101.511,107.878,106.553,108.547,105.789,109.694,110.119,99.1245
2017-12-15,93.6197,111.534,104.676,102.965,100.238,105.573,117.227,109.859,111.083,105.529,101.346,108.582,106.659,109.057,106.294,110.254,110.217,99.3143
2017-12-22,93.5643,112.02,105.068,101.88,100.293,108.281,118.364,108.053,112.265,106.036,101.54,108.782,106.993,108.196,106.475,111.388,110.395,100.025
2017-12-29,92.9537,113.281,106.637,102.61,100.287,109.393,120.335,106.935,114.202,106.958,101.707,109.049,107.877,108.795,107.131,112.53,111.01,100.58
2018-01-05,92.3275,113.889,106.89,101.935,102.628,111.848,121.54,109.127,115.327,107.562,102.644,109.94,108.348,110.013,107.817,112.905,112.566,100.63
2018-01-12,91.9493,114.554,106.742,103.83,103.467,111.181,121.848,109.994,115.932,107.759,103.306,109.562,107.822,110.812,107.791,112.811,113.505,99.4926
2018-01-19,90.9992,115.946,107.573,104.192,103.858,111.159,123.223,113.229,117.485,108.932,103.452,109.266,108.935,111.039,108.362,112.502,114.532,98.876
2018-01-26,90.1112,117.488,108.448,105.423,105.944,112.563,125.85,113.582,118.739,110.186,103.594,109.827,109.656,112.799,109.38,112.708,116.263,98.35
2018-02-02,90.055,117.963,108.538,104.925,104.235,112.527,125.929,114.262,119.295,110.764,102.49,108.978,109.168,112.801,108.847,110.651,115.966,97.1347
2018-02-09,91.3084,115.587,105.974,105.682,101.359,111.74,122.418,111.934,116.013,110.28,101.08,108.486,108.893,111.306,107.386,110.237,114.032,97.125
2018-02-16,90.0879,117.856,106.977,108.506,103.336,113.576,125.718,114.009,118.688,110.757,101.983,108.713,109.953,113.123,109.161,112.506,115.554,96.1331
2018-02-23,90.8156,116.178,105.243,107.833,102.696,113.758,123.736,113.776,116.416,110.128,100.963,107.993,109.175,112.479,108.128,111.411,115.29,97.0042
2018-03-02,91.308,116.144,103.885,109.212,102.623,112.82,122.931,111.416,116.048,109.837,100.247,107.257,108.907,112.442,108.282,110.843,115.248,96.5098
2018-03-09,91.1459,116.071,103.697,107.768,102.163,111.103,122.853,113.596,116.832,110.057,100.033,107.391,108.895,112.768,108.429,112.172,115.295,96.3411
2018-03-16,91.2309,116.329,102.035,108.939,101.459,111.065,122.583,112.707,117.372,110.249,100.538,107.835,109.72,113.334,108.709,112.382,115.4,96.7548
2018-03-23,90.9642,116.474,103.363,109.486,100.922,110.61,122.403,113.64,116.808,110.435,100.46,107.896,109.569,113.26,108.667,111.213,115.27,95.7477
2018-03-30,90.5505,116.288,103.649,108.288,101.119,111.367,122.752,116.336,116.885,111.307,100.822,107.723,109.62,113.315,109.027,113.078,116.794,96.3092
2018-04-06,90.956,115.452,104.498,107.056,100.011,111.616,122.136,115.832,116.021,110.409,100.412,107.999,108.946,112.948,108.29,112.305,116.57,96.4755
2018-04-13,90.4412,116.219,106.271,106.735,98.0656,112.874,123.707,116.863,117.384,111.163,100.631,107.624,108.845,113.378,108.863,112.31,116.53,96.7101
2018-04-20,90.903,116.014,105.416,106.743,98.8976,113.154,123.699,114.705,117.501,110.976,99.4867,106.333,108.455,112.722,108.633,112.169,115.93,96.4104
2018-04-27,92.0929,113.964,103.673,105.083,96.3105,111.713,120.068,112.733,114.562,110.158,99.9205,105.359,107.85,111.895,107.647,112.193,115.278,97.3818
2018-05-04,92.8074,112.811,103.73,105.392,95.0296,108.67,117.734,110.582,112.98,109.678,99.0346,105.125,107.389,111.157,106.982,111.54,114.688,97.2681
2018-05-11,92.6586,112.535,104.784,105.055,94.3323,108.049,117.703,110.348,112.551,110.305,99.2925,104.56,107.247,110.779,107.006,112.436,111.615,96.053
2018-05-18,93.8181,111.006,104.123,103.361,90.5492,106.418,114.951,107.212,109.923,109.568,97.8684,103.41,106.44,109.548,106.084,110.843,113.713,96.006
2018-05-25,93.7944,110.307,103.329,104.863,91.8773,107.727,114.132,108.267,108.59,109.345,98.3788,103.912,106.507,110.592,106.508,111.287,113.527,95.7856
2018-06-01,94.0954,110.295,103.042,105.055,89.5321,106.848,113.78,106.542,108.51,108.863,99.8884,104.951,106.854,110.236,106.577,111.629,113.441,95.8301
2018-06-08,94.5942,110.528,102.516,104.959,85.8662,106.278,114.687,103.044,108.559,108.938,99.1683,104.093,106.47,109.934,106.585,111.333,113.269,95.2978
2018-06-15,95.4127,109.17,101.541,103.621,87.9783,105.302,113.618,101.729,106.341,108.626,98.6153,103.71,106.115,108.691,105.755,109.364,112.98,94.4193
2018-06-22,95.3988,109.601,100.486,104.035,88.9447,105.377,113.145,104.969,106.482,107.278,98.4242,104.02,105.15,106.916,104.871,107.939,112.917,94.6021
2018-06-29,95.7003,109.551,100.69,103.583,86.8257,103.76,111.656,107.683,104.776,105.161,97.0573,102.946,104.556,106.398,104.349,107.568,111.924,94.4632
2018-07-06,95.3306,110.161,101.522,103.536,85.2783,102.559,112.478,110.29,106.931,104.707,96.3436,102.488,104.349,106.105,104.602,107.152,111.818,94.49
2018-07-13,95.726,109.368,101.106,101.697,86.0114,103.676,112.601,111.522,106.264,103.829,96.2014,103.181,103.722,105.571,103.991,105.7,111.671,94.2247
2018-07-20,96.0468,109.592,100.728,101.859,87.6041,101.632,112.916,111.504,105.939,102.301,95.5436,102.584,103.606,105.278,103.919,105.438,111.171,94.4932
2018-07-27,95.4969,109.354,102.105,102.958,89.5899,104.064,113.475,114.03,106.663,101.998,96.294,102.913,103.778,105.163,104.319,107.186,111.343,94.6325
2018-08-03,95.8291,108.882,102.478,102.469,89.2632,104.251,113.904,113.806,106.98,101.293,95.7592,102.896,103.54,105.572,103.816,106.076,110.911,95.0897
2018-08-10,96.3934,107.761,101.859,103.105,86.296,103.114,112.102,112.793,105.306,101.716,95.8294,102.646,103.524,105.784,103.759,106.203,110.762,95.063
2018-08-17,96.9472,107.035,101.36,103.478,85.5422,100.103,110.757,111.399,104.403,101.614,94.9405,100.857,103.141,105.824,103.404,106.34,110.141,94.5279
2018-08-24,96.3691,108.829,102.074,102.633,81.5956,100.554,113.454,112.549,105.872,101.847,95.1456,101.244,103.355,107.469,103.786,107.263,110.162,94.6548
2018-08-31,96.487,109.606,102.549,103.197,80.9303,99.3809,113.873,111.39,106.095,101.753,93.8371,99.8618,103.357,107.406,103.699,107.145,109.966,94.4323
2018-09-07,96.7278,109.209,101.565,103.132,82.7496,97.8624,113.144,111.265,106.11,101.829,93.3411,98.9005,103.193,107.239,103.257,106.613,109.17,94.1409
2018-09-14,96.2395,109.902,102.605,102.163,79.867,98.7242,113.951,113.371,107.286,101.844,94.0249,98.7657,103.237,108.003,103.683,106.972,109.355,93.7203
2018-09-21,96.0013,110.445,103.241,101.329,82.4248,100.935,114.892,112.721,107.734,101.978,93.8078,98.4154,103.644,108.476,104.082,107.163,109.593,93.526
2018-09-28,96.4803,108.724,102.4,100.649,83.7567,102.015,113.498,113.224,105.857,101.357,93.3606,97.8821,104.03,108.617,103.706,107.688,109.381,93.6296
2018-10-05,97.0037,107.924,103.101,100.224,86.7465,99.5459,111.924,111.956,105.008,101.046,91.4973,96.4318,102.626,106.885,102.655,105.854,109.183,93.1781
2018-10-12,96.6053,108.676,102.458,101.636,89.5639,99.085,113.027,112.982,105.845,100.925,91.5482,96.5227,102.857,107.233,102.964,105.528,108.983,93.6857
2018-10-19,97.0058,107.56,102.177,101.539,90.3934,99.4694,111.738,111.747,105.145,100.554,91.6484,96.8866,102.649,107.74,102.904,105.619,108.894,94.2803
2018-10-26,97.7892,106.5,101.417,101.913,90.7996,97.3779,110.29,109.215,103.839,100.206,91.49,97.0288,102.217,106.065,102.494,104.524,108.454,94.5759
2018-11-02,97.1832,107.392,101.996,101.039,91.4843,98.6085,111.095,107.395,105.653,101.646,93.6126,98.2224,104.17,106.94,103.406,107.443,108.782,95.5811
2018-11-09,97.9905,106.52,101.051,100.18,89.7805,99.2538,111.083,105.787,104.86,100.485,94.8944,98.2354,103.071,106.317,102.94,106.019,108.343,95.6006
2018-11-16,98.0922,106.287,101.206,100.614,89.4412,99.8755,110.428,105.17,104.592,100.485,95.3508,99.0865,102.574,106.419,102.977,105.538,108.023,96.139
2018-11-23,98.0481,106.447,100.763,101.053,88.5244,100.494,110.816,105.114,104.668,100.474,95.94,100.943,102.461,106.085,103.078,105.481,107.974,96.8344
2018-11-30,98.0376,106.663,100.121,100.432,87.4293,100.371,111.18,105.315,104.409,100.464,97.5675,102.378,102.733,106.733,103.322,106.532,108.222,96.8659
2018-12-07,98.0535,106.739,99.4803,101.048,86.0269,99.6138,111.348,104.918,104.62,101.256,96.1509,100.866,102.537,106.758,103.419,106.331,108.706,96.2423
2018-12-14,98.4337,105.83,99.5636,100.311,86.4918,98.3737,110.182,104.979,103.549,101.06,95.4682,99.2515,102.515,106.849,102.897,105.338,108.203,95.5263
2018-12-21,97.8736,107.125,98.4765,102.469,87.5284,97.5807,111.897,107.174,105.458,100.961,95.9867,101.91,103.056,107.321,103.389,106.287,108.322,95.8421
2018-12-28,97.4725,107.51,98.0145,103.298,87.2019,96.9668,111.908,109.074,106.02,101.398,95.9735,102.164,103.36,107.59,103.653,106.973,109.069,96.6826
2019-01-04,97.1069,106.994,99.146,105.472,90.1384,97.2049,111.587,109.6,105.621,101.474,98.0875,102.632,102.641,109.139,104.022,106.46,109.52,97.0073
2019-01-11,95.8703,108.111,100.999,105.144,91.3335,100.172,112.738,112.176,106.697,103.425,99.3408,101.557,103.019,109.765,104.835,106.935,110.579,97.7875
2019-01-18,96.3301,106.911,100.582,103.975,90.0982,100.801,111.578,112.473,106.552,102.777,98.337,100.634,102.611,110.377,104.371,106.422,110.138,96.7441
2019-01-25,96.3109,106.359,100.152,103.674,90.0051,100.435,111.074,113.151,106.096,103.119,99.2857,100.739,102.805,110.616,104.34,106.701,109.808,96.9147
2019-02-01,95.7793,107.503,101.454,104.533,92.3628,102.789,112.781,112.074,107.422,103.479,100.204,100.478,102.922,111.888,104.92,106.934,110.588,97.5429
2019-02-08,96.4101,106.276,100.065,103.632,90.9015,102.784,110.622,112.542,105.928,102.915,100.092,100.531,102.638,111.239,104.325,106.308,111.311,97.8679
2019-02-15,96.7581,105.639,100.296,103.052,91.0923,101.936,109.427,111.19,105.548,102.93,98.9473,100.637,102.575,111.841,104.167,105.907,110.892,97.2676
2019-02-22,96.3134,106.249,100.89,102.617,89.903,103.759,109.848,111.526,106.205,103.93,99.6731,100.91,102.768,111.588,104.583,106.191,111.072,97.7778
2019-03-01,96.1354,106.671,101.521,101.729,90.3313,103.267,111.094,111.465,107.384,104.065,99.035,101.315,102.535,110.304,104.575,106.064,111.184,98.4295
2019-03-08,97.1894,105.07,99.0416,102.299,87.3808,100.974,109.46,109.769,105.751,103.682,97.7565,102.547,102.249,109.966,103.979,105.01,110.739,97.5666
2019-03-15,96.496,106.036,100.02,101.806,88.2887,101.082,110.6,111.64,107.335,103.965,98.2037,104.056,102.324,110.244,104.424,105.075,110.728,96.9277
2019-03-22,96.3809,105.84,99.477,103.054,87.7226,100.389,110.67,112.978,106.568,103.894,98.5784,104.135,102.4,110.146,104.594,105.181,111.467,97.1373
2019-03-29,96.8304,105.185,99.371,102.637,87.2068,99.6651,109.735,111.293,104.246,103.863,98.3298,103.985,102.443,110.091,104.312,105.054,110.978,97.0582
2019-04-05,96.6429,105.167,99.7031,101.73,88.2567,101.632,110.12,112.411,104.378,103.994,99.0979,103.906,102.465,109.475,104.335,104.841,110.819,98.0142
2019-04-12,96.2209,105.953,100.017,101.514,88.0029,101.793,111.13,114.558,104.781,103.975,99.386,104.051,102.408,109.915,104.351,105.167,110.121,98.7934
2019-04-19,96.422,105.312,99.6967,101.523,86.5175,102.225,110.559,114.375,104.901,104.135,99.9832,104.134,102.498,109.658,104.249,104.974,109.641,98.9372
2019-04-26,97.2545,104.269,98.8006,101.659,86.0494,100.152,109.281,113.02,103.19,103.581,98.8972,102.936,102.07,109.098,103.647,102.748,109.641,98.1821
2019-05-03,97.3055,104.406,98.9415,101.878,85.7724,99.2184,109.403,112.563,102.856,103.503,98.3545,104.122,102.149,108.941,103.543,101.944,109.376,98.7015
2019-05-10,97.3527,105.151,99.0018,103.465,86.1775,98.7973,109.994,112.519,103.732,102.114,97.7411,103.298,101.885,110.484,103.678,101.284,108.956,97.9488
2019-05-17,98.0185,104.52,98.8345,103.55,84.0657,97.3045,109.044,112.393,102.212,100.534,97.0665,102.855,100.65,109.838,102.658,99.8228,108.486,97.1968
2019-05-24,97.7773,104.675,99.0712,103.504,84.2054,97.1138,109.471,113.235,102.477,100.967,97.7773,103.869,100.171,109.504,102.563,100.5,108.175,98.1418
2019-05-31,98.4714,104.297,98.2837,104.37,85.4732,95.3061,109.488,108.946,102.712,100.584,97.9839,103.441,99.7268,110.005,102.338,99.9252,108.124,98.1764
2019-06-07,97.8251,105.369,99.8164,104.534,87.736,97.7437,110.887,109.138,104.652,100.51,98.691,103.94,100.345,111.169,103.272,100.553,108.93,98.494
2019-06-14,97.375,105.375,99.8779,104.844,88.4989,97.2402,111.338,112.51,104.677,100.771,98.0913,103.603,100.16,111.772,103.217,100.651,108.734,98.6177
2019-06-21,96.5993,105.764,101.054,105.468,89.1672,98.9253,111.668,113.362,104.34,101.638,99.6189,103.988,101.772,112.971,103.957,102.603,109.192,99.6565
2019-06-28,96.3864,106.452,101.769,105.332,89.2302,99.4814,112.657,112.412,105.161,101.602,99.5691,104.731,101.736,113.553,104.278,103.05,109.642,100.08
2019-07-05,96.5113,105.307,101.978,104.952,89.6642,99.649,111.637,113.609,104.166,101.547,99.7353,105.655,101.285,113.56,103.961,101.762,109.562,100.329
2019-07-12,96.5776,105.256,102.222,104.653,90.8282,99.2681,110.941,113.116,103.395,101.491,100.238,105.442,101.363,112.662,103.711,101.053,110.162,100.417
2019-07-19,96.4157,105.066,102.13,105.354,91.6648,99.1916,111.049,113.798,103.366,101.574,100.921,105.194,101.545,113.081,103.804,101.329,110.148,100.628
2019-07-26,96.993,104.052,101.039,104.279,90.296,97.2514,109.764,113.429,102.072,101.575,100.762,105.057,101.362,112.631,103.044,100.636,109.988,100.807
2019-08-02,97.7177,103.703,100.732,106.036,88.8581,95.6568,108.548,112.045,101.546,100.337,99.221,104.231,100.188,113.081,102.421,99.2571,108.983,99.8094
2019-08-09,98.0183,104.718,100.732,107.119,87.1041,95.4964,109.149,111.088,103.277,98.6622,99.1505,102.457,100.41,113.254,102.007,98.2328,108.279,99.0287
2019-08-16,98.4745,103.511,100.227,106.496,85.5587,95.2923,107.504,110.613,102.241,99.1879,99.1668,101.981,100.582,112.594,101.651,98.437,108.431,98.2766
2019-08-23,98.8436,103.281,100.038,106.203,83.9252,94.8032,106.849,109.353,100.905,98.5788,99.3019,101.108,100.404,113.201,101.577,98.3217,108.086,98.3743
2019-08-30,99.2542,103.134,100.264,106.407,81.9647,93.9699,106.171,107.935,100.068,97.8212,99.4667,101.523,100.473,113.644,101.531,98.4715,107.718,98.9247
2019-09-06,98.6566,103.025,100.708,105.823,83.1822,94.5939,106.95,110.281,100.184,98.34,100.019,101.264,101.053,113.348,101.93,99.914,108.354,99.205
2019-09-13,97.9965,103.579,100.738,104.778,84.1922,95.6374,107.881,111.91,100.32,99.3493,101.119,102.323,101.887,114.242,102.574,100.95,108.762,99.0942
2019-09-20,98.3947,103.117,100.448,104.793,82.0581,94.6649,106.963,111.546,99.5331,98.7762,100.505,102.205,101.648,114.049,102.355,100.085,108.612,99.0217
2019-09-27,98.9222,102.123,100.55,104.629,82.0342,93.2636,105.022,110.511,97.6946,98.2836,99.6882,102.943,101.329,113.398,101.871,99.1358,108.14,99.1534
2019-10-04,98.7231,102.575,99.9955,105.983,83.8435,94.5344,107.007,110.941,99.2113,98.2561,99.8555,102.415,101.635,114.153,102.062,99.2974,108.2,99.3256
2019-10-11,98.4215,102.998,100.384,104.409,83.3211,94.2717,107.979,111.842,99.846,98.6681,99.9769,102.335,102.431,114.149,102.354,100.255,108.196,99.8132
2019-10-18,97.8594,103.877,101.45,104.015,82.2452,95.2375,109.576,113.067,101.133,98.8481,99.8877,102.145,102.735,114.525,102.994,100.605,108.166,100.453
2019-10-25,97.6555,103.691,102.013,104.024,84.7388,93.5602,109.632,113.593,101.496,99.0853,100.793,102.562,102.632,115.034,103.144,101.025,108.173,100.41
2019-11-01,97.5058,104.065,101.211,104.61,85.2707,91.6624,110.571,113.106,102.092,99.4942,100.78,102.787,103.037,115.005,103.534,101.629,108.692,101.771
2019-11-08,97.6972,102.861,101.031,103.223,83.5672,91.4229,109.145,113.292,99.4014,100.331,100.89,102.091,103.376,114.166,103.388,102.456,109.521,101.644
2019-11-15,97.965,102.869,100.622,103.896,81.6937,84.687,108.661,112.814,99.0146,100.006,100.594,101.452,102.788,114.678,103.209,101.655,108.994,101.508
2019-11-22,98.1185,103.155,100.336,104.007,81.7287,85.2455,108.606,112.073,99.4516,99.5869,100.431,101.647,102.723,114.827,103.066,100.608,108.47,101.169
2019-11-29,98.3386,102.499,100.278,102.96,81.8301,84.4962,107.308,111.718,99.1135,99.8328,100.374,101.588,102.79,114.668,102.748,100.416,108.352,101.066
2019-12-06,97.7997,103.387,101.159,103.867,81.916,86.7763,109.451,112.42,101.021,99.8583,101.033,102.354,102.941,114.228,103.25,99.714,108.78,101.152
2019-12-13,97.0707,104.135,101.237,102.821,83.8454,88.5529,110.351,114.382,102.228,100.636,101.266,103.096,103.798,114.73,103.794,100.869,109.422,101.573
2019-12-20,97.1834,103.384,101.442,103.056,84.296,90.0957,109.971,114.968,101.091,100.339,101.374,102.627,103.885,114.699,103.538,101.96,109.256,101.188
2019-12-27,96.9638,103.822,101.793,102.912,84.5746,91.1428,110.247,115.03,101.418,100.485,101.425,102.324,104.138,114.772,103.72,101.974,109.561,101.268
2020-01-03,96.851,103.627,102.507,104.27,85.2524,90.4376,110.377,114.554,101.45,100.871,101.609,101.811,104.212,114.74,103.829,101.297,110.217,100.34
2020-01-10,96.7369,103.26,101.979,102.726,83.8551,88.4969,110.28,115.784,100.041,101.634,103.143,103.028,104.447,114.402,103.891,101.962,110.881,101.613
2020-01-17,96.5377,103.429,102.152,102.2,82.0586,87.8134,110.784,116.244,99.6853,102.568,103.807,103.058,104.517,113.775,104.103,101.873,111.47,100.844
2020-01-24,96.9898,102.692,101.481,102.658,82.3963,87.6541,109.446,115.998,98.9337,101.569,104.325,102.801,104.222,113.039,103.708,101.097,111.221,101.056
2020-01-31,97.5476,102.691,100.701,103.288,80.9802,85.4525,108.519,115.521,98.8199,100.791,103.076,102.802,103.233,110.805,102.577,98.7884,110.216,100.733
2020-02-07,97.8352,101.874,100.166,102.403,80.2831,86.6295,108.355,116.328,97.4827,100.668,103.283,102.746,103.787,110.476,100.708,98.9342,109.097,100.877
2020-02-14,97.8201,100.787,100.618,102.392,79.0587,85.5939,107.828,117.113,97.4361,100.843,103.391,102.983,104.217,110.66,100.585,99.7269,109.044,101.688
2020-02-21,98.7268,100.486,100.521,100.456,78.3023,84.2456,106.805,114.33,96.5972,100.12,102.583,102.232,102.726,109.149,99.9378,97.3464,107.635,101.016
2020-02-28,98.8974,102.204,99.0549,103.369,76.8249,83.4823,107.411,110.338,97.8946,100.948,98.7743,101.92,103.498,109.386,100.231,97.6119,107.016,100.628
2020-03-06,98.0776,105.331,99.4373,106.705,74.6874,81.7693,111.309,107.973,101.838,101.91,98.585,99.77,104.516,109.802,101.522,99.0514,108.139,101.319
2020-03-13,100.476,103.661,96.4459,105.042,71.7641,80.5732,108.348,101.743,99.4017,100.91,97.7562,100.002,104.074,108.567,99.066,97.5716,105.43,100.437
2020-03-20,104.601,99.5048,93.4347,101.948,67.591,80.0141,100.398,91.2995,92.7243,99.4467,89.1274,98.2914,103.333,106.034,96.6141,94.574,102.633,100.303
2020-03-27,103.226,102.224,94.6574,103.114,68.625,81.8149,102.921,92.916,94.0528,99.5258,87.7196,98.2498,103.293,105.859,97.4636,96.5244,104.158,100.686
2020-04-03,104.701,100.294,93.8622,103.342,65.5855,79.2818,99.8193,88.3494,89.5585,99.4908,85.7756,97.109,103.255,104.516,97.2905,95.4448,103.481,101.224
2020-04-10,102.815,101.563,95.4709,103.419,67.494,81.0204,102.017,92.7264,93.7658,100.542,90.4999,97.4875,103.818,105.446,98.7877,97.3613,104.589,101.754
2020-04-17,103.59,100.567,94.741,103.966,65.8955,79.915,101.55,91.0436,93.0904,100.09,90.9353,96.925,103.837,105.801,98.0302,96.8368,103.142,100.997
2020-04-24,104.209,100.078,94.9156,104.166,62.3367,79.3917,101.13,88.6588,91.9597,99.9818,90.8728,97.1461,103.679,106.154,97.969,95.4896,103.331,101.325
2020-05-01,103.536,101.889,95.0231,104.934,62.9037,81.635,102.401,89.0586,93.9795,99.565,92.751,98.0398,104.451,105.905,98.6682,96.4524,104.823,101.618
2020-05-08,103.375,100.579,95.5162,105.336,59.1423,81.7268,101.225,91.316,94.0723,100.154,95.0882,98.3331,104.345,106.678,98.6886,96.6025,103.919,101.924
2020-05-15,103.774,100.258,94.6666,104.681,59.3534,83.1507,100.749,91.4458,92.6005,99.6438,95.4274,98.0725,104.066,107.14,97.8668,95.5695,103.486,101.367
2020-05-22,102.89,101.122,95.1139,104.235,62.2282,85.0411,102.657,95.0758,94.6969,99.3178,95.4548,98.0959,103.708,107.678,97.9644,94.9242,103.188,101.292
2020-05-29,101.508,103.236,96.9314,104.474,63.939,84.4465,106.452,98.5961,96.8684,99.2751,97.2771,98.5971,103.793,107.867,98.7091,95.2207,103.504,101.816
2020-06-05,100.041,105.069,98.8273,102.51,67.5719,88.656,108.311,100.303,99.7246,100.276,101.471,98.6034,104.44,108.999,100.04,97.4054,105.368,103.367
2020-06-12,100.494,104.824,98.239,104.252,68.1673,86.1892,108.17,96.7828,98.9898,100.591,100.432,98.4317,105.084,110.733,100.226,97.9286,105.291,102.53
2020-06-19,100.894,103.906,98.0232,104.75,64.3271,83.9542,107.145,96.7314,98.409,100.67,99.9528,98.1398,105.236,110.44,99.9482,97.411,105.206,102.907
2020-06-26,100.867,104.11,97.6402,104.789,64.5994,84.3818,107.235,96.3896,96.1534,100.544,99.8282,98.9904,105.352,110.773,100.187,98.1294,104.912,103.231
2020-07-03,100.625,104.186,98.2031,104.185,64.5896,85.6507,107.294,97.1474,97.027,100.844,97.9767,100.354,105.484,109.917,99.9004,98.144,104.62,104.2
2020-07-10,100.367,104.747,97.9193,104.877,64.8402,86.9866,107.782,96.447,97.242,101.826,98.5663,99.7328,105.458,109.328,100.102,98.0612,105.074,104.355
2020-07-17,99.9483,106.0,98.1165,104.532,65.0004,87.1303,108.974,97.8884,98.3399,101.942,96.6986,100.18,105.427,107.806,100.165,97.7147,105.085,104.489
2020-07-24,99.4817,107.431,99.1011,105.229,66.5058,89.4199,112.266,97.1936,101.672,101.561,97.417,100.485,105.367,107.741,100.366,97.7505,105.032,104.58
2020-07-31,98.33,109.892,99.1657,106.968,67.2726,90.2663,115.132,99.1122,104.779,102.283,97.2286,100.591,106.048,109.504,101.479,98.9274,105.564,105.305
2020-08-07,98.5977,109.637,99.6724,105.965,65.0454,88.9356,114.798,97.724,104.211,102.615,97.3158,100.485,105.671,109.616,101.495,99.2865,106.823,105.359
2020-08-14,98.4233,109.502,100.596,104.921,64.6134,86.5617,114.984,99.0854,104.055,102.789,95.8524,100.662,105.521,109.638,101.354,99.1041,106.618,106.056
2020-08-21,98.2793,109.434,100.859,105.926,62.4383,87.3876,114.999,99.4166,102.747,103.34,96.7661,100.821,105.602,108.097,101.603,98.8286,106.934,106.223
2020-08-28,97.5178,110.367,101.868,106.232,62.3172,87.6238,116.056,100.45,102.262,104.131,97.626,103.114,105.693,109.506,102.209,99.5117,107.233,106.782
2020-09-04,97.405,109.811,101.648,105.387,65.6134,88.6582,114.036,102.11,100.658,104.474,96.9631,103.472,105.745,108.646,101.901,98.8574,107.599,106.527
2020-09-11,97.4353,109.906,101.063,105.358,65.2516,89.0093,114.129,103.469,101.471,104.59,95.2496,103.004,105.825,108.746,101.721,99.0515,107.461,106.735
