date,CNH
2024-08-23,0.0009999999999994458
2024-08-30,0.024499999999999744
2024-09-06,0.020299999999999763
2024-09-13,-0.017199999999999882
2024-09-20,0.038399999999999324
2024-09-27,0.053300000000000125
2024-10-04,0.002100000000000435
2024-10-11,-0.06750000000000078
2024-10-18,-0.05349999999999966
2024-10-25,0.017199999999999882
2024-11-01,-0.004999999999999893
2024-11-08,-0.03059999999999974
2024-11-15,-0.10379999999999967
2024-11-22,-0.050499999999999545
2024-11-29,-0.04669999999999952
2024-12-06,-0.06359999999999921
2024-12-13,-0.08840000000000003
2024-12-20,-0.11840000000000028
2024-12-27,-0.10890000000000022
2025-01-03,-0.13089999999999957
2025-01-10,-0.14369999999999994
2025-01-17,-0.14230000000000054
2025-01-24,-0.09149999999999991
2025-01-31,-0.07460000000000022
2025-02-07,-0.11029999999999962
2025-02-14,-0.1070000000000002
2025-02-21,-0.07540000000000013
2025-02-28,-0.1153000000000004
2025-03-07,-0.0674999999999999
2025-03-14,-0.07440000000000069
2025-03-21,-0.06949999999999967
2025-03-28,-0.08789999999999942
2025-04-04,-0.08720000000000017
2025-04-11,-0.1177999999999999
2025-04-18,-0.08359999999999967
2025-04-25,-0.08420000000000005
2025-05-02,-0.061200000000000365
2025-05-09,-0.0506000000000002
2025-05-16,-0.0022999999999999687
2025-05-23,-0.021599999999999397
2025-05-30,0.021100000000000563
2025-06-06,0.009299999999999642
2025-06-13,0.016599999999999504
2025-06-20,-0.005399999999999849
2025-06-27,-0.0049000000000001265
2025-07-04,-0.006999999999999673
2025-07-11,-0.02459999999999951
2025-07-18,-0.025900000000000034
2025-07-25,-0.013200000000000323
2025-08-01,-0.06350000000000033
2025-08-08,-0.02779999999999916
2025-08-15,-0.04800000000000004
2025-08-22,-0.05030000000000001
2025-08-29,0.004000000000000448
2025-09-05,-0.03849999999999998
2025-09-12,-0.0005000000000006111
2025-09-19,-0.015500000000000291
2025-09-26,-0.03310000000000013
2025-10-03,-0.00280000000000058
2025-10-10,-0.02829999999999977
2025-10-17,-0.014800000000000146
2025-10-24,-0.026200000000000223
2025-10-31,-0.026199999999999335
2025-11-07,-0.027099999999999902
2025-11-14,-0.015300000000000757
2025-11-21,-0.0365000000000002
2025-11-28,0.010400000000000631
2025-12-05,0.0049000000000001265
2025-12-12,0.023900000000000254
2025-12-19,0.0259999999999998
2025-12-26,0.04929999999999968
2026-01-02,0.039200000000000124
2026-01-09,0.04550000000000054
2026-01-16,0.041700000000000514
2026-01-23,0.05749999999999922
2026-01-30,0.047699999999999854
2026-02-06,0.017600000000000726
2026-02-13,0.05209999999999937
2026-02-20,0.03289999999999971
2026-02-27,0.09630000000000027
2026-03-06,0.01389999999999958
2026-03-13,0.01389999999999958
2026-03-20,0.021899999999999586
2026-03-27,-0.019099999999999895
2026-04-03,0.02629999999999999
2026-04-10,0.05970000000000031
2026-04-17,0.04469999999999974
2026-04-24,0.022499999999999964
2026-05-01,0.022800000000000153
2026-05-08,0.04969999999999963
2026-05-15,0.052200000000000024
2026-05-22,0.04260000000000019
2026-05-29,0.06770000000000032
2026-06-05,0.04219999999999935
2026-06-12,0.05030000000000001
2026-06-19,0.03300000000000036
2026-06-26,0.011400000000000077
2026-07-03,0.03810000000000002
2026-07-10,0.010900000000000354
2026-07-17,0.025500000000000078
2026-07-24,0.01100000000000012
