date,EUR,USD,CAD,JPY,KRW,MYR,ASIA,CNH,EM,IDR,INR,TWD,THB,SGD,PHP,CLP,HUF,MXN,PLN,BRL
2022-09-02,-6.05,2.0,-10.0,-1.17,-9.23,0.0,1.23,2.81,3.65,6.55,6.68,3.23,-2.5,-4.49,0.38,1.0,3.83,4.84,7.13,5.37
2022-09-09,-3.27,2.91,-10.0,0.9,-5.3,0.0,0.56,1.35,1.21,4.03,5.04,1.18,4.66,-8.35,1.02,1.11,1.89,2.14,3.27,-0.29
2022-09-16,-1.99,-1.78,-4.99,9.38,-1.64,0.0,3.26,5.14,2.98,1.94,0.78,0.19,5.97,-0.66,3.73,0.46,1.83,1.12,8.38,1.06
2022-09-23,6.63,-0.05,-6.47,9.22,-0.85,0.0,-1.79,4.72,-0.9,-1.89,-9.14,-3.55,4.72,7.47,-1.52,-0.17,1.88,0.75,9.27,-3.2
2022-09-30,7.54,-0.02,-7.52,0.11,2.08,0.0,1.37,4.98,-0.51,-8.4,-7.7,-2.81,4.71,8.79,-1.79,-0.47,-0.03,-1.22,5.07,-6.29
2022-10-07,5.69,1.83,-3.94,4.75,0.97,0.0,0.26,2.95,-1.03,-7.88,-6.25,-1.5,3.32,4.47,-2.96,-2.19,-0.95,-2.38,1.47,-3.13
2022-10-14,9.55,-0.17,-4.01,-2.33,2.5,0.0,-0.46,-1.33,-0.35,-8.72,-2.53,-2.14,3.39,0.41,-4.58,0.24,-1.81,0.28,2.61,-2.4
2022-10-21,6.08,-5.03,3.14,0.32,4.94,0.0,1.63,-3.62,1.39,-5.79,3.86,-2.15,3.45,-3.65,-2.73,0.6,-2.51,-1.58,8.18,1.47
2022-10-28,0.86,-2.0,-0.83,5.11,4.52,0.0,-2.8,-6.56,-0.48,-2.73,0.68,-0.03,2.46,-8.72,0.91,0.44,6.38,-0.2,10.0,-1.03
2022-11-04,-0.24,0.27,-0.3,2.66,1.74,0.0,-4.81,-5.66,-1.23,-0.12,-4.57,0.4,2.98,-6.28,1.82,1.73,8.44,2.5,10.0,-0.68
2022-11-11,-4.02,-0.52,-5.05,-0.41,4.41,0.0,0.05,1.23,1.27,-1.16,-5.47,3.78,1.44,-5.41,4.15,2.02,7.65,0.03,8.03,-2.08
2022-11-18,-6.86,1.34,-9.29,-1.35,1.57,0.0,0.4,1.63,1.15,-5.35,-1.79,4.75,0.7,-4.33,5.88,2.5,8.75,-0.96,5.1,-4.55
2022-11-25,-3.49,-1.16,-6.75,0.96,0.15,0.0,1.19,2.19,2.27,-3.56,0.77,3.19,-2.02,-4.24,1.51,3.08,1.46,-0.67,1.84,1.06
2022-12-02,-3.74,-2.15,-5.9,-8.75,6.21,0.0,5.65,4.09,4.79,-5.53,7.95,2.34,-1.6,-4.71,2.23,3.98,-2.06,-0.6,1.13,-0.08
2022-12-09,-4.39,4.08,-7.61,-1.06,-1.51,0.0,-0.38,0.74,0.44,-4.08,8.1,-2.97,-1.32,-4.16,-1.18,3.52,-2.11,-1.9,1.37,1.47
2022-12-16,0.34,3.53,-6.7,-1.76,2.02,0.0,0.24,3.01,0.91,2.17,1.4,-4.07,3.97,-2.63,-2.24,0.52,-0.95,-0.44,3.23,2.01
2022-12-23,-2.44,2.32,5.86,-2.83,3.45,0.0,-0.55,4.11,-0.56,2.31,-2.48,-6.79,7.66,-1.81,-2.43,-0.23,4.35,1.62,4.59,-1.52
2022-12-30,0.14,0.99,3.9,4.89,-1.67,0.0,-1.94,3.36,-2.42,1.83,-5.97,-6.25,3.48,2.63,-2.93,-3.47,6.88,0.68,3.52,-1.78
2023-01-06,3.44,-3.27,8.26,1.06,5.63,0.0,3.22,3.84,0.75,0.96,-6.72,-2.88,10.0,4.41,1.47,-5.35,8.01,4.55,1.69,-2.27
2023-01-13,2.5,-6.18,8.77,10.0,4.42,0.0,3.38,1.17,1.24,1.35,-1.54,1.66,8.27,3.55,-1.3,-1.54,5.76,5.38,-0.85,-2.13
2023-01-20,-0.85,-3.9,2.25,7.83,0.85,0.0,2.55,-1.46,0.4,0.73,1.66,2.66,4.16,5.17,0.61,-2.28,4.76,-0.25,-3.35,1.27
2023-01-27,-0.38,-3.49,0.8,7.93,3.42,0.0,2.68,-0.82,1.58,-2.06,1.96,2.1,1.81,6.38,2.97,-0.8,7.62,-2.65,-2.29,2.62
2023-02-03,-1.71,-0.27,5.54,5.0,0.51,0.0,-1.12,-3.25,-0.42,1.43,-1.37,1.5,-1.6,3.41,-1.76,4.75,6.74,-4.96,0.12,1.47
2023-02-10,-2.66,-0.38,4.68,9.73,-0.22,0.0,0.5,-2.44,-0.65,-1.66,-1.24,-1.57,-5.73,-0.72,-1.63,3.45,5.12,-5.5,-2.78,-0.81
2023-02-17,0.51,0.0,3.24,8.77,3.33,0.0,1.49,-0.43,0.11,-0.93,-1.71,-4.2,-5.19,-2.66,-5.04,4.16,2.68,-4.34,-2.83,-1.11
2023-02-24,1.61,1.5,-0.87,0.03,3.86,0.0,3.9,-1.3,1.23,2.1,0.39,-0.17,-5.79,-5.34,-3.54,2.26,2.03,-6.34,-2.95,-0.27
2023-03-03,5.93,1.19,-4.4,-1.01,0.49,0.0,3.48,-1.11,0.71,1.03,4.67,-0.42,-5.13,-5.64,-6.86,-0.64,3.4,-3.36,-3.63,-1.78
2023-03-10,1.36,6.46,-10.0,-7.11,-0.17,0.0,1.06,-3.29,-0.77,0.73,3.13,5.35,-2.04,-3.32,-8.59,-3.09,4.6,-3.88,0.81,0.75
2023-03-17,-2.7,7.36,-3.34,-5.54,-1.91,0.0,-0.13,-1.26,-2.5,-4.74,1.34,8.26,-0.15,-3.08,-9.06,-5.52,2.24,-8.18,0.97,-5.67
2023-03-24,0.6,2.74,-3.34,3.02,-3.32,0.0,-0.87,-0.78,-2.3,-5.77,-1.96,5.58,1.44,-1.63,-10.0,-0.64,2.46,-2.85,0.31,-5.96
2023-03-31,-5.03,3.3,-2.68,1.26,-2.31,0.0,-1.29,0.53,-1.36,-3.55,-2.28,6.93,0.44,-1.04,-5.13,0.81,7.07,-4.67,2.61,-0.14
2023-04-07,-3.44,0.43,0.38,1.83,-4.54,0.0,-0.92,3.11,0.19,-0.54,-2.29,0.76,-1.47,2.5,-0.98,3.07,10.0,-2.88,0.59,2.39
2023-04-14,3.25,-2.85,0.47,-2.99,-0.64,0.0,1.37,2.3,3.15,4.1,-1.21,4.42,-5.57,1.78,-0.3,4.16,9.45,0.97,2.21,10.0
2023-04-21,0.72,1.89,-1.09,-7.35,-1.11,0.0,-2.74,0.44,-0.17,3.09,-1.56,-0.35,-8.44,-1.75,0.84,4.52,7.49,-3.45,1.09,8.36
2023-04-28,-0.3,2.23,-0.84,-3.03,-0.72,0.0,-2.03,-0.08,-0.7,2.79,-0.7,-3.85,-6.03,-5.54,2.62,2.96,6.37,-4.29,0.15,5.56
2023-05-05,2.49,3.58,-0.88,-2.6,0.38,0.0,-4.11,-1.28,-3.29,-0.54,-3.14,-4.76,-0.7,-5.41,-1.59,2.5,5.99,-4.01,0.26,5.1
2023-05-12,0.31,5.01,-1.84,0.62,-3.89,0.0,-7.55,-4.6,-7.07,-3.31,-3.91,-8.7,0.29,-4.82,-0.82,5.15,5.96,-4.66,0.1,4.1
2023-05-19,0.98,5.85,-1.09,-4.03,-1.31,0.0,-6.6,-4.92,-7.16,-1.03,-2.23,-5.36,3.13,-6.73,0.61,1.02,-0.35,-7.78,2.33,5.19
2023-05-26,2.5,4.11,0.0,-0.57,-1.81,0.0,-6.84,-3.5,-7.82,-3.28,-3.65,-5.3,0.74,-5.2,0.45,-8.32,-6.44,-10.0,-0.73,10.0
2023-06-02,0.17,1.38,2.93,1.25,1.96,0.0,-3.85,-1.94,-4.7,0.59,-1.89,-4.08,-2.73,-8.48,1.75,-5.94,-7.78,-6.64,0.07,5.97
2023-06-09,-3.18,-0.58,3.67,7.51,4.08,0.0,-0.16,1.86,-0.77,1.05,-0.4,2.57,-3.38,-8.04,4.14,-5.56,-4.5,-1.89,-0.65,2.35
2023-06-16,-0.09,-4.53,0.98,7.75,1.85,0.0,-0.02,2.79,-0.81,-0.02,-0.58,1.49,-6.32,-4.12,3.41,-7.95,-0.33,3.3,-0.95,-1.58
2023-06-23,-2.47,-5.94,-0.49,3.09,5.46,0.0,2.73,0.47,2.13,3.18,-1.62,6.15,-8.22,-2.79,3.66,-1.79,-0.97,4.5,-0.07,-3.16
2023-06-30,0.25,-6.06,2.5,1.88,-0.49,0.0,2.2,0.11,1.61,1.64,0.02,6.84,-8.27,-2.18,2.91,-6.49,0.14,-0.79,-1.4,-0.91
2023-07-07,6.46,-4.33,-0.34,-2.01,1.04,0.0,2.22,-1.66,1.1,-0.75,1.02,5.56,-2.63,-1.61,1.72,-2.86,-6.81,-4.33,-3.18,1.24
2023-07-14,0.67,-5.6,4.96,1.44,4.17,0.0,4.4,0.26,3.93,-4.72,1.59,3.17,-1.58,-1.8,2.93,0.31,-9.68,-4.19,-1.62,4.0
2023-07-21,7.09,-0.64,2.62,0.13,3.09,0.0,2.39,-0.54,1.61,-7.5,5.18,-1.97,0.26,1.82,0.72,-0.92,-5.69,-3.65,-1.3,-1.21
2023-07-28,5.63,-2.93,1.5,2.68,9.07,0.0,4.13,2.94,4.41,-6.6,2.65,3.1,2.04,3.68,5.43,-4.97,-9.34,0.68,1.08,3.03
2023-08-04,-3.7,4.97,-0.55,1.92,9.17,0.0,1.6,-0.06,-0.82,-3.64,0.05,1.25,-2.92,2.2,5.7,-10.0,-8.25,-1.22,0.97,-5.05
2023-08-11,-1.0,5.9,-1.67,0.66,7.15,0.0,-0.62,-2.1,-5.05,1.27,-1.23,2.91,-3.58,0.41,-1.4,-8.36,-2.84,-1.78,-2.42,-10.0
2023-08-18,-8.23,8.41,-0.23,3.36,6.25,0.0,-1.56,-4.23,-8.08,0.28,-3.13,5.94,-5.97,-4.62,0.01,-7.82,-2.91,0.67,-2.67,-9.36
2023-08-25,-1.71,7.0,-3.88,2.39,7.51,0.0,-1.35,-7.05,-7.93,0.15,-2.16,1.29,-8.61,-5.1,-3.13,-4.14,-0.77,-0.53,-3.18,-8.37
2023-09-01,-3.4,3.05,-1.94,-1.24,3.9,0.0,0.36,-0.47,-0.95,1.35,-1.68,1.62,-7.2,-3.3,-5.51,-2.19,0.33,1.63,-0.88,-3.18
2023-09-08,-6.22,3.01,-2.33,2.64,5.26,0.0,3.76,1.78,0.82,-0.4,-2.17,0.67,-6.59,0.39,-2.36,-5.04,-5.01,-2.96,-2.88,0.46
2023-09-15,-0.27,-0.45,-0.65,2.89,5.69,0.0,2.35,4.32,3.16,2.2,-1.72,3.26,-5.86,1.27,-4.32,-3.91,-7.26,-4.45,-4.14,7.26
2023-09-22,0.25,3.46,3.91,1.44,-1.25,0.0,-3.3,2.86,-3.62,1.06,-2.82,5.23,-5.75,2.38,-4.52,-1.97,-8.71,-6.91,-4.12,3.65
2023-09-29,0.19,1.11,4.51,6.4,-1.51,0.0,-3.4,0.56,-5.21,3.08,-2.88,-0.66,-4.21,2.67,0.77,-1.38,-10.0,-2.57,-4.04,3.29
2023-10-06,-3.84,3.06,3.85,4.44,-1.79,0.0,-1.11,0.4,-4.27,8.38,-1.57,8.43,0.86,-1.3,-0.45,1.37,-6.25,-5.6,-0.68,-0.7
2023-10-13,-10.0,5.39,-1.43,1.57,-2.11,0.0,2.12,3.4,-3.35,8.51,-2.26,5.9,2.1,0.31,1.17,1.16,-6.17,0.81,-0.21,-5.19
2023-10-20,-8.65,2.8,-6.16,2.02,-0.31,0.0,6.79,6.22,1.44,7.01,-1.49,1.66,4.36,-1.71,3.06,0.72,-2.76,1.51,0.65,-5.08
2023-10-27,-8.78,4.73,-7.67,-3.0,-1.16,0.0,5.19,1.86,2.46,6.74,-1.29,7.8,4.1,0.54,4.19,-1.0,2.29,6.36,1.93,-4.76
2023-11-03,-8.64,5.32,-3.94,-5.22,-7.42,0.0,-2.82,-3.7,-0.93,1.81,-3.57,-1.0,2.53,1.45,4.96,0.38,-0.92,10.0,2.43,-2.0
2023-11-10,-7.29,5.37,-5.06,-4.66,-7.26,0.0,-6.2,-4.64,-1.46,0.81,-7.07,-0.04,1.59,2.07,2.59,-0.39,2.88,7.33,4.88,0.01
2023-11-17,-10.0,7.16,-4.83,-7.74,-9.29,0.0,-8.74,-7.12,-3.78,-0.86,-6.01,5.97,2.67,3.52,1.1,-1.27,2.01,5.92,6.47,2.15
2023-11-24,-4.55,2.03,-3.51,-7.09,-4.48,0.0,-1.97,0.62,2.35,-1.92,-2.3,4.68,2.48,3.16,-4.27,2.79,0.34,5.2,4.13,3.41
2023-12-01,0.22,0.1,-4.82,-7.6,5.51,0.0,5.38,1.85,9.81,2.92,0.33,3.88,2.2,2.16,-1.33,4.79,6.69,2.8,2.36,3.32
2023-12-08,-7.03,2.5,-3.21,-4.71,3.44,0.0,4.67,-2.83,7.26,2.19,4.93,2.88,5.64,2.83,-4.74,6.83,2.45,3.17,3.46,0.23
2023-12-15,-5.52,-0.06,-0.9,0.04,6.73,0.0,6.36,-6.42,8.88,4.25,8.4,-3.21,2.37,2.51,-2.29,7.34,-2.39,4.02,5.89,-1.33
2023-12-22,-4.26,-1.5,1.33,-0.93,0.16,0.0,0.41,-9.7,3.07,6.75,1.27,-7.35,1.14,3.98,1.7,4.02,-1.93,1.52,3.03,-0.97
2023-12-29,-5.54,0.68,0.56,-0.91,-4.06,0.0,-3.15,-6.98,0.55,2.93,0.84,-9.89,0.76,5.49,0.33,3.59,-6.22,1.37,1.11,0.99
2024-01-05,3.42,-1.05,0.44,-2.64,-7.32,0.0,-2.97,-8.17,-1.06,2.05,4.96,-7.75,-2.17,5.33,4.67,2.44,-1.64,1.71,-2.24,-1.62
2024-01-12,3.92,-0.1,0.53,-1.84,-5.86,0.0,-3.43,-9.12,-3.96,1.18,0.34,-3.67,-7.34,3.7,5.51,-0.11,3.08,1.01,-6.43,-4.96
2024-01-19,-4.06,7.69,-2.01,-0.55,-3.2,0.0,-7.57,-6.53,-8.73,-5.37,-1.43,-3.44,-10.0,-1.98,3.88,-0.74,3.47,0.25,-5.17,-6.87
2024-01-26,-8.68,7.64,-0.1,-0.3,-6.08,0.0,-7.87,-5.72,-8.67,-5.11,0.32,0.92,-10.0,-2.1,2.74,-4.08,4.27,0.11,-2.41,-6.67
2024-02-02,-10.0,7.29,2.94,-1.03,-5.73,0.0,-7.69,-1.54,-6.36,-0.53,-6.42,0.94,-6.82,-2.7,2.09,-5.73,2.51,0.68,1.98,-2.7
2024-02-09,-7.42,6.31,-0.02,-1.2,-8.81,0.0,-9.37,0.49,-5.76,-1.22,-4.54,-1.6,-2.84,-3.54,-1.68,-3.87,0.77,1.66,1.39,-0.03
2024-02-16,-6.01,2.67,-0.29,0.47,-9.34,0.0,-6.43,-0.69,-3.39,0.67,-1.0,1.37,-0.06,0.17,-1.71,-2.35,-1.97,2.48,1.51,1.25
2024-02-23,4.09,-2.89,0.05,2.16,-8.22,0.0,-4.42,-1.2,-1.25,4.33,0.71,0.43,2.2,0.44,1.13,-0.28,-1.33,1.05,2.24,2.68
2024-03-01,8.22,-4.2,-2.9,1.32,-6.25,0.0,-1.58,-0.76,-0.24,3.21,7.06,-1.53,-0.48,-0.37,0.6,1.79,-3.06,0.35,3.3,0.86
2024-03-08,7.88,-4.88,1.2,4.61,-4.72,0.0,-2.76,-3.43,-1.14,6.6,1.75,-1.6,0.35,1.07,2.94,1.09,-4.48,0.94,4.06,0.72
2024-03-15,9.43,-5.05,-0.12,-4.07,-0.95,0.0,-0.59,-1.12,1.59,8.02,2.59,-3.36,0.29,1.36,4.83,2.83,-3.54,0.86,3.83,1.8
2024-03-22,2.52,0.38,-6.92,-6.53,-0.77,0.0,-3.36,-2.29,-1.58,4.44,-3.39,2.8,-2.06,-0.59,0.14,1.4,-2.71,0.84,1.33,0.71
2024-03-29,2.01,-1.13,-5.85,-9.59,2.53,0.0,-4.2,-5.27,-2.64,1.08,-7.17,3.79,-2.38,-0.93,0.4,-0.78,-1.08,-0.13,-0.95,1.21
2024-04-05,-0.63,-1.43,-5.85,-10.0,4.13,0.0,1.07,-1.31,0.64,-1.54,0.65,3.91,-3.77,3.02,-3.51,1.53,2.98,-1.26,1.6,0.54
2024-04-12,-6.7,0.11,-8.71,-6.78,1.08,0.0,-0.77,-2.85,-1.93,-3.42,-0.28,6.98,-2.72,1.54,-6.89,2.36,5.19,1.16,2.99,-3.26
2024-04-19,-7.98,0.97,-5.28,-4.47,2.62,0.0,-1.63,-2.21,-2.56,-5.13,-2.99,1.57,-2.69,2.37,-3.69,2.44,2.16,-0.58,-0.29,-4.7
2024-04-26,-7.82,-0.47,-3.8,-0.83,0.26,0.0,-0.06,3.1,-0.39,-2.53,-2.51,3.77,-1.05,-0.29,-3.12,6.59,0.84,-1.58,0.96,-4.07
2024-05-03,-4.79,-2.5,-5.81,-3.46,0.13,0.0,0.9,5.59,1.14,-1.54,-4.0,6.76,-0.23,-4.51,-3.15,3.27,1.91,-0.79,-0.61,-0.72
2024-05-10,-2.19,-2.95,-6.36,-3.74,1.43,0.0,2.28,6.11,3.17,1.4,-5.33,6.47,-1.77,-2.48,-9.31,1.66,2.88,-2.37,-2.44,2.12
2024-05-17,1.47,-8.86,-5.75,-2.68,0.62,0.0,8.08,9.78,8.34,4.91,1.25,6.88,1.16,-1.74,-6.39,6.08,7.19,-0.46,5.74,3.88
2024-05-24,0.4,-5.1,-7.78,-3.93,0.85,0.0,2.88,3.05,4.9,1.33,-3.8,4.76,-0.16,1.43,-6.58,4.13,9.11,0.83,2.92,4.58
2024-05-31,-2.34,-4.21,-9.52,-1.07,1.08,0.0,-0.62,-0.89,3.06,1.23,-7.39,-0.21,1.64,0.15,-8.17,3.22,5.53,-0.39,3.67,4.47
2024-06-07,2.0,-4.32,-8.42,3.09,2.4,0.0,-1.31,-2.66,0.34,-3.12,-6.26,0.59,1.49,0.16,-6.53,3.29,4.12,-2.87,2.64,1.59
2024-06-14,-4.67,1.47,-7.47,1.6,3.86,0.0,-5.38,-8.14,-4.43,-6.81,-7.93,-0.26,0.25,-2.49,-10.0,-1.5,-2.94,-2.33,-8.37,0.79
2024-06-21,-2.88,4.16,-6.43,-0.16,2.15,0.0,-5.56,-5.92,-6.15,-3.65,-0.07,-4.52,-0.68,-5.68,-10.0,-2.62,-4.43,-2.08,-6.03,-2.25
2024-06-28,-0.73,10.0,-4.0,-2.56,-0.69,0.0,-7.94,-2.82,-8.71,-6.61,0.32,-4.47,-4.92,-4.06,-4.18,-0.07,-1.94,-1.52,-7.74,-3.59
2024-07-05,-1.55,7.91,-2.87,-3.33,-2.63,0.0,-8.44,-4.33,-6.55,-2.91,2.5,-8.19,-2.71,-2.38,-2.7,-0.14,-3.02,2.26,-2.37,-1.03
2024-07-12,2.55,4.9,-4.28,-5.51,-4.39,0.0,-7.71,-3.23,-4.2,-1.38,4.88,-9.09,-4.13,3.01,-1.72,0.77,1.37,3.38,4.36,0.11
2024-07-19,2.42,0.72,-2.55,-1.16,-3.32,0.0,-2.68,3.61,-0.15,-1.32,4.03,-6.48,-3.28,5.82,1.53,0.84,-1.57,0.9,2.71,3.92
2024-07-26,3.31,1.04,-4.78,-1.0,-0.96,0.0,-0.44,1.23,0.73,2.98,0.95,-4.65,1.39,8.94,-1.0,-1.16,-5.21,-1.38,3.97,1.94
2024-08-02,2.41,3.05,-3.35,-3.51,-1.89,0.0,0.1,5.65,0.43,2.9,-3.29,-4.33,-0.5,4.98,0.86,-2.73,-2.51,-4.64,-1.0,3.19
2024-08-09,3.18,2.45,-1.79,-0.66,-0.79,0.0,4.09,9.83,1.9,6.5,-8.32,-0.05,0.34,2.87,2.17,-1.03,-4.73,-4.48,-3.9,3.13
2024-08-16,1.53,1.38,-0.93,-0.08,0.76,0.0,4.57,5.76,3.26,3.5,-10.0,2.17,1.53,6.05,3.23,-1.45,0.77,-1.78,-1.38,3.55
2024-08-23,3.4,-2.47,3.98,-0.19,-2.57,0.0,3.38,7.56,3.91,3.46,-6.59,-1.27,0.97,8.79,6.53,2.89,4.24,-2.08,-3.5,7.25
2024-08-30,3.16,-3.86,7.63,-0.65,0.37,0.0,4.09,7.5,4.42,1.69,-6.72,-1.41,4.17,10.0,4.52,4.96,2.26,0.21,-1.53,6.03
2024-09-06,3.61,-0.71,7.28,-1.75,-0.16,0.0,2.03,5.38,2.86,-3.71,-2.04,-3.21,4.61,8.96,0.3,2.54,4.09,0.44,-1.08,4.0
2024-09-13,3.65,-0.47,4.89,-2.35,3.15,0.0,1.89,3.1,1.8,1.47,-0.6,-5.07,2.72,6.1,-1.57,3.87,0.73,0.91,-4.47,0.45
2024-09-20,2.21,-3.13,3.89,-5.35,6.92,0.0,5.92,2.43,3.49,1.66,2.93,-0.87,0.71,1.52,-4.07,0.86,-0.88,0.54,-2.56,-2.91
2024-09-27,-1.87,-2.95,1.23,-3.59,4.13,0.0,6.24,2.94,4.56,3.67,3.3,-0.85,-0.76,2.24,-2.57,-0.1,-2.47,0.34,0.05,-0.37
2024-10-04,2.13,-2.97,1.91,-2.65,3.42,0.0,3.23,1.19,2.55,6.29,-6.11,-1.09,-2.26,2.37,0.79,-0.97,-5.99,1.79,-4.67,0.42
2024-10-11,-0.48,2.34,2.23,-3.86,-1.91,0.0,-1.01,-1.27,-1.03,2.26,-7.12,-0.27,-0.43,2.68,-0.79,-2.2,-7.56,-1.11,-4.52,-0.27
2024-10-18,-2.74,6.5,-0.5,1.12,-7.25,0.0,-8.09,-5.9,-5.86,-2.68,-10.0,-1.19,-1.18,4.03,-1.99,-2.65,-8.52,-2.34,-8.9,1.06
2024-10-25,-0.93,7.91,-1.27,0.52,-8.7,0.0,-9.87,-9.33,-8.49,-5.86,-7.72,-0.85,-1.48,2.36,-1.23,-5.28,-6.76,-0.62,-9.39,-3.16
2024-11-01,-3.18,5.99,-3.26,0.81,-7.75,0.0,-5.21,-6.93,-5.47,-6.29,-0.3,-0.87,0.75,-0.83,-0.37,-4.81,-6.24,-0.75,-5.98,-3.0
2024-11-08,-1.05,4.02,-5.08,1.08,-5.27,0.0,-2.94,-3.18,-3.32,-4.39,0.6,-1.6,4.16,-3.38,3.27,-3.97,-5.08,0.14,-6.35,0.46
2024-11-15,0.75,2.02,-3.31,0.11,-3.77,0.0,-1.86,-0.38,-1.71,-0.36,-0.04,-2.54,4.56,-3.21,3.8,-5.22,-4.53,6.62,-3.93,1.92
2024-11-22,-2.92,2.37,-0.82,-0.27,-3.63,0.0,-2.09,3.14,-1.54,0.17,-2.02,-3.6,3.15,-2.97,4.44,-3.28,-4.39,2.0,-3.03,3.29
2024-11-29,-9.4,5.34,0.08,-1.39,-4.75,0.0,-5.08,3.04,-3.5,2.23,-8.26,-2.37,3.79,-2.46,3.89,-3.53,-1.74,-0.18,-1.84,1.87
2024-12-06,-8.53,6.62,1.62,-3.83,-6.37,0.0,-6.77,0.46,-4.73,4.2,-9.14,-1.58,4.25,2.42,4.07,-4.57,-3.07,2.26,1.66,-1.94
2024-12-13,-9.37,5.14,2.64,-4.0,-2.66,0.0,-5.11,0.62,-4.19,0.78,-7.0,-1.93,3.07,0.04,0.04,-3.35,-2.61,5.69,0.31,-4.27
2024-12-20,-7.53,5.86,0.4,-4.58,3.21,0.0,-1.44,-3.01,-2.17,1.23,-5.16,-1.46,4.38,2.6,0.37,-3.84,-6.06,7.87,1.0,-8.27
2024-12-27,-4.25,2.82,0.23,-2.46,5.43,0.0,0.77,-3.81,-1.01,0.09,-2.41,-2.19,3.65,3.15,2.26,-0.59,-6.89,3.72,0.83,-8.07
2025-01-03,-3.02,-0.49,-0.06,1.08,8.67,0.0,3.11,-1.36,1.03,-1.27,-1.46,-1.37,-2.98,1.8,0.06,-0.54,-4.0,0.59,-1.79,-4.81
2025-01-10,-0.43,1.09,0.29,0.48,8.48,0.0,1.68,-3.62,0.4,0.55,-3.67,0.86,-6.57,2.58,1.66,-0.25,-3.9,-0.84,-1.26,-4.2
2025-01-17,1.66,0.07,1.77,3.39,5.47,0.0,-1.23,-0.8,-1.28,-2.71,-8.49,3.25,-6.38,0.02,1.96,-1.58,0.06,-7.39,0.74,0.75
2025-01-24,2.87,0.2,1.62,1.3,4.01,0.0,-2.16,0.82,-0.78,-5.14,-7.94,2.72,-5.11,-1.7,1.59,-1.49,3.47,-3.81,0.85,3.5
2025-01-31,0.99,0.17,0.39,0.89,1.77,0.0,-2.3,2.31,0.28,-5.87,-7.13,1.53,-1.98,-4.88,-0.29,0.85,3.63,1.46,2.68,5.18
2025-02-07,-4.76,1.01,0.27,0.83,-0.11,0.0,-2.77,3.69,0.64,-7.6,-8.69,2.08,1.7,-6.64,0.28,1.53,3.17,1.56,3.98,7.3
2025-02-14,-5.93,-2.08,2.09,2.36,-0.63,0.0,-1.0,4.55,2.76,-6.39,-4.65,0.93,2.67,-8.5,0.33,7.02,5.82,7.12,3.8,5.45
2025-02-21,-7.28,-2.92,2.34,5.55,1.39,0.0,1.46,0.62,3.14,-3.44,-2.84,1.43,-0.08,-6.04,-1.0,2.81,1.96,2.68,2.1,4.48
2025-02-28,-5.81,-1.96,4.53,7.15,1.31,0.0,0.37,-1.89,1.01,-3.88,0.64,1.28,-2.45,-3.97,1.68,4.85,1.29,-5.37,1.86,2.04
2025-03-07,-1.43,-5.75,2.41,6.22,1.42,0.0,5.54,0.06,4.25,2.27,7.25,0.91,0.11,2.68,1.8,4.02,2.71,-7.91,4.35,0.33
2025-03-14,0.07,-5.4,2.48,2.43,2.79,0.0,7.83,1.06,5.56,5.01,8.73,0.28,-0.97,2.98,2.71,4.95,-2.21,-4.5,3.71,-0.63
2025-03-21,-1.92,-3.53,5.62,1.43,0.53,0.0,7.01,3.63,4.88,2.47,9.49,1.65,-3.91,-1.09,1.91,7.46,0.93,-7.21,3.85,-2.39
2025-03-28,-2.13,-4.49,7.25,0.17,0.69,0.0,8.55,3.3,6.25,4.07,9.53,1.32,-4.89,-5.94,0.74,1.68,3.87,-5.74,3.54,-1.33
2025-04-04,-2.53,-3.8,9.38,4.92,-0.23,0.0,5.74,1.46,4.25,0.94,7.22,0.9,-8.31,-7.45,0.99,0.76,1.42,-2.8,-2.51,-0.66
2025-04-11,3.27,-3.17,7.64,10.0,-2.83,0.0,2.61,-2.09,-0.11,-1.62,5.11,1.63,-5.77,-6.41,-1.26,-7.15,-0.36,-3.88,-4.8,-2.49
2025-04-18,3.7,-3.12,6.38,7.99,-2.96,0.0,1.41,-2.88,-0.38,-1.02,2.92,0.37,-2.79,-1.98,-1.87,-5.81,-1.69,2.43,-4.86,-1.33
2025-04-25,4.74,-2.14,7.31,4.64,-4.31,0.0,-0.49,-2.82,-1.14,0.34,1.15,0.41,-1.91,1.93,-4.25,0.28,-4.01,9.0,-4.72,-1.51
2025-05-02,5.94,-1.63,4.12,0.78,-3.06,0.0,0.64,-0.71,-0.3,-0.43,0.5,-0.27,3.29,-1.34,-0.14,-1.82,-1.15,7.5,-1.7,-1.52
2025-05-09,0.62,-1.1,3.13,-0.47,-1.42,0.0,0.41,1.23,1.73,-1.86,0.82,-3.16,-0.59,-5.08,-4.08,2.85,4.48,4.07,0.01,1.87
2025-05-16,0.87,0.98,-6.85,1.05,0.73,0.0,0.27,2.73,1.83,0.2,1.54,-2.92,-3.79,-4.55,-4.94,-0.69,7.12,2.46,0.47,3.19
2025-05-23,-1.47,0.13,-0.99,2.54,3.25,0.0,2.11,3.23,2.86,-1.29,1.82,-3.58,-0.97,-0.71,-1.06,-8.31,8.67,-1.14,-0.94,3.4
2025-05-30,-3.66,1.4,-2.81,2.46,2.67,-8.72,2.23,2.04,2.92,-1.28,2.44,-1.53,-2.81,0.85,-1.14,-5.14,7.62,2.01,0.99,1.98
