date,CNH,IDR,INR,MYR,PHP,SGD,THB,TWD,KRW
2016-07-01,,5.85947,,,1.58428,0.29023,0.685124,,0.472616
2016-07-08,,5.85947,,,1.86225,0.183039,0.80294,,0.517664
2016-07-15,,5.49603,,,1.83558,0.111353,0.86225,,0.424178
2016-07-22,,5.44067,,,1.92786,0.398193,0.862497,,0.317782
2016-07-29,,5.44492,,,1.96613,0.31393,0.760606,,0.26815
2016-08-05,,5.24044,,,1.88337,0.044556,0.60478,,0.378881
2016-08-12,,5.57945,,,1.765,0.0,0.640399,,0.217736
2016-08-19,,5.32423,,,1.56044,-0.044541,0.799683,,0.214967
2016-08-26,,5.58974,,,1.09246,0.044156,0.74874,,0.16175
2016-09-02,,4.86084,,,1.30736,0.052923,0.608266,,0.32271
2016-09-09,,5.20433,,,1.2281,-0.114759,0.571275,,0.383028
2016-09-16,,5.37206,,,1.13486,0.02193,0.465072,,0.322219
2016-09-23,,5.45431,,,0.815754,-0.273357,0.607483,,0.436244
2016-09-30,,5.61013,,,0.956846,-0.263862,0.538119,,0.272733
2016-10-07,,6.19951,,,0.973309,-0.22261,0.387445,,0.215343
2016-10-14,,6.00051,,,0.783225,-0.241407,0.579108,,0.371591
2016-10-21,,5.27603,,,0.497718,-0.232169,0.857138,,0.317656
2016-10-28,,4.81559,,,0.12398,-0.258314,0.892915,,0.157353
2016-11-04,,4.80825,,,0.247778,-0.255601,0.808986,,0.262691
2016-11-11,,6.03072,,,0.528452,-0.021228,0.784221,,0.412832
2016-11-18,,5.44897,,,0.907732,0.042087,0.557356,,0.203011
2016-11-25,,5.17952,,,0.749249,0.105107,0.286245,,0.101967
2016-12-02,,5.22365,,,0.812638,-0.126584,0.151738,,0.102385
2016-12-09,,6.05964,,,0.810802,-0.146739,0.269727,,0.102973
2016-12-16,,5.46461,,,0.844598,0.083051,0.033518,,-0.303669
2016-12-23,,6.05003,,,0.846897,0.332306,0.016671,,-0.447974
2016-12-30,,5.71115,,,0.969836,0.294565,0.285205,,0.0
2017-01-06,,4.58287,,,1.21801,-0.145817,0.404306,,0.100637
2017-01-13,,3.61401,,,1.10559,-0.172181,0.38191,,0.051084
2017-01-20,,3.59251,,,0.820508,-0.273322,0.356387,,-0.15383
2017-01-27,,3.23601,,,1.10057,-0.188319,0.374712,,-0.258504
2017-02-03,,3.33195,,,1.15118,-0.319225,0.274062,,-0.365368
2017-02-10,,3.33945,,,1.12421,-0.130797,0.359976,,-0.520245
2017-02-17,,3.56725,,,1.32737,-0.190163,0.34349,,-0.62633
2017-02-24,,4.08022,,,1.39488,-0.217925,0.395843,,-0.317684
2017-03-03,,4.11059,,,1.58311,-0.225355,0.411205,,-0.155578
2017-03-10,,4.15823,,,1.93573,-0.233543,0.407568,,0.0
2017-03-17,,3.79623,,,1.57758,-0.333299,0.27581,,-0.264965
2017-03-24,,3.80159,,,1.47656,-0.278454,0.381646,,-0.479967
2017-03-31,,3.8951,,,1.68705,-0.214519,0.314749,,-0.481809
2017-04-07,,3.96628,,,1.79973,-0.332789,0.243062,,-0.369596
2017-04-14,,1.57609,,,0.96099,-0.303066,0.278103,,-0.262553
2017-04-21,,4.03647,,,1.95835,-0.343077,0.244602,,-0.369628
2017-04-28,,4.17412,,,1.87726,-0.407197,0.251808,,-0.421015
2017-05-05,,4.1738,,,1.97682,-0.392204,0.259862,,-0.211668
2017-05-12,,4.26746,,,1.95867,-0.375434,0.242169,,-0.265786
2017-05-19,,4.21893,,,2.00322,-0.354593,0.279455,,-0.425004
2017-05-26,,2.9732,,,1.64001,-0.368473,0.247081,,-0.53402
2017-06-02,,3.99451,,,1.43855,-0.433244,0.131733,,-0.58673
2017-06-09,,4.233,,,1.40274,-0.445571,0.0,,-0.586053
2017-06-16,,4.93626,,,1.58673,-0.592744,0.0,,-0.685576
2017-06-23,,4.40854,,,1.69732,-0.638103,-0.176624,,-0.630388
2017-06-30,,4.40854,,,1.77407,-0.5912,0.0,,-0.575325
2017-07-07,,4.1508,,,1.73367,-0.156121,-0.105533,,-0.311432
2017-07-14,,3.98445,,,1.93679,-0.60227,-0.017716,,-0.422702
2017-07-21,,3.80536,,,1.70482,-0.483347,0.0,,-0.374941
2017-07-28,,4.3154,,,1.68588,-0.529391,-0.045022,,-0.267028
2017-08-04,,3.43223,,,1.46913,-0.440124,-0.162273,,-0.266353
2017-08-11,,3.55897,,,1.66021,-0.448711,-0.252415,,-0.314355
2017-08-18,,3.46655,,,1.67946,-0.32951,-0.198522,,-0.26253
2017-08-25,,3.23908,,,1.75194,-0.335877,-0.162017,,-0.265575
2017-09-01,,3.24007,,,1.94004,-0.308965,-0.198734,,-0.320156
2017-09-08,,3.1286,,,1.79535,-0.374955,-0.632599,,-0.31881
2017-09-15,,3.2654,,,1.89232,-0.409547,-0.542944,,-0.423336
2017-09-22,,3.27069,,,1.88481,-0.427112,-0.668536,,-0.421533
2017-09-29,,3.20907,,,1.95432,-0.432243,-0.395085,,-0.470454
2017-10-06,,2.92657,,,1.76187,-0.395047,-0.143446,,-0.470454
2017-10-13,,2.81532,,,2.20529,-0.483638,-0.090583,,-0.371393
2017-10-20,,2.83186,,,2.30959,-0.365227,-0.126524,,-0.211977
2017-10-27,,3.17381,,,2.16572,-0.263447,-0.045036,,-0.159112
2017-11-03,,2.85955,,,2.20116,-0.254647,-0.181009,,-0.107691
2017-11-10,,2.8291,,,2.06894,-0.312706,-0.542045,,-0.107373
2017-11-17,,2.7394,,,2.07919,-0.388801,-0.455597,,-0.10929
2017-11-24,,2.83494,,,2.09036,-0.480597,-0.439681,,-0.220903
2017-12-01,,3.33241,,,2.17792,-0.293656,-0.788185,,-0.275805
2017-12-08,,3.37256,,,2.40181,-0.38092,-1.0963,,-0.328767
2017-12-15,,3.22879,,,2.5258,-0.541517,-1.28429,,-0.658825
2017-12-22,,3.27809,,,1.74892,-0.401062,-2.71292,,-1.05085
2017-12-29,,3.73292,,,1.69573,-0.603952,-1.05349,,-0.614766
2018-01-05,,2.76214,,,1.5147,-0.618198,-0.83452,,-0.899628
2018-01-12,,2.82163,,,1.22192,-0.730876,-0.421455,,-1.12112
2018-01-19,,2.55315,,,1.36852,-0.706284,-0.516502,,-0.952752
2018-01-26,,2.46273,,,1.30594,-0.886456,-0.667591,,-0.730693
2018-02-02,,2.34426,,,1.62062,-0.507943,-0.781128,,-0.664603
2018-02-09,,2.22427,,,1.55027,-0.495244,-0.78193,,-0.548044
2018-02-16,,2.12237,,,1.42822,-0.556523,-0.841537,,-0.610982
2018-02-23,,2.12766,,,1.7832,-0.453651,-0.760212,,-0.610078
2018-03-02,,2.55906,,,2.03021,-0.503742,-0.968646,,-0.554015
2018-03-09,,3.17925,,,1.86041,-0.550342,-0.952147,,-0.67092
2018-03-16,,2.73915,,,1.78207,-0.78023,-1.24326,,-1.17544
2018-03-23,,3.00099,,,1.83676,-0.718263,-1.19418,,-2.304
2018-03-30,,2.0928,,,4.86684,0.482456,-1.80701,,-1.2922
2018-04-06,,2.86814,,,1.77664,-0.953473,-1.17593,,-1.28254
2018-04-13,,3.05213,,,1.71121,-1.06473,-1.11005,,-1.28272
2018-04-20,,2.80243,,,1.60096,-0.808079,-1.15287,,-1.11861
2018-04-27,,4.31637,,,1.80407,-0.614715,-1.05846,,-0.943193
2018-05-04,,4.88364,,,1.87383,-0.636981,-1.03378,,-0.942757
2018-05-11,,5.4205,,,1.95986,-0.74726,-1.12446,,-0.782702
2018-05-18,,3.92764,,,2.28181,-0.739272,-1.03818,,-1.10782
2018-05-25,,4.37722,,,2.08016,-0.579676,-1.12218,,-0.99736
2018-06-01,,4.31479,,,2.1318,-0.634561,-1.30443,,-1.27631
2018-06-08,,4.8417,,,1.90658,-0.645082,-1.16307,,-1.38537
2018-06-15,,4.8417,,,1.83995,-0.686161,-1.21503,,-1.41193
2018-06-22,,5.19056,,,1.62189,-0.695677,-1.01559,,-1.29262
2018-06-29,,5.14176,,,1.75662,-0.693438,-0.910755,,-0.911379
2018-07-06,,4.56027,,,1.93808,-0.708974,-0.774928,,-0.75013
2018-07-13,,5.03614,,,1.83122,-0.696412,-0.824701,,-0.851172
2018-07-20,,4.35244,,,1.77448,-0.702291,-0.626747,,-0.685817
2018-07-27,,4.32841,,,1.77109,-0.663368,-0.914785,,-0.588693
2018-08-03,,4.34861,,,1.72987,-0.473106,-0.753236,,-0.74244
2018-08-10,,4.61288,,,1.76403,-0.575128,-0.925098,,-0.6359
2018-08-17,,4.86927,,,1.66393,-0.654484,-0.844831,,-0.691287
2018-08-24,,4.9012,,,1.34366,-0.534967,-0.930077,,-0.90781
2018-08-31,,4.44658,,,1.47998,-0.488662,-0.967271,,-0.805527
2018-09-07,,4.58765,,,2.14247,-0.564306,-1.03834,,-0.586365
2018-09-14,,4.84606,,,2.75748,-0.570493,-1.04533,,-0.803083
2018-09-21,,4.50409,,,2.58352,-0.570351,-1.14248,,-0.964106
2018-09-28,,4.47819,,,2.81184,-0.839413,-1.12587,,-0.754646
2018-10-05,,5.13688,,,3.31237,-0.709411,-1.01782,,-0.951241
2018-10-12,,5.2936,,,2.73864,-0.823948,-0.966609,,-0.897783
2018-10-19,,4.96896,,,2.42818,-0.798457,-0.788125,,-1.10732
2018-10-26,,4.75336,,,1.97478,-0.900674,-0.722236,,-1.30578
2018-11-02,,4.29567,,,2.26598,-0.834427,-0.819574,,-0.905594
2018-11-09,,4.6328,,,2.811,-0.798226,-0.507598,,-0.84749
2018-11-16,,4.69731,,,2.41634,-0.727828,-0.707218,,-0.952752
2018-11-23,,5.23865,,,2.42868,-0.583078,-0.498065,,-1.0038
2018-11-30,,5.37172,,,2.31337,-0.66275,-1.49479,,-1.32997
2018-12-07,,5.04748,,,2.35864,-0.829011,-1.49841,,-1.80662
2018-12-14,,4.83483,,,2.73348,-0.777231,-1.23702,,-2.36184
2018-12-21,,4.93114,,,5.22761,-0.687529,-0.914628,,-1.64471
2018-12-28,,4.32806,,,3.47725,-0.787713,-0.49641,,-1.17661
2019-01-04,,4.06834,,,2.89304,-0.844365,-0.745338,,-0.903268
2019-01-11,,4.26813,,,2.85494,-0.935955,-0.82394,,-1.0696
2019-01-18,,4.75674,,,2.89346,-0.765737,-0.848218,,-1.1703
2019-01-25,,4.47697,,,2.95011,-0.830494,-0.680227,,-1.06486
2019-02-01,,4.03249,,,2.67439,-0.717232,-0.802403,,-0.961103
2019-02-08,,3.89073,,,2.55242,-0.599804,-0.759791,,-0.956803
2019-02-15,,4.01769,,,2.54616,-0.635217,-0.688411,,-0.847191
2019-02-22,,3.64491,,,2.45862,-0.602394,-0.677637,,-0.849853
2019-03-01,,3.89352,,,2.70162,-0.591812,-0.772725,,-1.06175
2019-03-08,,4.18654,,,2.9072,-0.677722,-0.846755,,-0.946407
2019-03-15,,5.07986,,,3.58914,-0.751558,-0.961342,,-1.05009
2019-03-22,,4.71598,,,4.087,-0.658951,-0.942944,,-1.31921
2019-03-29,,4.69062,,,4.07336,-0.688212,-0.90375,,-1.05207
2019-04-05,,4.55249,,,4.52345,-0.697238,-0.769161,,-1.1031
2019-04-12,,5.23045,,,4.79473,-0.672004,-0.856059,,-1.10026
2019-04-19,,5.24034,,,3.76332,-0.681502,0.454621,,-1.09336
2019-04-26,,5.06179,,,3.38572,-0.645611,-0.822592,,-1.23328
2019-05-03,,5.25669,,,2.87139,-0.606949,-0.895461,,-1.2239
2019-05-10,,4.79329,,,2.85677,-0.562031,-0.926715,,-1.31738
2019-05-17,,4.92438,,,2.82912,-0.47357,-0.856529,,-1.29706
2019-05-24,,5.0971,,,2.91341,-0.539751,-0.825744,,-1.35475
2019-05-31,,4.94305,,,2.83128,-0.505468,-0.887435,,-1.35187
2019-06-07,,4.94305,,,2.44874,-0.527143,-0.83833,,-1.21236
2019-06-14,,4.31259,,,2.0962,-0.523749,-0.767843,,-1.30827
2019-06-21,,4.01408,,,1.87794,-0.556427,-0.968125,,-1.28108
2019-06-28,,4.19831,,,1.4737,-0.698317,-0.896273,,-1.0858
2019-07-05,,4.30051,,,1.65326,-0.747646,-0.91627,,-0.969689
2019-07-12,,4.27962,,,2.19224,-0.687252,-1.02437,,-0.962404
2019-07-19,,4.16798,,,1.95661,-0.466526,-0.950918,,-1.06754
2019-07-26,,4.23573,,,1.60972,-0.594127,-0.927694,,-1.25866
2019-08-02,,4.57855,,,1.46801,-0.517363,-0.795398,,-1.04674
2019-08-09,,4.2673,,,1.74761,-0.432183,-0.991318,,-0.987118
2019-08-16,,4.34117,,,1.70657,-0.428162,-0.870225,,-0.937435
2019-08-23,,4.26042,,,1.61862,-0.504956,-0.894892,,-0.93759
2019-08-30,,4.04929,,,1.85978,-0.418729,-0.976873,,-0.986226
2019-09-06,,3.85506,,,1.83012,-0.351238,-0.838045,,-1.09725
2019-09-13,,3.91383,,,1.66544,-0.396787,-0.668007,,-1.1526
2019-09-20,,3.82203,,,1.51094,-0.573525,-0.638361,,-1.1554
2019-09-27,,3.83568,,,1.32642,-0.450733,-0.634518,,-0.995471
2019-10-04,,3.88791,,,1.04869,-0.38227,-0.393507,,-0.799263
2019-10-11,,4.01986,,,1.16935,-0.497043,-0.276057,,-0.804555
2019-10-18,,3.88442,,,0.904311,-0.421379,-0.296577,,-0.859902
2019-10-25,,3.82688,,,1.22703,-0.38658,-0.347473,,-0.866108
2019-11-01,,3.68607,,,1.28447,-0.405843,-0.297927,,-0.718314
2019-11-08,,3.74481,,,1.31479,-0.370055,-0.492671,,-0.723355
2019-11-15,,3.86119,,,1.37083,-0.330345,-0.51491,,-0.666508
2019-11-22,,3.61554,,,1.16357,-0.294194,-0.495846,,-0.710176
2019-11-29,,3.58836,,,0.889169,-0.337271,-0.820921,,-1.01124
2019-12-06,,3.56175,,,1.59551,-0.321513,-0.866961,,-0.853998
2019-12-13,,3.5089,,,1.44311,-0.331647,-0.909864,,-1.06962
2019-12-20,,3.44437,,,1.50961,-0.287465,-0.792271,,-1.4379
2019-12-27,,3.40691,,,1.13131,-0.3544,-0.832558,,-1.64057
2020-01-03,,3.19117,3.69664,,1.29951,-0.293026,-1.08896,-1.62523,-0.819563
2020-01-10,,3.2294,3.74178,,1.67077,-0.248937,-0.712069,-1.37133,-1.02849
2020-01-17,,3.39544,4.08375,,1.11381,-0.191369,-0.708275,-1.41428,-0.978806
2020-01-24,,3.3436,3.72104,,0.996029,-0.230645,-0.76259,-1.2734,-0.971052
2020-01-31,,3.07434,3.58924,,1.24649,-0.05275,-0.690777,-1.14591,-0.602433
2020-02-07,,3.02469,3.24066,,1.78788,-0.06906,-0.726065,-1.18962,-0.605167
2020-02-14,,3.04723,3.15567,,1.48119,-0.146385,-0.729317,-1.27237,-0.606978
2020-02-21,,2.95986,3.42348,,1.92466,-0.197169,-0.699336,-1.25721,-0.495089
2020-02-28,,3.48358,3.89219,,2.41575,-0.249553,-0.701269,-1.47607,-0.492913
2020-03-06,,3.90517,5.16143,,2.638,-0.073952,-0.286066,-0.97642,-0.100604
2020-03-13,,4.77297,4.89599,,3.0993,-0.423205,-0.564704,-1.89213,-3.86627
2020-03-20,,3.52185,5.87796,,4.13684,-0.330271,-0.092169,-2.54938,-1.81228
2020-03-27,,2.74776,9.70598,,3.52563,-0.653908,-0.137918,-1.69404,-1.28109
2020-04-03,,3.71475,4.78889,,3.27839,-0.233165,0.0,-2.46796,-0.922268
2020-04-10,,7.05635,13.4308,,4.3386,-0.298783,1.27716,-9.47005,-0.805717
2020-04-17,,4.48362,4.20346,,2.38297,-0.122311,0.202798,-1.07277,-1.32197
2020-04-24,,4.73617,3.95455,,1.36676,-0.050538,0.111013,-1.09268,-0.870681
2020-05-01,,5.03353,3.94466,,0.836357,-0.118559,0.0,-0.66382,-0.491319
2020-05-08,,5.05315,3.96149,,1.49724,-0.127319,0.27947,-0.321038,-0.392782
2020-05-15,,4.82773,3.79622,,1.42812,-0.100836,0.281041,-0.260689,-0.097438
2020-05-22,,5.09129,3.89921,,1.12884,-0.100992,0.188294,-0.159949,0.145616
2020-05-29,,5.25599,3.54773,,1.0361,-0.101892,0.132114,-0.438749,0.096938
2020-06-05,,4.63283,3.34456,,0.78698,-0.111891,0.209959,-0.46199,-0.099362
2020-06-12,,4.36304,3.37329,,1.14127,-0.111927,0.096887,-0.524642,-0.646027
2020-06-19,,4.20665,3.39843,,1.84877,-0.060095,-0.048361,-0.425456,-0.445479
2020-06-26,,3.97353,3.66902,,1.86648,-0.103273,-0.038812,-0.365167,0.0
2020-07-03,,4.07844,3.512,,1.7321,-0.043002,-0.009637,-0.264606,-0.050045
2020-07-10,,4.01816,3.89734,,2.14174,-0.103481,0.0,-0.223829,-0.248792
2020-07-17,,4.28753,3.78293,,2.24225,-0.077662,0.075706,-0.223598,-0.397581
2020-07-24,,3.65321,3.6682,,2.19881,0.0,0.132573,-0.162869,-0.349018
2020-07-31,,3.68973,3.62788,,2.08295,-0.061092,0.134774,-0.16373,-0.050349
2020-08-07,,3.47994,3.56001,,2.06226,-0.052441,0.231366,-0.142846,-0.151838
2020-08-14,,3.54153,3.62339,,2.23746,-0.035008,0.21222,-0.142744,-0.101257
2020-08-21,,3.40312,3.79196,,2.01467,-0.026243,0.228448,-0.122478,-0.101116
2020-08-28,,3.54346,3.78374,,2.04848,-0.03092,0.134861,-0.122557,-0.050647
2020-09-04,,3.38765,3.71256,,1.9553,-0.05274,0.085884,-0.102276,0.0
2020-09-11,,3.31321,3.81856,,1.86994,-0.035073,0.095812,-0.143392,0.0
2020-09-18,,3.26244,3.8652,,1.92635,-0.022059,-0.019285,-0.123961,0.0
2020-09-25,,3.11005,3.77282,,1.30714,-0.021778,0.056988,-0.08229,0.102398
2020-10-02,,3.38242,3.71182,,0.433984,-0.03959,0.094993,-0.041426,0.0
2020-10-09,,3.31462,3.58483,,0.497924,-0.026603,0.096591,-0.020912,0.052039
2020-10-16,,3.41981,3.53254,,0.61865,-0.026488,0.173353,-0.04173,0.104639
2020-10-23,,3.49262,3.39349,,-0.061851,-0.030926,0.172826,-0.062816,0.105965
2020-10-30,,3.41646,3.20368,,-0.433022,-0.017564,0.260196,-0.104832,0.105806
2020-11-06,,3.43069,3.36592,,0.411285,-0.026706,0.294635,-0.084131,0.321802
2020-11-13,,3.30958,3.34709,,0.348996,-0.044524,0.35844,-0.084147,0.269245
2020-11-20,,3.30958,3.28491,,0.361425,-0.026789,0.356665,-0.147184,0.215585
2020-11-27,3.18428,4.03294,3.70742,1.22979,0.7262,-0.026902,0.158531,-0.315327,0.272238
2020-12-04,2.6439,3.78624,3.6366,1.30827,0.714272,-0.013503,-0.397219,-0.29693,0.055454
2020-12-11,2.2547,4.03585,3.60198,1.04121,1.12905,-0.022435,-0.79628,-0.446376,-0.055012
2020-12-18,2.48244,3.98303,3.6905,1.00097,0.375058,-0.040695,-0.701781,-0.531984,-1.30174
2020-12-25,2.26911,3.52111,4.0257,1.05419,2.01674,-0.027088,1.04178,-7.65099,-1.83382
2021-01-01,2.43493,1.86894,3.20774,1.50185,1.76224,-0.036314,-1.29027,-6.61628,-0.330897
2021-01-08,2.05968,3.76531,4.04591,1.60393,0.902174,-0.018098,0.219745,-0.149985,-0.274945
2021-01-15,2.20881,3.32347,4.91088,1.33081,0.625976,0.004519,0.079916,-0.235611,-0.163595
2021-01-22,2.1501,3.2318,4.53151,1.43456,0.349927,0.018106,0.140102,-0.235611,0.0
2021-01-29,2.5936,3.01303,4.23293,1.29814,0.18736,0.031593,0.120347,-0.235439,0.0
2021-02-05,2.45496,2.92517,4.02133,1.26014,0.06242,0.013465,0.09978,-0.192921,0.053401
2021-02-12,2.4161,2.87124,4.11694,1.29895,0.187481,0.027117,0.160815,-0.235582,0.054212
2021-02-19,2.50415,2.72087,4.25126,1.19387,0.45912,0.113369,0.26031,-0.085854,0.108553
2021-02-26,2.9144,3.42335,5.69564,1.19164,0.931405,0.153862,0.079671,-0.258199,0.0
2021-03-05,2.54489,2.69711,5.43115,1.30439,0.656693,0.120949,0.059037,-0.171966,0.053297
2021-03-12,2.72492,2.70235,5.88113,1.09866,0.720412,0.156095,-0.019485,-0.170318,-0.105801
2021-03-19,2.80142,2.78395,6.82315,1.24719,1.19115,0.219288,0.15574,-0.168536,-0.159077
2021-03-26,2.93792,2.73884,6.91194,1.26618,0.881895,0.276663,0.173926,-0.188618,0.053143
2021-04-02,3.05334,4.71459,5.65865,1.42766,4.01923,0.16963,1.29195,-2.86401,0.212248
2021-04-09,2.55166,3.38827,4.50561,1.73939,1.26813,0.071588,0.191128,-0.105464,0.107071
2021-04-16,2.77592,3.21851,5.16213,1.53801,1.0217,0.071974,0.153844,-0.063497,0.161359
2021-04-23,2.39176,3.39775,5.49239,1.55923,0.584264,0.094957,0.24873,-0.064039,-0.160912
2021-04-30,2.57,3.50256,6.33283,1.63403,0.399483,0.14917,0.25079,-0.021478,0.0
2021-05-07,2.59216,3.75945,5.47927,1.62973,0.817456,0.13067,0.231199,-0.02151,0.0
2021-05-14,2.41356,3.65192,6.27258,1.65587,0.970514,0.157464,0.268079,-0.042832,0.0
2021-05-21,2.30247,3.39551,6.0082,1.56009,0.980395,0.12618,0.191388,-0.236108,-0.159606
2021-05-28,2.38148,3.08801,5.64901,1.56312,0.970871,0.108865,0.115261,-0.129697,-0.107541
2021-06-04,2.17582,2.93487,3.69791,1.56618,1.23865,0.117524,0.172799,-0.086577,-0.053729
2021-06-11,2.12555,2.95709,4.0985,1.55828,1.13797,0.077183,0.115929,-0.10862,-0.107982
2021-06-18,2.67547,3.08987,4.05393,1.51752,1.20812,0.143319,0.019078,-0.10788,0.0
2021-06-25,2.55776,2.99351,3.82585,1.55668,0.94466,0.120935,-0.113247,-0.064514,0.21303
2021-07-02,2.73313,2.97107,4.04613,1.59581,1.2507,0.079911,0.149147,-0.064301,0.264626
2021-07-09,2.99863,2.8449,4.09431,1.64473,1.47179,0.07094,-0.027602,-0.021372,0.313753
2021-07-16,2.83612,2.89334,4.05649,1.7241,1.10428,0.035422,0.0,0.0,0.3164
2021-07-23,2.90887,2.74571,3.71053,1.64502,1.21072,0.066221,0.127686,-0.02141,0.522601
2021-07-30,2.93797,2.60271,3.56429,1.64424,1.26768,0.062139,0.219281,0.0,0.62775
2021-08-06,2.80163,2.79426,3.99564,1.82288,1.29358,0.062198,0.25208,0.0,0.632187
2021-08-13,3.1036,3.00142,3.9067,1.75629,1.32774,0.06185,0.360495,0.02154,0.566024
2021-08-20,2.85209,2.98774,3.62762,1.7121,1.23409,0.066012,0.360171,0.0,0.407643
2021-08-27,2.96685,3.05924,3.51561,1.64473,1.01348,0.071082,0.313068,0.0,0.565976
2021-09-03,3.54321,3.20116,3.33685,1.71964,1.05282,0.080465,0.147237,0.0,0.571935
2021-09-10,3.38145,3.34542,3.48305,1.68232,0.930446,0.08069,0.110265,0.0,0.6176
2021-09-17,3.54536,3.46991,3.56791,1.72427,0.771483,0.089193,0.198812,0.0,0.563174
2021-09-24,3.47897,3.61456,3.55755,1.60229,0.928095,0.102187,0.252981,0.0,0.511159
2021-10-01,3.03623,3.55841,4.16522,1.66346,1.40236,0.070637,0.267967,0.0,0.75973
2021-10-08,3.21725,3.55824,3.68142,1.72136,1.38503,0.07776,0.266183,0.0,0.857156
2021-10-15,3.19272,3.55237,3.89467,1.80319,1.2254,0.126469,0.288583,0.0,0.814936
2021-10-22,2.98046,3.5619,4.0376,1.70299,1.36703,0.205436,0.305932,-0.043008,0.870023
2021-10-29,2.74886,3.52855,4.20548,1.67966,0.776405,0.16798,0.344096,0.0,1.03176
2021-11-05,2.55133,3.48852,4.1039,1.64263,1.35492,0.14911,0.360766,0.086134,1.11949
2021-11-12,2.39789,3.53318,3.3555,1.56753,1.27101,0.158921,0.283797,0.043124,1.2275
2021-11-19,2.52873,3.52397,3.69771,1.59119,1.07617,0.189843,0.348514,0.086427,0.8129
2021-11-26,2.71675,3.49472,3.74919,1.45212,1.02812,0.190768,0.411611,0.10787,0.807499
2021-12-03,3.01555,3.8158,3.65165,1.35555,1.25769,0.20239,-0.132731,-0.043292,0.560687
2021-12-10,2.4255,3.67143,3.4584,1.63451,1.54827,0.22856,-0.661219,-0.043272,0.050799
2021-12-17,2.78029,3.56487,3.85167,1.53289,0.842734,0.216101,-0.404078,-0.129629,-0.050795
2021-12-24,2.17481,3.5804,3.90712,1.54191,0.81873,0.243545,0.0,0.064933,0.557631
2021-12-31,2.57784,2.72779,3.98568,1.6693,1.71954,0.240282,0.260751,0.043382,0.861427
2022-01-07,1.56983,3.13667,3.94538,1.65172,1.7307,0.144903,0.19624,0.065032,0.751641
2022-01-14,2.21423,2.93876,3.82759,1.8695,1.60861,0.156286,0.189838,0.130499,1.01531
2022-01-21,2.38004,2.79722,3.98064,1.68977,1.64751,0.16956,0.282525,0.173464,0.908206
2022-01-28,2.61257,2.27534,3.86489,1.42486,1.27237,0.160188,0.216025,0.043152,0.999992
2022-02-04,2.54273,2.21267,3.59158,1.43086,1.20377,0.186711,0.263945,0.043152,0.956549
2022-02-11,2.44185,2.58028,3.10788,1.5434,1.43507,0.104464,0.257203,0.0,0.90482
2022-02-18,2.80619,2.22078,3.59427,1.55914,0.98583,0.199974,0.280123,0.086137,0.856292
2022-02-25,3.16017,2.57746,4.34797,1.36578,1.35196,0.22887,0.0,-0.042795,0.8018
2022-03-04,2.69036,2.36052,4.37896,1.48961,2.04836,-0.021617,-0.018363,-0.127943,0.893073
2022-03-11,2.80145,2.46046,5.66441,1.36742,2.58903,-0.036605,-0.314907,-0.37962,0.683981
2022-03-18,2.72453,1.94155,4.97691,1.26479,2.01299,0.077907,0.018003,-0.25382,0.547955
2022-03-25,2.51111,1.60148,5.77662,0.872727,1.85672,0.249797,-0.196456,-0.16763,0.542885
2022-04-01,2.69203,1.66209,3.86764,1.218,1.96819,0.156692,-0.053778,-0.041792,0.593984
2022-04-08,2.51607,2.19439,4.06514,1.04249,1.84147,0.154622,-0.213996,-0.041493,0.392525
2022-04-15,2.60335,0.978502,4.28126,0.882672,4.29137,0.026531,0.260474,-2.23762,0.441816
2022-04-22,2.76822,2.17362,3.87166,0.445558,1.60589,0.046615,-0.300051,-0.163946,0.0
2022-04-29,2.60711,2.38478,4.15872,0.677569,1.64429,0.089687,-0.437078,-0.243997,0.047781
2022-05-06,2.43927,2.38478,4.09128,0.701836,1.78597,0.136434,-0.39242,-0.363245,0.235965
2022-05-13,1.84192,1.84258,3.74256,0.891499,1.68252,0.236909,-0.567728,-0.361639,0.093483
2022-05-20,1.70118,1.02857,3.5379,0.850193,0.865151,0.279021,-0.672029,-0.605264,0.189416
2022-05-27,1.06937,0.619161,3.6165,0.79742,0.690181,0.280652,-0.830944,-0.489628,0.239068
2022-06-03,1.10905,0.792474,3.53396,0.534578,1.34764,0.120793,-1.21588,-0.651287,-0.144738
2022-06-10,1.09872,1.16057,3.24614,0.409812,1.40151,0.083909,-1.64455,-0.767932,-0.283353
2022-06-17,0.970612,1.05751,2.95982,-0.095222,0.840272,-0.165201,-1.18609,-1.44291,-0.650581
2022-06-24,0.789653,0.89267,2.87081,-0.339799,0.678594,-0.089663,-1.26066,-0.924446,-0.551702
2022-07-01,0.530076,0.483075,3.0794,0.204435,0.655556,-0.019411,-1.50478,-0.923333,-0.553121
2022-07-08,-0.285686,0.66302,3.18729,0.203441,0.807406,0.065923,-1.89913,-1.12203,-0.414674
2022-07-15,-0.247561,0.924353,3.27814,-0.161678,1.23095,0.068356,-1.98982,-1.07604,-0.4515
2022-07-22,-0.14596,1.08409,3.51121,-0.349568,0.877633,0.068152,-2.22471,-1.39426,-0.547007
2022-07-29,-0.702024,0.791666,3.34306,-0.309776,0.786423,-0.047897,-2.57704,-1.15611,-0.552824
