date,CNH,IDR,INR,KRW,MYR,PHP,SGD,THB,TWD,BRL,MXN,CLP,PLN,HUF
2015-06-04,6.2064,13288.3,64.0085,1112.71,3.6965,44.989,1.347,33.71,30.895,3.1446,15.5261,628.23,3.6881,275.95
2015-06-05,6.2119,13377.5,64.0768,1122.25,3.718,45.271,1.3576,33.935,31.0575,3.1589,15.6963,636.3,3.7421,281.42
2015-06-08,6.21245,13383.4,64.0742,1123.52,3.7665,45.214,1.3581,33.815,31.1575,3.1262,15.688,634.61,3.7245,280.44
2015-06-09,6.2123,13328.5,64.0152,1120.63,3.753,45.145,1.3533,33.73,31.1005,3.10715,15.5747,626.175,3.71125,278.41
2015-06-10,6.2094,13231.2,63.8577,1111.1,3.7345,45.058,1.3417,33.6225,30.8805,3.09155,15.4631,625.8,3.66225,276.19
2015-06-11,6.21095,13307.6,63.9595,1114.7,3.7455,45.348,1.3468,33.7,30.9455,3.15265,15.4493,631.8,3.68455,277.1
2015-06-12,6.21325,13300.5,64.0694,1112.75,3.759,45.26,1.34385,33.6825,30.9275,3.1165,15.4213,630.5,3.68655,277.4
2015-06-15,6.21365,13329.3,64.0876,1115.34,3.761,45.227,1.34645,33.683,30.913,3.1002,15.4468,634.59,3.68865,277.57
2015-06-16,6.2113,13331.7,64.2744,1119.18,3.7503,45.135,1.3441,33.6975,30.888,3.1078,15.4266,634.43,3.68975,277.82
2015-06-17,6.20695,13350.8,64.1785,1123.74,3.758,45.23,1.3483,33.735,30.9705,3.1023,15.426,638.95,3.70555,277.61
2015-06-18,6.2049,13327.5,63.7725,1103.99,3.712,44.93,1.3332,33.633,30.7285,3.0584,15.2455,630.8,3.6574,274.18
2015-06-19,6.20695,13330.5,63.4966,1103.71,3.7445,45.025,1.3353,33.655,30.7355,3.07705,15.3205,633.8,3.68595,276.56
2015-06-22,6.203,13288.1,63.4869,1099.28,3.7325,44.935,1.3353,33.6775,30.7115,3.0744,15.3023,629.97,3.66115,272.83
2015-06-23,6.20135,13278.2,63.5728,1106.12,3.7392,45.107,1.34075,33.775,30.8965,3.1075,15.397,634.47,3.7216,277.63
2015-06-24,6.2039,13316.3,63.5881,1112.13,3.752,45.127,1.3453,33.803,30.987,3.0907,15.4493,632.59,3.72885,278.15
2015-06-25,6.20465,13311.7,63.5611,1112.38,3.7565,45.106,1.34385,33.773,30.9485,3.1228,15.4703,631.78,3.72705,279.15
2015-06-26,6.209,13327.3,63.5653,1122.49,3.7675,45.152,1.3499,33.8,31.024,3.1317,15.578,635.5,3.74815,280.34
2015-06-29,6.2087,13316.4,63.7744,1119.91,3.784,45.133,1.3494,33.7925,30.8925,3.13675,15.6545,638.37,3.76,282.52
2015-06-30,6.20535,13359.1,63.6302,1117.01,3.773,45.11,1.3466,33.798,30.8785,3.1072,15.6978,639.51,3.76015,282.75
2015-07-01,6.20415,13342.5,63.6671,1123.9,3.7485,45.169,1.35145,33.8175,30.9195,3.1173,15.7743,638.32,3.77085,282.54
2015-07-02,6.2031,13282.5,63.3594,1118.95,3.7778,45.121,1.3483,33.775,30.845,3.1093,15.653,635.35,3.77305,282.41
2015-07-03,6.20555,13351.1,63.4536,1122.38,3.7775,45.093,1.3474,33.773,30.8825,3.1323,15.712,637.7,3.7735,283.64
2015-07-06,6.21165,13313.8,63.2652,1126.81,3.8065,45.071,1.3488,33.845,30.9275,3.1417,15.7728,640.84,3.7961,285.39
2015-07-07,6.226,13356.4,63.5467,1134.21,3.8075,45.303,1.3579,33.975,31.0775,3.1887,15.8493,650.05,3.85035,289.87
2015-07-08,6.2186,13342.5,63.565,1135.54,3.8077,45.227,1.3526,34.0025,31.0355,3.22805,15.8116,651.3,3.82695,287.12
2015-07-09,6.2177,13312.0,63.3504,1131.52,3.7987,45.18,1.351,33.915,31.0575,3.22195,15.7853,647.275,3.82105,285.69
2015-07-10,6.2156,13285.9,63.3695,1127.59,3.7938,45.079,1.3501,33.935,31.0235,3.1932,15.7473,647.4,3.73475,278.18
2015-07-13,6.21785,13292.5,63.492,1135.84,3.803,45.201,1.3582,34.025,31.0975,3.1681,15.7388,648.47,3.75775,282.12
2015-07-14,6.2149,13333.4,63.3379,1143.87,3.808,45.244,1.3613,34.04,31.0425,3.1233,15.6753,644.45,3.76045,281.79
2015-07-15,6.21455,13343.6,63.5292,1145.93,3.8065,45.361,1.3663,34.145,31.0775,3.15275,15.738,642.67,3.77265,282.77
2015-07-16,6.2132,13350.3,63.4738,1144.39,3.808,45.256,1.3652,34.19,31.0525,3.1384,15.8085,643.35,3.76945,283.8
2015-07-17,6.2127,13355.8,63.4795,1149.31,3.8082,45.231,1.3662,34.218,31.11,3.1956,15.888,645.16,3.78325,284.615
2015-07-20,6.21435,13427.7,63.6768,1157.17,3.8077,45.345,1.3713,34.425,31.2515,3.2091,15.9797,649.65,3.7968,285.58
2015-07-21,6.20835,13354.1,63.5314,1149.24,3.8035,45.174,1.3632,34.43,31.1625,3.1814,15.974,651.535,3.77955,281.58
2015-07-22,6.2126,13422.5,63.6588,1155.9,3.793,45.257,1.3661,34.6925,31.236,3.2136,16.0875,652.35,3.7772,282.87
2015-07-23,6.2143,13421.3,63.8874,1161.77,3.8063,45.381,1.3685,34.8275,31.2495,3.289,16.095,654.185,3.75495,282.73
2015-07-24,6.228,13474.5,64.1235,1172.61,3.8087,45.527,1.3728,34.933,31.509,3.33155,16.2535,660.88,3.7695,283.98
2015-07-27,6.22195,13485.8,64.2073,1168.78,3.8145,45.572,1.3677,34.855,31.6095,3.3544,16.2696,666.95,3.7167,278.58
2015-07-28,6.2164,13447.2,63.8414,1164.04,3.8142,45.512,1.36565,34.85,31.4395,3.39805,16.2763,665.455,3.7398,280.19
2015-07-29,6.2182,13442.5,63.8656,1158.25,3.811,45.477,1.3664,34.955,31.4345,3.3395,16.2275,666.79,3.74275,279.83
2015-07-30,6.2197,13487.5,64.1353,1174.1,3.8168,45.755,1.3757,35.165,31.59,3.3726,16.4693,672.63,3.80005,283.045
2015-07-31,6.21825,13522.2,63.8992,1162.29,3.825,45.637,1.3684,34.933,31.545,3.41075,16.0185,672.05,3.7565,278.6
2015-08-03,6.2187,13468.9,63.9775,1169.02,3.854,45.75,1.3771,35.05,31.669,3.44615,16.1035,680.95,3.7771,280.5
2015-08-04,6.217,13497.0,63.716,1161.61,3.8537,45.694,1.3774,35.048,31.617,3.4694,16.1573,677.25,3.796,282.13
2015-08-05,6.2191,13518.8,63.7987,1176.11,3.8775,45.8,1.3862,35.1875,31.699,3.49135,16.3695,683.18,3.83845,284.9
2015-08-06,6.2182,13522.4,63.725,1164.18,3.9023,45.774,1.3854,35.158,31.6455,3.5388,16.357,683.78,3.84415,285.07
2015-08-07,6.21645,13524.8,63.7899,1165.29,3.9235,45.795,1.3853,35.163,31.687,3.50555,16.1582,677.06,3.82675,284.18
2015-08-10,6.21575,13518.5,63.8425,1162.7,3.9288,45.856,1.38475,35.118,31.6465,3.4833,16.1698,676.17,3.82645,283.64
2015-08-11,6.42855,13658.9,64.3481,1182.76,3.96,46.22,1.4045,35.4075,32.2375,3.501,16.3595,680.8,3.8043,283.22
2015-08-12,6.50025,13875.0,64.8101,1172.69,4.0395,46.118,1.40135,35.185,32.075,3.4929,16.3073,682.45,3.74405,278.33
2015-08-13,6.46355,13848.9,65.3071,1178.27,4.0107,46.261,1.39895,35.2125,32.171,3.5213,16.353,684.95,3.75405,278.51
2015-08-14,6.4518,13800.5,65.0646,1176.92,4.0795,46.13,1.40555,35.2575,32.138,3.4681,16.3598,684.5,3.76505,279.51
2015-08-17,6.44195,13888.2,65.4508,1183.26,4.103,46.43,1.40765,35.535,32.445,3.464,16.3885,689.26,3.75795,278.95
2015-08-18,6.44075,13805.2,65.4768,1184.75,4.089,46.321,1.40455,35.5775,32.4665,3.4681,16.4305,697.08,3.778,280.01
2015-08-19,6.4442,13818.8,65.1457,1184.74,4.1033,46.351,1.40485,35.565,32.4555,3.4951,16.5277,696.755,3.77695,280.49
2015-08-20,6.4468,13875.1,65.5764,1186.21,4.1375,46.585,1.40395,35.61,32.5655,3.47245,16.7463,694.1,3.74065,278.57
2015-08-21,6.44715,14025.2,66.1665,1194.2,4.1827,46.746,1.40455,35.6225,32.645,3.4945,16.91,692.28,3.725,278.0
2015-08-24,6.48265,14102.3,66.8169,1191.36,4.263,46.648,1.40845,35.7025,32.744,3.54045,17.1078,703.325,3.6621,270.59
2015-08-25,6.4945,14029.8,66.139,1183.0,4.2133,46.597,1.40095,35.5075,32.427,3.53505,16.9685,701.65,3.7008,275.31
2015-08-26,6.4909,14093.8,66.1444,1186.34,4.2517,46.651,1.40605,35.615,32.375,3.63685,17.0715,704.83,3.7119,277.04
2015-08-27,6.4857,14020.0,66.025,1176.17,4.2328,46.674,1.4004,35.665,32.277,3.55175,16.8593,696.6,3.77435,280.31
2015-08-28,6.46025,13995.0,66.1961,1176.41,4.2,46.735,1.40615,35.8125,32.345,3.57415,16.7426,688.675,3.7689,279.85
2015-08-31,6.4454,14105.3,66.4757,1183.11,4.195,46.81,1.41035,35.8475,32.527,3.64195,16.7893,693.055,3.7713,279.79
2015-09-01,6.4251,14091.4,66.3836,1179.52,4.1645,46.76,1.41245,35.7625,32.43,3.6715,16.852,692.075,3.76845,279.96
2015-09-02,6.444,14149.0,66.2524,1184.8,4.211,46.774,1.4179,35.7475,32.513,3.75425,16.947,689.9,3.7743,279.44
2015-09-03,6.4467,14159.8,66.0958,1188.03,4.2455,46.784,1.4155,35.84,32.498,3.78165,16.7648,687.95,3.78525,281.05
2015-09-04,6.4613,14142.0,66.6915,1196.1,4.2585,46.87,1.4226,35.918,32.624,3.80455,16.8533,691.745,3.8027,282.35
2015-09-07,6.4735,14247.5,66.8077,1202.6,4.33,47.094,1.4281,36.1275,32.789,3.86,16.987,695.435,3.79495,281.78
2015-09-08,6.46005,14227.8,66.4442,1197.32,4.3385,46.878,1.4189,36.0975,32.552,3.8091,16.8228,689.05,3.7792,280.36
2015-09-09,6.46445,14226.7,66.5038,1185.86,4.329,46.894,1.4143,36.058,32.4585,3.78555,16.774,688.18,3.7768,281.77
2015-09-10,6.3975,14318.5,66.5846,1186.48,4.3342,46.89,1.4161,36.093,32.405,3.8687,16.8231,690.18,3.7573,281.28
2015-09-11,6.41145,14341.2,66.4653,1183.08,4.3175,46.795,1.41595,36.145,32.525,3.88725,16.8473,685.25,3.7286,278.17
2015-09-14,6.40275,14341.6,66.3721,1182.74,4.312,46.794,1.4064,36.055,32.486,3.86595,16.8075,688.05,3.73015,277.54
2015-09-15,6.4017,14414.0,66.4219,1179.83,4.309,46.73,1.4032,35.935,32.48,3.86175,16.7723,687.45,3.72205,276.62
2015-09-16,6.40315,14391.0,66.2773,1171.84,4.3086,46.524,1.39755,35.89,32.448,3.83435,16.5715,679.72,3.7133,275.83
2015-09-17,6.40925,14492.5,66.195,1165.47,4.2545,46.478,1.4012,35.763,32.445,3.88505,16.5475,678.6,3.7206,275.27
2015-09-18,6.3854,14360.0,65.7179,1164.89,4.2043,46.294,1.39585,35.5475,32.31,3.90085,16.504,677.415,3.6955,272.68
2015-09-21,6.40375,14489.7,65.7093,1179.53,4.2635,46.563,1.4103,35.848,32.624,3.98465,16.6755,683.15,3.7434,276.69
2015-09-22,6.41785,14626.7,65.9244,1187.99,4.296,46.706,1.4193,36.12,32.929,4.05195,16.8767,699.1,3.78185,280.06
2015-09-23,6.4366,14647.5,66.0314,1193.78,4.3465,46.833,1.42525,36.185,32.923,4.1292,17.0245,701.95,3.7794,279.4
2015-09-24,6.4189,14817.5,66.3484,1197.38,,46.99,1.4261,36.273,33.2,4.20825,17.198,705.3,3.74945,278.95
2015-09-25,6.39705,14642.5,66.1402,1190.5,4.3855,46.755,1.4229,36.165,33.053,3.9471,16.933,697.85,3.78285,281.785
2015-09-28,6.37125,14719.4,66.2209,1195.36,4.4242,46.83,1.4282,36.295,33.23,4.0277,16.974,704.3,3.78525,281.34
2015-09-29,6.34495,14691.3,65.9307,1194.95,4.4565,46.884,1.4281,36.415,33.025,4.10875,17.0613,704.985,3.7816,279.75
2015-09-30,6.365,14615.0,65.5603,1186.0,4.3955,46.781,1.4219,36.36,32.963,3.9789,16.9499,697.71,3.8012,280.61
2015-10-01,6.36815,14695.0,65.5868,1177.92,4.4005,46.751,1.429,36.4625,32.793,3.9698,16.8465,695.76,3.7903,278.99
2015-10-02,6.36295,14685.8,65.3682,1178.53,4.4152,46.707,1.4322,36.5175,32.81,3.9777,16.8226,694.0,3.77145,276.66
2015-10-05,6.34735,14437.0,65.1345,1160.3,4.3807,46.466,1.423,36.3175,32.496,3.90955,16.6901,684.19,3.7833,278.15
2015-10-06,6.3495,14184.4,65.2198,1163.41,4.3745,46.388,1.4233,36.283,32.571,3.84405,16.6735,680.25,3.77415,278.47
2015-10-07,6.3394,13790.0,64.88,1154.03,4.2253,46.006,1.4099,35.8355,32.371,3.7902,16.5495,678.65,3.76895,277.43
2015-10-08,6.3514,13793.1,65.0566,1158.48,4.2358,46.094,1.4107,35.9205,32.532,3.83165,16.5453,681.25,3.7485,276.275
2015-10-09,6.3417,13418.3,64.8108,1143.45,4.1325,45.701,1.3937,35.5255,32.217,3.7273,16.3808,675.105,3.71975,274.065
2015-10-12,6.32185,13488.0,64.8114,1142.66,4.1412,45.735,1.3977,35.3455,32.319,3.765,16.4025,674.54,3.709,272.4
2015-10-13,6.3362,13659.0,65.1072,1148.17,4.1815,46.064,1.4004,35.613,32.483,3.82995,16.5178,682.405,3.72025,273.14
2015-10-14,6.347,13583.8,64.9183,1142.46,,45.946,1.3845,35.4155,32.4355,3.8546,16.5895,681.505,3.7002,271.065
2015-10-15,6.3493,13477.5,64.8058,1123.66,4.1207,45.839,1.3799,35.1555,31.992,3.86035,16.4306,675.955,3.71845,271.59
2015-10-16,6.36355,13465.9,64.7331,1129.24,4.1788,46.052,1.3815,35.2455,32.1895,3.8435,16.3891,673.455,3.7235,271.635
2015-10-19,6.37555,13644.5,64.9262,1129.29,4.2075,46.2,1.3857,35.383,32.3665,3.8903,16.4813,678.805,3.75335,274.15
2015-10-20,6.3684,13683.5,64.97,1129.99,4.2653,46.336,1.39105,35.428,32.3755,3.8728,16.566,685.235,3.7533,273.93
2015-10-21,6.37105,13843.9,65.1956,1139.23,4.28,46.543,1.3937,35.648,32.459,3.94865,16.658,691.405,3.776,274.6
2015-10-22,6.3902,13556.0,64.9521,1133.26,4.2863,46.515,1.3944,35.563,32.457,3.93035,16.5515,691.95,3.82595,279.06
2015-10-23,6.3915,13562.5,64.9034,1131.55,4.2205,46.614,1.3954,35.5305,32.427,3.8856,16.515,686.55,3.85745,282.92
2015-10-26,6.388,13599.5,64.8617,1129.36,4.2283,46.578,1.3916,35.433,32.336,3.88225,16.4922,685.75,3.86315,281.72
2015-10-27,6.3906,13651.9,65.04,1135.61,4.267,46.783,1.3951,35.5105,32.432,3.901,16.5535,688.0,3.87625,282.14
2015-10-28,6.38985,13514.4,64.9195,1132.26,4.272,46.811,1.3929,35.398,32.404,3.85945,16.4428,686.55,3.8761,281.96
2015-10-29,6.35055,13620.0,65.4151,1143.15,4.298,47.02,1.4044,35.6805,32.553,3.89545,16.6181,689.45,3.9024,283.57
2015-10-30,6.32235,13699.2,65.4348,1140.73,4.2987,46.775,1.4005,35.6355,32.478,3.84475,16.5311,690.935,3.8536,281.49
2015-11-02,6.34475,13636.6,65.6319,1138.56,4.3015,46.855,1.4024,35.5955,32.54,3.8508,16.4845,691.95,3.8624,283.5
2015-11-03,6.3483,13604.5,65.6444,1132.1,4.2855,46.877,1.3989,35.5655,32.472,3.79,16.4145,689.02,3.87955,286.74
2015-11-04,6.3515,13545.8,65.4752,1136.61,4.2645,46.863,1.4032,35.533,32.409,3.7996,16.5098,690.71,3.89765,289.67
2015-11-05,6.3705,13545.0,65.892,1140.41,4.2965,46.884,1.4061,35.603,32.468,3.7897,16.595,694.1,3.90615,289.13
2015-11-06,6.3885,13759.3,66.1202,1153.08,4.3105,47.16,1.4124,35.84,32.706,3.8384,16.864,699.45,3.925,293.21
2015-11-09,6.3884,13688.0,66.4129,1160.6,4.372,47.293,1.42465,35.93,32.825,3.7953,16.8785,701.675,3.95595,291.72
2015-11-10,6.39155,13582.7,66.236,1159.83,,47.339,1.42235,35.8925,32.784,3.7979,16.7682,700.3,3.96595,292.05
2015-11-11,6.39305,13532.8,66.0825,1155.55,4.3645,47.141,1.4218,35.848,32.7135,3.762,16.7065,699.775,3.9287,290.49
2015-11-12,6.39375,13627.5,66.1197,1159.85,4.3665,47.048,1.4206,35.8505,32.7325,3.7902,16.7285,701.8,3.93355,290.07
2015-11-13,6.4088,13737.5,66.1857,1170.69,4.3735,47.19,1.4246,35.9405,32.86,3.8166,16.716,703.9,3.9505,290.26
2015-11-16,6.40225,13770.5,66.0505,1172.94,4.3837,47.25,1.42255,35.973,32.833,3.8337,16.7905,712.3,3.963,291.11
2015-11-17,6.4078,13728.1,66.0261,1169.92,4.383,47.219,1.4229,35.9855,32.797,3.80305,16.7691,709.0,3.9888,292.33
2015-11-18,6.41405,13802.3,66.1764,1168.09,4.3892,47.204,1.4231,35.9905,32.726,3.7774,16.7575,714.8,3.9884,291.56
2015-11-19,6.40795,13705.3,66.118,1158.58,4.344,47.056,1.4141,35.783,32.523,3.72695,16.5608,711.35,3.9577,289.05
2015-11-20,6.4176,13604.6,66.0982,1151.95,4.2845,47.016,1.4127,35.7155,32.463,3.7012,16.5078,709.61,3.9791,291.35
2015-11-23,6.4337,13639.9,66.3461,1159.16,4.303,47.146,1.4185,35.848,32.616,3.71595,16.5409,714.3,3.9985,293.32
2015-11-24,6.4273,13647.5,66.375,1152.59,4.2495,47.108,1.4132,35.7705,32.563,3.71115,16.473,709.9,4.00515,293.3
2015-11-25,6.4264,13697.5,66.37,1144.55,4.215,47.084,1.40775,35.683,32.49,3.77115,16.572,713.15,4.02555,294.64
2015-11-26,6.4353,13779.9,66.619,1148.99,4.2215,47.146,1.4075,35.75,32.531,3.7527,16.5598,711.62,4.02545,293.99
2015-11-27,6.44955,13797.6,66.9144,1155.72,4.2592,47.184,1.4128,35.8925,32.689,3.756,16.5438,712.35,4.031,294.22
2015-11-30,6.42535,13827.1,66.5002,1156.95,4.264,47.18,1.4089,35.815,32.6305,3.91925,16.605,711.03,4.0429,294.33
2015-12-01,6.4444,13803.2,66.5154,1158.19,4.232,47.195,1.408,35.78,32.6355,3.8442,16.5252,703.82,4.03805,294.08
2015-12-02,6.44605,13815.0,66.585,1165.39,4.2325,47.252,1.4124,35.87,32.8325,3.86065,16.592,703.16,4.0466,294.23
2015-12-03,6.4379,13830.0,66.845,1165.99,4.228,47.131,1.4024,35.8675,32.7975,3.7763,16.695,700.72,3.9776,288.06
2015-12-04,6.4425,13829.8,66.7063,1161.5,4.226,47.06,1.3958,35.7525,32.711,3.7464,16.682,702.3,3.96245,287.12
2015-12-07,6.468,13875.0,66.7697,1172.57,4.215,47.116,1.4035,35.88,32.8925,3.7732,16.8993,706.56,3.9769,287.79
2015-12-08,6.48825,14016.1,66.8274,1179.75,4.2615,47.161,1.4092,35.9475,32.9285,3.7917,16.995,711.0,3.99055,288.73
2015-12-09,6.51065,14012.5,66.8613,1181.26,4.2708,47.211,1.4041,35.9575,32.8905,3.73075,16.9958,702.2,3.96015,288.4
2015-12-10,6.49545,13979.5,66.7683,1177.38,4.2625,47.254,1.4019,36.0175,32.7425,3.7701,17.0675,703.62,3.97485,290.35
2015-12-11,6.53465,14135.8,67.1332,1189.62,4.2915,47.447,1.413,36.1475,33.0085,3.878,17.386,709.41,3.9684,289.08
2015-12-14,6.551,14089.1,67.0823,1187.17,4.324,47.509,1.4091,36.08,32.873,3.8877,17.3905,712.35,3.95655,287.37
2015-12-15,6.5344,14007.3,66.8349,1176.2,4.305,47.41,1.4081,35.985,32.7465,3.8893,17.1663,710.15,3.96805,289.605
2015-12-16,6.52415,13989.8,66.6171,1177.37,4.3188,47.199,1.4087,35.9825,32.739,3.949,17.1348,709.15,3.929,289.81
2015-12-17,6.56085,13990.0,66.355,1188.14,4.3158,47.502,1.4207,36.155,33.02,3.89945,17.094,708.6,3.955,291.37
2015-12-18,6.55295,13881.1,66.2826,1180.86,4.2927,47.321,1.4143,36.0975,32.879,3.89765,16.9875,699.36,3.9324,288.96
2015-12-21,6.552,13736.0,66.2173,1174.97,4.3023,47.359,1.408,36.1425,32.879,4.0327,17.075,691.3,3.88255,287.6
2015-12-22,6.5256,13625.0,66.235,1170.1,4.3015,47.241,1.4039,36.075,32.801,4.0124,17.1974,695.58,3.8742,286.15
2015-12-23,6.54265,13638.3,66.0968,1172.95,4.3115,47.21,1.4056,36.07,32.82,3.96465,17.1787,698.3,3.8981,289.25
2015-12-24,6.53925,13600.8,66.0109,1169.37,,47.055,1.40575,36.0425,32.788,3.9487,17.275,700.2,3.8663,288.6
2015-12-25,6.5392,13600.8,66.0016,1169.13,,47.055,1.40565,36.048,32.788,3.9487,17.2748,700.2,3.8688,288.83
2015-12-28,6.5627,13615.1,66.1821,1169.76,4.2968,47.166,1.40845,36.1175,32.826,3.8936,17.2625,707.05,3.8669,285.92
2015-12-29,6.57495,13693.4,66.3027,1171.22,4.2925,46.95,1.41445,36.075,32.839,3.86735,17.2085,709.0,3.87865,287.48
2015-12-30,6.57195,13815.0,66.4448,1178.63,4.2925,46.94,1.41545,36.07,32.958,4.00505,17.35,709.0,3.88945,287.3
2015-12-31,6.56855,13834.0,66.2296,1174.93,4.2925,46.89,1.41875,36.03,32.933,3.958,17.2658,713.25,3.9466,290.8
2016-01-01,6.57055,13881.5,66.204,1175.83,4.2935,46.859,1.41725,36.025,32.939,3.958,17.2195,715.25,3.94225,290.985
2016-01-04,6.6312,13953.3,66.573,1192.15,4.3465,47.136,1.42645,36.185,33.135,4.0387,17.357,716.92,3.979,291.74
2016-01-05,6.6431,13860.9,66.5827,1190.5,4.3425,46.889,1.42795,36.13,33.13,4.0243,17.3333,713.7,4.01635,292.64
2016-01-06,6.7007,13925.2,66.7369,1200.86,4.3935,47.103,1.43735,36.255,33.285,4.0234,17.437,715.3,4.04985,292.88
2016-01-07,6.6775,13858.0,66.5567,1194.06,4.394,47.027,1.43295,36.2275,33.214,4.03025,17.6295,720.95,3.99875,290.05
2016-01-08,6.6849,13941.2,66.8878,1207.46,4.3847,47.297,1.44135,36.34,33.363,4.0441,17.9308,726.76,3.99615,289.62
2016-01-11,6.6004,13828.6,66.8067,1206.19,4.3802,47.294,1.43455,36.29,33.34,4.05115,17.9158,732.3,4.02075,292.74
2016-01-12,6.5763,13818.1,66.8873,1208.22,4.4085,47.463,1.43805,36.3225,33.374,4.0472,17.9137,731.02,4.02575,292.39
2016-01-13,6.56995,13777.7,66.7789,1204.07,4.3805,47.392,1.43335,36.24,33.299,3.9881,17.8473,727.45,4.00535,290.76
2016-01-14,6.6042,13892.5,67.3763,1211.16,4.3905,47.855,1.43775,36.355,33.54,4.00225,17.885,725.82,4.0456,290.86
2016-01-15,6.6163,13987.4,67.7479,1216.95,4.3995,47.921,1.44015,36.35,33.605,4.05085,18.19,731.24,4.0285,286.82
2016-01-18,6.5861,13926.3,67.7081,1209.25,4.3945,47.847,1.43915,36.305,33.561,4.0316,18.246,730.23,4.1016,290.11
2016-01-19,6.5943,13796.8,67.7149,1206.19,4.365,47.671,1.43675,36.3025,33.567,4.0498,18.188,725.48,4.07855,288.83
2016-01-20,6.61055,13959.5,68.12,1217.37,4.3962,47.937,1.44065,36.3075,33.8175,4.11595,18.6375,730.85,4.129,289.75
2016-01-21,6.6057,13858.5,67.88,1207.28,4.3818,47.855,1.43705,36.2425,33.651,4.1597,18.5468,725.79,4.1438,290.21
2016-01-22,6.6064,13790.2,67.6044,1196.52,4.2995,47.723,1.42745,36.0125,33.397,4.11125,18.4485,714.5,4.11845,288.27
2016-01-25,6.6083,13862.5,67.7295,1194.89,,48.063,1.42755,35.9025,33.526,4.10475,18.521,718.76,4.12355,288.41
2016-01-26,6.60915,13831.8,67.8103,1200.99,4.2925,47.96,1.42595,35.8325,33.458,4.07125,18.4905,718.72,4.12195,287.86
2016-01-27,6.61425,13854.1,68.0966,1203.34,4.2565,48.034,1.43015,35.795,33.577,4.06625,18.4659,716.3,4.1193,288.4
2016-01-28,6.61425,13808.0,68.154,1205.19,4.207,47.804,1.42655,35.81,33.55,4.0663,18.3115,711.47,4.08655,287.58
2016-01-29,6.59565,13690.0,67.8998,1208.68,4.1537,47.733,1.42315,35.67,33.513,4.0185,18.1666,710.1,4.0824,287.34
2016-02-01,6.6129,13620.0,67.9169,1204.33,4.155,47.74,1.42385,35.595,33.405,3.9774,18.2683,711.95,4.031,284.95
2016-02-02,6.6237,13722.3,67.9891,1212.76,4.209,47.943,1.42785,35.7625,33.552,4.0108,18.4988,714.25,4.03265,285.46
2016-02-03,6.60945,13762.3,67.988,1216.13,4.2203,47.947,1.42435,35.805,33.614,3.94,18.4694,707.65,3.99845,281.76
2016-02-04,6.57205,13585.6,67.5229,1183.69,4.1537,47.547,1.39575,35.5675,33.065,3.87605,18.1687,696.92,3.9513,277.68
2016-02-05,6.5699,13635.0,67.7951,1205.88,4.1663,47.785,1.40535,35.6,33.393,3.92235,18.3668,702.62,3.96145,277.71
2016-02-08,6.5782,13695.0,67.971,1207.42,,47.865,1.40685,35.5075,33.45,3.9422,18.71,709.85,3.9858,278.84
2016-02-09,6.5666,13595.2,67.9542,1198.29,,47.671,1.39625,35.4025,33.173,3.9459,18.8246,713.94,3.93275,275.67
2016-02-10,6.55005,13449.1,67.8626,1191.4,4.1185,47.467,1.39515,35.3225,33.007,3.93925,18.8005,711.33,3.94455,278.6
2016-02-11,6.53565,13459.1,68.5699,1200.95,4.146,47.541,1.39165,35.2425,32.97,3.9649,19.1675,711.39,3.89685,274.36
2016-02-12,6.51145,13492.5,68.2085,1208.38,4.17,47.521,1.39745,35.625,33.0585,3.9799,19.0992,708.88,3.92155,275.93
2016-02-15,6.5035,13389.3,68.1316,1212.74,4.1298,47.423,1.40045,35.6525,33.1585,3.98985,18.8261,700.85,3.94635,277.78
2016-02-16,6.5204,13492.3,68.4528,1222.28,4.1535,47.567,1.40535,35.645,33.2255,4.06255,18.8336,709.33,3.95895,279.27
2016-02-17,6.52855,13442.9,68.3693,1224.81,4.2172,47.635,1.40625,35.61,33.266,3.97955,18.3866,700.48,3.94305,277.96
2016-02-18,6.5214,13512.5,68.5598,1232.84,4.1693,47.624,1.40315,35.5725,33.271,4.0107,18.0929,702.75,3.9504,279.56
2016-02-19,6.52875,13480.5,68.8344,1232.59,4.2067,47.672,1.40755,35.755,33.32,4.0514,18.2885,700.8,3.94055,278.23
2016-02-22,6.52765,13403.8,68.6055,1224.87,4.1973,47.589,1.40025,35.74,33.183,3.9564,18.0709,692.08,3.95635,278.5
2016-02-23,6.53465,13409.8,68.6142,1231.27,4.1955,47.667,1.40825,35.7375,33.286,3.97735,18.1885,696.34,3.97005,278.95
2016-02-24,6.54015,13402.3,68.5194,1235.05,4.2215,47.679,1.40655,35.7025,33.35,3.9848,18.2804,695.81,3.9761,281.82
2016-02-25,6.5361,13446.5,68.8422,1237.98,4.2195,47.634,1.40225,35.6525,33.191,3.9475,18.1715,692.32,3.95225,281.84
2016-02-26,6.53965,13373.5,68.7384,1240.03,4.213,47.519,1.40655,35.7225,33.291,3.98255,18.1301,686.7,3.99205,285.03
2016-02-29,6.552,13369.1,68.4005,1241.99,4.203,47.426,1.40655,35.6425,33.268,3.9808,18.094,694.87,4.0012,285.67
2016-03-01,6.54955,13312.6,67.7562,1233.16,4.172,47.272,1.40325,35.62,33.108,3.97835,17.9382,695.36,3.9929,285.41
