date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD,CLP,PLN,BRL,HUF,MXN,EUR,JPY,CAD
2023-04-21,2.69,1.7702,7.38,5.69,2.4346,5.96,2.7554,3.5756,0.491,8.75,7.3104,11.5639,13.8485,12.4147,3.3227,-0.5148,4.3238
2023-04-28,2.66,1.5634,7.3,5.63,2.2723,5.81,2.99,3.4099,0.6976,8.55,7.1002,11.7436,13.4205,12.1839,3.2064,-0.5567,4.2737
2023-05-05,2.48,1.5071,7.0,5.42,2.2067,6.04,2.8134,3.342,0.4761,8.43,6.969,11.5294,13.3055,12.2185,3.1299,-0.5752,4.2555
2023-05-12,2.7,1.6281,7.08,5.59,2.1488,6.19,2.6757,3.4012,0.8078,8.44,6.9478,11.5635,13.1459,12.3131,3.1714,-0.5798,4.2481
2023-05-19,2.82,1.7754,7.17,5.83,2.193,6.21,2.9833,3.5223,0.7381,8.79,7.0933,11.4346,12.8014,12.2318,3.2638,-0.5594,4.4541
2023-05-26,2.91,1.9729,7.31,6.08,2.2898,6.2,3.4408,3.6985,1.2272,8.95,7.2725,11.1617,12.776,12.3755,3.3341,-0.5857,4.6731
2023-06-02,2.85,1.9558,7.13,6.39,2.2129,6.29,3.2528,3.5593,1.1427,8.42,6.9988,11.1924,12.666,12.2467,3.259,-0.5742,4.7018
2023-06-09,2.87,2.0099,7.13,6.2,2.2136,5.92,3.2263,3.6451,1.4627,8.24,6.828,10.6859,12.3015,12.39,3.285,-0.5722,4.9179
2023-06-16,2.96,2.1054,7.18,6.26,2.2763,6.09,3.367,3.6718,1.2155,8.17,7.2382,10.7508,12.1488,12.2253,3.4474,-0.5438,4.9426
2023-06-23,2.94,2.1301,7.14,6.07,2.331,5.94,3.5676,3.7054,1.9454,7.42,6.9323,10.7078,12.0814,12.1571,3.512,-0.5459,5.0301
2023-06-30,3.06,2.2157,7.3,6.29,2.2737,6.09,3.425,3.8116,2.2389,7.68,6.8738,10.5359,11.6721,12.0702,3.5497,-0.5174,4.9154
2023-07-07,3.15,2.1483,7.09,6.34,2.2534,6.23,3.4481,3.8242,2.2901,7.54,6.8953,10.3933,12.0331,12.2933,3.5905,-0.5079,5.0235
2023-07-14,3.1,2.0721,7.2,5.99,2.2312,6.13,3.3791,3.7171,1.5457,7.6,6.6732,10.6553,11.7126,12.267,3.6217,-0.4896,5.0082
2023-07-21,3.17,2.0458,7.16,6.01,2.2109,6.13,2.9296,3.6877,1.817,7.52,6.911,10.3302,11.2056,12.1707,3.5782,-0.4874,5.0667
2023-07-28,3.11,2.101,7.07,6.09,2.248,6.28,3.2836,3.5954,1.6684,7.36,7.0174,10.1965,10.6158,12.2353,3.5243,-0.4474,5.0841
2023-08-04,3.08,2.049,7.1,5.9,2.16,6.05,3.3177,3.5665,1.4219,7.04,6.7466,10.0024,10.5765,12.2138,3.5144,-0.4453,5.0286
2023-08-11,3.11,2.1304,7.08,6.04,2.2531,6.57,3.2375,3.6314,1.6149,7.15,6.6839,9.9141,10.1711,12.2367,3.541,-0.474,5.0526
2023-08-18,3.17,2.2002,7.17,5.68,2.3625,6.29,3.1509,3.6073,1.4216,7.39,6.8788,9.9727,10.0764,12.3214,3.5408,-0.484,5.0984
2023-08-25,3.2,2.2586,7.38,6.05,2.8961,6.38,3.0382,3.6787,1.6556,7.43,6.74,9.9207,9.9806,12.4235,3.5194,-0.4818,5.0964
2023-09-01,3.16,2.189,7.23,6.17,2.6638,6.17,2.9246,3.5647,1.7049,7.17,6.6638,9.8925,9.5574,12.3209,3.4694,-0.4684,4.9488
2023-09-08,3.36,2.3341,7.5,6.16,2.8789,6.29,3.0397,3.6561,2.2318,6.97,6.2257,9.7775,9.6065,12.1927,3.5278,-0.469,5.0205
2023-09-15,3.3,1.9222,7.36,6.09,3.0889,6.24,2.9573,3.6965,2.0041,6.97,6.2345,9.6398,9.2919,12.0774,3.6929,-0.4085,5.0481
2023-09-22,3.28,2.4477,7.44,6.0,3.104,6.09,2.8199,3.6853,2.2898,7.14,6.1505,9.6403,8.8614,11.9837,3.6914,-0.4136,5.1502
2023-09-29,3.22,2.3456,7.55,5.85,3.0021,6.03,2.9036,3.6848,2.2972,7.18,6.1812,9.9055,9.2855,12.0103,3.6582,-0.4558,5.0982
2023-10-06,3.27,2.3943,7.55,6.02,3.1403,6.07,2.9062,3.6499,2.1845,7.28,5.9697,9.8806,9.264,12.0625,3.6344,-0.4627,5.13
2023-10-13,3.22,2.2357,7.4,5.87,3.0414,6.05,2.8635,3.624,2.2603,6.93,5.9701,9.8785,8.8577,11.9163,3.6121,-0.48,5.0951
2023-10-20,3.24,2.3498,7.34,5.8,3.0885,6.3,2.8985,3.5908,2.1442,7.3,6.006,9.9141,9.0805,11.9834,3.6316,-0.4457,4.9832
2023-10-27,3.3,2.2233,7.34,5.99,2.9542,6.18,2.8368,3.59,2.0548,7.08,5.9932,9.8576,8.7905,11.9699,3.5552,-0.4606,4.8822
2023-11-03,3.2,2.0663,7.1,5.55,2.6565,5.9,3.1903,3.4904,1.271,7.16,5.8734,9.776,8.6325,11.7596,3.5317,-0.4046,4.7755
2023-11-10,3.36,2.2934,7.15,5.38,2.777,6.01,2.7582,3.6241,1.4932,6.99,6.1268,9.6555,8.5949,11.7787,3.5707,-0.4112,4.8568
2023-11-17,3.18,2.039,7.03,5.25,2.6304,5.79,2.6776,3.4935,0.4707,6.91,6.1308,9.3524,8.209,11.5239,3.5364,-0.3979,4.7663
2023-11-24,3.2,2.1561,7.11,5.25,2.5602,5.77,2.733,3.5933,0.573,7.0,6.3339,9.4258,8.1056,11.6265,3.5739,-0.3832,4.7787
2023-12-01,3.05,1.9686,6.84,5.03,2.4261,5.84,2.6262,3.377,0.3769,6.6,5.9708,9.2048,7.6286,11.3517,3.2867,-0.3703,4.5466
2023-12-08,3.31,2.373,6.99,5.42,2.7015,5.74,2.5951,3.5532,0.5073,6.77,5.8861,9.3477,7.4229,11.39,3.3127,-0.3217,4.6013
2023-12-15,3.3,2.2656,6.89,5.12,2.6831,5.67,2.4634,3.4981,0.15,6.39,5.6361,9.0585,6.7231,11.2028,3.2463,-0.315,4.5047
2023-12-22,2.91,2.1241,6.78,4.84,2.3411,5.38,2.4488,3.2986,0.3218,6.09,5.5909,8.8696,6.6646,11.2018,3.1514,-0.36,4.4903
2023-12-29,3.05,2.2882,6.7,4.94,2.4468,5.56,1.9827,3.2607,0.0769,5.94,5.8151,8.7803,6.7688,11.0943,3.1184,-0.3996,4.4314
2024-01-05,2.96,2.3066,6.82,5.18,2.3976,5.62,2.4636,3.3453,0.0781,6.05,5.7603,9.0136,6.7511,11.2673,3.1847,-0.4175,4.5268
2024-01-12,2.82,2.1031,6.79,4.96,2.2541,5.57,2.3341,3.2592,-0.1792,5.56,5.7836,8.9339,6.0827,10.944,3.1151,-0.4093,4.3759
2024-01-19,2.96,2.3507,6.9,5.18,2.4942,5.95,2.9758,3.4214,-0.0525,5.71,5.7692,8.9811,6.001,11.1585,3.2766,-0.3614,4.6271
2024-01-26,2.92,2.2697,6.85,5.1,2.4434,6.01,2.8472,3.3907,0.1377,5.64,5.7566,8.8841,5.9682,11.0745,3.1721,-0.3326,4.5708
2024-02-02,2.94,2.3801,6.84,5.23,2.4817,5.98,3.1311,3.3805,0.5208,5.6,5.7625,8.9452,6.1014,11.1777,3.197,-0.3314,4.6358
2024-02-09,3.15,2.3651,6.9,5.43,2.4964,5.94,3.2745,3.4202,0.6177,5.65,5.9442,8.9797,6.2021,11.0124,3.278,-0.3107,4.676
2024-02-16,3.02,2.3567,6.97,5.54,2.5646,6.28,3.4971,3.493,0.9867,5.52,5.8592,9.0252,6.2052,11.118,3.3179,-0.302,4.7242
2024-02-23,3.04,2.3439,6.95,5.36,2.4734,6.23,3.4488,3.5153,1.0371,5.31,5.8035,8.9548,5.8854,10.9757,3.3418,-0.2646,4.6241
2024-03-01,3.13,2.2601,6.8,5.43,2.4595,6.17,3.4576,3.4421,1.0315,5.3,5.9249,8.6749,6.0196,10.883,3.3709,-0.265,4.5465
2024-03-08,3.1,2.1221,6.62,5.39,2.4121,6.08,3.5763,3.3945,0.9291,5.27,5.9914,8.6055,5.9919,10.8485,3.3011,-0.2357,4.525
2024-03-15,3.07,2.3961,6.8,5.31,2.448,6.21,3.2785,3.4598,1.5463,5.47,5.9484,8.6513,6.3953,10.9897,3.3919,-0.245,4.6425
2024-03-22,3.05,2.3921,6.75,5.27,2.6203,6.14,3.32,3.4235,1.7334,5.41,6.0527,8.5982,6.5081,10.8672,3.3144,-0.1512,4.503
2024-03-29,3.1,2.4647,6.86,5.46,2.7407,6.21,3.3158,3.4729,1.8718,5.55,5.931,8.6172,6.6401,10.9254,3.3091,-0.1785,4.5623
2024-04-05,3.1,2.4863,6.92,5.64,2.7283,6.3,3.2386,3.4667,1.8133,5.63,5.9156,8.6544,6.452,11.1116,3.3277,-0.1748,4.5095
2024-04-12,3.14,2.5949,6.95,5.65,2.9235,6.55,3.3661,3.4627,2.1507,5.7,5.9381,8.7328,6.6677,11.2507,3.3021,-0.1561,4.5469
2024-04-19,3.02,2.7847,7.18,5.9,3.0909,6.62,3.6795,3.4511,1.9413,5.91,5.8823,9.0267,6.7914,11.2675,3.3556,-0.1504,4.5498
2024-04-26,3.17,2.6934,7.12,5.86,2.9392,6.69,3.3867,3.4756,2.0505,5.71,5.9311,8.9889,6.759,11.3631,3.3831,-0.1434,4.5645
2024-05-03,3.14,2.4602,7.03,5.65,2.7051,6.21,3.1259,3.3744,1.6467,5.3,5.8812,8.9049,6.4593,11.1271,3.3352,-0.1331,4.4716
2024-05-10,3.16,2.5563,7.05,5.73,2.6504,6.53,3.2931,3.4354,1.8771,5.41,5.8197,9.0403,6.3939,11.2432,3.3545,-0.1174,4.5412
2024-05-17,3.15,2.4295,7.03,5.42,2.4873,6.47,3.2558,3.4055,1.9299,5.3,5.9273,9.1367,6.3064,11.1912,3.3625,-0.0852,4.5114
2024-05-24,3.12,2.5355,7.02,5.64,2.4104,6.51,3.3995,3.4745,2.2536,5.37,6.0293,9.2583,6.4175,11.1771,3.4257,-0.0675,4.4915
2024-05-31,3.15,2.5737,6.99,5.66,2.5332,6.43,3.4464,3.4182,2.5285,5.34,5.9993,9.1721,6.2632,11.1586,3.4135,-0.0366,4.431
2024-06-07,3.11,2.6244,6.92,5.6,2.499,6.42,3.4169,3.4275,2.1302,5.4,5.9531,9.566,6.1518,11.2297,3.4067,-0.0651,4.3012
2024-06-14,2.98,2.5307,6.82,5.45,2.4554,6.54,3.199,3.3834,2.249,5.27,5.8729,9.5336,6.1458,11.4323,3.2432,-0.1411,4.1544
2024-06-21,2.98,2.5072,6.8,5.47,2.4123,6.44,3.311,3.4025,2.2954,5.54,5.866,9.4994,6.2848,11.296,3.226,-0.1397,4.2161
2024-06-28,3.0,2.679,6.81,5.47,2.3829,6.36,3.3481,3.4145,2.3392,5.43,5.8922,9.8179,6.2076,11.0548,3.2185,-0.124,4.2637
2024-07-05,2.84,2.5273,6.73,5.32,2.4247,6.17,3.2372,3.3646,2.6904,5.19,5.9497,9.5102,6.1511,10.9898,3.2422,-0.107,4.1907
2024-07-12,2.84,2.4587,6.66,5.12,2.4167,6.09,3.0264,3.2932,2.2826,5.3,5.9422,9.5809,5.9515,10.8216,3.2028,-0.0845,4.0779
2024-07-19,2.86,2.4745,6.7,5.17,2.3953,6.29,2.9936,3.2755,2.161,5.39,5.9919,9.8101,5.9373,10.9333,3.1813,-0.0561,4.0589
2024-07-26,2.74,2.2318,6.72,5.12,2.2655,6.37,2.8614,3.1237,1.7581,5.29,5.9007,10.0457,5.8724,10.8375,3.0755,-0.0218,3.9083
2024-08-02,2.38,1.8224,6.35,4.64,1.541,6.26,2.0917,2.6273,0.3359,5.0,5.6682,9.5937,5.3826,10.2024,2.8193,-0.0499,3.5646
2024-08-09,2.48,1.9581,6.63,4.84,1.8501,6.28,2.4313,2.7878,-0.4509,5.12,5.7203,9.9009,5.6705,10.168,2.8531,-0.0687,3.6234
2024-08-16,2.5,2.0203,6.63,4.74,1.7073,6.35,2.4413,2.7522,0.0861,4.96,5.7248,10.0881,5.7222,10.2736,2.8454,-0.0466,3.5938
2024-08-23,2.46,1.9558,6.5,4.5,1.5844,6.12,2.5624,2.6459,-0.3608,4.9,5.6307,10.0224,5.5683,10.2145,2.7836,-0.0222,3.5118
2024-08-30,2.56,2.1195,6.53,4.53,1.5768,6.28,2.3755,2.585,-0.2266,5.0,5.6922,10.1355,5.5763,10.1492,2.8007,-0.0203,3.5276
2024-09-06,2.39,1.9552,6.34,4.23,1.3916,6.03,2.0917,2.4312,-0.3604,4.58,5.5411,10.0665,5.3948,9.8664,2.6749,-0.045,3.3143
2024-09-13,2.41,1.9984,6.35,4.19,1.4438,5.95,2.2442,2.385,-0.388,4.52,5.5414,10.1744,5.4212,9.7934,2.6386,-0.0036,3.1979
2024-09-20,2.39,2.0378,6.35,4.03,1.4209,5.74,1.8007,2.3484,-0.3323,4.4,5.5391,10.4317,5.4825,9.5924,2.617,-0.0109,3.1075
2024-09-27,2.34,2.1457,6.31,3.96,1.5834,5.72,2.141,2.36,-1.0143,4.37,5.5481,10.6805,5.2461,9.4925,2.4329,-0.0202,3.0408
2024-10-04,2.54,2.5852,6.66,4.43,1.8918,6.3,2.9204,2.6125,-0.1345,4.67,5.7056,10.7479,5.7115,9.8607,2.5022,-0.0269,3.2969
2024-10-11,2.46,2.4083,6.54,4.42,1.925,6.04,2.608,2.5872,0.0462,4.66,5.7244,10.8787,5.7104,9.8295,2.4902,-0.0182,3.1247
2024-10-18,2.41,2.213,6.53,4.4,1.8746,6.05,2.8379,2.552,0.1167,4.62,5.6648,10.8466,5.8356,10.0322,2.3516,0.0355,2.9991
2024-10-25,2.44,2.2759,6.64,4.49,1.8465,6.18,3.001,2.576,0.2484,4.68,5.6195,10.8333,6.0349,10.2754,2.3021,0.0162,3.0043
2024-11-01,2.51,2.3733,6.67,4.48,1.9183,6.26,2.9584,2.6122,0.2709,4.68,5.6832,11.0838,6.3434,10.2031,2.3699,0.0387,2.9898
2024-11-08,2.55,2.4358,6.67,4.79,2.0761,6.35,3.1757,2.6665,0.3591,4.71,5.653,10.8508,6.1225,10.0771,2.2588,0.1181,2.997
2024-11-15,2.52,2.36,6.66,4.84,2.3148,6.38,3.0429,2.6553,0.6429,4.82,5.5499,11.2993,5.9994,10.0651,2.2052,0.1317,3.0127
2024-11-22,2.57,2.4146,6.73,4.97,2.5412,6.45,3.2224,2.733,0.7579,4.86,5.6083,11.3659,6.0481,10.0045,2.1035,0.1513,3.1188
2024-11-29,2.32,2.0928,6.66,4.86,2.3069,6.25,3.0555,2.5967,0.4919,4.78,5.6035,11.7099,6.08,9.8394,2.0785,0.191,2.8999
2024-12-06,2.21,2.0835,6.49,4.73,2.1671,6.12,2.9374,2.4828,0.6681,4.69,5.7166,12.1805,6.1005,9.8261,2.1276,0.1514,2.765
2024-12-13,2.35,2.4455,6.64,4.98,2.3252,6.37,3.0712,2.5564,1.1667,4.91,5.7451,12.7398,6.0402,9.9409,2.1624,0.1527,2.8229
2024-12-20,2.35,2.6453,6.77,5.36,2.2522,6.58,3.1607,2.6318,1.6194,4.89,5.7599,12.7805,6.1189,10.1262,2.1314,0.1541,2.8503
2024-12-27,2.44,2.6091,6.83,5.79,2.158,6.66,3.0822,2.6156,1.6422,4.85,5.7478,13.3846,6.1582,10.1317,2.1155,0.178,2.8001
2025-01-03,2.34,2.5629,7.03,5.52,2.2978,6.62,3.2249,2.6721,1.9297,4.89,5.6788,13.076,6.1458,10.0564,2.1833,0.1788,2.734
2025-01-10,2.34,2.5019,7.37,5.51,2.311,6.7,3.45,2.7968,1.6715,5.01,5.6793,12.9715,6.29,9.9982,2.2675,0.2054,2.8589
2025-01-17,2.3,2.3368,6.96,5.44,2.2211,6.64,3.1009,2.7453,1.5874,4.86,5.6764,12.9223,6.2123,10.0859,2.1868,0.2387,2.7559
2025-01-24,2.26,2.1755,6.8,5.04,1.9908,6.3,3.1519,2.6724,0.962,4.84,5.6927,13.447,6.1787,9.7536,2.2424,0.2524,2.7028
2025-01-31,2.28,2.268,6.75,5.12,2.1267,6.27,2.8377,2.6719,1.484,4.95,5.6439,13.5458,6.1567,9.5253,2.1088,0.2795,2.4951
2025-02-07,2.38,2.3722,6.83,5.18,2.2104,6.3,3.0858,2.6591,1.5457,5.09,5.6707,13.631,6.1296,9.2707,2.049,0.3196,2.5444
2025-02-14,2.32,2.2746,6.82,5.1,2.0972,6.09,3.2445,2.5703,1.43,4.95,5.6767,13.3059,6.2091,9.1472,2.1109,0.3312,2.5784
2025-02-21,2.23,2.2593,6.67,5.01,1.9524,5.97,3.2038,2.5208,1.424,4.89,5.6597,13.1318,6.1812,8.9095,2.0698,0.3448,2.6039
2025-02-28,2.19,2.2249,6.65,5.03,1.9751,6.09,3.1137,2.3911,1.6374,4.83,5.5215,13.5814,6.0812,8.8335,2.0129,0.3207,2.4542
2025-03-07,2.18,2.0743,6.52,4.83,1.8941,5.89,3.0813,2.2331,1.0542,4.78,5.623,13.3762,6.2135,8.8189,2.1498,0.344,2.4374
2025-03-14,2.22,1.7593,6.47,4.81,1.7304,6.01,2.9921,2.3517,1.1454,4.79,5.5234,13.4998,6.3306,8.8362,2.0901,0.3156,2.4202
2025-03-21,2.17,1.6319,6.56,4.62,1.7489,6.08,2.8395,2.3249,1.3168,4.74,5.4353,13.6635,6.2721,8.7808,2.0545,0.3616,2.3706
2025-03-28,2.12,1.5631,6.53,4.72,1.6555,6.09,2.8709,2.1913,1.101,4.68,5.3932,13.8762,6.3017,8.6543,1.9659,0.3611,2.3535
2025-04-04,2.01,1.3345,6.41,4.47,1.5198,5.87,2.5725,2.0841,0.697,4.35,4.6913,13.1913,6.2039,8.4757,1.8374,0.1703,2.1965
2025-04-11,1.94,1.4956,6.54,5.06,1.3788,6.3,3.3535,2.0255,-0.348,4.47,4.6256,13.2508,6.1875,8.5525,1.8138,0.1289,2.4122
2025-04-18,1.85,1.4744,6.34,4.66,1.25,6.1,2.8003,1.9505,-0.0375,4.35,4.5904,13.1678,5.9908,8.5775,1.6977,0.2081,2.3066
2025-04-25,1.76,1.4511,6.41,4.61,1.4075,5.9,2.7536,1.8782,-0.0934,4.35,4.5223,13.1321,5.9223,8.6199,1.6863,0.2703,2.337
2025-05-02,1.81,1.4339,6.47,4.77,1.4455,5.8,2.9936,1.9117,-1.2422,4.41,4.5504,13.2605,5.9686,8.5465,1.7069,0.2037,2.315
2025-05-09,1.77,1.4927,6.69,4.9,1.3885,5.97,2.6986,1.8725,-2.4486,4.41,4.7716,13.436,5.8189,8.4636,1.6978,0.216,2.2862
2025-05-16,1.78,1.6571,6.5,4.98,1.396,5.86,2.6603,1.907,-1.8163,4.39,4.8235,13.3956,5.9573,8.4233,1.7544,0.2596,2.2894
2025-05-23,1.69,1.551,6.41,4.92,1.3355,5.78,2.7896,1.7527,-2.8426,4.31,4.8268,13.3288,5.9395,8.4776,1.6673,0.2317,2.4095
2025-05-30,1.67,1.5631,6.32,4.83,1.3867,5.74,2.6978,1.7837,-2.811,4.19,4.693,13.441,5.8381,8.3876,1.6832,0.269,2.3595
2025-06-06,1.81,1.6247,6.12,4.89,1.4253,5.71,2.5944,1.7149,-2.2921,4.3,4.8338,13.6105,5.9715,8.4141,1.734,0.2918,2.4596
2025-06-13,1.81,1.5652,6.15,4.9,1.4189,5.74,2.9276,1.6549,-2.9036,4.13,4.8365,13.439,5.9746,8.2898,1.7224,0.2654,2.4617
2025-06-20,1.83,1.7424,6.2,4.96,1.4137,5.72,2.7047,1.63,-2.6632,4.16,4.8586,13.545,5.9594,8.274,1.7372,0.2708,2.4129
2025-06-27,1.88,1.5589,6.13,4.69,1.3681,5.54,2.5053,1.5837,-3.8894,4.21,4.8335,13.6082,6.0109,8.2323,1.7463,0.3039,2.349
2025-07-04,1.94,1.6544,6.2,4.79,1.4278,5.6,2.6771,1.5162,-2.9348,4.12,4.5637,13.4715,5.9694,8.2172,1.6959,0.2663,2.3913
2025-07-11,1.94,1.6755,6.2,4.8,1.4658,5.6,2.7203,1.5512,-3.0672,4.18,4.6101,13.489,6.0358,8.2512,1.7638,0.3119,2.4655
2025-07-18,1.93,1.5468,6.21,4.82,1.4877,5.47,2.7165,1.4109,-2.0097,4.25,4.6059,13.5206,6.022,8.3492,1.7204,0.3172,2.5295
2025-07-25,1.94,1.5716,6.27,4.79,1.497,5.37,2.7383,1.4657,-1.8479,4.16,4.56,13.4431,6.0505,8.3156,1.7949,0.3902,2.5419
2025-08-01,1.84,1.4157,6.02,4.69,1.4255,5.2,2.5575,1.3007,-1.4944,3.98,4.4287,13.3982,6.0214,8.0566,1.7739,0.3127,2.4712
2025-08-08,1.96,1.3847,6.14,4.7,1.4671,5.0,2.3941,1.3948,-1.3558,3.92,4.4743,13.2965,6.0321,7.9554,1.8179,0.3492,2.4473
2025-08-15,1.99,1.4029,6.19,4.72,1.5506,4.98,2.5466,1.3323,-0.9543,3.99,4.4437,13.1436,6.0535,7.8812,1.8261,0.4055,2.4668
2025-08-22,1.91,1.3681,6.14,4.72,1.5708,4.9,2.5279,1.2713,-0.6927,3.95,4.4302,13.1247,6.0678,7.8995,1.8217,0.4207,2.4392
2025-08-29,1.93,1.291,6.17,4.71,1.5656,5.03,2.438,1.1955,-0.6582,3.96,4.4395,13.0492,6.0456,7.8503,1.8056,0.416,2.3916
2025-09-05,1.97,1.2146,6.09,4.6,1.4818,4.8,2.3687,1.0797,-0.7707,3.96,4.4165,12.9368,6.0289,7.7547,1.8046,0.3686,2.3034
2025-09-12,2.02,1.2041,6.21,4.62,1.499,4.89,2.6178,1.1505,-0.8471,4.01,4.4754,13.0162,6.0828,7.8008,1.8597,0.4273,2.2824
2025-09-19,1.97,1.3127,6.2,4.57,1.5643,4.96,2.3885,1.2134,-0.4307,4.01,4.4114,12.9667,6.0861,7.7137,1.8667,0.4831,2.2284
2025-09-26,2.0,1.4527,6.22,4.69,1.5408,5.07,2.3932,1.2557,0.1497,4.06,4.4377,12.9599,6.1337,7.7398,1.8686,0.4916,2.2522
2025-10-03,2.04,1.3804,6.15,4.67,1.528,4.82,2.5323,1.2211,0.5269,3.99,4.3941,12.9964,6.1638,7.6503,1.8735,0.5035,2.209
2025-10-10,2.01,1.3471,5.98,4.6,1.5177,4.86,2.3944,1.1302,0.4779,3.88,4.202,12.7493,6.095,7.5835,1.8333,0.4564,2.215
2025-10-17,2.11,1.4201,5.92,4.44,1.5109,4.93,2.385,1.185,0.6349,3.82,4.1861,12.7831,6.1867,7.6175,1.8131,0.4667,2.1301
2025-10-24,2.12,1.4387,6.02,4.47,1.5029,4.97,2.3922,1.1876,0.868,3.86,4.1719,12.6934,6.1782,7.6083,1.8572,0.4918,2.0925
2025-10-31,2.22,1.513,6.03,4.6,1.5193,4.9,2.6623,1.2052,1.1407,3.96,4.0954,12.6847,6.1967,7.6274,1.8541,0.507,2.1055
2025-11-07,2.24,1.4843,5.97,4.6,1.5485,4.87,2.5426,1.1602,0.9855,3.83,4.0638,12.6392,6.2078,7.6257,1.862,0.508,2.1332
2025-11-14,2.28,1.5828,6.01,4.65,1.6136,4.88,2.512,1.1647,-0.0044,3.86,4.0364,12.4382,6.1906,7.7055,1.8819,0.4818,2.1486
2025-11-21,2.11,1.5531,5.99,4.5,1.5434,4.88,2.6121,1.214,0.3525,3.63,3.9868,12.4208,6.1921,7.6714,1.8602,0.4679,2.1073
2025-11-28,2.22,1.6253,5.99,4.5,1.5627,4.97,2.4581,1.2985,0.9894,3.58,3.8589,12.3615,6.1902,7.6426,1.8787,0.5326,2.1109
2025-12-05,2.3,1.6662,6.32,4.61,1.6086,4.89,2.651,1.2853,1.6334,3.63,3.9159,12.5485,6.11,7.71,1.9195,0.5719,2.2411
2025-12-12,2.26,1.7803,6.42,4.74,1.5861,4.95,2.462,1.3267,2.576,3.57,3.8988,12.482,6.0615,7.7647,1.9514,0.58,2.2385
2025-12-19,2.22,1.8451,6.64,4.73,1.5295,4.86,2.4312,1.3435,2.8156,3.37,3.7975,12.5782,5.8406,7.5228,1.9645,0.6148,2.2447
2025-12-26,2.19,1.7758,6.55,4.71,1.5219,4.87,2.4527,1.3438,2.9395,3.5,3.7645,12.5106,5.8353,7.4826,1.9532,0.6156,2.2345
2026-01-02,2.2,1.7681,6.23,4.72,1.5473,4.8,2.4301,1.3103,3.3015,3.46,3.7066,12.4601,5.8293,7.4947,1.9495,0.6437,2.2492
2026-01-09,2.37,1.6568,6.49,4.94,1.639,4.93,2.3094,1.3481,3.5709,3.7,3.7151,12.5785,5.7457,7.3775,1.9526,0.6593,2.2239
2026-01-16,2.44,1.6352,6.66,4.98,1.6573,5.02,2.5648,1.3148,2.8147,3.74,3.6254,12.5576,5.8323,7.3839,1.9539,0.7168,2.2169
2026-01-23,2.4,1.5716,6.46,4.99,1.5945,4.99,2.6241,1.2524,2.4402,3.86,3.6056,12.4559,5.79,7.3518,1.9539,0.7665,2.1995
2026-01-30,2.37,1.5792,6.38,4.9,1.5809,4.99,2.3176,1.2486,2.7527,3.7,3.5808,12.1454,5.7181,7.1932,1.9226,0.7628,2.1955
2026-02-06,2.45,1.4591,6.21,4.75,1.5138,4.88,2.375,1.2353,2.5754,3.73,3.5795,11.9933,5.7496,7.1306,1.933,0.812,2.1973
2026-02-13,2.4,1.3747,6.18,4.68,1.4905,4.77,2.3388,1.1383,2.226,3.71,3.5428,11.9372,5.6518,7.0606,1.9131,0.8155,2.1537
2026-02-20,2.46,1.4552,6.25,4.81,1.5247,4.87,2.4762,1.2106,2.3923,3.71,3.5745,11.8923,5.6548,7.1186,1.9199,0.8003,2.1428
2026-02-27,2.42,1.3764,6.36,4.71,1.4323,4.8,2.458,1.1382,2.4276,3.64,3.5464,11.943,5.4999,6.897,1.8955,0.7855,2.133
2026-03-06,2.51,1.5528,6.55,5.04,1.3932,5.06,2.7435,1.146,3.1744,3.61,3.9697,12.3179,5.9576,7.0412,2.1049,0.7504,2.2719
2026-03-13,2.58,1.8628,6.89,5.26,1.3745,5.25,2.8172,1.2007,3.5457,3.78,4.1613,12.8873,6.2923,7.3942,2.2259,0.7414,2.3828
2026-03-20,2.77,2.1528,7.12,5.59,1.4082,5.5,2.9819,1.2996,3.7449,3.94,4.4019,13.0852,6.731,7.6695,2.4634,0.7418,2.6683
2026-03-27,2.76,1.8757,7.17,5.61,1.2699,5.32,2.877,1.3286,4.1642,3.83,4.3414,13.014,6.7366,7.4032,2.4238,0.7898,2.5626
2026-04-03,2.71,1.8147,9.86,5.77,1.3293,5.27,2.948,1.303,4.2555,3.91,4.1937,12.7237,6.5557,7.196,2.4145,0.8192,2.4352
2026-04-10,2.66,1.827,8.1,5.38,1.2867,5.22,2.9109,1.2109,3.9606,3.86,4.0373,12.64,6.1683,7.1361,2.3767,0.8497,2.3972
2026-04-17,2.64,1.811,7.54,5.16,1.2793,5.24,2.8294,1.1689,3.6597,3.78,3.9892,12.4185,5.6895,7.0772,2.2313,0.8554,2.3716
2026-04-24,2.7,1.9942,7.58,5.3,1.2335,5.3,2.8748,1.177,3.9524,3.85,4.1433,12.7237,5.7791,7.1259,2.3446,0.8151,2.4097
2026-05-01,2.8,2.1322,8.01,5.64,1.2392,5.84,2.9339,1.229,4.1348,3.97,4.3101,12.7986,5.8815,7.0828,2.4592,0.8491,2.5162
2026-05-08,2.86,1.9093,7.69,5.55,1.2975,5.55,2.9879,1.2847,4.0687,3.82,4.2111,12.6658,5.4338,7.1214,2.4063,0.8615,2.4649
2026-05-15,2.95,2.142,7.86,5.71,1.2958,5.76,3.0518,1.3039,4.4321,3.98,4.4187,13.061,4.9627,7.2827,2.5014,0.9083,2.5715
