date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD,CLP,PLN,BRL,HUF,MXN,EUR,JPY,CAD
2026-05-22,2.98,2.1946,8.04,5.82,1.3141,6.42,3.0739,1.3288,4.4994,3.92,4.3328,12.8721,5.1369,7.2799,2.4392,0.9209,2.4917
2026-05-29,3.01,1.9605,7.96,5.6,1.2487,6.52,3.1452,1.2198,4.8566,3.83,4.1825,12.8094,4.7612,7.077,2.3796,0.8882,2.3912
2026-06-05,3.29,2.1912,7.48,6.03,1.3092,6.74,3.2261,1.3304,5.2563,3.93,4.2824,13.3008,4.9831,7.1969,2.49,0.9266,2.4515
2026-06-12,3.13,1.9654,7.21,5.7,1.2869,6.62,3.3605,1.295,4.1733,3.81,4.0686,13.3048,4.8522,7.0628,2.4339,0.9326,2.3591
2026-06-19,3.15,2.2133,7.41,5.73,1.3602,6.89,3.3508,1.3653,4.786,3.86,4.1066,13.4061,4.8636,7.1934,2.4675,0.962,2.3621
2026-06-26,3.24,2.0984,7.12,5.34,1.307,6.7,3.2494,1.2813,4.9844,3.73,3.9519,12.8337,4.5869,7.07,2.3688,0.9561,2.353
2026-07-03,3.22,1.8577,7.08,5.46,1.284,6.89,3.1819,1.3468,5.0706,3.67,3.8791,12.7035,4.6426,7.0271,2.3508,0.9732,2.3449
2026-07-10,3.2,1.8677,7.3,5.63,1.3247,6.97,3.1667,1.3921,4.5339,3.82,3.7859,12.564,4.8236,7.0736,2.4809,0.9937,2.399
2026-07-17,3.22,1.8762,7.41,5.6,1.2917,6.94,3.0962,1.3915,4.5226,3.76,3.8747,12.7534,4.9988,7.0923,2.5935,0.9983,2.4426
2026-07-24,3.41,2.1843,7.72,6.04,1.3204,7.0,3.401,1.4964,4.563,3.74,4.08,12.7775,5.2073,7.2212,2.6031,1.0557,2.4713
