date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD,PLN,BRL,HUF,MXN,EUR,JPY,CAD,CLP
2023-01-27,3.36,2.6814,7.56,5.38,2.7607,4.13,2.2263,3.8354,-1.7197,7.4171,12.8725,17.1248,10.9513,2.1895,-0.2807,4.411,10.48
2023-02-03,3.3,3.5226,7.67,4.03,2.0873,4.44,1.6072,3.8391,-0.9912,7.205,12.2552,16.9125,10.9159,2.3448,-0.2715,4.4325,10.47
2023-02-10,3.43,1.8,8.18,5.81,2.1695,5.52,1.4293,3.6871,0.7937,7.3595,12.2977,17.0188,11.41,2.3542,-0.325,4.4292,10.95
2023-02-17,3.16,2.2054,6.47,4.68,2.3458,5.45,3.0469,3.8215,1.5462,7.5232,12.4911,17.1551,11.4963,2.3681,-0.264,4.4307,10.47
2023-02-24,3.24,2.2924,6.77,6.83,2.3012,6.12,2.8506,3.9222,2.3044,7.3256,12.3816,16.8134,11.552,2.4756,-0.3338,4.4252,9.84
2023-03-03,3.25,1.7428,7.56,5.79,2.2164,5.58,3.2145,3.7168,2.3515,7.2561,12.5677,16.6783,11.5292,2.6216,-0.3639,4.4282,9.18
2023-03-10,2.81,1.9146,8.14,6.02,2.3294,7.09,4.3042,3.6759,2.9059,7.0829,13.3243,16.2139,11.5069,2.4883,-0.6502,4.3841,10.07
2023-03-17,2.28,0.1942,8.35,5.27,2.0993,5.72,-0.9766,3.8867,1.0271,7.0862,11.9035,16.2927,12.0406,2.6024,-0.6535,4.2369,8.94
2023-03-24,2.02,-0.1078,6.92,4.34,1.8555,4.46,1.151,3.9378,-1.6266,7.0583,13.5634,16.0371,12.0538,2.6628,-0.5997,4.2719,8.61
2023-03-31,2.82,1.2262,7.53,4.62,1.9745,4.89,0.0678,3.7106,1.3137,7.1325,13.4297,16.8353,11.851,2.7845,-0.3752,4.3376,8.97
2023-04-07,2.83,1.7915,6.78,5.41,1.787,6.71,2.204,3.6126,0.6211,7.174,12.8822,17.0356,12.1966,2.7554,-0.4079,4.3837,10.23
2023-04-14,2.95,1.4868,6.99,6.34,1.8763,5.91,1.313,3.5391,0.9152,7.1916,13.0284,16.7449,12.5069,2.8641,-0.3629,4.3819,9.9
2023-04-21,2.86,1.773,6.46,5.58,2.266,6.26,1.4008,3.7758,1.2909,7.1079,12.5562,16.8063,12.9136,2.9471,-0.3884,4.3592,10.45
2023-04-28,3.57,0.6557,6.26,6.91,2.1674,4.97,2.0656,3.7976,2.2899,7.1931,12.7915,16.6087,12.5718,2.9506,-0.4061,4.3827,9.87
2023-05-05,3.08,0.1258,5.96,5.81,2.1554,7.25,2.7123,3.7499,1.9206,7.0744,12.5759,16.3705,12.3123,2.9669,-0.4377,4.3475,10.78
2023-05-12,3.15,1.3573,7.05,6.07,2.2454,7.25,0.9686,3.7703,2.6943,7.041,13.3111,16.1625,12.4503,3.0318,-0.3697,4.3565,10.4
2023-05-19,3.45,2.5086,7.8,6.85,2.5493,6.77,2.3679,3.8885,1.9007,7.1586,13.2422,16.069,12.9457,3.0525,-0.3241,4.3786,10.86
2023-05-26,3.4,1.4966,7.4,6.74,2.5596,6.27,3.5564,4.0142,1.8485,7.2649,13.4069,15.8588,12.8886,3.0388,-0.4311,4.3547,11.03
2023-06-02,3.31,1.3669,6.92,6.84,1.9688,6.76,3.3448,3.9145,2.7447,7.1811,13.3042,15.3447,12.5096,3.045,-0.4446,4.3354,10.5
2023-06-09,3.23,1.6405,6.58,6.55,2.2157,5.39,3.0502,3.9704,3.1339,7.0526,12.8302,14.6338,12.4319,3.1129,-0.4576,4.548,11.42
2023-06-16,3.19,1.4044,6.0,6.12,2.4352,6.31,2.3756,3.8451,2.0673,7.2954,12.6705,14.6013,12.2663,3.2387,-0.3734,4.5992,10.7
2023-06-23,3.44,2.5882,5.39,5.66,2.482,6.54,4.4156,3.8248,6.0356,7.1386,11.9629,14.8301,12.3233,3.2896,-0.3871,4.6304,10.51
2023-06-30,3.76,2.4203,7.33,5.98,2.3721,6.05,4.2118,3.911,5.1995,7.0921,12.1588,14.9357,12.027,3.3697,-0.3006,4.6737,10.15
2023-07-07,3.58,2.2549,6.48,6.08,2.0939,7.53,3.5477,3.9072,5.5339,7.1756,13.2484,14.9076,11.9552,3.3993,-0.2886,4.7359,9.94
2023-07-14,3.47,1.9453,6.51,5.1,2.0109,6.25,1.3271,3.9438,1.3932,7.1795,13.222,14.7336,12.0384,3.4515,-0.2766,4.9011,10.53
2023-07-21,3.45,0.8462,6.87,5.15,2.1942,6.3,0.8086,3.9233,2.972,7.2672,12.8868,14.2578,12.0776,3.5194,-0.2697,4.8992,10.26
2023-07-28,3.32,1.8552,5.5,5.54,1.9718,8.02,1.7399,3.6384,4.0121,7.2931,13.0159,14.0257,11.8209,3.5676,-0.2614,4.8987,9.82
2023-08-04,3.46,2.9948,6.84,5.69,2.1094,6.47,1.3454,3.7606,3.6876,7.2371,12.5622,14.0457,11.9024,3.5977,-0.3146,4.9041,10.11
2023-08-11,3.52,3.44,5.81,6.01,2.4332,7.2,1.5268,3.7424,3.5482,7.088,13.2076,13.8426,11.6743,3.6066,-0.3251,4.8954,9.73
2023-08-18,3.42,3.1305,6.44,5.53,2.7414,7.6,2.6659,3.7794,2.7922,7.2026,13.2849,13.6369,11.7643,3.6033,-0.3585,4.9021,10.01
2023-08-25,3.33,2.267,6.52,6.05,3.9503,7.6,1.5792,3.8596,1.3708,7.2337,13.0222,13.2299,11.6786,3.6337,-0.3336,4.914,9.26
2023-09-01,3.45,2.676,6.87,5.79,3.7082,6.21,1.3001,3.7674,3.1946,7.4181,12.8806,12.747,11.737,3.582,-0.4435,4.8704,9.35
2023-09-08,3.58,2.8681,8.12,6.96,4.1421,7.02,2.4213,3.8105,5.1569,7.0992,11.6653,12.8173,11.4729,3.6312,-0.4585,4.8792,8.96
2023-09-15,3.48,3.3433,6.52,6.02,4.9092,6.48,2.6024,3.8398,4.3246,6.8528,11.9255,12.3983,11.4897,3.8022,-0.4874,4.8743,8.74
2023-09-22,3.6,2.7417,6.98,4.76,4.4995,6.06,1.2648,3.793,4.1553,6.5213,12.0066,12.1545,11.4219,3.804,-0.4574,4.8583,8.68
2023-09-29,3.67,2.0084,7.39,5.4,4.1234,5.93,1.5915,3.7736,3.1001,6.4307,11.837,12.1104,11.4004,3.834,-0.4371,4.8844,7.93
2023-10-06,3.72,2.4432,6.59,5.34,4.5505,6.3,1.0278,3.747,3.4415,6.0345,12.1564,12.243,11.4706,3.8824,-0.3689,4.9016,8.68
2023-10-13,3.51,3.0542,7.09,5.01,3.9254,5.98,2.1967,3.8316,3.8796,6.1735,11.6432,11.9042,11.5576,3.8487,-0.4325,4.9109,7.69
2023-10-20,3.47,3.7692,6.33,4.8,4.1543,6.53,2.8565,3.9186,3.9137,5.8517,12.2836,11.7826,11.5878,3.871,-0.3913,4.9282,8.42
2023-10-27,3.63,2.5977,6.53,6.39,2.9338,6.0,2.4156,3.7761,4.1101,5.8252,11.6423,11.4903,11.4469,3.863,-0.422,4.899,7.63
2023-11-03,3.39,1.2683,6.06,4.45,2.765,5.13,4.0297,3.8115,0.0571,5.8176,11.5096,11.5244,11.0576,3.8874,-0.3458,4.9334,8.28
2023-11-10,3.64,3.95,6.04,4.25,3.0717,6.05,1.5835,3.7297,3.2238,5.8458,11.0012,11.1243,11.3001,3.8886,-0.3354,4.9269,8.22
2023-11-17,3.23,1.172,6.1,4.31,2.7027,5.7,0.966,3.808,-2.8722,5.7846,10.3587,11.1254,11.2767,3.9014,-0.3067,4.9438,8.57
2023-11-24,3.42,2.8991,6.33,3.8,2.4977,5.85,1.9661,3.8284,0.5917,5.8174,10.5542,10.9261,11.4185,3.8769,-0.291,4.9437,8.69
2023-12-01,3.16,2.6465,6.38,5.49,2.5279,6.86,2.2783,3.6888,0.229,6.6436,10.9288,9.2988,11.1952,3.6409,-0.6385,4.8127,8.07
2023-12-08,3.69,3.1978,6.4,6.02,3.188,5.58,2.0318,3.9268,-0.1187,6.4411,10.4152,8.4079,11.3174,3.7331,-0.6568,4.8721,8.07
2023-12-15,3.48,2.2711,6.33,4.69,2.9859,6.15,1.5984,3.9093,-3.1496,6.0971,9.8473,6.8102,11.2751,3.7225,-0.7278,4.8846,8.06
2023-12-22,3.38,1.2479,6.98,2.99,2.0811,5.05,3.6623,3.7883,-2.3435,6.41,9.1519,9.5237,11.2365,3.6941,-0.7354,4.8155,8.11
2023-12-29,3.52,2.1763,6.15,4.95,2.999,6.42,-1.5022,3.7257,-3.2334,5.8917,9.8535,10.2929,11.1396,3.9337,-0.3086,4.8899,7.59
2024-01-05,3.53,2.359,6.69,5.51,3.0062,6.01,2.1986,3.8276,0.1263,5.7873,10.9061,9.9443,11.3506,3.8905,-0.3115,4.9182,7.75
2024-01-12,3.42,3.2035,7.04,5.62,3.1825,6.68,2.2929,3.9129,-0.9243,5.7888,10.7388,9.6874,11.3053,3.8896,-0.2703,4.9154,7.54
2024-01-19,3.32,3.8336,6.49,5.88,3.2587,6.27,3.835,3.8482,-1.2525,5.7389,10.6154,9.5478,11.3748,3.9,-0.2433,4.9518,7.86
2024-01-26,3.47,3.4146,6.61,6.2,2.7126,6.74,3.2082,3.8175,0.6724,5.779,10.7249,9.4018,11.3687,3.8894,-0.2233,4.9551,7.98
2024-02-02,3.54,3.9563,6.36,5.88,3.1006,6.03,5.1524,3.7008,2.2403,5.7826,10.2976,9.4051,11.3136,3.8593,-0.2278,4.9306,7.91
2024-02-09,3.54,4.6216,6.53,6.44,3.2859,6.64,4.9227,3.6961,2.6209,5.7871,10.6868,9.194,11.2216,3.88,-0.2479,4.926,7.7
2024-02-16,3.7,4.8155,6.51,5.9,3.5376,7.71,5.7544,3.8045,3.6382,5.758,10.6304,9.0268,11.3684,3.8891,-0.2369,4.9216,7.37
2024-02-23,3.53,4.0244,6.41,4.9,2.9502,6.54,5.0717,3.7666,3.5935,5.7579,9.9718,8.8153,11.234,3.872,-0.2398,4.9036,7.1
2024-03-01,3.48,3.781,6.62,5.69,3.0721,6.94,4.2211,3.7484,3.8591,5.8342,9.275,8.3983,11.0619,3.8358,-0.3589,4.8542,7.19
2024-03-08,3.6,2.6348,4.79,5.9,2.5088,6.73,5.6406,3.7538,2.9512,5.848,9.1853,8.1218,10.9258,3.8626,-0.3018,4.8616,7.14
2024-03-15,3.44,3.727,5.95,5.22,2.7085,6.56,3.0708,3.7187,4.6723,5.7691,8.8485,8.042,11.0609,3.8672,-0.3144,4.8426,7.06
2024-03-22,3.43,4.5208,6.45,5.47,3.5754,6.55,4.8558,3.828,6.3485,5.761,9.0028,7.9122,11.0831,3.8913,-0.1847,4.8678,6.91
2024-03-29,3.42,3.8248,6.4,6.27,4.2262,7.07,5.0094,3.6843,4.3268,5.7079,9.3631,7.8303,11.0077,3.8695,-0.1802,4.8777,6.55
2024-04-05,3.54,3.4566,6.48,6.92,3.7965,7.33,5.0992,3.6083,4.6336,5.7342,9.3172,7.6753,11.0545,3.8758,-0.1709,4.8457,6.4
2024-04-12,3.51,3.6693,6.41,5.9,4.738,7.34,5.2334,3.6463,5.0322,5.6988,9.3309,7.5862,11.1578,3.851,-0.1942,4.8705,6.44
2024-04-19,3.3,5.1399,6.57,6.57,4.9328,7.01,5.3122,3.6692,4.0746,5.7856,9.3853,7.5215,11.3235,3.8735,-0.167,4.8658,6.51
2024-04-26,3.51,3.2131,6.56,6.36,3.4113,7.04,4.9155,3.6593,5.0422,5.8117,9.3842,7.3582,11.0685,3.8629,-0.1741,4.8475,6.06
2024-05-03,3.58,2.7205,6.62,6.24,3.3746,5.83,4.4587,3.7131,2.8322,5.8218,9.1697,7.2696,11.0353,3.8842,-0.1275,4.8549,5.82
2024-05-10,3.37,3.4782,6.65,5.89,2.8275,6.92,3.6718,3.7244,4.0447,5.7387,9.2483,7.1909,11.0978,3.8628,-0.1437,4.835,6.14
2024-05-17,3.38,3.2154,6.56,5.52,2.4081,6.86,3.9222,3.648,4.0515,5.7722,9.1707,6.9145,11.1672,3.8183,-0.1231,4.8289,5.93
2024-05-24,3.36,3.9469,6.56,6.03,2.3294,6.75,4.27,3.6467,3.9319,5.7893,9.0932,6.8855,11.0857,3.768,-0.1072,4.7549,5.76
2024-05-31,3.44,3.9886,6.53,7.14,2.4425,6.59,4.0641,3.6463,5.912,5.8313,8.9373,6.6762,11.0429,3.7364,-0.1581,4.6735,6.0
2024-06-07,3.5,4.0099,6.59,6.07,2.2552,6.61,3.8762,3.7319,4.0853,5.7794,9.034,6.5942,11.0897,3.6641,-0.1774,4.6286,6.07
2024-06-14,3.39,3.247,6.33,6.19,2.3766,7.83,3.7963,3.7492,3.9957,5.785,9.2623,6.6357,11.3221,3.6204,-0.2053,4.6035,5.73
2024-06-21,3.29,3.636,6.42,6.27,2.3073,6.33,3.9804,3.7458,3.9474,5.7814,9.1361,6.7343,11.2843,3.631,-0.1705,4.6305,5.8
2024-06-28,3.37,3.8217,6.37,5.83,2.6292,6.1,4.5011,3.6613,4.5358,5.7886,9.4881,6.6997,10.8739,3.637,-0.1509,4.5693,5.58
2024-07-05,3.4,3.0483,6.48,5.61,2.6939,5.76,5.0148,3.7245,5.7648,5.7762,9.5598,6.7009,11.0141,3.6514,-0.1085,4.5533,5.58
2024-07-12,3.31,3.1047,6.38,5.53,2.9017,5.88,3.544,3.6423,3.225,5.7853,9.578,6.6443,10.9271,3.6525,-0.0925,4.5266,5.63
2024-07-19,3.27,3.0937,6.39,5.23,2.914,6.42,3.766,3.661,4.1576,5.7879,9.4462,6.5714,11.0185,3.6667,-0.0729,4.4738,5.71
2024-07-26,3.28,2.1528,6.49,5.79,2.5228,6.67,3.8532,3.6249,3.1459,5.7821,9.4591,6.522,10.9949,3.6655,-0.0599,4.392,5.59
2024-08-02,3.24,2.1851,6.43,6.2,2.0193,7.2,4.788,3.5709,-0.3003,5.781,9.5702,6.4738,10.906,3.6414,-0.0725,4.3686,5.69
2024-08-09,3.26,1.3261,6.45,5.66,2.3564,6.44,6.0016,3.5742,-4.31,5.8396,9.36,6.5377,10.8968,3.6632,-0.0558,4.3274,5.69
2024-08-16,3.26,2.6496,6.43,5.72,1.5139,7.44,2.6084,3.5896,-0.7378,5.7995,9.4811,6.4878,10.9144,3.6467,-0.0372,4.2636,5.62
2024-08-23,3.06,2.0263,6.28,5.47,1.4684,6.21,3.6612,3.2904,-1.7225,5.7635,9.525,6.4506,10.9609,3.6012,0.0219,4.1931,5.72
2024-08-30,2.98,2.2779,6.41,5.42,1.5174,6.61,2.5738,3.05,-0.8424,5.8075,9.4039,6.4336,10.8284,3.5522,-0.0364,4.1192,5.79
2024-09-06,3.06,2.2129,6.59,4.93,1.1395,6.66,2.9513,3.1728,-2.0457,5.788,9.5569,6.3016,10.6945,3.4749,-0.1005,4.1258,5.64
2024-09-13,2.9,1.8361,6.34,4.83,1.4274,6.63,4.7142,3.1069,-1.5148,5.747,9.5143,6.279,10.688,3.4129,-0.1207,4.1203,5.54
2024-09-20,2.61,3.2179,6.34,4.13,1.2862,6.29,-2.0571,2.9885,0.7439,5.7523,8.9741,6.2445,10.6448,3.4152,-0.0999,4.1267,5.36
2024-09-27,2.83,2.2466,6.53,4.09,1.9079,6.16,2.791,3.0132,-2.365,5.6822,9.3051,6.1701,10.4079,3.369,-0.0575,4.0386,5.13
2024-10-04,2.72,4.3753,6.73,5.26,2.2518,7.33,3.7142,3.2338,2.2737,5.8121,9.7302,6.3006,10.6161,3.2948,-0.0016,3.9966,5.2
2024-10-11,2.86,3.8624,6.73,5.26,2.2659,6.44,3.3194,3.1355,3.1547,5.8126,9.7592,6.3657,10.5946,3.2463,-0.0327,3.8643,5.02
2024-10-18,2.98,3.6023,6.35,4.97,2.1491,6.41,2.8422,3.0809,1.7768,5.7659,9.566,6.3158,11.0892,3.1941,0.0005,3.7171,5.06
2024-10-25,3.0,3.6525,6.28,5.09,1.9468,6.53,3.7236,3.0357,2.3696,5.7647,9.4588,6.3136,10.8508,3.1665,-0.0004,3.6086,5.0
2024-11-01,3.2,3.8629,6.07,5.05,2.2053,6.44,3.2514,3.0332,1.4507,5.8178,9.8444,6.4874,10.9476,3.18,0.0059,3.6093,5.01
2024-11-08,3.57,3.5245,6.23,5.76,2.3352,6.41,4.4774,3.0712,2.4602,5.8553,9.6945,6.443,10.8167,3.1723,0.0279,3.6366,5.1
2024-11-15,3.83,4.0073,6.18,5.22,3.644,6.54,2.6712,3.0499,3.1981,5.8768,9.9488,6.3463,10.9139,3.1746,0.0477,3.5399,4.97
2024-11-22,3.49,3.5829,6.39,5.29,3.8407,6.34,3.9882,3.0528,3.4444,5.9638,9.6129,6.3119,10.9661,3.0703,0.0939,3.4595,5.16
2024-11-29,3.21,1.9669,6.77,5.34,2.6622,6.05,4.0753,2.9446,1.856,6.6264,9.6409,5.8712,10.765,2.9313,-0.4013,3.1526,5.1
2024-12-06,3.32,1.746,6.52,5.33,1.9826,5.72,3.9279,2.9801,2.6679,6.4642,9.4643,6.0039,10.9924,2.8842,-0.3579,3.0123,5.04
2024-12-13,3.18,3.4474,7.05,6.21,3.4678,6.39,3.4727,2.8923,2.8519,6.0552,9.3985,5.8717,11.2022,2.8303,-0.3776,2.9203,4.93
2024-12-20,2.99,4.5761,7.1,7.32,3.1853,6.64,2.8703,2.9483,2.5974,5.7405,11.1416,6.0244,12.0429,2.7637,-0.418,3.0041,4.87
2024-12-27,3.65,3.7561,8.18,10.78,3.0227,6.86,4.0786,2.8658,2.8556,5.7271,11.7467,6.0894,11.244,2.7595,0.0636,3.0248,4.79
2025-01-03,3.12,3.7595,7.74,6.82,4.0131,6.39,2.9868,2.9254,5.2983,5.6511,11.0814,6.162,10.6433,2.89,0.0514,3.0874,4.95
2025-01-10,3.13,4.4187,10.87,6.07,3.2322,6.65,3.9736,2.9641,4.1893,5.7879,11.5444,6.2756,10.4389,2.8263,0.0759,3.0473,4.83
2025-01-17,3.0,3.3649,7.9,5.69,3.1112,6.83,3.5084,2.8417,4.5413,5.7642,11.284,6.2796,10.6089,2.7823,0.1485,2.9891,4.42
2025-01-24,2.96,2.1289,7.44,4.78,1.9568,2.92,3.675,2.8562,0.4858,5.7077,11.7787,6.2919,10.2378,2.7237,0.1798,2.9413,4.5
2025-01-31,2.98,2.6888,7.45,5.67,2.7659,5.7,2.9135,2.8331,3.5737,5.6968,12.1859,6.2433,10.0539,2.6761,0.1824,2.8638,4.71
2025-02-07,2.89,2.5756,7.67,5.38,2.5361,5.9,3.2663,2.8151,4.0209,5.7498,12.1105,6.2601,9.8207,2.6629,0.2008,2.9024,4.59
2025-02-14,2.67,2.3877,7.86,5.37,2.3959,5.83,3.3857,2.7347,2.7765,5.7096,11.8778,6.2757,9.8702,2.615,0.2373,2.8632,4.45
2025-02-21,2.47,2.6155,7.41,4.99,1.9374,5.43,2.9735,2.6972,2.5837,5.7449,12.1964,6.2448,9.6515,2.5591,0.2431,2.8465,4.65
2025-02-28,2.51,4.3037,7.61,5.22,2.2498,5.97,3.9762,2.6021,3.7573,5.7452,12.4167,6.2345,9.5988,2.4893,0.1952,2.7734,4.93
2025-03-07,2.35,1.6014,7.31,4.98,1.7468,5.47,4.6706,2.4027,1.5096,5.7555,12.4917,6.2492,9.3748,2.443,0.1932,2.7214,4.58
2025-03-14,2.47,1.8409,7.43,5.04,1.7442,5.67,3.3715,2.5714,2.0691,5.7184,12.8674,6.162,9.3499,2.4244,0.1708,2.6746,4.54
2025-03-21,2.41,1.9448,8.6,4.83,1.9398,5.81,2.7442,2.6803,2.4132,5.781,12.8573,6.1853,9.3629,2.4127,0.2156,2.6256,4.64
2025-03-28,2.47,2.0631,7.69,5.0,1.8257,6.0,3.1284,2.3656,1.6133,5.7485,12.0247,6.1643,9.2091,2.3637,0.2897,2.5751,4.49
2025-04-04,2.39,1.9011,7.78,4.91,2.2467,6.27,2.4709,2.5783,1.2091,5.6773,12.9687,6.2107,9.3397,2.2821,0.1808,2.5171,4.36
2025-04-11,2.33,1.7372,7.27,5.16,1.2143,6.82,5.9342,2.314,-4.2555,5.7765,12.9598,6.3237,9.4368,2.2294,0.17,2.4794,4.34
2025-04-18,2.11,2.1909,7.08,5.13,0.9446,5.86,2.2339,2.3636,-1.9784,5.6581,12.9506,6.2666,9.4812,2.1556,0.2483,2.5377,4.36
2025-04-25,2.13,1.9582,7.28,4.8,1.4369,5.67,4.1049,2.3052,-0.3505,5.4879,13.2824,6.1679,9.3549,2.1406,0.2673,2.5763,4.46
2025-05-02,2.18,1.4638,7.65,5.0,2.1141,5.46,6.4331,2.2672,-8.368,5.4325,13.6273,6.1813,9.2823,2.1465,0.2612,2.5927,4.58
2025-05-09,2.1,1.4134,7.25,5.59,1.4927,5.87,1.7364,2.2254,-10.4697,5.3604,13.8231,6.1817,9.1494,2.1299,0.2721,2.5441,4.59
2025-05-16,1.93,2.7697,6.92,5.49,1.3707,5.46,1.6966,2.1514,-4.0505,5.2509,13.6756,6.1627,9.1057,2.0806,0.2902,2.5219,4.43
2025-05-23,1.57,1.2426,6.57,5.01,1.3361,5.34,3.2927,2.0468,-9.243,5.2768,13.551,6.221,9.1054,1.9974,0.2848,2.5528,4.34
2025-05-30,1.95,2.2173,6.65,5.18,1.6371,5.81,2.5516,2.081,-5.5941,5.2545,13.5702,6.1633,8.9494,1.996,0.2377,2.5424,4.32
2025-06-06,2.0,1.837,5.83,4.98,1.4196,5.65,0.6206,1.8467,-3.542,5.2599,13.7337,6.1761,8.6391,1.9244,0.2647,2.5852,4.19
2025-06-13,1.91,2.4118,5.96,5.32,1.4604,5.85,2.7203,1.8607,-9.7963,5.2686,13.4495,6.1513,8.4284,1.9034,0.238,2.5824,4.16
2025-06-20,2.15,3.859,6.08,5.58,1.508,5.7,2.0833,1.9098,-5.7488,5.2578,13.2962,6.185,8.4689,1.918,0.2769,2.589,4.32
2025-06-27,2.17,2.1351,6.2,4.98,1.4869,5.46,2.4272,1.7676,-14.3284,5.2704,13.5733,6.2049,8.2019,1.9299,0.2967,2.5641,4.27
2025-07-04,2.31,1.8913,5.98,5.27,1.5,5.58,2.5713,1.7296,-3.1666,5.0688,13.8753,6.2067,8.1602,1.9235,0.2927,2.5529,4.29
2025-07-11,2.34,2.7285,5.94,5.43,1.579,5.68,3.0046,1.7214,-4.0178,5.094,13.8239,6.2341,8.3533,1.9335,0.3214,2.5876,4.39
2025-07-18,2.3,2.14,6.12,5.23,1.5402,5.56,2.3277,1.5334,0.1802,5.0771,13.788,6.2786,8.4472,1.94,0.3317,2.5974,4.6
2025-07-25,2.37,1.8973,6.36,5.17,1.4752,5.52,2.3886,1.6254,-0.0164,5.0729,13.8608,6.2608,8.2946,1.956,0.3548,2.6339,4.36
2025-08-01,2.55,2.4314,6.25,5.27,1.5428,5.55,2.8008,1.5688,-1.1348,5.0628,14.1028,6.2946,8.2528,1.955,0.3333,2.6059,4.24
2025-08-08,2.46,2.2094,6.18,5.46,1.4144,4.97,0.4972,1.6388,1.588,5.0417,13.8953,6.3248,8.1455,1.9725,0.3222,2.671,4.02
2025-08-15,2.46,2.3761,6.21,5.38,1.6221,4.78,2.3063,1.5842,2.2485,4.982,13.8918,6.3089,8.207,1.9658,0.3613,2.6499,4.01
2025-08-22,2.38,2.1729,6.26,5.72,1.5502,4.88,2.1648,1.4991,-0.3281,4.9599,13.8354,6.3346,8.3113,1.9688,0.3683,2.6449,4.18
2025-08-29,2.4,2.0943,6.23,5.58,1.5227,5.84,2.2399,1.3127,0.34,4.9067,13.7817,6.3331,8.1341,1.9562,0.2798,2.5745,4.11
2025-09-05,2.38,1.4074,6.16,5.41,1.525,5.41,2.7688,1.3453,0.3477,4.8084,13.7501,6.3491,8.0292,1.954,0.2941,2.5456,4.12
2025-09-12,2.3,1.6976,6.11,5.44,1.4155,5.34,4.5552,1.3347,1.5233,4.8236,13.5411,6.3369,7.9886,1.938,0.279,2.5143,4.11
2025-09-19,2.41,2.275,6.35,5.17,1.6241,6.07,1.4321,1.4644,2.6826,4.7806,13.3242,6.2617,7.9441,1.9406,0.2911,2.4516,4.1
2025-09-26,2.57,2.7792,6.53,5.38,1.5233,5.97,0.8302,1.3843,2.1594,4.7492,13.1908,6.2893,8.0281,1.9227,0.3092,2.4543,4.04
2025-10-03,2.43,2.7573,6.33,5.37,1.4718,5.09,2.9275,1.3179,3.1229,4.6812,13.716,6.3825,7.9285,1.9402,0.3678,2.4293,4.11
2025-10-10,2.42,2.3564,6.03,5.15,1.609,5.49,1.5219,1.3096,3.0224,4.5482,13.5585,6.3909,7.9179,1.9585,0.3537,2.3731,4.11
2025-10-17,2.24,2.9385,5.84,4.61,1.4317,5.66,2.9875,1.3319,3.1797,4.5078,13.7087,6.3905,7.9861,1.9368,0.3031,2.3193,4.07
2025-10-24,2.32,2.4676,6.08,4.76,1.5118,5.53,3.4795,1.2478,2.8507,4.4186,13.7282,6.4381,7.927,1.9456,0.3513,2.2336,3.93
2025-10-31,2.47,2.5155,6.14,4.83,1.4445,4.83,3.3834,1.214,3.8484,4.3248,14.0573,6.3976,7.786,1.958,0.3254,2.1747,3.74
2025-11-07,2.44,2.4533,6.1,5.22,1.5496,5.12,3.6011,1.1515,3.0335,4.3093,14.0624,6.407,7.7203,1.9689,0.3426,2.165,3.91
2025-11-14,2.21,2.3657,5.92,5.08,1.5944,5.08,2.6993,1.2008,-4.2162,4.2913,13.7678,6.3965,7.8614,1.9587,0.3355,2.1656,3.8
2025-11-21,2.22,3.1077,6.04,4.67,1.5241,5.09,2.5758,1.254,0.4937,4.2513,13.9106,6.3537,7.781,1.9671,0.3635,2.2015,3.71
2025-11-28,1.99,2.3215,6.17,4.45,1.4416,4.71,2.3025,1.1316,5.2429,4.3464,13.0663,6.0256,7.5963,1.8683,0.1292,2.0196,3.23
2025-12-05,2.31,2.6181,7.01,4.94,1.344,4.68,3.4493,1.1507,2.7241,4.2682,13.211,5.6795,7.5151,1.8676,0.1353,2.0089,3.21
2025-12-12,2.09,2.4795,7.67,5.35,1.6042,4.81,1.6529,1.1232,5.4362,4.1442,13.3633,5.7407,7.4298,1.8556,0.1641,2.016,2.99
2025-12-19,2.29,2.2379,9.14,5.29,1.4649,5.05,3.0806,1.2687,6.9419,4.0113,12.9812,5.7722,7.2903,1.8953,0.3181,2.0501,2.24
2025-12-26,2.63,2.3912,10.13,4.85,1.5627,4.9,1.2217,1.2547,6.9671,3.9509,12.9343,5.9303,6.9123,1.927,0.3234,2.0367,2.33
2026-01-02,2.58,2.742,6.68,5.25,1.4534,4.59,2.1383,1.2114,7.7879,3.9545,13.3727,6.153,7.2168,1.9833,0.5258,2.0772,1.94
2026-01-09,2.68,2.2812,6.87,5.28,1.7009,4.61,-0.3021,1.168,7.839,3.9059,13.7348,6.0944,7.0803,1.9633,0.5835,2.1597,3.69
2026-01-16,2.61,2.2167,6.93,5.37,1.8321,4.7,2.7006,1.1775,4.6756,3.8881,13.607,6.1601,7.11,1.9791,0.6026,2.1438,3.75
2026-01-23,2.37,2.203,6.21,4.81,1.6119,4.3,4.9068,1.1658,1.4069,3.8643,13.5358,6.2543,7.0532,1.9689,0.6074,2.1477,3.94
2026-01-30,2.4,1.9455,6.18,4.81,1.6988,4.4,-0.1468,1.1591,6.0071,3.8414,13.6045,6.1964,6.9462,1.9673,0.5893,2.1675,3.99
2026-02-06,2.51,1.734,5.55,4.77,1.3764,4.36,1.151,1.1325,4.0446,3.8858,13.6399,6.234,6.7805,1.9683,0.5868,2.1842,3.96
2026-02-13,2.37,1.8845,5.65,4.83,1.3292,4.55,0.8761,1.1243,1.6772,3.8861,13.6039,6.1574,7.0148,1.9623,0.5871,2.1744,3.89
