date,KRW,THB,INR,PHP,CNH,IDR,MYR,SGD,TWD,PLN,BRL,HUF,MXN,EUR,JPY,CAD,CLP
2020-02-07,1.07,2.2746,5.68,3.79,2.6338,8.41,4.334,1.6735,0.6868,1.5242,4.3822,0.4612,7.0515,-0.4586,-0.1532,1.8402,1.8
2020-02-14,1.19,3.7323,5.37,3.28,2.5013,5.83,6.1665,1.5612,-1.0352,1.5443,3.974,0.7663,6.9258,-0.5013,-0.2065,1.7485,1.74
2020-02-21,1.28,4.7896,5.95,4.84,2.7924,17.4,4.902,1.4941,0.5589,1.5059,3.8993,0.5636,7.0321,-0.5178,-0.2031,1.7032,1.61
2020-02-28,1.08,3.0067,9.17,4.9,2.4087,24.32,3.3949,1.2419,-0.9059,1.4406,3.8031,0.4382,7.1654,-0.7656,-0.5128,1.4505,1.25
2020-03-06,0.78,2.4995,12.9,3.86,1.937,11.51,7.3802,0.8369,-3.6315,1.3717,3.0559,0.7046,6.6129,-0.7764,-0.8185,0.9121,1.15
2020-03-13,-2.76,1.0386,13.31,6.77,1.6618,11.96,6.3243,0.4026,-8.938,1.1589,3.5787,0.0427,6.6383,-1.3819,-2.6332,0.6917,0.15
2020-03-20,-1.77,1.9619,14.05,23.85,1.4774,18.66,4.7448,0.9098,-8.3461,1.5788,3.3168,0.4908,6.8275,-0.5159,-1.7893,1.0717,0.88
2020-03-27,0.18,1.5806,29.82,10.41,1.0689,5.75,-0.5662,0.8023,-7.4571,1.5487,4.3426,0.2995,6.1973,-0.3227,-1.0007,0.9854,-0.06
2020-04-03,0.62,2.1205,19.75,9.98,1.6868,24.78,11.6763,1.1286,-4.2167,2.0193,5.0696,1.8262,7.6669,0.3221,0.393,0.9281,-0.56
2020-04-10,0.23,2.3761,13.41,3.42,1.7926,1.56,4.0627,0.9287,-8.6428,1.4599,3.8704,1.8457,7.5774,0.2047,0.0707,0.6813,-1.15
2020-04-17,-0.17,3.0913,9.19,5.02,1.8348,10.14,5.1307,1.0104,-7.1818,1.3577,3.9975,1.4708,7.0213,0.2494,0.4045,0.9457,-0.46
2020-04-24,-0.04,0.9475,9.33,2.49,1.68,27.03,2.2017,0.8484,-6.6841,1.2303,4.0816,1.335,7.6512,0.0583,0.29,0.7078,-0.16
2020-05-01,0.04,0.2163,4.91,1.13,1.4978,27.18,2.5051,0.4134,-6.7393,0.8767,3.4825,1.1352,6.5068,-0.1627,0.0026,0.5389,-0.33
2020-05-08,0.01,0.8061,7.1,3.2,1.7476,18.87,2.0578,0.3167,-4.4497,0.7394,3.2363,1.0051,6.6449,-0.2559,-0.041,0.4368,0.22
2020-05-15,0.29,0.3617,5.31,2.03,1.807,10.38,3.6875,0.2842,-4.1687,0.7311,3.1371,0.8581,6.1454,-0.301,-0.0282,0.3397,0.93
2020-05-22,0.48,0.6695,4.99,4.11,2.1798,11.3,0.738,0.2819,-1.6255,0.6644,2.5231,0.7729,5.9817,-0.2912,-0.0629,0.3979,0.5
2020-05-29,0.47,0.2529,3.92,3.28,2.9214,8.87,2.3085,0.2579,-1.5392,0.4437,2.1972,0.5551,5.8578,-0.3855,-0.1849,0.333,0.49
2020-06-05,0.42,-0.504,3.25,0.03,2.1307,11.65,1.2691,0.1905,-3.9017,0.2954,2.2957,0.5301,5.4573,-0.4993,-0.305,0.3264,0.7
2020-06-12,-0.08,-0.4601,4.13,2.41,2.2651,18.73,1.8885,0.2262,-6.0272,0.2513,2.0277,0.4766,5.0045,-0.5392,-0.3242,0.26,0.2
2020-06-19,0.03,0.1618,4.21,2.83,2.2778,18.89,4.431,0.2448,-5.6719,0.13,1.8894,-0.3158,5.3269,-0.5137,-0.2479,0.1531,0.28
2020-06-26,0.41,0.0739,3.71,2.57,2.0998,12.87,-2.877,0.2299,-5.0421,0.1757,1.7789,-0.2431,5.0065,-0.4822,-0.1976,0.1902,-0.51
2020-07-03,0.22,0.1374,3.51,2.01,2.1635,10.67,2.1061,0.2353,-5.0069,0.1388,2.2006,0.414,5.0287,-0.516,-0.1737,0.1505,-0.16
2020-07-10,0.07,0.018,4.27,3.35,2.0872,11.46,0.87,0.1919,-3.3159,0.0528,1.8663,0.6209,5.177,-0.5485,-0.217,0.1193,-0.33
2020-07-17,-0.11,1.3438,4.14,2.85,2.2778,14.52,1.3507,0.2014,-3.754,0.0606,1.9441,0.5054,5.1003,-0.5129,-0.1477,0.1728,-0.25
2020-07-24,-0.11,1.5043,4.0,3.32,2.4175,9.43,1.342,0.2288,-3.5015,-0.0232,1.6851,0.4226,5.1785,-0.5251,-0.1604,0.1719,0.1
2020-07-31,0.11,1.5775,4.1,2.24,2.5406,13.5,2.7547,0.1858,-3.9526,0.0006,1.6442,0.5485,4.9611,-0.5122,-0.1437,0.167,0.23
2020-08-07,0.13,1.5348,3.85,2.32,2.7231,8.08,0.2645,0.2056,-3.8024,0.0203,1.8169,0.5662,5.0033,-0.4902,-0.1231,0.199,0.3
2020-08-14,0.18,1.4233,3.84,2.37,2.7661,13.5,2.5769,0.2393,-2.2851,0.0457,1.5799,0.5876,4.7638,-0.4669,-0.0943,0.2264,-0.06
2020-08-21,0.25,3.1188,4.16,2.09,2.5363,1.11,2.2747,0.235,-2.8454,0.0471,1.8207,0.6073,4.83,-0.4832,-0.091,0.2049,0.03
2020-08-28,0.29,2.2786,4.09,1.76,2.5973,2.63,3.8691,0.2195,-2.3685,0.0562,1.4979,0.3415,4.6612,-0.5551,-0.2266,0.1636,0.24
2020-09-04,0.39,3.1354,3.99,2.04,2.5725,3.01,1.102,0.2001,-1.756,0.0242,1.5076,0.1688,4.548,-0.5799,-0.2622,0.1582,0.4
2020-09-11,0.3,1.4567,4.17,2.46,2.6128,10.35,1.8779,0.2249,-3.9934,0.0078,1.567,0.3122,4.5712,-0.5719,-0.3004,0.1229,0.44
2020-09-18,0.3,1.485,3.75,2.24,2.6965,3.16,5.0441,0.2061,-10.199,0.0174,1.1964,0.4614,4.3842,-0.5563,-0.2708,0.11,0.62
2020-09-25,0.3,2.1443,4.09,1.91,3.2625,8.11,2.4493,0.2001,-7.1827,0.1254,0.9779,0.6209,4.3845,-0.5458,-0.2154,0.0787,0.19
2020-10-02,0.21,2.2164,3.65,1.46,2.8682,7.23,2.9464,0.2065,-5.0502,0.1861,1.5557,0.7269,4.3178,-0.4982,-0.1592,0.1515,0.01
2020-10-09,0.38,1.1314,3.21,2.82,2.9654,4.26,5.3188,0.2029,-8.9925,0.132,1.5483,0.6099,4.2888,-0.5169,-0.1663,0.1757,0.02
2020-10-16,0.25,1.8809,3.29,3.13,2.8469,6.02,1.4662,0.2053,-8.6673,0.1264,1.446,0.6849,4.3066,-0.5331,-0.1674,0.159,0.22
2020-10-23,0.33,1.7037,3.42,1.27,2.6317,3.22,0.9571,0.1957,-7.5749,0.1295,1.4258,0.669,4.3101,-0.5449,-0.1629,0.0984,0.38
2020-10-30,0.13,1.1124,3.84,0.01,2.7692,4.76,2.4515,0.2076,-10.8145,0.1264,1.6912,0.7112,4.2488,-0.5742,-0.1995,0.0993,0.45
2020-11-06,0.59,-0.9428,3.29,0.88,2.7189,3.75,4.5528,0.1856,-7.4982,0.0447,1.5929,0.7026,3.9764,-0.565,-0.1827,0.1058,0.44
2020-11-13,0.61,0.1807,3.17,4.75,2.9203,6.77,2.1077,0.1858,-4.8646,0.0416,1.6327,0.6588,3.9715,-0.5625,-0.1755,0.0946,0.38
2020-11-20,0.39,0.0307,3.25,2.11,2.7433,6.61,3.8511,0.1836,-3.2678,0.0341,1.2454,0.5879,4.4048,-0.5655,-0.2158,0.1245,-0.52
2020-11-27,0.3,0.2905,3.47,1.36,2.9785,5.93,2.6008,0.2068,-3.4795,-0.1226,0.7556,0.1825,4.0322,-0.9388,-0.6162,0.1098,-0.41
2020-12-04,0.03,-0.2719,3.28,1.0,2.707,4.6,1.4428,0.21,-11.0176,-0.093,0.5681,0.2258,3.6716,-1.0473,-0.7171,-0.0225,-0.65
2020-12-11,0.25,-0.8917,3.8,3.42,2.3553,5.55,1.4753,0.1971,-9.9311,-0.2848,0.886,0.0572,3.6067,-1.1135,-0.7604,-0.3361,-0.02
2020-12-18,-1.27,-0.9035,4.11,2.44,2.5969,6.52,3.9422,0.1947,-10.903,-0.4153,0.3698,-0.1841,4.0938,-1.2492,-0.7926,-0.2948,0.36
2020-12-25,-1.65,0.9149,3.85,2.43,2.4881,7.56,0.3152,0.2147,-7.2485,-0.4738,0.6298,-0.2871,4.2674,-1.2061,-0.7696,-0.1997,0.32
2021-01-01,-0.01,-1.35,3.01,1.64,2.4144,3.1,6.0288,0.0535,-5.706,-0.1407,0.548,0.0977,4.3031,-0.7759,-0.3672,-0.0523,0.24
2021-01-08,-0.02,0.4862,3.95,2.61,1.7077,8.66,2.1043,0.0602,-5.6605,-0.2918,1.3686,0.3233,3.8324,-0.7096,-0.2968,-0.0555,-0.28
2021-01-15,-0.22,0.5012,4.38,1.21,2.2098,5.6,0.9244,0.0751,-2.0927,-0.3527,1.0306,0.3565,4.1922,-0.7161,-0.2937,-0.0302,-0.83
2021-01-22,0.02,1.2832,4.05,0.98,2.3117,5.28,0.096,0.0789,-3.2562,-0.3749,0.9618,0.4167,4.1894,-0.7343,-0.2911,-0.0649,-0.34
2021-01-29,-0.25,1.2204,4.61,1.59,2.8768,6.57,5.113,0.0685,-3.1034,-0.3889,0.8528,0.3368,3.9224,-0.7386,-0.2843,-0.0666,-0.49
2021-02-05,0.13,1.8096,4.5,1.23,2.7923,6.4,3.5115,0.043,-2.8396,-0.2717,1.1689,0.4321,4.0408,-0.7127,-0.2649,-0.0334,-0.34
2021-02-12,0.4,1.0779,4.88,0.91,2.6248,3.65,0.7004,0.0556,-5.0432,-0.2065,1.3261,0.557,3.8526,-0.6813,-0.2593,-0.001,-0.75
2021-02-19,0.04,1.6508,4.88,1.95,2.6678,4.9,-0.1828,0.1375,-3.4161,-0.2862,1.3071,0.4513,3.8744,-0.6961,-0.2609,-0.0063,-0.8
2021-02-26,0.03,2.1624,8.34,9.58,2.4987,11.4,0.8377,0.1354,-8.8827,-0.3189,1.1334,0.4289,3.8724,-0.8132,-0.3925,-0.0568,-0.61
2021-03-05,0.19,1.5325,7.5,3.77,2.6142,10.27,0.1813,0.1481,-1.9069,-0.2675,1.6817,0.435,3.9104,-0.8012,-0.3903,-0.0524,-0.54
2021-03-12,0.37,0.8442,7.4,4.45,2.638,6.35,0.4581,0.1683,-2.7069,-0.3213,1.8356,0.4753,3.7612,-0.7931,-0.3739,-0.1181,-0.73
2021-03-19,-0.08,1.3406,7.44,4.26,2.6594,4.71,3.1854,0.2028,-1.3159,-0.3002,1.5359,0.5425,3.8472,-0.7991,-0.3346,-0.1463,-0.31
2021-03-26,0.08,1.449,7.27,2.24,2.8682,4.13,1.5992,0.2867,-5.7284,-0.3175,1.8952,0.4337,3.8765,-0.766,-0.343,-0.0671,-0.06
2021-04-02,0.0,1.2236,5.91,4.4,2.8335,9.07,2.888,0.1865,-3.5874,-0.1406,2.3663,0.4647,4.0152,-0.7281,-0.3788,-0.0565,-0.24
2021-04-09,0.1,2.1801,5.41,6.3,2.6002,7.57,0.64,0.0949,-0.9837,-0.1745,2.5663,0.5335,3.8585,-0.7064,-0.3097,-0.0572,0.09
2021-04-16,0.27,2.1146,6.17,3.59,2.781,3.32,1.1977,0.0951,-3.6882,-0.1888,2.5722,0.5249,3.9809,-0.7048,-0.2943,-0.0569,0.25
2021-04-23,-0.17,2.9386,5.83,3.43,2.4792,4.74,2.6026,0.094,-3.3323,-0.2033,2.5554,0.5224,4.0171,-0.7017,-0.2828,-0.0391,0.44
2021-04-30,0.0,1.0126,6.7,5.7,2.4979,4.57,3.5659,0.1487,-3.6855,-0.1306,3.2463,0.5469,4.0083,-0.6815,-0.2423,-0.0366,0.25
2021-05-07,-0.03,-0.1613,5.63,4.27,2.4749,2.56,1.1948,0.1384,-4.3075,-0.1143,3.1614,0.5545,4.0976,-0.6646,-0.2306,-0.0267,0.26
2021-05-14,0.02,1.2483,6.23,2.6,2.3496,3.86,0.6437,0.1556,-5.9625,-0.1217,3.2888,0.5553,4.1472,-0.6551,-0.2386,0.0227,0.53
2021-05-21,-0.06,1.4879,6.37,2.08,2.2095,4.16,1.8138,0.146,-3.3917,-0.1481,3.4357,0.5858,4.1811,-0.6576,-0.2319,0.0378,0.57
2021-05-28,-0.03,1.8532,6.26,4.32,2.3011,6.13,1.9274,0.1156,-3.8752,-0.1965,3.4749,0.5466,4.2122,-0.6757,-0.2636,0.0665,0.41
2021-06-04,0.1,0.0023,4.15,2.79,2.1059,4.81,1.3419,0.1405,-3.7834,-0.1501,3.6416,0.6027,4.022,-0.6827,-0.2628,0.0558,0.16
2021-06-11,-0.05,-0.0588,4.34,1.99,2.2151,3.13,3.9235,0.0932,-3.8495,-0.1604,4.0129,0.477,3.9906,-0.6848,-0.2782,0.0244,0.29
2021-06-18,0.12,1.3569,4.58,2.02,2.745,6.6,0.4227,0.1777,-3.4754,-0.126,3.5558,0.2677,4.4691,-0.6721,-0.2815,0.0386,0.68
2021-06-25,0.18,1.208,3.95,1.6,2.6118,4.74,1.0115,0.16,-3.3759,-0.1675,3.9607,0.3531,4.6122,-0.7043,-0.2885,0.0435,0.75
2021-07-02,0.33,2.4497,4.55,6.7,2.6859,7.5,3.0199,0.1261,-0.0197,-0.118,2.9626,0.3296,4.4062,-0.6627,-0.2385,0.0628,1.19
2021-07-09,0.62,1.7187,4.38,6.0,2.8901,5.44,2.0393,0.1292,-1.3171,-0.108,3.8853,0.5155,4.6138,-0.6643,-0.2652,0.0562,1.15
2021-07-16,0.41,1.4385,4.41,3.02,2.7467,4.76,5.2302,0.0831,-1.1096,-0.097,3.8841,0.3346,4.5723,-0.6549,-0.2252,0.0682,1.14
2021-07-23,0.76,1.0866,3.99,4.03,2.9485,4.95,2.9321,0.1,-1.5678,-0.0995,4.7414,0.4692,4.9866,-0.6576,-0.2363,0.071,1.26
2021-07-30,0.64,0.5941,3.95,2.38,2.8704,2.66,4.1574,0.0995,-0.5626,-0.0738,4.4328,0.707,4.8177,-0.6404,-0.2156,0.0857,1.17
2021-08-06,0.67,2.1851,3.72,5.1,2.7504,4.87,3.3218,0.1047,-0.944,-0.0561,4.3692,0.7441,4.6791,-0.6336,-0.2002,0.103,1.19
2021-08-13,0.69,1.1533,3.77,6.49,3.1409,4.27,1.9667,0.1094,-0.3728,-0.0518,4.5306,0.905,4.8095,-0.6259,-0.2016,0.0981,1.01
2021-08-20,0.51,0.6775,3.69,3.95,2.6772,6.33,2.768,0.1115,-0.077,-0.0409,4.67,1.0958,4.9086,-0.6321,-0.2185,0.109,1.44
2021-08-27,0.63,0.0713,3.45,2.83,2.9278,5.46,3.4568,0.1234,-0.2334,-0.0283,5.5135,0.7183,4.8388,-0.6237,-0.2154,0.1182,1.76
2021-09-03,0.66,0.6876,3.45,2.53,3.4066,2.93,4.1806,0.1313,-1.6221,-0.0227,6.2239,0.5495,4.8342,-0.6531,-0.2503,0.117,2.21
2021-09-10,0.7,0.2743,3.52,2.67,3.2867,3.04,4.1219,0.135,-3.0262,-0.0698,5.8702,0.0509,4.7081,-0.6583,-0.2347,0.1001,2.14
2021-09-17,0.56,1.2905,3.55,1.66,3.4996,2.83,0.8001,0.1445,-1.747,-0.0412,5.5965,1.0735,4.784,-0.6647,-0.243,0.1123,2.28
2021-09-24,0.57,0.9305,3.95,2.32,3.4169,4.07,2.4318,0.1597,-2.1366,0.0129,6.1867,1.3955,5.0769,-0.6384,-0.2068,0.1046,3.25
2021-10-01,0.81,1.2873,3.88,4.78,2.9881,3.33,2.6045,0.1287,-1.8683,0.178,5.917,1.3206,5.5063,-0.6281,-0.1962,0.1101,3.8
2021-10-08,0.95,1.0498,3.87,2.99,3.1759,3.57,2.0758,0.1228,0.2501,0.4897,6.6278,1.5455,5.7219,-0.6292,-0.2082,0.0963,4.64
2021-10-15,0.75,0.8358,3.87,3.27,3.0703,1.58,3.3998,0.1692,-1.3768,0.3695,6.9349,1.6464,5.6757,-0.6296,-0.1918,0.093,5.37
2021-10-22,1.21,1.6654,4.18,3.24,2.8592,5.95,2.3554,0.228,-2.0694,0.364,7.5838,1.5905,5.8278,-0.6398,-0.1929,0.0969,3.94
2021-10-29,1.18,0.6275,4.74,2.52,2.7984,4.55,3.0673,0.2053,-2.2503,0.8469,7.1311,1.7579,5.6769,-0.6547,-0.1997,0.0677,4.48
2021-11-05,1.2,0.2945,4.62,3.39,2.587,3.85,2.3466,0.1865,-0.567,1.0481,8.0633,1.6706,6.0539,-0.6186,-0.1465,0.0896,4.18
2021-11-12,1.19,-0.6384,3.55,2.24,2.456,3.58,2.1314,0.2008,-1.3115,1.3242,8.39,1.9975,5.915,-0.6184,-0.1479,0.0932,3.45
2021-11-19,0.98,-0.3239,3.83,1.38,2.5728,2.82,1.4007,0.2318,-0.7836,1.4569,8.2811,2.4303,6.4972,-0.6192,-0.181,0.0793,4.06
2021-11-26,1.02,1.8599,4.1,1.78,2.6902,3.8,1.4376,0.2168,0.0539,1.9904,8.6381,2.619,7.3881,-0.6669,-0.1622,0.0836,4.38
2021-12-03,0.62,0.9357,3.88,2.93,2.9179,5.19,0.8858,0.242,-2.5361,3.0892,8.3549,1.4395,6.2171,-1.2757,-0.6065,-0.286,4.47
2021-12-10,0.16,0.2145,3.72,2.99,2.3749,3.78,3.1041,0.2665,-1.7753,1.778,8.7414,2.1879,6.2749,-1.2782,-0.6441,-0.3865,4.34
2021-12-17,-0.16,-0.4663,4.27,0.55,2.7057,1.99,2.4576,0.2347,-2.2291,2.1123,8.5783,2.4531,6.7838,-1.1944,-0.6819,-0.2525,5.06
2021-12-24,0.52,-0.107,4.08,0.99,2.2172,0.33,0.9961,0.2878,-2.8978,2.437,8.3207,3.0045,6.5399,-0.92,-0.3919,-0.0448,4.83
2021-12-31,1.14,-0.9436,3.68,11.55,2.3382,1.86,0.7699,0.2898,-1.572,2.5226,8.8179,3.3984,6.1255,-0.6622,-0.2092,0.0895,4.83
2022-01-07,0.89,-0.6594,3.86,10.27,1.7231,2.97,0.0757,0.1907,-1.9191,2.0974,9.5568,3.1857,5.9349,-0.66,-0.208,0.1082,4.35
2022-01-14,1.14,-0.2539,3.93,4.84,2.3402,1.8,1.6726,0.2018,-2.7368,1.9804,9.7546,2.9017,6.1469,-0.6541,-0.2127,0.1355,3.64
2022-01-21,0.87,-0.4011,4.12,3.6,2.3246,1.61,0.0831,0.2206,-2.5126,2.1212,10.1615,3.0606,6.1948,-0.6635,-0.2221,0.2161,4.5
2022-01-28,1.24,0.1662,4.24,3.41,2.8812,1.48,1.4646,0.2326,-2.0212,2.4858,9.6832,3.7495,6.0807,-0.6693,-0.2252,0.075,5.74
2022-02-04,1.12,-0.6253,4.22,3.85,2.7472,1.68,-0.5185,0.25,-2.0719,2.6456,10.0037,3.6555,5.9458,-0.6679,-0.2101,0.0931,5.88
2022-02-11,1.18,-0.5384,3.95,2.84,2.8429,0.98,-0.1263,0.187,-1.0549,2.228,9.8567,3.5253,6.2215,-0.6865,-0.2669,0.1515,5.1
2022-02-18,0.88,-0.4282,4.12,2.99,3.152,1.6,0.8965,0.3133,-0.6342,2.3783,10.4972,3.683,6.2195,-0.7255,-0.2458,0.2186,5.05
2022-02-25,0.83,-0.0965,5.41,4.48,3.0202,1.9,-0.6753,0.4314,-1.4595,2.758,9.7423,3.6809,6.4649,-0.885,-0.4201,0.2248,4.91
2022-03-04,1.07,0.3392,5.79,8.11,2.8676,3.15,0.1508,0.224,0.3489,3.3828,11.5806,4.6773,6.4269,-1.1129,-0.6569,0.1064,6.34
2022-03-11,0.94,0.7468,6.28,6.93,2.7763,1.42,0.8526,0.3012,-1.23,3.3655,10.6639,5.1373,6.6987,-0.8987,-0.4308,0.135,5.84
2022-03-18,0.92,0.571,5.65,5.64,2.9094,1.48,1.9865,0.364,-4.0879,3.3361,11.5183,4.8083,6.7764,-0.8419,-0.3126,0.284,6.95
2022-03-25,0.96,0.6727,5.96,2.93,2.7063,1.25,2.8433,0.5601,-1.1895,3.5814,12.293,5.2887,6.7014,-0.8458,-0.4298,0.3976,6.57
2022-04-01,0.98,0.0249,3.41,3.78,2.7885,1.19,1.4272,0.4445,-0.8169,3.9378,12.2111,5.2648,6.6176,-0.756,-0.3185,0.5134,6.81
2022-04-08,0.99,0.5745,3.98,3.57,2.8267,2.26,1.7931,0.5804,-1.661,4.3931,12.3493,5.6558,6.7839,-0.7694,-0.3959,0.6587,7.16
2022-04-15,1.04,0.6931,4.44,4.25,3.0696,0.19,2.4481,0.5537,-1.3706,4.6115,12.0379,5.6593,6.8261,-0.7592,-0.3287,0.7752,6.73
2022-04-22,0.85,1.1389,3.45,4.01,3.8588,2.26,1.0115,0.6926,-1.033,4.7699,12.5754,5.6224,7.7312,-0.7377,-0.3072,0.7928,8.18
2022-04-29,0.79,1.0232,7.51,6.89,3.4185,5.97,5.5376,0.919,-2.2469,5.4683,13.1274,5.8563,7.7211,-0.7436,-0.3297,0.8243,8.07
2022-05-06,1.09,0.8349,4.81,8.95,2.9833,5.16,1.5668,0.9211,-1.2074,5.2065,13.2282,5.9759,7.4545,-0.7074,-0.3391,0.8706,8.43
2022-05-13,0.9,0.9013,4.31,5.49,2.6495,3.81,1.618,1.0668,-0.7328,5.4129,12.4947,5.7052,7.8865,-0.7162,-0.342,0.9967,8.36
2022-05-20,1.1,-1.5008,6.72,2.58,2.5518,0.33,2.5827,1.1987,-2.1168,5.6476,12.8374,5.9585,7.9516,-0.685,-0.2916,1.1207,7.8
2022-05-27,1.35,0.3803,5.02,2.68,2.2023,1.17,2.1107,1.2889,-3.6371,5.9187,12.9205,5.9471,8.0108,-0.693,-0.33,1.2786,8.47
2022-06-03,1.05,0.6211,4.38,5.31,2.318,0.64,0.4054,1.2868,-2.5723,6.0617,13.3719,6.1598,7.759,-0.7355,-0.3461,1.2984,8.1
2022-06-10,0.95,0.6985,5.19,6.56,2.417,2.19,0.2081,1.3644,-1.3412,5.9727,13.3479,5.8574,7.7708,-0.7743,-0.3311,1.3387,8.23
2022-06-17,1.05,1.5668,5.1,5.56,2.6249,3.94,1.5177,1.3654,-3.2596,6.3132,13.2378,6.8014,8.6165,-0.7804,-0.5103,1.4113,9.3
2022-06-24,1.07,0.7351,4.55,3.71,2.2941,3.02,2.5156,1.5189,-3.7523,6.4961,12.7866,6.5189,8.5443,-0.7838,-0.466,1.5213,8.85
2022-07-01,1.15,1.2161,3.92,7.07,2.2017,3.51,1.7719,1.7056,1.1324,6.9377,12.814,7.37,8.2535,-0.6699,-0.4496,1.7448,9.09
2022-07-08,1.63,0.3968,5.59,5.59,1.7945,3.56,0.8191,1.9948,0.6437,7.1983,13.6026,10.0556,8.4307,-0.5419,-0.3466,1.9275,9.08
2022-07-15,1.74,1.0402,5.27,6.69,1.8718,11.16,2.5912,2.182,1.1395,7.3452,13.5984,10.8062,8.8841,-0.4931,-0.3288,2.258,7.76
2022-07-22,1.85,0.8401,6.9,5.54,2.0877,5.45,5.9989,2.3448,-0.1375,7.6276,13.3955,9.6976,8.9347,-0.2594,-0.3305,2.3262,9.07
2022-07-29,1.7,0.2008,5.84,4.03,1.6209,1.61,1.537,2.2395,1.1182,9.0816,13.9405,10.8722,8.8596,-0.1978,-0.3062,2.3671,8.93
2022-08-05,1.9,-1.6743,5.83,4.56,1.401,3.16,2.3861,2.1255,1.6732,7.5039,13.4082,10.0561,9.1185,-0.1447,-0.2551,2.4005,10.23
2022-08-12,1.94,-0.757,7.09,4.59,1.5079,2.56,2.0551,2.1409,0.1209,7.9847,14.0196,10.2738,9.2906,-0.1361,-0.2905,2.4639,9.49
2022-08-19,1.87,1.4467,7.58,4.68,2.3493,3.84,2.9905,2.173,1.3286,7.9578,14.024,10.5552,9.5848,0.0099,-0.2642,2.6361,10.64
2022-08-26,2.21,0.8003,5.59,4.67,1.9575,2.61,3.3171,2.3063,0.2646,8.4472,13.918,10.7013,9.4069,0.1942,-0.2493,2.8184,9.85
2022-09-02,2.07,1.697,7.25,7.57,2.3968,4.2,-0.285,2.4852,1.6761,8.4531,13.4489,10.9862,9.3619,0.2248,-0.3365,2.9785,10.31
2022-09-09,2.26,0.3097,5.75,5.45,2.4266,3.35,2.6301,2.7415,0.8061,8.0173,12.6977,10.9623,9.2712,0.4041,-0.4069,3.1388,10.06
2022-09-16,2.92,2.1786,6.26,5.98,2.8174,4.95,6.2952,2.7796,3.3921,7.8434,13.1568,11.4837,9.6667,0.4381,-0.3997,3.1034,10.64
2022-09-23,2.36,1.909,8.76,5.7,2.4972,5.65,5.8007,2.6952,2.274,7.9183,12.9965,11.2889,9.6705,0.4073,-0.3355,3.1295,10.73
2022-09-30,2.64,1.6707,9.41,5.4,2.7266,4.69,5.3995,2.7599,3.05,9.044,13.0742,13.7024,9.7176,0.5653,-0.2979,3.1936,8.58
2022-10-07,3.46,2.6353,6.47,4.62,2.3984,4.56,4.3331,3.1025,1.7683,8.611,13.0793,12.9865,9.9616,0.7121,-0.2683,3.3187,9.81
2022-10-14,2.86,2.5914,6.06,6.16,1.5142,5.11,5.895,3.4914,3.7432,8.6075,12.3188,15.3246,10.0352,0.8607,-0.275,3.4345,10.08
2022-10-21,3.51,2.1553,10.75,5.23,2.1466,5.57,5.2068,3.6857,3.3622,8.3878,13.1118,15.9521,10.4895,1.027,-0.2851,3.6818,10.06
2022-10-28,3.59,0.8656,6.68,5.7,1.5862,5.47,4.2769,3.5905,2.498,8.1539,13.3621,14.7266,10.2934,1.2104,-0.2422,3.5979,10.16
2022-11-04,3.73,-5.9226,5.32,7.78,1.396,5.77,4.7081,3.4794,0.968,8.0624,12.4594,14.8675,10.172,1.3088,-0.2324,3.6255,10.23
2022-11-11,3.67,-2.7143,6.36,3.11,1.2863,3.17,4.3758,3.4461,-10.8412,7.5616,13.0118,13.9374,10.1822,1.2966,-0.2719,3.6943,8.59
2022-11-18,3.7,-0.0845,7.0,4.76,1.3113,4.75,-0.6969,3.6957,-1.2126,7.0762,12.8274,15.489,10.4387,1.3395,-0.2084,3.7571,9.56
2022-11-25,3.81,-1.0182,5.91,4.17,1.0545,4.69,4.3854,3.902,-5.8231,7.3146,12.7674,15.6624,10.7268,1.5036,-0.1854,3.8336,10.44
2022-12-02,3.99,-1.0929,6.36,3.97,1.1953,2.55,1.0207,4.1493,-6.3753,13.058,12.8589,14.9509,10.1837,0.9471,-0.8292,3.5498,10.03
2022-12-09,3.7,-1.2121,6.92,4.02,1.4648,4.22,2.1461,4.0242,-3.3052,10.3244,12.9615,15.3819,10.4456,1.2363,-0.6869,3.8253,9.03
2022-12-16,3.32,-0.8707,4.49,5.65,1.6783,4.65,3.438,3.6331,-0.4813,8.3806,12.3927,15.7216,10.7295,1.3274,-0.6359,3.8783,9.18
2022-12-23,3.56,-1.1922,6.31,4.9,1.7074,4.39,0.9853,3.8869,-0.9677,9.2112,10.9473,14.7847,10.8073,1.3723,-0.6183,4.1723,8.48
2022-12-30,3.75,-2.7881,6.08,5.12,1.6395,5.8,3.2173,3.7745,0.7415,7.5102,11.9686,15.465,10.8978,1.8096,-0.3694,4.2137,7.7
2023-01-06,3.61,-2.6283,6.01,5.84,1.6531,4.86,2.7255,3.7796,-0.137,7.1031,13.4513,15.2965,10.8242,1.8411,-0.292,4.2645,10.42
2023-01-13,3.52,0.1823,7.44,5.07,2.335,2.95,3.7457,3.9061,-1.9775,7.2425,11.6971,16.0744,11.033,1.9522,-0.2508,4.3193,8.3
2023-01-20,3.59,0.8578,7.18,3.8,2.6202,5.02,1.7516,3.9267,-0.6532,7.2614,12.6448,16.6025,11.2505,2.0824,-0.27,4.3439,9.3
