date,SGD_NEER_MID,SGD_NEER_UPPER,SGD_NEER_LOWER,CNY_FIX,BBG_CNY_FIX,CFETS_RMB_INDEX,THAI_TOURISM_EQ,THAI_TOURIST_ARRIVALS,KOSPI_FOREIGN_NET,KOSPI_FINANCIAL_NET,KOSPI_KOSDAQ_FOREIGN,INDIA_OIL_IMPORTS
2025-01-10,138.05,140.81,135.29,7.1878,7.3315,102.09,453.1,3627441.0,280111.9,272000.0,287.97,10599.0
2025-01-17,138.09,140.85,135.32,7.1891,7.3314,101.4,442.96,3627441.0,-1560.77,-484759.7,-83.97,10599.0
2025-01-24,138.13,140.89,135.36,7.1889,7.2804,101.35,447.02,,-233065.0,-119264.7,-212.69,
2025-01-31,138.15,140.91,135.39,7.1705,7.2451,100.9,439.53,3709102.0,275148.0,-15733.72,239.69,11655.0
2025-02-07,138.2,140.97,135.44,7.1698,7.2801,100.7,446.7,3709102.0,-1167901.0,297700.2,-784.5,11655.0
2025-02-14,138.2,140.97,135.44,7.1699,7.2769,100.55,466.52,3709102.0,-238921.9,-179587.0,-168.86,11655.0
2025-02-21,138.23,140.99,135.46,7.1706,7.246,100.06,495.14,,-321788.8,271842.7,-86.22,
2025-02-28,138.25,141.02,135.49,7.1696,7.2849,99.63,492.0,3119445.0,-218064.4,61015.46,-63.47,10770.0
2025-03-07,138.28,141.05,135.52,7.1738,7.2413,99.9,503.64,3119445.0,-1552445.0,-518475.0,-1257.63,10770.0
2025-03-14,138.31,141.07,135.54,7.1705,7.2449,99.05,482.48,3119445.0,59605.48,-135930.7,72.96,10770.0
2025-03-21,138.33,141.1,135.57,7.1738,7.2433,98.81,475.04,,-289400.1,50076.86,-59.95,
2025-03-28,138.36,141.13,135.59,7.176,7.2639,98.78,461.11,,847766.8,-342253.3,614.93,
2025-04-04,138.39,141.15,135.62,7.1752,7.2624,99.0,442.02,2720457.0,-640312.5,21673.55,-512.97,12244.0
2025-04-11,138.41,141.18,135.64,7.1889,7.3067,98.77,432.68,2720457.0,-1786868.0,350212.5,-1283.1,12244.0
2025-04-18,138.43,141.19,135.66,7.2087,7.2923,97.35,443.15,2720457.0,-688820.9,-135473.5,-467.45,12244.0
2025-04-25,138.44,141.21,135.67,7.2069,7.2911,96.14,436.68,,-105169.1,-12839.95,-88.18,
2025-05-02,138.45,141.22,135.68,7.2066,7.2678,96.29,440.1,2547116.0,612554.9,440506.5,479.37,10664.0
2025-05-09,138.47,141.24,135.7,7.2014,7.252,96.2,406.45,2547116.0,-170207.3,200586.5,-64.66,10664.0
2025-05-16,138.48,141.25,135.71,7.2095,7.2118,96.53,401.59,2547116.0,67531.04,-218056.9,-140.43,10664.0
2025-05-23,138.49,141.26,135.72,7.1938,7.2154,96.7,401.86,,169421.8,148772.0,-5.65,
2025-05-30,138.51,141.28,135.74,7.1919,7.1708,96.2,404.47,,-58496.02,-113547.1,-63.62,
2025-06-06,138.52,141.29,135.75,7.1848,7.1755,95.96,409.78,2266574.0,-607042.5,157544.8,-520.5,10284.0
2025-06-13,138.53,141.3,135.76,7.1845,7.1679,95.58,389.69,2266574.0,980059.3,336998.2,752.2,10284.0
2025-06-20,138.55,141.32,135.77,7.1772,7.1826,95.49,373.78,2266574.0,121031.9,-340919.9,-83.66,10284.0
2025-06-27,138.56,141.33,135.79,7.1695,7.1744,95.92,387.92,,562551.8,90759.9,446.9,
2025-07-04,138.57,141.34,135.8,7.1627,7.1697,95.36,403.67,2042752.0,-857960.6,266645.1,-794.91,9904.0
2025-07-11,138.58,141.36,135.81,7.1535,7.1781,95.3,407.82,2042752.0,162380.5,-159666.2,-117.06,9904.0
2025-07-18,138.6,141.37,135.83,7.1475,7.1734,95.6,422.91,2042752.0,325933.1,62412.07,274.3,9904.0
2025-07-25,138.61,141.38,135.84,7.1498,7.163,96.14,418.91,,187843.7,213767.8,165.14,
2025-08-01,138.62,141.4,135.85,7.1419,7.2054,95.71,409.28,2610369.0,270579.3,3963.13,262.53,9696.0
2025-08-08,138.64,141.41,135.87,7.1496,7.1774,96.94,420.86,2610369.0,-652419.6,-461578.9,-549.15,9696.0
2025-08-15,138.65,141.42,135.88,7.1382,7.1862,96.04,417.62,2610369.0,-157623.3,195900.2,-77.15,9696.0
2025-08-22,138.66,141.44,135.89,7.1371,7.1874,96.17,424.8,,-77938.23,151846.4,-26.22,
2025-08-29,138.68,141.45,135.9,7.1321,7.1281,96.57,412.26,,182565.2,33597.32,178.84,
2025-09-05,138.69,141.46,135.92,7.103,7.1415,96.57,432.56,2583638.0,-372371.7,156318.7,-303.81,9898.0
2025-09-12,138.7,141.48,135.93,7.1064,7.1069,96.77,436.57,2583638.0,-137436.2,164625.3,-66.6,9898.0
2025-09-19,138.72,141.49,135.94,7.1019,7.1174,96.6,444.34,2583638.0,1435493.0,711667.7,1165.02,9898.0
2025-09-26,138.73,141.51,135.96,7.1128,7.1459,96.36,435.64,,-308043.1,-89468.63,-70.16,
2025-10-03,138.74,141.52,135.97,7.1152,7.118,96.97,421.05,2235852.0,-570723.5,-272432.3,-464.29,10310.0
2025-10-10,138.76,141.53,135.98,7.1055,7.1338,96.77,419.87,2235852.0,3126496.0,-6638.94,2271.36,10310.0
2025-10-17,138.77,141.55,135.99,7.1048,7.1196,97.32,410.08,2235852.0,1059156.0,-491977.3,913.15,10310.0
2025-10-24,138.78,141.56,136.01,7.0949,7.1211,97.08,418.25,,443789.5,-23794.69,347.49,
2025-10-31,138.8,141.57,136.02,7.0928,7.119,97.55,417.4,2573743.0,575575.1,1082561.0,424.58,10264.0
2025-11-07,138.81,141.59,136.03,7.088,7.1151,97.61,408.02,2573743.0,1321169.0,1165996.0,1061.01,10264.0
2025-11-14,138.82,141.6,136.05,7.0836,7.0989,97.96,384.97,2573743.0,-455011.2,163971.9,-272.03,10264.0
2025-11-21,138.84,141.61,136.06,7.0825,7.119,97.83,379.18,,-2357544.0,-655162.0,-1839.89,
2025-11-28,138.85,141.63,136.07,7.0875,7.0771,98.22,400.42,,-2822903.0,411542.0,-2006.56,
2025-12-05,138.86,141.64,136.09,7.0789,7.074,97.92,409.64,2914810.0,-2036874.0,839176.4,-1055.09,9969.0
2025-12-12,138.88,141.65,136.1,7.0749,7.051,97.65,421.72,2914810.0,993377.4,849020.0,586.1,9969.0
2025-12-19,138.89,141.67,136.11,7.0638,7.0378,97.71,428.17,2914810.0,41438.85,1438748.0,161.07,9969.0
2025-12-26,138.9,141.68,136.12,7.055,7.0057,97.88,436.95,,-757252.9,964183.8,-440.4,
2026-01-02,138.92,141.69,136.14,7.0358,6.9966,97.64,439.37,3370440.0,1779048.0,529332.5,1299.83,9873.0
2026-01-09,138.93,141.71,136.15,7.0288,6.9833,97.99,431.77,3370440.0,630930.4,-113813.2,508.98,9873.0
2026-01-16,138.94,141.72,136.16,7.0128,6.9711,98.54,413.77,3370440.0,-1606829.0,1165449.0,-1217.1,9873.0
2026-01-23,138.96,141.74,136.18,7.0078,6.9503,98.79,423.43,,434998.3,511408.1,238.19,
2026-01-30,138.97,141.75,136.19,6.9929,6.9452,98.24,428.05,,143820.2,928967.9,171.8,
2026-02-06,138.98,141.76,136.2,6.9678,6.9502,96.99,457.58,3277908.0,-1972888.0,-30925.76,-1477.86,9507.0
2026-02-13,139.0,141.78,136.22,6.959,6.9069,98.34,486.87,3277908.0,-3323262.0,578178.7,-2222.65,9507.0
2026-02-20,139.01,141.79,136.23,6.9398,6.9069,97.81,471.98,3277908.0,-922032.3,180956.0,-807.43,9507.0
2026-02-27,139.02,141.8,136.24,6.9398,6.8435,97.81,486.01,,-742024.9,1935072.0,-656.01,
2026-03-06,139.04,141.82,136.26,6.9228,6.9089,98.58,409.04,3263802.0,-7052756.0,1104326.0,-4855.6,9678.0
2026-03-13,139.05,141.83,136.27,6.9025,6.8886,99.65,411.27,3263802.0,-1941817.0,-597543.1,-1566.31,9678.0
2026-03-20,139.06,141.84,136.28,6.9007,6.8788,100.15,399.46,3263802.0,-1450151.0,-949955.7,-1022.52,9678.0
2026-03-27,139.08,141.86,136.29,6.8898,6.9089,100.58,403.24,,-1240162.0,456599.0,-668.64,
2026-04-03,139.09,141.87,136.31,6.9141,6.8878,100.6,410.63,2775199.0,-3428600.0,418058.3,-2420.79,13067.0
2026-04-10,139.1,141.88,136.32,6.8929,6.8332,100.84,422.23,2775199.0,803528.8,283864.5,401.7,13067.0
2026-04-17,139.13,141.91,136.34,6.8654,6.8207,100.25,420.91,2775199.0,1064128.0,86835.04,716.35,13067.0
2026-04-24,139.15,141.94,136.37,6.8622,6.8397,99.88,399.14,,-1997433.0,434298.1,-1358.75,
2026-05-01,139.18,141.96,136.4,6.8674,6.8446,100.08,388.3,2368895.0,-1949626.0,1038276.0,-824.47,16870.0
2026-05-08,139.21,141.99,136.42,6.8628,6.8131,100.17,397.2,2368895.0,-1455933.0,508919.8,-1128.49,16870.0
2026-05-15,139.23,142.02,136.45,6.8502,6.798,99.7,399.25,2368895.0,-5296667.0,1516640.0,-3347.17,16870.0
2026-05-22,139.26,142.04,136.47,6.8415,6.7989,100.28,407.44,,-5603950.0,-932540.4,-3469.81,
2026-05-29,139.29,142.07,136.5,6.8373,6.7696,100.47,419.1,,-1922137.0,781547.9,-873.21,
2026-06-05,139.31,142.1,136.53,6.8176,6.7754,100.66,427.0,2346845.0,-1042061.0,1913902.0,-685.13,18675.0
2026-06-12,139.34,142.13,136.55,6.8157,6.7654,101.33,415.82,2346845.0,-2763794.0,-941032.1,-1894.31,18675.0
2026-06-19,139.36,142.15,136.58,6.8109,6.7779,101.49,450.42,2346845.0,2204091.0,1653410.0,1635.47,18675.0
2026-06-26,139.39,142.18,136.6,6.813,6.8016,101.77,456.77,,-355511.3,-199362.3,92.7,
2026-07-03,139.42,142.21,136.63,6.8166,6.7785,102.57,454.59,1841551.0,-4290584.0,-1993528.0,-2567.06,
2026-07-10,139.44,142.23,136.66,6.8047,6.7938,102.65,441.04,1841551.0,-2175020.0,3015332.0,-1435.26,
2026-07-17,139.47,142.26,136.68,6.7989,6.7734,102.35,446.74,1841551.0,-322774.9,1134892.0,-318.91,
2026-07-24,139.5,142.29,136.71,6.7934,6.7824,102.42,428.06,,-1366513.0,-1525847.0,-1120.25,
