date,SGD_NEER_MID,SGD_NEER_UPPER,SGD_NEER_LOWER,CNY_FIX,BBG_CNY_FIX,CFETS_RMB_INDEX,THAI_TOURISM_EQ,THAI_TOURIST_ARRIVALS,KOSPI_FOREIGN_NET,KOSPI_FINANCIAL_NET,KOSPI_KOSDAQ_FOREIGN,INDIA_OIL_IMPORTS
2013-01-04,118.07,120.43,115.71,,,,433.51,,,,,
2013-01-11,118.11,120.48,115.75,6.2897,,,448.0,,56092.03,115301.27,80.75,
2013-01-18,118.16,120.52,115.79,6.2712,,,436.68,,-8970.63,-102964.17,-12.31,
2013-01-25,118.2,120.57,115.84,6.2752,,,447.29,,30848.93,5727.5,42.14,
2013-02-01,118.25,120.61,115.88,6.2805,,,479.54,2318447.0,-488977.66,116177.42,-453.52,
2013-02-08,118.29,120.66,115.93,6.2819,,,504.71,2318447.0,-29709.8,-30713.58,-29.62,
2013-02-15,118.34,120.7,115.97,6.2793,,,528.26,2318447.0,54732.68,-16195.59,72.48,
2013-02-22,118.38,120.75,116.01,6.2793,,,537.45,,-2133.74,83216.72,11.16,
2013-03-01,118.43,120.8,116.06,6.2871,,,552.26,2367257.0,25628.01,237132.05,64.81,
2013-03-08,118.47,120.84,116.1,6.2798,,,565.7,2367257.0,201966.44,241856.58,200.36,
2013-03-15,118.52,120.89,116.15,6.2719,,,587.23,2367257.0,-4205.8,42857.03,42.52,
2013-03-22,118.56,120.93,116.19,6.2723,,,539.3,,-569687.25,-16607.0,-504.51,
2013-03-29,118.61,120.98,116.24,6.2711,,,564.51,,-330248.94,-9267.17,-276.96,
2013-04-05,118.65,121.03,116.28,6.2689,,,515.61,2322200.0,135277.2,-4085.77,127.61,
2013-04-12,118.7,121.07,116.32,6.2609,,,518.76,2322200.0,-680362.06,192440.16,-622.71,
2013-04-19,118.74,121.12,116.37,6.2506,,,550.62,2322200.0,-41816.52,18466.92,-53.79,
2013-04-26,118.79,121.16,116.41,6.2395,,,579.95,,-233789.7,43864.06,-228.74,
2013-05-03,118.83,121.21,116.46,6.2208,,,563.29,2057855.0,-124793.35,11313.33,-59.04,
2013-05-10,118.88,121.25,116.5,6.2152,,,577.07,2057855.0,-37476.16,-12722.69,-5.87,
2013-05-17,118.92,121.3,116.54,6.2016,,,564.31,2057855.0,-158783.45,11433.56,-151.64,
2013-05-24,118.97,121.35,116.59,6.1997,,,566.42,,304697.03,7723.61,291.7,
2013-05-31,119.01,121.39,116.63,6.1867,,,549.7,1943968.0,-85228.48,-26652.98,-53.65,
2013-06-07,119.06,121.44,116.68,6.1796,,,533.07,1943968.0,186744.48,-2489.33,161.11,
2013-06-14,119.1,121.49,116.72,6.162,,,501.04,1943968.0,-928132.06,113275.45,-842.4,
2013-06-21,119.15,121.53,116.77,6.1607,,,469.88,,-370579.28,46271.69,-354.25,
2013-06-28,119.19,121.58,116.81,6.1766,,,496.13,,-800935.69,114568.22,-692.5,
2013-07-05,119.24,121.62,116.85,6.1787,,,495.09,2061782.0,490845.78,-67789.88,414.29,
2013-07-12,119.28,121.67,116.9,6.179,,,475.91,2061782.0,-143770.45,20675.17,-141.73,
2013-07-19,119.33,121.72,116.94,6.1631,,,494.18,2061782.0,140782.19,23691.8,141.09,
2013-07-26,119.37,121.76,116.99,6.1751,,,489.64,,-107157.62,-4487.47,-107.15,
2013-08-02,119.42,121.81,117.03,6.172,,,479.66,2149173.0,208417.17,-6216.33,208.19,
2013-08-09,119.47,121.85,117.08,6.1817,,,502.91,2149173.0,78115.3,-67677.06,85.35,
2013-08-16,119.51,121.9,117.12,6.1668,,,501.51,2149173.0,-50774.59,-31328.83,-52.27,
2013-08-23,119.56,121.95,117.16,6.1666,,,470.32,,218030.78,-14024.69,230.83,
2013-08-30,119.6,121.99,117.21,6.171,,,435.02,,117986.31,-164331.94,153.59,
2013-09-06,119.65,122.04,117.25,6.1709,,,462.05,2355660.0,505421.88,-63332.84,402.38,
2013-09-13,119.69,122.09,117.3,6.1728,,,521.1,2355660.0,499146.03,-28921.05,454.91,
2013-09-20,119.74,122.13,117.34,6.1578,,,543.35,2355660.0,412070.13,87174.42,403.93,
2013-09-27,119.78,122.18,117.39,6.1557,,,540.46,,391257.28,-77201.78,381.92,
2013-10-04,119.83,122.22,117.43,6.1495,,,562.29,1995343.0,222656.39,15287.59,234.25,
2013-10-11,119.87,122.27,117.48,6.148,,,575.62,1995343.0,421403.63,-140508.28,438.94,
2013-10-18,119.92,122.32,117.52,6.1458,,,588.94,1995343.0,280162.81,32555.05,317.54,
2013-10-25,119.96,122.36,117.57,6.1372,,,562.16,,306894.69,40575.94,348.59,
2013-11-01,120.01,122.41,117.61,6.1333,,,550.45,2054548.0,11667.1,-26187.27,3.53,
2013-11-08,120.06,122.46,117.65,6.1452,,,543.26,2054548.0,172558.16,-61890.91,169.18,
2013-11-15,120.1,122.5,117.7,6.1355,,,549.63,2054548.0,-269802.84,-71669.59,-241.86,
2013-11-22,120.15,122.55,117.74,6.1351,,,517.69,,58462.16,-48537.59,37.75,
2013-11-29,120.19,122.6,117.79,6.138,,,518.1,,-26138.75,-12214.61,-8.19,
2013-12-06,120.24,122.64,117.83,6.1325,,,508.81,2378112.0,90316.28,59488.77,86.64,
2013-12-13,120.28,122.69,117.88,6.1232,,,485.09,2378112.0,-81350.1,-12816.36,-67.26,
2013-12-20,120.33,122.74,117.92,6.1148,,,483.19,2378112.0,-270451.13,69808.29,-257.52,
2013-12-27,120.37,122.78,117.97,6.1196,,,433.61,,-16210.86,106578.03,18.91,
2014-01-03,120.42,122.83,118.01,6.105,,,413.05,2542380.0,70113.67,-66149.2,100.7,
2014-01-10,120.47,122.88,118.06,6.1039,,,414.06,2542380.0,-309109.63,-242449.42,-266.95,
2014-01-17,120.51,122.92,118.1,6.1008,,,446.69,2542380.0,-58069.25,-256374.98,-57.82,
2014-01-24,120.56,122.97,118.15,6.1041,,,433.22,,-95677.45,271.57,-75.58,
2014-01-31,120.6,123.02,118.19,6.1035,,,433.35,2282568.0,-145130.63,105159.39,-88.77,
2014-02-07,120.65,123.06,118.24,6.105,,,460.84,2282568.0,21288.72,26332.3,32.86,
2014-02-14,120.7,123.11,118.28,6.1089,,,473.19,2282568.0,161824.28,-41567.11,169.62,
2014-02-21,120.74,123.16,118.33,6.107,,,462.7,,2570.78,-66429.68,8.17,
2014-02-28,120.79,123.2,118.37,6.1176,,,472.16,2075304.0,315470.09,-53167.14,312.71,
2014-03-07,120.83,123.25,118.42,6.1214,,,487.8,2075304.0,233814.84,-91670.66,248.23,
2014-03-14,120.88,123.3,118.46,6.1201,,,516.16,2075304.0,200010.92,-27789.8,211.85,
2014-03-21,120.92,123.34,118.51,6.1346,,,477.28,,-476413.34,23452.78,-463.43,
2014-03-28,120.97,123.39,118.55,6.1475,,,476.27,,-66880.1,-43791.09,-42.68,
2014-04-04,121.02,123.44,118.6,6.149,,,486.78,2018008.0,233576.64,-40023.5,211.59,
2014-04-11,121.06,123.48,118.64,6.1557,,,478.4,2018008.0,114031.24,39287.48,134.39,
2014-04-18,121.11,123.53,118.69,6.1495,,,484.5,2018008.0,118996.05,-133400.19,110.66,
2014-04-25,121.15,123.58,118.73,6.1586,,,490.41,,116458.36,86438.77,168.09,
2014-05-02,121.2,123.62,118.78,6.1576,,,491.86,1934841.0,36583.16,-16589.86,29.51,
2014-05-09,121.25,123.67,118.82,6.158,,,475.36,1934841.0,-151580.27,-87293.38,-164.95,
2014-05-16,121.29,123.72,118.87,6.1581,,,492.98,1934841.0,-56838.15,-19813.41,-65.76,
2014-05-23,121.34,123.76,118.91,6.1628,,,505.84,,480137.34,-66968.92,458.03,
2014-05-30,121.38,123.81,118.96,6.1681,,,503.68,,132091.16,89799.55,150.43,
2014-06-06,121.43,123.86,119.0,6.1695,,,520.14,1670860.0,29329.49,23441.95,21.55,
2014-06-13,121.48,123.91,119.05,6.1623,,,545.25,1670860.0,64898.12,-167604.39,65.95,
2014-06-20,121.52,123.95,119.09,6.1503,,,543.93,1670860.0,-255132.58,-46944.19,-271.92,
2014-06-27,121.57,124.0,119.14,6.1524,,,548.67,,-91740.24,127113.66,-76.88,
2014-07-04,121.61,124.05,119.18,6.1543,,,558.4,1491300.0,309032.47,48678.34,300.68,
2014-07-11,121.66,124.09,119.23,6.1642,,,563.79,1491300.0,33504.11,64280.92,12.57,
2014-07-18,121.71,124.14,119.27,6.1469,,,573.52,1491300.0,66858.27,-33443.7,206.83,
2014-07-25,121.75,124.19,119.32,6.1568,,,583.35,,121224.37,-24445.86,115.7,
2014-08-01,121.8,124.23,119.36,6.1597,,,542.27,1896098.0,50305.16,35658.22,75.63,
2014-08-08,121.85,124.28,119.41,6.1681,,,548.21,1896098.0,-65038.3,311678.44,-41.28,
2014-08-15,121.89,124.33,119.45,6.1562,,,554.69,1896098.0,-208329.81,4022.53,-224.69,
2014-08-22,121.94,124.38,119.5,6.1538,,,563.67,,192967.58,-46764.05,220.31,
2014-08-29,121.98,124.42,119.54,6.1617,,,574.29,,105263.59,-34920.52,97.47,
2014-09-05,122.03,124.47,119.59,6.1647,,,590.39,2084839.0,154987.02,-135904.38,154.7,
2014-09-12,122.08,124.52,119.63,6.1707,,,588.86,2084839.0,51092.5,-71282.03,105.67,
2014-09-19,122.12,124.57,119.68,6.1468,,,597.33,2084839.0,-58509.97,-54349.86,-107.67,
2014-09-26,122.17,124.61,119.73,6.1455,,,608.67,,-241579.23,178788.94,-217.64,
2014-10-03,122.22,124.66,119.77,6.1508,,,595.23,1869491.0,-23356.1,-2955.8,-0.61,
2014-10-10,122.26,124.71,119.82,6.1525,,,587.78,1869491.0,-386228.84,-12075.11,-330.32,
2014-10-17,122.31,124.75,119.86,6.147,,,577.1,1869491.0,-186648.11,34405.8,-210.89,
2014-10-24,122.35,124.8,119.91,6.1407,,,585.58,,-309506.06,219660.75,-288.89,
2014-10-31,122.4,124.85,119.95,6.1467,,,598.09,2207775.0,355580.91,93372.88,307.91,
2014-11-07,122.45,124.9,120.0,6.1461,,,577.04,2207775.0,278430.03,-212118.94,279.06,
2014-11-14,122.49,124.94,120.04,6.1602,,,562.36,2207775.0,-97393.66,53857.61,-55.38,
2014-11-21,122.54,124.99,120.09,6.1399,,,571.36,,-241200.77,14219.98,-236.09,
2014-11-28,122.59,125.04,120.14,6.1387,,,568.53,,58077.99,24048.94,73.63,
2014-12-05,122.63,125.09,120.18,6.1345,,,575.59,2425123.0,52420.84,-47292.17,47.96,
2014-12-12,122.68,125.13,120.23,6.1373,,,551.5,2425123.0,230381.97,14175.45,238.26,
2014-12-19,122.73,125.18,120.27,6.1184,,,541.81,2425123.0,-248816.22,28760.66,-223.51,
2014-12-26,122.77,125.23,120.32,6.1205,,,533.38,,-2395.29,-7529.5,34.17,
2015-01-02,122.82,125.28,120.36,6.1186,,,524.3,2853476.0,65827.28,72308.98,65.23,
2015-01-09,122.87,125.32,120.41,6.119,,,535.98,2853476.0,28573.9,-197493.39,30.36,
2015-01-16,122.91,125.37,120.45,6.1296,,,528.78,2853476.0,159152.45,-32916.83,166.25,
2015-01-23,122.96,125.42,120.5,6.1188,,,550.71,,-300057.03,-34436.41,-320.96,
2015-01-30,122.99,125.45,120.53,6.1342,,,549.1,,98688.07,11196.94,124.44,
2015-02-06,123.02,125.48,120.56,6.137,,,547.58,2610141.0,-95133.8,133860.61,-95.88,
2015-02-13,123.04,125.5,120.58,6.1261,,,542.73,2610141.0,429707.13,32020.06,378.28,
2015-02-20,123.06,125.52,120.6,6.1288,,,532.92,2610141.0,173501.84,-5220.78,168.72,
2015-02-27,123.09,125.55,120.62,6.133,,,536.18,,-25566.02,-13779.16,-16.99,
2015-03-06,123.11,125.57,120.65,6.1475,,,521.71,2663650.0,83799.62,-152225.39,116.8,
2015-03-13,123.13,125.6,120.67,6.1533,,,524.89,2663650.0,282767.78,-123650.3,268.78,
2015-03-20,123.16,125.62,120.69,6.1588,,,524.79,2663650.0,105034.48,-123.45,92.98,
2015-03-27,123.18,125.64,120.72,6.1496,,,531.26,,218695.28,52517.39,261.74,
2015-04-03,123.2,125.67,120.74,6.1397,,,549.31,2555362.0,-80000.97,144063.59,-144.28,
2015-04-10,123.23,125.69,120.76,6.1348,,,546.56,2555362.0,43224.53,4935.69,77.74,
2015-04-17,123.25,125.72,120.79,6.137,,,555.48,2555362.0,287934.31,7150.81,243.53,
2015-04-24,123.27,125.74,120.81,6.1267,,,549.14,,281633.75,-15103.08,177.05,
2015-05-01,123.3,125.76,120.83,6.1241,,,543.98,2407458.0,533889.75,17084.09,506.19,
2015-05-08,123.32,125.79,120.85,6.1137,,,535.31,2407458.0,71646.63,-25071.45,-3.76,
2015-05-15,123.34,125.81,120.88,6.1147,,,552.82,2407458.0,-23946.79,-9459.94,-3.97,
2015-05-22,123.37,125.84,120.9,6.1085,,,572.97,,479364.59,-153505.09,465.91,
2015-05-29,123.39,125.86,120.92,6.1131,,,569.38,,294522.69,4732.28,261.76,
2015-06-05,123.42,125.88,120.95,6.1196,,,579.64,2301696.0,255106.22,-69354.64,234.55,
2015-06-12,123.44,125.91,120.97,6.1181,,,587.23,2301696.0,109354.03,-103433.2,79.27,
2015-06-19,123.46,125.93,120.99,6.1167,,,558.25,2301696.0,-82642.81,-9116.34,-85.09,
2015-06-26,123.49,125.96,121.02,6.1104,,,581.71,,-284153.56,-39254.59,-277.48,
2015-07-03,123.51,125.98,121.04,6.1137,,,575.39,2269561.0,59021.19,-41569.95,23.84,
2015-07-10,123.53,126.0,121.06,6.116,,,574.76,2269561.0,-11857.32,19914.13,-18.82,
2015-07-17,123.56,126.03,121.09,6.1153,,,566.52,2269561.0,-71405.16,-31224.14,-79.62,
2015-07-24,123.58,126.05,121.11,6.1192,,,555.34,,-75515.66,-53493.63,-103.47,
2015-07-31,123.6,126.08,121.13,6.1169,,,562.62,2657993.0,-258500.31,-28501.17,-212.55,
2015-08-07,123.63,126.1,121.15,6.1172,,,571.56,2657993.0,166836.78,-51073.39,209.05,
2015-08-14,123.65,126.12,121.18,6.1174,,,559.79,2657993.0,-30748.84,-23361.52,-49.7,
2015-08-21,123.67,126.15,121.2,6.3975,,,527.33,,-216795.38,49799.05,-144.66,
2015-08-28,123.7,126.17,121.22,6.3864,,,521.53,,-446330.28,267348.81,-307.5,
2015-09-04,123.72,126.2,121.25,6.3986,,,541.0,2589652.0,-38304.27,-159829.91,-48.19,
2015-09-11,123.74,126.22,121.27,6.3619,,,547.93,2589652.0,-23104.55,-75334.42,-81.23,
2015-09-18,123.77,126.24,121.29,6.3719,,,552.5,2589652.0,-56690.84,-28788.67,-80.3,
2015-09-25,123.79,126.27,121.32,6.3607,,,562.86,,170276.75,13490.72,231.09,
2015-10-02,123.82,126.29,121.34,6.3785,,,558.95,2044658.0,-300218.0,116839.5,-276.64,
2015-10-09,123.84,126.32,121.36,6.3613,,,577.23,2044658.0,-128047.06,-29981.16,-80.61,
2015-10-16,123.86,126.33,121.38,6.3493,,,579.68,2044658.0,188523.72,176397.63,142.36,
2015-10-23,123.87,126.34,121.39,6.3436,,,573.46,,-215470.94,117045.39,-211.95,
2015-10-30,123.88,126.36,121.4,6.3595,,,570.64,,112341.51,136590.5,115.93,
2015-11-06,123.89,126.37,121.41,6.3495,,,584.74,2245841.0,-27688.88,4052.56,-44.61,
2015-11-13,123.9,126.38,121.43,6.3459,,,596.55,2245841.0,-51348.69,-16745.16,-59.82,
2015-11-20,123.91,126.39,121.44,6.3655,,,626.27,2245841.0,-210223.91,-35245.39,-177.95,
2015-11-27,123.93,126.41,121.45,6.378,,,611.6,,-178394.63,25614.88,-135.22,
2015-12-04,123.94,126.42,121.46,6.3915,,,615.26,2549455.0,-30038.0,6470.52,-29.86,
2015-12-11,123.95,126.43,121.47,6.3851,,102.93,621.11,2549455.0,-363429.97,-41711.02,-337.57,
2015-12-18,123.96,126.44,121.48,6.4358,,101.45,617.09,2549455.0,-230604.59,43592.38,-192.43,
2015-12-25,123.97,126.45,121.49,6.4814,,101.52,626.38,,-142014.81,81051.8,-93.72,
2016-01-01,123.99,126.47,121.51,6.4713,,100.87,621.85,3024291.0,-7119.47,302287.84,22.73,
2016-01-08,124.0,126.48,121.52,6.4936,,100.94,605.42,3024291.0,-36511.5,-289691.94,-45.91,
2016-01-15,124.01,126.49,121.53,6.5636,,99.96,585.04,3024291.0,-150044.03,55249.91,-104.88,
2016-01-22,124.02,126.5,121.54,6.5637,,100.39,591.09,,-216828.81,-32338.52,-194.79,
2016-01-29,124.03,126.51,121.55,6.5572,,100.84,579.09,,-157705.91,170247.3,-159.58,
2016-02-05,124.05,126.53,121.56,6.5516,,100.15,587.35,2996442.0,174967.64,-26248.86,161.37,
2016-02-12,124.06,126.54,121.58,6.5314,,99.23,571.53,2996442.0,-1399.33,481727.84,-8.86,
2016-02-19,124.07,126.55,121.59,6.5314,,99.23,570.46,2996442.0,-301703.31,250234.16,-316.18,
2016-02-26,124.08,126.56,121.6,6.5186,,99.44,580.83,,166867.92,-48273.81,123.09,
2016-03-04,124.09,126.57,121.61,6.5338,,99.29,581.77,3080535.0,242418.52,99927.0,211.24,
2016-03-11,124.1,126.59,121.62,6.5284,,99.16,601.09,3080535.0,159781.11,26679.05,166.95,
2016-03-18,124.12,126.6,121.63,6.4905,,98.82,606.4,3080535.0,147513.67,3007.78,119.72,
2016-03-25,124.13,126.61,121.65,6.4628,,98.05,612.08,,278254.66,-193299.64,314.33,
2016-04-01,124.14,126.62,121.66,6.5223,,98.16,621.61,2927226.0,-42417.35,108831.45,-39.43,
2016-04-08,124.15,126.64,121.67,6.4585,,98.01,602.27,2927226.0,-210577.34,176350.44,-126.22,
2016-04-15,124.16,126.64,121.68,6.4733,,97.64,612.12,2927226.0,165081.31,-248652.08,155.67,
2016-04-22,124.16,126.64,121.68,6.4908,,97.38,612.67,,102801.3,305281.06,122.56,
2016-04-29,124.16,126.64,121.68,6.4898,,97.22,586.19,,155055.14,-17443.31,125.23,
2016-05-06,124.16,126.64,121.68,6.4589,,97.12,591.37,2643251.0,63853.26,-133583.31,37.15,
2016-05-13,124.16,126.64,121.68,6.5202,,96.61,590.16,2643251.0,171909.44,-461164.44,123.16,
2016-05-20,124.16,126.64,121.68,6.5246,,96.98,571.9,2643251.0,-143724.59,-12460.91,-135.56,
2016-05-27,124.16,126.64,121.68,6.551,,97.35,581.63,,-127660.77,149749.16,-74.67,
2016-06-03,124.16,126.64,121.68,6.549,,97.2,598.78,2476505.0,151364.34,-25455.64,128.96,
2016-06-10,124.16,126.64,121.68,6.5793,,97.0,593.99,2476505.0,-129592.84,246263.88,-127.77,
2016-06-17,124.16,126.64,121.68,6.5593,,96.01,586.33,2476505.0,-27577.01,443803.94,-9.32,
2016-06-24,124.16,126.64,121.68,6.5795,,95.82,576.05,,-102242.68,77877.45,-61.2,
2016-07-01,124.16,126.64,121.68,6.5776,,95.29,588.41,2433255.0,-146728.81,-210593.81,-50.46,
2016-07-08,124.16,126.64,121.68,6.6496,,94.88,586.2,2433255.0,251728.39,-110124.8,249.09,
2016-07-15,124.16,126.64,121.68,6.6853,,94.25,599.61,2433255.0,40668.83,-114880.41,-13.17,
2016-07-22,124.16,126.64,121.68,6.6805,,94.38,616.53,,490250.31,-109211.47,418.54,
2016-07-29,124.16,126.64,121.68,6.6669,,95.2,631.18,,71958.56,89442.98,73.55,
2016-08-05,124.16,126.64,121.68,6.6511,,95.34,640.88,2946286.0,211485.02,-191835.2,210.52,
2016-08-12,124.16,126.64,121.68,6.6406,,94.72,642.27,2946286.0,246951.64,-54981.91,196.02,
2016-08-19,124.16,126.64,121.68,6.6543,,94.49,638.23,2946286.0,57769.51,245343.23,64.37,
2016-08-26,124.16,126.64,121.68,6.6211,,94.11,631.4,,218618.05,-369408.94,210.67,
2016-09-02,124.16,126.64,121.68,6.6488,,94.06,618.17,2883594.0,-384143.47,147249.61,-353.16,
2016-09-09,124.16,126.64,121.68,6.6727,,94.53,592.87,2883594.0,216169.34,-240886.83,204.64,
2016-09-16,124.16,126.64,121.68,6.6684,,94.04,611.4,2883594.0,-50270.63,-110066.22,3.31,
2016-09-23,124.16,126.64,121.68,6.6895,,94.28,603.05,,247582.41,-678764.0,281.1,
2016-09-30,124.16,126.64,121.68,6.667,,94.11,595.45,2416821.0,-45998.2,180982.23,-2.94,
2016-10-07,124.16,126.64,121.68,6.6778,,94.07,599.83,2416821.0,-155815.38,48668.38,-175.41,
2016-10-14,124.16,126.64,121.68,6.6778,,94.07,582.28,2416821.0,38529.68,-86480.94,13.42,
2016-10-21,124.16,126.64,121.68,6.7157,,94.64,597.97,,32751.98,-19509.02,33.51,
2016-10-28,124.16,126.64,121.68,6.7558,,94.3,593.22,,43997.53,-12196.77,34.3,
2016-11-04,124.16,126.64,121.68,6.7858,,94.15,582.66,2252775.0,-33853.09,-50484.78,-86.83,
2016-11-11,124.16,126.64,121.68,6.7514,,93.78,588.11,2252775.0,-191504.5,61604.06,-187.51,
2016-11-18,124.16,126.64,121.68,6.8115,,94.33,573.99,2252775.0,-449541.41,255447.55,-410.91,
2016-11-25,124.16,126.64,121.68,6.8796,,94.54,589.71,,60960.96,-238965.89,-5.5,
2016-12-02,124.16,126.64,121.68,6.9168,,94.67,599.44,2452457.0,18547.81,118255.59,52.93,
2016-12-09,124.16,126.64,121.68,6.8794,,94.91,589.98,2452457.0,-2037.77,-61164.75,-18.93,
2016-12-16,124.16,126.64,121.68,6.8972,,94.68,591.63,2452457.0,55868.18,99445.23,69.83,
2016-12-23,124.16,126.64,121.68,6.9508,,94.99,586.24,,67776.05,-172022.3,37.25,
2016-12-30,124.16,126.64,121.68,6.9463,,95.09,600.06,,-97681.2,262544.59,-46.99,
2017-01-06,124.16,126.64,121.68,6.937,,94.83,588.92,3060736.0,128419.43,-401296.44,114.16,
2017-01-13,124.16,126.64,121.68,6.8668,,95.25,588.39,3060736.0,168637.33,-95920.84,132.33,
2017-01-20,124.16,126.64,121.68,6.8909,,94.78,594.93,3060736.0,-106577.27,333196.84,-107.53,
2017-01-27,124.16,126.64,121.68,6.8693,,94.87,601.46,,-46543.9,124013.67,-61.42,
2017-02-03,124.16,126.64,121.68,6.8588,,94.22,595.07,3197053.0,363961.72,-269975.78,354.22,
2017-02-10,124.16,126.64,121.68,6.8556,,94.03,593.4,3197053.0,-108691.72,99299.28,-85.95,
2017-02-17,124.16,126.64,121.68,6.8819,,94.03,594.02,3197053.0,-107407.31,317863.94,-98.07,
2017-02-24,124.16,126.64,121.68,6.8456,,94.21,585.23,,289436.66,78960.53,257.39,
2017-03-03,124.16,126.64,121.68,6.8655,,93.84,582.81,2989171.0,-5151.66,302865.78,15.3,
2017-03-10,124.16,126.64,121.68,6.8896,,94.28,572.85,2989171.0,-32364.29,-68147.59,-18.18,
2017-03-17,124.16,126.64,121.68,6.9123,,94.23,577.6,2989171.0,158858.06,-272333.25,153.77,
2017-03-24,124.16,126.64,121.68,6.8873,,93.32,578.49,,250351.67,-129418.05,221.17,
2017-03-31,124.16,126.64,121.68,6.8845,,92.91,583.28,3007833.0,-90491.16,285975.16,-78.82,
2017-04-07,124.16,126.64,121.68,6.8993,,92.93,583.62,3007833.0,26490.71,48666.5,45.77,
2017-04-14,124.16,126.64,121.68,6.8949,,93.22,586.16,3007833.0,-79080.0,19709.33,-67.83,
2017-04-21,124.16,126.64,121.68,6.874,,93.18,583.38,,-75502.05,18251.83,-75.26,
2017-04-28,124.16,126.64,121.68,6.8823,,92.98,580.16,,234216.33,-68642.22,211.57,
2017-05-05,124.16,126.64,121.68,6.8931,,92.78,581.86,2827560.0,-16238.49,-126046.94,-16.87,6676.0
2017-05-12,124.16,126.64,121.68,6.8884,,93.0,571.39,2827560.0,361183.72,-52654.41,403.11,6676.0
2017-05-19,124.16,126.64,121.68,6.8948,,93.06,573.25,2827560.0,-303762.72,87355.0,-302.46,6676.0
2017-05-26,124.16,126.64,121.68,6.8786,,92.49,584.26,,40061.68,100355.22,88.71,
2017-06-02,124.16,126.64,121.68,6.8698,,92.26,581.55,2590533.0,120821.87,54857.69,141.03,6307.0
2017-06-09,124.16,126.64,121.68,6.807,,93.16,593.49,2590533.0,447498.47,-80320.94,369.79,6307.0
2017-06-16,124.16,126.64,121.68,6.7971,,93.09,597.5,2590533.0,152538.47,6473.84,136.76,6307.0
2017-06-23,124.16,126.64,121.68,6.7995,,93.24,609.04,,-162894.61,165744.25,-116.07,
2017-06-30,124.16,126.64,121.68,6.8238,,93.22,607.19,2711490.0,166412.1,153872.2,181.85,5821.0
2017-07-07,124.16,126.64,121.68,6.7744,,93.29,631.85,2711490.0,-38509.18,-90688.38,-37.01,5821.0
2017-07-14,124.16,126.64,121.68,6.7914,,93.52,630.42,2711490.0,276551.8,104133.1,239.35,5821.0
2017-07-21,124.16,126.64,121.68,6.7774,,93.34,630.23,,198885.5,126002.8,196.76,
2017-07-28,124.16,126.64,121.68,6.7415,,92.91,634.12,,288418.3,76266.56,241.88,
2017-08-04,124.16,126.64,121.68,6.7373,,92.74,636.82,3088042.0,-559892.8,517463.0,-580.64,5790.0
2017-08-11,124.16,126.64,121.68,6.7132,,92.86,630.03,3088042.0,-163721.11,84572.44,-174.3,5790.0
2017-08-18,124.16,126.64,121.68,6.6642,,94.03,629.86,3088042.0,-586192.63,574773.94,-523.19,5790.0
2017-08-25,124.16,126.64,121.68,6.6744,,93.82,627.43,,6174.7,2825.39,36.59,
2017-09-01,124.16,126.64,121.68,6.6579,,93.76,637.53,3133411.0,-25917.37,178362.17,15.16,6381.0
2017-09-08,124.16,126.64,121.68,6.5909,,94.42,628.44,3133411.0,76343.78,-101300.77,92.37,6381.0
2017-09-15,124.16,126.64,121.68,6.5032,,95.16,650.27,3133411.0,13869.53,-7533.77,-15.77,6381.0
2017-09-22,124.16,126.64,121.68,6.5423,,94.86,663.46,,-88073.53,-31979.88,-42.64,
2017-09-29,124.16,126.64,121.68,6.5861,,94.54,678.83,,25446.18,-97198.38,27.73,
2017-10-06,124.16,126.64,121.68,6.6369,,94.34,680.52,2600279.0,30949.27,-19299.45,65.81,6595.0
2017-10-13,124.16,126.64,121.68,6.6369,,94.34,688.18,2600279.0,30949.27,-19299.45,65.81,6595.0
2017-10-20,124.16,126.64,121.68,6.5866,,95.0,674.8,2600279.0,-35806.54,198453.34,-11.54,6595.0
2017-10-27,124.16,126.64,121.68,6.6092,,94.64,696.82,,161548.75,-15835.38,130.11,
2017-11-03,124.16,126.64,121.68,6.6473,,95.02,711.26,2725943.0,96473.73,6686.28,73.17,7511.0
2017-11-10,124.16,126.64,121.68,6.6072,,95.34,698.55,2725943.0,-147616.03,370700.25,-209.43,7511.0
2017-11-17,124.16,126.64,121.68,6.6282,,95.05,725.89,2725943.0,-188940.05,39071.05,-128.01,7511.0
2017-11-24,124.16,126.64,121.68,6.6277,,94.7,754.42,,548883.69,-102902.61,553.94,
2017-12-01,124.16,126.64,121.68,6.581,,94.67,771.87,3039567.0,-110522.01,43704.03,-161.57,8156.0
2017-12-08,124.16,126.64,121.68,6.6067,,94.38,792.66,3039567.0,-193913.44,30792.97,-132.66,8156.0
2017-12-15,124.16,126.64,121.68,6.6218,,94.59,767.99,3039567.0,-104194.52,126264.84,-170.51,8156.0
2017-12-22,124.16,126.64,121.68,6.6113,,94.45,758.26,,-202079.84,295181.22,-135.28,
2017-12-29,124.16,126.64,121.68,6.5821,,94.66,802.27,,131251.02,259760.19,327.56,
2018-01-05,124.16,126.64,121.68,6.5342,,94.85,770.83,3571662.0,179759.36,-39885.56,132.03,8527.0
2018-01-12,124.16,126.64,121.68,6.4915,,94.9,758.22,3571662.0,245723.31,-118871.81,406.39,8527.0
2018-01-19,124.16,126.64,121.68,6.4932,,94.75,747.4,3571662.0,-117585.72,95895.72,-91.39,8527.0
