date,USD,JPY,CAD,EUR,BRL,CLP,PLN,HUF,MXN,CNH,INR,IDR,MYR,PHP,SGD,KRW,THB,TWD
2017-02-10,-13.98,-20.71,3.93,-5.66,0.55,21.93,-5.23,-3.99,11.39,-14.94,-31.51,-7.21,-6.39,-13.43,-4.43,-21.55,-16.25,-9.48
2017-02-17,-14.0,-20.2,3.99,-5.53,0.97,21.15,-5.19,-3.81,11.41,-14.79,-31.2,-7.71,-6.79,-12.94,-4.28,-21.17,-16.18,-9.46
2017-02-24,-14.03,-19.86,4.05,-5.45,0.48,21.07,-5.12,-3.65,11.57,-14.62,-31.31,-8.07,-7.12,-12.82,-4.21,-20.95,-16.3,-9.52
2017-03-03,-14.09,-19.65,3.71,-5.4,0.61,21.21,-5.18,-3.64,11.57,-14.41,-31.29,-8.21,-6.9,-12.74,-3.99,-20.82,-16.27,-9.52
2017-03-10,-13.76,-19.14,2.48,-5.13,-0.76,20.15,-4.99,-3.68,11.05,-13.47,-29.89,-8.06,-6.38,-12.72,-3.5,-20.09,-15.91,-8.98
2017-03-17,-13.76,-19.23,3.16,-5.19,0.24,21.92,-5.01,-3.67,11.16,-14.03,-30.24,-7.94,-6.54,-12.51,-3.53,-20.33,-15.96,-9.09
2017-03-24,-13.71,-19.14,2.91,-5.12,-1.47,20.83,-4.95,-3.77,11.02,-13.26,-29.88,-8.07,-6.13,-12.44,-3.47,-20.02,-16.11,-8.91
2017-03-31,-13.9,-19.78,3.82,-5.33,-2.82,20.53,-5.12,-3.93,11.07,-13.43,-30.25,-8.54,-6.18,-12.73,-3.95,-20.5,-16.51,-9.01
2017-04-07,-14.0,-20.59,4.75,-5.53,-3.54,20.09,-5.18,-4.07,11.14,-13.65,-30.96,-7.64,-6.0,-12.87,-4.25,-21.06,-16.57,-9.18
2017-04-14,-14.07,-20.69,4.97,-5.58,-4.12,18.75,-5.24,-4.06,11.3,-13.35,-31.32,-8.56,-6.06,-12.88,-4.37,-21.14,-17.01,-9.16
2017-04-21,-13.79,-19.59,3.83,-5.19,-4.27,18.99,-4.9,-3.78,11.11,-12.64,-30.48,-8.22,-6.2,-12.48,-3.68,-20.12,-16.45,-8.78
2017-04-28,-13.92,-19.56,4.01,-5.19,-3.92,19.98,-4.97,-3.88,11.18,-12.59,-30.97,-7.76,-6.04,-12.43,-3.52,-20.3,-16.81,-8.73
2017-05-05,-13.7,-19.03,3.06,-4.92,-4.85,18.93,-4.7,-3.7,10.91,-11.71,-29.59,-7.45,-5.85,-12.43,-3.07,-19.42,-16.01,-8.38
2017-05-12,-13.76,-19.82,3.3,-5.21,-5.55,18.07,-4.92,-3.97,10.85,-11.94,-29.85,-7.57,-5.47,-12.63,-3.47,-20.02,-16.31,-8.48
2017-05-19,-13.9,-19.9,3.91,-5.36,-5.11,18.63,-5.13,-4.06,10.91,-12.47,-30.52,-7.64,-6.05,-12.87,-3.87,-20.49,-16.57,-8.82
2017-05-26,-13.86,-19.62,3.67,-5.22,-6.6,18.53,-4.96,-3.93,10.96,-11.89,-30.42,-7.14,-5.93,-12.67,-3.7,-20.1,-16.52,-7.35
2017-06-02,-13.75,-18.34,2.85,-4.78,-6.92,19.08,-4.66,-3.5,11.01,-11.16,-29.63,-7.33,-6.41,-12.37,-3.24,-19.05,-16.33,-7.02
2017-06-09,-13.64,-18.46,2.53,-4.7,-6.53,20.67,-4.43,-3.35,11.04,-10.98,-29.54,-7.13,-6.42,-12.19,-2.95,-18.99,-16.2,-6.88
2017-06-16,-13.58,-18.38,2.35,-4.62,-6.91,19.81,-4.35,-3.25,11.06,-10.94,-29.6,-6.41,-6.18,-12.14,-2.72,-18.82,-15.72,-6.7
2017-06-23,-13.52,-17.86,1.83,-4.37,-7.65,21.47,-4.06,-3.09,11.14,-10.6,-29.15,-6.32,-6.35,-11.83,-2.4,-18.26,-15.52,-6.54
2017-06-30,-13.51,-18.92,3.15,-4.76,-6.14,22.08,-4.29,-3.26,11.1,-11.83,-29.7,-6.77,-6.31,-12.31,-2.91,-19.36,-15.93,-7.07
2017-07-07,-13.26,-18.32,2.54,-4.49,-5.07,21.3,-4.08,-2.97,10.91,-11.56,-28.72,-6.83,-6.72,-12.48,-2.56,-18.75,-15.4,-6.89
2017-07-14,-13.49,-19.01,3.51,-4.79,-4.94,21.99,-4.28,-3.23,11.08,-12.24,-29.72,-6.82,-6.44,-12.44,-2.98,-19.52,-15.99,-7.15
2017-07-21,-13.35,-18.78,3.14,-4.73,-4.24,22.66,-4.28,-3.28,10.91,-12.28,-29.67,-6.38,-6.65,-12.31,-2.92,-19.33,-15.81,-7.19
2017-07-28,-13.57,-19.31,4.08,-5.07,-4.22,24.63,-4.61,-3.52,11.07,-13.11,-30.39,-6.98,-6.8,-12.52,-3.54,-20.14,-16.45,-7.73
2017-08-04,-13.7,-18.76,3.87,-4.97,-3.8,25.07,-4.71,-3.49,11.07,-13.2,-30.21,-7.19,-7.22,-12.58,-3.49,-19.96,-16.5,-7.96
2017-08-11,-13.81,-19.36,3.9,-5.13,-4.22,25.68,-4.83,-3.74,11.13,-13.16,-31.49,-5.44,-6.63,-12.21,-3.39,-20.5,-17.01,-8.01
2017-08-18,-13.8,-19.24,3.88,-5.08,-4.17,26.35,-4.8,-3.75,11.17,-13.33,-31.48,-5.6,-6.97,-12.12,-3.38,-20.47,-16.94,-8.06
2017-08-25,-13.73,-19.22,3.85,-5.04,-3.99,27.79,-4.69,-3.78,11.1,-13.36,-31.31,-4.97,-6.95,-12.0,-3.34,-20.37,-16.72,-8.06
2017-09-01,-13.34,-19.67,3.18,-5.15,-4.28,28.32,-4.7,-4.05,10.45,-13.64,-30.35,-5.96,-7.1,-12.19,-3.73,-20.41,-17.01,-8.39
2017-09-08,-13.58,-19.05,3.49,-5.08,-3.66,27.51,-4.88,-3.94,10.79,-13.39,-31.21,-5.34,-7.26,-12.07,-3.62,-20.3,-17.07,-8.59
2017-09-15,-13.89,-20.01,3.84,-5.41,-3.74,25.54,-5.07,-4.16,10.99,-13.57,-32.2,-4.25,-6.61,-12.55,-3.95,-21.23,-17.63,-8.88
2017-09-22,-13.98,-19.75,4.05,-5.37,-4.83,24.91,-5.11,-4.15,11.01,-13.02,-31.95,-4.76,-6.68,-12.8,-4.0,-21.05,-17.9,-9.13
2017-09-29,-14.14,-19.69,4.33,-5.4,-5.25,25.3,-5.18,-4.09,11.25,-13.06,-32.2,-5.4,-6.61,-12.73,-4.0,-21.12,-18.08,-9.37
2017-10-06,-14.03,-19.14,3.79,-5.18,-4.69,27.2,-5.02,-3.98,11.2,-12.93,-31.61,-5.4,-6.85,-12.54,-3.7,-20.6,-17.68,-9.44
2017-10-13,-14.03,-20.38,4.63,-5.57,-4.81,28.46,-5.14,-4.32,11.2,-13.57,-32.64,-4.48,-6.42,-12.46,-4.12,-21.62,-18.29,-9.58
2017-10-20,-14.07,-20.32,4.51,-5.56,-5.31,28.87,-5.17,-4.33,11.11,-13.5,-32.36,-4.74,-6.53,-12.6,-4.18,-21.53,-18.36,-9.66
2017-10-27,-14.2,-20.27,4.8,-5.64,-5.33,27.61,-5.33,-4.32,11.18,-13.6,-32.46,-5.28,-6.73,-12.95,-4.47,-21.67,-18.49,-10.01
2017-11-03,-14.24,-20.73,5.03,-5.83,-5.29,27.6,-5.44,-4.44,11.16,-14.07,-32.7,-5.54,-6.82,-13.09,-4.77,-22.14,-18.9,-10.38
2017-11-10,-14.29,-21.79,5.42,-6.16,-4.99,26.52,-5.6,-4.68,11.2,-14.54,-33.41,-5.38,-6.23,-13.29,-5.05,-22.98,-19.31,-10.76
2017-11-17,-14.35,-21.16,4.91,-6.02,-4.61,26.75,-5.6,-4.55,11.37,-14.24,-33.19,-6.17,-6.41,-13.08,-4.92,-22.58,-19.04,-10.61
2017-11-24,-14.44,-20.8,4.96,-6.01,-3.48,28.39,-5.7,-4.44,11.54,-14.85,-33.3,-6.77,-7.19,-13.18,-5.03,-22.71,-19.05,-10.79
2017-12-01,-14.43,-21.2,4.92,-6.09,-3.39,27.27,-5.74,-4.5,11.54,-15.01,-33.55,-6.4,-6.8,-13.25,-5.0,-22.98,-19.04,-10.86
2017-12-08,-14.47,-20.16,3.56,-5.78,-4.01,25.48,-5.66,-4.21,11.58,-14.37,-33.04,-6.69,-7.33,-13.31,-4.72,-22.17,-18.69,-10.69
2017-12-15,-14.52,-19.9,2.25,-5.7,-4.07,28.24,-5.54,-4.15,11.76,-14.47,-33.44,-6.05,-7.73,-13.03,-4.58,-22.15,-18.74,-10.97
2017-12-22,-14.5,-20.38,2.7,-5.87,-3.6,29.69,-5.65,-4.3,11.61,-15.08,-33.48,-6.75,-7.91,-13.11,-4.9,-22.6,-18.96,-11.38
2017-12-29,-14.59,-21.58,3.63,-6.28,-3.55,30.09,-5.86,-4.7,11.62,-15.65,-34.49,-6.11,-7.33,-13.1,-5.32,-23.59,-19.59,-11.53
2018-01-05,-14.68,-21.29,4.14,-6.25,-2.89,29.41,-5.92,-4.55,11.86,-15.88,-34.84,-6.47,-7.49,-13.08,-5.35,-23.57,-19.62,-11.61
2018-01-12,-14.72,-22.21,5.09,-6.59,-3.48,28.92,-6.19,-4.88,11.77,-16.5,-35.42,-6.47,-7.11,-13.21,-5.78,-24.35,-20.14,-11.82
2018-01-19,-14.59,-21.93,4.38,-6.46,-3.42,28.6,-6.1,-4.78,11.68,-16.33,-34.85,-6.88,-7.26,-13.19,-5.66,-24.0,-19.94,-11.69
2018-01-26,-14.67,-22.97,5.16,-6.84,-3.84,28.32,-6.31,-5.09,11.65,-16.75,-35.58,-6.67,-6.79,-13.33,-6.12,-24.85,-20.59,-11.49
2018-02-02,-14.75,-21.61,4.0,-6.48,-3.34,28.54,-6.24,-4.69,11.86,-16.32,-34.71,-8.35,-7.39,-13.25,-5.78,-23.95,-20.07,-11.23
2018-02-09,-14.31,-19.68,3.99,-5.72,-2.55,27.43,-5.72,-4.06,11.53,-15.16,-32.3,-9.75,-7.77,-12.89,-4.87,-21.89,-18.75,-10.44
2018-02-16,-14.17,-20.47,4.25,-5.98,-1.92,30.61,-5.77,-4.24,11.43,-16.19,-32.86,-9.82,-8.01,-12.89,-5.31,-22.64,-19.43,-10.56
2018-02-23,-14.24,-21.2,4.54,-6.24,-1.97,29.15,-5.94,-4.39,11.41,-16.66,-33.5,-8.94,-7.85,-13.31,-5.62,-23.31,-19.62,-10.78
2018-03-02,-14.13,-20.48,4.56,-6.01,-1.81,27.98,-5.87,-4.22,11.31,-15.98,-32.74,-9.39,-7.49,-13.14,-5.25,-22.56,-19.19,-10.38
2018-03-09,-14.21,-20.83,4.42,-6.11,-3.35,28.18,-5.92,-4.31,11.31,-15.74,-33.29,-8.56,-7.53,-13.15,-5.38,-22.83,-19.52,-10.4
2018-03-16,-14.17,-20.67,4.28,-6.13,-4.22,27.55,-5.97,-4.26,11.38,-15.63,-32.94,-9.42,-7.44,-13.14,-5.44,-22.64,-19.15,-10.18
2018-03-23,-14.43,-20.71,5.35,-6.34,-4.72,25.34,-6.32,-4.34,11.59,-15.79,-33.66,-10.58,-7.6,-13.38,-5.95,-23.02,-19.82,-10.26
2018-03-30,-14.35,-20.98,5.64,-6.35,-4.74,26.0,-6.26,-4.38,11.5,-15.89,-33.56,-10.16,-7.33,-13.39,-5.86,-23.07,-19.62,-10.3
2018-04-06,-14.16,-20.74,6.36,-6.13,-4.7,26.92,-5.95,-4.22,11.37,-15.58,-33.28,-9.38,-7.37,-13.15,-5.5,-22.69,-19.32,-10.28
2018-04-13,-14.41,-21.73,8.24,-6.65,-3.99,26.3,-6.58,-4.71,11.25,-16.52,-34.45,-9.59,-7.55,-13.72,-6.28,-24.01,-20.55,-10.91
2018-04-20,-14.52,-22.08,8.2,-6.78,-4.18,27.48,-6.72,-4.91,11.2,-16.9,-34.64,-9.89,-7.68,-13.79,-6.46,-24.38,-20.84,-11.22
2018-04-27,-14.42,-22.11,8.01,-6.75,-3.99,25.96,-6.6,-4.76,11.16,-16.9,-34.42,-10.05,-7.67,-14.12,-6.49,-24.31,-20.74,-11.33
2018-05-04,-14.55,-22.44,8.88,-6.85,-3.63,26.2,-6.78,-4.84,11.19,-17.33,-34.94,-10.01,-7.66,-15.11,-6.59,-24.73,-21.07,-11.55
2018-05-11,-14.61,-22.92,9.3,-7.02,-4.21,26.71,-6.93,-5.06,11.11,-17.67,-35.46,-9.08,-7.45,-15.4,-6.82,-25.13,-21.48,-11.88
2018-05-18,-14.52,-23.76,9.14,-7.13,-5.18,26.14,-6.71,-4.93,11.21,-17.85,-35.74,-8.58,-7.13,-15.18,-6.82,-25.46,-21.0,-12.32
2018-05-25,-14.25,-23.33,8.41,-6.94,-4.91,26.5,-6.44,-4.78,11.11,-17.41,-35.18,-8.46,-7.07,-14.9,-6.53,-24.97,-20.66,-12.27
2018-06-01,-14.26,-23.22,6.1,-6.87,-4.91,26.69,-6.38,-4.79,11.08,-17.22,-35.04,-8.07,-7.17,-14.66,-6.41,-24.89,-20.71,-12.42
2018-06-08,-14.4,-23.1,7.96,-6.82,-5.33,29.94,-6.26,-4.81,11.25,-17.3,-35.41,-7.41,-7.44,-14.52,-6.38,-24.98,-20.96,-12.54
2018-06-15,-14.55,-22.8,7.44,-6.71,-5.74,27.95,-6.17,-4.72,11.33,-16.66,-35.37,-7.12,-7.3,-14.2,-6.17,-24.72,-20.85,-12.63
2018-06-22,-14.85,-23.1,6.6,-6.88,-5.97,26.03,-6.38,-4.75,11.63,-16.82,-35.77,-8.33,-7.32,-14.33,-6.46,-25.06,-20.95,-12.5
2018-06-29,-15.19,-24.17,8.62,-7.25,-6.61,24.12,-6.64,-4.89,11.9,-17.48,-36.88,-8.32,-7.17,-14.82,-6.95,-26.04,-21.29,-12.66
2018-07-06,-15.17,-23.71,8.5,-7.11,-6.95,21.27,-6.56,-4.72,11.95,-16.87,-36.63,-8.34,-7.35,-14.86,-6.78,-25.67,-21.07,-12.42
2018-07-13,-15.12,-22.81,8.28,-6.76,-7.74,21.31,-6.26,-4.54,11.85,-16.16,-35.62,-8.62,-7.81,-14.49,-6.4,-24.82,-20.63,-11.99
2018-07-20,-14.95,-22.35,5.42,-6.6,-7.21,20.72,-6.11,-4.36,11.75,-15.81,-34.98,-9.2,-7.92,-14.39,-6.17,-24.4,-20.39,-11.74
2018-07-27,-14.83,-22.53,4.87,-6.68,-7.04,21.39,-6.23,-4.46,11.52,-16.06,-34.68,-9.84,-7.92,-14.7,-6.31,-24.53,-20.72,-12.1
2018-08-03,-14.79,-22.44,4.37,-6.64,-6.57,20.71,-6.18,-4.41,11.51,-16.0,-34.76,-9.91,-7.86,-14.72,-6.23,-24.49,-20.85,-12.12
2018-08-10,-15.01,-22.52,5.23,-6.64,-6.86,20.88,-6.15,-4.44,11.63,-15.8,-35.56,-8.58,-7.69,-14.38,-6.14,-24.66,-21.05,-12.24
2018-08-17,-14.92,-22.36,4.51,-6.52,-6.74,19.19,-6.06,-4.32,11.47,-15.47,-35.55,-8.07,-7.66,-14.43,-5.93,-24.48,-20.97,-12.29
2018-08-24,-15.26,-22.53,5.33,-6.76,-7.16,19.97,-6.52,-4.69,11.6,-15.79,-36.03,-8.85,-7.82,-14.91,-6.41,-24.87,-21.62,-12.77
2018-08-31,-15.31,-22.93,5.49,-6.87,-7.36,18.53,-6.56,-4.71,11.62,-15.84,-36.42,-8.64,-7.89,-15.21,-6.54,-25.24,-21.8,-13.06
2018-09-07,-15.27,-22.48,4.75,-6.68,-7.0,18.18,-6.39,-4.53,11.69,-15.52,-36.05,-8.17,-8.17,-14.98,-6.3,-24.88,-21.49,-12.95
2018-09-14,-15.43,-22.58,2.95,-6.73,-6.69,18.33,-6.42,-4.56,11.86,-15.67,-36.42,-8.11,-8.23,-14.97,-6.4,-25.11,-21.66,-12.92
2018-09-21,-15.43,-23.19,3.95,-6.96,-6.73,21.12,-6.56,-4.77,11.78,-16.16,-36.76,-8.52,-8.07,-15.04,-6.66,-25.6,-22.3,-13.08
2018-09-28,-15.57,-24.07,4.36,-7.24,-7.21,19.77,-6.69,-4.88,11.92,-16.63,-37.55,-8.29,-7.83,-15.45,-7.01,-26.3,-22.67,-13.39
2018-10-05,-15.57,-24.58,2.44,-7.43,-6.28,18.83,-6.84,-5.01,11.89,-16.97,-37.82,-8.36,-7.63,-15.65,-7.19,-26.75,-22.56,-13.89
2018-10-12,-15.5,-23.76,0.68,-7.19,-5.52,20.65,-6.6,-4.8,12.05,-16.55,-37.31,-8.63,-7.53,-14.89,-6.82,-26.09,-22.05,-13.2
2018-10-19,-15.43,-23.85,1.63,-7.14,-5.33,20.08,-6.45,-4.8,11.93,-16.43,-37.35,-7.55,-7.54,-14.93,-6.7,-26.12,-21.87,-13.14
2018-10-26,-15.51,-23.11,0.92,-6.95,-4.82,20.15,-6.4,-4.64,12.14,-16.09,-37.1,-7.96,-7.59,-14.56,-6.46,-25.64,-21.68,-12.84
2018-11-02,-15.25,-22.21,-0.2,-6.59,-4.79,22.11,-6.07,-4.44,11.95,-15.38,-35.99,-8.37,-7.54,-13.95,-5.96,-24.66,-21.11,-12.28
2018-11-09,-15.05,-22.81,-0.13,-6.62,-5.2,20.79,-5.79,-4.39,11.78,-15.25,-36.0,-7.53,-6.75,-13.41,-5.7,-24.81,-20.66,-12.1
2018-11-16,-14.69,-23.2,0.13,-6.62,-5.85,22.22,-5.47,-4.42,11.49,-15.03,-35.29,-7.48,-5.92,-12.86,-5.47,-24.65,-20.12,-11.64
2018-11-23,-14.41,-22.15,-0.51,-6.09,-6.93,23.76,-4.75,-3.96,11.55,-13.78,-34.07,-6.68,-5.53,-11.44,-4.56,-23.34,-18.58,-10.62
2018-11-30,-14.25,-23.23,1.35,-6.31,-7.87,23.14,-4.54,-3.96,11.56,-13.97,-34.67,-5.39,-5.11,-11.2,-4.65,-23.99,-18.32,-10.32
2018-12-07,-14.26,-23.05,5.01,-6.37,-7.13,22.21,-4.83,-4.08,11.45,-14.29,-34.71,-6.21,-5.51,-11.95,-4.91,-24.06,-18.86,-10.26
2018-12-14,-14.36,-21.52,4.87,-5.91,-6.51,22.69,-4.63,-3.63,11.8,-13.92,-34.14,-6.31,-6.64,-11.64,-4.5,-23.09,-18.25,-10.14
2018-12-21,-14.11,-20.3,2.67,-5.41,-6.68,22.62,-4.19,-3.39,11.6,-13.0,-32.94,-5.55,-6.74,-10.94,-3.74,-21.85,-17.26,-9.36
2018-12-28,-14.17,-19.24,2.43,-5.12,-6.31,23.14,-4.05,-3.08,11.93,-12.81,-32.48,-6.22,-7.44,-10.76,-3.54,-21.13,-16.9,-9.09
2019-01-04,-14.39,-19.23,3.71,-5.21,-5.78,22.37,-4.26,-2.99,12.26,-13.32,-32.83,-7.15,-7.45,-10.81,-3.8,-21.28,-16.89,-9.35
2019-01-11,-14.68,-19.6,5.89,-5.46,-5.13,22.09,-4.65,-3.22,12.41,-13.96,-33.45,-7.78,-7.45,-11.43,-4.29,-21.88,-17.34,-9.67
2019-01-18,-14.68,-20.88,5.81,-5.81,-4.95,22.49,-4.78,-3.49,12.29,-14.74,-34.43,-6.88,-7.1,-11.71,-4.63,-22.93,-17.85,-9.99
2019-01-25,-14.77,-20.24,6.14,-5.66,-4.68,23.1,-4.77,-3.41,12.49,-14.57,-34.3,-7.31,-7.19,-11.49,-4.51,-22.54,-17.75,-9.77
2019-02-01,-14.88,-19.92,6.38,-5.61,-2.95,24.33,-4.84,-3.26,12.75,-15.5,-34.29,-8.24,-7.52,-11.44,-4.58,-22.57,-17.8,-9.86
2019-02-08,-14.64,-19.13,5.65,-5.36,-2.21,25.14,-4.75,-3.12,12.45,-15.44,-32.67,-9.77,-7.74,-11.43,-4.35,-21.73,-17.4,-9.78
2019-02-15,-14.63,-19.62,5.54,-5.63,-3.17,23.72,-5.13,-3.41,12.11,-15.54,-32.44,-11.16,-7.7,-12.35,-4.87,-21.98,-18.06,-10.12
2019-02-22,-14.65,-20.12,6.01,-5.79,-3.22,25.76,-5.19,-3.58,12.12,-15.95,-32.86,-10.68,-7.66,-12.35,-5.06,-22.43,-18.2,-10.09
2019-03-01,-14.58,-20.11,5.87,-5.73,-3.74,25.74,-5.12,-3.67,11.93,-15.61,-32.63,-9.75,-7.62,-12.15,-4.87,-22.34,-18.09,-9.81
2019-03-08,-14.59,-19.94,5.95,-5.72,-4.45,24.93,-5.25,-3.72,11.81,-15.39,-32.07,-10.72,-7.51,-12.28,-4.95,-22.05,-18.05,-9.79
2019-03-15,-14.67,-20.09,6.73,-5.85,-3.8,25.05,-5.53,-3.76,11.88,-15.79,-32.29,-11.89,-7.61,-12.6,-5.19,-22.31,-18.44,-9.73
2019-03-22,-14.61,-19.81,6.81,-5.8,-3.94,23.9,-5.61,-3.73,11.8,-15.63,-31.69,-12.73,-7.64,-12.69,-5.19,-22.03,-18.24,-9.37
2019-03-29,-14.84,-19.56,6.91,-5.8,-3.87,25.48,-5.71,-3.76,12.01,-15.68,-31.68,-13.75,-7.75,-12.58,-5.26,-21.95,-18.48,-9.44
2019-04-05,-14.93,-19.85,7.71,-6.0,-2.87,24.43,-6.04,-3.86,12.03,-16.31,-31.7,-15.51,-7.69,-12.98,-5.6,-22.28,-18.82,-10.09
2019-04-12,-14.84,-20.37,7.72,-6.14,-2.8,24.55,-6.08,-3.99,11.84,-16.7,-32.26,-14.29,-7.88,-13.39,-5.73,-22.78,-19.17,-10.35
2019-04-19,-14.94,-19.95,7.23,-6.03,-3.3,24.34,-6.1,-3.94,11.88,-16.23,-31.91,-14.53,-8.08,-13.47,-5.7,-22.45,-19.13,-10.16
2019-04-26,-14.93,-19.84,6.47,-6.0,-3.69,24.03,-6.08,-3.93,11.84,-16.24,-31.72,-15.1,-8.01,-13.41,-5.66,-22.25,-18.94,-10.2
2019-05-03,-14.9,-19.62,6.11,-5.91,-4.32,22.8,-6.0,-3.84,11.77,-15.93,-31.49,-14.85,-8.11,-13.38,-5.49,-22.02,-18.73,-10.19
2019-05-10,-15.07,-19.61,5.92,-5.9,-4.66,22.29,-5.95,-3.88,11.92,-15.86,-31.86,-14.56,-7.98,-13.08,-5.39,-22.04,-18.45,-9.97
2019-05-17,-15.0,-19.79,6.24,-6.0,-4.06,21.44,-6.11,-3.83,11.79,-16.17,-31.61,-15.61,-7.95,-13.32,-5.55,-22.18,-18.48,-9.93
2019-05-24,-14.8,-18.88,4.37,-5.67,-3.23,21.43,-5.78,-3.52,11.73,-15.7,-30.71,-15.36,-7.95,-12.84,-4.93,-21.35,-17.78,-9.46
2019-05-31,-14.62,-17.29,2.73,-5.15,-2.33,21.45,-5.36,-3.06,11.79,-14.63,-29.57,-15.48,-8.02,-12.13,-4.08,-19.93,-16.93,-8.72
2019-06-07,-14.82,-17.04,3.5,-5.13,-2.48,21.43,-5.31,-2.97,12.19,-14.61,-30.08,-15.7,-8.09,-11.92,-4.11,-19.87,-16.6,-8.67
2019-06-14,-14.5,-17.06,4.52,-5.06,-0.47,22.29,-5.15,-2.78,11.96,-15.2,-29.66,-16.17,-7.95,-11.78,-3.86,-19.81,-16.32,-8.72
2019-06-21,-14.69,-17.44,5.21,-5.31,0.17,23.32,-5.49,-2.92,12.21,-16.31,-30.59,-16.75,-8.22,-12.1,-4.46,-20.41,-16.69,-9.07
2019-06-28,-14.65,-17.6,5.25,-5.41,0.05,22.9,-5.7,-3.16,11.93,-16.28,-30.12,-17.88,-8.31,-12.47,-4.75,-20.47,-17.17,-9.18
2019-07-05,-14.43,-18.21,5.3,-5.45,-0.65,21.77,-5.61,-3.21,11.58,-16.24,-30.27,-16.29,-8.39,-12.75,-4.72,-20.84,-17.31,-9.07
2019-07-12,-14.55,-18.72,6.69,-5.7,0.56,21.74,-5.82,-3.28,11.82,-17.02,-31.18,-16.5,-8.4,-12.73,-5.02,-21.56,-17.65,-9.62
2019-07-19,-14.55,-17.59,4.65,-5.28,0.58,23.94,-5.42,-3.09,12.05,-16.48,-30.62,-15.19,-8.53,-11.79,-4.31,-20.64,-16.96,-9.1
2019-07-26,-14.65,-17.39,4.62,-5.25,0.19,22.93,-5.45,-3.05,12.17,-16.27,-30.39,-15.88,-8.57,-11.92,-4.4,-20.49,-16.95,-9.07
2019-08-02,-14.79,-16.9,4.77,-5.07,-1.55,21.27,-5.22,-2.89,12.35,-15.27,-30.48,-16.18,-8.33,-11.47,-4.28,-19.97,-16.9,-8.71
2019-08-09,-14.95,-16.14,4.42,-4.87,-2.53,22.09,-4.88,-2.66,12.94,-14.25,-31.4,-15.06,-7.99,-10.34,-3.84,-19.43,-16.52,-8.35
2019-08-16,-15.17,-16.12,4.61,-4.91,-2.78,22.46,-4.88,-2.77,13.2,-14.21,-32.04,-14.55,-7.43,-9.82,-3.85,-19.5,-16.64,-8.21
2019-08-23,-15.22,-15.9,4.11,-4.84,-3.2,21.67,-4.82,-2.7,13.32,-14.02,-31.95,-15.1,-7.42,-9.77,-3.83,-19.3,-16.59,-8.25
2019-08-30,-15.2,-16.48,4.94,-4.98,-3.58,21.98,-4.83,-2.78,13.34,-14.26,-32.3,-14.78,-7.19,-9.36,-3.96,-19.69,-16.57,-8.38
2019-09-06,-15.24,-17.3,5.19,-5.26,-4.0,22.68,-5.07,-3.08,13.19,-14.69,-32.87,-14.23,-7.02,-9.79,-4.31,-20.4,-17.04,-8.53
2019-09-13,-14.93,-17.65,5.23,-5.25,-1.83,24.08,-4.9,-3.07,12.92,-15.25,-32.46,-13.73,-6.94,-9.83,-4.06,-20.65,-16.9,-8.84
2019-09-20,-15.05,-18.17,5.82,-5.48,-3.0,21.86,-5.16,-3.16,12.96,-15.39,-33.14,-13.45,-6.92,-10.4,-4.62,-21.14,-17.17,-9.32
2019-09-27,-15.01,-17.33,5.02,-5.19,-2.98,21.86,-4.91,-2.92,13.04,-14.7,-32.25,-14.43,-7.33,-10.18,-4.24,-20.37,-16.79,-9.03
2019-10-04,-14.77,-16.62,3.79,-4.92,-2.25,21.21,-4.67,-2.69,12.9,-14.31,-31.42,-14.6,-7.36,-9.82,-3.83,-19.67,-16.51,-8.87
2019-10-11,-14.74,-17.33,4.01,-5.15,-2.05,22.17,-4.83,-2.81,12.85,-14.86,-31.96,-14.29,-7.18,-10.16,-4.09,-20.34,-16.88,-9.24
2019-10-18,-14.68,-17.2,3.63,-5.09,-2.71,22.32,-4.71,-2.8,12.79,-14.46,-31.79,-14.28,-7.11,-10.34,-4.0,-20.12,-16.83,-9.18
2019-10-25,-14.85,-17.58,4.41,-5.28,-2.29,23.13,-4.92,-2.91,12.97,-15.11,-32.27,-14.59,-6.93,-10.45,-4.39,-20.58,-17.14,-9.3
2019-11-01,-14.74,-17.98,3.22,-5.38,-2.87,22.09,-4.95,-3.09,12.67,-14.92,-32.25,-14.1,-6.54,-10.6,-4.49,-20.69,-17.19,-9.31
2019-11-08,-14.9,-18.24,3.02,-5.5,-3.03,22.4,-5.07,-3.24,12.68,-14.77,-32.43,-13.34,-6.2,-10.83,-4.57,-20.96,-17.37,-9.24
2019-11-15,-14.94,-18.22,4.85,-5.52,-2.39,21.85,-5.1,-3.22,12.76,-15.04,-32.63,-13.18,-6.27,-11.08,-4.6,-21.05,-17.35,-9.27
2019-11-22,-14.89,-18.3,4.18,-5.51,-2.54,21.84,-5.08,-3.22,12.62,-15.13,-32.45,-12.77,-6.43,-11.4,-4.63,-21.07,-17.24,-9.25
2019-11-29,-15.0,-16.99,3.23,-5.1,-2.27,22.61,-4.8,-2.82,12.91,-14.46,-31.65,-13.1,-6.96,-11.24,-4.12,-20.11,-16.73,-8.96
2019-12-06,-15.23,-17.69,3.96,-5.44,-1.35,23.17,-5.17,-3.05,13.05,-15.3,-32.43,-13.47,-6.69,-11.56,-4.66,-20.88,-17.17,-9.31
