date,USD,JPY,CAD,EUR,BRL,CLP,PLN,HUF,MXN,CNH,INR,IDR,MYR,PHP,SGD,KRW,THB,TWD
2019-12-13,-15.18,-17.82,3.8,-5.49,-0.05,24.38,-5.2,-3.04,13.1,-15.87,-32.5,-13.23,-6.6,-11.52,-4.75,-21.06,-17.16,-9.49
2019-12-20,-15.04,-18.39,4.17,-5.59,-0.43,24.48,-5.19,-3.08,13.0,-16.1,-32.89,-12.31,-6.64,-11.67,-4.87,-21.48,-17.21,-9.6
2019-12-27,-15.12,-18.27,4.54,-5.65,-0.34,24.67,-5.33,-3.07,13.11,-16.26,-33.01,-12.95,-6.56,-11.82,-5.1,-21.44,-17.29,-9.66
2020-01-03,-15.23,-18.34,4.51,-5.73,0.04,23.99,-5.44,-3.08,13.32,-16.65,-33.7,-12.61,-6.53,-11.92,-5.28,-21.71,-17.41,-9.91
2020-01-10,-14.97,-17.84,3.33,-5.46,0.04,24.95,-5.06,-2.92,13.17,-16.15,-33.28,-11.38,-6.53,-11.49,-4.75,-21.18,-17.0,-9.5
2020-01-17,-15.06,-17.18,3.06,-5.3,0.44,26.0,-5.04,-2.78,13.3,-16.07,-32.64,-12.8,-6.86,-11.39,-4.62,-20.7,-16.75,-9.25
2020-01-24,-15.06,-15.85,2.02,-4.84,-0.39,24.06,-4.65,-2.42,13.44,-14.73,-31.88,-12.68,-6.84,-10.85,-3.92,-19.47,-16.06,-8.59
2020-01-31,-14.99,-14.88,1.59,-4.5,-2.07,21.44,-4.41,-2.24,13.31,-13.48,-30.95,-12.86,-6.76,-10.47,-3.53,-18.37,-15.43,-7.73
2020-02-07,-14.67,-15.08,2.2,-4.39,-2.7,22.24,-4.14,-2.1,13.06,-13.33,-30.33,-13.19,-7.1,-10.31,-3.36,-18.2,-15.01,-7.26
2020-02-14,-14.5,-15.68,3.05,-4.59,-2.14,22.5,-4.43,-2.32,12.74,-14.19,-30.03,-14.32,-7.57,-10.84,-3.83,-18.6,-15.19,-7.5
2020-02-21,-14.49,-15.88,3.61,-4.68,-1.55,22.68,-4.49,-2.36,12.8,-14.72,-30.41,-15.26,-7.57,-10.86,-4.04,-18.78,-15.1,-7.61
2020-02-28,-14.57,-13.32,1.32,-3.81,-2.79,23.08,-3.78,-1.82,12.99,-12.16,-28.39,-14.79,-7.92,-9.51,-2.48,-16.48,-14.01,-6.46
2020-03-06,-14.33,-12.48,0.53,-3.52,-2.74,23.56,-3.49,-1.66,13.03,-11.91,-28.58,-13.81,-7.86,-8.69,-1.97,-15.78,-13.69,-6.09
2020-03-13,-14.6,-10.67,-2.25,-2.8,-3.02,24.61,-2.67,-1.23,13.41,-9.71,-27.4,-11.97,-7.31,-6.8,0.13,-14.17,-12.64,-4.63
2020-03-20,-14.63,-8.19,-5.54,-1.92,-3.19,20.52,-1.85,-0.58,13.74,-7.23,-25.77,-10.18,-7.29,-5.73,1.89,-11.88,-11.37,-3.66
2020-03-27,-14.36,-8.09,-6.68,-1.87,-3.33,20.53,-1.65,-0.44,13.95,-7.44,-26.95,-9.25,-7.53,-5.43,1.85,-11.88,-11.16,-3.15
2020-04-03,-14.99,-8.69,-5.25,-2.32,-4.13,20.13,-2.21,-0.68,14.52,-7.95,-28.29,-10.98,-7.3,-5.71,0.84,-12.78,-11.96,-3.14
2020-04-10,-14.62,-8.76,-6.82,-2.32,-3.53,22.21,-2.07,-0.73,14.27,-8.54,-28.33,-10.87,-6.95,-5.52,0.81,-12.67,-11.74,-2.63
2020-04-17,-14.5,-8.63,-4.8,-2.22,-4.01,23.94,-2.03,-0.8,13.86,-8.31,-26.83,-11.68,-6.89,-5.46,0.95,-12.22,-11.52,-2.6
2020-04-24,-14.0,-6.59,-5.9,-1.48,-5.21,24.31,-1.47,-0.46,13.4,-6.68,-24.07,-12.32,-7.04,-4.51,2.09,-9.9,-10.32,-2.06
2020-05-01,-14.24,-7.44,-4.22,-1.82,-4.48,23.38,-1.83,-0.67,13.56,-7.29,-24.97,-13.42,-7.18,-5.01,1.48,-10.83,-10.94,-2.46
2020-05-08,-14.01,-8.81,-1.43,-2.26,-3.59,23.72,-2.27,-0.96,13.27,-8.75,-25.72,-14.1,-7.4,-5.95,0.52,-12.16,-12.62,-3.18
2020-05-15,-14.09,-9.0,-0.1,-2.39,-2.83,22.86,-2.43,-1.01,13.53,-9.32,-26.67,-14.6,-7.6,-6.14,0.13,-12.62,-13.1,-3.44
2020-05-22,-14.11,-9.96,-0.06,-2.71,-2.11,23.3,-2.76,-1.23,13.48,-10.25,-27.59,-14.75,-7.62,-6.7,-0.42,-13.66,-13.79,-3.78
2020-05-29,-14.12,-10.37,1.23,-2.87,-1.28,23.81,-2.93,-1.28,13.57,-10.93,-28.1,-15.01,-7.58,-6.93,-0.71,-14.24,-14.09,-4.35
2020-06-05,-14.07,-11.28,1.88,-3.19,-0.7,25.28,-3.36,-1.53,13.34,-11.66,-28.22,-15.08,-7.79,-7.82,-1.35,-15.14,-14.47,-5.02
2020-06-12,-14.01,-10.51,1.2,-2.93,-0.18,26.75,-3.05,-1.38,13.34,-11.39,-28.03,-14.93,-7.76,-7.19,-0.88,-14.42,-14.27,-4.72
2020-06-19,-13.93,-11.14,2.12,-3.15,-0.22,26.86,-3.32,-1.52,13.21,-12.06,-28.45,-15.08,-7.76,-7.63,-1.45,-14.95,-14.76,-5.04
2020-06-26,-14.21,-10.4,1.47,-2.93,-0.23,28.51,-3.13,-1.39,13.71,-11.79,-28.83,-14.43,-7.9,-7.1,-1.06,-14.52,-14.64,-4.95
2020-07-03,-13.92,-11.41,2.53,-3.24,-0.15,28.44,-3.33,-1.57,13.35,-12.25,-29.25,-14.64,-7.9,-7.62,-1.56,-15.29,-15.13,-5.35
2020-07-10,-13.8,-11.85,3.33,-3.35,0.07,31.14,-3.36,-1.69,13.21,-12.89,-29.65,-14.38,-7.79,-7.69,-1.67,-15.69,-15.57,-5.55
2020-07-17,-13.97,-11.73,3.31,-3.33,1.16,31.9,-3.29,-1.69,13.53,-13.15,-30.24,-13.27,-7.48,-7.55,-1.61,-15.76,-15.54,-5.56
2020-07-24,-13.82,-12.12,3.46,-3.47,0.95,31.44,-3.4,-1.8,13.43,-13.5,-30.93,-12.78,-7.33,-7.57,-1.87,-15.97,-15.89,-5.67
2020-07-31,-13.97,-11.79,3.23,-3.4,2.03,32.05,-3.28,-1.75,13.83,-13.65,-31.49,-12.68,-7.36,-7.21,-1.71,-15.87,-15.78,-5.77
2020-08-07,-13.78,-13.18,3.52,-3.82,2.26,31.06,-3.47,-2.13,13.55,-14.63,-32.79,-11.55,-6.65,-7.26,-2.14,-17.04,-16.31,-6.24
2020-08-14,-13.65,-14.11,4.89,-4.06,3.4,31.54,-3.5,-2.23,13.35,-15.28,-32.83,-11.71,-6.22,-7.52,-2.25,-17.85,-16.24,-6.49
2020-08-21,-13.5,-14.47,4.96,-4.12,4.07,32.94,-3.47,-2.29,13.13,-15.88,-32.62,-11.94,-6.02,-7.64,-2.3,-18.07,-16.19,-6.57
2020-08-28,-13.32,-14.95,5.58,-4.29,4.55,34.02,-3.6,-2.42,12.92,-16.4,-33.18,-11.0,-5.92,-7.8,-2.49,-18.43,-16.32,-6.96
2020-09-04,-13.35,-14.01,4.79,-4.01,4.91,34.37,-3.47,-2.28,12.85,-15.71,-32.2,-10.13,-5.96,-7.67,-1.93,-17.59,-15.83,-6.82
2020-09-11,-13.29,-13.92,4.48,-3.9,5.4,34.98,-3.19,-2.18,12.95,-15.52,-32.42,-9.22,-5.84,-7.24,-1.58,-17.47,-15.6,-6.45
2020-09-18,-13.13,-14.39,4.23,-4.17,5.6,33.96,-3.58,-2.29,12.83,-15.91,-32.9,-9.18,-6.08,-7.93,-2.19,-18.06,-16.06,-6.86
2020-09-25,-13.17,-14.52,3.82,-4.12,3.89,31.82,-3.47,-2.31,12.6,-15.16,-32.13,-9.22,-5.96,-7.91,-1.98,-17.97,-15.45,-6.67
2020-10-02,-13.15,-13.22,2.94,-3.66,4.34,32.64,-3.11,-1.93,12.78,-14.56,-31.38,-9.25,-6.57,-7.54,-1.38,-16.79,-14.86,-6.35
2020-10-09,-12.89,-15.2,4.72,-4.37,5.5,32.89,-3.63,-2.45,12.4,-15.94,-33.13,-8.57,-5.82,-8.15,-2.23,-18.71,-16.07,-7.0
2020-10-16,-12.86,-15.71,4.92,-4.54,4.67,32.52,-3.72,-2.58,12.27,-15.99,-33.64,-8.18,-5.45,-8.19,-2.28,-19.15,-16.04,-7.18
2020-10-23,-12.79,-15.33,4.16,-4.44,4.82,33.65,-3.67,-2.54,12.24,-15.94,-33.52,-7.44,-5.61,-8.05,-2.01,-18.71,-15.35,-7.36
2020-10-30,-12.81,-14.83,2.96,-4.21,4.44,33.21,-3.32,-2.51,12.12,-15.33,-32.74,-6.3,-5.13,-7.55,-1.43,-18.08,-14.52,-6.72
2020-11-06,-12.88,-14.26,3.84,-4.08,5.65,35.0,-3.39,-2.37,12.4,-15.47,-32.87,-6.77,-5.6,-7.75,-1.62,-17.75,-15.27,-7.06
2020-11-13,-12.83,-15.55,5.05,-4.5,7.15,34.76,-3.74,-2.67,12.25,-16.52,-33.76,-6.34,-5.3,-8.3,-2.13,-19.04,-15.77,-7.48
2020-11-20,-12.94,-15.43,5.02,-4.51,8.79,36.91,-3.96,-2.64,12.42,-17.11,-33.68,-6.71,-5.77,-8.6,-2.28,-19.14,-16.05,-7.8
2020-11-27,-12.88,-16.47,6.16,-4.83,8.95,37.5,-4.26,-2.84,12.2,-17.77,-33.83,-6.7,-5.94,-9.21,-2.71,-20.1,-16.32,-8.43
2020-12-04,-12.95,-16.54,6.29,-4.79,10.1,39.89,-4.23,-2.85,12.45,-18.78,-34.81,-6.0,-6.47,-9.07,-2.75,-20.39,-16.45,-8.89
2020-12-11,-12.74,-17.19,7.08,-4.92,11.95,40.18,-4.29,-2.89,12.2,-19.86,-35.02,-5.65,-6.42,-9.53,-2.92,-21.12,-17.0,-10.03
2020-12-18,-12.52,-17.99,7.52,-5.21,13.16,41.09,-4.53,-3.11,12.05,-20.9,-35.93,-5.01,-6.47,-9.88,-3.36,-21.86,-17.35,-10.19
2020-12-25,-12.51,-17.47,7.21,-5.05,14.2,40.11,-4.51,-2.98,12.02,-20.69,-35.6,-4.69,-6.48,-10.15,-3.18,-21.43,-17.38,-10.46
2021-01-01,-12.31,-17.55,6.95,-5.09,14.44,39.51,-4.51,-2.87,11.93,-20.64,-35.41,-5.2,-6.59,-10.25,-3.27,-21.4,-17.24,-11.21
2021-01-08,-12.07,-18.82,8.43,-5.52,16.11,40.89,-4.97,-3.19,11.48,-22.13,-35.87,-4.98,-6.5,-10.94,-3.86,-22.64,-17.8,-12.19
2021-01-15,-11.89,-18.99,9.61,-5.54,16.83,39.53,-4.92,-3.08,11.43,-22.17,-35.93,-5.08,-6.85,-11.12,-3.8,-22.81,-17.54,-10.93
2021-01-22,-12.15,-18.38,8.62,-5.35,15.54,40.41,-4.85,-3.05,11.68,-21.91,-35.35,-6.47,-7.32,-10.83,-3.75,-22.22,-17.3,-10.59
2021-01-29,-11.92,-18.76,9.16,-5.41,15.39,39.38,-4.81,-2.98,11.43,-21.69,-35.51,-5.76,-6.92,-11.16,-3.81,-22.41,-17.72,-10.35
2021-02-05,-11.91,-20.01,11.1,-5.88,14.68,38.63,-5.25,-3.35,11.25,-22.14,-36.03,-6.75,-6.64,-11.65,-4.56,-23.43,-18.45,-10.51
2021-02-12,-11.72,-20.81,11.69,-6.11,15.33,40.94,-5.51,-3.57,10.95,-23.27,-36.09,-6.92,-6.58,-11.98,-5.02,-24.06,-19.04,-10.69
2021-02-19,-11.6,-21.0,11.77,-6.21,16.34,44.18,-5.71,-3.78,10.47,-23.84,-35.31,-7.16,-6.51,-12.39,-5.13,-24.11,-19.02,-10.7
2021-02-26,-11.69,-20.96,12.44,-6.27,17.11,44.9,-5.98,-3.84,10.44,-24.18,-35.33,-6.88,-6.75,-12.97,-5.31,-24.21,-19.21,-10.88
2021-03-05,-11.8,-21.27,12.99,-6.49,16.83,42.77,-6.46,-4.02,10.41,-24.17,-35.47,-8.71,-7.23,-13.92,-5.92,-24.6,-20.01,-11.31
2021-03-12,-11.74,-21.07,12.75,-6.42,15.57,43.55,-6.5,-4.06,10.22,-23.77,-35.12,-7.53,-7.14,-14.07,-5.94,-24.17,-19.96,-11.39
2021-03-19,-11.83,-20.34,11.95,-6.11,15.2,44.36,-6.12,-3.86,10.46,-22.95,-35.27,-6.57,-7.29,-13.33,-5.28,-23.6,-19.64,-10.98
2021-03-26,-11.79,-20.48,11.99,-6.12,15.24,43.71,-6.18,-3.93,10.22,-23.0,-34.98,-6.63,-7.25,-13.55,-5.32,-23.69,-19.92,-11.12
2021-04-02,-11.7,-20.55,12.32,-6.13,15.29,42.66,-6.26,-3.97,10.0,-23.12,-34.6,-7.87,-7.53,-13.9,-5.44,-23.65,-20.08,-11.18
2021-04-09,-11.66,-20.17,12.28,-5.98,16.55,44.39,-6.08,-3.85,9.97,-23.35,-34.16,-7.95,-7.38,-13.79,-5.15,-23.35,-19.94,-11.15
2021-04-16,-11.47,-21.77,13.73,-6.42,17.72,46.02,-6.3,-4.13,9.83,-25.0,-35.69,-7.17,-7.09,-14.23,-5.74,-24.81,-20.51,-11.93
2021-04-23,-11.15,-22.06,13.95,-6.48,19.93,48.41,-6.24,-4.02,9.57,-25.82,-35.75,-6.3,-6.65,-14.31,-5.59,-25.09,-20.43,-12.02
2021-04-30,-10.87,-23.02,14.89,-6.7,20.37,49.73,-6.33,-4.15,9.2,-26.69,-36.08,-5.76,-6.64,-14.68,-5.85,-25.83,-20.62,-12.59
2021-05-07,-10.51,-23.96,15.81,-6.97,23.26,53.26,-6.51,-4.3,8.83,-28.64,-36.83,-4.85,-6.61,-15.14,-6.08,-26.78,-20.89,-13.36
2021-05-14,-10.87,-23.24,14.94,-6.95,22.69,50.92,-6.98,-4.69,8.89,-27.67,-37.18,-3.97,-6.94,-15.83,-6.29,-26.43,-22.14,-13.51
2021-05-21,-10.78,-23.29,14.21,-6.78,20.77,49.65,-6.46,-4.37,9.21,-27.1,-37.49,-3.13,-6.86,-14.93,-5.97,-26.21,-21.09,-13.14
2021-05-28,-10.76,-24.03,14.6,-6.99,19.96,50.74,-6.6,-4.46,9.38,-27.24,-38.36,-2.49,-7.09,-14.74,-6.31,-26.87,-21.42,-13.37
2021-06-04,-10.63,-24.71,15.38,-7.28,22.15,48.54,-6.99,-4.59,9.19,-28.18,-38.65,-3.75,-7.18,-15.49,-6.79,-27.68,-22.15,-14.02
2021-06-11,-10.78,-25.29,15.4,-7.46,20.83,47.88,-7.15,-4.78,9.35,-28.26,-39.69,-2.97,-7.53,-15.61,-6.91,-28.5,-22.83,-14.29
2021-06-18,-11.14,-25.04,15.23,-7.38,19.26,42.85,-7.2,-4.7,9.59,-27.52,-39.21,-4.54,-7.99,-15.76,-6.8,-28.4,-22.57,-14.28
2021-06-25,-11.11,-26.36,15.82,-7.76,18.69,43.57,-7.42,-5.06,9.49,-28.32,-40.07,-3.4,-7.67,-15.86,-7.29,-29.55,-22.98,-14.84
2021-07-02,-10.72,-27.25,16.32,-7.98,19.6,42.67,-7.53,-5.15,9.11,-28.59,-40.89,-1.6,-7.36,-16.34,-7.54,-30.27,-23.66,-15.38
2021-07-09,-11.0,-26.68,16.17,-7.85,18.2,43.56,-7.49,-5.27,9.3,-27.99,-40.66,-1.72,-7.46,-16.04,-7.51,-29.76,-23.76,-15.46
2021-07-16,-10.7,-26.52,15.05,-7.77,19.68,42.43,-7.43,-5.08,9.1,-27.96,-40.7,-0.07,-7.76,-16.46,-7.19,-29.81,-23.86,-15.34
2021-07-23,-10.71,-27.33,15.19,-8.0,18.21,42.62,-7.52,-5.4,8.82,-27.69,-40.81,0.78,-7.1,-16.78,-7.46,-30.24,-24.02,-15.35
2021-07-30,-10.76,-27.39,15.36,-8.05,16.45,43.08,-7.71,-5.51,8.74,-27.36,-41.04,1.5,-7.28,-17.16,-7.7,-30.2,-24.36,-15.85
2021-08-06,-10.73,-26.63,13.73,-7.77,14.86,41.91,-7.25,-5.31,8.55,-25.83,-39.59,0.75,-6.91,-16.48,-7.22,-29.2,-23.44,-15.92
2021-08-13,-10.85,-27.64,13.93,-7.96,15.08,42.5,-7.16,-5.29,9.02,-26.05,-41.61,3.41,-6.59,-16.6,-7.34,-30.38,-23.81,-16.27
2021-08-20,-11.28,-25.4,11.89,-7.24,12.16,40.66,-6.52,-4.72,9.55,-23.33,-40.62,3.24,-6.55,-15.25,-6.45,-28.58,-22.4,-15.09
2021-08-27,-10.66,-29.16,14.35,-8.46,14.59,41.09,-6.96,-5.58,8.83,-26.56,-42.68,4.24,-5.71,-16.54,-7.65,-31.55,-24.27,-16.94
2021-09-03,-10.47,-30.5,15.06,-8.82,12.23,41.14,-6.95,-6.11,8.42,-26.75,-44.12,4.87,-5.28,-16.86,-8.13,-32.58,-24.97,-17.55
2021-09-10,-10.49,-31.45,15.12,-9.48,10.7,42.41,-6.81,-6.83,8.26,-26.55,-45.0,5.83,-4.53,-16.73,-8.43,-33.43,-25.73,-18.13
2021-09-17,-10.46,-34.58,15.4,-10.17,8.44,39.4,-6.88,-7.42,8.2,-26.82,-47.39,6.8,-2.56,-17.61,-9.38,-35.94,-27.09,-19.79
2021-09-24,-10.34,-37.25,16.2,-10.96,9.6,39.08,-7.36,-8.09,8.17,-28.53,-49.44,8.41,-1.6,-18.29,-10.09,-38.23,-28.33,-21.09
2021-10-01,-9.72,-43.05,17.1,-13.18,8.98,36.45,-8.2,-10.29,7.58,-31.18,-53.23,11.79,0.67,-19.98,-11.39,-42.67,-30.55,-23.66
2021-10-08,-9.68,-42.55,17.88,-12.81,10.53,37.64,-8.01,-9.74,7.43,-31.96,-52.52,10.92,0.19,-20.13,-11.5,-42.26,-30.54,-23.58
2021-10-15,-9.62,-44.74,18.64,-13.55,9.54,42.91,-8.3,-10.56,7.41,-33.45,-54.21,12.33,0.54,-20.38,-12.11,-43.98,-31.58,-24.59
2021-10-22,-9.95,-42.09,18.2,-12.87,10.02,40.47,-7.95,-9.71,7.88,-32.24,-51.94,8.92,0.8,-19.69,-11.77,-41.78,-30.59,-23.83
2021-10-29,-10.07,-35.83,17.24,-10.45,9.81,39.59,-6.91,-6.79,8.09,-28.94,-47.89,5.55,-1.76,-18.68,-10.35,-36.88,-28.17,-20.86
2021-11-05,-10.08,-38.03,15.61,-11.12,7.99,40.22,-6.9,-7.55,8.47,-29.32,-49.21,6.11,-0.13,-18.28,-10.68,-38.48,-28.29,-21.85
2021-11-12,-10.44,-38.52,15.57,-11.24,9.24,41.8,-6.89,-7.6,9.03,-29.6,-49.49,6.12,0.2,-18.04,-10.76,-38.91,-28.23,-22.2
2021-11-19,-10.25,-38.54,15.31,-12.04,9.39,42.55,-6.93,-8.42,8.92,-29.69,-49.81,8.25,0.41,-17.46,-10.33,-38.92,-27.3,-21.84
2021-11-26,-10.09,-38.65,16.0,-11.83,9.54,41.57,-6.61,-8.23,8.52,-29.16,-49.95,9.95,0.56,-17.28,-9.79,-39.09,-27.15,-21.59
2021-12-03,-11.08,-37.48,12.78,-10.96,11.24,43.84,-6.14,-7.52,9.43,-28.77,-48.12,7.33,0.51,-16.59,-9.54,-37.93,-26.48,-21.31
2021-12-10,-10.88,-42.37,14.97,-12.98,11.96,43.56,-6.86,-9.55,9.29,-31.76,-51.11,8.47,2.32,-17.91,-11.04,-41.79,-28.66,-23.83
2021-12-17,-10.91,-43.27,15.28,-15.15,12.69,43.83,-7.28,-11.92,9.31,-32.33,-51.74,9.32,2.33,-18.08,-11.06,-42.52,-29.0,-24.13
2021-12-24,-10.75,-46.5,16.04,-14.36,13.72,44.42,-7.2,-10.92,9.09,-34.25,-53.41,9.72,4.11,-18.89,-12.13,-45.09,-30.72,-26.08
2021-12-31,-10.84,-35.65,17.03,-10.72,14.02,45.41,-6.35,-7.11,9.24,-29.77,-46.69,5.64,-1.86,-17.17,-9.61,-36.47,-26.05,-20.44
2022-01-07,-10.56,-41.19,18.07,-12.59,15.28,44.1,-7.04,-8.98,8.92,-32.54,-50.21,7.85,0.53,-18.37,-11.05,-40.89,-28.56,-23.24
2022-01-14,-10.18,-38.95,19.79,-12.33,15.27,43.37,-7.19,-8.67,8.59,-32.3,-49.5,8.3,-2.14,-18.62,-10.64,-39.26,-27.7,-21.79
2022-01-21,-10.17,-37.62,19.44,-12.16,16.5,44.08,-7.09,-8.3,8.73,-32.24,-49.19,8.89,-3.41,-18.48,-10.43,-38.44,-27.47,-21.12
2022-01-28,-9.53,-43.48,20.32,-13.74,16.83,39.97,-7.75,-9.84,7.83,-34.65,-52.07,10.85,-0.07,-19.95,-11.86,-42.91,-30.14,-24.16
2022-02-04,-9.41,-42.62,21.27,-13.21,18.01,41.88,-7.73,-9.34,7.78,-35.02,-50.89,9.46,-0.74,-19.99,-11.91,-42.05,-29.83,-23.85
2022-02-11,-9.31,-41.65,21.72,-12.84,19.22,41.91,-7.98,-8.96,7.39,-35.09,-49.4,8.22,-2.06,-20.74,-11.7,-40.93,-29.55,-23.18
2022-02-18,-9.2,-39.94,21.35,-12.3,17.57,42.43,-7.74,-8.47,7.15,-33.67,-48.82,8.16,-2.04,-19.95,-11.33,-39.55,-28.98,-22.44
2022-02-25,-8.82,-45.22,22.43,-14.35,16.9,41.13,-8.54,-10.55,6.67,-36.21,-52.76,13.33,0.26,-21.15,-12.42,-43.76,-30.91,-24.74
2022-03-04,-6.63,-66.82,29.4,-23.03,15.42,39.74,-12.31,-19.11,5.04,-47.62,-67.4,23.87,6.13,-27.73,-17.9,-60.86,-40.84,-35.18
2022-03-11,-7.19,-54.72,27.94,-18.2,16.67,38.44,-10.98,-14.22,5.83,-42.03,-60.74,20.46,0.33,-23.16,-14.79,-51.67,-35.37,-28.79
2022-03-18,-7.9,-49.98,25.68,-15.76,17.85,41.16,-10.37,-12.17,6.07,-39.56,-55.15,11.9,0.86,-22.42,-14.16,-47.54,-33.92,-27.6
2022-03-25,-7.16,-50.59,27.88,-16.04,18.18,37.66,-12.14,-12.57,5.39,-40.42,-56.2,12.44,-0.52,-24.0,-14.73,-48.26,-34.85,-27.76
2022-04-01,-7.52,-50.22,25.01,-16.19,17.38,39.93,-11.28,-13.1,5.44,-39.4,-55.37,12.38,0.47,-22.76,-14.12,-47.84,-34.07,-27.59
2022-04-08,-6.81,-49.93,25.22,-15.51,17.1,38.7,-11.28,-12.2,5.03,-39.1,-56.64,15.34,-0.93,-23.11,-13.71,-47.83,-33.7,-26.75
2022-04-15,-5.89,-48.95,27.45,-15.32,15.98,36.35,-11.39,-11.51,4.3,-39.24,-56.91,16.08,-2.81,-24.18,-13.77,-47.18,-33.62,-25.93
2022-04-22,-6.06,-48.59,26.73,-14.95,15.9,36.57,-11.04,-11.18,4.48,-39.09,-57.52,17.64,-3.64,-23.93,-13.43,-47.09,-33.14,-25.32
2022-04-29,-5.83,-45.56,26.63,-14.99,15.5,34.58,-10.61,-11.09,3.85,-37.48,-53.98,15.1,-3.28,-23.83,-13.02,-44.22,-31.74,-24.19
2022-05-06,-4.9,-46.47,27.82,-15.57,12.37,29.64,-11.21,-11.55,3.02,-36.94,-54.0,15.98,-5.18,-25.57,-12.89,-44.44,-31.89,-23.53
2022-05-13,-4.99,-45.41,27.59,-15.03,10.91,28.82,-11.01,-10.89,3.11,-35.64,-52.9,14.68,-5.77,-26.0,-12.61,-43.43,-31.28,-22.79
2022-05-20,-4.3,-47.82,27.86,-14.49,11.77,29.24,-10.69,-10.42,3.28,-37.09,-56.19,19.16,-5.66,-26.85,-13.1,-45.52,-32.3,-23.83
2022-05-27,-3.79,-48.31,27.96,-14.82,12.67,28.66,-11.12,-10.67,2.53,-37.33,-54.47,16.96,-3.92,-27.04,-13.52,-45.32,-32.31,-24.54
2022-06-03,-3.48,-48.82,27.96,-14.61,11.85,27.8,-11.09,-10.49,2.3,-37.43,-53.56,16.86,-4.94,-28.02,-13.74,-45.02,-32.29,-24.43
2022-06-10,-3.92,-47.06,28.28,-14.48,11.95,27.99,-11.05,-10.14,2.9,-36.84,-53.07,13.88,-4.77,-26.9,-13.53,-44.21,-32.0,-24.11
2022-06-17,-5.89,-55.48,24.84,-17.0,9.82,27.69,-10.95,-12.11,4.65,-38.78,-60.2,16.85,-0.2,-27.8,-14.46,-50.77,-34.84,-27.83
2022-06-24,-6.47,-58.39,24.23,-18.02,6.72,24.28,-11.24,-13.19,4.83,-38.95,-61.99,17.52,0.21,-28.96,-14.85,-52.58,-35.31,-28.74
2022-07-01,-7.27,-61.17,24.03,-19.5,6.86,23.19,-11.63,-14.65,5.66,-39.96,-63.95,17.8,1.98,-29.25,-15.37,-54.78,-36.39,-30.24
2022-07-08,-7.32,-61.17,22.96,-21.19,5.89,21.84,-11.78,-15.9,5.98,-39.35,-65.37,20.09,1.25,-29.04,-14.78,-55.12,-35.97,-29.65
2022-07-15,-7.56,-58.86,21.05,-19.7,3.19,18.32,-10.78,-14.58,6.24,-36.69,-64.48,18.36,1.56,-27.04,-13.76,-53.61,-34.2,-28.39
2022-07-22,-6.68,-62.71,21.2,-20.02,3.13,18.79,-10.96,-14.89,5.32,-39.05,-67.87,20.49,3.26,-27.49,-14.71,-56.87,-36.32,-30.44
2022-07-29,-6.08,-65.57,22.2,-22.65,6.58,21.26,-12.17,-16.86,5.23,-41.73,-70.3,21.59,4.24,-28.25,-15.65,-59.28,-38.21,-32.14
2022-08-05,-7.14,-64.51,19.18,-22.5,5.6,23.15,-11.08,-16.77,5.79,-40.01,-68.7,18.41,5.94,-26.67,-14.97,-58.42,-37.16,-32.03
2022-08-12,-6.19,-69.69,21.33,-23.94,6.46,23.33,-11.65,-17.78,5.53,-43.15,-74.21,23.23,7.34,-28.37,-16.13,-62.91,-39.82,-34.44
2022-08-19,-5.61,-76.63,20.72,-26.31,3.62,22.12,-12.09,-19.86,5.1,-45.84,-79.93,26.32,10.21,-30.26,-17.57,-68.44,-43.12,-37.87
2022-08-26,-5.77,-87.55,21.55,-32.95,6.15,22.98,-13.99,-25.0,5.36,-52.1,-88.57,27.3,16.48,-32.78,-20.65,-77.68,-49.13,-44.68
2022-09-02,-6.49,-71.12,19.48,-24.12,3.74,20.68,-11.02,-17.71,5.97,-42.38,-77.22,26.02,7.94,-28.73,-15.8,-64.56,-40.34,-34.62
2022-09-09,-7.15,-68.33,19.38,-23.75,4.72,23.24,-10.74,-17.33,6.69,-41.36,-75.1,24.93,6.47,-27.53,-15.12,-62.42,-39.01,-33.17
2022-09-16,-7.31,-66.52,18.65,-22.46,4.25,22.81,-10.31,-16.3,6.84,-40.22,-73.93,25.11,5.59,-26.84,-14.54,-60.97,-38.07,-32.04
2022-09-23,-8.1,-65.1,16.16,-21.86,3.47,22.14,-9.8,-15.79,7.16,-38.82,-72.76,25.0,5.28,-26.5,-13.83,-59.7,-36.93,-31.07
2022-09-30,-8.15,-63.68,16.38,-21.55,2.42,22.95,-9.77,-15.5,7.1,-38.01,-71.5,24.09,4.07,-26.96,-13.54,-58.47,-36.32,-30.24
2022-10-07,-7.85,-57.79,18.6,-19.63,4.13,20.72,-9.85,-13.91,7.13,-36.1,-66.06,19.34,0.59,-26.07,-13.24,-53.65,-34.34,-27.76
2022-10-14,-8.29,-57.89,15.71,-18.6,3.4,22.64,-9.13,-13.04,7.42,-35.61,-67.01,21.77,1.22,-25.34,-12.58,-53.93,-33.93,-27.43
2022-10-21,-9.31,-55.7,15.83,-17.44,4.04,24.68,-8.72,-12.0,8.34,-34.74,-65.72,21.28,0.38,-24.74,-12.21,-52.25,-33.13,-26.36
