date,DXY,MXWO,VIX,MOVE,EMFXVOL,G7FXVOL,US_HY_OAS,OVX,DB_G10_CARRY,US_ISM_PMI
2018-06-15,94.788,2134.15,11.98,53.0803,10.6817,7.1174,3.32,27.64,131.61,59.0
2018-06-22,94.52,2114.9,13.77,53.0257,10.3362,7.1852,3.39,25.52,131.94,59.0
2018-06-29,94.47,2089.3,16.09,51.1681,10.1,7.2492,3.63,27.18,131.68,59.0
2018-07-06,93.963,2113.74,13.37,50.1345,9.4595,6.7549,3.65,28.13,131.2,59.9
2018-07-13,94.677,2134.6,12.18,48.2815,10.2389,7.0447,3.47,27.54,131.47,59.9
2018-07-20,94.476,2139.17,12.86,49.0476,10.1018,7.3158,3.5,26.01,131.63,59.9
2018-07-27,94.669,2156.11,13.03,48.8313,9.5991,6.9288,3.38,24.97,131.64,59.9
2018-08-03,95.161,2155.39,11.64,47.666,9.5285,6.6089,3.34,25.61,131.57,58.1
2018-08-10,96.357,2139.84,13.16,50.6302,12.6923,7.5057,3.37,25.45,131.76,58.1
2018-08-17,96.101,2138.11,12.64,50.6949,13.1549,7.4428,3.41,25.71,131.8,58.1
2018-08-24,95.146,2161.61,11.99,49.1577,12.85,7.1158,3.36,23.31,131.66,58.1
2018-08-31,95.14,2175.5,12.86,50.7097,12.8543,7.3091,3.38,25.02,131.71,60.5
2018-09-07,95.365,2137.6,14.88,49.4302,13.9368,7.3641,3.36,26.07,131.6,60.5
2018-09-14,94.927,2166.59,12.07,47.45,12.6356,6.9861,3.19,26.4,131.68,60.5
2018-09-21,94.22,2200.01,11.68,48.8315,11.4184,7.168,3.17,26.15,131.65,60.5
2018-09-28,95.132,2184.01,12.12,46.1634,11.4063,7.1178,3.16,26.73,131.38,60.5
2018-10-05,95.624,2151.42,14.82,55.1865,12.6598,7.4885,3.2,28.84,131.49,59.3
2018-10-12,95.221,2063.44,21.31,54.3741,11.5503,7.5687,3.44,27.73,131.2,59.3
2018-10-19,95.713,2062.34,19.89,52.0433,10.2094,7.2133,3.43,27.42,131.73,59.3
2018-10-26,96.359,1981.89,24.16,62.7013,10.3124,7.796,3.78,29.09,131.5,59.3
2018-11-02,96.542,2036.7,19.51,61.416,10.3769,7.3515,3.63,32.21,131.67,58.1
2018-11-09,96.905,2063.16,17.36,53.5442,9.9172,7.3611,3.61,35.1,131.74,58.1
2018-11-16,96.465,2031.76,18.14,60.4328,10.0635,8.4095,4.12,40.56,131.62,58.1
2018-11-23,96.916,1975.09,21.52,57.3123,10.2156,8.3595,4.26,65.17,131.7,58.1
2018-11-30,97.272,2041.36,18.07,52.4322,10.1169,7.8483,4.18,56.04,131.85,58.6
2018-12-07,96.514,1965.24,23.23,60.7438,9.9107,7.6566,4.4,41.83,131.46,58.6
2018-12-14,97.443,1942.55,21.63,56.1275,9.5869,7.0406,4.37,42.38,131.45,58.6
2018-12-21,96.956,1834.97,30.11,61.6148,8.9301,7.8951,5.14,51.76,131.31,58.6
2018-12-28,96.402,1870.8,28.34,66.6613,9.5739,8.8045,5.22,53.11,131.03,58.6
2019-01-04,96.179,1904.18,21.38,65.8207,9.3616,8.8927,4.98,51.52,131.06,54.9
2019-01-11,95.67,1957.17,18.19,55.9434,9.4629,8.0775,4.44,40.99,131.07,54.9
2019-01-18,96.336,2000.76,17.8,53.7818,8.8273,7.5065,4.22,35.63,131.22,54.9
2019-01-25,95.794,2001.86,17.42,52.496,8.5433,7.0847,4.29,35.21,131.25,54.9
2019-02-01,95.579,2029.55,16.14,48.7887,8.4815,6.8937,4.16,33.4,131.18,55.7
2019-02-08,96.637,2020.53,15.72,49.628,8.4651,7.0133,4.22,32.56,131.39,55.7
2019-02-15,96.904,2066.59,14.91,45.7323,8.3733,6.9883,4.02,29.46,131.33,55.7
2019-02-22,96.507,2086.97,13.51,47.2184,8.1768,6.8125,3.95,29.85,131.39,55.7
2019-03-01,96.527,2096.35,13.57,47.9044,7.8197,6.5841,3.76,30.31,131.01,54.4
2019-03-08,97.306,2051.12,16.05,45.8253,7.9659,6.9017,4.04,29.77,131.44,54.4
2019-03-15,96.595,2108.78,12.88,46.054,7.4703,6.3205,3.88,26.27,131.17,54.4
2019-03-22,96.651,2094.81,16.48,52.2586,8.4689,7.1658,3.94,27.78,130.92,54.4
2019-03-29,97.284,2107.74,13.71,58.5478,9.3242,6.9732,3.91,26.75,131.0,54.4
2019-04-05,97.395,2149.85,12.82,49.2196,7.8197,6.0103,3.68,24.0,131.12,54.9
2019-04-12,96.972,2159.39,12.01,48.8439,7.9881,5.1591,3.49,25.7,131.17,54.9
2019-04-19,97.378,2160.36,12.09,49.228,8.0814,5.0284,3.54,24.45,131.27,54.9
2019-04-26,98.006,2173.82,12.73,49.4279,8.0852,5.5406,3.59,31.24,131.48,54.9
2019-05-03,97.52,2177.77,12.87,45.7821,7.5337,5.5322,3.54,29.88,131.48,53.6
2019-05-10,97.33,2126.32,16.04,53.4923,8.7256,6.123,3.82,32.8,131.21,53.6
2019-05-17,97.995,2116.51,15.96,56.9732,9.0195,6.043,3.93,29.44,131.11,53.6
2019-05-24,97.613,2095.03,15.85,60.5383,8.005,6.1355,3.93,33.19,130.79,53.6
2019-05-31,97.75,2046.25,18.71,72.681,8.541,6.2199,4.33,46.91,130.65,52.6
2019-06-07,96.544,2126.88,16.3,68.6928,8.7782,6.3069,4.07,38.75,130.56,52.6
2019-06-14,97.572,2130.95,15.28,80.8203,8.2574,5.8715,3.95,42.89,130.56,52.6
2019-06-21,96.22,2178.16,15.4,74.6269,8.0114,5.8704,3.61,42.13,130.35,52.6
2019-06-28,96.13,2178.35,15.08,70.4339,8.208,6.218,3.77,39.46,130.67,52.6
2019-07-05,97.286,2205.57,13.28,65.2773,7.537,5.5427,3.66,34.7,130.7,51.5
2019-07-12,96.81,2212.65,12.39,62.7766,6.9582,5.3937,3.71,30.39,130.5,51.5
2019-07-19,97.151,2194.61,14.45,63.8649,6.6977,5.8502,3.84,34.84,130.63,51.5
2019-07-26,98.01,2215.71,12.16,58.9008,6.6344,5.5428,3.64,32.29,131.29,51.5
2019-08-02,98.074,2149.99,17.61,66.1145,7.8779,6.4103,3.97,35.56,130.9,51.0
2019-08-09,97.491,2135.34,17.97,78.9672,8.3458,6.9805,4.15,35.14,130.57,51.0
2019-08-16,98.142,2108.5,18.47,89.5162,8.749,7.1723,4.37,35.02,130.45,51.0
2019-08-23,97.64,2094.63,19.87,91.8222,9.283,7.1871,4.07,35.2,130.35,51.0
2019-08-30,98.916,2138.52,18.98,86.8897,9.0994,7.61,3.93,32.16,130.45,51.0
2019-09-06,98.394,2178.9,15.0,78.821,8.227,6.4858,3.85,33.21,129.88,48.5
2019-09-13,98.257,2205.81,13.74,85.5301,8.0892,6.1841,3.61,35.48,130.52,48.5
2019-09-20,98.513,2197.55,15.32,80.0726,7.9979,6.312,3.59,38.99,130.59,48.5
2019-09-27,99.109,2175.54,17.22,79.9722,8.124,6.652,3.77,38.9,130.66,48.5
2019-10-04,98.808,2153.82,17.04,83.1527,8.0852,6.8423,4.19,39.31,130.08,48.1
2019-10-11,98.301,2179.33,15.58,79.86,8.428,7.1811,3.9,39.65,130.75,48.1
2019-10-18,97.282,2195.28,14.25,78.35,7.8444,6.7969,3.83,36.43,130.3,48.1
2019-10-25,97.831,2222.75,12.65,67.07,7.0723,5.763,3.6,34.64,130.01,48.1
2019-11-01,97.239,2252.07,12.3,57.28,6.9493,5.4413,3.85,34.37,129.67,48.1
2019-11-08,98.353,2268.83,12.07,64.44,6.9747,5.2399,3.69,31.45,130.06,48.1
2019-11-15,97.999,2282.8,12.05,61.7,7.2566,6.1938,3.79,32.42,129.94,48.1
2019-11-22,98.27,2273.89,12.34,62.17,6.9549,5.9705,3.91,32.38,129.7,48.1
2019-11-29,98.273,2292.26,12.62,56.57,6.4941,5.3428,3.7,36.73,129.75,48.1
2019-12-06,97.7,2296.39,13.62,64.07,6.4712,5.6313,3.6,30.02,129.85,48.1
2019-12-13,97.172,2319.73,12.63,56.44,6.5499,5.1991,3.38,26.76,129.84,48.1
2019-12-20,97.69,2349.87,12.51,54.19,6.0263,4.5112,3.24,25.54,129.94,48.1
2019-12-27,96.919,2364.9,13.43,55.3,6.164,5.009,3.3,25.16,129.8,48.1
2020-01-03,96.838,2363.12,14.02,60.12,6.7317,5.755,3.35,31.92,129.83,47.9
2020-01-10,97.356,2377.62,12.56,53.32,6.2816,4.9469,3.27,30.38,129.41,47.9
2020-01-17,97.606,2415.51,12.1,49.67,5.7348,4.6407,3.2,28.6,129.47,47.9
2020-01-24,97.853,2395.31,14.56,59.94,5.9156,4.8103,3.56,34.55,129.39,47.9
2020-01-31,97.39,2342.41,18.84,72.98,6.8649,5.3682,3.9,40.35,129.27,51.4
2020-02-07,98.684,2404.75,15.47,65.59,7.0522,5.0622,3.54,37.51,129.19,51.4
2020-02-14,99.124,2431.36,13.68,62.38,6.5308,4.9362,3.44,35.93,129.2,51.4
2020-02-21,99.262,2402.8,17.08,74.54,7.0218,5.6644,3.59,35.87,129.15,51.4
2020-02-28,98.132,2141.12,40.11,109.67,8.877,7.9005,5.0,51.25,128.71,51.4
2020-03-06,95.951,2149.29,41.94,125.21,9.8715,9.6438,5.5,65.02,127.49,50.1
2020-03-13,98.749,1881.64,57.83,138.4,16.0261,13.7894,7.27,118.48,126.72,50.1
2020-03-20,102.817,1650.94,66.04,133.37,18.1849,16.9128,10.13,190.08,125.08,50.1
2020-03-27,98.365,1827.17,65.54,88.33,14.9943,13.7726,9.21,175.88,125.65,50.1
2020-04-03,100.576,1776.86,46.8,65.01,14.967,12.1641,9.42,141.68,125.19,49.0
2020-04-10,99.482,1971.96,41.67,74.39,12.6485,8.9384,7.85,129.88,125.43,49.0
2020-04-17,99.782,2017.51,38.15,69.84,12.3865,9.1523,7.05,95.91,125.38,49.0
2020-04-24,100.38,1987.65,35.93,66.09,13.2683,8.9321,7.75,173.53,125.24,49.0
2020-05-01,99.079,2004.79,37.19,48.11,12.9802,8.2347,7.45,110.18,125.32,41.8
2020-05-08,99.734,2061.89,27.98,57.4,12.8399,8.0998,7.25,98.7,125.15,41.8
2020-05-15,100.402,2008.41,31.89,56.53,12.2499,7.8838,7.57,76.39,125.6,41.8
2020-05-22,99.863,2071.9,28.16,51.67,11.6295,7.357,6.8,84.98,125.61,41.8
2020-05-29,98.344,2147.88,27.51,51.55,11.2814,7.1065,6.37,69.23,124.94,41.8
2020-06-05,96.937,2266.76,24.52,61.97,9.8693,7.3154,5.36,64.2,124.78,43.5
2020-06-12,97.319,2164.46,36.09,55.81,11.25,8.83,6.11,70.22,124.7,43.5
2020-06-19,97.623,2208.97,35.12,53.4523,11.23,7.68,5.78,58.73,124.92,43.5
2020-06-26,97.433,2157.19,34.73,51.21,11.21,7.28,6.15,63.69,124.83,43.5
2020-07-03,97.172,2226.4,27.68,50.96,9.93,6.34,6.0,51.29,124.72,52.6
2020-07-10,96.652,2259.6,27.29,49.19,9.79,6.48,5.97,49.71,124.96,52.6
2020-07-17,95.942,2293.92,25.68,45.68,9.31,6.31,5.56,40.22,124.7,52.6
2020-07-24,94.435,2291.58,25.84,42.48,9.85,7.06,5.04,42.35,124.83,52.6
2020-07-31,93.349,2304.98,24.46,41.98,10.33,7.79,4.88,44.43,125.04,53.8
2020-08-07,93.435,2355.97,22.21,41.46,11.04,7.43,4.79,37.43,125.02,53.8
2020-08-14,93.096,2384.2,22.05,43.09,10.39,7.07,4.98,35.1,124.64,53.8
2020-08-21,93.247,2392.11,22.54,45.14,10.33,7.43,5.01,33.68,124.7,53.8
2020-08-28,92.371,2456.86,22.96,48.19,10.01,7.72,4.75,32.06,124.6,53.8
2020-09-04,92.719,2399.6,30.75,47.04,10.12,7.37,4.88,44.02,124.85,55.4
2020-09-11,93.333,2368.14,26.87,43.12,9.71,7.38,4.96,50.13,124.71,55.4
2020-09-18,92.926,2367.99,25.83,37.24,9.91,7.16,4.9,39.07,124.78,55.4
2020-09-25,94.642,2326.85,26.38,36.97,11.26,7.27,5.37,41.41,125.04,55.4
2020-10-02,93.844,2362.41,27.63,39.97,12.13,8.27,5.1,55.51,124.98,55.5
2020-10-09,93.057,2447.76,25.0,57.52,12.29,7.98,4.69,42.38,124.87,55.5
2020-10-16,93.682,2440.14,27.41,57.25,11.85,7.84,4.71,44.06,124.99,55.5
2020-10-23,92.768,2430.54,27.55,58.46,11.85,8.19,4.68,46.32,124.78,55.5
2020-10-30,94.038,2292.93,38.02,61.91,13.03,8.75,5.09,68.84,124.89,55.5
2020-11-06,92.229,2470.05,24.86,39.88,10.78,7.33,4.42,55.75,124.87,58.7
2020-11-13,92.755,2529.29,23.1,42.95,10.64,6.92,4.35,48.24,124.72,58.7
2020-11-20,92.392,2540.02,23.7,42.31,10.1,6.78,4.22,43.94,124.66,58.7
2020-11-27,91.79,2601.45,20.84,39.64,9.64,6.55,4.1,46.21,124.67,58.7
2020-12-04,90.701,2639.66,20.79,43.89,9.9,7.21,3.77,38.34,124.51,57.3
2020-12-11,90.976,2621.89,23.31,47.52,9.84,7.87,3.84,39.51,124.24,57.3
2020-12-18,90.016,2666.3,21.57,44.64,9.92,7.37,3.76,37.15,124.15,57.3
2020-12-25,90.223,2659.27,21.53,42.11,10.25,6.9,3.76,39.41,124.25,57.3
2021-01-01,89.937,2690.04,22.75,48.98,10.97,7.21,3.6,37.83,124.13,60.2
2021-01-08,90.098,2753.31,21.56,44.81,10.74,6.84,3.48,36.65,124.11,60.2
2021-01-15,90.772,2714.81,24.34,45.14,10.33,6.75,3.5,40.39,123.9,60.2
2021-01-22,90.238,2755.66,21.91,43.09,10.17,6.33,3.48,36.25,123.89,60.2
2021-01-29,90.584,2661.69,33.09,47.41,10.26,6.33,3.62,40.2,123.89,60.2
2021-02-05,91.042,2773.45,20.87,47.2,9.62,6.01,3.33,34.94,123.68,59.2
2021-02-12,90.48,2818.85,19.97,47.01,9.02,5.92,3.23,34.25,123.55,59.2
2021-02-19,90.364,2806.47,22.05,60.43,9.39,6.26,3.19,37.76,123.2,59.2
2021-02-26,90.879,2726.91,27.95,75.66,11.09,7.72,3.26,42.49,122.27,59.2
2021-03-05,91.977,2728.56,24.66,69.37,10.49,7.15,3.29,36.61,121.44,60.4
2021-03-12,91.679,2807.21,20.69,70.83,10.68,7.06,3.26,37.51,122.22,60.4
2021-03-19,91.919,2796.14,20.95,68.8,10.1,6.58,3.37,44.38,122.09,60.4
2021-03-26,92.766,2814.86,18.86,61.49,11.02,6.52,3.25,44.93,122.97,60.4
2021-04-02,93.022,2841.89,17.33,63.71,10.45,6.29,3.02,40.15,122.31,63.8
2021-04-09,92.163,2910.1,16.69,61.21,10.09,6.22,2.92,39.19,122.63,63.8
2021-04-16,91.556,2953.35,16.25,62.57,9.32,5.86,2.93,32.79,122.95,63.8
2021-04-23,90.859,2946.11,17.33,59.98,9.28,5.87,2.98,38.7,122.9,63.8
2021-04-30,91.28,2938.76,18.61,58.13,8.96,5.87,2.91,38.39,122.91,60.8
2021-05-07,90.233,2979.41,16.69,54.13,8.62,6.17,2.89,37.63,123.24,60.8
2021-05-14,90.321,2938.63,18.81,54.99,8.68,6.09,3.03,36.46,123.14,60.8
2021-05-21,90.017,2943.13,20.15,54.59,8.61,6.13,3.07,39.34,123.32,60.8
2021-05-28,90.031,2979.3,16.76,52.04,8.71,6.04,2.96,33.54,123.3,60.8
2021-06-04,90.136,2997.36,16.42,49.78,8.36,5.85,2.97,31.76,123.31,61.6
2021-06-11,90.555,3012.67,15.65,50.85,7.89,5.26,2.9,32.55,123.91,61.6
2021-06-18,92.225,2954.19,20.7,60.45,8.66,5.92,2.86,33.95,123.1,61.6
2021-06-25,91.851,3024.94,15.62,55.58,7.88,5.31,2.75,31.3,123.23,61.6
2021-07-02,92.226,3046.09,15.07,52.41,8.22,5.6,2.67,32.87,123.12,61.3
2021-07-09,92.13,3053.12,16.18,59.92,8.49,5.74,2.69,37.02,123.35,61.3
2021-07-16,92.687,3024.66,18.45,58.24,8.04,5.77,2.82,37.15,122.84,61.3
2021-07-23,92.912,3072.38,17.2,65.28,8.19,5.78,2.89,34.05,123.37,61.3
2021-07-30,92.174,3069.25,18.24,61.19,8.28,5.9,2.94,32.85,123.26,61.3
2021-08-06,92.8,3098.06,16.15,62.64,8.49,5.72,3.01,39.31,122.75,60.2
2021-08-13,92.518,3125.12,15.45,55.45,8.1,5.35,3.09,35.91,122.43,60.2
2021-08-20,93.496,3080.02,18.56,59.95,8.68,5.83,3.12,40.67,123.0,60.2
2021-08-27,92.686,3133.67,16.39,57.98,8.15,5.73,2.94,34.93,122.59,60.2
2021-09-03,92.035,3163.99,16.41,53.26,7.98,5.54,2.79,36.91,122.59,59.8
2021-09-10,92.582,3122.07,20.95,51.73,8.04,5.45,2.79,33.54,122.58,59.8
2021-09-17,93.195,3096.62,20.81,56.06,8.1,5.57,2.74,32.32,122.45,59.8
2021-09-24,93.327,3103.53,17.75,58.46,8.13,5.51,2.77,34.01,122.11,59.8
2021-10-01,94.035,3022.83,21.15,57.38,8.37,5.99,2.93,37.38,121.89,60.8
2021-10-08,94.067,3043.74,18.77,59.65,8.52,5.92,2.95,38.0,121.58,60.8
2021-10-15,93.937,3109.47,16.3,62.7,8.21,6.15,2.89,34.05,121.38,60.8
2021-10-22,93.642,3151.16,15.43,72.04,8.78,6.02,2.85,36.87,120.7,60.8
2021-10-29,94.123,3174.73,16.26,75.45,8.64,6.15,2.87,37.92,119.65,60.8
2021-11-05,94.32,3232.26,16.48,66.9,8.27,5.69,2.84,37.84,119.67,60.7
2021-11-12,95.128,3223.82,16.29,78.61,8.67,6.2,2.84,36.1,119.58,60.7
2021-11-19,96.031,3219.9,17.91,73.39,9.95,7.18,3.01,37.13,119.09,60.7
2021-11-26,96.089,3131.98,28.62,89.45,11.2,7.84,3.41,65.72,119.67,60.7
2021-12-03,96.117,3086.44,30.67,79.14,11.57,7.01,3.26,64.55,119.77,60.8
2021-12-10,96.097,3188.26,18.69,74.36,10.57,6.88,3.02,46.23,119.79,60.8
2021-12-17,96.565,3139.75,21.57,72.46,10.07,5.96,3.08,48.31,119.74,60.8
2021-12-24,96.019,3206.85,17.96,77.29,11.16,5.75,2.83,43.71,120.49,60.8
2021-12-31,95.67,3231.73,17.22,77.1,11.96,5.62,2.83,42.62,120.58,58.3
2022-01-07,95.719,3177.54,18.76,74.69,10.12,5.77,2.98,37.0,120.4,58.3
2022-01-14,95.165,3173.12,19.19,76.59,9.55,5.89,2.93,41.18,120.42,58.3
2022-01-21,95.642,3025.1,28.85,81.03,8.99,6.26,3.12,42.57,119.97,58.3
2022-01-28,97.27,3005.63,27.66,85.29,9.18,6.53,3.45,47.74,119.93,58.3
2022-02-04,95.485,3061.46,23.22,87.68,8.27,6.59,3.42,43.88,119.54,57.4
2022-02-11,96.082,3039.18,27.36,94.03,8.46,6.85,3.67,47.44,119.64,57.4
2022-02-18,96.043,2983.59,27.75,94.36,8.32,7.43,3.65,52.01,119.19,57.4
2022-02-25,96.615,2980.2,27.59,93.34,10.12,7.02,3.53,49.5,119.08,57.4
2022-03-04,98.648,2896.52,31.98,131.82,12.97,9.49,3.76,77.29,119.41,58.1
2022-03-11,99.124,2840.05,30.75,99.03,13.57,8.83,3.94,68.01,118.68,58.1
2022-03-18,98.233,3010.59,23.87,91.77,12.32,7.81,3.7,69.09,117.91,58.1
2022-03-25,98.789,3049.11,20.81,125.27,11.83,7.96,3.41,68.91,116.93,58.1
2022-04-01,98.632,3057.07,19.63,108.34,10.58,8.28,3.2,54.36,116.43,57.2
2022-04-08,99.796,3012.19,21.16,124.86,10.36,8.51,3.38,53.14,116.04,57.2
2022-04-15,100.5,2959.67,22.7,119.66,10.09,8.46,3.49,53.38,116.37,57.2
2022-04-22,101.22,2882.45,28.21,128.12,10.89,9.14,3.55,51.15,115.84,57.2
2022-04-29,102.959,2795.62,33.4,128.4,11.96,10.39,3.79,53.1,115.5,57.2
2022-05-06,103.66,2762.21,30.19,121.42,12.36,10.65,4.02,54.82,114.3,55.3
2022-05-13,104.563,2701.33,28.87,114.61,12.86,10.67,4.52,51.22,114.11,55.3
2022-05-20,103.15,2655.91,29.43,111.1,12.72,10.0,4.82,50.72,114.58,55.3
2022-05-27,101.668,2802.59,25.72,98.48,12.02,8.89,4.12,47.92,114.59,55.3
2022-06-03,102.14,2779.06,24.79,97.73,11.55,8.81,4.08,46.23,114.87,55.9
2022-06-10,104.148,2641.69,27.75,114.23,12.4,10.27,4.38,42.92,115.17,55.9
2022-06-17,104.7,2485.77,31.13,133.75,12.5,11.46,5.02,49.19,113.56,55.9
2022-06-24,104.185,2619.48,27.23,127.0,11.01,10.65,5.07,46.99,113.42,55.9
2022-07-01,105.138,2559.95,26.7,144.17,11.2,11.51,5.78,49.4,113.84,53.5
2022-07-08,107.007,2603.62,24.64,145.25,11.32,10.96,5.26,52.1,114.95,53.5
2022-07-15,108.063,2568.64,24.23,129.85,12.1,11.88,5.29,51.77,114.99,53.5
2022-07-22,106.73,2650.82,23.03,123.7,11.34,10.82,4.9,47.84,114.36,53.5
2022-07-29,105.903,2746.37,21.33,116.36,10.85,10.34,4.69,46.19,115.7,53.5
2022-08-05,106.621,2752.06,21.15,122.58,10.9,9.83,4.28,48.76,116.35,52.9
2022-08-12,105.631,2834.51,19.53,106.28,9.86,8.88,4.09,44.0,116.57,52.9
2022-08-19,108.169,2787.71,20.6,123.81,10.88,10.73,4.32,50.34,117.32,52.9
2022-08-26,108.803,2694.62,25.56,122.95,10.4,10.78,4.52,47.08,117.7,52.9
2022-09-02,109.534,2605.21,25.47,120.72,10.81,10.98,4.93,53.9,117.93,53.0
2022-09-09,109.003,2682.9,22.79,121.54,10.51,11.55,4.49,48.84,118.63,53.0
2022-09-16,109.764,2569.29,26.3,124.95,10.69,11.7,4.87,47.44,118.91,53.0
2022-09-23,113.192,2438.5,29.92,137.28,10.96,12.07,5.12,50.82,120.03,53.0
2022-09-30,112.117,2378.65,31.62,141.89,12.64,13.44,5.52,55.69,121.97,51.1
2022-10-07,112.795,2417.72,31.36,148.46,12.72,13.22,4.98,53.64,121.7,51.1
2022-10-14,113.311,2376.64,32.02,152.89,12.72,13.63,5.22,50.3,121.43,51.1
2022-10-21,112.012,2462.42,29.69,156.95,12.76,13.95,5.07,47.19,121.49,51.1
2022-10-28,110.752,2561.04,25.75,144.6,13.07,12.08,4.55,47.81,120.07,51.1
2022-11-04,110.877,2507.22,24.55,128.44,11.72,11.45,4.62,47.5,120.0,50.3
2022-11-11,106.292,2674.08,22.52,111.69,12.17,11.89,4.68,42.06,119.13,50.3
2022-11-18,106.93,2658.9,23.12,129.33,12.1,11.96,4.5,45.93,119.81,50.3
2022-11-25,105.959,2703.67,20.5,129.6,11.67,11.99,4.35,50.16,119.5,50.3
2022-12-02,104.545,2733.03,19.06,118.62,11.4,11.88,4.38,45.76,119.4,49.0
2022-12-09,104.81,2662.86,22.83,132.79,10.8,10.86,4.37,46.93,119.3,49.0
2022-12-16,104.701,2606.01,22.62,113.65,9.63,9.41,4.57,42.29,118.95,49.0
2022-12-23,104.314,2605.19,20.87,113.17,9.88,10.28,4.48,41.21,118.48,49.0
2022-12-30,103.522,2602.69,21.67,121.61,10.52,11.09,4.69,41.26,118.75,49.0
2023-01-06,103.879,2649.76,21.13,113.87,10.32,11.42,4.37,42.94,118.6,48.0
2023-01-13,102.204,2735.72,18.35,113.55,10.11,11.92,4.07,38.19,117.44,48.0
2023-01-20,102.012,2725.4,19.85,114.76,10.05,10.24,4.24,37.81,118.66,48.0
2023-01-27,101.927,2785.84,18.51,100.7,9.75,10.41,4.13,38.6,118.2,48.0
2023-02-03,102.915,2820.74,18.33,98.99,9.53,9.85,3.85,39.48,118.22,47.1
2023-02-10,103.63,2783.91,20.53,109.63,10.04,11.16,4.14,35.89,118.83,47.1
2023-02-17,103.862,2779.88,20.02,110.11,10.02,10.55,4.26,36.04,119.26,47.1
2023-02-24,105.214,2706.91,21.67,122.84,10.06,10.24,4.19,37.25,120.14,47.1
2023-03-03,104.521,2757.97,18.49,122.52,9.64,9.84,3.97,35.2,120.55,47.3
2023-03-10,104.576,2657.41,24.8,140.06,10.25,10.81,4.5,36.76,119.71,47.3
2023-03-17,103.708,2656.19,25.51,180.11,10.58,10.55,5.09,51.48,118.83,47.3
2023-03-24,103.116,2692.55,21.74,173.66,10.7,10.49,5.16,48.36,119.07,47.3
2023-03-31,102.506,2791.44,18.7,135.93,10.09,9.83,4.55,40.34,120.2,46.3
2023-04-07,102.092,2790.38,18.4,139.2,9.75,9.85,4.65,34.76,119.1,46.3
2023-04-14,101.552,2825.75,17.07,118.84,10.7064,9.1292,4.39,32.51,119.46,46.3
2023-04-21,101.822,2823.07,16.77,120.84,9.48,8.69,4.48,35.17,119.91,46.3
2023-04-28,101.659,2835.93,15.78,122.46,9.72,8.21,4.52,35.63,119.89,46.3
2023-05-05,101.214,2821.99,17.19,130.21,9.67,8.28,4.71,37.35,119.87,46.7
2023-05-12,102.681,2809.35,17.03,120.52,9.79,7.9,4.71,37.32,119.9,46.7
2023-05-19,103.198,2842.76,16.81,127.51,8.99,8.26,4.77,35.85,120.21,46.7
2023-05-26,104.206,2827.93,17.95,145.37,9.05,8.52,4.46,35.95,121.77,46.7
2023-06-02,104.015,2873.37,14.6,120.95,8.98,7.68,4.24,39.6,121.39,46.4
2023-06-09,103.557,2885.63,13.83,115.77,8.87,7.3,4.16,33.7,121.66,46.4
2023-06-16,102.243,2962.34,13.54,104.43,8.31,7.19,4.01,32.99,121.79,46.4
2023-06-23,102.903,2902.34,13.44,105.74,8.0,7.54,4.26,35.36,122.43,46.4
2023-06-30,102.912,2966.72,13.59,110.64,8.37,8.33,3.9,33.28,122.98,46.3
2023-07-07,102.272,2924.19,14.83,130.41,8.34,7.96,3.97,34.55,124.08,46.3
2023-07-14,99.914,3017.94,13.34,112.48,7.74,8.44,3.79,30.0,122.61,46.3
2023-07-21,101.071,3028.71,13.6,106.66,8.3,8.61,3.76,29.65,123.25,46.3
2023-07-28,101.622,3057.84,13.33,109.76,8.09,8.12,3.71,29.41,123.4,46.3
2023-08-04,102.017,2986.54,17.1,115.91,8.58,7.96,3.9,28.06,123.15,47.0
2023-08-11,102.842,2972.73,14.84,112.13,8.45,7.62,3.73,28.04,122.99,47.0
2023-08-18,103.375,2897.5,17.3,120.51,8.65,8.07,3.92,28.43,124.32,47.0
2023-08-25,104.077,2911.99,15.68,110.37,8.33,8.24,3.8,28.81,124.3,47.0
2023-09-01,104.236,2989.51,13.09,102.92,8.04,7.76,3.66,27.48,123.62,48.0
2023-09-08,105.09,2948.81,13.84,104.34,8.09,7.87,3.72,27.16,123.58,48.0
2023-09-15,105.322,2960.98,13.79,96.61,7.65,7.71,3.74,27.16,123.25,48.0
2023-09-22,105.583,2879.85,17.2,101.11,7.32,7.13,3.84,30.61,122.5,48.0
2023-09-29,106.174,2853.24,17.52,113.55,8.0,7.67,3.94,32.24,122.61,48.0
2023-10-06,106.044,2845.23,17.45,126.64,8.48,8.04,4.22,35.68,123.34,48.7
2023-10-13,106.648,2862.14,19.32,128.33,8.02,8.11,4.12,44.24,122.89,48.7
2023-10-20,106.163,2791.24,21.71,135.45,7.92,8.19,4.35,43.79,122.99,48.7
2023-10-27,106.559,2731.99,21.27,129.16,7.54,7.41,4.34,46.64,122.11,48.7
2023-11-03,105.021,2883.8,14.91,118.74,7.01,6.87,3.95,38.53,121.04,47.4
2023-11-10,105.861,2900.76,14.17,116.79,6.93,6.99,3.92,39.29,121.46,47.4
2023-11-17,103.917,2985.19,13.8,113.11,7.26,7.25,3.89,40.43,121.01,47.4
2023-11-24,103.403,3015.19,12.46,107.43,7.16,7.08,3.75,43.38,121.24,47.4
