date,CNH,IDR,INR,KRW,MYR,PHP,SGD,THB,TWD,BRL,MXN,CLP,PLN,HUF,EUR,JPY,CAD
2013-01-04,,,,,,,,,,,,,,,,,
2013-01-11,,,,,,,,,,,,,,,,,
2013-01-18,,,,,,,,,,,,,,,,,
2013-01-25,,,,,,,,,,,,,,,,,
2013-02-01,65.0,0.0,-3.0,-0.44999999999999973,31.25,0.045,-0.25,-0.9000000000000004,0.045,-36.5,-19.25,0.32000000000000006,-20.29000000000002,-13.08999999999999,-0.9199999999999999,0.5799999999999998,-0.22000000000000064
2013-02-08,-39.5,-17.5,5.0,0.09999999999999987,17.5,0.135,-0.72,0.07000000000000028,0.113,-20.08,-25.0,0.26000000000000023,-17.429999999999993,-13.780000000000001,-0.5800000000000001,0.72,-0.4400000000000004
2013-02-15,-33.0,0.0,8.0,-0.20000000000000018,10.25,0.03,-0.35,0.47999999999999954,0.079,-30.58,-50.0,0.26,-15.689999999999998,-29.590000000000003,-0.5099999999999998,0.28,-0.39000000000000057
2013-02-22,-24.5,-5.0,14.0,-0.10000000000000009,3.25,0.02,-0.17,-0.5,0.03,-16.200000000000003,-12.5,-0.0900000000000003,-16.00999999999999,-6.049999999999997,0.06999999999999984,-0.18999999999999995,-0.5
2013-03-01,-51.5,0.0,16.0,0.5499999999999998,-17.5,0.025,-0.5,0.5,-0.015000000000000001,10.879999999999995,37.25,0.1599999999999997,5.150000000000006,5.069999999999993,0.3999999999999999,-0.29000000000000004,0.8600000000000003
2013-03-08,28.5,-7.5,5.5,0.25,-10.5,-0.035,-0.38,0.9500000000000002,-0.04,-0.8200000000000074,5.0,0.11999999999999966,-4.730000000000004,7.75,-0.04999999999999982,-0.11999999999999988,1.0300000000000002
2013-03-15,25.0,15.0,13.0,0.3799999999999999,6.75,-0.015000000000000001,-0.7,-0.6299999999999999,-0.036,5.509999999999998,7.5,-0.08999999999999986,-4.359999999999999,18.599999999999994,0.18000000000000016,0.020000000000000018,0.8900000000000006
2013-03-22,41.5,35.0,5.5,0.5499999999999998,10.5,-0.015,-0.18,-0.04999999999999982,0.0,18.790000000000006,5.25,0.08000000000000007,-1.1499999999999915,12.739999999999995,0.43999999999999995,-0.22999999999999976,0.7600000000000007
2013-03-29,-16.5,30.0,-7.5,-0.2999999999999998,-59.75,-0.019999999999999997,-0.75,-0.34999999999999964,-0.023,-10.879999999999995,-47.5,-0.18999999999999995,-7.789999999999992,-4.069999999999993,-0.30000000000000027,0.030000000000000027,-0.3200000000000003
2013-04-05,-22.5,30.0,0.0,-0.5499999999999998,-12.5,0.030000000000000002,0.0,0.4500000000000002,-0.004999999999999999,11.510000000000005,-25.0,-0.25,-5.950000000000003,-16.879999999999995,-0.08999999999999986,0.1499999999999999,-0.20000000000000018
2013-04-12,-29.5,-5.0,-13.5,-0.7299999999999998,-23.0,-0.049999999999999996,0.0,0.5,-0.013000000000000001,3.6300000000000026,-53.5,0.10000000000000009,-7.439999999999998,-10.58999999999999,-0.1900000000000004,0.16000000000000014,-0.010000000000000675
2013-04-19,-50.0,-35.0,-20.5,-0.9999999999999998,-36.0,0.0,-0.25,0.2999999999999998,-0.047,5.200000000000003,-62.0,0.22999999999999998,-14.730000000000004,-27.629999999999995,-0.71,0.45999999999999974,0.08000000000000007
2013-04-26,-10.5,-30.0,-11.5,-0.6000000000000001,52.25,0.045,0.4,3.25,-0.041,15.5,-38.0,-0.009999999999999787,-17.610000000000014,-1.1500000000000057,0.10000000000000009,0.20000000000000018,0.4500000000000002
2013-05-03,-26.0,0.0,-25.5,0.0,20.5,-0.025,0.3,1.5999999999999996,0.017,14.549999999999997,-16.25,0.10000000000000009,-7.730000000000004,-6.219999999999999,-0.06000000000000005,0.06000000000000005,0.0600000000000005
2013-05-10,57.5,0.0,-4.0,0.050000000000000044,-2.490000000000002,0.08499999999999999,0.03999999999999998,0.8499999999999996,0.057,30.67,-7.75,0.07999999999999963,-6.989999999999995,-8.52000000000001,-0.2899999999999996,0.30000000000000004,-0.05999999999999961
2013-05-17,75.0,40.0,4.5,0.19999999999999996,40.010000000000005,0.11,0.8500000000000001,3.75,0.113,30.89999999999999,21.75,0.16999999999999993,1.289999999999992,9.480000000000004,-0.020000000000000018,0.24,0.35999999999999943
2013-05-24,47.0,50.0,9.0,0.19999999999999996,8.259999999999998,0.12000000000000001,0.85,1.5,0.072,42.19,30.0,0.33000000000000007,0.6400000000000006,-8.280000000000001,-0.54,0.24,0.6900000000000004
2013-05-31,56.0,80.0,28.0,0.25,-15.990000000000002,0.09000000000000001,0.0,0.25,0.045,40.77000000000001,56.25,0.43999999999999995,3.980000000000004,-0.9500000000000028,-0.3400000000000003,0.49,0.34999999999999964
2013-06-07,19.5,140.0,16.0,0.04999999999999982,0.0,0.045,-0.49000000000000005,2.1500000000000004,-0.063,36.52999999999999,70.0,0.3400000000000003,-3.200000000000003,-8.14,-0.18000000000000016,0.009999999999999787,0.4900000000000002
2013-06-14,30.0,60.0,9.5,0.1499999999999999,-19.510000000000005,-0.075,-1.4,0.75,-0.101,22.27000000000001,28.75,-0.08000000000000007,-11.949999999999989,-8.39,-0.48,-0.11999999999999988,-0.040000000000000036
2013-06-21,166.5,265.0,9.0,0.19999999999999996,76.5,0.07999999999999999,-1.1,0.0,0.02,10.219999999999999,28.75,0.3899999999999997,-12.189999999999998,-5.450000000000003,-0.18999999999999995,-0.16000000000000014,-0.39000000000000057
2013-06-28,68.5,55.0,0.0,0.0,14.490000000000002,-0.115,-0.75,1.25,-0.082,22.329999999999984,-22.5,0.22999999999999998,-15.670000000000002,-5.530000000000001,-0.45999999999999974,0.08000000000000007,0.3799999999999999
2013-07-05,-12.5,30.0,-1.5,0.050000000000000044,12.25,-0.06,0.30000000000000004,-0.75,0.044,21.590000000000003,-30.0,0.31000000000000005,-8.510000000000005,-2.0999999999999943,-0.51,-0.06999999999999984,0.3899999999999997
2013-07-12,-51.5,40.0,4.5,-0.2999999999999998,-7.75,-0.035,0.25,0.0,-0.0010000000000000009,21.75999999999999,-13.75,0.4900000000000002,-3.3800000000000097,-6.719999999999999,-0.26,-0.19999999999999996,0.71
2013-07-19,-158.0,-105.0,-1.0,0.20000000000000018,-72.50999999999999,-0.22999999999999998,0.09999999999999998,-4.25,-0.041,22.640000000000015,-33.75,-0.20999999999999996,-4.810000000000002,-5.689999999999998,-0.45999999999999996,0.050000000000000044,0.7000000000000002
2013-07-26,-73.5,5.0,-1.5,-0.28,-1.5,-0.05,0.30000000000000004,0.0,0.020000000000000004,-2.8799999999999955,10.0,-0.16999999999999993,-4.929999999999993,-11.570000000000007,-0.28,-0.3700000000000001,-0.040000000000000036
2013-08-02,-19.5,-50.0,11.5,0.34999999999999987,25.240000000000002,-0.02,0.0,1.75,0.004,0.7400000000000091,16.25,-0.31000000000000005,-3.469999999999999,-11.599999999999994,-0.14000000000000012,-0.010000000000000009,-0.28000000000000025
2013-08-09,-6.0,-10.0,18.0,0.3999999999999999,27.25,-0.005000000000000001,0.0,0.0,-0.004,-4.509999999999991,9.5,-0.41000000000000014,-4.819999999999993,-2.3599999999999994,-0.2999999999999998,0.19999999999999996,-0.4900000000000002
2013-08-16,-28.5,-25.0,25.0,0.2999999999999998,7.5,-0.03,0.15000000000000002,4.5,-0.037,18.560000000000002,25.0,0.0900000000000003,-6.099999999999994,-4.659999999999997,0.050000000000000044,0.0,-0.35999999999999943
2013-08-23,-19.0,105.0,23.5,0.15999999999999992,10.010000000000005,0.03,0.04999999999999999,5.5,-0.03,14.599999999999994,7.5,0.050000000000000266,-1.240000000000009,9.950000000000003,0.20999999999999996,0.050000000000000044,0.3799999999999999
2013-08-30,9.0,30.0,21.5,0.30000000000000027,-32.75,0.025,0.04999999999999999,5.5,-0.07200000000000001,11.159999999999997,-5.0,0.029999999999999805,-3.549999999999997,-1.0,-0.11999999999999988,0.1299999999999999,0.15000000000000036
2013-09-06,-25.0,70.0,11.5,0.20000000000000018,-10.0,0.02,0.45,0.25,-0.026999999999999996,12.679999999999978,-12.0,-0.18999999999999995,0.14000000000000057,-10.88000000000001,0.0,0.040000000000000036,0.2400000000000002
2013-09-13,-35.0,-90.0,12.0,0.0,-10.5,-0.020000000000000004,-0.04999999999999999,-3.37,0.0020000000000000018,-11.110000000000014,-16.25,-0.3400000000000003,0.07000000000000739,-11.680000000000007,-0.31000000000000005,0.08000000000000007,-0.09000000000000075
2013-09-20,-44.5,-205.0,-13.5,0.41999999999999993,-31.760000000000005,-0.125,0.0,-11.75,-0.03,-14.639999999999986,-52.5,-0.3700000000000001,-4.829999999999998,-23.14999999999999,-0.53,-0.17999999999999994,-0.5299999999999994
2013-09-27,-72.0,-40.0,0.9500000000000028,-0.050000000000000266,-1.3500000000000014,-0.115,0.0,-5.25,0.0,8.189999999999998,-45.0,-0.31000000000000005,7.710000000000008,-9.320000000000007,-0.24,-0.20999999999999996,-0.08999999999999986
2013-10-04,-36.0,-115.0,-15.0,0.04999999999999982,-42.5,-0.13,-0.03,-3.55,0.006999999999999999,11.230000000000018,-3.75,0.10000000000000009,0.25,-15.47999999999999,-0.30000000000000004,-0.18000000000000016,0.23000000000000043
2013-10-11,-26.0,-35.0,-34.5,0.0,11.510000000000005,0.0050000000000000044,-0.15000000000000002,3.37,-0.055,2.8300000000000125,11.25,0.07000000000000028,3.589999999999989,-17.349999999999994,0.15000000000000013,-0.3400000000000001,0.22000000000000064
2013-10-18,-5.5,-10.0,-5.0,0.1499999999999999,-45.25,0.0050000000000000044,0.0,0.0,-0.008000000000000007,8.400000000000006,-5.75,-0.41000000000000014,6.829999999999998,-9.740000000000002,0.31000000000000005,0.039999999999999813,0.16000000000000014
2013-10-25,2.5,-70.0,-30.450000000000003,-0.04999999999999982,-5.149999999999999,-0.009999999999999995,0.0,0.0,-0.034999999999999996,-9.52000000000001,-3.75,-0.20999999999999996,-5.460000000000008,-10.679999999999993,-0.06000000000000005,0.10000000000000009,0.5999999999999996
2013-11-01,4.0,5.0,3.0,0.04999999999999982,10.5,0.035,-0.32,0.4500000000000002,0.006999999999999999,-6.1200000000000045,-25.75,-0.08000000000000007,-2.1700000000000017,-3.730000000000004,-0.17000000000000004,0.1100000000000001,-0.1800000000000006
2013-11-08,13.0,35.0,20.560000000000002,0.20000000000000018,-18.010000000000005,0.055,0.0,0.0,0.073,9.169999999999987,-7.25,-0.010000000000000231,-4.259999999999991,8.040000000000006,-0.4800000000000001,0.49,0.0
2013-11-15,7.5,0.0,31.769999999999996,0.0,33.510000000000005,0.08499999999999999,0.16999999999999998,5.75,0.036000000000000004,10.759999999999991,18.75,0.28000000000000025,-2.559999999999988,-0.9299999999999997,-0.54,0.30000000000000004,0.08999999999999986
2013-11-22,-7.0,30.0,12.5,-0.1499999999999999,1.2999999999999972,0.0050000000000000044,0.10000000000000003,3.75,0.019999999999999997,6.0800000000000125,24.25,-0.25,0.8500000000000085,2.1599999999999966,-0.51,0.1399999999999999,0.2400000000000002
2013-11-29,-11.0,50.0,-11.0,-0.09999999999999964,2.009999999999998,0.045000000000000005,0.35000000000000003,10.85,0.012999999999999998,3.740000000000009,-21.75,-0.6799999999999999,-1.2399999999999949,-11.600000000000001,-1.0,-1.63,0.3200000000000012
2013-12-06,-18.0,40.0,-20.560000000000002,-0.20000000000000018,2.5,0.01,0.12,8.75,-0.02,-1.0,-75.25,-0.29000000000000004,-0.5100000000000051,-17.430000000000007,-1.6099999999999999,-2.16,0.41999999999999904
2013-12-13,-20.0,60.0,-33.269999999999996,-0.5499999999999998,11.499999999999996,0.125,-0.16999999999999998,4.75,-0.012999999999999998,0.0,-103.0,0.020000000000000018,-5.460000000000008,-13.600000000000001,-1.98,-1.89,0.1899999999999995
2013-12-20,-5.75,35.0,-1.0,-0.15000000000000013,-5.039999999999999,0.12,-0.10000000000000003,3.25,0.0049999999999999975,8.0,-104.5,0.0,-9.38000000000001,-20.120000000000005,-1.1,-0.6499999999999999,-0.5499999999999998
2013-12-27,-20.0,-50.0,2.5,-0.050000000000000266,1.490000000000002,0.09,-0.4,-1.75,-0.04,20.75999999999999,-2.5,0.2699999999999998,-5.109999999999999,-3.5600000000000023,-1.0499999999999998,1.5399999999999998,-0.4300000000000006
2014-01-03,9.0,-40.0,5.0,0.0,1.0,0.09,-0.12,-0.3999999999999986,0.05,32.53,50.0,-0.10999999999999988,6.329999999999998,-0.22999999999999687,0.8,2.0300000000000002,-0.2499999999999991
2014-01-10,17.5,-40.0,-8.0,0.5499999999999998,13.490000000000002,-0.08,0.12,-4.0,0.034999999999999996,34.5,57.5,-0.17000000000000037,4.049999999999997,6.93,0.9299999999999999,1.55,0.22000000000000064
2014-01-17,70.25,-45.0,-19.0,0.050000000000000044,-4.009999999999998,0.08,0.35,-7.0,0.049,29.50999999999999,109.5,0.25,4.299999999999997,7.6100000000000065,-0.13,0.42999999999999994,0.07999999999999918
2014-01-24,71.0,5.0,-1.5,0.0,29.5,0.21,0.56,-6.0,0.085,23.0,45.0,0.13000000000000034,9.22999999999999,4.720000000000006,0.83,-0.09999999999999987,0.4999999999999991
2014-01-31,13.0,-20.0,-1.0,-0.19999999999999996,-45.5,0.0050000000000000044,0.0,0.8999999999999986,-0.04,-18.659999999999997,-17.5,0.0,-6.319999999999993,18.740000000000002,0.08,0.010000000000000009,-0.6000000000000005
