,BRL,CLP,CNH,HUF,IDR,INR,KRW,MXN,PLN,SGD,THB,TWD
2023-09-30,28713000000.0,7005000000.0,296453000000.0,14232000000.0,20816000000.0,34399000000.0,54651000000.0,49642000000.0,31125000000.0,39996000000.0,25694000000.0,38621000000.0
2023-10-31,29682000000.0,7502000000.0,274198000000.0,14099000000.0,22220000000.0,33441000000.0,54990000000.0,51857000000.0,33740000000.0,42494000000.0,23753000000.0,38001000000.0
2023-11-30,27886000000.0,7633000000.0,292629000000.0,14497000000.0,22076000000.0,33759000000.0,55561000000.0,50172000000.0,33699000000.0,41330000000.0,23674000000.0,37901000000.0
2023-12-31,28786000000.0,7980000000.0,303276000000.0,11582000000.0,22465000000.0,38402000000.0,57573000000.0,49278000000.0,28003000000.0,39393000000.0,22787000000.0,40183000000.0
2024-01-31,26703000000.0,9424000000.0,306224000000.0,12823000000.0,20570000000.0,37328000000.0,54710000000.0,42136000000.0,31526000000.0,43275000000.0,22263000000.0,36972000000.0
2024-02-29,23348000000.0,7916000000.0,221659000000.0,14037000000.0,19349000000.0,41413000000.0,52076000000.0,50795000000.0,31849000000.0,38033000000.0,23411000000.0,31367000000.0
2024-03-31,27657000000.0,8208000000.0,279138000000.0,13636000000.0,22620000000.0,41681000000.0,56518000000.0,50646000000.0,32951000000.0,42559000000.0,25081000000.0,41637000000.0
2024-04-30,30328000000.0,8484000000.0,291717000000.0,13684000000.0,19693000000.0,39807000000.0,56148000000.0,51523000000.0,32569000000.0,41192000000.0,23258000000.0,37195000000.0
2024-05-31,30190000000.0,7986000000.0,301603000000.0,13272000000.0,22442000000.0,38783000000.0,58021000000.0,55754000000.0,31131000000.0,42271000000.0,26234000000.0,37438000000.0
2024-06-30,28732000000.0,7412000000.0,307236000000.0,13470000000.0,21058000000.0,35450000000.0,57342000000.0,48824000000.0,31194000000.0,38514000000.0,24804000000.0,39822000000.0
2024-07-31,30841000000.0,8056000000.0,300224000000.0,13087000000.0,22527000000.0,32682000000.0,57459000000.0,54551000000.0,31901000000.0,44083000000.0,25744000000.0,39751000000.0
2024-08-31,28736000000.0,7904000000.0,308242000000.0,12078000000.0,23599000000.0,32894000000.0,57643000000.0,51903000000.0,29502000000.0,42507000000.0,26225000000.0,44107000000.0
2024-09-30,28471000000.0,7805000000.0,303372000000.0,14165000000.0,22151000000.0,34086000000.0,58545000000.0,49630000000.0,33605000000.0,42072000000.0,26026000000.0,40625000000.0
2024-10-31,29301000000.0,8337000000.0,308855000000.0,14384000000.0,24809000000.0,38994000000.0,57500000000.0,57898000000.0,35819000000.0,42938000000.0,27290000000.0,41162000000.0
2024-11-30,27857000000.0,7954000000.0,311877000000.0,13711000000.0,24113000000.0,31955000000.0,56289000000.0,52265000000.0,32969000000.0,43679000000.0,25638000000.0,40849000000.0
2024-12-31,24881000000.0,9398000000.0,335646000000.0,10921000000.0,23600000000.0,37812000000.0,61359000000.0,51754000000.0,27831000000.0,44536000000.0,24765000000.0,43442000000.0
2025-01-31,25398000000.0,9822000000.0,324280000000.0,12657000000.0,21428000000.0,36339000000.0,49177000000.0,44398000000.0,31243000000.0,43662000000.0,25372000000.0,38723000000.0
2025-02-28,22754000000.0,7876000000.0,214776000000.0,13144000000.0,21944000000.0,36907000000.0,52292000000.0,49099000000.0,30870000000.0,40026000000.0,26795000000.0,41245000000.0
2025-03-31,28726000000.0,8719000000.0,313085000000.0,14940000000.0,23247000000.0,42104000000.0,58065000000.0,55405000000.0,34529000000.0,43670000000.0,29626000000.0,49369000000.0
2025-04-30,29886000000.0,9081000000.0,315121000000.0,14154000000.0,20744000000.0,38277000000.0,58036000000.0,54348000000.0,34208000000.0,51507000000.0,25653000000.0,49011000000.0
2025-05-31,29920000000.0,8728000000.0,315634000000.0,14206000000.0,24614000000.0,38278000000.0,57261000000.0,55477000000.0,34230000000.0,44988000000.0,31045000000.0,52987000000.0
2025-06-30,29036000000.0,8625000000.0,324689000000.0,14549000000.0,23436000000.0,34990000000.0,59834000000.0,54002000000.0,34961000000.0,44805000000.0,28641000000.0,53757000000.0
2025-07-31,32129000000.0,8534000000.0,321229000000.0,14413000000.0,24749000000.0,36993000000.0,60724000000.0,56708000000.0,35732000000.0,50180000000.0,28581000000.0,56390000000.0
2025-08-31,29559000000.0,8498000000.0,321313000000.0,12107000000.0,24963000000.0,34750000000.0,58259000000.0,55718000000.0,31194000000.0,44284000000.0,27743000000.0,57727000000.0
2025-09-30,30487000000.0,9279000000.0,328175000000.0,15693000000.0,24679000000.0,36135000000.0,65904000000.0,56488000000.0,37695000000.0,48746000000.0,30971000000.0,54299000000.0
2025-10-31,31509000000.0,10170000000.0,304923000000.0,15273000000.0,24236000000.0,34130000000.0,59512000000.0,66133000000.0,39737000000.0,54237000000.0,28836000000.0,61316000000.0
2025-11-30,28165000000.0,8901000000.0,330002000000.0,14845000000.0,22521000000.0,37872000000.0,60753000000.0,56412000000.0,36264000000.0,49245000000.0,27446000000.0,63688000000.0
2025-12-31,30710000000.0,12129000000.0,357317000000.0,12962000000.0,26347000000.0,38262000000.0,69514000000.0,60651000000.0,33234000000.0,51522000000.0,28928000000.0,62462000000.0
2026-01-31,24538000000.0,10945000000.0,356577000000.0,14027000000.0,22156000000.0,36433000000.0,65835000000.0,48008000000.0,34511000000.0,60598000000.0,31573000000.0,65784000000.0
2026-02-28,26152000000.0,8796000000.0,299819000000.0,15639000000.0,22167000000.0,36614000000.0,67654000000.0,56851000000.0,35791000000.0,47321000000.0,29440000000.0,49947000000.0
2026-03-31,31766000000.0,10566000000.0,321045000000.0,16971000000.0,22527000000.0,38910000000.0,87321000000.0,70727000000.0,39664000000.0,64386000000.0,35157000000.0,79603000000.0
2026-04-30,34211000000.0,9718000000.0,359442000000.0,16081000000.0,25303000000.0,43560000000.0,85830000000.0,72042000000.0,37081000000.0,70344000000.0,31583000000.0,67986000000.0
2026-05-31,31904000000.0,9540000000.0,376783000000.0,,,,87821000000.0,,,62146000000.0,,78596000000.0
