,BRL,CLP,CNH,HUF,IDR,INR,KRW,MXN,PHP,PLN,SGD,THB
2023-07-31,345475518573.761,40675705848.36,3400725000000.0,44052868350.0,137673550000.0,605810440000.0,421804000000.0,211253733970.863,99951448527.36,181893323000.0,340793300000.0,220717996721.21
2023-08-31,344177171384.459,41124644584.53,3357881000000.0,43051517080.0,137090330000.0,598241010000.0,418301000000.0,210384826376.547,99567906587.89,182240852000.0,337251500000.0,216932747784.32
2023-09-30,340323677965.989,41402110733.65,3308465000000.0,42017710920.0,134856190000.0,587713802058.868,414118000000.0,209625880610.132,,180022635000.0,337397300000.0,211750234176.17
2023-10-31,340247411795.717,42567339703.73,3305070000000.0,42816338950.0,133139750000.0,588461420000.0,412874000000.0,209019306465.657,101035155405.76,177004400000.0,338242300000.0,210925398449.75
2023-11-30,348405962629.364,43216720631.8,3380410000000.0,44707243450.0,138100080000.0,604171690000.0,417080000000.0,210806819355.336,102720139135.3,186712361000.0,345464400000.0,219086892556.92
2023-12-31,355033554712.174,46353101531.09,3449691000000.0,45752083000.0,146383750000.0,622452290000.0,420148000000.0,214413392525.46,103753228918.42,193812238000.0,351030500000.0,224483887479.38
2024-01-31,355065681507.061,47084726321.39,3431070000000.0,50466066710.0,145051570000.0,619962610000.0,415759000000.0,222008167590.137,103269901747.65,189558861000.0,357792700000.0,221626585193.12
2024-02-29,352704502768.655,46552078445.51,3437507000000.0,50234372160.0,144039970000.0,625164990000.0,415729000000.0,219534276810.779,101994498577.85,187995576000.0,357345500000.0,222435043232.71
2024-03-31,355007708591.885,45715664231.66,3469438000000.0,50134174630.0,140389510000.0,646418850000.0,419251000000.0,219516274933.183,104067517621.14,202499728000.0,368682000000.0,223363270000.0
2024-04-30,351598751685.177,43908020906.8,3430894000000.0,50263347160.0,136217740000.0,640200677000.0,419307000000.0,221484534866.219,102647754826.15,206097349000.0,366877200000.0,221069819763.619
2024-05-31,355559727283.918,45833671015.76,3465389000000.0,51802456080.0,138973180000.0,651509980000.0,412832000000.0,222773505997.62,105015612140.25,207820123000.0,370541800000.0,224333601004.31
2024-06-30,357826945957.855,44063061770.27,3453853000000.0,49514371750.0,140177280000.0,651997257155.149,412211000000.0,225876254077.546,105188872222.01,209568611000.0,371675300000.0,224328609073.95
2024-07-31,363281519025.792,45500115591.51,3495336000000.0,51285197800.0,145413740000.0,670615076000.0,413507000000.0,226611879019.787,106737816558.16,206204535000.0,378619000000.0,230624331701.75
2024-08-31,369213856501.724,46263828475.02,3534997000000.0,52202696020.0,150242800000.0,682230746426.616,415916000000.0,230744669693.088,107857557863.89,213297301000.0,384587400000.0,235684780322.75
2024-09-30,372016419480.171,45628700129.84,3571803000000.0,51524887680.0,149922060000.0,705782255825.03,419970000000.0,231867074980.766,112706919192.1,218812862000.0,389812200000.0,243007412269.17
2024-10-31,366096447825.134,44622178335.67,3522531000000.0,50560492500.0,151233240000.0,682129956813.35,415690000000.0,230474182759.882,111083722126.55,215455395000.0,383721600000.0,238550541229.0
2024-11-30,363003433557.568,44914770163.43,3521641000000.0,48932584180.0,150242500000.0,659432855000.0,415392000000.0,232161810727.361,108488025411.82,218379355000.0,377232600000.0,237500586978.4
2024-12-31,329729686639.349,44421083260.9,3455558000000.0,46323200430.0,155719380000.0,635701425186.09,415604000000.0,232056475043.996,106256486165.76,223166450000.0,371433200000.0,237045760344.339
2025-01-31,328303465800.923,44490108730.91,3478007000000.0,49119708390.0,156084570000.0,630607385032.165,411015000000.0,240787979701.401,103271181730.51,225419917000.0,376702900000.0,242083573751.96
2025-02-28,332507899412.979,44868703571.77,3498558000000.0,48100277540.0,154508980000.0,638698430000.0,409210000000.0,245548059082.996,107395135883.9,229217212000.0,379322500000.0,244755720000.0
2025-03-31,336157168061.796,45065536551.95,3533893000000.0,49304503500.0,157089820000.0,668326222000.0,409659000000.0,246819618472.196,106669671669.01,237493958000.0,382606400000.0,245303690000.0
2025-04-30,340789380743.806,45643064405.09,3591327000000.0,52038526260.0,152467480000.0,688428344000.0,404672000000.0,247046783808.075,105307766721.36,242430020000.0,389229300000.0,256789250000.0
2025-05-31,341459386605.073,45779923458.55,3593464000000.0,51914931160.0,152487810000.0,691308964160.94,404596000000.0,246233052007.648,105176466182.74,243594234000.0,401729700000.0,257550538303.69
2025-06-30,344440017282.045,46398096756.11,3627081000000.0,55100290800.0,152566600000.0,698117773712.57,410203000000.0,249380010581.116,105998082514.61,247558669000.0,404962900000.0,262404727994.95
2025-07-31,345110963222.244,46209425346.41,3602070000000.0,53938588240.0,151987970000.0,690109424807.265,411335000000.0,247477641083.653,105418246695.18,255941108000.0,397335500000.0,261884310000.0
2025-08-31,350766699104.747,46797230999.35,3643149000000.0,56425769220.0,150707880000.0,695358141808.105,416286000000.0,248959861240.363,107097922466.52,260945734000.0,391267300000.0,267351450000.0
2025-09-30,356582189988.628,47421508453.43,3688939000000.0,55977448290.0,148736930000.0,700088697337.272,422016000000.0,259576572690.56,109059467236.49,262466109000.0,393134900000.0,273272496387.61
2025-10-31,357102803891.618,47958349162.87,3706844000000.0,55778899180.0,149932585773.47,689732833465.912,428819000000.0,257150790297.751,110249079006.83,263955357000.0,392197900000.0,272016879991.89
2025-11-30,360578289206.25,48658788259.56,3723651000000.0,58007075460.0,150061012035.43,687929820722.552,430659000000.0,255707847765.863,111253802201.88,265005581000.0,400019900000.0,274680230000.0
2025-12-31,358233744846.807,49467944729.67,3744307000000.0,59035642500.0,156470965939.72,687734276134.224,428055000000.0,256196461073.922,110833436014.98,271117391000.0,409275900000.0,
2026-01-31,364367276393.295,49850998833.91,3836281000000.0,67673102250.0,154580475347.14,711548136772.775,425906000000.0,272152331875.648,112614804060.67,293852833000.0,416969100000.0,
2026-02-28,371073503266.98,51036119213.89,3882693000000.0,70668979800.0,151901160227.96,,427625000000.0,272626769719.802,113264110089.84,305804447000.0,416058200000.0,
2026-03-31,362001833520.341,50674231325.95,3751123000000.0,67529938620.0,148150158677.0,691107581704.94,423656000000.0,268661054356.652,106636075475.5,290710259000.0,419880100000.0,
2026-04-30,366912866300.56,51544593983.6,3821717000000.0,70948874940.0,146201964472.57,690692920061.597,427875000000.0,269599948814.172,104328348558.42,297636643000.0,427256900000.0,
2026-05-31,371136690267.566,52250669916.27,3850586000000.0,71189436520.0,144898400000.0,686347531003.383,426994000000.0,267870791487.534,103987799702.86,297224932000.0,430140100000.0,
2026-06-30,367557997648.871,51876342024.84,,68726443140.0,,668591276449.708,,,,293502770000.0,,
