,IDR,PHP,THB,SGD,BRL,MXN,CNH,CLP,PLN,HUF
2002-07-18,488.2200012207031,1156.5999755859375,397.9100036621094,1579.9000244140625,10813.0,6433.830078125,1704.9119873046875,,,2080.0
2002-07-19,484.8500061035156,1167.56005859375,394.2699890136719,1560.1800537109375,10583.0,6336.9501953125,1713.8609619140625,,,2094.0
2002-07-22,475.27398681640625,1157.8699951171875,383.07000732421875,1536.1400146484375,9892.0,6113.830078125,1681.009033203125,,,2000.0
2002-07-23,477.08099365234375,1158.050048828125,387.9599914550781,1565.719970703125,9746.0,5892.41015625,1673.8609619140625,,,2002.0
2002-07-24,460.02801513671875,1149.030029296875,374.44000244140625,1522.800048828125,9937.0,6010.419921875,1672.4000244140625,,,1800.0
2002-07-25,453.1549987792969,1141.31005859375,,1516.4100341796875,9666.0,5922.33984375,1665.1090087890625,,,1840.0
2002-07-26,441.875,1129.4200439453125,366.4700012207031,1494.6800537109375,9217.0,5900.43994140625,1657.4990234375,,,1859.0
2002-07-29,455.08599853515625,1118.030029296875,366.4800109863281,1506.3599853515625,9240.0,6103.8798828125,1665.6739501953125,,,1920.0
2002-07-30,462.8190002441406,1122.3900146484375,374.0799865722656,1516.719970703125,9342.0,6014.68017578125,1669.001953125,,,1931.0
2002-07-31,463.66900634765625,1123.239990234375,376.0199890136719,1508.3599853515625,9763.0,6021.83984375,1651.593994140625,,,1988.0
2002-08-01,461.2829895019531,1125.1600341796875,376.67999267578125,1517.010009765625,9760.0,5755.990234375,1653.008056640625,,,2018.0
2002-08-02,456.31500244140625,1119.0699462890625,370.4599914550781,1509.8900146484375,9852.0,5644.7001953125,1661.4310302734375,,,2040.0
2002-08-05,449.87298583984375,1115.31005859375,362.1400146484375,1482.3399658203125,9470.0,5534.47021484375,1653.95703125,,,1991.0
2002-08-06,440.9320068359375,1085.2099609375,362.6600036621094,1466.75,9755.0,5747.43994140625,1670.6190185546875,,,2035.0
2002-08-07,447.0610046386719,1091.1600341796875,367.0400085449219,1494.68994140625,9870.0,5855.89990234375,1668.06494140625,,,2000.0
2002-08-08,446.4649963378906,1093.25,360.0299987792969,1486.81005859375,10316.0,6029.77001953125,1659.802001953125,,,2020.0
2002-08-09,450.2359924316406,1102.3699951171875,367.07000732421875,,9986.0,5913.2099609375,1647.0460205078125,,,1990.0
2002-08-12,448.51800537109375,1098.5799560546875,,1486.43994140625,9724.0,5901.830078125,1634.5660400390625,,,1990.0
2002-08-13,450.97100830078125,1128.1600341796875,366.4700012207031,1529.030029296875,9444.0,5841.89990234375,1636.6319580078125,,,2015.0
2002-08-14,447.67999267578125,1134.31005859375,371.19000244140625,1527.030029296875,9343.0,6053.60009765625,1646.7220458984375,,,2035.0
2002-08-15,448.7330017089844,1133.0899658203125,371.6199951171875,1531.8399658203125,9183.0,6146.10986328125,1634.365966796875,,,2100.0
2002-08-16,450.9849853515625,1143.5699462890625,373.0299987792969,1522.5999755859375,9526.0,6190.60009765625,1646.7919921875,,,2072.0
2002-08-19,451.4490051269531,1136.8900146484375,370.2099914550781,1533.4100341796875,9417.0,6200.8701171875,1644.301025390625,,,2072.0
2002-08-20,456.7510070800781,1128.8800048828125,373.25,1533.6099853515625,9263.0,6192.91015625,1671.3509521484375,,,2072.0
2002-08-21,457.2239990234375,1104.72998046875,372.2200012207031,1533.469970703125,9438.0,6267.8798828125,1673.5489501953125,,,2160.0
2002-08-22,454.3450012207031,1098.5,368.32000732421875,1542.02001953125,9703.0,6239.490234375,1686.1109619140625,,,2225.0
2002-08-23,458.27099609375,1087.260009765625,367.010009765625,1531.9000244140625,9676.0,6148.89013671875,1683.20703125,,,2256.0
2002-08-26,456.40899658203125,1092.8599853515625,369.0199890136719,1516.0400390625,10098.0,6262.43994140625,1670.68505859375,,,2250.0
2002-08-27,452.0639953613281,1098.9100341796875,370.1400146484375,1509.47998046875,10372.0,6157.419921875,1679.6910400390625,,,2275.0
2002-08-28,442.968994140625,1109.1099853515625,365.1300048828125,1504.9000244140625,10380.0,6115.56005859375,1676.77001953125,,,2240.0
2002-08-29,438.92401123046875,1105.9599609375,362.1400146484375,1490.3499755859375,10455.0,6181.669921875,1667.3179931640625,,,2160.0
2002-08-30,443.67401123046875,1103.3599853515625,361.1600036621094,1488.5,10382.0,6216.43017578125,1666.6180419921875,,,2210.0
2002-09-02,439.989013671875,1098.2900390625,357.3599853515625,1460.6800537109375,10378.0,6165.93017578125,1668.7740478515625,,,2170.0
2002-09-03,429.9880065917969,1098.0899658203125,355.5899963378906,1454.9200439453125,10136.0,6094.2900390625,1674.0699462890625,,,2060.0
2002-09-04,420.4419860839844,1113.9599609375,351.94000244140625,1457.47998046875,9997.0,6114.35009765625,1663.9720458984375,,,2036.0
2002-09-05,427.1189880371094,1118.449951171875,350.04998779296875,1447.77001953125,9723.0,6067.25,1641.8070068359375,,,2010.0
2002-09-06,427.79998779296875,1121.31005859375,353.54998779296875,1442.5799560546875,9717.0,6113.31982421875,1631.384033203125,,,2065.0
2002-09-09,430.27099609375,1133.4599609375,353.2300109863281,1423.8900146484375,9954.0,6159.89990234375,1621.58203125,,,2100.0
2002-09-10,429.33599853515625,1133.5899658203125,360.6099853515625,1447.8800048828125,9960.0,6225.16015625,1625.1109619140625,,,2195.0
2002-09-11,430.1210021972656,1153.4100341796875,361.3500061035156,1448.47998046875,10182.0,6260.60986328125,1620.35498046875,,,2239.0
2002-09-12,428.1830139160156,1145.4300537109375,361.489990234375,1433.4300537109375,10173.0,6219.93017578125,1624.5579833984375,,,2151.0
2002-09-13,421.00299072265625,1155.489990234375,357.1499938964844,1432.0,10181.0,6190.52001953125,1625.759033203125,,,2136.0
2002-09-16,420.2170104980469,1160.1199951171875,351.8800048828125,1442.6099853515625,9831.0,,1604.0830078125,,,2170.0
2002-09-17,427.1830139160156,1162.530029296875,359.29998779296875,1458.469970703125,9650.0,6079.9501953125,1604.8809814453125,,,2170.0
2002-09-18,419.1210021972656,1153.300048828125,354.0,1431.25,9505.0,5960.3798828125,1594.583984375,,,2160.0
2002-09-19,408.6960144042969,1149.030029296875,352.3399963378906,1439.1099853515625,9372.0,5645.0,1619.35400390625,,,2073.0
2002-09-20,408.79901123046875,1142.8699951171875,351.5199890136719,1421.030029296875,9585.0,5788.77978515625,1604.9129638671875,,,2138.0
2002-09-23,410.7720031738281,1138.6300048828125,347.9700012207031,1415.8199462890625,9264.0,5741.72998046875,1602.5909423828125,,,2115.0
2002-09-24,408.3039855957031,1122.0699462890625,340.3299865722656,1377.0699462890625,9148.0,5705.669921875,1596.7320556640625,,,2120.0
2002-09-25,408.6470031738281,1126.5999755859375,336.0,1342.6199951171875,9228.0,5808.43994140625,1597.8370361328125,,,2140.0
2002-09-26,411.9410095214844,1120.989990234375,335.82000732421875,1356.2900390625,9199.0,5956.93017578125,1587.6490478515625,,,2148.0
2002-09-27,412.9729919433594,1119.9200439453125,338.7200012207031,1373.8900146484375,8716.0,5801.1201171875,1581.6180419921875,,,2085.0
2002-09-30,419.3070068359375,1129.3399658203125,331.7900085449219,1352.300048828125,8623.0,5728.4599609375,,,,2020.0
2002-10-01,407.51800537109375,1115.780029296875,333.69000244140625,1355.469970703125,8998.0,5926.66015625,,,,2031.0
2002-10-02,409.50201416015625,1114.699951171875,335.42999267578125,1355.4300537109375,8820.0,5827.7099609375,,,,2010.0
2002-10-03,408.4309997558594,1103.280029296875,336.54998779296875,1351.97998046875,9140.0,5898.3798828125,,,,2010.0
2002-10-04,,1101.6400146484375,340.9200134277344,1367.5699462890625,9260.0,5869.22021484375,,,,1998.0
2002-10-07,401.8429870605469,1098.010009765625,335.8800048828125,1378.6099853515625,8863.0,5853.5498046875,,,,1970.0
2002-10-08,402.052001953125,1075.75,337.8399963378906,1396.510009765625,8847.0,5849.419921875,1562.9930419921875,,,1932.0
2002-10-09,391.8370056152344,1081.27001953125,338.3699951171875,1376.5799560546875,8715.0,5762.39990234375,1535.365966796875,,,1851.0
2002-10-10,384.48699951171875,1063.2900390625,333.75,1357.3499755859375,8866.0,5762.14990234375,1530.406982421875,,,1828.0
2002-10-11,376.46600341796875,1072.18994140625,330.4100036621094,1373.68994140625,8855.0,5845.330078125,1524.051025390625,,,1900.0
2002-10-14,337.4750061035156,1067.510009765625,323.8599853515625,1378.43994140625,8451.0,5865.18017578125,1531.676025390625,,,1900.0
2002-10-15,342.2040100097656,1047.68994140625,328.2900085449219,1429.6800537109375,8507.0,6040.31982421875,1524.72802734375,,,2019.0
2002-10-16,357.37701416015625,1048.1700439453125,332.79998779296875,1439.050048828125,8371.0,5924.93994140625,1537.387939453125,,,1980.0
2002-10-17,355.1050109863281,1039.5799560546875,333.17999267578125,1466.02001953125,8902.0,5985.77001953125,1513.0970458984375,,,2048.0
2002-10-18,360.9049987792969,1027.6700439453125,342.4599914550781,1461.3900146484375,9022.0,5973.2099609375,1519.5389404296875,,,2025.0
2002-10-21,361.8689880371094,1014.9000244140625,344.2799987792969,1457.7099609375,9128.0,6017.3701171875,1524.925048828125,,,2095.0
2002-10-22,353.8139953613281,1019.2999877929688,346.2099914550781,1456.699951171875,9331.0,5979.56982421875,1548.10400390625,,,2116.0
2002-10-23,354.85101318359375,1012.8599853515625,,1463.3299560546875,9840.0,6000.6201171875,1548.9649658203125,,,2116.0
2002-10-24,353.18798828125,1027.5899658203125,346.5899963378906,1456.9000244140625,9799.0,5908.06982421875,1536.52001953125,,,2100.0
2002-10-25,353.65399169921875,1032.0899658203125,348.4599914550781,1472.1300048828125,10015.0,5905.580078125,1520.31298828125,,,2022.0
2002-10-28,361.67999267578125,1047.050048828125,357.4200134277344,1477.989990234375,9574.0,5887.2900390625,1502.7159423828125,,,2090.0
2002-10-29,361.91900634765625,1045.699951171875,353.95001220703125,1449.9300537109375,9601.0,5893.759765625,1510.8819580078125,,,2079.0
2002-10-30,361.1189880371094,1048.530029296875,355.0,1458.9599609375,10069.0,5963.830078125,1509.70703125,,,2134.0
2002-10-31,369.04400634765625,1048.530029296875,357.2200012207031,1463.3699951171875,10168.0,5967.72998046875,1507.4959716796875,,,2159.0
2002-11-01,371.135986328125,1048.530029296875,357.67999267578125,1427.5999755859375,10140.0,6045.16015625,1510.760009765625,,,2159.0
2002-11-04,383.8710021972656,1050.97998046875,358.79998779296875,,9913.0,6058.89990234375,1531.842041015625,,,2221.0
2002-11-05,374.91400146484375,1042.31005859375,355.7699890136719,1434.0400390625,9861.0,6040.169921875,1558.239013671875,,,2186.0
2002-11-06,369.40399169921875,1060.43994140625,353.79998779296875,1447.739990234375,9703.0,6064.0,1552.56103515625,,,2175.0
2002-11-07,369.3760070800781,1083.5999755859375,357.4599914550781,1426.3599853515625,9799.0,6009.93017578125,1554.237060546875,,,2160.0
2002-11-08,365.7040100097656,1074.1199951171875,355.0,1425.9100341796875,9860.0,5988.52978515625,1522.18701171875,,,2162.0
2002-11-11,362.572998046875,1063.31005859375,350.3599853515625,1404.3900146484375,9886.0,5891.7900390625,1504.4029541015625,,,2180.0
2002-11-12,371.0920104980469,1055.2900390625,345.07000732421875,1405.989990234375,9721.0,5865.10986328125,1485.9129638671875,,,2170.0
2002-11-13,367.10198974609375,1059.449951171875,343.6700134277344,1394.75,9764.0,5813.35986328125,1490.4639892578125,,,2195.0
2002-11-14,371.2510070800781,1061.8599853515625,348.95001220703125,1391.1600341796875,9884.0,5898.06005859375,1460.7950439453125,,,2219.0
2002-11-15,374.1499938964844,1058.7099609375,356.239990234375,1414.8499755859375,,5819.08984375,1463.6910400390625,,,2230.0
2002-11-18,367.8800048828125,1034.47998046875,357.1000061035156,1397.199951171875,9971.0,5726.0,1451.2900390625,,,2318.0
2002-11-19,369.1090087890625,1024.989990234375,353.6199951171875,1393.77001953125,9971.0,5641.740234375,1462.1739501953125,,,2280.0
2002-11-20,371.5929870605469,1034.199951171875,352.17999267578125,1383.31005859375,10088.0,,1425.843017578125,,,2252.0
2002-11-21,373.22601318359375,1030.8399658203125,358.44000244140625,1398.9000244140625,10289.0,5859.0498046875,1390.6290283203125,,,2336.0
2002-11-22,381.4549865722656,1054.800048828125,362.5899963378906,1423.6099853515625,10404.0,5818.43017578125,1395.4969482421875,,,2365.0
2002-11-25,381.8900146484375,1056.4100341796875,364.5299987792969,1423.52001953125,10246.0,5861.81982421875,1398.43798828125,,,2342.0
2002-11-26,381.9469909667969,1050.8499755859375,361.2099914550781,1405.27001953125,10132.0,5922.41015625,1371.1669921875,,,2312.0
2002-11-27,383.0429992675781,1036.27001953125,361.3500061035156,1394.93994140625,10226.0,6129.25,1378.751953125,,,2310.0
2002-11-28,389.9750061035156,1042.6600341796875,364.2900085449219,1404.0400390625,10239.0,6158.490234375,1417.5250244140625,,,2280.0
2002-11-29,390.42498779296875,1047.219970703125,364.8999938964844,1391.530029296875,10509.0,6156.830078125,1434.1820068359375,,,2250.0
2002-12-02,389.2699890136719,1050.0400390625,366.6700134277344,1396.81005859375,10674.0,6223.58984375,1395.675048828125,,,2286.0
2002-12-03,397.7380065917969,1042.5400390625,364.19000244140625,1381.8699951171875,10663.0,6221.68017578125,1408.843017578125,,,2270.0
2002-12-04,397.0830078125,1036.260009765625,364.94000244140625,1366.0,10640.0,6187.669921875,1414.4539794921875,,,2230.0
2002-12-05,,1031.75,,1365.5400390625,10413.0,6152.009765625,1404.8800048828125,,,2225.0
2002-12-06,,1031.75,365.0899963378906,,10569.0,6126.22998046875,1405.5250244140625,,,2180.0
2002-12-09,,1027.530029296875,365.3500061035156,1347.9200439453125,10339.0,6053.75,1400.866943359375,,,2175.0
2002-12-10,,1013.3099975585938,,1367.0999755859375,10331.0,6081.52001953125,1383.8399658203125,,,2165.0
2002-12-11,391.74200439453125,1013.5800170898438,365.4599914550781,1374.3800048828125,10614.0,6135.39013671875,1379.1949462890625,,,2107.0
2002-12-12,393.8590087890625,1025.510009765625,360.989990234375,1381.72998046875,10587.0,,1383.9100341796875,,,2120.0
2002-12-13,391.22198486328125,1030.1800537109375,356.20001220703125,1367.47998046875,10564.0,6114.2001953125,1396.89794921875,,,2180.0
2002-12-16,395.2959899902344,1019.97998046875,353.92999267578125,1360.8299560546875,10771.0,6185.9501953125,1408.5150146484375,,,2220.0
2002-12-17,402.3940124511719,1015.3900146484375,352.8299865722656,1343.010009765625,10833.0,6168.4599609375,1416.095947265625,,,2217.0
2002-12-18,406.3919982910156,1018.4000244140625,350.6199951171875,1334.6600341796875,10985.0,6089.66015625,1411.718994140625,,,2225.0
2002-12-19,420.32598876953125,997.780029296875,350.25,1354.6300048828125,11208.0,6120.4599609375,1413.5970458984375,,,2220.0
2002-12-20,425.1199951171875,1000.780029296875,350.010009765625,1337.449951171875,11490.0,6130.830078125,1427.93603515625,,,2163.0
2002-12-23,425.6059875488281,1008.8400268554688,350.54998779296875,1335.0899658203125,11470.0,6153.22021484375,1430.198974609375,,,2247.0
2002-12-24,,1008.8400268554688,350.92999267578125,1337.18994140625,,6151.47998046875,1430.8270263671875,,,2247.0
2002-12-25,,,353.4100036621094,,,,1421.5150146484375,,,2247.0
2002-12-26,,1015.3300170898438,355.3599853515625,1331.449951171875,11318.0,6182.91015625,1384.1519775390625,,,2247.0
2002-12-27,424.94500732421875,1018.4099731445312,356.4800109863281,1341.5799560546875,11234.0,6126.240234375,1382.970947265625,,,2244.0
2002-12-30,,,,1331.949951171875,11268.0,6124.509765625,1366.362060546875,,,2200.0
2002-12-31,,,,1341.030029296875,,6127.08984375,1357.654052734375,,,2210.0
2003-01-01,,,,,,,,,,2210.0
2003-01-02,409.125,1008.6400146484375,351.5199890136719,1335.97998046875,11603.0,6225.39990234375,1320.6300048828125,,,2255.0
2003-01-03,407.5119934082031,1011.5,357.2300109863281,1339.9300537109375,11600.0,6253.33984375,1319.8680419921875,,,2252.0
2003-01-06,398.24700927734375,1015.0700073242188,364.1499938964844,1331.6199951171875,12020.0,6333.4599609375,1334.678955078125,,,2224.0
2003-01-07,394.5190124511719,1019.5900268554688,365.510009765625,1318.739990234375,11876.0,6279.27978515625,1332.06103515625,,,2220.0
2003-01-08,389.41400146484375,1040.4200439453125,360.4100036621094,1332.3199462890625,11786.0,6266.47998046875,1372.0670166015625,,,2235.0
2003-01-09,396.02899169921875,1035.31005859375,358.760009765625,1335.0899658203125,11912.0,6329.9599609375,1397.384033203125,,,2240.0
2003-01-10,399.6650085449219,1058.300048828125,360.3699951171875,1347.1700439453125,12243.0,6353.02978515625,1384.8590087890625,,,2273.0
2003-01-13,396.2279968261719,1055.050048828125,364.04998779296875,1386.050048828125,12110.0,6364.64013671875,1386.31396484375,,,2305.0
2003-01-14,407.177001953125,1061.3299560546875,373.3299865722656,1401.3699951171875,12175.0,6407.0,1466.8509521484375,,,2325.0
2003-01-15,405.5979919433594,1075.469970703125,371.82000732421875,1386.6199951171875,11971.0,6398.89990234375,1459.9200439453125,,,2320.0
2003-01-16,397.1090087890625,1074.449951171875,370.4800109863281,1379.52001953125,11952.0,6331.990234375,1485.6180419921875,,,2380.0
2003-01-17,401.64898681640625,1081.5999755859375,367.1600036621094,1366.8299560546875,11676.0,6204.4599609375,1478.675048828125,,,2375.0
2003-01-20,404.4230041503906,1066.699951171875,371.45001220703125,1363.18994140625,11648.0,6161.1201171875,1482.6810302734375,,,2310.0
2003-01-21,405.16400146484375,1060.0699462890625,375.9100036621094,1365.3199462890625,11435.0,6092.1298828125,1454.8909912109375,,,2350.0
2003-01-22,405.70098876953125,1052.43994140625,373.1700134277344,1369.1300048828125,11142.0,6024.08984375,1460.530029296875,,,2310.0
2003-01-23,406.7699890136719,1048.530029296875,376.55999755859375,1364.4100341796875,11162.0,6054.43994140625,1450.615966796875,,,2300.0
2003-01-24,405.3429870605469,1050.4200439453125,376.29998779296875,1358.0400390625,10784.0,6012.56005859375,1479.0699462890625,,,2265.0
2003-01-27,393.5580139160156,1038.6700439453125,370.79998779296875,1331.25,10530.0,5923.330078125,1496.156982421875,,,2235.0
2003-01-28,395.2099914550781,1035.5699462890625,374.760009765625,1339.68994140625,10517.0,5919.7001953125,1500.6390380859375,,,2230.0
2003-01-29,391.5299987792969,1039.260009765625,369.69000244140625,1302.8499755859375,10863.0,5937.97021484375,1499.81494140625,,,2230.0
2003-01-30,392.2929992675781,1039.8800048828125,370.29998779296875,1295.8900146484375,10751.0,5870.509765625,,,,2220.0
2003-01-31,388.4429931640625,1056.68994140625,370.010009765625,1291.43994140625,10941.0,5954.35009765625,,,,2200.0
2003-02-03,390.2149963378906,1058.1400146484375,372.3999938964844,,10910.0,6031.81005859375,,,,2185.0
2003-02-04,394.1470031738281,1049.6700439453125,373.3699951171875,1296.5899658203125,10577.0,5968.4599609375,,,,2152.0
2003-02-05,392.31298828125,1037.260009765625,373.2799987792969,1291.8900146484375,10592.0,,,,,2140.0
2003-02-06,394.4549865722656,1036.56005859375,379.1000061035156,1287.6300048828125,10566.0,5894.27001953125,,,,2134.0
2003-02-07,394.6310119628906,1041.8299560546875,378.95001220703125,1285.4100341796875,10381.0,5866.02978515625,,,,2165.0
2003-02-10,397.2179870605469,1038.8900146484375,375.4800109863281,1282.72998046875,10480.0,5837.89013671875,1480.1689453125,,,2152.0
2003-02-11,395.5589904785156,1044.77001953125,379.1400146484375,1295.969970703125,10509.0,5779.4501953125,1492.7640380859375,,,2160.0
2003-02-12,,1041.3699951171875,380.260009765625,,10510.0,5763.8701171875,1510.6710205078125,,,2175.0
2003-02-13,395.47198486328125,1040.18994140625,370.25,1268.3299560546875,10108.0,5791.39013671875,1504.3380126953125,,,2205.0
2003-02-14,399.5159912109375,1033.72998046875,368.7099914550781,1273.47998046875,10081.0,5774.39013671875,1510.949951171875,,,2160.0
2003-02-17,404.39801025390625,1034.760009765625,,1301.18994140625,10189.0,5829.8701171875,1496.52294921875,,,2165.0
2003-02-18,402.947998046875,1030.6400146484375,370.45001220703125,1293.81005859375,10450.0,5880.009765625,1496.468017578125,,,2180.0
2003-02-19,401.9530029296875,1029.300048828125,371.17999267578125,1315.530029296875,10252.0,5857.35009765625,1510.802978515625,,,2175.0
2003-02-20,399.9649963378906,1023.22998046875,364.4200134277344,1312.4100341796875,10217.0,5880.89990234375,1509.4859619140625,,,2154.0
2003-02-21,402.2439880371094,1015.7000122070312,359.5299987792969,1315.030029296875,10331.0,5956.97021484375,1478.8709716796875,,,2170.0
2003-02-24,403.0320129394531,1013.9299926757812,362.0899963378906,1306.7900390625,10254.0,5913.68017578125,1481.93603515625,,,2218.0
2003-02-25,399.1080017089844,1013.9299926757812,356.760009765625,1290.43994140625,10192.0,5869.2099609375,1511.2750244140625,,,2187.0
2003-02-26,397.5360107421875,1000.27001953125,356.0199890136719,1287.1400146484375,9995.0,5869.7900390625,1513.175048828125,,,2170.0
2003-02-27,398.9490051269531,1005.6300048828125,358.8900146484375,1271.25,10126.0,5900.02001953125,1513.7039794921875,,,2195.0
2003-02-28,399.2200012207031,1019.3300170898438,361.32000732421875,1273.8499755859375,10281.0,5927.06005859375,1511.9320068359375,,,2204.0
2003-03-03,,1024.550048828125,367.6700134277344,1279.199951171875,,5926.64990234375,1525.4830322265625,,,2172.0
2003-03-04,395.36700439453125,1025.989990234375,364.54998779296875,1268.9599609375,,5911.240234375,1524.303955078125,,,2170.0
2003-03-05,391.1820068359375,1009.6799926757812,359.8999938964844,1265.5,10306.0,5914.41015625,1517.178955078125,,,2215.0
2003-03-06,393.9849853515625,1015.719970703125,358.9599914550781,1243.8199462890625,10615.0,5913.919921875,1498.343017578125,,,2189.0
2003-03-07,389.7929992675781,1014.7899780273438,358.4800109863281,1226.1500244140625,10724.0,5907.93017578125,1493.093017578125,,,2170.0
2003-03-10,382.6650085449219,1010.7000122070312,353.2900085449219,1213.8199462890625,10309.0,5859.77001953125,1468.9189453125,,,2218.0
2003-03-11,379.35101318359375,1007.1099853515625,350.9800109863281,1216.1099853515625,10340.0,5821.10009765625,,,,2250.0
2003-03-12,387.24700927734375,1000.4400024414062,352.44000244140625,1233.6800537109375,10577.0,5809.97021484375,1475.008056640625,,,2245.0
2003-03-13,383.8559875488281,1000.4400024414062,353.4800109863281,1231.77001953125,10783.0,5931.9599609375,1464.6490478515625,,,2257.0
2003-03-14,387.8800048828125,1003.989990234375,358.239990234375,1250.8800048828125,10817.0,5993.009765625,1466.0439453125,,,2255.0
2003-03-17,382.14898681640625,999.4600219726562,354.6099853515625,1234.4200439453125,10875.0,6009.919921875,1469.2740478515625,,,2193.0
2003-03-18,384.6369934082031,1005.5900268554688,362.8500061035156,1274.1199951171875,11151.0,6042.759765625,1459.8919677734375,,,2224.0
2003-03-19,385.4830017089844,1020.4600219726562,361.1300048828125,1285.010009765625,11006.0,6017.43017578125,1469.9599609375,,,2242.0
2003-03-20,394.63800048828125,1039.3299560546875,364.239990234375,1308.1700439453125,11159.0,6048.41015625,1464.5400390625,,,2255.0
2003-03-21,394.03900146484375,1032.1500244140625,363.6199951171875,1326.1500244140625,11377.0,,1474.656982421875,,,2310.0
2003-03-24,395.08599853515625,1033.0899658203125,361.2799987792969,1299.56005859375,11053.0,5924.33984375,1477.7659912109375,,,2271.0
2003-03-25,394.9360046386719,1022.989990234375,363.739990234375,1311.3199462890625,11232.0,5937.990234375,1462.4000244140625,,,2247.0
2003-03-26,401.03900146484375,1027.9100341796875,368.1400146484375,1325.0,11206.0,5952.3798828125,1456.27099609375,,,2259.0
2003-03-27,401.3429870605469,1031.050048828125,368.94000244140625,1313.6500244140625,11233.0,5951.33984375,1499.3470458984375,,,2243.0
2003-03-28,404.4320068359375,1038.22998046875,369.5299987792969,1318.4300537109375,11396.0,5947.47998046875,1491.9410400390625,,,2250.0
2003-03-31,398.0039978027344,1039.6700439453125,364.54998779296875,1267.8199462890625,11274.0,5914.02978515625,1510.5780029296875,,,2220.0
2003-04-01,398.05499267578125,1038.0699462890625,362.2200012207031,1282.5799560546875,11592.0,5895.759765625,1522.5460205078125,,,2249.0
2003-04-02,398.05499267578125,1051.9599609375,363.0199890136719,1299.77001953125,11872.0,6008.509765625,1521.3199462890625,,,2240.0
2003-04-03,400.7569885253906,1062.489990234375,365.1199951171875,1302.5400390625,12006.0,6034.740234375,1511.72900390625,,,2285.0
2003-04-04,405.6780090332031,1090.6600341796875,371.92999267578125,1313.72998046875,12066.0,6158.97021484375,1521.1280517578125,,,2320.0
2003-04-07,423.8139953613281,1090.6600341796875,,1338.8299560546875,12136.0,6257.1298828125,1515.1319580078125,,,2380.0
2003-04-08,422.1109924316406,1107.75,375.82000732421875,1318.1199951171875,11779.0,6259.4599609375,1520.551025390625,,,2380.0
2003-04-09,430.2760009765625,1095.6400146484375,376.20001220703125,1292.8499755859375,11759.0,6212.14013671875,1543.6739501953125,,,2370.0
2003-04-10,430.4469909667969,1112.530029296875,375.0199890136719,1295.9100341796875,11591.0,6154.02001953125,1551.1800537109375,,,2333.0
2003-04-11,438.54901123046875,1122.27001953125,383.3599853515625,1301.02001953125,11719.0,6175.22021484375,1576.8599853515625,,,2374.0
2003-04-14,433.9469909667969,1133.3699951171875,,1282.8699951171875,11874.0,6232.740234375,1616.072021484375,,,2330.0
2003-04-15,437.7239990234375,1116.47998046875,,1291.8299560546875,12106.0,6333.58984375,1631.469970703125,,,2318.0
2003-04-16,442.7200012207031,1122.3299560546875,386.5400085449219,1292.3499755859375,12043.0,6306.60009765625,1606.239990234375,,,2270.0
2003-04-17,443.85699462890625,1122.3299560546875,384.6300048828125,1282.510009765625,12395.0,,1613.60400390625,,,2270.0
2003-04-18,,1122.3299560546875,384.5,,,,1603.0770263671875,,,2300.0
2003-04-21,447.9410095214844,1125.219970703125,385.5,1271.2900390625,,6326.64990234375,1571.7139892578125,,,2300.0
2003-04-22,442.73699951171875,1117.1199951171875,378.9700012207031,1274.3699951171875,12452.0,6373.91015625,1568.6920166015625,,,2315.0
2003-04-23,447.6860046386719,1083.8800048828125,375.3900146484375,1266.0799560546875,12394.0,6385.10986328125,1541.9599609375,,,2292.0
2003-04-24,445.1520080566406,1070.449951171875,369.7099914550781,1243.010009765625,12120.0,6379.43994140625,1503.5899658203125,,,2305.0
2003-04-25,435.0429992675781,1049.3900146484375,368.5299987792969,1229.1400146484375,12126.0,6333.0,1487.14697265625,,,2320.0
2003-04-28,430.9169921875,1036.2900390625,368.8500061035156,1241.0400390625,12462.0,6428.2001953125,1537.6910400390625,,,2350.0
2003-04-29,444.1820068359375,1048.3699951171875,372.9200134277344,1284.6099853515625,12678.0,6499.68994140625,1509.31298828125,,,2355.0
2003-04-30,450.8609924316406,1068.1500244140625,374.6300048828125,1281.3299560546875,12557.0,6509.8798828125,1521.4439697265625,,,2365.0
2003-05-01,452.197998046875,1068.1500244140625,,,,,,,,2365.0
2003-05-02,447.8190002441406,1068.1500244140625,375.239990234375,1299.219970703125,12810.0,6590.919921875,,,,2365.0
2003-05-05,458.9570007324219,1080.3699951171875,,1325.18994140625,12833.0,6608.18017578125,,,,2420.0
2003-05-06,463.61199951171875,1084.010009765625,380.04998779296875,1315.6099853515625,12644.0,6614.68017578125,,,,2420.0
2003-05-07,473.12799072265625,1077.9000244140625,379.45001220703125,1307.52001953125,12956.0,6575.2900390625,,,,2386.0
2003-05-08,471.1180114746094,1078.3199462890625,378.20001220703125,1317.9100341796875,12921.0,6408.6201171875,,,,2380.0
2003-05-09,469.6340026855469,1073.260009765625,384.32000732421875,1309.5999755859375,13214.0,6488.490234375,,,,2360.0
2003-05-12,473.927001953125,1061.4000244140625,383.489990234375,1327.4200439453125,13320.0,6496.43017578125,1531.866943359375,,,2387.0
2003-05-13,473.510986328125,1058.5699462890625,386.7900085449219,1323.1600341796875,13421.0,6491.89013671875,1485.3070068359375,,,2425.0
2003-05-14,467.9389953613281,1061.56005859375,385.2200012207031,1311.0,13459.0,6549.7900390625,1522.9239501953125,,,2402.0
