date,em_usd,em_g3,em_cad,usd_down
2013-01-04,,,,
2013-01-11,0.004554058994144593,0.0007237276786183871,0.0025800972277742413,False
2013-01-18,0.0020078496173556505,0.00673862201428003,0.01227000683214048,False
2013-01-25,-0.005618471113240474,-0.0063077760845902725,0.009104787336826707,False
2013-02-01,0.004808055225765683,0.005291380610815116,-0.005257259457994525,False
2013-02-08,-0.0016712232591157999,0.00643399460760795,0.0011207179678359006,False
2013-02-15,0.0014277668302627652,0.006047836319886985,0.005256713474568781,False
2013-02-22,-0.002958109237668097,-0.00011803271094359014,0.014816424934200507,False
2013-03-01,-0.0003879513577978742,0.004758343162499926,0.0034553596437529323,False
2013-03-08,0.0013318534928466854,0.011208821312385955,-8.942653969295123e-05,False
2013-03-15,-0.0021786630529451404,-0.008113324680539451,-0.009683903197406828,False
2013-03-22,-0.0034915506022028487,-0.003546353322119002,-0.0003380743218820148,False
2013-03-29,0.0009544779204269214,0.004255867849847239,-0.004510440800247534,False
2013-04-05,0.0029553868681308055,0.008054238004595997,0.006023507581226427,False
2013-04-12,0.004087594203843297,0.0075150010569281995,-0.0029725495864861276,False
2013-04-19,0.001826564142100761,0.0037509582146530857,0.01360660607818309,False
2013-04-26,-9.219296297758992e-05,-0.0037997583321581286,-0.008885509194325035,False
2013-05-03,0.002707487353993103,0.004820051724832625,-0.005866857250317068,False
2013-05-10,-0.004569590657302776,0.008468284206745114,-0.001382173529439854,False
2013-05-17,-0.004675984949012699,0.0028381643121374095,0.010201846284831107,False
2013-05-24,-0.0023211408472084724,-0.010646793569805213,0.0024949836759554198,False
2013-05-31,-0.016497204135553237,-0.017826317669714018,-0.014755531785143335,False
2013-06-07,0.00559745518508971,-0.012787731388808258,-0.00787609172599163,False
2013-06-14,0.002135566563066951,-0.010868080750678183,-0.0021357664303341224,False
2013-06-21,-0.021661961067178277,-0.006828405286789683,0.007224481589467608,False
2013-06-28,0.007652959336544146,0.01751338296834299,0.014951237107329698,False
2013-07-05,-0.003527482275679573,0.006027900917175359,0.0003993809137208867,False
2013-07-12,0.006160124486698925,-0.004487163039466228,-0.012861341530781506,False
2013-07-19,0.001292510070078352,0.0023874946232860525,-0.0008335520951570261,False
2013-07-26,-0.0012895003243480019,-0.011965018962835984,-0.008892338879427463,False
2013-08-02,-0.0029820294931199335,-0.0014409365568855397,0.003987638680191337,False
2013-08-09,0.005029583059157073,-0.005165821649637769,-0.0015956875169177319,False
2013-08-16,-0.0043439398607408,0.0005836456874050242,6.695715826327085e-05,False
2013-08-23,-0.005160054240012705,-0.0037294826561242098,0.010986237668916033,False
2013-08-30,-0.005259950213884798,-0.0011825303005899863,-0.003037313033605819,False
2013-09-06,0.006130476664711117,0.009659816139381397,-0.009499796947206379,False
2013-09-13,0.006451304683292447,0.005166576505571169,0.001618776900936379,False
2013-09-20,0.010778327465874937,0.00564412683116436,0.005734209068634216,False
2013-09-27,-0.003858628192548539,-0.009205472364209277,-0.002546432981303412,False
2013-10-04,0.005744056137686508,0.0006410561724750786,0.005893238295508116,False
2013-10-11,0.0008598185837493796,0.005576968833669279,0.008444253781584535,False
2013-10-18,0.005083685781948709,4.53373476747114e-05,-0.004975981774996973,False
2013-10-25,0.0024819139383264097,-0.0014407886546422368,0.017827788773981706,False
2013-11-01,-0.011391895019289484,0.0010457853391724978,-0.011683293037090014,False
2013-11-08,-0.004272659058043199,0.00023951820398273888,1.9552239038183282e-05,False
2013-11-15,0.0013004322090844182,0.0022145896989784614,-0.0015201307647537846,False
2013-11-22,-0.0016095436494045548,0.00027380854409360736,0.004388407662303347,False
2013-11-29,-0.002276720989971169,-0.0007523588373815201,0.0033473035361257617,False
2013-12-06,0.002451524648815627,0.0016736579080623868,0.0062605016426906315,False
2013-12-13,-0.0015513027462173356,-0.0009755558600054581,-0.003490189563088861,False
2013-12-20,-0.004836954309605493,-0.00042576597084482276,0.0011684371244325212,False
2013-12-27,0.0032378855415484175,0.0033032486449485103,0.0044015657097987455,False
2014-01-03,-0.0029732016645069408,-0.0004866100456103876,-0.010006947356235663,True
2014-01-10,0.003981902711209013,0.001501440530142967,0.03159832976438383,True
2014-01-17,-0.00496591442730168,-0.0017882889849742335,-0.002643687372925678,True
2014-01-24,-0.008240666625373884,-0.017483447436393525,0.0027868101338185732,True
2014-01-31,-0.0031948091776400137,0.0004808236686274156,0.003590753490674871,True
2014-02-07,0.006468455994052895,0.003916123737095021,-0.006446611570793166,True
2014-02-14,0.00614537780911627,0.003324438558818248,0.0031406688225307272,True
2014-02-21,-0.004316009090259514,-0.003102150244068811,0.008974783264653995,True
2014-02-28,0.001783601478162435,-0.0018532081590057659,-0.003674525482730134,True
2014-03-07,0.0024456657405959566,0.005310568270016414,0.002663083708055824,True
2014-03-14,-0.002255360991827344,-0.009781816408920743,-0.0011299939399059351,True
2014-03-21,-0.0027347379739547113,0.0037068850420210655,0.0066834509357677156,True
2014-03-28,0.008337368309676541,0.010807868012134287,-0.0032997752595285805,True
2014-04-04,0.00252811748477759,0.006041193614525791,-0.006142430175753831,True
2014-04-11,0.00472327195382034,-0.0062818588133344185,0.0027092609790754607,True
2014-04-18,-0.002420852400817809,0.001842453485794775,0.0038061331432404782,True
2014-04-25,-0.0046479254910004545,-0.006369661012022558,-0.004338000437273717,True
2014-05-02,0.003984748547799197,0.004025483022516648,-0.0017439380546589289,True
2014-05-09,0.003950354699473509,0.004784017434012511,-0.0020829316278466953,True
2014-05-16,0.0025844043859379355,0.003003322987906584,0.00029070511442762454,True
2014-05-23,-0.0014642888412872092,0.0014647207837855411,-0.0017933071668764231,True
2014-05-30,-0.0001973729296411171,-0.0008330323279419195,-0.002367060397359842,True
2014-06-06,0.0025660408662886037,0.005414969174071261,0.009124165887065314,True
2014-06-13,-0.002494701370331371,-0.0013302585622365637,-0.008373856113116921,True
2014-06-20,-0.0012865135371766174,-0.00218508657970178,-0.010437105713648068,True
2014-06-27,0.003789540307854994,-0.00034463205631293445,-0.005072457320201736,True
2014-07-04,0.003375266178464028,0.006933307295728084,-0.00131838039056234,True
2014-07-11,0.0005152852149021159,-0.002241258903016444,0.008477001690874713,True
2014-07-18,-0.0011984021416487148,0.0012975941462958014,0.0006610010804231348,True
2014-07-25,0.002899764063923072,0.006260321875544976,0.006801885366166537,False
2014-08-01,-0.008025639630797873,-0.005795978053181725,0.002346811119162075,False
2014-08-08,-0.001637478636447692,-0.0032623224042029947,0.005267122568987325,False
2014-08-15,0.0034854854895673974,0.005869156298712339,-0.0026837221808498793,False
2014-08-22,-0.0022951354340578003,0.00711513594632841,0.0015476521711795584,False
2014-08-29,0.0006038409026388998,0.0014461363075623443,-0.00934936825580902,False
2014-09-05,-0.0016433969269613047,0.007043313587224655,0.001488059581372219,False
2014-09-12,-0.006771393832495836,0.0016034784989394498,0.010210175409236886,False
2014-09-19,-0.0026627300219285556,0.00481752152454927,-0.014754385557803944,False
2014-09-26,-0.005781048714531703,-0.0013137677282058424,0.012861161242269511,False
2014-10-03,-0.0068788572619479125,-0.00023969310289532943,0.0035950486348044824,False
2014-10-10,0.005943924678554175,-0.002784571380373254,-0.0011936867575534508,False
