date,f1,f2,f3
2011-06-24,-1.8399766988135982,-1.3211463012902878,-0.21316972444948834
2011-07-01,-1.9769098586273497,-1.443678594731114,-0.14146086377298842
2011-07-08,-1.965782406449502,-1.4527834245300717,-0.10189495331286332
2011-07-15,-1.909782773272013,-1.4844389106418185,-0.15800703232496552
2011-07-22,-2.0222738091741124,-1.661093461962548,-0.0858124824165826
2011-07-29,-2.043316553650543,-1.7985128860979631,-0.1797985895482433
2011-08-05,-1.8935229773733286,-1.7343151464142748,-0.41231916859263096
2011-08-12,-1.863785008598654,-1.6829693530152399,-0.33944578747869836
2011-08-19,-1.923844614263477,-1.6630798129479267,-0.4282617090655755
2011-08-26,-1.914944027139816,-1.4978470632092582,-0.40025014457909713
2011-09-02,-1.9224632629987517,-1.5291939618169592,-0.3740782711400409
2011-09-09,-1.7491960821749366,-0.7267068883319293,-0.2516837497587818
2011-09-16,-1.673867744885215,-0.7820108073561929,-0.2663576285316934
2011-09-23,-1.3745314121239247,-0.2813881313453729,-0.47687199113152273
2011-09-30,-1.331145494355232,-0.10384624010299633,-0.6934631136171288
2011-10-07,-1.426260574413904,-0.2065312333733848,-0.5495490817272004
2011-10-14,-1.5816317556137647,-0.5570660997446178,-0.5513501860416091
2011-10-21,-1.55062374651869,-0.5860180622043589,-0.47914960668915263
2011-10-28,-1.7495348983860546,-0.9114750737096975,-0.4013317927899393
2011-11-04,-1.564142354962788,-0.4674815250614353,-0.4233885482584773
2011-11-11,-1.5167877505898164,-0.29272283798461557,-0.4035060858203505
2011-11-18,-1.3900559625328301,-0.13671946005352803,-0.397044168290178
2011-11-25,-1.2067114230849585,0.1607721803151571,-0.43030780668749363
2011-12-02,-1.4329674939140518,-0.10834827990065568,-0.3482683887967782
2011-12-09,-1.3700266417821536,-0.02126714508101652,-0.371126517731514
2011-12-16,-1.2541651331576267,0.19205523362523344,-0.4084327120266549
2011-12-23,-1.2851399437298987,0.18973284383137468,-0.40304438467206416
2011-12-30,-1.2725017880336222,0.24735754298540086,-0.4696913610857987
2012-01-06,-1.2232981047493208,0.47422426070081103,-0.3807325676030379
2012-01-13,-1.2423624930423385,0.4676413555539787,-0.3188038307076656
2012-01-20,-1.4023854732658096,0.16559227574742527,-0.3624958852044217
2012-01-27,-1.5382899171980668,-0.08753888524189435,-0.3486217955859553
2012-02-03,-1.6102737324802485,-0.22913921395155845,-0.21638997394429377
2012-02-10,-1.5696159114114494,-0.18344103157637326,-0.25716313560047455
2012-02-17,-1.582670180714242,-0.17863675114933286,-0.29012074558936574
2012-02-24,-1.6484509390558575,-0.39390829532874927,-0.392140165093981
2012-03-02,-1.617683558044774,-0.25655470069611064,-0.3689620410867621
2012-03-09,-1.5838290878798944,-0.2276658773728121,-0.32923889873597517
2012-03-16,-1.5585547715033956,-0.276109300460376,-0.3580157717100033
2012-03-23,-1.5311646416772664,-0.3594821729585303,-0.3713396314600788
2012-03-30,-1.5479371425986972,-0.3928279308640107,-0.36435898000933353
2012-04-06,-1.4923569141354245,-0.21915780332160759,-0.3110449029922639
2012-04-13,-1.5073860165225836,-0.27012825912661276,-0.2668790952345607
2012-04-20,-1.5262958062907441,-0.33544335436359174,-0.36176934639195213
2012-04-27,-1.5796982724826512,-0.43777375262141655,-0.27921615235138336
2012-05-04,-1.5068966873460985,-0.2855899844577028,-0.2925394789996598
2012-05-11,-1.4162736198656924,-0.08992041334130857,-0.2964155488733623
2012-05-18,-1.2489558170882478,0.12803591625307792,-0.25928350883375656
2012-05-25,-1.1612581240370274,0.3444890145447441,-0.28976272296099065
2012-06-01,-1.0683739100079916,0.6300482479288799,-0.25416301389914536
2012-06-08,-1.1624852029731156,0.4815611817375415,-0.32593299524041336
2012-06-15,-1.2602887694584615,0.31091038310304325,-0.30988238094092624
2012-06-22,-1.215642503140149,0.44715105237694885,-0.3535452727839076
2012-06-29,-1.328758479239458,0.3237127064070975,-0.3771572882484745
2012-07-06,-1.237209822137783,0.6494304025622257,-0.32438310847936885
2012-07-13,-1.2494100424570733,0.6576800416557158,-0.37146144020911676
2012-07-20,-1.2679140204952637,0.7358894937567538,-0.4449796108682341
2012-07-27,-1.3385276833531086,0.5921180892141533,-0.5691029609525302
2012-08-03,-1.3736843234245313,0.517352366154172,-0.4254324224296693
2012-08-10,-1.3874664523127511,0.5382279897927833,-0.45715257430502926
2012-08-17,-1.3432034580450996,0.5923869415847196,-0.5488142746129155
2012-08-24,-1.408827804285553,0.399972631338615,-0.5607436772784465
2012-08-31,-1.4004082799974227,0.353297855329928,-0.531827887136721
2012-09-07,-1.4956525058890862,0.1097108004419292,-0.49384486027002034
2012-09-14,-1.6316511969208047,-0.27444259467547366,-0.3955286691770765
2012-09-21,-1.577458717850811,-0.13772903387366592,-0.3258758024898448
2012-09-28,-1.5410090249665191,-0.0067244384883855665,-0.28720219510137446
2012-10-05,-1.5901319369898168,-0.2234713507152025,-0.20298984503938228
2012-10-12,-1.5470021546725123,-0.19942689854663742,-0.17722078522001156
2012-10-19,-1.5618544339187646,-0.25628886866800255,-0.20817312141213687
2012-10-26,-1.5328140248252289,-0.12425043331212653,-0.2049785894483059
2012-11-02,-1.5180792259861664,-0.028581599714275464,-0.157396308776238
2012-11-09,-1.475893674622015,0.05189443172902269,0.010401313935922286
2012-11-16,-1.4355635958056352,0.13520349472980547,-0.13490815466688333
2012-11-23,-1.5299825605341504,-0.17325128878197543,-0.09672663852404392
2012-11-30,-1.5422937970992667,-0.24956646429633866,-0.07025942684847246
2012-12-07,-1.5426218413133113,-0.17209662471568826,-0.04064593074359117
2012-12-14,-1.5816496105574163,-0.3259372096042991,-0.056192847218927124
2012-12-21,-1.5708285910172644,-0.42577115462505466,-0.0646875672146384
2012-12-28,-1.5706089288376999,-0.4785074253887673,-0.023602926700254698
2013-01-04,-1.5482849895708444,-0.2770351205730254,0.014049517694665515
2013-01-11,-1.611162714178902,-0.49616880442580835,0.037142113671436855
2013-01-18,-1.5877589339099243,-0.40685646568696543,0.1908142388986196
2013-01-25,-1.5803177873969385,-0.47206401665783876,-0.028687417005289227
2013-02-01,-1.622376418274369,-0.6163779652092506,-0.17470228031316087
2013-02-08,-1.5685010071143415,-0.4753302536348316,-0.181058085845616
2013-02-15,-1.5567679325345583,-0.4177830657243697,-0.08018661144196629
2013-02-22,-1.4902685916053025,-0.2949109107968617,-0.06175145439019019
2013-03-01,-1.435759347207435,-0.16728478969893446,-0.018569382764622305
2013-03-08,-1.4277831383588218,-0.17658738192991036,0.03348292622244718
2013-03-15,-1.4439946155119636,-0.28689351180543154,-0.0598325889117693
2013-03-22,-1.4167502940720664,-0.2878917502421149,-0.030837205823830986
2013-03-29,-1.4025651430187354,-0.23697953220870321,0.020035915832538113
2013-04-05,-1.4348104563407689,-0.4240208726815912,-0.17634373887365276
2013-04-12,-1.4879421478452626,-0.48332327233914574,-0.20546522641903678
2013-04-19,-1.4609625016262962,-0.5144073303244331,-0.04565586568354899
2013-04-26,-1.4558131240022476,-0.4495743158785434,0.04866989476374749
2013-05-03,-1.4959560699174392,-0.5119868571115432,0.02829241554914447
2013-05-10,-1.407783686120369,-0.3409519294706997,-0.08097066090384403
2013-05-17,-1.3170284432343065,-0.040913621121573124,-0.15803198135509897
2013-05-24,-1.306929277982135,-0.0759524526161121,-0.18460067423800688
2013-05-31,-1.2362076472876835,-0.09444648019293708,-0.22840326219644327
2013-06-07,-1.3179992696972522,-0.446642925570385,-0.21942975540887386
2013-06-14,-1.3611099971664153,-0.5189028769705427,-0.26507422467015096
2013-06-21,-1.1317520317472747,-0.2235247235280584,-0.3871627846583245
2013-06-28,-1.1386456435523074,-0.15392934244309758,-0.28700631794736037
2013-07-05,-1.0573649838303116,0.00860014058190184,-0.3066767474352137
2013-07-12,-1.1632237628961732,-0.23547165852367447,-0.1793286796843968
2013-07-19,-1.2118878389852357,-0.33015833075818274,-0.1882457971901591
2013-07-26,-1.2431100628222111,-0.38789554871044685,-0.19585834032146293
2013-08-02,-1.1837155414135776,-0.40218265390611124,-0.24178446964150965
2013-08-09,-1.2633705489376672,-0.5307444197977077,-0.2202532279222676
2013-08-16,-1.2172830010396312,-0.45497369876207594,-0.17114325141889122
2013-08-23,-1.14992885634387,-0.454007331105554,-0.28531074207276796
2013-08-30,-1.0618158679911054,-0.30025333451923625,-0.26137809713430404
2013-09-06,-1.111722707543262,-0.21949575533918353,-0.15300498652776676
2013-09-13,-1.193413848102251,-0.40670199149447056,-0.06171962757623615
2013-09-20,-1.3206898894608365,-0.7193145521874607,-0.02783312246965323
2013-09-27,-1.2892952055100415,-0.6963368617103739,-0.05948729909347368
2013-10-04,-1.342032191188596,-0.7708683447038194,0.0038853975055207985
2013-10-11,-1.3360257057546225,-0.7226198247793861,-9.664732592336777e-05
2013-10-18,-1.4096687240464914,-0.8418419394152536,-0.019867687854576963
2013-10-25,-1.4112484513745205,-0.9242369666864612,-0.06854161748452785
2013-11-01,-1.286092463346857,-0.71386176213961,0.02935670496021852
2013-11-08,-1.2093414687977602,-0.5347487897845917,0.05987617205037004
2013-11-15,-1.2328794963808085,-0.5998085511881176,-0.0035616131972189447
2013-11-22,-1.2168136018718774,-0.5611280792076271,-0.1179365312129874
2013-11-29,-1.2051725964262876,-0.6246667907998361,-0.10906478541131603
2013-12-06,-1.217541447536161,-0.7079723739505649,-0.11425291010796913
2013-12-13,-1.197386598523847,-0.7333637656292923,-0.1275424485472635
2013-12-20,-1.1513334157269086,-0.5896089730024875,-0.2749854173868726
2013-12-27,-1.1717805306996711,-0.6652030858558065,-0.34172329095231985
2014-01-03,-1.1424895509002309,-0.5174451258679834,-0.28973940219179367
2014-01-10,-1.1525463191350982,-0.5579841981750223,-0.30227041900687845
2014-01-17,-1.1001297732615347,-0.4682999987225547,-0.27300571305288335
2014-01-24,-1.055837736556723,-0.592589965823701,-0.3626975249251726
2014-01-31,-0.9917607505705069,-0.43016757210389084,-0.40172923657942883
2014-02-07,-1.0849583475888598,-0.5156654577841245,-0.41870648506428304
2014-02-14,-1.163297935005512,-0.626548023037093,-0.3551974626110222
2014-02-21,-1.1316918366992381,-0.6497644624201244,-0.44565038918792255
2014-02-28,-1.1642191896781635,-0.7187257249516003,-0.44344983391602877
2014-03-07,-1.18128476753766,-0.772775246242582,-0.37448229762491514
2014-03-14,-1.1820669820248044,-0.8412937003587889,-0.40285704943185907
2014-03-21,-1.1378387069031768,-0.6488287516207363,-0.4686389272466992
2014-03-28,-1.1992333536665738,-0.6389562445980005,-0.49255618873282353
2014-04-04,-1.2059865511567955,-0.614667568924515,-0.33579564822505564
2014-04-11,-1.2733954548989181,-0.8196141313040854,-0.28953450454276847
2014-04-18,-1.2413129300276553,-0.7338734053690409,-0.31222517556900975
2014-04-25,-1.2197674584207132,-0.7358800086308228,-0.3370550571104743
2014-05-02,-1.2527607889118972,-0.762818228123965,-0.2923161526089819
2014-05-09,-1.2644057731941791,-0.6856172120399061,-0.27357236924952144
2014-05-16,-1.2689303778342926,-0.6272434692424342,-0.24410308442839782
2014-05-23,-1.2492551122799291,-0.5692617097363933,-0.2663555081560831
2014-05-30,-1.2319920523681245,-0.5845082690480287,-0.24600146488397703
2014-06-06,-1.2483827118135615,-0.6314185425513985,-0.18182216354634342
2014-06-13,-1.2288057708757782,-0.6011044812831831,-0.1337386576396832
2014-06-20,-1.218694865308103,-0.6361210142250432,-0.13334467873815098
2014-06-27,-1.2487968774867888,-0.7023996162257881,-0.07075221945794773
2014-07-04,-1.2502172961464284,-0.6930824794635296,-0.06007536722855004
2014-07-11,-1.259298080903706,-0.7314318576026388,-0.09232700305739129
2014-07-18,-1.2258810165424505,-0.6864680856683543,-0.13233443310612156
2014-07-25,-1.2246297181863925,-0.6581731032346371,-0.04985034731245818
2014-08-01,-1.158037313966221,-0.6115894555812713,-0.06434968126583852
2014-08-08,-1.1367423296816714,-0.536563806815878,-0.07790153197171282
2014-08-15,-1.1616144493914955,-0.5375823591735519,-0.06285071039403495
2014-08-22,-1.1202351123077186,-0.3905622720501411,-0.08730348290625418
2014-08-29,-1.1240745460629675,-0.3493559704311429,-0.08697309390498281
2014-09-05,-1.0702449250872936,-0.1624384569895429,-0.07752208036300107
2014-09-12,-0.9857447660249835,-0.08726875532583192,-0.17908232433568774
2014-09-19,-0.9530852531240898,-0.02258188243376948,-0.2669952525823272
2014-09-26,-0.8616732839815191,0.11246375464057731,-0.3043757332542228
2014-10-03,-0.7781046195360525,0.25192971728572244,-0.3892812894914765
2014-10-10,-0.8388616930838511,0.21820128504116346,-0.4092971802518963
2014-10-17,-0.8718698445806858,0.14319444410275167,-0.37380727020651805
2014-10-24,-0.8539589118251448,0.2748737183663708,-0.4090225259346313
2014-10-31,-0.7857279801631177,0.4103644264433675,-0.47657404737225184
2014-11-07,-0.7105230921847338,0.5190005241286363,-0.5307297966634821
2014-11-14,-0.716348617930725,0.508824523032281,-0.6269720231875515
2014-11-21,-0.7132472079708205,0.5810602407197031,-0.7276527283457809
2014-11-28,-0.672442165798306,0.6035254130702362,-0.8091784473078085
2014-12-05,-0.5858222507338408,0.892076648393319,-0.8751927252486141
2014-12-12,-0.5908397331901628,0.6807775298598349,-0.7562610597647045
2014-12-19,-0.5280338167361196,0.8765597548688285,-0.7605459527304327
2014-12-26,-0.475712654619889,0.9737814217185601,-0.7387415513312383
2015-01-02,-0.4316717633205917,1.12154228087097,-0.7236566376360364
2015-01-09,-0.4019951010926986,1.3509866173264626,-0.6257194873596874
2015-01-16,-0.32314027802753875,0.7256164267190709,-0.7725837358788996
2015-01-23,-0.2623987554736573,1.0447723154391706,-0.6655869414385028
2015-01-30,-0.19086598086814693,1.167481088617703,-0.6824155740697936
2015-02-06,-0.24536638168015526,1.0877298978410295,-0.581585341393877
2015-02-13,-0.25840899705696185,1.0738944614137096,-0.48690338349542195
2015-02-20,-0.23443563337872678,1.148705452065726,-0.5346444310246924
2015-02-27,-0.23606047947781406,1.3016322718783455,-0.5056244394747336
2015-03-06,-0.0776003937289775,1.6584012632542786,-0.4042617539459444
2015-03-13,0.08286039490116273,1.9140468611842625,-0.380515362184002
2015-03-20,-0.04310406365757552,1.687762193014508,-0.36324600848202443
2015-03-27,-0.09275758636456076,1.4385183182065029,-0.2476762293621355
2015-04-03,-0.16582057916194878,1.2897580105269364,-0.1451349970119156
2015-04-10,-0.0591838091862309,1.6554902238096822,-0.18343551758150228
2015-04-17,-0.14696514700527727,1.3392936372813535,-0.125326515995496
2015-04-24,-0.1772866004124888,1.2214886020622426,-0.08258045306507332
2015-05-01,-0.22710006268778835,0.9745909030836877,-0.2473463697825256
2015-05-08,-0.23908543721698453,0.9563773375301521,-0.3754008605725168
2015-05-15,-0.3272173053385847,0.7207067220155994,-0.3288969827021858
2015-05-22,-0.1729070473270526,1.1112596800233698,-0.23864330578890694
2015-05-29,-0.06534781901975364,1.1838122071001742,-0.3411436636431695
2015-06-05,-0.03098772941259041,1.181860682624358,-0.4628767117718495
2015-06-12,-0.11629198778934491,0.9378220749540052,-0.5017912661194559
2015-06-19,-0.15240610708310603,0.8374493653775802,-0.47089629909865593
2015-06-26,-0.059703285255585554,1.0051158807552787,-0.478757007403373
2015-07-03,-0.021874600507873616,0.989978276825673,-0.3591129892496522
2015-07-10,-0.017282752446036127,0.9885179173765813,-0.4316912984220913
2015-07-17,0.0839373000488337,1.2971112964614386,-0.5065378685787526
2015-07-24,0.13090367328636057,1.3167503805260774,-0.7143857265642026
2015-07-31,0.10549827588300605,1.235710599624874,-0.6689274120107483
2015-08-07,0.17611753977279251,1.4939994014433342,-0.6610334572317812
2015-08-14,0.19221133037534402,1.455641445769348,-0.7904675852206099
2015-08-21,0.19691739353872548,1.4306955628273614,-1.1356421399248138
2015-08-28,0.24068711467585802,1.5641078413732417,-1.040672903284778
2015-09-04,0.3292713461668595,1.7172823864663127,-1.0693150824735178
2015-09-11,0.2837981899293185,1.585796600146106,-1.0169667673183882
2015-09-18,0.17590830732635868,1.4119992702922608,-0.9987224678422693
2015-09-25,0.35436885423201103,1.7712941329140084,-1.1845013187252975
2015-10-02,0.31430663420004223,1.7451106620484644,-1.0941253830537319
2015-10-09,0.11509243029128821,1.409027385217907,-0.8095582023114228
2015-10-16,0.09578044106723288,1.3098670643171997,-0.7733574926796455
2015-10-23,0.23017600577408334,1.6735587115698358,-0.80005123423446
2015-10-30,0.25212912492026135,1.6914961271634472,-0.7777713260751566
2015-11-06,0.39235705859158587,1.9744717960930567,-0.8538592693230124
2015-11-13,0.4098930927391809,2.011436274556304,-0.8858708666595599
2015-11-20,0.3664428785374236,1.9980952049158913,-0.7155099082860137
2015-11-27,0.41573476958724476,2.0872163655898563,-0.7579076199838104
2015-12-04,0.322390062072685,1.738546745456161,-0.7994842702121714
2015-12-11,0.4052003738058599,1.7433169721169564,-0.9572529707521933
2015-12-18,0.4074272890021848,1.9049036047459007,-0.9228791634262823
2015-12-25,0.354201703107564,1.7979388746239995,-0.8522370488742543
2016-01-01,0.403823563235187,1.9419772627394962,-0.8300229932305262
2016-01-08,0.524647414333755,2.0147185796752494,-0.9758889846712229
2016-01-15,0.5965487424457577,1.998887296736584,-1.0577829663346725
2016-01-22,0.5551796112548647,2.090565156407703,-0.911460357193991
2016-01-29,0.5268005036083127,2.0653246294346115,-0.9595545714069823
2016-02-05,0.42628720377193036,1.6744566683419397,-0.9491743670818633
2016-02-12,0.4013210496113289,1.5466721060909416,-0.8473353309228399
2016-02-19,0.42368243550818213,1.7432130403158181,-1.0117487347007317
2016-02-26,0.45618395592384575,1.8313598985419994,-0.946233818092745
2016-03-04,0.29716386902118014,1.6594924971358798,-0.7691110132331895
2016-03-11,0.22853730274911535,1.5197847731757521,-0.7927639408362265
2016-03-18,0.13450885514047362,1.3113491662785026,-0.7053041553620211
2016-03-25,0.23890703729870777,1.465515994779458,-0.7145708634987207
2016-04-01,0.11573004521506873,1.2077017285531784,-0.6368511069097303
2016-04-08,0.1087801228325505,1.137722654841378,-0.5977992920583153
2016-04-15,0.10423054785686525,1.2787365139185578,-0.536975549409106
2016-04-22,0.11316455535778974,1.2964632310576425,-0.5739903945677169
2016-04-29,0.028345286906332434,1.0868178420944532,-0.568894581009952
2016-05-06,0.14808329363774225,1.2537160848017184,-0.5954259615761686
2016-05-13,0.22051999953343496,1.395165928344131,-0.6948671063521156
2016-05-20,0.2805784032291798,1.6057324671057183,-0.7662007628508809
2016-05-27,0.27795351006113306,1.56276227663984,-0.6599964119929176
2016-06-03,0.1853361344737167,1.3732486774618116,-0.527667224659942
2016-06-10,0.14764605306462128,1.3305415876964524,-0.5734906730826808
2016-06-17,0.18914376117594114,1.3641156633736402,-0.56903903867957
2016-06-24,0.22316213523994743,1.4611664505023128,-0.4618629625189587
2016-07-01,0.17599235016300796,1.4521863953741891,-0.3630043023809246
2016-07-08,0.21872132957433657,1.5841133265564638,-0.3030767905080123
2016-07-15,0.1799147974117528,1.5148516495894575,-0.2317898277701611
2016-07-22,0.2479768413255839,1.5636786926095936,-0.1621502029162996
2016-07-29,0.14517714375105736,1.3384419145789268,-0.0524388169160207
2016-08-05,0.1687145633967888,1.4709767541358827,0.00697304744410171
2016-08-12,0.0896478745598188,1.3461447013810794,0.11375073164207711
2016-08-19,0.07648068140506227,1.2157972375238197,-0.011038723289637562
2016-08-26,0.07817742845166259,1.2696736699888174,0.0944947169649868
2016-09-02,0.16361394514062222,1.3877818023172928,0.12171342996555043
2016-09-09,0.14710704798525068,1.3506357992981588,0.1504746241439914
2016-09-16,0.21459751793674076,1.4229526617601151,0.13604034301966614
2016-09-23,0.14623615558107722,1.3117626457400735,0.3203250821917161
2016-09-30,0.14199681690265684,1.2916241775772535,0.32876061498139786
2016-10-07,0.20205847536028362,1.4554475285655994,0.22899247680952667
2016-10-14,0.28780389929028655,1.6694506018242814,0.09852736300286659
2016-10-21,0.31368891978474744,1.8058838645533188,0.09491157205299346
2016-10-28,0.31138403282950383,1.743489092735172,0.09923393356722335
2016-11-04,0.24096677229323957,1.461636241268953,0.15626208251315007
2016-11-11,0.442878399308524,1.8089021121600657,0.15351722569551468
2016-11-18,0.5514785031769047,2.086430192084667,0.09491464453184913
2016-11-25,0.5444924816573898,2.0513233520451535,0.13616818210596668
2016-12-02,0.5119186503653769,1.974488130013406,0.15497302145241204
2016-12-09,0.5249051826836355,2.0957292815500277,0.167137613600746
2016-12-16,0.6302472766058214,2.247413482777378,0.05614564350149739
2016-12-23,0.6297336323348068,2.192037874969375,0.028855596492277303
2016-12-30,0.5782092813454609,2.17021795752299,-0.08456089466014849
2017-01-06,0.5485657016296777,2.0571343110411955,0.11268981350807691
2017-01-13,0.5057096338895315,1.9671448172795563,0.3282846567905169
2017-01-20,0.4926404450106462,1.880247878710749,0.3236134136382268
2017-01-27,0.44376171648872376,1.7867087095167131,0.32041995153919417
2017-02-03,0.34515368385470047,1.6073967830616465,0.6085654062286349
2017-02-10,0.41868913593904866,1.780381573223922,0.5676675670016997
2017-02-17,0.4245540204376246,1.6940285114778852,0.6647928574738423
2017-02-24,0.4023166867697319,1.6647714575940415,0.7605333373997202
2017-03-03,0.4748791496394834,1.7385406743962868,0.5396701169565834
2017-03-10,0.48292060294326167,1.683304737760017,0.5558584478396235
2017-03-17,0.3787655185932817,1.478738092251919,0.7332397401618005
2017-03-24,0.3429317465487485,1.3876350293726096,0.8043658164115222
2017-03-31,0.37936154091489116,1.4169696389993263,0.8782205181736796
2017-04-07,0.4099080579174994,1.5161456664264792,0.7352974837751765
2017-04-14,0.3789925866036979,1.4607935479554885,0.810164663975612
2017-04-21,0.381955166794894,1.4499651755645593,0.7854348464752287
2017-04-28,0.3564401755675393,1.2622594071420612,0.7625291778055552
2017-05-05,0.34789048891324553,1.1804356813836907,0.7923678207479329
2017-05-12,0.3583639500167882,1.2484714844552711,0.8580462853039782
2017-05-19,0.25824569230488986,0.9252887590539354,0.8166952097383564
2017-05-26,0.2408257499585533,0.8875620748942559,0.8009105107214356
2017-06-02,0.21282743328251877,0.7856221259725277,0.8496611551853507
2017-06-09,0.2324488932826879,0.8222119300398041,0.8553813270894896
2017-06-16,0.2197407468148452,0.8047521899393203,0.7651910497064147
2017-06-23,0.23677353368613968,0.8149227679059416,0.7651374716954912
