date,LIVE  2*carry + 1*esi,+ 1*reer_lvl,+ 0.5*reer_lvl,+ 1*reer_mis,+ 0.5*reer_mis,+ 1*cds,+ 0.5*cds,+ 1*reer_lvl + 1*cds,+ 0.5 reer_lvl + 0.5 cds
2019-05-24,-0.0012200054261384055,0.003785108193409166,-0.0037930865299977646,-0.004576980378047549,-0.004864394302051754,-0.007007220882439476,-0.0012690586989650688,0.0005463131714060716,-0.003614790653773688
2019-05-31,-0.0070454911378218694,-0.0067207007405637054,-0.006573254547607156,0.004020915669528038,0.004268919900861061,-0.00971348789584379,-0.0073396507997481476,-0.003522612958631776,-0.002858103017589097
2019-06-07,0.0031085145908235617,0.000967544670292313,0.0013079939517512866,-0.0037227986782046446,-0.00044211348881411977,0.0032062821161122166,0.003239356904220826,-0.00021750912652755932,-0.0012113771178172707
2019-06-14,0.0033708826040403112,0.005999951399019174,0.004704031220101445,0.004958638107450465,0.0008788928732697509,0.0034201917230885634,0.00345318906102896,0.010232706637019093,0.005629716965520112
2019-06-21,0.0018205178591144987,0.0012874434499843704,0.0027219414394550447,-0.00023630264061816713,0.0013008585433893656,9.722526498316755e-05,9.808942889275265e-05,0.0013305782543405948,0.0013793071668763565
2019-06-28,0.007588120747717496,0.007745334984212733,0.00985353568200605,0.00942669752960887,0.009619321187156476,0.007893369872832,0.007955653190246893,0.008302841148891448,0.010753773171563792
2019-07-05,0.002364656798373361,0.004150333772657734,0.0038225236663454515,0.002664130387594581,0.002561434476263076,0.0031962195387342097,0.0032444726033958784,0.0037207664323244357,0.003818314184402473
2019-07-12,7.662247385634895e-05,0.0007070156639642631,0.0007010698818411406,7.202948493271301e-05,7.72118211007652e-05,0.0006853985823325002,0.0009400013850081433,0.0006845567888321387,0.000697126756639589
2019-07-19,0.0056461740065319194,0.0038019914761530187,0.002715935500991599,0.00532984883938376,0.005658300539208203,0.0038180611120347215,0.0037617072319018957,0.0036644105718235615,0.003768324776128577
2019-07-26,-0.0036324120334063742,-0.009545707612929801,-0.0095243874231825,-0.006681404287046882,-0.007072200519810615,-0.00573611700615542,-0.005678388164513163,-0.00976904420772149,-0.009385372182106071
2019-08-02,-0.013530507731737952,-0.013969229341407308,-0.013957653742708647,-0.015521006775410578,-0.011415041876051728,-0.014890473056111507,-0.014731680416362854,-0.013446603153247003,-0.013755372517863362
2019-08-09,0.008857252659391218,0.005818178013106275,0.005830679331739854,0.009227639899934035,0.007812969697999776,0.006078639595160762,0.006003884219779745,0.005607581986836365,0.005746615083736912
2019-08-16,0.0014374143688997702,-0.005329847165159794,-0.0013337208796895459,-0.004301425890000186,-0.004145288854134031,0.001455715361209844,0.0014359827087184391,-0.005137960994459659,-0.001315197170218541
2019-08-23,0.008835286791017524,0.003573654810669891,0.0062013119376993905,0.0038550350428096054,0.003989194825916705,0.008943391688525636,0.008826085662785588,0.0012052096722916777,0.006115436263681438
2019-08-30,0.003220332345235334,0.005873726069555294,0.004265405970672491,0.00577517674210703,0.005783641318496713,0.003357493002830984,0.0033339761182038376,0.005604729859731666,0.004208727135880344
2019-09-06,0.0015576623923447084,0.0011978983707451286,0.0012911810622819478,0.0006669489792302766,0.0010249521774423275,0.0015823356632259315,0.0015737318340719225,0.0009896385480126398,0.0010787132043344584
2019-09-13,0.001702934191621052,-0.0015055002590703488,0.0012216585565542873,-0.0016379268167994417,-0.0018008122941435614,0.00030368820049066187,0.00030206572547536285,-0.0017235407904904838,-0.001789833901770018
2019-09-20,0.002048250319171905,0.0033429584834818835,0.0035008149083845595,-0.0014277006283888373,0.0022811003841194323,-0.001566195436290608,0.00020343123830072042,0.0026557426161766986,0.0027782829769077005
2019-09-27,-0.0017779326459821038,-0.0023100394813227883,-0.002433912271423327,0.002112584967073745,-0.001633693691390274,-0.003084467888473134,-0.0030401139547516186,-0.0023138738393156983,-0.0024229370836125644
2019-10-04,-0.003675256737327196,-0.006355689601301407,-0.0060134128143831305,0.002384161022361185,-0.0037140152058985653,-0.0014876101878553358,-0.0014590317141421753,-0.004986902900815619,-0.004291641035482534
2019-10-11,0.006543819330206115,-0.0036741219884252573,0.0020297278691302815,0.003579572869618856,0.0039887405359619816,0.006726677667359527,0.006681156355015591,0.0019082001342293653,0.003986130339371655
2019-10-18,0.005082352506897118,0.004924568212328067,0.00416713950110518,-0.0038726983432589897,0.0009543777876388524,0.005222478457700822,0.002813312487514538,0.003919808980575317,0.0009537469284764295
2019-10-25,-0.003063334217686422,0.0014525514288408314,0.0022967135992012153,-0.0019581377227862523,-0.00010863420630465442,-0.0017785928492988073,0.0011812276362347352,0.001028746050135387,0.0022978948054530155
2019-11-01,0.003622578384929745,-0.00686446296623026,-0.009168973288303699,0.005212341076173074,0.003949079537632857,0.003606693331033098,0.003727874113124435,-0.005682268733390124,-0.007172645780881923
2019-11-08,-0.0012786931536104143,-0.0021712618857901984,-0.000579938824198937,0.001714825357757906,-0.0017390365102826057,-0.001718636672669527,0.0011363784403945509,-0.0021325852794325485,-0.0018133888522861234
2019-11-15,-0.0014051568517610099,-0.0008154083314237056,-0.0020267404756844766,-0.0017929985218852003,-0.0020358618521620292,-0.0011238261688656975,-0.0018201589807612271,-0.0010821290763417329,-0.0011473727243391412
2019-11-22,0.00142075335967552,-0.0016288481823345906,-0.002478802518680383,0.00040935814742654614,0.0004690651058245086,0.0008537316922270397,0.0009136978013391454,-0.0017723015767679277,-0.0017023070801221957
2019-11-29,0.007131162659198147,0.007486671887881962,0.009701326854512011,0.009288849255904985,0.010625979735353031,0.006885396461667692,0.006521072833424094,0.00793717193288312,0.008515901377267336
2019-12-06,-0.0010065355061363028,0.0022409410754499286,-0.0014427162819324003,-0.0013328181061298297,-0.0015283903194719588,-0.0012178923856579653,-0.0010794497058993372,-0.00014039426996638192,-0.0010157860712493804
2019-12-13,-0.004888323792690036,-0.0009152416296460287,-0.0024437279865097135,2.2744828300615977e-05,-0.0013008411125567819,-0.0036034161164269474,-0.0038042636633407643,-0.002036183857079647,-0.0012682087561010913
2019-12-20,-0.0018899966706114526,-0.0006624059433273685,-0.0024886324062429947,-0.002302752541411279,-0.002107621402205222,-0.002495389709955939,-0.0026255179243248445,-0.0012550573452353411,-0.0035175862442925307
2019-12-27,0.004588856803477338,0.003605889352315926,0.0031857344162027944,0.001252701163630948,0.0026033158206944166,0.005067790411385086,0.0048951993193586335,0.005193670972182615,0.0037705371776842454
2020-01-03,0.01831818015876466,0.009003581207997751,0.01495373590614476,0.009259992963213596,0.014651388226429253,0.01469926033950545,0.0190572819503124,0.008113485350245676,0.015481666389546157
2020-01-10,0.0016646198698814518,-0.0004578733176111126,0.001193716372303123,0.001522829970898521,0.0027420315566876897,0.0014134374379709729,0.0017235429488340452,0.00017008416990863713,0.0013275634623287006
2020-01-17,0.0018783729919702986,0.0021048216175030402,0.001340683961854226,-0.001115234928279032,-0.001282284354898397,0.0018711922576155069,0.0019326674935411098,0.00024762223322626986,0.0014813855033423886
2020-01-24,0.004484611162554352,-0.003792529036882062,0.004505891655803067,0.00040457371718412137,0.005628955068027747,-0.003136384118529056,-0.003239799760125737,-0.0010692819839183657,-0.0032685482080362397
2020-01-31,0.002346043847824599,0.0048071938635387,0.004552256016006721,0.0018073826230971739,0.003194603584909627,0.0007028042082473902,0.0007249323598215292,0.003243784038340501,0.00329063993531498
2020-02-07,0.00305829375756465,0.003051964292016525,0.002789134144961683,0.0012833925717029794,0.0014298442953843775,0.0008663835702305971,0.0008931006928828523,0.0011614323425257114,0.001145577454419724
2020-02-14,0.001042164793788513,-0.0016140206699518584,-0.0014816745208228754,-0.0013272263665643018,-0.0014904407855318943,-0.000610441871879635,6.820701997195072e-06,-0.002639836197885763,-0.0026155621591783525
2020-02-21,-0.049392798797451946,-0.050554121875618176,-0.05406551035535919,-0.04078300603668374,-0.04546109843315482,-0.054745121633438684,-0.05651720160423352,-0.037619819565833754,-0.05457795330182044
2020-02-28,-0.01506704517222396,-0.0270314892950967,-0.023848533071048474,-0.025923051494997167,-0.025857325594565887,-0.01694667304742489,-0.010858063566170086,-0.02412611226255173,-0.017805234467348274
2020-03-06,0.009865399644366368,0.008452977026771816,0.008328405675345475,0.005433219140953534,0.008819764788737104,0.007817488062539532,0.008823981268350494,0.002742819017804838,0.005779349034826278
2020-03-13,0.007131177463527225,-0.003916696496907742,-0.0035462563397256957,0.006668790021996411,0.00695434542208505,2.4531163363899668e-05,2.5527242043547865e-05,-0.012128951003577994,0.0006226084220092459
2020-03-20,-0.003057198228257457,-0.002996634681276588,-0.005178659046149941,-0.003554675761855168,-0.002859413041411202,0.0025967801435793463,0.002702137971370324,0.0027603613471221884,0.002486636255966669
2020-03-27,-0.0055554672249235135,0.0022316087179578507,0.0020102837149705696,-0.00013503508958127156,-0.0007673820290529325,0.002024488482864031,0.0021098055017711175,-0.004901597532447224,-0.0006513790149483923
2020-04-03,0.0034963056663114413,0.002832865116227265,0.006368607173198405,0.0049933419828020785,0.0005567472497152407,0.0032113857221165274,0.0033476796875092337,0.00852131946665932,0.00056845871570402
2020-04-10,9.727971923139329e-05,-0.0031361279252968997,-0.0016386295081112431,-0.0011856811163827173,9.365184792987095e-05,8.886199706962793e-05,9.306438945636057e-05,-0.002452662832237984,9.398252223058062e-05
2020-04-17,0.008616684554390228,-0.002510651023129538,0.0013188297543554937,0.003764135168189229,0.006764437628046949,0.007878143033212312,0.008248443139046008,-0.0026910844161694867,0.006790709272228825
2020-04-24,0.0009918575909021845,0.005006013041648585,0.004490421145625632,0.0029478650245759893,0.003972036416725554,0.0009073421572642219,0.0009500135102869976,0.007226360330156116,0.0066227481158011095
2020-05-01,0.00033914906727725925,0.0019790558183967015,-0.001049414430016268,0.0002098749124418932,0.00032875459683312085,0.0003102900109802963,0.0003248156227701299,0.0021129579437827507,0.0018357783345494814
2020-05-08,-0.0006705207619317266,5.016792864446673e-05,0.00012088091083274737,-0.0010022793952974916,-0.0006481723503180918,-0.0006121724193531648,-0.0006416152494800256,5.3662427642448724e-05,-0.0009205345887414431
2020-05-15,-0.003232391302908806,0.0016336607741122432,0.00041920199687134324,0.0010810222492589042,-0.0014040911490181519,-0.003611718301367683,-0.0030901993031794786,0.0017678825777607701,-0.002448040366685244
2020-05-22,0.0032480884472855073,0.004842262267146147,0.00438621936832439,0.004754753444769138,0.0009623702309695787,-0.00027752539591248285,0.0031360487122451004,0.005392798178805786,0.0036425479879975647
2020-05-29,-0.005052896831090104,0.005224352425319041,0.0027505359843503783,-0.0038555036052448635,-0.003982323425800407,-0.0056301343957852945,-0.004877053972107482,0.0057918541757026095,-0.00018690977564071092
2020-06-05,0.00039359529706589733,-0.002699620644492259,8.256696810361619e-05,-0.002168153627456474,-0.0004369182613891828,0.0009993248213632218,0.0003796965473019305,-0.0004017169283575495,-0.002555183248808642
2020-06-12,0.008129792134511484,-0.0031772024299395116,0.0019221323831739312,-0.004953897582882475,0.0015679566264829104,0.006462418157072361,0.006662623737897727,-0.0018958583966468788,0.0023109990594200576
2020-06-19,0.0007551891745529292,-0.00020813724253846444,0.0029096923615000003,-0.0014233173957950945,0.0036532458697413513,0.0008629009125812171,0.0043337906858255445,-0.00023376739716332782,-0.001329978631404091
2020-06-26,0.003062599897177822,0.003139011576876437,0.002734725904642197,0.004293904037066846,0.000884944301236987,0.0008421365214057377,0.0029555781659898386,0.0040405240236127925,0.0035591206554204417
2020-07-03,0.001217418754319351,0.0036460801869888037,-9.188203183321033e-05,0.0028131533830660373,0.002155523948725653,0.0011450300256920015,0.0011750141084906677,0.004111232255082717,0.0019644111088108402
2020-07-10,-0.0015705956255985937,0.002184223336511777,0.0019872501719571875,0.005105426701189642,0.001907142130314072,-0.003450477888169483,-0.0015965574869484043,0.002461540163034154,0.002180998324318127
2020-07-17,0.0042306241323776745,0.01669157324395484,0.005701384171759338,0.015157946482799674,0.012815318207846354,0.011429221484025602,0.011742628767547149,0.017672263077433113,0.0025693553760675124
2020-07-24,-0.0031730936495776743,-0.004117673611754367,-0.005105259323287318,-0.0050854523237925916,-0.002695586230015661,-0.004143555325648336,-0.0029882635484858046,-0.005815348532424611,-0.005641471896026769
2020-07-31,0.0012106627761678,-0.0029081257707988966,-0.0020244590511616666,5.098151628729887e-05,0.0008331080228940868,-0.0017441270736314345,0.0011437726095030233,-0.003265775849400566,-0.003066370272535657
2020-08-07,0.0020436102798376487,0.001734917964124972,0.0013073519856544708,0.003139395377620683,0.0014110043116464695,0.0018679403469779746,0.0019353555235956655,0.001963667985198924,0.0018356132293946606
2020-08-14,0.0017475623021060355,0.0013367616688746118,0.002557157837841868,0.0030438411642314356,0.0033614283345649552,0.0015848614574520607,0.0016412344347877291,0.0015151235785611005,0.002845599316118309
2020-08-21,0.006404058750511263,0.011939616453888541,0.007850549574884945,0.00709889238603795,0.009003375479383081,0.005807656906047987,0.0060145747494018366,0.01355296595571533,0.008731931649297588
2020-08-28,0.007033381017985687,0.005372372698111675,0.006115046818029027,0.004766730190787354,0.006616558329487104,0.006373006782732195,0.00659942905247558,0.006043333096779149,0.004722524997841596
2020-09-04,-0.00035658528735966187,-0.0002147037614146531,-0.00031065931185009416,0.0008831350482051541,0.00039554466882984226,-0.00032333780062427124,-0.0003349476771808977,-0.0002414949854776283,-0.00034618860338417784
2020-09-11,0.003557590686231906,0.0010925384240633913,0.0031001479607407232,0.004525377814432633,0.0038954044387393707,0.004653171220785536,0.004818319370660294,0.00211119630741344,0.0034548914382361005
2020-09-18,-0.013310104764730664,-0.007929911355090562,-0.004160914757466491,-0.004393977425693868,-0.006984196993209524,-0.004623142901919331,-0.018130606779274572,-0.022319896409481562,-0.00463596641704338
2020-09-25,-0.0007989683949595724,-0.003038141813309311,-0.0033126884046632385,-0.004936235391653544,-0.006459993785842702,-0.0034325740852281994,-0.0030703284091727363,-0.0063488291695716105,-0.003687569091597369
2020-10-02,-0.0028195628941799704,-0.00245021959454202,-0.0022745931894687446,-2.1053708244995525e-05,-0.0038800605646585927,-0.0026323686836167265,-0.002562641323742074,-0.0022652881630048785,-0.0025312514524880943
2020-10-09,0.0013540731421128977,0.009206484489711755,0.010877093186072303,0.00717103956947141,0.007270925778209476,0.005280713317838818,0.003613669318257315,0.007295198796586636,0.012082083259888531
2020-10-16,-0.006434073303558189,-0.0016327136029515349,-0.001269783472332967,-0.0005407139845319822,-0.004232797231567761,-0.005581983801655127,-0.004622369856873897,-0.0013696661579557705,-0.0015008139375379348
2020-10-23,0.001562589163806089,-0.003324674606948935,0.005123384549104024,-0.0006020278379086893,0.0014738471340143156,0.0013029682372063813,0.0014151592898959263,0.0031251557168440872,0.0056580253147799475
2020-10-30,0.0027444073342052233,0.0025029024531976634,0.00033907166494064907,0.0019435621309437593,0.003800896737614613,0.0025471592520384203,0.002482492051295529,0.0034226036053898513,0.00037401656629558764
2020-11-06,-0.0006434896527107272,-0.006296764876682368,0.0003756013022340238,0.0003171777677231552,-0.0005405596133925581,-0.004267031884106528,-0.003885090447998314,-0.0009111053110545403,-0.0066491516930813534
2020-11-13,0.001652278518705438,0.0065351973826380675,-0.0028603658542365054,0.004423741287896775,-0.0004034129540789268,0.005827600658259165,0.00039471266558821657,0.023012296363403066,0.007457129613495818
2020-11-20,0.004101738744006537,0.003845674039906107,0.003631700491415318,0.005530165799237682,0.0031932288002528885,0.003100412629598813,0.003226980611241812,0.0036616496324265433,0.0032696091891008506
2020-11-27,-0.01141676602373132,-0.008639973746988331,-0.010122805533764746,-0.004298179780605678,-0.004336787757190611,-0.007442675554049325,-0.010305889653237749,-0.00018682477991842093,-0.006677842927116841
2020-12-04,0.0011198091017434503,0.005280445521368102,0.0010004984560725103,-1.120705826477634e-05,0.005566265138599836,0.0053363102371891315,0.0035635643206549635,0.00719953671207064,0.0073042068097655816
2020-12-11,0.0018153994501248886,0.0010545040879405753,0.0013583587545004695,0.0025335006371371097,0.0021136450869005015,0.0020249700627832353,0.0016399582584827332,0.0008381302319844388,0.0011134861316965945
2020-12-18,0.00023319657072509107,-0.0012749349918097232,0.00020803621071669232,0.0003923561592823117,-0.0007979876117021563,0.0036190323133354426,0.00021039055549287638,-0.0012204336302725324,-0.002339188466113432
2020-12-25,0.002295896008774575,0.005368619753790627,0.002048610679784844,0.006419692038604711,0.005688828338775446,0.0014093090371970897,0.002071739143777779,0.005177800412863187,0.005326191254771508
2021-01-01,-0.0012064797050350719,-0.0073381370156074,-0.004219595699370032,-0.005392971856974262,-0.0029913043799779434,-0.007895601738415558,-0.001043674770036171,-0.0070910445244862196,-0.0077585826574632965
2021-01-08,0.0006387002181103987,0.002366955937161577,0.0017327849338802037,0.003035483283582731,-0.00012389781035733978,0.0017845903059532796,0.0005724021690009827,0.0027587062697101653,0.0025332485868274778
2021-01-15,-4.470365461159119e-05,-0.004231614580517354,0.0026035979936604335,-0.005306970435744076,-4.222386834360002e-05,-4.0180667834482036e-05,-4.0061015818386296e-05,-0.0014643453348836826,-0.0032188274093031327
2021-01-22,0.0012337044136021774,-0.000267003687399567,0.002447619810440064,0.0013287464973142217,0.0011649890074224608,0.002585250254889149,0.0025084691452579673,0.005538718195072176,0.0011478812781306356
2021-01-29,0.0017957893469719318,0.005097696407384979,0.0014619441716951231,0.0032868703013662908,0.0022393455650953488,-0.0009380635140857286,-0.0009354161786448126,0.002280296632980846,0.0002767008945957071
2021-02-05,0.0017985966777913649,0.002051057839400415,0.0015666103163601633,-0.00032327611341384055,0.0010245474232572218,0.0016117760150380473,0.0016071749572309562,0.0019757159188865375,0.0016727244104069031
2021-02-12,-0.00929779248612227,-0.001591330291626035,-0.008096581084847154,-0.002650151073191681,-0.008781296928003612,-0.00832448068148772,-0.00830094055866017,-0.0015325771124193705,-0.008639712261721274
2021-02-19,-0.01084730813661815,-0.00974269408623322,-0.00838996958692991,-0.01163836768650055,-0.009071602035535664,-0.009737971102338368,-0.009709447344131473,-0.009385801802499927,-0.010522138434584773
2021-02-26,0.00446540365003139,0.0065118909232217415,0.005933471317972622,-0.0002326867656066792,0.0032044969406876574,0.0033124335440402725,0.004199405533377488,0.005714840646216475,0.005531069832171624
2021-03-05,0.0074168107561010475,0.011608057615171691,0.011797889169353655,0.01577330605972271,0.010630733868382286,0.009342347281139446,0.006701805132488769,0.009346866593220987,0.011666013486527406
2021-03-12,0.0063086884484447135,0.0069731882253682214,0.00626219444065614,0.011266665037027576,0.008292001748897302,-0.0005565826732509501,0.0025850782629409023,0.004212931480846166,0.006055649007158602
2021-03-19,0.012555012026514406,0.006723263225597033,0.012339854993354845,0.005446753334718727,0.012457776789552944,0.017781253665961234,0.015366482910231936,0.008550343246135933,0.01178692702326647
2021-03-26,-0.011560203414173867,-0.009137370994256886,-0.011056413924010128,-0.010406290029691942,-0.01108853735284763,-0.00955178249124301,-0.009982545865557177,-0.007577206676099638,-0.010879040829822207
2021-04-02,-0.01060769257825382,-0.007748721551609037,-0.004821855041460291,-0.008656449794807865,-0.009753244147026281,-0.00995892285415729,-0.00906658257716258,-0.003383804030372601,-0.0054967293146960155
2021-04-09,0.0001560609243029318,-0.0004694423986982016,0.0008240301205276537,-0.0009313215120725761,-0.001338724743215996,0.00022849456279607053,0.00013399872554631162,0.000574474465016196,0.0008497387034612357
2021-04-16,-0.0005051379904887802,0.00012380536904067646,0.00027370159934371176,0.00199434554108412,-0.0009845656633714706,-0.0020272797122401296,-0.0011019630713013763,-0.0003632604625090898,-0.0013741681301527042
2021-04-23,0.004596481304353406,0.0044889384254634315,0.005008277572893721,0.004586877285996344,0.0031538952845554385,0.003715620032503188,0.003577613149631868,0.003390142603615116,0.00422175941548215
2021-04-30,0.0023174505543774,0.01473641757124832,0.006019337222474095,0.005089669264364321,0.0009701294931817082,-0.0009870099676628885,0.001973137426650265,0.006141920177976,0.003018444910026658
2021-05-07,0.004338262344175383,0.0002297740321494383,0.0036203181939112703,0.003229775196877059,0.00470242313076722,0.0014726203839939217,0.003694898181464022,0.0025703308050696277,0.001638438181966587
2021-05-14,-0.0012371409239480536,-0.0036952180359155905,-0.002417960560513619,-0.0025157917010573544,-0.0024107715252761393,-0.0019691968596229526,-0.0020658040030586836,-0.0015032830291357101,-0.002277137021462966
2021-05-21,0.00047781140720459483,0.0004433546901041108,0.000844900473059827,-0.00046570096962269175,4.547294459518039e-05,0.0008855455960929644,0.0003164253717913811,0.0010258517771353287,0.0009074116458184415
2021-05-28,-0.0005150020012850483,0.0026920284572595835,0.003079806355205422,0.0032698721995154637,0.0028186512272809976,0.00309063892844064,0.0026358689502716925,-1.0001109668116239e-05,0.003180109391592468
2021-06-04,0.0027925263856891586,-0.000556159219290709,0.0028771251910187563,0.0017526193907497036,0.003851664314897274,-0.001253213426617435,0.0036175375146865296,-0.0004831795620713921,-0.0006528528167142831
2021-06-11,-0.0015246846867332173,-0.0006434405829814699,-0.0014981207533343234,-0.0016585826296105935,-0.0017800396377046345,-0.0004816560109116838,-0.0012888617348234023,-0.0005570131623012099,-0.0007556029381718878
2021-06-18,0.0027449685995606142,0.006855662924066128,0.0005937051703499744,0.008961524354062795,0.003858802708175345,0.005804209450754592,0.0022835164423246103,0.00591585512332793,0.0074685524451545355
2021-06-25,0.0028037491013471567,-0.0011122625739213782,-0.0025414065840789544,0.007017353437323569,0.007484244945319141,-0.0023844632839559203,0.0015333946861845677,-0.000962737261389304,-0.0012337611674689696
2021-07-02,0.000421590819554255,-0.0008601197999059254,-0.0006017022186204803,0.0011142186575591791,-0.0015964373274020443,0.00037635052564484266,0.0009073818290576891,-0.0024284288672640963,-0.0032173728853748603
2021-07-09,0.0012825983381464156,0.003582150494603378,0.000832984486899954,0.0008341978573051793,0.0015701160350910476,0.0018354092085384513,0.0010735231207716922,0.002488629568451332,0.0011330449511706266
2021-07-16,0.006731383950191314,0.0014282988457202353,0.006526038626003422,0.003913293381478445,0.006363870071851344,0.004879429794277703,0.005633454155924485,0.0026875575965910506,0.005242100613121809
2021-07-23,0.0002849209991676653,-0.0011458808001471622,-0.0009630012365848239,-0.000530490253641323,-9.102672603673024e-05,0.000270669083971677,0.00025029528171014283,0.0006133651373144331,0.00025384902554454895
2021-07-30,0.005967256482274152,0.0009159162470480662,0.0010690233108327763,0.005457237340557167,0.006166526158243453,0.00460191295508775,0.004228060204127554,0.001326327697505114,0.0017163153356065937
2021-08-06,4.209268898714558e-05,0.004915150755336252,0.005732133751526662,-0.0017501549803832118,-0.001408988437956145,0.0025797675465992855,0.0023657910786148116,0.0013328231683331988,0.0017260864448255598
2021-08-13,0.012366566842539615,0.006423642902330744,0.007482374648061894,0.008402384255740398,0.012440476257135798,0.0033633751474928504,0.0030843879814118963,0.0037528286137384816,0.004861999652613156
2021-08-20,-0.003682233046920904,-0.002185691738489064,-0.005252996746488145,0.003926177870938837,-0.0019209015609250178,-0.008258368942004442,-0.00833394233735387,-0.0026632019725165296,-0.004446281858239343
2021-08-27,-0.004455104746051572,-0.004706514622081817,-0.0037879333610043135,-0.010621378324891777,-0.009425616981675487,0.00048299348158456913,-0.000288026057598248,-0.0047985886947412276,-0.004551072436367432
2021-09-03,0.006273755420498489,0.006335794176426354,0.009984247952011438,0.0060006113160677495,0.006094458509724951,0.005534015529055073,0.0059874736435064965,0.0031797937031328386,0.005814402805485353
2021-09-10,0.010954767800205253,0.007116915395307929,0.01089690368670295,0.004456552996732819,0.004519936283225287,0.012062255121649242,0.009764222067981743,0.006817778531232175,0.010178416602151862
2021-09-17,-0.001583787189854318,-0.0034024374955229555,-0.0015787695293570704,-0.003569320465904303,-0.001988366124969245,-0.0015467423622500373,-0.0014232129834205634,-0.0011654611814337905,-0.0014768064100250868
2021-09-24,0.010346474482566934,0.005673649054630905,0.008490152147537363,0.0056572400532897095,0.008973515660521784,0.009351857048878955,0.00996878572606231,0.007128440279926796,0.007925075749836847
2021-10-01,0.011090555917393793,0.009964640055095455,0.011005653480751406,0.008729499441689118,0.011837801976745638,0.008607039026754866,0.009151936482608989,0.005026203894358692,0.00971098530926834
2021-10-08,-0.001961514271402474,0.0005068286534772758,0.000558649455132268,0.0027008289829079145,0.0006031092034827834,-0.002844805303510539,-0.003021509223047192,0.0004861907575582483,-0.0017253918445890104
2021-10-15,0.0010190546445056237,-0.013494812187455612,-0.01532733347735707,-0.00987896683822965,-0.011023459535687353,-0.0003992943103118042,0.000999660549424644,-0.012682608317408936,-0.0038729290504518855
2021-10-22,0.0017822122003090105,0.006082876318325105,0.00357630214536743,0.0018137346011092503,0.0017835395861372097,-0.0018343575298620926,0.0017289556428043804,0.002991555658607847,0.0016078658523154456
2021-10-29,0.004950936651466867,0.006475331742369964,0.004252075318738811,0.005928296607616287,0.008513162491760908,0.0017740936708236866,0.0038802323953223065,0.003842967442345581,0.004521590319026854
2021-11-05,0.008144102150488632,0.0011160260800939972,0.006734055316744974,0.008627341756855027,0.007165814595445226,0.006951244390172043,0.007313430595366163,0.006945627215863373,0.008628433912563089
2021-11-12,0.0013983297432415649,-0.0034250488270929818,0.0003153550988613008,-0.001788461510707272,0.0013975216683794203,0.003818939216778217,0.004771152830396551,-0.002138589453525462,0.0013049313910289916
2021-11-19,-0.0025871261797908184,0.00722979768349293,0.007279140348352231,0.0024931501175449655,0.0035789245212445478,0.004882698698841768,-0.0025399112103375093,0.008112695604698529,0.00735478658741118
2021-11-26,-0.005562716929764325,-0.004761831814953533,-0.005233684702243242,0.0010178651023286579,-0.005559605046164414,-0.005267572313268423,-0.005452289765238232,-0.0053395335085879275,-0.005276342653739739
2021-12-03,-0.004352699519286633,-0.0008021850332572982,-0.000911302417318493,-0.0024137266791913014,-0.0009568648851049565,0.0038750398669949683,-0.0010066321186649842,-0.0027221267189331843,-0.0009222794684779338
2021-12-10,0.008977437722351551,0.0015669655364037329,0.0025191259538498057,0.0028576196793344893,0.003959018013939466,0.0028907863152089998,0.0031074559004797726,0.0016962947044821019,0.002903816922513764
2021-12-17,0.011438323657974744,0.009489228815731134,0.008287440546635246,0.00479655837632382,0.0,0.010817212700749524,0.011429782160873942,-0.00095153442953022,0.00815786870830545
2021-12-24,0.0029012197972226603,0.0026752238667455256,0.0027424301609027765,0.009760958529095233,0.008809624356405985,0.0036743161631669105,0.0028965577792275906,0.004432075417859514,0.002977071450208999
2021-12-31,-0.0007444042182606387,0.006454454043719203,0.007191983652858744,0.0010312557821104177,0.004499979279043286,-0.0034053946841481773,0.004415911940845567,0.008823279575791949,-0.005246762206548737
2022-01-07,0.005720088327757261,0.014200923889093445,0.007294144852690105,0.01241865915424724,0.010009157575718604,0.004887434553915322,0.007499149345142389,0.01347459627468676,0.006607248226806986
2022-01-14,-0.005800802181162238,0.010365387418384706,-0.0019091157078464393,-0.0006410780789460919,0.0026005567782225363,-0.0056671211269299394,-0.00576583001814307,-0.0018891929108203233,-0.0019599091808000504
2022-01-21,-0.007142915660016882,-0.0031790404371501374,-0.0035292320647264666,-0.005048440859723434,-0.0021252722204852556,-0.006105429478213255,-0.0072005621429427616,-0.0070281653344110365,-0.007241321883289104
2022-01-28,0.00443319988005725,0.007090780189354709,0.005284621344016648,0.008414908107266438,0.0017779599084171772,0.009112502690720147,0.006006359424387705,0.007238024692613568,0.0054240088744869405
2022-02-04,0.005720790948779868,0.0063162282109028595,0.0037182307889730144,0.003072313720133864,0.005678374751093884,0.006957367409612817,0.007098299534852236,0.003997038322904321,0.007216566648286936
2022-02-11,0.000805319468864612,0.007332443164660396,-0.00196543182711863,0.0007630438641601151,0.0007754576214986739,-0.001497729484021014,-0.0001358459477172483,-0.003541324905988883,-0.0016848608050416092
2022-02-18,0.009175089046747872,0.005616980486470526,0.00831799413852283,0.006975730878462995,0.007495183999838625,0.004429395702409919,0.0053353041157194045,0.004083135192818183,0.006591640011202074
