date,F0 static 50 CAD + 50 G3  [LIVE],F1 lowest-carry 3,F2 highest-beta 3,F4 lowest-corr 3,F3 regime: calm F1 / stress F2,F5 bottom-3 composite (RV),(no funding: long EM vs USD)
2014-06-06,0.00968665122903814,0.0056106892155776515,,,,0.0010072157405062506,0.003272113069744711
2014-06-13,-0.006614787927907135,-0.0014125357774515926,,,,0.002012764559893944,-0.0031680814679822438
2014-06-20,-0.008620784120824707,-0.00334609276886969,,,,-0.0019678485116896177,-0.0016263757894783993
2014-06-27,-0.0036135274138819474,-0.0010083041812392064,,,,0.0022625879993875293,0.005712746801090721
2014-07-04,0.0037247944776923683,0.010337187345338549,,,,0.0006743048422541817,0.004745967436268849
2014-07-11,0.004602859397083184,-0.0024607442073259055,,,,-0.0006669708436339201,0.0008021309802675081
2014-07-18,0.0013365528322951397,0.0023941896866102085,,,,0.001989420002073626,-0.0020284324408143535
2014-07-25,0.00993943077563583,0.009560036189510882,,,,0.002062799916635912,0.004521760645104513
2014-08-01,-0.0025250191034899266,-0.00854997436143358,,,,0.0030813825426557126,-0.012286252359618902
2014-08-08,0.0012671287612908545,-0.0037092998725872686,,,,-0.0016599335852591798,-0.0027815661631362867
2014-08-15,0.0015801797526743217,0.006013103834064899,,,,0.006170666278082959,0.004403350170771001
2014-08-22,0.006857829279096608,0.008037945471651379,,,,0.012024498815230805,-0.003578949149664526
2014-08-29,-0.006494821572332011,0.0005614755475864683,,,,0.005441369644146547,0.0007415702886896096
2014-09-05,0.007186224946399439,0.012866821603686142,,,,-0.007787950554448078,-0.0021634315846209783
2014-09-12,0.009130570495008681,0.005677625054179369,,,,0.003959915264790116,-0.011090663714822249
2014-09-19,-0.0072488946952484114,0.012175766622939874,,,,-0.0015720633343155926,-0.0037731255882504098
2014-09-26,0.009018332939642213,8.40250052928951e-05,,,,0.004319675026438702,-0.009642189985529846
2014-10-03,0.002178051443668076,0.0023978696440577216,,,,-0.00462816621540047,-0.011932691335882685
2014-10-10,-0.0028601456258753105,-0.0060365652683114284,,,,0.0004155604901474285,0.010101780838220085
2014-10-17,0.0024258532812324375,-0.008148502675985242,,,,-0.00156927293146594,0.005014127398985461
2014-10-24,0.005418550178285946,0.013604368189943332,,,,0.007994976193668103,0.0010846067283861761
2014-10-31,0.00969373918177666,0.020401099617531396,,,,0.01136164738486517,-0.00638925408669442
2014-11-07,0.005833335476663621,0.01222773018243997,,,,0.008366162447708169,-0.009738770544960291
2014-11-14,-0.002646833228903253,0.0044904653571913025,,,,-0.0026974679506583223,-0.002371789373102298
2014-11-21,-0.0010985010256957264,0.008600918188277937,,,,0.005637325811666773,0.0016726505897340256
2014-11-28,0.004497830473683345,-0.0040942746089230484,,,,-0.005910814487852492,-0.009913933086913523
2014-12-05,0.005270197587079142,0.02015440018988065,,,,0.017283056262680938,-0.006752754660946731
2014-12-12,-0.00043300134813336255,-0.015745065427241436,,,,-0.006850844614295198,0.0014606535581947082
2014-12-19,0.004832646417359413,0.009605381766650229,,,,0.02769928544921182,-0.0055847204942533766
2014-12-26,0.0017598593894887636,0.007385042326209581,,,0.000683207179785133,0.004594734990494771,-0.00312930641767749
2015-01-02,0.007806072399667816,0.003113474107324356,,,0.007904921133258648,0.009147157005967852,-0.0023543536662648497
2015-01-09,0.015670107474885717,0.014164316799448455,0.0008519180593739313,0.004845565019637411,0.0009728314243908923,0.009555427126950598,0.004377086227468243
2015-01-16,0.016094128491703483,0.0036763642083046146,-0.005218597810648666,0.013082672143294827,-0.005973103151966911,0.018359176932696352,0.0010505077918222393
2015-01-23,0.049208649857531796,0.015314736639781676,-0.006010190134159421,0.022821413462842822,-0.0067968259196573575,0.005011921046517744,0.010378681488958262
2015-01-30,-0.0037213076380054823,-0.0098235447058819,0.00817723182210636,-0.0078497082377175,0.009188660375167487,-0.0055492214695180425,-0.02270694592319935
2015-02-06,-0.0018420765961043022,0.007672209752696077,0.011053542782248061,-0.004185293026024131,0.012420613964583513,0.004081119735005457,0.008110878422559415
2015-02-13,-0.0023575766635486307,-0.004831628256571786,0.00813323142556274,-0.0026641502553148865,0.009233603486350864,-0.004039132435764582,0.0019128182456645073
2015-02-20,0.00014943697995512242,0.003911248337408282,0.00974172627193773,-0.002109885606883021,0.011084567672411649,0.011339006613422572,-0.0049083355932495205
2015-02-27,0.007762849550874575,0.012272396171929083,0.0005765238517787267,0.019369604875050045,0.0006389289696240794,-0.00131062517846111,0.005982573744341367
2015-03-06,-0.00043683969662819297,0.0054944934310977855,0.014400468313756822,0.01760490539742293,0.0158860415735605,0.0392153007210503,-0.021041996279357354
2015-03-13,0.003059788289196523,0.0010504648276137007,0.030652874180606065,-0.0010516789771142336,0.0339648246207696,0.005372282596789377,-0.017694177865963442
2015-03-20,-0.004246875228253556,-0.004740723734211997,-0.010095784941422641,-0.006796655458634847,-0.01112335417792283,-0.01890249613132186,0.016053382599196322
2015-03-27,0.00221707180191711,-0.0038065206097701474,-0.00463854541305397,-0.0009301564620427598,-0.005039305969648223,-0.0004213637394854421,0.007630082473807861
2015-04-03,0.006079312854875195,0.0056418027558120705,-0.017012300587323562,0.008010065743007755,-0.01818087575149454,-0.005511323161721826,0.01659748972435561
2015-04-10,0.010345424181400132,0.0182298291545376,0.006665873480719584,0.0018158655932699681,0.006983686780378738,0.0036078921453211363,-0.0068554956121276885
2015-04-17,-0.016953889679250985,-0.005084155981239218,0.0041524657898440245,-0.0016035118328731042,0.004378145101601891,0.00033349940177663324,0.008435102017976379
2015-04-24,-0.00633422832662224,-0.01045392319663223,-0.011993545815238153,-0.003813388838903202,-0.012609841978878876,-0.010417284286038846,-0.0022777096123852217
2015-05-01,-0.009530516258298549,-0.013693252560297244,-0.00016456988090302984,0.00512888439953159,-0.00017199942777913285,-0.014952569588056276,-0.0044835126503370215
2015-05-08,0.004667705336125368,0.006351749878463042,-0.0037976145273810403,0.005988213918610664,-0.003938268812918187,0.009518097080926647,0.007579637359849454
2015-05-15,-0.004051129405054115,-0.0061115731758462095,-0.0008898973982173839,-0.003390309305052203,-0.0009221246705168707,-0.0002083028136075224,0.007945240014193045
2015-05-22,0.014588768637931513,0.012048304787975446,0.015891821109601145,0.013603974056514905,0.016468898121065955,0.0065497768921763825,-0.011239486896764564
2015-05-29,0.0081096521715305,0.008844212706767107,0.011088027756331238,0.0052387341446018315,0.011433554229757382,0.007497541196941941,-0.007187682191982757
2015-06-05,-0.007732685827375756,-0.00420948166951795,-0.010463965611266791,-0.008619789661535883,-0.010789435834845167,-0.002450800690888685,-0.008307753944574515
2015-06-12,-0.007611718678557975,-0.007397214707756308,-0.007328830519430131,-0.007104313904417809,-0.007543574314138408,-0.006871875818234371,0.00773141125804166
2015-06-19,0.0018952523179840911,-0.001147974649310089,-0.001633670875939938,0.000683575565520723,-0.0016761600300416685,0.0013105399951850632,0.005398781307264031
2015-06-26,0.0011367856665254555,0.00517124468858892,0.005543605287280454,0.0016731863455841558,0.00567832618990289,0.0039746925905747715,-0.009765029628916774
2015-07-03,0.007777957985038725,-0.003849382216245185,0.004604617182488081,-0.0032200812504494182,0.004711646100822704,0.0073596619776262594,0.0003212957711025264
2015-07-10,0.003800258710546081,-0.002757921523983404,-0.001750406026862814,-0.005056177249507387,-0.001791392155920666,-0.008892836076404698,-0.00229822391903512
2015-07-17,0.01492483339551718,0.012207303101551877,0.0047892660754490805,0.012741668229120913,0.004895254178809341,0.005422844896320186,-0.004384916501508279
2015-07-24,-0.010033266318370433,-0.013288284143670556,0.007336330015915836,-0.018069943774947736,-0.009465930364219671,-0.0062975899143462005,-0.012718464613470206
2015-07-31,-0.0018893640373361248,0.00023317621730596758,-0.0022603225361323078,-0.001051533521592795,-0.002271982087923071,0.007594740434593225,0.00200455066686315
2015-08-07,0.0019816977677279113,0.003224631127180397,0.010758806814405808,0.0024346766280561117,0.01085552115753241,0.010355214757124717,-0.004340700323585143
2015-08-14,-0.01940553120998872,-0.021361634950318325,-0.015318627555286636,-0.021531579030406502,-0.015461823809348513,-0.013279474285020276,-0.017854817181583316
2015-08-21,-0.012360807178242178,-0.018216235576216093,0.005063028484410276,-0.027936317360228304,0.005090081083386678,-0.0016400831484339696,-0.012103821840418116
2015-08-28,0.004896544818460345,0.0037244163967974603,0.0006981273743181683,0.005616988847728282,0.0006992534104774217,0.010720032887461707,0.0035285513537114677
2015-09-04,-0.007863004605900592,-0.006788256736445556,0.013641101020680666,-0.007412884470087748,0.013625590354516492,0.0013287497222720533,-0.009835783850349517
2015-09-11,0.00611877293703126,0.004802314443861799,0.005081512788917393,-0.0023123579499514974,0.005082407078824636,-0.009385440724816832,0.005842689536447723
2015-09-18,0.002557048165743193,0.0027013206272707255,0.0003988892501661368,0.005018426873094383,0.0003971500939685765,-0.002585860611834303,0.014504017960618837
2015-09-25,-0.0024203426340309816,-0.001112906006016925,0.0021499863103338693,0.0005695566998327419,0.0021461900229550893,0.011445002596183728,-0.01689195917463829
2015-10-02,-0.004431317159048319,-0.008635259248860001,-0.00018080582903178718,-0.004370196069573122,-0.0001792375470000069,-0.007333017089498545,0.004136726919600312
2015-10-09,0.021508964676580287,0.023133372937542026,-0.001540876398150317,0.027699569658186804,-0.0015238502847358642,0.015764105934311233,0.03425101554256706
2015-10-16,-0.0019201768430206069,-0.003128748563711587,0.006879496532183809,-0.0028815746524870705,0.00679211484153177,-0.0059462512469915995,6.027016518913694e-07
2015-10-23,0.0022266536763318754,0.003238614176808739,-0.0056921477362080085,0.011126960898941812,-0.0056160559371049084,0.01462856604060079,-0.01224223624010464
2015-10-30,-0.0026202069459461057,-0.00038379836016574047,-0.0010398939958457009,-0.00396006321429409,-0.0010271802458801929,-0.001270652942858486,0.0003040084849199622
2015-11-06,0.006182749895093741,0.007494969547775393,-0.002550386880434449,0.00824840774571556,-0.002519544822988464,0.010368840116319462,-0.007799540651039975
2015-11-13,-0.0009591920765674336,-0.0015694624507472947,-0.006768224165684002,-0.0017917043554315096,-0.0066286414995340055,-0.004218752118359478,-0.0020403686345420173
2015-11-20,0.007959169531341988,0.008298962742772257,-0.007981137773818297,0.008694959208269327,-0.007825808373562029,0.0024962679770489746,0.006932344406694786
2015-11-27,-0.003531680306074359,-0.0013898960445577872,0.0019256353009498791,-0.0022308104265590387,0.0018590032919959798,-0.0017287958636777589,-0.005124538027767896
2015-12-04,0.0020925677729756106,-0.0011736057259480758,0.006072085339021138,-0.0013385793936016974,0.005863542924206506,0.0075272310557931476,0.005786742011321164
2015-12-11,-0.0040633770194680886,-0.016776153831969655,0.012800389138985797,-0.01467011320737067,0.012531373448086061,-0.005362417252922888,-0.01084393252037785
2015-12-18,0.014566480070389088,0.01400617628306239,-0.005252883862421049,0.007789091640331723,-0.0051916349051542255,-0.002031964337833744,0.00526718549486386
2015-12-25,-0.0011902014430421404,-0.0030332707646724636,0.004550269232527041,-0.005909715489331231,0.004496092836045571,0.010345045068729877,0.0039521831893610535
2016-01-01,-0.0027715737505307815,-0.0015622114190197082,-0.0005007896723772832,-0.0010611706575030097,-0.0004946115469744676,0.002701500491432171,-0.00441377028282764
2016-01-08,-0.003132530481512022,-0.009184706031485851,0.006809471419953179,-0.011020105912077461,0.006729050221011046,0.016481450988816752,-0.00863504453408482
2016-01-15,0.006436043488597099,0.0015477021568456072,0.001830571089483147,-0.007320941866107319,0.001807903054441367,0.004332576774998483,-0.0016734201221379663
2016-01-22,-0.0035990804322358462,0.0032334264269302817,0.004928534952983647,0.008641395255051814,0.0048641051770174455,-0.00042646661807000454,0.0029833541930835016
2016-01-29,0.006834642095888439,0.01117963724039281,-0.007897110641690769,0.009300333857594453,-0.0077853238432772165,0.0022420372884721807,0.004332045274667185
2016-02-05,-0.009317593534253836,-0.010270090144940704,0.0014212482387487792,-0.01050306806849251,0.0014037717936707136,0.00714491620964901,0.007242787394026138
2016-02-12,-0.0015399040394634882,-0.010952185368674852,0.011944738355160633,-0.011103879505340811,0.011803443362944217,0.013836359803471237,0.003164782789577902
2016-02-19,-0.003579645078902433,0.0028225758910671215,-0.009589261624579,0.0009493240023659635,-0.009472955458472425,0.006547109437318182,-0.002863439928138753
2016-02-26,-0.0036325634335106684,0.0031401660782817272,-0.006880258782849881,0.008532424587192432,-0.006811476132902588,0.003538573366521138,0.0020638705891812136
2016-03-04,0.010581719164496314,0.009060453182857964,-0.012463338873359429,0.010626950156765102,-0.012351473812203985,-0.004204890439526258,0.015109634483679527
2016-03-11,-0.0023760508008416475,0.00014852547248995118,-0.00568323050269174,-0.0013892809589666798,-0.005647000125528622,-0.0025150462437016977,0.003533273313832041
2016-03-18,-0.006179813499891781,-0.003639703194694238,-0.0002085261397609589,-0.0045960519196244715,-0.00020763731732987865,-0.005093682219864234,0.006315285014098378
2016-03-25,0.004182060256351356,0.0005693023230769108,0.003161649204265297,0.004103054080953693,0.003145077142061385,0.002980893965834296,-0.008285171873433559
2016-04-01,0.0008229645071837308,0.0006218204379367863,-0.0044136505252279435,-0.0012767269205964387,-0.004386963583278125,0.0019638746612568344,0.008537426516667689
2016-04-08,-0.01169307787739734,-0.010811487486962517,0.006105419285679308,-0.012858882721129825,0.006059431588760776,-0.0014084771050650857,-0.0010100362449170133
2016-04-15,-0.00044685729623986765,0.004121378005897297,-0.007363513891727688,0.004481307796099936,-0.0073077124954577695,0.005449541643083174,0.0008433447485467463
2016-04-22,-0.00598507003316933,0.0010658460550127815,-0.000878212861590749,0.00629736285774306,-0.0008728142776155395,0.0063965649520868985,-0.002104784402505944
2016-04-29,-0.009333520396618906,-0.01362855308784644,-0.011148794793958071,-0.013743702221438371,-0.011064706169852353,-0.007547052955673616,0.003739466322151988
2016-05-06,0.003958013377220054,-0.0006819631190259277,0.01138903324423402,-0.0052550083671653765,-0.0006713520644155054,0.0006805562549747956,-0.00872137790242376
2016-05-13,1.2748479740005373e-05,0.0039725298042420625,-0.00554175424712058,0.007131913018327562,-0.0056418141999864556,0.005047802613737864,-0.004665500447640016
2016-05-20,0.004080966551478902,0.00396977733095721,0.0049781401868984,0.0026346381533670234,0.005072023327876132,0.002718222273849494,-0.004775646530592325
2016-05-27,-0.0012268480725428357,0.00016138190751538084,0.005644232066301034,0.0019342074431171314,0.005768235099100639,0.0004361106157846095,0.0016573428889740283
2016-06-03,-0.0013492619407647192,-0.005967813006960763,0.0007204877619569217,-0.01025094714351261,0.0007374478733322058,-0.011405336605968024,0.006873352269092664
2016-06-10,-0.005154579039630644,0.0028642429475705345,-0.01266984885701535,0.003076188456816961,-0.012948873696781054,0.0021818772803553384,0.002063414266322581
2016-06-17,-0.0014781061398880559,-0.006990659000427759,-0.0017686639519325152,-0.003871213808737389,-0.0018081031467865665,0.005569763296815486,-0.0028561047395769677
2016-06-24,-0.0013558455123267284,-0.003101529878748975,-0.005222487604278993,-0.001959351960449988,-0.00533918008469059,0.001434567669479727,-0.0009689931020445295
2016-07-01,0.0078763382264244,0.005929095925588237,-0.017626143959930306,0.006164164826650722,-0.018062568697386056,-0.0017336612609373128,0.006203918513822362
2016-07-08,0.0020398660862688545,-0.004764532879316685,0.006026894458408422,-0.00358494725998525,0.006187972493644093,0.001959211402743538,-0.0025130883911842748
2016-07-15,0.006085675042095834,0.012228346511964175,-0.0019959977557569247,0.013071123727241568,0.01180776101731321,-0.004085782979968279,0.0031725723639307517
2016-07-22,0.00966152124688565,0.0028974101864999682,0.00024465532930883496,0.0013596455085895728,0.0027773499152887265,0.0006678886171338211,-0.0007367201661190721
2016-07-29,-0.0029546065633635184,-0.006640307053847868,0.004352613599804129,-0.006122628373554106,-0.006357027085130337,0.010524503573257925,0.008371483813892171
2016-08-05,0.0045379006571965134,-0.0013758361480089843,-0.0031638200420936366,0.0011248895389933268,-0.0013187849344824618,0.0007530420900780138,-0.0008799741413883031
2016-08-12,0.00044671682247501013,0.003447066163091585,0.0016123548659471199,0.0031164034014166155,0.003371329697626069,0.005250434358863997,0.009624803145190717
2016-08-19,-0.0128320313661854,-0.007331660934765757,0.0011147563734571488,-0.008164337743622158,-0.007161747942815193,-0.0038827189764493947,-0.005035275789624804
2016-08-26,0.0027772383359982115,0.0021613821454013636,-0.0030856550919651066,0.003105336386111786,0.0020458729937920727,0.00038325143668608864,0.0007990676713926593
2016-09-02,0.007083907522233334,0.00780411860736282,-0.00035226500337099477,0.006896783491786575,0.007371200085995702,-0.0012484318339247953,-0.004760158578279459
2016-09-09,-0.004467092540528051,-0.00591732152533463,0.0011115643297774107,-0.002746264111210334,-0.005787068208245583,-0.006886852442628059,-0.0008232165991604269
2016-09-16,0.005641814483429739,-0.00023442516309914402,0.010967218461044058,0.007638179219516761,-0.00023087002622658817,0.003080710609298441,-0.002011596724756004
2016-09-23,0.002907159831281717,-0.0002750644971796015,-0.0014992303585827811,0.0029146448349506265,-0.0014833744761118656,-0.0030802461568088233,0.007495476554255037
2016-09-30,0.0012653573156220352,0.00044641485324094585,-0.004150951853916616,-0.003615672467187423,0.00044016236791145013,0.0043154539755872095,0.0004143795966409629
2016-10-07,0.008088017228698183,0.0074149571997375865,-0.0059504812471165075,0.0038761241462691265,0.007230305998361849,0.00019010101223484148,-0.0003598595600394955
2016-10-14,-0.00572302128281715,0.0052707367510451365,0.0019626978129243244,-0.0015616165160450017,0.0019308975861402741,0.011321324655050738,-0.005676083288300311
2016-10-21,0.008053332358326643,0.0024754775641751036,0.0017861715012044723,-0.0030598629920076635,0.0017564395201766555,0.0028018558261986297,-0.0009395373978571132
2016-10-28,0.0033735951630638914,0.0035414725937347774,0.003513887158214601,0.0033831537238448047,0.003216813065835982,0.0014851871542624782,2.4528983640990077e-05
2016-11-04,-0.0035947996809443748,-0.008563740298991507,0.009983775153083149,-0.0036878294128915444,-0.0077731677191359505,-0.004491840646193592,0.001794716916108857
2016-11-11,-0.007058747915901129,0.0034876871331077355,0.032513679072528646,0.024791111402038418,0.03239012671653654,-0.0031675771794545896,-0.020810753969299687
2016-11-18,0.005223934524431472,0.019556462369066382,-0.012273353789887942,0.011883799277050381,-0.012198712892640648,0.02058498341384115,-0.00540999679130171
2016-11-25,0.0014223337697011216,0.0031612181168496497,7.794182719347242e-06,0.005130873526080424,7.752816046539656e-06,-0.007803623404377917,-0.0015170222813350393
2016-12-02,-0.0026021241078173643,0.00135959684314732,0.00750902125060708,0.0033834820913410907,0.007470345020541909,0.011162347642878845,0.0050726545483136464
2016-12-09,-0.0001527324642187793,0.011390175592445654,-0.008132753353980171,0.002590220125792418,-0.008089432975862884,0.010928168370712043,0.0009519039187514574
2016-12-16,0.009164197941259371,0.006297903618663338,-2.5965890989338136e-05,0.0029519704851440603,-2.5874565772709122e-05,0.00814883588436462,-0.006442803823177515
2016-12-23,0.0059111768713181025,-0.006261449895062182,-0.007655013626433755,-0.0004573128001121761,-0.004731331080011874,0.0015061937397276447,0.0016573793297493592
2016-12-30,-0.003973766199815405,-0.003666510768285407,-0.001972020572854736,-0.0008988077816777646,-0.0027899687396003635,-0.0035893938993333606,0.0027622362624005496
2017-01-06,-0.0017034897105331502,0.0030087356942179325,0.005345019235932685,0.011529787611543595,0.005362628300824137,0.0031321387598298167,0.006724881054978321
2017-01-13,-0.004699685441585142,-0.00582395693972134,0.0034456158768972106,0.0014930107143091523,0.0034571561487895695,-0.012871795267782793,0.0021409593354869898
2017-01-20,0.010267187141595812,0.0003302478641477513,-0.0024549496598746017,0.0019943923478078014,0.0002485964376100133,0.0011806017665872588,0.0014646330262087595
2017-01-27,-0.005754078609595258,0.0013458452658038655,-0.00999784439394997,-0.006438610745919956,0.0010163292020921887,0.0005950611953346664,0.0034220525410004333
2017-02-03,0.0051864344669657215,-0.0028632403840098716,-0.0042606982636043825,-0.003897086531931907,-0.002123860432094045,-0.006391340987952408,0.014621211751739872
2017-02-10,0.0031310803601789314,0.005257539726071422,4.1603263544545184e-05,0.00018259446723902195,0.0038025102388865237,-0.0012625174910038213,-0.004724306565939732
2017-02-17,-0.0005730470175353125,-0.0032568908429797946,0.0009045442681771285,-0.0002765237559582817,-0.002333470990858021,-0.0009966361631651456,-0.0007501606095930244
2017-02-24,0.0038532158979374532,0.0010862540434710883,-0.0060764302985130214,-0.0067344283475804815,0.0007902972853999083,-0.0167998796802834,0.0032923647095191937
2017-03-03,0.010510924915530752,0.0036724714980117023,-0.004560676791175445,-0.002544500737537038,0.0026859224786922476,-0.005144985730885991,-0.006735932693593458
2017-03-10,0.0018456419529218444,-0.00014421763938058415,0.00018697920748633835,0.000529407366970383,-0.00010632886006253028,-0.0010995699152842576,4.3604327639768626e-05
2017-03-17,0.005758325708519762,-0.003395041942083142,-0.0053052487062566715,-0.002126274270230109,-0.002519650461403806,-0.002537434615826711,0.013947568141004818
2017-03-24,0.0007060409323279061,-0.00452413053840109,-0.0034534184018487272,-0.004970344947541833,-0.0033472386191987897,0.0011684106167110736,0.0037441375345747753
2017-03-31,0.001021016958322313,0.003908272651126201,0.004052041350830435,0.0005236287526033121,0.002906998372971278,-0.0008498490261140874,-0.0003395684884164564
2017-04-07,0.005450786803953904,0.004896621720502508,-0.003517490455756568,-0.0018522479804501453,0.0036551362834691035,0.008772024685671122,0.0023031104362232976
2017-04-14,-0.005409659816896845,-0.0016357455184464686,0.0005188554062286372,-0.005102765797089648,-0.0011813738897309312,0.005622898738510372,0.0023323816897563867
2017-04-21,0.008312776405060292,-0.0015053237217611377,0.0028482180966989488,0.0019205722921548944,-0.0010942775286955004,-0.0033241740553757518,-0.0015324893823582275
2017-04-28,0.015441334062153629,0.004387828961316462,0.0007902590991135992,0.010690523640335223,0.003192656464881036,0.00615230224653823,0.005369939248739375
2017-05-05,0.0023584304031320433,0.0008658879925775042,-0.004002245602448005,0.0014099181404526244,0.0006002217619603174,-0.0014143117747771076,0.0005313432934361981
2017-05-12,0.008157204299102837,0.006068787778042905,-0.0029413674938351866,-0.0011758735376389481,0.00420321182448719,0.0005212354512503367,0.0030073053587229893
2017-05-19,-0.01308011536252298,-0.01035534827407984,0.0058009798441279875,-0.001975695150025346,-0.007207063804684192,0.0013432451356613425,0.004721715484530029
2017-05-26,-0.0022971752647703075,0.003178950964316572,-0.006021418526392522,-0.002471703739950843,0.002247706078272767,0.0014835053015589937,0.002348917783710897
2017-06-02,0.003643591782701422,-0.002758631139536126,0.00018849430838073367,-0.0032135526069500178,-0.0019613600986871835,-0.00044426447803374967,0.0032468701941098595
2017-06-09,-4.319707541047488e-05,0.007293001795857251,-0.0008316853056923429,0.0046086459483890225,0.00511176897242811,0.006622351403203431,0.0013149525996130813
2017-06-16,-0.011507952043469561,-0.0013540677304830684,-0.0028444951228855713,0.0012000769480556498,-0.0009792577770164452,0.006974717255614325,-0.0013275602889195174
2017-06-23,-0.0002479082854858549,0.002049416510122369,0.0025286788090652743,0.005086979224839682,0.001450740314600958,0.0015349629790637784,-0.0022289876462316116
2017-06-30,-0.012417753759483867,-0.006771199480517808,-0.0025920413542348847,-0.0006332468148821797,-0.004791032768455282,-0.0052974396699124165,0.0028981868655277927
2017-07-07,-0.005543223666453975,0.001514744723528928,-0.0028295036785551675,-0.003067778301477933,0.0011472314968469749,0.00016244348488337948,-0.00408499914846483
2017-07-14,-0.0004557083678599693,0.002216962379689071,-0.006211422365578899,-0.005596915719492861,0.0016692527145765535,-0.005368188744326453,0.013582384702709732
2017-07-21,-0.008191340576645417,-0.01415022636025974,-0.001831413440748584,-0.005319785558656966,-0.010416201457647134,-0.0054759116213497355,0.005395498881976529
2017-07-28,-0.0030085036516381584,-0.002608551337411016,0.002098348156251863,0.0017091244876254682,-0.0019607993083686514,0.002947260514301615,0.004200379015270064
2017-08-04,0.013553896340148043,-0.0003292729652117097,-0.0002390761291749892,0.0028659604194234897,-0.00024517778523873034,0.005413143561342201,0.0011056722583821343
2017-08-11,-0.0044630168962628515,-0.0063531222195569,0.003333060935378076,0.007156752402032397,-0.00472660098034173,0.001740615133807365,-0.0019640887973748273
2017-08-18,-0.0034007938139431434,0.0008753526033021399,0.0008646541624147766,0.0009432416794621916,0.0006540396028309267,-0.0007098607956096484,0.0006679357237497663
2017-08-25,0.003468854415532238,0.003034266045351444,-0.002227475257086718,-0.0009326448202779495,0.0022379895281844056,0.00017665811354504828,0.009834675168942823
2017-09-01,-0.0015302545334396934,0.005354417934829337,0.0060054647579567,-0.002631056458853951,0.0039492668936784376,0.0025597880073311725,0.0027645785664989066
2017-09-08,-0.012631051343571727,-0.0007857475517375873,-0.00312455670734586,-0.006045513189468206,-0.0005754417737571729,-0.0020227916516675527,0.007284594460774344
2017-09-15,0.0017620342280304055,0.0023568864006787986,0.0009786677018782909,0.001473355798858335,0.0017102188897153644,0.0004986069646126132,-0.006687847222094723
2017-09-22,0.006722992421061915,-0.0005939567103176176,1.921458487835376e-05,0.0015202801732226295,-0.0004308492331159219,-0.0011681589688224815,-0.002374302174395698
2017-09-29,0.0006542015028028412,0.001218378973379039,0.00461304936354597,-0.00033992533553484924,0.0008845473251474543,-0.001006483092743284,-0.0142475698272018
2017-10-06,-0.00022710848496453908,0.005026948942578726,0.005283497306797746,-0.0004733765313666892,0.003649308076396383,0.004275556375592215,-0.004211011274377433
2017-10-13,0.007242821991345122,-0.0027447264269172492,0.004314660872901618,0.007410324833085979,-0.0019783641996825255,-0.00648992540105174,0.012916413085487417
2017-10-20,0.0035881934488977084,0.0024913706217512674,0.00033648053605401796,0.0007547950818064418,0.0017854920427291501,0.0008150472005313958,-0.006755615808489069
2017-10-27,0.012451015833544358,0.011196940225075763,0.0030962844315715866,0.004180956683899115,0.008018829127951833,-0.003658798776707082,-0.007438315839836332
