,fwd,atm,d25
2016-03-18,-0.004247052720727569,-0.0022056979572801045,-0.0016047208961689281
2016-03-25,0.0009948211267427733,0.000645631672921251,-0.0002813914499533287
2016-04-01,-0.000992379416217425,-0.0038663203017653145,-0.0016508419263666686
2016-04-08,-0.002279778059226026,-0.004615053277151,-0.001715587596372287
2016-04-15,-0.0007669768763537624,-0.004093268572594268,-0.001801706869785453
2016-04-22,-0.00322085646452697,-0.004954326865726136,-0.001907059029362307
2016-04-29,0.004201045150600676,0.004013110759997907,0.002819535802483859
2016-05-06,-0.00039769491867755295,-0.0008069112283413109,-0.0012744760630960324
2016-05-13,-0.007023762245000445,-0.0010769212130040437,-0.0013980203902770618
2016-05-20,-0.0017923459803755037,-0.003134684013492552,-0.0015653287166874155
2016-05-27,-0.0019895012315403215,0.00047308436369144244,0.00028763095386086365
2016-06-03,0.0013888573794055329,-0.00019771178712816583,-0.00024721016291679636
2016-06-10,0.0010818102342640245,-0.0029184901269459617,-0.001865540888788264
2016-06-17,-0.002283734679134218,-0.005239016985765426,-0.0020589262136887373
2016-06-24,0.0137669165679957,0.008346548385161348,0.00501485999386757
2016-07-01,0.0005613028014805634,-0.0015102948465741323,-0.001351511484394172
2016-07-08,0.004466527077305243,0.0005232545457430469,-0.0004664858185015658
2016-07-15,0.0021689968938857548,-0.0018847821367099229,-0.0009575813990310232
2016-07-22,-0.006531515887587562,-0.0028169007580874064,-0.0017048988229370554
2016-07-29,-0.0006523602379428853,-0.0023773192605194165,-0.0014638937215786982
2016-08-05,-0.0003535386888152681,-0.0001782922006633847,7.196528694205985e-05
2016-08-12,-0.006387534372934858,-0.0042832800032725745,-0.0015526053083179808
2016-08-19,0.0003718417156510851,-0.004068027099135142,-0.001617682296364295
2016-09-09,0.01815146635758418,0.012865195201629587,0.0064829726454652455
2016-09-16,-0.003056891036961504,-0.0016448531635498559,-0.0017098475499950812
2016-09-23,0.005260619491891789,0.001173673683583236,-0.0015394839095686375
2016-09-30,0.007176216305018689,0.0024808424897137162,-0.0016936153715471224
2016-10-07,-0.002573251557197999,-0.002620214980053881,-0.0012969991653431238
2016-10-14,0.001010996773957048,-0.002188277450273292,-0.0013604649777159408
2016-10-21,-0.0017260690159000911,-0.0030620029501722545,-0.0015210778882085386
2016-10-28,-0.00031692658054594566,-0.0021711499839082533,-0.0012770822351114122
2016-11-11,0.006827952915814116,0.0030922591992953758,-0.0006783514951761277
2016-11-18,-0.00015065710983732853,-0.003798079700829007,-0.0017288310508523411
2016-11-25,-0.001309289143513227,-0.0039103412016858975,-0.001813936971190981
2016-12-02,0.009209101204456067,0.004674356620565915,0.0004352361215261937
2016-12-09,0.002538776227812106,0.0008389179531000813,0.00026238402624235166
2016-12-16,-0.0029527011474225454,-0.004079030006122818,-0.0017482885071350806
2016-12-23,-0.0018994160209409203,-0.0034306564533812395,-0.001446038634332049
2016-12-30,-0.0013621060854380753,-0.0026807604927726165,-0.001598439735076218
2017-01-06,0.0015739058224611571,0.0007266314625619285,0.00013441830262432485
2017-01-13,0.0001299510942100201,-0.0034939833530724706,-0.001921803862657795
2017-01-20,0.0002212146822712979,-0.003140794883480277,-0.0016269260487809228
2017-01-27,-0.0031971839614974955,-0.0012077312479125038,-0.0008732840678577816
2017-02-03,0.004796090520443681,0.002402852834836344,-0.00038905216961950234
2017-02-17,0.00195767816065217,-0.0005700393563643114,-0.0009806160925300896
2017-02-24,0.0016814600184519588,-0.0009254773448791791,-0.0010163607833883306
2017-03-03,0.005775764500550279,0.0011311148754786487,-0.0006811998331692886
2017-03-17,-0.003910693139203768,-0.002007352643977823,-0.000959580040717419
2017-03-24,-0.0033671938969481842,-0.002573587102066722,-0.0009808582948374622
2017-03-31,0.004314528139812762,0.0017010011139347002,0.0003181446561422214
2017-04-07,0.0008847783281049526,-0.0008419233145198855,-0.001320552628577527
2017-04-14,0.0003132918380502892,-0.002170719656258637,-0.0012012576583552272
2017-04-21,0.0022662475459239756,-0.002160335619091381,-0.0017064522499409688
2017-04-28,-0.0019853838890683136,-0.00269550429730763,-0.0012718347081404609
2017-05-05,-0.0008434522646015238,-0.002488792718820421,-0.0009942213583102938
2017-05-12,0.0013327335695474548,0.0013726695593043827,0.0015162968477264165
2017-06-09,0.0014084055345493023,-0.0012787395761636343,-0.0009431420582384323
2017-06-16,-0.001608174333741965,-0.002464805278488126,-0.0012046779795128152
2017-07-07,-0.006652045975923126,0.0003856671013342419,0.0006058356985684166
2017-07-14,-0.01056174821408555,-0.003874848465267712,-0.0015137386048830767
2017-07-21,0.0017729502776748687,-0.001159900189865934,-0.0011960535644370074
2017-07-28,0.002967316066794507,0.00029198031151550735,-0.0012286702159003664
2017-08-04,0.0029060902966690787,0.0008400103823029497,-0.0008533278482656271
2017-08-11,0.0013065608927245772,-0.0006791477466483196,-0.0008684696009615533
2017-08-18,-0.0012037707014981172,8.709077237380116e-05,6.517285250229017e-05
2017-08-25,6.620001304877146e-05,-0.0017773890192221036,-0.0009041459512356066
2017-09-01,0.006670521169455708,0.005888290730932748,0.005288767590935728
2017-09-08,-1.0526457285584033e-05,-0.001683120141526827,-0.0006909305161301651
2017-09-15,-0.0009904719337249582,-0.003574194351649068,-0.001264897601586654
2017-09-22,-0.002853022966517984,-0.0003230383871865291,-6.880988888365589e-05
2017-09-29,-0.005614667451863322,-0.003525375094067615,-0.0011955193494099133
2017-10-06,0.0033611316940674314,0.0005053291475596903,2.4074220165347447e-05
2017-10-13,-0.004808931885281736,-0.003208451689989113,-0.001099871850586249
2017-10-20,0.0014541060334476751,0.000263473523050783,-0.0007678439505746775
2017-10-27,0.003365801841914837,0.0013956225612182318,0.0007188013183961743
2017-11-03,-0.0029091346050606017,-0.002943738154607707,-0.0010597962694450565
2017-11-10,0.009128362152502114,0.007460928348617193,0.006438245234856038
2017-11-17,0.0017552181654262341,-0.0010676489029478864,-0.0009780035003497962
2017-12-01,0.001632385888113765,0.0007015848843919442,-0.0011852325755690746
2017-12-08,-0.00030764573865636573,-0.0017458183831996089,-0.0013731416816044296
2017-12-15,0.0019366011700839797,0.002429222864669571,0.0014824654893921699
2017-12-22,-0.00114360602960965,-0.0003081248195277705,-0.00011148532292751899
2018-01-05,-0.005437623926781335,-0.0027518958598323003,-0.0010975569729024556
2018-01-12,0.00016430251432464167,-0.0004871583797974059,-0.0010657035346334882
2018-01-19,0.008170603839011244,0.005866345832853531,0.004791551486496141
2018-01-26,0.005078729856594734,0.0048886265983629495,0.0036742810228855287
2018-02-02,-0.0009535679382237914,-0.004048882366808001,-0.0015969171486288685
2018-02-09,-0.018889544736443435,-0.005964831521268165,-0.0023687311431642316
2018-02-16,0.011131162653365525,0.0061799694607788625,0.0001565943108082185
2018-02-23,-0.0003463155941255988,-0.0010657689933189724,-0.0015467824080392018
2018-03-02,0.004908445649082682,0.0019870550089574977,-0.0008708211402966884
2018-03-09,-0.003928782442863248,-0.004571969765774134,-0.0016497297861956905
2018-03-16,-0.011197659104209733,-0.0046833628294541,-0.0016628840104386808
2018-03-23,0.0067804420713870085,0.005776663316107768,0.004533492397401605
2018-03-30,-0.0022775115669286315,-0.0015913744923533343,-0.001223926023064632
2018-04-06,-0.0027987263562393927,-0.003834510122088206,-0.0014083009926924947
2018-04-20,-0.006088313131040964,-0.0021986467886308484,-0.0008169343001846853
2018-04-27,-0.007711950398803695,-0.0024801579534033213,-0.0009047447137666488
2018-05-04,-0.00042205450012008526,-0.002586249499666248,-0.0009378968592310023
2018-05-18,-0.007504672808058608,-0.004246060119151916,-0.0017227828448536152
2018-06-15,-0.01031280169265155,-0.004498998306519393,-0.0015946623667667337
2018-06-22,0.0026434896143354455,-0.002124737278043972,-0.0017056413911054143
2018-06-29,0.0038346141225184785,0.0010073841657050843,-0.000995856665603893
2018-07-06,-0.0011002788190118973,-0.0009580667595473405,-0.0010470206193140916
2018-07-13,0.002008571927510101,-0.0008792616324729184,-0.001076025799297761
2018-07-20,0.004289008971909013,0.0011354640290491514,7.504302234268439e-05
2018-07-27,-0.0005997405063339796,-0.001207698812641102,-0.0010001363991793645
2018-08-03,0.0009550300860908426,-0.0013640620062423483,-0.0009687209331533165
2018-08-10,-0.002870707650386093,-0.0025631045980351853,-0.0009318171079401591
2018-08-17,0.00176314360335676,-0.0017724606236007119,-0.0012569048096492822
2018-08-24,-0.014238806389596386,-0.0038001521331483116,-0.0013445451567805423
2018-08-31,-0.0059703001288111575,-0.004538238217732225,-0.0015918214728438916
2018-09-07,0.009459338261978239,0.0037202070909637414,-0.0013727619006140565
2018-09-28,0.0006240340959682749,0.00517377162285595,0.0035438942638243865
2018-10-05,-1.5153587871778989e-05,-0.00292943542160013,-0.0014197315111152146
2018-10-12,0.0008937340167315877,-0.002148526186155424,-0.0015837729074356915
2018-10-19,-0.003288677134475252,-0.00034126237528714424,-0.0009458664502177971
2018-10-26,0.0025565842809548473,0.0017257056103517708,0.0003592853144613486
2018-11-02,0.0033047124456677063,0.0013139782233085764,-1.032539701045017e-06
2018-11-09,0.0063158108195873345,0.0037308350395059155,0.0013626427912678627
2018-11-16,-0.0004735091260291991,-0.0017846740987307627,-0.0013751433428704101
2018-11-23,0.003338557907772233,0.0013117382088301964,0.0005923740951321328
2018-11-30,-0.0035552890291048068,-0.0032649668587309377,-0.0014248033590435873
2018-12-07,0.0008408203139299963,-0.0003535926727812154,-0.0006014908698760879
2018-12-14,0.0002270371225728202,-0.0015339757595631593,-0.0012119762807382187
2018-12-21,0.0008364500514008222,0.0004602777237438703,-0.00011598466125479982
2018-12-28,0.004333852504786726,0.0024344916240202734,0.0016763840241705726
2019-01-04,-0.0005915272571814833,-0.0020402824178363337,-0.0012383683601241713
2019-01-11,0.005136576436181399,0.001004739833248467,-0.0015635472443278494
2019-01-25,0.0009380038538974523,-0.002784050629449579,-0.0014051878945002556
2019-02-01,-0.0010728733169579332,-0.0009631262904965228,-0.0011613862277334876
2019-02-15,0.002375359959555575,0.0003565836332101316,-0.0007390417452233014
2019-02-22,-0.0010820221009501419,-0.0008029999095313907,-0.0010510953280539223
2019-03-01,-0.0001722691629391102,0.0003800056953910929,-0.0005267337187233949
2019-03-08,0.002554834864833624,0.0006447596517058218,-0.0007679093357832426
2019-03-15,0.0011289012252816268,-0.0022931840479304185,-0.001361047481678887
2019-03-22,-0.0005517634442648491,-0.0027093467940183936,-0.0011144068164861051
2019-03-29,-0.0006489917677385084,-0.0018143915115143873,-0.0006578585231979693
2019-04-05,0.0010156168266003288,-0.000644939466701572,-0.0009602807813354222
2019-04-12,-0.0005588676948866428,-0.0015764369105701664,-0.000897914492915452
2019-04-19,0.01920782647648871,0.016596900790533074,0.013362654040066384
2019-04-26,0.0063473431459179,0.002808174397803328,-0.0013281108151071638
2019-05-03,0.01425866595322671,0.010816354723929836,0.00670324746581807
2019-05-17,-0.0012960335496516836,-0.0008197135860802706,0.0002128855547498492
2019-05-24,0.0019397900694532357,-0.0003858245066976052,-0.00021038986948531985
2019-05-31,-0.0010747626880970311,0.0012890289791634068,0.000916524970015104
2019-06-07,0.0026834988045712476,0.0004259447043227822,-0.000295263513350504
2019-06-14,-0.001608918273100448,0.0037228868979556945,0.0032733015100879243
2019-06-21,0.0011078632280552658,-0.0010044900277847994,-0.0008607058757478725
2019-06-28,0.0064446542132593695,0.0036426107018820175,0.0018155327310936896
2019-07-05,0.004149841265351373,0.0016891311306483617,0.0005719210292138049
2019-07-12,0.0008243787964356412,0.0006523559987788963,0.0005733884116363466
2019-07-19,0.0034386503126810396,0.002368622180595257,0.002005086034658381
2019-07-26,0.003978756573422538,0.004984194914514786,0.0033775005052599227
2019-08-02,0.0010334716753656983,0.0002446596801636419,-0.0007042419981026425
2019-08-09,-0.0014123518436568925,-0.0013721823232781542,-0.0008885888926005059
2019-08-16,0.002618923711671876,-0.0002312707441027139,-0.00015860820233993612
2019-08-23,0.001855494849757359,-0.0006098987146869525,-0.0009215186536582719
2019-08-30,-0.0070844133117435835,-0.0028972114240525264,-0.0010936022570330818
2019-09-06,-0.000651664572255283,0.00031593390942982627,-0.00025828383739227487
2019-09-13,-0.000588021716232897,-0.002857768815210734,-0.001075200081556683
2019-09-20,-0.005294622686047883,-0.002462766299049981,-0.0009194634654693997
2019-09-27,0.0025731878912645862,0.00028531279175579425,-0.00013516410712604296
2019-10-04,-0.003842920582137882,-0.002675456335665887,-0.0011321591751210782
2019-10-11,0.002204874544494367,-0.0011819690743888086,-0.0008466794104843871
2019-10-18,0.00018574280841482686,-0.000637523892124034,-0.0006341898817249935
2019-10-25,0.0025018647850004413,0.002543504219435691,0.0027685042842894914
2019-11-01,-0.004335171656035136,-0.0027701740584927907,-0.0010345121956239801
2019-12-13,-0.008337817647384206,-0.0034766599262017386,-0.0012971302822926889
2019-12-20,-0.0006214022416476055,-0.0023018601585186507,-0.0009530605775113683
2020-01-10,-0.0004706441646588182,-0.001921308055937697,-0.0007166112931040479
2020-01-17,0.0037720388304844283,0.002154858982811813,0.0004158700157055595
2020-01-24,0.009661326930406689,0.008508165693157177,0.00751683761661415
2020-01-31,3.713893561763139e-05,-0.0015385662108491065,-0.0013703873032157254
2020-02-07,-0.0029743301907105453,-0.003007847866379784,-0.0012765351459598192
2020-02-14,0.009715115114522326,0.008187490858156767,0.006203337602837711
2020-02-21,-0.013113124294005803,-0.0035410718721545905,-0.0013054405062536412
2020-02-28,-0.005067255129520028,0.0006627869425977537,0.0010792715522217823
2020-03-06,0.014951855395649161,0.010626183222641352,0.009977520506430665
2020-03-13,0.003647610109446869,0.006447332422522713,0.006095123199801485
2020-03-27,-0.0036976510963804463,-0.00426216343851892,-0.0023244783214036156
2020-04-03,0.012191841127922851,0.007419214266189432,0.0038638837419203128
2020-04-10,0.0031530377394055355,-0.0019267603962124125,-0.0022881989041236258
2020-04-17,0.00263676044390442,-0.0028976948364912414,-0.001975336131112806
2020-04-24,0.005646030049240155,0.0023305871313258177,0.0001926086980373159
2020-05-01,0.007450068881474878,0.0024002031843085884,-0.0002747306048940395
2020-05-08,0.001399722039562708,-0.0013897075478904988,-0.0004156250303571623
2020-05-15,-0.00025989082427776907,-0.00424637168936987,-0.0016333353000423702
2020-05-22,0.004399552881900612,0.0024033720613680773,-0.000132240829981819
2020-05-29,0.008989876440600088,0.010479574385285743,0.009564129494997835
2020-06-05,-0.005094495587204749,-0.004219473891069198,-0.001536379153105389
2020-06-12,0.0003824494077986629,-0.003023149480978377,-0.0016724245006271357
2020-06-19,0.0005779660838978689,-0.0009714389806857847,-0.0005001605059057524
2020-06-26,0.0031563777567824238,0.0014525060578875423,0.00188400972889658
2020-07-03,-0.003127255605435896,-0.002733720050856106,-0.0010647239912910493
2020-07-10,0.0027214208882486647,-0.0006322343693050412,-0.0012648004624265792
2020-07-17,0.0008907216880024359,-0.0014827846223140228,-0.0010354488228557922
2020-07-24,-0.002366842518632096,-0.00045882660370866966,8.067886092554307e-05
2020-07-31,-0.00030023169272324355,-0.002283835839108717,-0.0011045386075056612
2020-08-07,0.0024438954803550983,0.00014780446819656775,0.0001552678756632485
2020-08-14,0.0013410283994912968,-0.0011716178732717687,-0.0009663125228914196
2020-08-21,0.008089692859409064,0.008981574010128246,0.008964099540653936
2020-08-28,0.003085954508959364,0.0011644852289158106,0.0003206534998372139
2020-09-04,-0.0021967397704677986,-0.0026710161830580327,-0.0011344252414025083
2020-09-11,-0.004599795078806551,-0.0010571304698253593,-0.0004495255776535653
2020-09-18,0.005005096017036876,0.0024556489190271725,0.0016490526851121118
2020-09-25,-0.0032600153839231114,-0.0013290325091610104,-0.0012222543173339778
2020-10-02,-0.0073879351342531294,-0.0012936141643284358,-0.0012953101687901312
2020-10-23,-0.0008154452565241246,-0.0004994260390656751,-0.0010934405824438666
2020-10-30,0.005000733230613612,0.0032683405245281655,0.0031947310580321
2020-11-06,-0.003285801401025905,-0.0026557329980251335,-0.0013814196620210667
2020-11-13,0.003041370145889021,-0.00039019393149407225,-0.0008857060422939317
2020-11-20,0.000971365059273376,-0.0009602189242788751,-0.0010732409613539956
2020-11-27,-0.0006586444004812587,0.0008500656691119441,0.00029435882947739236
2020-12-04,0.0012201068585987627,-0.0016009217784582921,-0.0013077661316774312
2020-12-11,0.0032000869013665933,2.5671554731737656e-05,-0.0012017977965878804
2020-12-18,0.0012631536084704027,-0.0012804846511007563,-0.001035249336657082
2020-12-25,0.001423606731203395,-0.0005629444216179092,-0.0007121758481966075
2021-01-01,0.002035784060179704,0.0007073868766144988,-0.00026027994832655404
2021-01-08,-0.0019141514434460358,-0.0025712185344668095,-0.0009243290997779563
2021-01-15,0.0011459758695269472,-0.0010754926680240323,-0.0009976044456404458
2021-01-22,0.003167268340072291,0.0007466442083214849,-0.0002221447935096489
2021-01-29,0.0012506618447957018,-0.0011807400072668445,-0.0009629565260274482
2021-02-05,-0.0006936015511776753,7.477719172567976e-05,-0.00033547171997549134
2021-02-12,-0.0015302011501328561,-0.001519301089649879,-0.0008690483572363109
2021-02-19,-0.00034966814136946824,0.0029826431911760334,0.002966838546639575
2021-02-26,0.0014044735767983637,-2.700406533498608e-06,-0.0003603015071260562
2021-03-26,-0.0027405703858037226,-0.001804011498515335,-0.000992547008579274
2021-04-02,-0.002822437013397981,-0.000756768537618478,-0.0009692341164397157
2021-04-09,-0.0006132935391938652,-0.0009531313410638022,-0.0008427758159946459
2021-04-16,0.0033035494424283546,0.0015271043260338412,1.014009933888809e-06
2021-04-23,0.0026350204217447143,-0.00027214806261774004,-0.0008668783350538316
2021-04-30,0.0026801883181563763,0.0007545468959385239,0.0008814163382558657
2021-05-14,2.6694289331955054e-05,-0.001557982912694772,-0.0008217185167695304
2021-05-21,0.002407464785705337,0.003357226395244344,0.0029579024103378896
2021-05-28,-0.002037071813100691,-0.0020337368245121057,-0.0008249476443192734
2021-06-04,-0.0010161539685733963,-0.0015537476893518348,-0.0009182703360655972
2021-06-11,0.0002472080132855106,0.004924640708802881,0.0041541414994179975
2021-06-18,0.0004663795404555914,-0.0005907811023607897,-0.0003834137177536197
2021-06-25,0.0016637994073603801,0.0006833465059236823,-0.000437222422240711
2021-07-02,0.00125346145871481,-0.0006635940208510184,-0.0007195943446001782
2021-07-16,0.001587333285510117,-0.00015928829730419976,-0.0006255002110630145
2021-07-23,-0.0001972458285567417,-0.0018538214528164433,-0.0011413801098403373
2021-07-30,0.0030673566502138253,0.0008407854660246214,0.000703429140975204
2021-08-06,-0.0026013791114709267,-0.0018493131480293516,-0.000940208260476382
2021-08-13,-0.001066681773028299,-0.0015121446967385117,-0.0010314802052160193
2021-08-20,-0.0023180181117272284,0.0023323191540180928,0.0017622715772989315
2021-08-27,-0.0034403647736612284,-0.0034771252789456844,-0.0013136300321594028
2021-09-03,0.0014976732463883858,0.0004192798669229167,0.00018719596099984464
2021-09-10,0.005241401970942531,0.003480237172579322,0.0019895150027829604
2021-09-17,0.0013533377205129388,-0.001017405207228635,-0.0010106238879861358
2021-09-24,0.00422594515736666,0.0015690264997015762,-0.0005941058856137061
2021-10-01,0.0022446227788107745,1.1873080965053157e-05,-0.0007916877426605115
2021-10-08,0.0008321453831820844,0.0015085839760426178,0.0010924164073791683
2021-10-15,-0.0004991625299157023,-0.0006624862971623426,0.00021603715282520107
2021-10-22,-0.0011105675537461778,-0.0026736688737509363,-0.0009858083033933162
2021-10-29,-0.0050936032487410195,-0.002291159728720661,-0.0009749646335894589
2021-11-05,0.003396297279531904,0.001936886848239527,0.0011380568783589489
2021-11-12,-0.0019348581905191807,-0.002681957793996819,-0.0010294337333496245
2021-11-19,0.0044414096129755465,0.003692628299104533,0.002805867137768743
2021-11-26,-0.0007143615090499899,-0.001402954224522127,-0.0011373599130911284
2021-12-03,-0.0019097806052652477,-0.0022626687987600293,-0.0011103838316391887
2021-12-10,0.002894318275088243,0.0005228913045169021,-0.0010572504216616915
2021-12-17,-0.0029566449392064414,-0.0012539242399037098,-0.0005007960016454524
2021-12-24,-0.006462243172772208,-0.0008188510328187028,-0.0007611675545550278
2021-12-31,-0.0018123616594187988,-0.002015326717305284,-0.0007676768408088001
