date,CNH,IDR,INR,KRW,PHP,SGD,THB,TWD,BRL,MXN,CLP,PLN,HUF
2014-11-14,0.005077331131637709,0.007241713614180866,-0.0031792544599908833,-0.024900830605759774,0.006532845198159499,-0.008150686443937639,-0.0005912601964156105,-0.002450843465847937,-0.020342496591335146,0.00986513451091099,0.005883461104624203,0.011296677386455168,0.014643382004708338
2014-11-21,0.000871382590323674,0.010546016114651197,-0.003135210490005847,-0.03611136905435642,0.007276758715721459,-0.006086219332013591,0.003910412821045782,-0.007374473749195459,-0.0048463164071959886,0.0037575967029799128,0.004460425681023294,0.01849525662069959,0.02870199136244163
2014-11-28,-0.002130771059418823,-0.007823877698247007,-0.01765138387341543,-0.02837142018596226,0.003719054158150153,-0.008790251901314574,-0.0018370683769217697,-0.01354733154992675,-0.03964909744106963,-0.023118504548088472,-0.03352109972266698,0.028603459564263606,0.022195825534158987
2014-12-05,-0.0007915872613246629,-0.016592461135518932,-0.012923108996249636,-0.019025310949868528,0.010749757278290556,-0.015424344776102319,0.0011581806737691156,-0.01342822852191334,-0.023552176236694557,-0.04755442514908416,-0.027016234486268876,0.03149468297716036,0.01640068115460585
2014-12-12,-0.008903704300710368,-0.02821905055486652,-0.015504143017148727,0.006660251473893092,0.012720256431371757,-0.007176446469845539,0.0020000117854348663,-0.013920390643424152,-0.015530599583808875,-0.0818738043196979,-0.030289245084491177,0.0257606743856886,0.0004847303725399295
2014-12-19,-0.013531418070059677,-0.029717713600248292,-0.03133708979503806,0.020637232603098854,0.006274100181297721,-0.010563814885111211,-0.001762352407709257,-0.012359373575122245,-0.02671718977356629,-0.06431300946737879,-0.02404774899030604,-0.010620417609727345,-0.029682235123865346
2014-12-26,-0.008810550652886176,-0.01091779538758177,-0.018643865530242342,0.024362978235556366,0.010319224714054163,-0.004701705195423511,0.0036981783894885593,-0.012045390928806006,-0.019150741590319945,-0.050784305720603315,0.003677298624842621,-0.05617397676418918,-0.029619484143850697
2015-01-02,-0.011516442264266166,-0.008063264043288899,-0.018593892936728914,0.021319034261281053,-7.579431016639746e-05,0.001656001574879089,0.006256175337906709,-0.009096031518364932,-0.006250984324443152,-0.03228265170243269,0.0006638275743298706,-0.0385288958459071,-0.022139726079398514
2015-01-09,-0.001018410854564361,-0.001397076181540939,0.011091154364831466,0.03353289959019137,0.0013236230223529245,-0.0020379597315599504,0.011977759759163303,-0.006821136515569716,0.023726742785810828,0.02110706254262102,0.018690122080665564,-0.032812754216032594,-0.018759250477148146
2015-01-16,-0.0010715174186807473,-0.013076953249930143,0.028102099759358914,0.030115347144422235,0.008631260161951324,0.004954299175344838,0.018821641584056345,0.00974265165912319,0.021071209602834998,0.004280023948731952,-0.008258138295625155,-0.039261287382971834,-0.029585863876984888
2015-01-23,-0.005121362570720902,-0.002294678070560739,0.03281595654348267,0.03507782203008084,0.025819538069437514,-0.001053436328713661,0.025068655633952837,0.02380800124315071,0.07205610744626553,0.007963745214521045,-0.0007738867221496019,0.02163636421876951,0.005871279299281627
2015-01-30,-0.00791930263367005,-0.028551742876743134,0.016093703515777616,0.010017726875214138,0.020222065769564902,-0.00882657547169441,0.015908680542411378,0.006986462580482796,0.03180899559035361,-0.0072628085709288345,-0.003908140922243397,0.008354204309162372,0.00847068678773963
2015-02-06,-0.006768116440674631,-0.020887371282079455,-0.004076301519416755,0.0028419812713815183,0.014807116130029146,-0.010007306569990614,0.013907227125590893,0.015176595141472533,-0.025319006185862435,-0.023708947409930174,0.006844030182557515,0.01490580792227543,0.028454726510703895
2015-02-13,-0.002623887661277583,-0.018488549188143653,-0.012543699007230569,-0.015964187738724038,0.008964187185501751,-0.02474411516063811,0.0015716199694798079,0.005454252388841347,-0.0386667422771704,-0.016552667904723713,0.03266389182290758,0.0465606514633515,0.06191487903134142
2015-02-20,-0.005255894939655816,-0.03808999422176955,-0.013475282777378765,-0.03600449189441809,-0.00894646203064657,-0.022146605598779345,-0.002771000823782415,-0.020485447166167944,-0.08276278895119628,-0.024553719734688343,0.026964236684544837,0.02183668485815489,0.026794896267454377
2015-02-27,-0.004298449565584937,-0.015951199611138958,0.0007639473010820036,-0.000375919401497931,0.0009646630666095991,-0.008527225625901717,0.01161822641814873,0.0031692278075890513,-0.047141753823180574,0.004079879695024537,0.03285066561696388,0.013965228980980838,0.026648247332358124
2015-03-06,-0.006726642743767249,-0.019995719193637167,-0.01997951629893458,-0.017439899608221798,0.0015864409334164385,-0.011865873971851622,0.00640405833366369,-0.004042942961192518,-0.05581164396069046,-0.03174498092615168,0.008373630864178035,-0.004818358943626674,-0.0063242411899415395
2015-03-13,-0.005378748258746878,-0.02643598977897585,-0.02503783046741903,-0.019380212457401604,-0.003412002689321094,-0.0013182101958257707,0.0011311679014120168,-0.015792381296522277,-0.09208617667377769,-0.036963633749534486,-0.022927879628998473,-0.01594690185029659,0.0012208337936824645
2015-03-20,0.011023171199481506,-0.014325029169134463,-0.01312379395424647,0.00046597981007536447,-0.016834566430719268,-0.003302403132008646,-0.0002596643969360068,0.006183824690198086,-0.0821605091431459,0.000889147930577934,-0.026293496554508983,-0.008142380996186674,0.00164358958128895
2015-03-27,0.011932154898566442,0.0034502246948094053,-0.02546825744401454,-0.006106591786758871,-0.018651523635335853,0.0015775189661460564,-0.009962551889156119,0.0007069836042635828,-0.08673205901224039,-0.014243953203708724,-0.006637349736186727,0.0029196167340312072,0.01795040381337475
2015-04-03,0.011269833593917948,0.02055495639825815,0.003522174037154392,0.006889764813427551,-0.003069300007580527,0.011478959436096624,-0.011330565856721394,0.009124655735398321,0.021363350661783208,0.04191436813243213,0.01030007821456686,0.02353098152868162,0.038268345717093546
2015-04-10,0.008188622673394881,0.03622481728779636,0.006365329199726877,0.024935047964590694,-0.00516555659533615,0.009651595434942716,0.0007057902755495254,0.007891877559169126,0.06964429971350558,0.022713736887095815,0.03575544145165554,0.04394143609446996,0.032815613612162425
2015-04-17,-0.004766934161406213,0.03720537236038815,-0.014513641324608997,0.013299478456267768,0.01562929637671038,0.02034554525656205,-0.00207674370095749,-0.0026319367206185705,0.06535825203639258,-0.02441492629616321,0.03588710774574707,0.030046902307754832,0.015123057340908169
2015-04-24,-0.00447238726604067,0.02488050255867062,-0.023460352754405153,0.010175187867484534,0.013949455937475442,0.02029276676796871,-0.009413862621762425,0.0038187349991290562,0.10836796891347335,-0.019717029941618943,0.01898457420933275,0.016427592519173893,-0.010978241455798853
2015-05-01,-0.011970292815065781,-0.0023612510824504683,-0.03560623382902004,-0.014496340717173262,-0.008165327323976816,0.01041857392212761,-0.028231455600861963,-0.007745964473677278,-0.00437738240487693,-0.059150702519264464,0.0052905488450314675,0.007831327548138017,-0.00956360384941667
2015-05-08,-0.009102454585846456,-0.0128028123507014,-0.03216439018242718,-0.03172705876518986,-0.0020317428868301757,0.006737080625778572,-0.04642817994282011,0.0016322270298842726,0.007724405649857342,-0.012593374297741319,0.00814990341820739,0.002396069257274501,-0.011467914608779148
2015-05-15,-0.007606836820082826,-0.02313267781442055,-0.017356971963603737,-0.03376436472681557,-0.0022570898558963628,0.0014737435881669808,-0.045724638962226,0.01081008955491573,0.002417202546030523,0.00780027195468049,0.013532319965969736,0.008868006241451735,-0.007663749196396976
2015-05-22,-0.0019513629566715032,-0.010298608665784834,0.0027332290025959623,-0.025143779703642455,-0.008319652828352533,-0.0068382179313903,-0.0297831981939174,0.009660757242021062,-0.04988387897785809,0.010934616737943855,0.009014736587906363,-0.011020926911591782,-0.01105818523492504
2015-05-29,0.005145839388657631,-0.0009782947424997407,0.0038743968422839782,-0.02126337094048112,0.004190859113427008,-0.007044246175446894,-0.013902766244870374,0.005238890438583443,-0.029723763948086818,0.02118468220848443,0.0011153809234692481,-0.013856754116872197,-0.020961178759117932
2015-06-05,0.0015093050997845572,-0.012737740173356923,0.0006209508594939945,-0.01689281679194101,-0.011529552351728348,-0.013397241185460715,-0.0019658963145885965,-0.0040827499668636465,-0.0492109543783789,-0.026509452280172496,-0.040630629642513,-0.018982379084742856,-0.03342750414775919
2015-06-12,-0.0010524726080595778,0.0003124141607506164,-0.006891448217907295,-0.009385055595318595,-0.01915845948659866,-0.012266894542461089,0.007512273731070442,-0.010404789271078359,-0.032565997005177615,-0.013681574751568889,-0.04339682938147204,-0.019696974668911984,-0.01950403018804269
2015-06-19,-0.00409321523646377,-0.010617359801341897,0.00036897383012995076,-0.014893814382597018,-0.009482582700536181,-0.008034982100172467,-0.0020558711731429964,-0.015164569307955138,-0.008744867444797876,-0.004928575222089331,-0.044312280674110756,-0.0096849846839318,-0.017319423582894823
2015-06-26,-0.005012408818989265,-0.00708774036548832,0.005931456607452089,-0.013317244327247247,-0.01220020811513126,-0.008061719341845006,0.0007667626776552312,-0.009522467989209818,0.01805016225146069,-0.008494086182587138,-0.027185714307785935,-0.01232114547016229,-0.018635997150751378
2015-07-03,-0.0014475778386184557,0.007448995052077085,0.01588190819393797,-0.0059947990859768215,0.00559579338051954,0.004787295777703361,0.0026164389547594234,0.0026361843804359776,0.019756663579902363,0.010487513575515067,0.003101291487632965,-0.008507711025117302,-0.006388111838730899
2015-07-10,-0.0010344122946805458,0.005317178633080674,0.021653046160251706,-0.009195482004283021,0.0075396228652444665,0.0016726193873080543,-0.005209217638983745,0.0010019746455721267,-0.004277357750098968,-0.0022303336339925513,-0.016781662047855615,0.0012225361414762211,0.012160384112919193
2015-07-17,0.0017419146312123944,0.006300819730743364,0.014623283538513063,-0.021371506254167685,0.0015090471080916013,-0.0018023420094081138,-0.005258772827212306,-0.00039289102879205146,0.004223259534848419,-0.005310560220606502,0.0014741236347610327,0.017737167810462674,0.018658319227795123
2015-07-24,-0.0012141385977010384,-0.0022265366628940603,0.002405392759346191,-0.029359125644408842,-0.003395735316978896,-0.001727411355808213,-0.0239149806904252,-0.007056585448533715,0.0014237979746619753,-0.020093293872817088,-0.026297044316220982,0.016258369085443924,0.018132035036489875
2015-07-31,0.00019325465764838726,-0.0023460295240319263,0.003889110443341613,-0.019557909757524673,-0.005781870645056522,-0.00032901605972545864,-0.02126280443619023,-0.008879644111684834,-0.05222287927065305,0.00045597342172933736,-0.03906021430140702,0.02014142064498357,0.04228449331076159
2015-08-07,0.0029139391656581907,-0.006355307126164117,0.0016817065101114225,-0.017459502903603197,-0.008403521809648581,-0.009382214972892914,-0.02438060514968958,-0.007553096990945281,-0.01849361497025584,-0.007160241264303728,-0.030872811200110546,-0.00670538242566864,0.0051014870701777855
2015-08-14,-0.03765958788738696,-0.02249503346610352,-0.02060576955071055,-0.0167853286998985,-0.012724949005936431,-0.026223646367336442,-0.02353374789388305,-0.021761105760271827,-0.04365829351768788,-0.02368660268184495,-0.053972897688023505,-0.008574976215730277,0.007680022339455372
2015-08-21,-0.03363057449595689,-0.02796167638275525,-0.02744433251647225,-0.019717890684312945,-0.018678206216218192,-0.02453373181721638,-0.01679919807489012,-0.027713354310904454,-0.048467578332360206,-0.03655078159707358,-0.0438282041082679,-0.011181664012502672,0.001481371214806541
2015-08-28,-0.036939100422301266,-0.020839931678939758,-0.033958139475325264,-0.010881411735155753,-0.019100198402664068,-0.028428889070208897,-0.025809236497126808,-0.017333344126391273,-0.010065591004641588,-0.03848562762878488,-0.022342250837482577,-0.01608130308093394,-0.024265715390495022
2015-09-04,-0.03655115708998957,-0.028026095274529636,-0.04218338719839644,-0.023812098205203504,-0.021796807913180106,-0.031239711343678974,-0.03077105545033163,-0.026258503067418906,-0.05508403592334726,-0.03355031244776996,-0.018287677978585465,-0.00844508370461808,-0.016194924142001778
2015-09-11,0.010159556653142367,-0.019057849972657873,-0.016451817290992293,-0.0032694131834216725,-0.009264801092842598,-0.009950572484675964,-0.034425873713801874,-0.007720287409659092,-0.08751637787145367,-0.017319630966853985,0.000818324610132485,-0.004721772411998107,-0.025631945105613202
2015-09-18,0.01321432459254134,0.0019608040671891674,0.013158022336699394,0.03420569421000527,0.011351417674533907,0.007435403842098086,-0.0011817324868974508,0.014016444563636184,-0.07499057800281242,0.041686841941772135,0.026783207605226098,0.005898536357518646,0.0005763356851966779
2015-09-25,0.01400415340442908,-0.018222291034792303,0.008696564471001374,-0.0011724878243359708,0.0036221829655263913,-0.0067017961667164,-0.010709818538610312,-0.01715716005014099,-0.06194644686855981,0.007255105423857915,-0.0035490110922124438,-0.0016136669438641497,-0.020579591922539
2015-10-02,0.01860668951245158,-0.0072372814636960155,0.026196686941377542,0.017380934626503464,0.007727221819049388,-0.0008309962798364826,-0.013214284354517618,-0.0017925847545533788,-0.038772896281240414,0.015391955401645015,0.003499052817876157,0.005282765372716367,0.007610433169276164
2015-10-09,0.0121144201459307,0.08237414201974852,0.027094384014171358,0.031792362372636065,0.024616281777758195,0.012260933079857402,0.019904921437724828,0.005651244416520593,0.058502031887283985,0.038578696177883134,0.02032086871566448,-0.0008491951413505871,0.010725989406843333
2015-10-16,0.004344929139795326,0.06942640205447728,0.015831677109374727,0.02697590960923431,0.006872285009225765,0.005489211873742217,0.009472101880361967,0.004937787069290215,0.03663499080537109,0.01632084162862353,0.009812095553539506,-0.009935538169665258,0.00447446483558361
2015-10-23,0.0018272750720809325,0.08725156709677723,0.020351723411492623,0.04928360564773341,0.0035042243932902877,0.021291098988858864,0.02234600101893342,0.019587482268507466,0.03709340351185907,0.03974449779465678,0.01856135396479232,-0.009330887157987106,0.01650051343006067
2015-10-30,0.007667367588277902,0.07212506681792263,0.0003590154412725817,0.036016435867168066,6.241840988056076e-05,0.02356487553568736,0.0304105551718891,0.013587887578469513,0.055529217917060766,0.032543069894297144,0.009969784108905167,-0.008859676919670777,0.002752715444644855
2015-11-06,-0.003310918677312754,-0.016927138171478527,-0.01299693496832096,0.010127182839358331,-0.030461368395880324,0.0037785294276100542,0.0025954131186199008,-0.0006725008576449465,0.004373198990423776,0.0011330047981623972,-0.01439931751229757,-0.005350888866688497,-0.007720418233136829
2015-11-13,-0.002763103287534161,-0.010429711885816286,-0.013547096016871409,-0.0180093273746012,-0.024046983120197863,-0.008636488082884995,-0.006887155321378732,-0.007454451769896283,0.03062824844069247,0.013727658300632902,-0.017842468174525016,-0.009670616824917487,-0.009758459127477555
2015-11-20,-0.00025044549285748905,-0.0061877542009636695,-0.009972842304638664,-0.005435930815745824,-0.007824079650118894,-0.004857794487855195,0.00567852206810132,0.01079018996329268,0.04851724645507988,0.025814044503099414,-0.004899633538607955,-0.0031882744495617546,0.002376987839591985
