date,CNH,IDR,INR,KRW,PHP,SGD,THB,TWD,BRL,MXN,CLP,PLN,HUF
2017-02-17,0.0020458582422919203,0.006176934114174938,0.01571682216439891,0.018905155340112483,0.0010906306634832958,0.00524691119389935,0.010840485625017287,0.017951855696464382,0.010910094370924746,0.11142713263697868,0.02617284407974799,0.0047862841179237055,0.0022975504267126992
2017-02-24,0.004164624851769083,0.004763697092484523,0.022321727266926765,0.041391028093088394,0.00012869391925315605,0.018319001342319993,0.011839087692283756,0.024243451662346767,-0.002702513634765212,0.0998023253572436,0.013948495779696255,0.00038987575079378785,0.006255234179072725
2017-03-03,-0.007974245911507801,-0.0028981459836526515,0.012304419029134433,-0.0065177584629427035,-0.0032904457664218348,0.002028335885120282,0.002932106900107232,-0.008535913669647954,-0.0358175336971701,0.05915029317334004,-0.025912995165173217,-0.006522244437760956,-0.0005351792496041982
2017-03-10,0.0005562990730601051,-0.005893200378456167,0.006850317758415274,0.0010919791846618365,0.00357144069986321,0.004575308080321693,-0.006501890977279651,-0.0030962623132097,-0.03949585068786414,0.05481207666620484,-0.03538305760248036,-0.0072986218385820405,-0.008180231383980403
2017-03-17,-0.004270563439378159,-0.0022675829296653276,0.023699588445163105,0.012986717777704352,0.00390423981834248,0.005320351378683176,-3.4654468456418036e-05,0.003614904834451019,-0.04132128885012557,0.09201386356072902,-0.03872011321377926,0.005804157104060263,0.0009941400759791805
2017-03-24,-0.0036507480104227994,-0.0024951931395627352,0.017511342821823525,-0.001281307608595815,0.00622613876218348,-0.006973224031207231,0.0023268196860593126,-0.0019822630173477428,-0.0422678527382139,0.06759229201645534,-0.03988096919196408,0.008361841428734371,-0.003151046152802468
2017-03-31,0.002499540046012509,0.0022585291554126923,0.02571286389769784,0.021969339901256348,0.010962079190442469,0.006762176167153445,0.016212127155924634,0.01333372289423701,-0.0348383394993702,0.06004643426061325,-0.021699439049652637,0.010416639432890583,-0.005295581627594539
2017-04-07,0.0019021264816017906,0.0037100232611910165,0.03069365590176069,0.006539654981211172,0.020539600058106854,0.008367563030632888,0.018406544566646456,0.005087183492643396,-0.0023468118708286495,0.07003068060295314,0.0008257017157115264,0.02077641597659595,-0.001603259125148684
2017-04-14,0.0026785545692179194,0.0031491975630340376,0.01031496999870506,-0.014769540736920684,0.02443475278243466,0.005698778181763972,0.012104080779046657,0.0004742594140411411,-0.013590004959983812,0.031118201831849573,0.017658139494096007,0.0023765764117056574,-0.026657128269304033
2017-04-21,-0.0010794812861480573,-0.00016001491252234153,0.007550711277706807,-0.019634850876778537,0.015743388266850334,0.004296395603897366,0.0019599217071478527,-0.004143383688670097,-0.01533760987937592,0.018652468209386007,0.014707012063811135,-0.008180167265006578,-0.02034675214029032
2017-04-28,-0.006299611956196617,-0.0028828807608491736,0.0007893532679747622,-0.03463944059395317,0.0033415676265973696,-0.007917591451501865,-0.016678100887201154,-0.005521834963089934,-0.017636400396857127,-0.01487076153231235,-0.016365206497293085,0.0038937394457597644,-0.009895125837805618
2017-05-05,-0.008637315852425729,-0.006766362035956758,-0.0070489655790296115,-0.023999503827390377,-0.004098177022117859,-0.01501993510811889,-0.014457783567944964,0.001460209722523485,-0.03055898986106819,-0.03425490487178807,-0.04530040330585848,0.004221196039919431,0.0017660249064002835
2017-05-12,-0.007441337847179172,-0.005059080084619348,-0.0013216089532194835,0.0015362865305138477,-0.001974845558623121,-0.011310027609291095,-0.016251195029291263,-0.0008083783756652207,-0.02040345513525678,-0.023645399704521404,-0.043584942711407226,0.009291232837222491,0.020708516882168092
2017-05-19,-0.006173010722527489,-0.004667498915635727,-0.011582200422842701,-0.012733603472064635,-0.0015567735680702072,-0.008108465268227262,-0.011027373010611125,-0.004435792600821526,-0.03592782778324945,-0.02324909528047806,-0.04429935271344071,0.017578575214829743,0.02408251482668143
2017-05-26,0.0066310790347845995,-0.0005487898073156985,-0.013244794259353272,-0.0014866829980487968,0.006572089478164214,0.0021596013286986054,0.008597836323702387,-0.006406082086556878,-0.018535891384794397,0.01349286927629633,-0.016340022425449463,0.007929925626853617,0.02008056356654657
2017-06-02,0.013670575065860618,0.0009027964655664935,-0.01155819188953187,-0.003652818833233553,0.00874796802617487,0.004895129227402174,0.008984533245092595,-0.00797395750884309,-0.015074162958065936,-0.005737935501275628,-0.004484540207496437,-0.0014910610449741304,0.01090528033727924
2017-06-09,0.014198566664632426,-0.0008728336050117082,-0.012947835669571783,-0.021754540140688713,6.921443960292064e-05,0.0022031372410203326,0.008299307635146275,-0.010306680957345311,-0.03396908599887142,-0.009918691513515685,0.0006409560298797808,-0.001267751682040838,0.004216086155191164
2017-06-16,0.012187413465126837,0.00152196343115816,-0.0023832816461665336,-0.018304644649301663,-0.0007997081475102927,0.00248598414969567,0.008804977718559003,-0.013249806426522601,-0.018860553635647953,0.009129436581479352,0.006299605264927129,-0.010030264239610467,0.002429455512220973
2017-06-23,0.00048546107845573406,-0.001272510148291337,-0.004658895410077614,-0.019906248408805678,-0.005229918149018706,-0.00425626890110283,0.00043260110280058696,-0.011932663747673267,-0.02702061682087495,-0.006582438921505493,0.010925051074488589,-0.017181793455857013,-0.007993079531865004
2017-06-30,0.0018784919285383395,-0.0062079614328236655,-0.01279214034758009,-0.03649842101742558,-0.01919455837034828,-0.0026569794777460574,-0.0017323879162850545,-0.02008110911107021,-0.0260075436305784,-0.0026225771069847414,0.0051171109135246095,-0.025768764685971078,-0.009169202750071017
2017-07-07,-0.001061292327191504,-0.009615710785396069,-0.008432648064675433,-0.03836052211305761,-0.019501263986142,-0.0034587530572142986,-0.006365236463491106,-0.02400896042144854,-0.001148806334205471,0.0030625494782708686,-0.01041154185716477,-0.023540409239647727,0.0004170936993890843
2017-07-14,0.005767702507553395,-0.0026751969751867355,-0.002815285247169002,-0.013110135879232578,-0.010843203908025657,-0.002288929263626096,-0.003612092113972543,-0.012536792372200133,0.02970066197544626,0.014190098758131833,-0.0013283422407694735,-0.014127003637878152,-0.000147595304881411
2017-07-21,0.005556388304713948,-0.0033011580895603884,-0.007194924992598093,-0.009969869937099867,-0.009814203370934341,-0.001565577241102286,0.0006783033116207057,-0.02102336337108582,0.03634448557591446,0.012451396052479408,0.002320748817965454,-0.021095879034584982,0.011127092534337739
2017-07-28,0.0013673526708699302,0.00041750108344790486,0.0008499055531834354,0.0021104056881674025,0.0009702611715390348,0.0016092883717659478,0.005137958870373667,-0.009318432966567083,0.009565556771624985,0.008021525032941741,0.015246486991039544,-0.009153669923091174,0.013832203783726307
2017-08-04,0.004533356386216538,0.004762191956408997,0.0031204419103651954,0.0028490736647968137,0.007911020780332172,0.000501881182133135,0.011686578202393867,-0.0031979593512041654,-0.0019850856947936685,-0.016600322500498796,0.02246293278935746,-0.0014983230944788017,0.00858488761897365
2017-08-11,0.009247017862356082,-0.005535327894342501,-0.008707522487264918,-0.03099922632242482,-0.008507123357924752,-0.0041956653749147844,0.00447863994552156,-0.014438127158840578,-0.023488669541950568,-0.045058314973914826,0.018214168884543084,-0.014323993729879685,0.006682838006979023
2017-08-18,0.012139167545508017,-0.0026601839678471527,-0.0021279520663528397,-0.025882353641196586,-0.007994035017351624,-0.00017518795928494254,0.001506852277448326,-0.0036082764364579354,-0.01809772408103905,-0.040482276527602286,0.013405893228424346,-0.0029412108583254594,0.00604124634307162
2017-08-25,0.013230086612797986,0.0005779318994779483,-0.0031996642760826776,-0.0055555915247395265,-0.0038483062849044413,0.0013648274242265591,-0.0018027998223086967,-0.0021617544396188154,0.007470025865336212,-0.009264521345656147,0.022448541355226406,-0.000973438140400735,-0.0019866771573094945
2017-09-01,0.023748102855559314,-0.0018420222896693172,-0.00761175853155761,-0.0004115292551070107,-0.008870883258199734,0.00028296910772948125,-0.002406520943425906,-0.005550014505199995,0.006143455592868764,0.018335677300017096,0.04104315246955854,-0.010585484005622595,-0.0057835073532103
2017-09-08,0.0180220844030182,0.011865843723328254,-0.0031596363829966712,-0.0036737058684538706,0.008361939828670378,0.005232107631023329,-0.0063395733456254625,-0.004052170772178952,0.013950951386628663,0.0075982558957755734,0.03180365434762723,-0.008653538689449073,-0.015767602005714455
2017-09-15,0.014156724025580486,0.005400284008256042,-0.008570108906248741,-0.005916914526541646,0.003633467096318706,0.0023286251165588355,-0.005414979197739495,-0.004879940450215324,0.0034337407995762483,0.005152653012441246,0.018723885128921813,-0.021090300978781628,-0.03147400504350806
2017-09-22,0.009864381568036788,0.0005504494850537183,-0.021166077948754126,-0.015509754781309084,0.009340350714081116,0.0025612005892048724,0.0008271133435927786,-0.010643917205616497,-0.005540078104095124,-0.015369999177046074,0.008006255774644554,-0.01476674121871885,-0.022246307308083472
2017-09-29,-0.00840149414118665,-0.006996205265198195,-0.027432418526838517,-0.01781294777332175,0.008204130027060486,0.0015052112617295116,-0.006345731146503538,-0.012189752064042627,-0.02569131752722876,-0.05351638901859304,-0.03957170211471755,-0.021933823538218426,-0.02347801770977788
2017-10-06,-0.006784422600227921,-0.021696364807305597,-0.023770177566581428,0.009366015249114382,-0.001497870869626025,-0.001989609555813878,-0.0015575507688523659,-0.005261376382656496,-0.026953931713783217,-0.06143299558265443,-0.02242330476523531,-0.012096561957608979,-0.014989553490984409
2017-10-13,0.004468898099942357,-0.009573364710416117,-0.008857185509771038,0.016444657619522757,0.0066732565305955074,0.005462270126555398,0.004075610529615364,0.0019511470603892443,-0.020125403853872334,-0.07168407954619159,-0.005180944597970409,0.008233367545730903,0.008463317310038982
2017-10-20,0.002145087703937585,-0.0105091980044017,-0.002120208210551606,0.011910691399864287,-0.011483185964849093,-0.0008294876920005947,-9.961869759928877e-05,0.001607664430797667,-0.03441012923962331,-0.07693063343903257,-0.01621954730841076,0.005779923184719682,0.010348214515314057
2017-10-27,0.009240971291763647,-0.002086568187257499,0.007772927675372569,0.027402834713996797,-0.009480235037784312,0.005943614851935373,0.005809071644541825,0.010956632543908126,-0.014673441160112918,-0.04352634798785741,0.00792979640512244,0.006519862726805889,0.0037712659613852624
2017-11-03,0.007589922902276443,0.007790788348701377,0.014302827828411722,0.03045208098346876,0.004967899797296544,0.009154808725770285,0.008709814320107688,0.00929150007445205,-0.01639502064198303,-0.023483987610681607,0.0016467889220620462,0.00875559985586582,0.01063554284429354
2017-11-10,-0.007070517959641529,-0.0006660204123380988,-0.007425005375125929,0.013685140164130605,0.005189696770369573,0.0015468105412412858,-0.00023041174374620918,0.0011850132305338053,0.0008099236481278888,-0.0004490871375366669,0.0007845626833245392,-0.005306241120296221,-0.007749833112727211
2017-11-17,-0.0020284450176331296,0.003111438984579628,0.0011812783770131985,0.03466587270830247,0.017369428543411065,0.003771991186528184,0.008171163307833637,0.007430175398784203,0.012467976175572597,0.008104418853381987,0.011513704996272143,-0.015165190631780373,-0.013062441515403271
2017-11-24,-0.0005262872941591409,0.0022110724208717616,0.002722907414135599,0.026569908665820197,0.020795556578758534,0.0020309863568872925,0.008369667137421738,0.0013764024619162358,0.021741166437774823,0.028918870095987342,-0.004650130817043421,0.00014967619627290207,-0.0030008600238496767
2017-12-01,-0.005131312344784513,-0.00523550515289758,-0.004201474565771532,0.017960237013276332,0.019378354525274998,-0.0004666403075761355,0.006592543986687537,0.0019891680421422436,0.015521123679685653,0.0107638557005958,-0.03450647832387362,-0.005066886642613563,-0.017401547985360553
2017-12-08,0.003045091003525559,0.0011590036849034135,0.008828904052269462,0.022402734470359443,0.016549970815156422,0.0023372893028192196,0.010079468911851764,0.005167381970871652,-0.005315571305973362,-0.006145513880611332,-0.046971108148468894,0.003530516362069811,-0.0070333498747718725
2017-12-15,0.0055487966395369615,-4.8655293155163e-05,0.010560533057448099,0.009529192890789908,0.012120218524269902,0.008403698931998022,0.008366870767139833,0.004875263591311114,0.0013400971551410894,-0.014781561162082334,-0.021810089769117816,0.006010593838514305,-0.005480949141764715
2017-12-22,0.00399347807389889,0.00295872430595464,0.005154980042162494,0.009946914044961605,0.016470587344451573,0.00483502852444762,-0.0021747192266523474,0.005689409113020476,-0.016169491329922743,-0.061655470841011764,0.017193380832557004,0.0031633831635517803,-0.0006442426180927278
2017-12-29,0.009905875621262182,0.002232831045919626,0.007930408023363365,0.008392347815741885,0.009390735210413548,0.0025931935534057645,-0.003505373436263648,0.011058186032484233,-0.01807361295144193,-0.04499600385154396,0.04751152123923954,0.006568429425549461,0.012298339198482952
2018-01-05,0.012657984028454555,0.008189882526929523,0.012257115842919714,0.013174373811844957,0.013495965017180547,0.005264160083614816,0.0051756051242118,0.013452211563424184,0.004915530806182747,-0.021586188642930125,0.07115525259320571,-0.0019097368993184517,0.012214453903136498
2018-01-12,0.007906502044906727,0.0133163179264053,0.0009968463512794899,0.0014671851374140838,-0.003195784178252316,-0.005747932522184958,0.007299735850208055,0.0025267033629241178,0.0006691848050065759,-0.0019817972643000007,0.04444675924055795,-0.00882122932073931,0.006604112946107819
2018-01-19,0.015397553841868111,0.011539083781129554,-0.0038212382182025418,-0.010275519147172304,-0.018155151120748177,-0.001389653142874365,0.018452044142439044,0.012309484475426244,0.00944741252699898,0.04328736987795134,0.012335475105476203,-0.015378823027010182,0.001025035701865914
2018-01-26,0.01831065911011972,0.009975164976917816,-0.003707403850574484,-0.01591967599979368,-0.024766898459526124,0.0020707349017221907,0.030022510523021996,0.014687967989440193,0.012182806964602132,0.04397645162295892,0.010967901564450103,-0.015787205145054807,-0.008479056220461332
2018-02-02,0.0180114211721354,-0.012681035998550373,-0.018298804304784234,-0.03500070370312498,-0.03813916954813986,-0.009623749381640465,0.017044999229151744,0.003187687365113992,-0.021977366458620296,0.0256313854529132,-0.008851756698523531,-0.017342169617914814,-0.008241067146277953
2018-02-09,0.02414610955625466,-0.02252206636310583,-0.012227852761975506,-0.018432187485604337,-0.021243552324862636,-0.001750142107097354,0.007198534147978201,0.013853037257458688,-0.015805147180446545,0.008600582960514398,-0.004598289838798215,-0.0037980816688907753,-0.004076036002604216
2018-02-16,0.014222888581203092,-0.01751089596978522,-0.00927889052449958,0.0022221090223704266,-0.02805994188795793,0.0012561945428272193,0.013003098383695108,0.010016157689703525,-0.014472380365551384,0.002324713437259365,0.013862165415278618,-0.0027266029815673125,-0.007976869245908076
2018-02-23,0.00466726458334631,-0.021514865874993024,-0.01988047977069956,-9.382432016077392e-05,-0.012051082306479397,-0.0044911124797880585,-0.0014690362800670346,-0.0006566964232937698,-0.011472271187763207,0.004391513415760673,0.017661437460637475,-0.011392690878250313,-0.008423543887004378
2018-03-02,-0.0012117759652676785,-0.0130772947397519,-0.016647541791322454,0.011647379107031227,-0.003447611079561051,0.0031543236384139637,-0.000473971759727722,0.0032594449470182895,-0.00036196902267972633,-0.00589146296744813,0.0070340626573161084,-0.011767491442807077,-0.013142947630849158
2018-03-09,-0.0034842905933447368,-0.0015144180864055468,-0.014270426628720467,0.016915360300212685,-0.008042232379510126,0.007123322385239448,0.002686669448634632,0.0026070745770889257,0.0007370032648143605,0.02184511134353659,-0.006747462878832377,-0.014378533427829647,-0.0029665643552208385
2018-03-16,-0.0030298752664793126,-0.005001875378694463,-0.011485259649345159,-0.0014434326567093602,0.006623479182212611,-0.00030568275646302443,0.0013131633970294605,0.0014932800473986966,-0.015281808820452204,-0.002529485098321063,-0.01958098808269321,-0.02230827410317974,0.0021307392225015645
2018-03-23,0.000701880636721623,0.0015350532503236548,-0.002358851106476701,-0.005857088123600073,-0.011472581946235556,0.0023302643516994424,-0.00027524254405126257,0.0013572380941154604,-0.027260615541315227,-0.002667884362426462,-0.027038663157452087,-0.019191560422684793,0.0016581367879250145
2018-03-30,0.010743949043465168,0.01289022267209029,0.0021821617071429303,0.020978052780538478,-0.0032652146541644004,0.008618801483850712,0.0035668320708867355,0.005991253852774451,-0.014938426834979862,0.03916157003938338,-0.007380245869611788,-0.0033184302390195097,0.008502769752087533
2018-04-06,0.000860405916236583,0.004293841027794532,0.002985483582226825,-0.00345944007853693,0.0009294818720706781,-0.0011553501392382063,0.0011153416553855407,-0.002094500489987083,-0.029619620328235764,0.018631889437615703,-0.003448036284936412,-0.007449286683546274,-0.002548926342597681
2018-04-13,0.0064450016921304,0.004447486825274958,-0.0029163898485034313,-0.0039009999150073655,0.001245323592623116,0.0018165292463624546,-0.00549038987722481,-0.010436304910288238,-0.03353630304119623,0.03642135665413922,0.015299109517498565,0.013175896071411498,-0.0006133789401360388
2018-04-20,0.005681938744806814,-0.005008570541468263,-0.01760449453449139,0.005859363984415406,0.005872968935642121,0.0022294664695985816,-0.006718990765577974,-0.011730817746284936,-0.018712756843898108,0.008292204671061454,0.009407298947489448,0.017083714565050756,0.009295784628470008
2018-04-27,-0.005368482769980163,0.00413943009497026,-0.0196663365136587,-0.009319312257987983,0.009538137785284374,-0.0038639148007584157,-0.009352434474498572,-0.014312800419535636,-0.034231306106814754,-0.02032504318671721,-0.007292797852823242,-0.0006123457556160301,-0.001683414702208695
2018-05-04,-0.0020527195491097366,0.0016616070352954296,-0.024096105796360005,-0.010083048329970541,-0.0003761538573680452,-0.0029004675551991205,-0.01206231093257347,-0.01118783496323391,-0.02733215074313078,-0.03814044969981073,-0.01935776086030439,-0.006083418267449607,-0.005686694843277967
2018-05-11,-0.0034445503840958448,0.0029247828015162426,-0.024975091990145692,-0.0031389371533787243,-0.01672069071374276,-0.006473334544812094,-0.01908603419485455,-0.010371469146557602,-0.008394164779398342,-0.061428295698599214,-0.03632686976654743,-0.017037610422806843,-0.012468216670245717
2018-05-18,-0.004163841301553112,0.0054983404647220915,-0.01618734611328952,-0.010053872634416339,-0.010582888828147428,-0.0036953242232912664,-0.014758835440926824,-0.008051265833924874,-0.008911180052369324,-0.05513713654546278,-0.048496540815967604,-0.021168676568065273,-0.018928247015293578
2018-05-25,-0.0041534269124550525,-0.00023699017574424497,-0.008500734800039284,-0.010414782832504868,-0.021400502304640998,0.0012094541171843763,0.0010424726680181642,-0.0051103876261362376,0.040015042058786796,-0.03062822634243546,-0.02060116439941792,-0.012668549124523077,-0.02067130287585517
2018-06-01,-0.007398999762706122,0.02155165985412395,0.004738144646073814,0.002007324037670593,-0.013074481111263274,0.006057449361145699,0.0020265632981969406,0.0007668816230124113,0.028987808650611714,-0.024264504242746926,-0.018714057773673486,-0.004637117418801016,-0.014778059582612968
2018-06-08,-0.013375036152973897,0.008036983610477819,0.0016916855964185691,-0.0056704774689258376,-0.003281556106959335,0.0068811319620664235,0.003205128318485598,0.00027797097166353674,0.05239090685192354,-0.05799334137347144,-0.025382311360776257,0.006071480741220669,-0.009134358398299054
2018-06-15,-0.011547651269991598,0.01482501974590291,0.0005782161502383082,-0.01745649927120577,-0.014270146234132192,0.0023798981011561894,-0.005538525771168588,-0.0015657491945219966,0.055283980143883485,-0.03356022244976945,-0.011886147341368218,0.011518314896527066,-0.001983830973589484
2018-06-22,-0.02390562597479399,0.0019930475140285805,0.003475386919678012,-0.03600194838311026,-0.009088404050005204,-0.012254093361338262,-0.033335375535305925,-0.013568885632284922,0.014368727059125001,-0.024281204502902155,-0.0278957729222616,0.003139255310984069,0.0017103163537917814
2018-06-29,-0.035990331923972455,-0.022744965071550532,-0.016371609244175023,-0.038380203257011775,-0.013540058996989185,-0.01742426939770341,-0.033586243825498234,-0.0176768025443272,0.011368168510583497,0.017032379242527863,-0.026775027080703596,-0.0037176257132376105,-0.007480085489840367
2018-07-06,-0.04007389227799645,-0.019473125815884444,-0.011339638560752423,-0.03929233967532237,-0.008200539310935645,-0.015769689128774453,-0.03346521546570225,-0.017742060171549247,-0.033040637868974446,0.09055911184744496,-0.020091369647075606,-0.00851114171211718,0.011544012159543461
2018-07-13,-0.04314739617666857,-0.017366022892659393,0.0018055212993086612,-0.023636402432558986,0.0021225346216813368,-0.01443889745843497,-0.0234012700263333,-0.015156176399233343,-0.007632810980181096,0.10360078023428192,0.001323450113785013,0.001002361662177433,0.01210123677794133
2018-07-20,-0.03978076853432596,-0.02052203846160075,-0.00958124488047381,-0.009737528897386095,0.004505456089125715,-0.004861890319102939,-0.01357313355087659,-0.006042806266259986,0.007723787236713507,0.061988930497011395,-0.01261081338250769,0.007379516474193316,0.005379016975482797
2018-07-27,-0.025071889606340138,-0.0007083975934596733,0.0007182466095213094,0.0002228180242732289,0.009308864832905717,0.0019268127070857614,-0.00951026161596806,-0.00362175362203116,0.04364735066289818,0.06057538218109497,0.016327373232471402,0.0208969772186397,0.019305421613262264
2018-08-03,-0.017961556113302104,0.0017776892577395344,0.008595310878530132,0.002348909907351617,0.013894020694227873,0.0027845427154366657,0.003943233514146479,0.0003524536940822081,0.06406001073727143,0.04043276823419163,0.02389689996766287,0.025593775497416305,0.008133454685043348
2018-08-10,-0.010978700644982506,0.0035357332433562684,0.0023203260964384503,0.011511899965170581,0.01214895943021967,0.008469144817898313,0.009749609096990686,0.002954386138169572,0.030321241314897364,0.014983327459288034,-0.0007020358496573533,0.01632899226499605,0.008122481805273305
2018-08-17,-0.0007716620466384357,0.0030053945986027748,-0.008957503480492013,0.012712054028843307,0.005578921854329047,0.004242736975970546,0.012187011471029323,0.0014309128388259452,-0.024248518721199805,0.019396254068264965,-0.007716123850977332,0.00655097512149865,0.008539272849936726
2018-08-24,0.005600022431875199,-0.007115046925474385,-0.00980881059277816,0.004356205748684971,0.003957926248336964,0.00026046290397615125,0.02451441905209971,6.845870224836989e-05,-0.06984298900166444,-0.005812677026200015,-0.022131877590418937,0.013721586052595238,0.007305371257954187
2018-08-31,0.00021896024041432108,-0.014845317092190488,-0.024389143984422986,0.0048183686295101905,-0.004897011680055949,-0.004829533429225402,0.013360823655767375,-0.002251665114443066,-0.07205174190202578,-0.02533706143403487,-0.043839264642568015,0.004713245139133052,-0.009345173538910734
2018-09-07,-0.004051989749519016,-0.01874830492484587,-0.03887887154988793,-0.002560464957585479,-0.011873017267278472,-0.01288526725989243,0.009244782951904064,-0.004475048343454742,-0.045934909435476914,-0.02112418358361408,-0.035680317927099664,-0.005680842299246385,-0.009180152984286987
2018-09-14,-0.007603907006098718,-0.005127813925439982,-0.02182179777605208,-0.006425770266216856,-0.014573441342807246,-0.008353447722515494,0.00940607770204419,-0.004585544285079732,-0.03777945529993412,0.0031569372100497435,-0.028085351578422204,0.006326974304817372,0.0011904261455402353
2018-09-21,-0.00968752444187898,-0.012354497173175927,-0.028467839836225597,-0.009996638821311516,-0.01899722837562306,-0.0049902736534671345,-0.001908079573888251,-0.0016698203666903723,0.010953012558604605,-0.004698865305107039,-0.012301917511551071,-0.010155861787585471,0.0010565165918180373
2018-09-28,-0.004678380512547236,0.0007583157330054539,-0.01823186982310098,0.001956879706641627,-0.012445274478484748,0.0026451335756494773,0.010926821538276604,0.00753035827292047,0.04313901030385631,0.02566456493367049,0.014860881318220057,-0.0039690209180644025,0.006917612048014537
2018-10-05,-0.00581599371215594,-0.012610113586408244,-0.01995524382583952,-0.011606063571550177,-0.009032276030286729,-0.002148528899701633,-0.0022309491378394563,-0.0027385110875423786,0.03729487859461976,0.02458337035070214,-0.008816486793286019,-0.003360788625227564,-0.0038241104752757705
2018-10-12,-0.00550238490953172,-0.020571512003936924,-0.014473869999251007,-0.016384605001892483,-0.0034368563579093886,-0.00165981264203851,-0.005076396684793775,-0.0016161464542077746,0.07818270142170773,0.002550092198494838,-0.014841847529451599,-0.0010698402853464885,-0.00046910514674996465
2018-10-19,-0.005437823141890122,-0.011254004904027212,-0.0032112804697157164,-0.012117031591361594,0.0057558275923764776,-0.0006927884445503858,0.0018120635187472709,-0.003033427994699314,0.0656763629813108,-0.0036602956787157104,-0.02405585787073375,0.0013193783588526407,-0.005077827430916759
2018-10-26,-0.0051938588156120735,-0.007609420513224101,0.0034510559718896336,-0.030384072520882186,0.006757714409139583,-0.003410587401587663,-0.02087024649220293,-0.014493623999460588,0.040747409396926094,-0.030153154251879824,-0.03814936519310131,-0.007692602596776651,-0.008315963664776186
2018-11-02,0.006682999534482538,0.02821441409603159,0.028418819921539336,0.014119149088024696,0.018408721381488125,0.01233200869066806,0.0014503490621793503,0.013660834634845447,0.022647296330577948,-0.044659663720399354,-0.015231871174283512,0.0001207652426270608,0.010661349780643325
2018-11-09,0.005285507422940849,0.04029293414188108,0.02738628161772423,0.01059953971897455,0.021545433820873067,0.010346078343771804,-0.0011258236961835671,0.007388770830402805,0.0034432257794808543,-0.05004935640304865,0.012837051459004545,0.008828636845427094,0.011483630864300232
2018-11-16,0.007890049924266482,0.050651047908479664,0.029174553208217695,0.008661064783873029,0.025803584301788602,0.009040408601331094,-0.004267204396004606,0.004975209339660752,0.006136407789076525,-0.03042461985193878,0.01970236770613249,0.004526939442107867,0.010409405213809935
2018-11-23,0.00769502437878365,0.051588583680654096,0.04369322420825025,0.01784006684546375,0.023756066380690416,0.009652664730381061,0.005830443241774837,0.0024767826777872103,-0.013212264511102837,-0.023130206853771193,0.020524281550466424,0.009962176296515059,0.013076410347026642
2018-11-30,-0.0025908024535171484,0.04496889636554115,0.04986821185389158,0.0034663299003753235,0.012344704392617973,0.006289493794634126,0.0024461236850964255,-0.009259147474420967,-0.01556464980554354,0.009064011297510952,0.015174789980926088,0.01130006003031045,-0.0013513420674390697
2018-12-07,0.011092399091596277,0.021897624005294766,0.022493239824094367,0.008309491430597345,0.007446884800355253,0.005656456906199137,0.0031804934396682935,-0.005102376868450727,0.00523736919775112,0.024678734110201585,0.0044014595616655786,0.0014104917473718114,-0.006112957549745803
2018-12-14,0.010004071882170501,0.004484409404775587,0.004777293680556542,0.0012202916829973359,-0.010099677713973874,0.0027946286913470403,0.005707399752027677,0.0008520086040449907,-0.022066946730851637,0.01348800881862237,-0.008638945113579401,0.005509497379234452,-0.0014069682563363222
2018-12-21,0.007633133645969242,-0.0012752069808718647,0.008360855988491055,0.011188571240361583,-0.007380796090413238,0.0031925180544062097,0.01327407228850203,0.009547893727193547,0.00027925184086869184,0.03382155750931898,0.0016642565953634376,0.00731047904244328,0.011892220118619005
2018-12-28,0.010494275098283982,-0.007793592181846772,-0.0064380421939554035,0.007594186349463581,0.003967759996344232,0.0026136838761353495,0.005155587137354509,0.010331816759612648,0.007689323564347908,0.032485062622271146,0.000655152500816646,0.0009051680045819386,0.014325149427389203
2019-01-04,0.004166354195368476,0.025111619251037588,0.019966650953118413,0.008968339410548583,0.009780548661123073,0.006397430444112491,0.022253552543881,0.004196720485347591,0.03600019968725172,0.034027291020520205,0.011778338199134413,0.005154204235147402,0.011276170401488091
2019-01-11,0.017113332206051986,0.037966262611964036,0.02227024134979188,0.011108768695747602,0.029117528683025848,0.009919604442575378,0.014573977274244917,0.00118490570412095,0.05265703323378728,0.051411827303102106,0.026329488496467043,0.00118918963504958,0.004453472729173798
2019-01-18,0.017193600268243465,0.03113428420069939,-0.0057438479599611824,-4.684330680346195e-05,0.01861543686207083,0.008697640816277389,0.021429919958486702,-0.0021848068608114365,0.03452993577537971,0.03812750969557226,0.025253817320083527,-0.0007190702497875305,0.005378563661290588
2019-01-25,0.01783201286126026,0.034199618890605334,-0.0014827996143691046,-0.004202315680526665,0.014822585619682353,0.006014432321693098,0.02511445330126416,-0.002066358355461831,0.028589696775749462,0.02724595229349881,0.033555360988924796,0.0008613566238780774,0.002620714281711141
2019-02-01,0.015255441733139367,0.015538744158266976,-0.009343885535819151,-0.005171948874355478,0.015003443248262263,0.00574173404656278,0.01713494773651422,0.005521830009311987,0.013870695208913993,0.005072606763586722,0.04735520654575946,0.004570767017652027,0.007391038042757116
2019-02-08,0.000526285579443691,0.01052635607654052,0.00104522011689833,-0.00017004555513192238,0.0077374243401068426,0.004909815023904437,0.016501514659041278,0.006293805961376376,0.0029088717724671427,0.0023082140288113746,0.02782469693338626,0.00848851876310802,0.009265206107547533
