date,Adaptive 3-pillar (A always-in),Adaptive + RR overlay (A),Adaptive (B conviction>0.5),Adaptive (C cost hurdle),Static equal pillars (A),Carry-only benchmark (A)
2014-12-26,0.0027855969671528582,0.0029174616226024714,0.0023738292328423093,0.0,0.002825942165728861,0.003461631335190569
2015-01-02,0.008904083006930892,0.009488837820249804,0.004599328541582318,0.0,0.0005063035652713759,0.011629048386501441
2015-01-09,-0.007099151992018587,-0.008033472148884089,-0.007144565920920507,0.0,-0.004588314531215364,-0.012077020847815045
2015-01-16,0.006595100389980685,0.006371792147817441,-0.004595785247006065,0.0,0.002359851100129777,0.007705240862227591
2015-01-23,0.013148731406802186,0.011562578151489884,0.00858855067483538,0.0,0.011310304581736161,0.013015483822448489
2015-01-30,-0.002637737138951625,-0.0021782696357392994,-0.0007195250363740787,0.0,-0.0036177095354882624,-0.0020467584995630763
2015-02-06,0.00040490571934367794,0.00021956891945836162,-0.001752188667310989,0.0,0.0001731922591194265,-0.0024414207271114424
2015-02-13,0.012119899803457762,0.012199805644236957,0.006612487674267159,0.0,0.010686247735341506,0.014578959439817234
2015-02-20,0.0027712696193820632,0.0026435084173597333,0.0019435140938255239,0.0,0.005179760384714855,-0.0047103777834458845
2015-02-27,0.0045831237543237195,0.004618605211299294,0.0023924177114312407,0.0,0.0039011419902952316,0.00898414776507403
2015-03-06,0.009285910496493662,0.00930889595740545,0.0029209932068081606,0.0,0.005953455880077585,0.01056990610923862
2015-03-13,-0.006196560130304574,-0.004712153947054325,-0.003316912556668339,0.0,-0.0022398285671420466,-0.010762106539462983
2015-03-20,-0.012456058483523037,-0.012320358605125462,-0.007876818607438822,0.0,-0.013721520879658338,-0.010607247417865796
2015-03-27,-0.003394812281443597,-0.002373519351691886,-0.003958790650774511,0.0,-0.001038877858527453,-0.0022027158749992623
2015-04-03,0.003385735938466711,0.0033704756780561546,0.002441542688686459,0.0,0.0033097074995780238,0.007012192365507583
2015-04-10,-0.00667228315645382,-0.005499779575707265,-0.002732899118298101,0.0,-0.0036401042667796946,-0.009524129802426827
2015-04-17,-0.016356007447869473,-0.016667533352919612,-0.008463856233071184,0.0,-0.006086762870981414,-0.017132798933693894
2015-04-24,-0.009735544291001923,-0.013777502073629495,-0.005322544444882895,0.0,-0.01833462378654399,0.006493910529918793
2015-05-01,-0.0025881779152900045,-0.0026659570930977084,-0.0003381911159680121,0.0,-0.005641988625106132,0.005602401256360866
2015-05-08,-0.005135428789214929,-0.006668283162157369,-0.005714849606460346,0.0,-0.005484050790125707,-0.004592888210616552
2015-05-15,0.0013448276421485937,-4.634411677857666e-05,0.004271232738872502,0.0,0.001326389040375164,0.008968200214665352
2015-05-22,0.00359846228031629,0.00023338412067823325,0.0020871696383645646,0.0,-0.004756648449958567,0.01007540903970675
2015-05-29,0.012508567208769682,0.007662111857424962,0.005090151754971144,0.0,0.013265443979526918,0.01192004003020693
2015-06-05,-0.0023169421979442693,-0.0002741162144358987,-0.005181369932992442,0.0,-0.0017937796795038632,-0.007353169273077608
2015-06-12,-0.003710451016212478,-0.0061297659332917205,-0.0048042844521150605,0.0,-0.0036420359165481877,-0.004151093294827101
2015-06-19,0.0013541254842035705,0.002316131143072708,0.0064661471634601285,0.0,0.0011513957512682277,0.014578080595710481
2015-06-26,0.0006123103219509472,-0.0006712826785333055,0.0006587842705108067,0.0,-9.440697178821815e-05,-0.0012169914377105824
2015-07-03,-0.0015855051137881747,-0.0008851912205388158,-0.0013049692279193707,0.0,0.0003672289057660283,0.005681366236792469
2015-07-10,0.009480350641601161,0.007816908807826838,0.016932775482111948,0.0,0.010148957547186713,0.01308050027649553
2015-07-17,0.013969663371303384,0.01417754699080231,0.012572989327359894,0.0,0.02083002885057845,0.012912275828157294
2015-07-24,-0.00020819250294694868,-0.00117726381862714,0.00028406700642551994,0.0,0.0019329483987055895,0.001566151484223813
2015-07-31,0.003464569884572183,0.002400078149133443,0.002267303042876883,0.0,0.0031458899332244064,0.011502283482730134
2015-08-07,-0.03328258365875374,-0.033955241780510965,-0.03370469033041358,0.0,-0.029698974688405915,-0.031065756527706795
2015-08-14,0.006535450955461772,0.007870512175136844,0.008127398293327004,0.0,0.01109400583840869,0.004965351616261156
2015-08-21,-0.005114558296932214,-0.005875787300951858,-0.004324996233777373,0.0,-0.0035660598252148772,-0.006407989443545033
2015-08-28,0.005962604901469396,0.006137756049842534,0.0018052286255613012,0.0,0.003061285423697908,0.009683907568724791
2015-09-04,-0.0013569555360413996,0.003431441157403891,0.0006741217802556242,0.0,-0.00037355071995892776,-0.004091601557377906
2015-09-11,-0.002902925307324807,-0.003840063733469619,-0.001066868950827093,0.0,-0.001549551332733401,-0.003966936291713995
2015-09-18,0.0047341413743185665,0.010232119343488133,0.003660517820134597,0.0,0.004266286230861904,0.015992244781474745
2015-09-25,0.011148327861697662,0.012724821311943925,0.007611440042880291,0.0,0.012442434108111657,0.004299020233874006
2015-10-02,0.003231644441159453,0.004109411786246854,-0.00035996494261158156,0.0,0.0032014514585580888,-0.0023496484658579024
2015-10-09,0.0026332177743077874,-0.00039302723147884987,0.0014151706993316628,0.0,0.003244563510005626,-0.011651895265544615
2015-10-16,0.007403146471704581,0.007829150698830476,0.0007572070567805142,0.0,0.00821282899276572,0.0014560744525900769
2015-10-23,0.0038166901188368004,0.003153533564029065,0.006114439597688307,0.0,0.00436726262484523,0.004145489321403313
2015-10-30,-0.0009791589729928065,-0.0030731351776724534,-0.001451364753162768,0.0,-0.0024245551222353413,-0.0004465600527610307
2015-11-06,0.0031810262602481325,-0.00016687146686729357,-5.170354666049675e-05,0.0,0.003675824505318788,0.007943564799726298
2015-11-13,-0.00548565668672546,-0.0001422232193749451,0.002135763696675042,0.0,-0.002719843728455348,-0.005725846998905343
2015-11-20,-0.0038994173726177644,-0.007135375379014377,-0.003560415013110556,0.0,-0.007191955673592258,-0.0037873894671754333
2015-11-27,-0.0029768947793999815,-0.006947076867275175,-0.0011657306229633255,0.0,-0.006616253936124832,-0.00011520426722219464
2015-12-04,-0.010371035945454795,-0.010488945321481945,-0.002301743870410746,0.0,-0.00858326953666279,0.004225611393620237
2015-12-11,0.004079126946667985,0.006037634640196273,0.0039250922665858,0.0,0.0014024569357141748,0.004109423338342069
2015-12-18,0.007341778700366715,0.007111582803730705,0.006071578750128611,0.0,0.005028383325736228,0.0007514914492324359
2015-12-25,-0.01026468508783349,-0.012034574802253447,-0.012663663268662285,0.0,-0.011273211303731129,0.003931895621955552
2016-01-01,-0.0035107068042130427,-0.007926885039101616,0.0026633181978389995,0.0,-0.004549840550631649,0.008885268533234448
2016-01-08,0.006105504756905144,0.007135373720869629,0.012647028172192347,0.0,0.009499155639337755,-0.0006596507423190749
2016-01-15,0.0005320514239758709,0.003694515516551609,0.0005166223454264051,0.0,0.0015621008185674411,-0.004690313526410965
2016-01-22,-0.0029496779992896197,-0.0016175425399804766,0.002056142542732947,0.0,-0.004502376200873184,0.0027828395153179125
2016-01-29,-0.001218507712064368,0.0015820674094613927,0.0031575546775564458,0.0,0.004981542342225887,-0.0026753927439051753
2016-02-05,0.0015674672641375418,0.0023809924064591053,0.004505924998973436,0.0,0.0028642739373278864,0.00030892964599799847
2016-02-12,0.0026559423457999873,0.0038662094401158945,-0.0001066410210715641,0.0,-0.0026501559472386364,0.001460281427500289
2016-02-19,0.0028993343276319935,0.002634431285964659,0.007077390645695198,0.0,0.0013023618682023747,0.0004809836588982985
2016-02-26,0.004222176206407537,0.0038361526699223812,0.006594855476301427,0.0,0.003869240348730668,-0.0008379918154822276
2016-03-04,0.002140236400158779,0.0004684082446123302,0.0003972366959563171,0.0,0.001160192378186473,-5.119121833515595e-05
2016-03-11,-0.004518410685249069,-0.00030567196010781674,-0.009593045809196255,0.0,-0.004842923926603474,-0.00046442301945022994
2016-03-18,-0.008687265038683025,-0.00901528878039533,-0.00827891249396724,0.0,-0.005987395576404822,6.989956686436868e-05
2016-03-25,0.001865953332792497,0.004004037970326507,0.0018306319563883833,0.0,-0.0017007337415645128,-0.0001392473845613319
2016-04-01,0.0029626306738919713,0.002870484824409634,0.0014650697463358601,0.0,0.002426695808542576,-9.095479790362197e-06
2016-04-08,-0.002082120506161597,-0.0008256293239720797,-0.002095073932653049,0.0,-0.0033053784043515708,1.534386919328306e-05
2016-04-15,-0.005226733254161658,-0.004751929043280885,-0.0046495229575300116,0.0,-0.004945392993667192,-3.3228807568901577e-05
2016-04-22,-0.0024815452237939733,-0.0022985351644867567,-0.0036657243569183547,0.0,-0.0022404186833139437,-1.869560729066268e-05
2016-04-29,0.005184853872828579,0.00353940090370954,0.0067320133838365435,0.0,0.0033754388465101156,2.0955484443948893e-05
2016-05-06,-0.0005198872564686949,-0.00016191420131985205,0.0006634200764990599,0.0,-0.0023860577245513794,1.1941260985279188e-05
2016-05-13,-0.002495577885850705,-0.002790494536251974,-0.004025617099273773,0.0,-0.006308893874270645,1.0824957529135535e-06
2016-05-20,-0.0030426476520048675,-0.00282871713854793,-0.0036023928267294885,0.0,-0.0005082362643466659,-2.82769854038658e-06
2016-05-27,-0.002528128077656332,-0.002464874552552196,-0.003353574289123982,0.0,0.0035852755785538313,-1.1367217580211407e-06
2016-06-03,0.0009268793924866511,0.0008038752638340845,0.001877836319536631,0.0,0.00406458658069998,6.623452224127932e-07
2016-06-10,-0.003532879092996316,-0.002864329418599211,-0.0021246792577372963,0.0,-0.0023141183140754336,-9.7340413414912e-07
2016-06-17,-0.006878395772807374,-0.006114531197275596,-0.004691105315262261,0.0,-0.006467286044915598,-8.588959361690146e-07
2016-06-24,-0.0029760157136820686,-0.0031228305641005103,0.010626009893624916,0.0,-0.0010235348668318738,-3.3435920640727114e-07
2016-07-01,0.0006480705346174252,-0.0010350355291664807,0.0013686573171533363,0.0,-0.0003885425472458675,-1.3960905554651498e-07
2016-07-08,-0.003104761104074762,0.0011620833516053984,-0.000888052727031193,0.0,0.0008612460522093386,9.139794642305238e-08
2016-07-15,0.004732546007580052,0.0030451335258745546,0.004255357056147361,0.0,0.004332397011949629,3.17782754805481e-08
2016-07-22,-0.011450701198639592,-0.010571622397380357,-0.007418353978544644,0.0,0.0035919275300816053,-2.273002639922781e-07
2016-07-29,-0.0008097773429345805,-0.0004037269570160048,-0.0015527089318014464,0.0,-0.0053997310456533575,1.2148635840196901e-08
2016-08-05,-0.0012918888313120864,-0.0009232411949738027,0.0006513308876334207,0.0,0.003318933582155922,-8.596235848440168e-10
2016-08-12,0.005317371826387203,0.00670310298155442,-0.0012899861039618987,0.0,-0.0056813622598042395,5.0049047018557505e-08
2016-08-19,-0.0013831787384394752,3.3027587658319556e-05,0.0003646267629660369,0.0,0.0002755203070759024,2.573024005438345e-09
2016-08-26,0.008881714116215548,0.007087336365554515,0.0005127815147145698,0.0,0.008113788091709068,5.477571157648106e-09
2016-09-02,0.0024090328767997914,-0.007226709550968365,-0.001084121832183901,0.0,0.0037079451863934933,-2.7977400084344578e-08
2016-09-09,0.014441572702502996,0.011958024354827573,0.013141021725103825,0.0,0.010431484127099447,9.187817013257413e-09
2016-09-16,-0.0019329074716037352,-0.003840386316813359,-0.00920347248298136,0.0,0.005739937417562337,-9.335214324687175e-09
2016-09-23,0.006116494927377928,0.004686718549627379,0.004475128674099444,0.0,0.0055749321387843645,-1.1683273664453124e-09
2016-09-30,0.00637835933859166,0.006584246790890906,0.008335182296868603,0.0,0.0011903637795970118,4.7914342220824235e-09
2016-10-07,0.002689911125974119,0.0074038779376331436,-0.002467965089039501,0.0,-0.005792528177025873,2.8199384815827947e-09
2016-10-14,0.004989323124815285,0.005437403607522851,0.00044895867650079484,0.0,0.003977403664777225,1.5142729224714483e-09
2016-10-21,0.007939556744059289,0.006111712636391061,0.0027349288265253414,0.0,0.002213222248835342,8.097495203203193e-11
2016-10-28,-0.00243493219167468,-0.002364905855982279,-0.0015301570972905993,0.0,-0.0018986059966303453,-6.634536709662349e-10
2016-11-04,-0.009732602387269891,-0.0003689277024030441,-0.020402856187483925,0.0,-0.011602485618491375,2.725804287907971e-10
2016-11-11,0.014881616117823897,0.01093047622725863,0.01004733964880443,0.0,0.018954685109441094,4.2246575877567666e-10
2016-11-18,-0.003252555120967199,-0.0033836342972069196,-0.002869632367257726,0.0,-0.00448519845357623,-1.3527773632726815e-10
2016-11-25,-0.006147647654520218,-0.004429026849549764,-0.003981562121087411,0.0,-0.005530165201417939,-9.962140196218602e-11
2016-12-02,0.012501474453963081,0.01080497462393905,0.011842411737936188,0.0,0.015569758539933622,7.55925614126938e-11
2016-12-09,0.006952831235257084,0.007611401941796168,0.005712609822122559,0.0,0.00564163736590758,8.740456585342317e-11
2016-12-16,-0.0040661423847354865,-0.0026262643069490674,-0.003133743324444513,0.0,-0.006606009282456588,3.59901191878399e-11
2016-12-23,-0.00509872007944635,-0.0039234854143687685,-0.00431876644963323,0.0,-0.005641659144166946,2.464160930577784e-13
2016-12-30,-0.004010114603755962,-0.002753689760571585,-0.0029362694845962646,0.0,-0.006868127838207658,-7.443086423693138e-12
2017-01-06,0.002714268912486226,0.00249259610545926,0.005540885662900154,0.0,0.0036885942837554383,-1.714451276371609e-11
2017-01-13,0.0018182980022493033,0.00036751183344203376,-0.000609331713319828,0.0,0.0031072899695227933,-7.574824603516882e-12
2017-01-20,-0.004997922221669228,-0.005862554401350728,-0.0015866176984703155,0.0,-0.004833008691509703,2.8730440890466286e-12
2017-01-27,0.0005542344039099171,-0.00460717219323787,0.008364288612535718,0.0,-0.0035246516294108244,-1.0974170667957775e-11
2017-02-03,0.005824682407603875,0.0062379676457356755,0.005396370287428885,0.0,0.007642195259335584,2.8863909452742638e-12
2017-02-10,0.0010144662591299017,-0.001656382505962307,9.992970667738416e-05,0.0,0.00035754407650838877,-3.4590476321178366e-13
2017-02-17,0.00452319700643746,-0.002146242779922058,0.002522720955336342,0.0,0.004050483312196332,-2.1853432828424613e-12
2017-02-24,-0.005361504174383344,0.0013694615707427196,0.0003814265865780295,0.0,-0.007437276857443107,1.100513111643876e-12
2017-03-03,0.0037461589844658767,0.006316826714404664,0.0016351371457050965,0.0,0.0038201603499597235,-2.612450766200558e-13
2017-03-10,-0.0036554753216867025,-0.003765102377162433,-0.0012454472972754703,0.0,0.005669316712771482,-4.593788407039182e-13
2017-03-17,-0.002144373525869716,-0.0010557774001586388,-0.0038666531682195744,0.0,0.001771174649936963,-9.598827249553078e-14
2017-03-24,-0.005769487943194845,-0.005670782032450788,-0.005070291390616931,0.0,-0.00350938280074168,3.5129841100803114e-15
2017-03-31,0.0072314984530288855,0.0038714200585767008,0.00685617183088211,0.0,-0.009056557802403406,1.5226563609841063e-13
2017-04-07,-0.002904070605813053,-0.004520122438641354,-0.003475900137384566,0.0,-0.004622083467085672,3.7028039577500204e-14
2017-04-14,-0.0008535976987757113,-0.002508239850623994,-0.00045096886953708523,0.0,0.0032692020301304534,-3.454517947722951e-14
2017-04-21,0.004843983048515714,0.0028319757280137344,0.003943889622370557,0.0,0.007356680704918738,-1.476012277637796e-14
2017-04-28,-0.00432954695948175,-0.0007824367559584278,-0.004153559236679246,0.0,-0.007025879485994737,1.0886095055270212e-14
2017-05-05,-0.003656238244442326,-0.003981632117313108,-0.0029103245815106813,0.0,-0.004200975941567179,-6.7893719966904845e-15
2017-05-12,0.006276272477989819,0.004724833928277926,0.005412355870725468,0.0,0.005819461303698491,-9.783779745182556e-15
2017-05-19,-0.0010062782454572992,-0.0011562178998701514,-0.001503707419308292,0.0,-0.0027297535374107514,2.1358140552369143e-16
2017-05-26,-0.0017891432103212188,-0.0029727167290752037,-0.0016580090766147768,0.0,0.001370910830096282,1.6726043241148681e-15
2017-06-02,0.0005977417825738762,0.0008808574290271091,-0.0002648186318011827,0.0,0.0007613703971845776,7.241734353089227e-16
2017-06-09,0.0007866835708847329,0.002544154637077953,0.000783501613531753,0.0,-0.0012231687024280035,2.986228090459543e-17
2017-06-16,-0.004874465663486096,-0.004410401256655474,-0.002093425134150856,0.0,-0.005562518684147893,-1.0934310263789348e-16
2017-06-23,0.00435329396170486,0.005568093136468954,-0.0007301125088791136,0.0,0.002445964980613384,-4.82509424072383e-16
2017-06-30,-0.004517624067711833,-0.00469674231111294,-0.0014550609812629225,0.0,-0.003554509499026365,7.105201748824819e-17
2017-07-07,-0.0002786101105798961,0.002202229567611982,-0.010858783900648082,0.0,-0.005639688399969601,-4.37724445253104e-16
2017-07-14,-0.003953248077855242,-0.0004231972662619911,-0.014702137003514493,0.0,-0.006042892932662224,-2.453328993394353e-16
2017-07-21,0.0005234392315365923,0.0007316982601471682,0.0032722589499384934,0.0,0.003853228383250029,1.5278783672166982e-17
2017-07-28,0.003879778108804823,0.0044653870581887285,0.0058508398191058665,0.0,-0.0017283849287189432,9.424612118696763e-17
2017-08-04,0.006837148013845648,0.015745416706184186,0.010918746037626065,0.0,0.005897257210435245,-1.2546779018822467e-17
2017-08-11,-0.0004887954715559013,0.0033533756719081485,-0.0016618409947124174,0.0,-0.0002495288496477781,-1.8651935651301887e-17
2017-08-18,-0.007041021386860046,-0.020777054768725628,-0.008012684141371754,0.0,-0.003759335189909651,-3.071044657750485e-17
2017-08-25,-0.0024298147920690247,0.0022992644463953986,-0.0004989821689222884,0.0,-0.0016126616567438243,3.403920425586746e-19
2017-09-01,0.013286585096500507,0.0013977833733981092,0.006993050116807172,0.0,-0.000300984528336053,2.3899950067092024e-18
2017-09-08,-0.002522820259391612,0.004887809999165179,0.0012169132027971105,0.0,0.0029420266182818224,-4.228506244349277e-18
2017-09-15,-0.00948069001871379,-0.011671023210369674,-0.007843321184471404,0.0,-0.011117203546550634,4.1145451621517684e-18
2017-09-22,-0.00849327513669772,-0.003437361977429279,-0.00845593918713515,0.0,-0.002448429900393588,2.0158837862730347e-18
2017-09-29,-0.003810730473234244,-0.002628943565660644,-0.00494819849939801,0.0,0.0015907956786562396,-7.753590317897906e-19
2017-10-06,0.00017925230654902095,-0.0020652261196026523,0.005781356788607606,0.0,0.004371066014472771,-2.4464448892515732e-18
2017-10-13,-0.003012527249223712,-0.0038122872551732516,-0.00875762335735518,0.0,-0.00025417056765975683,3.8246396620383857e-19
2017-10-20,0.000771783584904018,-0.006441057470782826,-0.0026727906275976414,0.0,0.0019155612743002913,-2.3520745625567776e-19
2017-10-27,0.007381993581572072,0.007289439764529353,0.007643199207255226,0.0,-0.0018607266198827186,-3.608143864511381e-20
2017-11-03,-0.004569652830609469,-0.000761236237913979,-0.004443568591296609,0.0,-0.0034079500634143145,-3.872476696124819e-20
2017-11-10,0.0058783691467550105,0.011630878896009757,0.01339006787567541,0.0,0.006719885050138749,-1.592502545470662e-19
2017-11-17,-0.0016129171617987183,0.003052779569737967,0.0002653541125575845,0.0,-0.0010621967412227525,-1.3183923305713513e-19
2017-11-24,0.0014050844588223712,0.001523674209109697,-0.00036337053354675806,0.0,-1.9513097620655023e-05,5.0119748195616026e-20
2017-12-01,-0.0007149370410615063,-0.0028069581005712697,-0.000664211039120932,0.0,-0.0004561224128160394,3.362369696688664e-20
2017-12-08,0.0017820691772895496,0.004493454787551354,-0.0009548283606803397,0.0,0.0003710789588874245,-2.067176474548114e-20
2017-12-15,0.0001970858716695301,-0.007737468052876635,0.0026190079714082156,0.0,0.002269250156072639,-1.829656492604138e-20
2017-12-22,-0.0005291253641980318,0.0016772914116772494,-0.004032168457698994,0.0,-0.005056211995774057,-1.4797634697527695e-20
2017-12-29,-0.009046406566963396,-0.005996208775311922,-0.004469156596538262,0.0,-0.015488812144770856,-8.47920631367077e-22
2018-01-05,-0.013444675146968833,-0.01422382481340741,-0.01718863956285029,0.0,-0.018154511476966926,-2.2832507437445284e-21
2018-01-12,0.0014851173227662736,0.0014145379305494572,-0.0015071291087713316,0.0,-0.0021927894718816072,-3.304834832110995e-21
2018-01-19,0.01031357956415542,0.0085771081980111,0.005063624159477106,0.0,-0.01293899424684557,-3.3857248073481407e-21
2018-01-26,0.005146214142055629,-0.001056424990134983,0.008007547060540523,0.0,0.007234305764025273,1.4191725008556656e-21
2018-02-02,-0.006072382403923784,-0.013187778763615076,-0.008622387382514862,0.0,0.005852777503483453,1.4062603608092875e-22
2018-02-09,0.00241955334234814,0.015257744878588404,-0.020331226850379917,0.0,-0.016941929897718897,-2.928601934650214e-21
2018-02-16,0.0004227072189108885,-0.008801862776986902,0.016645854369966018,0.0,0.013904223722643726,1.1592691366149426e-21
2018-02-23,0.0027142136464932552,0.005050597764565377,0.006036252060562313,0.0,0.010347920927390964,-8.294992938705103e-23
2018-03-02,-0.00399029996980731,-0.003941294214270769,-0.012873010476257215,0.0,-0.0100781112996607,-4.841112819356217e-22
2018-03-09,-0.002712305034713889,0.0009134961346342286,-0.0023884167245405916,0.0,0.0010137477714747332,1.4576842734183791e-22
2018-03-16,0.005587476179689493,0.007694182920792942,-0.009882565871341406,0.0,0.008414229878954203,-4.6296465845966105e-23
2018-03-23,-0.0005387646185647441,0.0008791630047486087,0.02188049694295424,0.0,-0.005851560236600231,-9.589629545410401e-23
2018-03-30,-0.003910277907116854,-0.008675462350677812,-0.007687462793734562,0.0,-0.00719370158713979,6.007206779662511e-23
2018-04-06,-0.0011508967494982157,0.0023100055047376175,-0.003115302732074418,0.0,0.0022305332988090064,-6.1229548420783855e-24
2018-04-13,0.004662817995973044,0.0030926299844529735,0.0029448689931113464,0.0,0.008634673341004184,-1.612786931354917e-23
