date,BASE (top3/5),+stress gate,"+eligibility (CNH,SGD)",+elig +stress,top4/6 +elig +stress
2018-06-22,-0.0023841643438513005,-0.00245922489516797,0.00720055331426296,0.007668588529698017,0.007528884924859165
2018-06-29,-0.01644869791662463,-0.016967743118806722,-0.004847071779455049,-0.005154292630143876,-0.0058382053984875875
2018-07-06,0.01117819225956064,0.01150413952287738,0.005051860780780618,0.005373021176731679,0.002820469499501828
2018-07-13,0.012956271332898226,0.013308932490114075,0.013160038837324752,0.013983245657824328,0.010908774280555734
2018-07-20,0.0013513170494265805,0.001386829915735521,0.012348024997145492,0.01314766652647429,0.021897636612594074
2018-07-27,-0.0011464760390198846,-0.0011765157776428533,-0.0012315461374632494,-0.0013060454398888832,-0.001159770865459869
2018-08-03,-0.0006017393815266696,-0.0006177996841364617,-0.0006447508707755161,-0.0006841271336252404,-0.0017174818980914587
2018-08-10,-0.006934946634589106,-0.007120036462838467,-0.007422223811239533,-0.007875806196954091,-0.007871877178921235
2018-08-17,-0.0023597070862971634,-0.0012109615323265203,0.001396217002309186,0.0007398567637026915,-9.452565484941957e-05
2018-08-24,-0.008474985901712317,-0.004355508937762634,-0.009080456399471184,-0.004810699427441527,-0.004398724281674037
2018-08-31,-0.004832345545788123,-0.0025140930541400967,-0.0032568563438341797,-0.0017511125801863716,-0.0027735684263087887
2018-09-07,3.9420434053979024e-05,2.0595419300874937e-05,4.2144436557145334e-05,2.271935922354177e-05,0.0012512590740790738
2018-09-14,-0.019314403701188233,-0.010091919077957937,-0.020670884713720986,-0.011145555210825737,-0.007791244255909549
2018-09-21,-0.006807403195877056,-0.003747112312350056,-0.009216747657854501,-0.005271259911647639,-0.005344465644612849
2018-09-28,0.011494512005887027,0.012735814503950558,0.012012112034342163,0.013912059798042444,0.008250533546475518
2018-10-05,-0.001822161377915025,-0.0020138431045499524,-0.0018992431953880787,-0.00218576477299653,-0.001566594894483288
2018-10-12,0.0040570874969803475,0.0022472445690143346,0.004314058641024621,0.0025080270564029395,0.003623044578682388
2018-10-19,0.023306385020830857,0.012943289388239299,0.024757248428588296,0.014419264389868342,0.013987050167284227
2018-10-26,0.0017002427978496098,0.00201772913983024,0.0005084525511784541,0.0006339454814617361,0.0003034702704416759
2018-11-02,-0.0005893893046858982,-0.000349885816917085,0.0022554532145151788,0.001406949036692426,0.0012853980316698667
2018-11-09,0.006007101325334962,0.007168654979300942,0.008243896209927822,0.010323586947545359,0.004263457253649748
2018-11-16,0.014967836553613657,0.017828840124611056,0.016323409105612082,0.02033089043918187,0.020365425117841156
2018-11-23,0.0025091491241579266,0.0014733796310510085,0.0010810861750582834,0.0006585884403212505,0.0008042549060309625
2018-11-30,-0.010833172326256229,-0.006363439606107595,-0.004695278404065533,-0.0028609420188054247,-0.0029841195125375865
2018-12-07,0.0005433651017362224,0.0003245939785532819,-0.0014136669038359475,-0.0008649822485958747,-0.0007477915207319518
2018-12-14,-0.002268677742723797,-0.0013579722561486316,0.0009157073519876059,0.0005618954926112778,0.0005860141343164614
2018-12-21,0.004033974380794492,0.0024164725732747955,0.0052893596802009325,0.0032445740443297205,0.002565154789919346
2018-12-28,0.009144830074317961,0.005498447768299202,0.008617338575710662,0.0053111190708921485,0.005410714519707195
2019-01-04,0.002158754211646305,0.0013099716199144638,-0.0012836773121955923,-0.0007976173414810388,-0.0005311844257615973
2019-01-11,-0.007942383135356335,-0.004832674229845995,-0.005151533424221132,-0.0032056197580070532,-0.003379712723288725
2019-01-18,0.0029924186651514796,0.0036753825760304838,0.0032022358734036045,0.004003848331826856,0.002488055033758895
2019-01-25,-0.0005533958181791272,-0.0006797219341008876,-0.0005923648025210002,-0.0007408415288784522,0.004163693544005198
2019-02-01,0.010076281986316757,0.012374191710605326,0.010775228999268497,0.013469435918352105,0.010659953730914907
2019-02-08,-0.006157154067734597,-0.007505289970917593,-0.006589652433276891,-0.00816374741909126,-0.006541606475143756
2019-02-15,0.004160321657247321,0.0050687703830892055,0.0044515603043097495,0.005511516606088851,0.005745121683356294
2019-02-22,-0.0054358549278502415,-0.006590079751019648,-0.003945854701394738,-0.004794658926573674,-0.0009189353355564924
2019-03-01,0.005452195496935502,0.006591113977249654,0.005978973546873717,0.0072630272374196005,0.006708838148358389
2019-03-08,0.00446338152116395,0.005390606349729909,0.004894901595732741,0.005938071506052783,0.006612466067949813
2019-03-15,0.00022665658263495457,0.0002735838899906123,0.0002486950396193013,0.0003016014438270173,0.0003353737910342972
2019-03-22,-0.0006503661982532032,-0.0007877898705015873,-0.0015189885876013217,-0.0018503984416646793,-0.0009276107809776341
2019-03-29,0.012650582268095756,0.015362962194463375,0.008494725793866129,0.010364032974351668,0.012284896356913964
2019-04-05,0.009663161420197543,0.011567613669381652,0.009968654267951493,0.0120519812140947,0.009863797487491952
2019-04-12,0.0017711492629394004,0.002114335536177101,0.0004928442704790881,0.0005942876294338552,0.00036217384833799916
2019-04-19,0.000643845758705471,0.0007666965664109305,0.006522279802315656,0.007852681212193792,0.006962887632843478
2019-04-26,0.005304843880993426,0.006339203673036049,0.005250008136152361,0.006340549236257902,0.005953871913107743
2019-05-03,-0.0051372177622018315,-0.006135081437625016,-0.013542394900791463,-0.016343553985658496,-0.0174722998940919
2019-05-10,0.010611748136279528,0.012734409688190748,0.010689391861681474,0.012744990124182155,0.014109698453881311
2019-05-17,0.006322776265910315,0.007585278081151931,0.0032872847338541703,0.0038981521058490615,0.008667730489793003
2019-05-24,-0.0012200054261384055,-0.0014616980823435489,-0.0008187763721015907,-0.0009710137300749852,-0.001294311506125581
2019-05-31,-0.0070454911378218694,-0.008436925099451625,-0.0038417387260682298,-0.004560176136418919,0.0045233873375434995
2019-06-07,0.0031085145908235625,0.0018497942896854502,0.003345359150080055,0.0019828237155464505,-0.00019046533567838492
2019-06-14,0.0033708826040403112,0.002035141254054813,0.0031738936977490934,0.0018970956128929015,-0.0010456961574257246
2019-06-21,0.0018205178591144977,0.001110756200594787,0.005317697424816577,0.003227697164358194,0.0014561819412416991
2019-06-28,0.007588120747717496,0.004634416983393618,0.008135268046561814,0.004955491140108895,0.00527492918329199
2019-07-05,0.002364656798373361,0.0014821547101717303,0.0027513857074970057,0.0016911980073861597,0.0016611536204809347
2019-07-12,7.662247385634854e-05,9.660757473098991e-05,0.0007870152266897093,0.0009680123802206355,-0.0013285836875109663
2019-07-19,0.005646174006531921,0.007187137223432182,0.004471426760160768,0.005545776090690098,0.0027945801730280377
2019-07-26,-0.0036324120334063747,-0.00461398859280951,-0.0028120877568238527,-0.0035090892656009466,-0.005434968770670547
2019-08-02,-0.013530507731737952,-0.01714302466044427,-0.01411896164054173,-0.017594971408284053,-0.015342508803965083
2019-08-09,0.00885725265939122,0.010954480779164982,0.011954103296007998,0.01455734179836972,0.01596905451615999
2019-08-16,0.0014374143688997692,0.000887612351562523,0.0008595719039708769,0.0005196546148474738,0.0008787610807775496
2019-08-23,0.008835286791017522,0.005451728776376641,0.006525192249952062,0.003944818993317513,0.0024092901161620935
2019-08-30,0.0032203323452353336,0.0019888299577018927,0.0015699225892397682,0.0009449619365184918,0.0010877986368915701
2019-09-06,0.0015576623923447086,0.0009595167862962229,0.0008329533059478185,0.0005004087580700174,0.0011877916566008949
2019-09-13,0.0017029341916210514,0.0010488306632378784,0.003253560879407171,0.0019542351450588993,0.0022544470733640433
2019-09-20,0.0020482503191719056,0.001212015268680586,0.0012250630753832376,0.0007039003856909387,0.001221333309239067
2019-09-27,-0.0017779326459821045,-0.0010425026401666582,-0.0022902116866970993,-0.001295601631097155,-0.001625617979905752
2019-10-04,-0.0036752567373271963,-0.0021764911463127857,-0.0038326718173199953,-0.0021906474509371166,-0.0013480695855883143
2019-10-11,0.006543819330206116,0.003890845006958399,0.006593963993306048,0.003785580234249265,0.004278189811395301
2019-10-18,0.005082352506897118,0.0060579031963635755,0.005313631045734023,0.006114598920355635,0.00698536318830294
2019-10-25,-0.0030633342176864223,-0.003420223426582122,-0.0011697038824155467,-0.001250535119486807,-0.0022891224004231267
2019-11-01,0.0036225783849297456,0.0040426414276052945,0.0057827352447242936,0.006182988757966828,0.006990280705413037
2019-11-08,-0.0012786931536104143,-0.0014256738979805668,-0.0003874119300293935,-0.0004138811710216686,-0.001153949750690349
2019-11-15,-0.00140515685176101,-0.0015697675536376677,-0.0013928628301388378,-0.0014929504870743536,-0.0016646268252244949
2019-11-22,0.00142075335967552,0.001612961899431424,-0.00019194277565309133,-0.00020868814686263358,0.0006986564881858339
2019-11-29,0.007131162659198149,0.008094800693791178,0.004761099825272474,0.00517868936852783,0.006946733996061432
2019-12-06,-0.0010065355061363026,-0.001102378678737836,-0.002565878206703451,-0.0027640278932430373,-0.0020730062732712625
2019-12-13,-0.004888323792690037,-0.005355650946328717,-0.0013958491866515998,-0.0015014300658900527,-0.005920402233768764
2019-12-20,-0.0018899966706114534,-0.002063363495047426,-0.00196630239948492,-0.0021161897967373767,-0.003735646285457419
2019-12-27,0.004588856803477341,0.005003635077163535,0.004785733920184584,0.0051344332763900375,0.003972904005032229
2020-01-03,0.01831818015876467,0.019651207997074212,0.019036719249093663,0.020141330917244397,0.019067831917406162
2020-01-10,0.0016646198698814529,0.0017685039773936652,0.0007994451046581355,0.0008372362642281063,0.0018311890859785663
2020-01-17,0.0018783729919702994,0.0019521552444423025,0.0024690578422053803,0.0025597579017967356,0.002872835160598319
2020-01-24,0.004484611162554356,0.004662995397961674,0.0012454747029742924,0.0012917038831737596,0.001448460333374661
2020-01-31,0.0023460438478246,0.0024370190102612536,0.006400266394050631,0.006636109731479482,0.0077786813274516465
2020-02-07,0.0030582937575646518,0.003191495126772346,0.003375791568843749,0.003512272954107109,0.003445132301147294
2020-02-14,0.0010421647937885138,0.0010873262391071906,-0.0002596853293214929,-0.00027009251689589765,-0.00029622057941465296
2020-02-21,-0.04939279879745196,-0.05159756807030623,-0.05960838853454836,-0.06208454663603357,-0.0680956769517987
2020-02-28,-0.015067045172223964,-0.015451391002073508,-0.017227113778122832,-0.017575931654075297,-0.013515011909966889
2020-03-06,0.009865399644366371,0.005060979914436725,0.008931964167373223,0.0045576553046072065,0.0019945857490634563
2020-03-13,0.0071311774635272355,0.0037041152975856345,-0.0004131322984338091,-0.00021308971090549587,0.003291697504791793
2020-03-20,-0.003057198228257458,-0.0015964047457760395,0.0003429308837109975,0.0001769053905536003,0.0
2020-03-27,-0.005555467224923516,-0.0029075751639281704,-0.005092340388051004,-0.0026264126778111686,0.0
2020-04-03,0.003496305666311443,0.0018504703590226713,-0.0016733186912879117,-0.0008685361512969287,0.0
2020-04-10,9.727971923139333e-05,5.173301437676647e-05,8.758596218899487e-05,4.5583104847683196e-05,4.813862556908713e-05
2020-04-17,0.008616684554390228,0.004583992220030367,0.00463382434873961,0.0024117229604500544,0.003507816054447523
2020-04-24,0.0009918575909021849,0.0005322479575319644,0.0009049525604608197,0.00047278134369571406,0.0005535619773206405
2020-05-01,0.00033914906727725887,0.00018231137245916962,0.00039251877870413,0.00020526335664404905,-0.0003409191662245472
2020-05-08,-0.0006705207619317269,-0.00036033078545632174,-0.0006229879328259186,-0.0003259831046046195,-0.00014023215670765332
2020-05-15,-0.0032323913029088072,-0.0034949476135845577,-0.002726865659335276,-0.0028628249911957213,-0.0014981716850746122
2020-05-22,0.0032480884472855086,0.0035229380742418477,-0.004585443392437177,-0.004818416442541954,0.005555003603841934
2020-05-29,-0.005052896831090107,-0.005473139072338323,-0.009028160803854117,-0.009488721273150662,-0.005425675976317928
2020-06-05,0.00039359529706589744,0.00042650065263960443,0.0029663384480863295,0.0031159951163111594,0.0016426324553455163
2020-06-12,0.008129792134511487,0.008802493990876086,0.006224629463197104,0.006528006216818634,0.006242723089280755
2020-06-19,0.0007551891745529294,0.0008138690878526234,0.0015951229430520917,0.0016687013779086417,0.0017933160386143184
2020-06-26,0.0030625998971778225,0.0032999070322575004,0.0027747904934358686,0.0028950954118067127,0.0009978281205130339
2020-07-03,0.0012174187543193514,0.0013027272872515655,0.0011024815941713232,0.0011428097525327835,0.00861869836028544
2020-07-10,-0.0015705956255985943,-0.001679790384970028,-0.001141094736621143,-0.001181894226552449,-0.0012461751716177404
2020-07-17,0.004230624132377676,0.004525542071698895,0.0034332079855644705,0.0035564633300576927,0.002546988398515627
2020-07-24,-0.0031730936495776747,-0.0033955714661595255,-0.0010760425797891782,-0.0011147026661385167,-0.0037854692900079773
2020-07-31,0.0012106627761678,0.0012955537805022044,0.001096716237466938,0.0011360695088683578,-0.0009411867560468562
2020-08-07,0.0020436102798376495,0.002192862136935722,0.0018335776421364058,0.0019010256437336326,0.001994115365353724
2020-08-14,0.0017475623021060353,0.0018814020441712436,0.001580354792964365,0.0016423447059353722,0.0017204281172073957
2020-08-21,0.006404058750511262,0.006892104377272672,0.0076855969495693175,0.007985190922493836,0.008366193075947805
2020-08-28,0.00703338101798569,0.007480988243265449,-0.0002915531667338715,-0.00030106798365729496,0.0011252454368512897
2020-09-04,-0.000356585287359662,-0.00037817825014842347,0.000875579409434403,0.000903953064653683,0.0006113307846500853
2020-09-11,0.0035575906862319075,0.00377288918731397,0.00039005934726366715,0.0004026526177143087,-0.000595838883746719
2020-09-18,-0.013310104764730669,-0.014105404447629045,-0.016528544208484895,-0.01704247975803577,-0.0012531408519775267
2020-09-25,-0.0007989683949595727,-0.0008438965675020071,-0.003911188141360394,-0.004021997305202079,-0.010261486342768376
2020-10-02,-0.0028195628941799717,-0.0029766405450977074,-0.002213858739148508,-0.0022758184034448316,-0.003313870997699253
2020-10-09,0.0013540731421128977,0.001426906042489222,0.005230090880985557,0.0053712793025709376,0.005806876906152981
2020-10-16,-0.006434073303558192,-0.006751338978684191,-0.004987368291152078,-0.00509967561200134,-0.0055121608533868
2020-10-23,0.001562589163806091,0.0016404414998455862,0.00023380428604331534,0.00023913357061156032,0.00025794937977939656
2020-10-30,0.002744407334205225,0.0028803310395693824,0.00047482743479691097,0.00048563253445753146,0.00014092499804697033
2020-11-06,-0.0006434896527107275,-0.000675383090275293,0.00012721864050846459,0.00013015073181723156,9.196280583036226e-05
2020-11-13,0.001652278518705439,0.0017341361068528675,-0.0007283548571165987,-0.0007451296643603908,-0.0005145242647114995
2020-11-20,0.004101738744006539,0.004303793921403689,0.004431248271870827,0.004533279572096003,0.004892932742599113
2020-11-27,-0.011416766023731326,-0.011972345689509325,-0.005365332184321891,-0.005486822709298829,-0.0032966563790640235
2020-12-04,0.001119809101743451,0.0011736820824454724,0.0033406420229656264,0.0034168602576169155,0.0037013053603436913
2020-12-11,0.0018153994501248895,0.001902385568958518,0.0015827047344023609,0.001618344532721255,0.002195352767756856
2020-12-18,0.0002331965707250911,0.0002442974556685111,0.00020957079750512155,0.00021426491003770636,-0.0021733417153399475
2020-12-25,0.002295896008774575,0.002404939753752958,0.0025265025337026206,0.0025829780305950717,0.0022897486513883737
2021-01-01,-0.0012064797050350725,-0.0012640364296389508,-0.0010826065058107835,-0.0011068514129037644,-0.0011675841344303925
2021-01-08,0.0006387002181103991,0.0006725339054706463,0.0013046267329024672,0.0013363923042622522,0.0008092613762666668
2021-01-15,-4.470365461159121e-05,-4.707617699047951e-05,0.001129773108470633,0.001157222297600699,0.0006390191806533886
2021-01-22,0.0012337044136021779,0.0012994332129678205,-0.001195113127867764,-0.0012241944177690883,-0.0022959329205474153
2021-01-29,0.0017957893469719324,0.0018923012689142408,0.00014079015149119338,0.0001442288789361026,-0.0003325391725394115
2021-02-05,0.001798596677791366,0.0018952434512898863,0.0014143493004707011,0.0014494430086603393,0.0015614810460891579
2021-02-12,-0.009297792486122275,-0.009798234891778055,-0.00500413812545193,-0.005128640271237103,-0.004708437972079071
2021-02-19,-0.01084730813661816,-0.01142219893976692,-0.005668757616773122,-0.0058097633278732085,-0.007153871176648065
2021-02-26,0.004465403650031395,0.004887210101570833,0.0038207140249435965,0.004022356948045323,0.00189141352410458
2021-03-05,0.007416810756101051,0.008240033774240367,0.009421673592412281,0.010072579285021784,0.009154267040718056
2021-03-12,0.0063086884484447195,0.006777191639233333,0.010960132073875976,0.011260683377590609,0.004528785224450815
2021-03-19,0.012555012026514416,0.013230729138480458,0.013644758158228463,0.014001022166749253,0.015022305364375037
2021-03-26,-0.011560203414173874,-0.01209088580382269,-0.00889336581784697,-0.009109778497232289,-0.01121554310857925
2021-04-02,-0.010607692578253829,-0.010935155418351087,-0.011217813723400496,-0.011344466086579727,-0.01598184755837786
2021-04-09,0.00015606092430293193,0.00016018123277287442,-0.0013377136354038321,-0.0013506352672168459,-0.001592745171533208
2021-04-16,-0.0005051379904887813,-0.0005184752679900674,-0.0017432344339022767,-0.0017601479684557569,-0.0006017219318606425
2021-04-23,0.004596481304353411,0.004599110102228669,0.004724559572739411,0.004727390540920532,0.005329777662366885
2021-04-30,0.0023174505543774016,0.002317957320583106,0.0061195453044988165,0.006120910737974314,0.0026836276380595692
2021-05-07,0.0043382623441753886,0.00433910769842345,0.005355771939391961,0.005356714984464928,0.0050240691276536055
2021-05-14,-0.0012371409239480549,-0.0012371409239480536,0.0005500561156673514,0.0005500561156673511,-0.006090396577916375
2021-05-21,0.0004778114072045955,0.00047781140720459483,-0.0014159300768124441,-0.001415930076812443,-0.0020622580945977103
2021-05-28,-0.0005150020012850489,-0.0005150020012850483,0.0015496917939565884,0.001549691793956587,0.0019446364982038196
2021-06-04,0.002792526385689161,0.0027925263856891586,0.001060031438127295,0.001060031438127294,0.003984143028490473
2021-06-11,-0.0015246846867332168,-0.001524684686733215,-0.004004032689775725,-0.00400403268977572,-0.004008179855135571
2021-06-18,0.0027449685995606173,0.002744968599560614,0.009008194947629427,0.009008194947629417,0.004663207003504758
2021-06-25,0.002803749101347161,0.0028037491013471576,0.0017279277335794383,0.0017279277335794365,0.0016397066048480608
2021-07-02,0.00042159081955425596,0.0004215908195542555,-0.00270627986392166,-0.002706279863921658,-0.001935320365797753
2021-07-09,0.001282598338146417,0.0012825983381464156,0.000866153553249179,0.0008661535532491783,0.0020038839347089315
2021-07-16,0.006731383950191321,0.006731383950191314,0.008233626711836188,0.00823362671183618,0.008490722192601627
2021-07-23,0.00028492099916766563,0.0002849209991676653,0.0004046550618288162,0.0004046550618288158,0.0004901190270686218
2021-07-30,0.00596725648227416,0.005967256482274152,0.002912400511626915,0.002912400511626912,0.0035622674735572403
2021-08-06,4.209268898714563e-05,4.209268898714558e-05,0.004654572307195412,0.004654572307195408,0.005689414949119004
2021-08-13,0.012366566842539629,0.012366566842539615,0.011279094640423168,0.011279094640423159,0.010519332773472678
2021-08-20,-0.003682233046920908,-0.003682233046920904,-0.003516505576299674,-0.0035165055762996712,-0.008241931326495625
2021-08-27,-0.004455104746051576,-0.004455104746051572,-0.004690009145005056,-0.004690009145005052,-0.0057761609316717795
2021-09-03,0.006273755420498497,0.006273755420498488,0.010589497807259868,0.010589497807259858,0.013275211351080346
2021-09-10,0.010954767800205269,0.010954767800205257,0.009627769023897382,0.009627769023897373,0.0131827424937244
2021-09-17,-0.0015837871898543195,-0.001583787189854318,-0.0030391517735281486,-0.003039151773528146,-0.005719740493066417
2021-09-24,0.010346474482566948,0.010346474482566934,0.0071464687590001305,0.007146468759000122,0.0035608635656584893
2021-10-01,0.011090555917393802,0.011090555917393791,0.01265991339529999,0.012659913395299979,0.010087623948786425
2021-10-08,-0.0019615142714024788,-0.0019615142714024766,-0.0013831187142444475,-0.0013831187142444462,0.001828224259574145
2021-10-15,0.0010190546445056246,0.0010190546445056237,-0.003965966864410614,-0.0039659668644106095,-0.0017858165528536064
2021-10-22,0.0017822122003090127,0.0017822122003090105,0.006728402103335006,0.006728402103334999,0.0070667568168106135
2021-10-29,0.004950936651466874,0.004950936651466867,0.006638946978454407,0.006638946978454401,0.002920006355856266
2021-11-05,0.008144102150488643,0.008144102150488634,0.008909183215571787,0.008909183215571777,0.01025136165359659
2021-11-12,0.0013983297432415666,0.0013983297432415649,0.003119805485867598,0.0031198054858675947,0.003360628345089581
2021-11-19,-0.0025871261797908228,-0.0025871261797908197,0.0083321202789292,0.008332120278929192,0.00895508245431497
2021-11-26,-0.00556271692976433,-0.005562716929764325,-0.006011594999774535,-0.006011594999774529,-0.004532114574998066
2021-12-03,-0.004352699519286638,-0.004352699519286633,0.0002174389988343701,0.00021743899883436992,0.00023003379367723777
2021-12-10,0.008977437722351564,0.00897743772235155,0.0035148828425050067,0.003514882842505003,0.0021393377814241136
2021-12-17,0.011438323657974757,0.011438323657974743,0.012089974370114482,0.012089974370114472,0.015922940056260132
2021-12-24,0.0029012197972226633,0.0029012197972226603,0.003329761227084223,0.0033297612270842187,0.00458279881678401
2021-12-31,-0.0007444042182606396,-0.0007444042182606387,-0.0026600404911197905,-0.002660040491119788,0.003338764300527099
2022-01-07,0.005720088327757269,0.005720088327757262,0.007493126180932086,0.00749312618093208,0.004683267041160647
2022-01-14,-0.005800802181162247,-0.00580080218116224,-0.0026268576324259395,-0.0026268576324259374,-0.003794714767328876
2022-01-21,-0.00714291566001689,-0.007142915660016881,-0.0074494557170909715,-0.007449455717090965,-0.00863227708847711
2022-01-28,0.004433199880057254,0.004433199880057249,0.0046246729974387885,0.004624672997438784,-0.0007572841225038789
2022-02-04,0.005720790948779875,0.005720790948779868,0.005975065680631459,0.005975065680631453,0.009435753099739532
2022-02-11,0.0008053194688646127,0.0008053194688646118,-0.002805647569553695,-0.0028056475695536925,-0.002139762305539443
2022-02-18,0.009175089046747886,0.009175089046747872,0.0068675010742393515,0.006867501074239346,0.00609400839768033
2022-02-25,0.010820294715206165,0.01082029471520615,0.0014936096949002278,0.0014936096949002262,0.0015618023975268265
2022-03-04,0.004903132032468695,0.004903132032468688,0.008004319643350511,0.008004319643350504,0.011650311411724597
2022-03-11,-0.001235434721686976,-0.000617717360843487,0.005727611853386084,0.0028638059266930392,0.002843457204611189
2022-03-18,0.026079437168560527,0.013051368481780692,0.0405325878176186,0.020301533850432308,0.013281729707931336
2022-03-25,0.0028291488010244565,0.0030834352825630713,0.0033289420518404847,0.003990443504123695,0.003705255745901713
2022-04-01,0.0029756184249729064,0.001638934920754538,0.008117985096271858,0.004923594957120473,0.006564619194034871
2022-04-08,0.00031308321265986907,0.00017454720738170677,0.0030165628549535793,0.0018802639888588076,-2.9621566482255853e-06
2022-04-15,-0.007299439265449095,-0.004068561125412371,0.0005510440963780107,0.00034374111200330165,0.0015391702465431735
2022-04-22,0.0022673289699559496,0.001278885481206319,0.008102857421390065,0.005061654675170859,0.005308662554097877
2022-04-29,0.0054985618161386566,0.003101327908837557,0.0021543027842985765,0.0013517441205855715,0.0016038456307909627
2022-05-06,0.010131335717352927,0.005718951041945016,0.00852968896340354,0.005362011393295029,0.005599827244512226
2022-05-13,-0.005242532253469856,-0.0029854613523262515,-0.004433791043732536,-0.0028042730711128785,-0.00484491204690624
2022-05-20,-0.005592304713598952,-0.003208209371916146,-0.004721231304264589,-0.002999245154825531,-0.004579842607826256
2022-05-27,-0.008309917408083858,-0.004800908782019312,-0.0070585308922842685,-0.0045119112263288155,-0.008339848623957626
2022-06-03,0.004104495038860141,0.004805921603147159,0.004795431517405072,0.006181928903812432,0.006140536465294112
2022-06-10,-0.004006811425129924,-0.004690990020188045,0.006027798169467214,0.0077641265965075895,-0.004413360568649116
2022-06-17,-0.0028153532538520687,-0.0016453707748205193,-0.005520414160670017,-0.0035694958066556297,-0.0007755969683512378
2022-06-24,-0.0025246574610264605,-0.0014783555390684747,-0.0025174187551368515,-0.001648055658586285,-0.0014488639639372812
2022-07-01,-0.0055873377430836965,-0.0032769034737692754,-0.0037156243931276965,-0.002434667838769885,-0.002155637284632399
2022-07-08,-0.000512671767762819,-0.00030246968721811616,0.0032807303077482374,0.002162580616471068,0.0030243488543575683
2022-07-15,0.004906775832700948,0.0028944617142976805,0.0051847178905553805,0.0034165413824051817,0.0015596052667076678
2022-07-22,0.020351686086054265,0.012054448767739532,0.008512157094518429,0.005650069531156873,0.005759546654804647
2022-07-29,-0.00843495567681893,-0.0052181680766641295,-0.0076719712065340655,-0.005117999083759224,-0.00521036513612701
2022-08-05,-0.0006670558070923007,-0.0008366534776105882,-0.0006142842945531771,-0.000826503654189632,-0.0008429702974958349
2022-08-12,-0.0019344498316819989,-0.002425445230682557,0.00041608088442121247,0.0005599750762635554,0.0066559664355052015
2022-08-19,0.004053243931414308,0.005169024508340132,0.0035328941854743793,0.004835915916220112,0.0048627171019725215
2022-08-26,0.014037071608367204,0.008984452089464502,0.011024881983937265,0.007585836348666611,0.011628925419503963
2022-09-02,0.002936822983727245,0.0019283760993697454,0.0010520634233297766,0.0007374431924139284,0.0003498546914096025
2022-09-09,0.00405292425643051,0.002672305502692372,0.0029778843148009055,0.002123549291364152,0.002100982978333466
2022-09-16,0.009339129408472218,0.006281921795696336,0.01182516900562029,0.008574670119465014,0.0033636320815501027
2022-09-23,-0.004853237375023164,-0.003292951919852256,-0.0037013719657474405,-0.002728144796150884,-0.006130749208774422
2022-09-30,-0.0005501659298867676,-0.00038108277665343783,-0.0019485252338183998,-0.0014465752114176701,-0.002443384415827507
2022-10-07,-0.0032413949180248374,-0.002300362447141098,-0.005901466621508092,-0.004501369423750487,-0.0032381600381644507
2022-10-14,0.0007422161059413259,0.000528740034470432,0.0029240552787124815,0.0022422175150279187,0.002120862289816418
2022-10-21,0.01527572263378319,0.010878061668835173,0.01864066062331659,0.01440544448528753,0.0014755544712969572
2022-10-28,0.00015068354713129443,0.00010939018758167237,0.005038109480997454,0.00400890267687392,0.006018904183438072
2022-11-04,-0.014158821254415211,-0.020634486964125787,-0.01918435622418951,-0.03072902255048101,-0.031199338324033845
2022-11-11,0.0037182347735236925,0.005242474836700965,0.001297251692647265,0.0018955844701260393,-0.0015889510951965881
2022-11-18,0.0016810683509747915,0.002365816693433928,0.0014446000889903488,0.002112423835053288,0.000787750451212192
2022-11-25,-0.006768619952702945,-0.009544425010053285,-0.00613337423906897,-0.009049795711453994,-0.006145356360345443
2022-12-02,-0.011814043315657736,-0.016613989960379865,-0.011000573071086272,-0.01617643441485841,-0.016482241977473618
2022-12-09,0.015084782099143884,0.02071063188829792,0.012594529249226029,0.017999985567933526,0.01792587857032256
2022-12-16,0.010726705956138529,0.014362002165139163,0.009226578100976952,0.012818430827012933,0.014675065630406143
2022-12-23,-0.002734618872431416,-0.0036590766042280142,-0.002353706067113464,-0.0032697802087757813,-0.003378160716809477
2022-12-30,-0.005560767751814457,-0.007435266162295519,-0.004785880173574086,-0.006645734697524346,-0.0034776493618750366
2023-01-06,-0.0006143052847436501,-0.0008170903425962044,-0.0005304244960369112,-0.0007337923677783264,-0.0008028048820467017
2023-01-13,0.005891210340840377,0.007867473451063652,0.005086386943069376,0.007077330933209857,0.004242145141785704
2023-01-20,-0.008155654476866404,-0.010891310668302045,-0.0034622621317604257,-0.004800092555721681,-0.004721799811004621
2023-01-27,0.002424101392243035,0.003226004534496986,-0.0013220766018693436,-0.0018409570257678508,-0.0019295926812651397
2023-02-03,0.009279144859187573,0.012370025503204712,0.008327308490090059,0.011615792458561704,0.013040252776900773
2023-02-10,0.012733413561550484,0.016834750205882588,0.007493586477576703,0.010364410884628012,0.00802788031316241
2023-02-17,-0.005046938087998974,-0.006530922296458816,-0.0019310181671149918,-0.0026491197719094106,-0.0013255076052774222
2023-02-24,0.008468392176252363,0.011002690318789326,0.008078984454213182,0.011121591390143168,0.00830640627739227
2023-03-03,-0.0024449149014128565,-0.0031773410832209746,-0.004835281344754953,-0.00658669131197664,-0.0012246409174540805
2023-03-10,-0.03110027471598538,-0.040457575976225575,-0.013703009961220269,-0.01868262122759514,-0.02034892834914135
2023-03-17,0.011442913353083188,0.013642567903096845,0.007075046849176725,0.009361923760791018,0.008879677668496316
